,NAME,STAR,CONTENT,DATE
84,C Csurlefil Sur le Fil,2,Translated by Google Two rooms were closed Location not very obvious as to discovery such as traffic Unclear layout and path ,2 weeks ago
85,Elliott Wood,3,,2 weeks ago
86,Young Ryu,5,,2 weeks ago
87, KoReAn ,5,,2 weeks ago
88, KoReAn ,1,Translated by Google I paid 11000 won and it came out in 5 minutes Nothing to see I recommend it to people with a lot of money but I heard a lot of the air conditioner popping so it was great to hear so much ,2 weeks ago
89,Cdric Bayeul,5,A visiter,2 weeks ago
90, KoReAn ,5,,2 weeks ago
91,taemin yang,5,,2 weeks ago
92,M Studio,5,Very beautiful place ,2 weeks ago
93,he 2,5,,2 weeks ago
94,Jaejoong Kwon,4,,3 weeks ago
95,,5,,3 weeks ago
96, KoReAn ,4,,3 weeks ago
97,Chulkyu Choi,5,Translated by Google Need to check exhibitionevent and visit  Original  KoReAn   KoReAn   KoReAn   KoReAn ,3 weeks ago
98, KoReAn ,5,,3 weeks ago
99,Justin Lee,5,,3 weeks ago
100,Fabbio Spatti,4,Translated by Google exceptional structure  Original struttura eccezionale,3 weeks ago
101, KoReAn ,5,,3 weeks ago
102, KoReAn ,5,,3 weeks ago
103,Deokjae Lee,2,,3 weeks ago
104, KoReAn ,5,Translated by Google The photo zone in the basement is beautiful so its good to take pictures and its good to sit and talk ,3 weeks ago
105, KoReAn ,5,Translated by Google There was a sudden power outage because it rained a lot so I was embarrassed ,3 weeks ago
106,Gadi Yekutiel,2,I dont know whats all the hype about this place To call a building futuristic or shaped like a spaceship is just another way of saying its not organized and easy to get lost in I didnt understand whats the point of this ,3 weeks ago
107, KoReAn 86,3,Translated by Google The building is really big but I havent seen much of it I just kept walking around  KoReAn  ,3 weeks ago
108,JSafr,5,Very good experience  Visited for the Tim Burton Expo I was surprised in a good way ,3 weeks ago
109,Jun P,5,,3 weeks ago
110,cocorobos,3,,3 weeks ago
111,,4,,3 weeks ago
112, KoReAn ,5,,3 weeks ago
113, KoReAn ,5,Translated by Google very good  Original  KoReAn   KoReAn ,3 weeks ago
114, KoReAn ,5,,3 weeks ago
115, KoReAn ,4,Translated by Google First visit to Dongdaemun Design Plaza After seeing the special exhibition I moved to the other building and got lost because it was my first visit ,3 weeks ago
116,Pafan A.,5,I really love the design of this public space that allows people to spend time with their family relax appreciate arts and stay dry during the rainfall,3 weeks ago
117,Joonho lee,5,,3 weeks ago
118,Ad Tabb,5,,3 weeks ago
119,Pavel Grozdov,5,,3 weeks ago
120, KoReAn ,5,Translated by Google Sometimes I go to see exhibitions with ddp haha  Original  KoReAn  ddp KoReAn   KoReAn   KoReAn ,3 weeks ago
121, KoReAn ,5,Translated by Google I have been to the DDP and the Tim Burton exhibition  Original ,3 weeks ago
122,Ayaa Ss,4,An amazing design provided by Zaha Hadid You feel there the sense of space  while you move it takes you through a journey of different feelings ,3 weeks ago
123, KoReAn ,5,Translated by Google This is a large plaza It is a multispace for all events and exhibitions ,4 weeks ago
124,In-hyun Hwang,5,Translated by Google I saw Tim Burton It is so popular that you can see it in line even on weekdays ,4 weeks ago
125,Macoya Lee,5,,4 weeks ago
126, KoReAn ,5,Translated by Google Tim Burton on display  Original  KoReAn ,4 weeks ago
127,SangHun Kim,5,Translated by Google It is an exotic and wonderful space in the shape of a spaceship Corona is getting better and better but it would be better if there were more ,4 weeks ago
128, KoReAn ,4,,4 weeks ago
129, KoReAn ,5,,4 weeks ago
130,Bee,5,State of the art design building There is a design museum inside too And a small shop selling cute accessories,4 weeks ago
131,Sangjun An,5,Translated by Google Tim Burton exhibition is interesting  Original  KoReAn   KoReAn   KoReAn   KoReAn ,4 weeks ago
132,Alqassem Hakami,2,They need to announce that 10000 won for admission is for the museum only,4 weeks ago
133,YawL Thisis,5,Translated by Google Cheap and good   Original  KoReAn   KoReAn ,4 weeks ago
134,Esther Nguyn,5,Translated by Google There are various activities and exhibitions There are many households and the architecture is beautiful ,4 weeks ago
135,K.W Lee,3,Translated by Google It is recommended to stop by near the sea Its hard to get directions Restaurants are expensive ,4 weeks ago
136,Khojin,5,,4 weeks ago
137,SB Lee,4,,4 weeks ago
138, KoReAn ,1,,4 weeks ago
139,Jorge Argenis Hernandez Vazquez,5,,4 weeks ago
140,Hong jason,4,,4 weeks ago
141,Scocha,5,Super clean and interesting site,4 weeks ago
142,R. Reyes,5,,4 weeks ago
143,Tania Guerra,5,Amazing building not to be missed,4 weeks ago
144,Gunhe Lee,5,Translated by Google The work of famous architect Zaha Hadid is characterized by an atypical space concept and the interior is also irregular giving the impression of exploring a spaceship ,4 weeks ago
145,J. henna,4,,4 weeks ago
146, KoReAn ,5,Translated by Google The building is beautiful and there are many things to see ,4 weeks ago
147, KoReAn ,5,Translated by Google Tim Burton  Original  KoReAn ,a month ago
148,Karla Mandujano,5,,a month ago
149,Kristin K,4,Translated by Google The exterior of the building that was raised after erasing the history looks great The building is separate from each other there is no connection and cooling and heating are difficult It is inconvenient to use as ,a month ago
150, KoReAn ,5,Translated by Google I watched the Tim Burton special exhibition  Tim Burtons Biography and Sketches Modeling Film Animation ,a month ago
151,Jehoon Seo,5,SHHEEEEEEEEEEESHH,a month ago
152,Kim KoReAn ,5,Translated by Google The restaurant district is very depressed right now The night market food truck which used to be a specialty is not operating Its good to take a walk while looking around the wonderful buildings wonderful ,a month ago
153,NamJin Kim,4,Translated by Google The building is a landmark  Original  KoReAn   KoReAn ,a month ago
154, ,5,,a month ago
155, KoReAn ,5,,a month ago
156, KoReAn ,4,,a month ago
157, KoReAn ,5,Translated by Google Coolness  Original  KoReAn ,a month ago
158,Maryl Fabellar,3,A unique place to roam around take some pictures and   chill at the same time,a month ago
159, KoReAn ,5,Translated by Google The building is a wonderful structure with curves and straight lines ,a month ago
160,Kyung Sharon,5,Eye opening place about future life,a month ago
161,Milenia Ibarra,5,,a month ago
162,H.P. J.K,5,,a month ago
163, KoReAn (Miu),5,Translated by Google This is the DDP exhibition hall I visited for the first time in 2 years due to Corona After Keith Haring ,a month ago
164, KoReAn ,5,,a month ago
165, KoReAn ,5,,a month ago
166,MY CHOICE,4,Translated by Google Very good It is spacious and there are many places to lie down and rest and it is recommended However it can be easy to get lost and it can be difficult to find the desired ,a month ago
167, KoReAn Jay,4,,a month ago
168,sneha patra,5,Amazing place Enjoyed a lot,a month ago
169, KoReAn ,5,Translated by Google Its nice to see  Original  KoReAn   KoReAn ,a month ago
170,SL IM,1,,a month ago
171,9jin 9,5,,a month ago
172,Jiunn Wang,5,The amazing architecture itself is worth the visit I went for the Tim Burton exhibition here in June 2022 which is very well put together I think there used to be some food trucks night market during the weekends but it stopped coz of the pandemic Worth a visit,a month ago
173, KoReAn ,5,Translated by Google The clothes at Jeil Pyeonghwa Market are also wholesale prices so it was cheap and good ,a month ago
174, KoReAn ,5,,a month ago
175,dale Silver,3,,a month ago
176, KoReAn ,3,Translated by Google Its complicated and the exhibitions are good but theres nothing to eat or play after its finished ,a month ago
177, KoReAn ,5,Good,a month ago
178,m l,3,Translated by Google dot  Original ,a month ago
179, KoReAn ,5,Translated by Google Shabushabu restaurant in the restaurant area  KoReAn  The table turnover is real  KoReAn  ,a month ago
180, KoReAn ,3,Translated by Google There is little food and little to see Nothing to see unless you go to a special exhibition; ,a month ago
181, KoReAn ,5,,a month ago
182, KoReAn ,5,Translated by Google Pleasant beautiful and nice  Original  KoReAn   KoReAn   KoReAn ,a month ago
183, KoReAn ,4,Translated by Google I came to see the Tim Burton special exhibition The exterior of the building was very impressive ,a month ago
184, KoReAn ,4,Translated by Google Various cultural experiences relaxation and healing are possible Parking fees are high so it is recommended to use public transportation for a ,a month ago
185, KoReAn ,5,Translated by Google Tim Burtons special exhibition was really special  Original  KoReAn   KoReAn   KoReAn   KoReAn ,a month ago
186,kajal rahman,5,,a month ago
187,Yeong Kwang Jeon,5,,a month ago
188,SH J,5,Translated by Google I went for the Tim Burton exhibition and I was surprised that it was so much better than I expected There is a space where you can lie down on the second floor and read a book so it was a great comfort during a ,a month ago
189,Klmn Czibolya,5,,a month ago
190, KoReAn ,5,The world of Tim Burton,a month ago
191, KoReAn ,5,Translated by Google good  Original  KoReAn ,a month ago
192, KoReAn ,5,,a month ago
193,Rana A,3,,a month ago
194,C J,4,,a month ago
195, KoReAn ,5,,a month ago
196,Shay,4,Place to visit Unfortunately we didnt make it in time for Tim Burton exhibition But the building is really cool,a month ago
197, KoReAn ,5,Translated by Google Good day  Original  KoReAn ,a month ago
198, KoReAn ,4,,a month ago
199,Darren Lim,5,Never fail to please with their exhibitions and the architectural brilliance of Zaha Hadid,a month ago
200,YoungSoo Kim,3,,a month ago
201,venus han,5,,a month ago
202, KoReAn ,5,Translated by Google Good for a date squirrel  Original  KoReAn   KoReAn ,a month ago
203, KoReAn ,5,Translated by Google landmarks in seoul You can see various exhibitions Great place for a date while walking ,a month ago
204,Seung Yong Choi,3, KoReAn  10 KoReAn  400 KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,a month ago
205,Yuntaik Lee,4,,a month ago
206,Sandeep Nemuri,4,,a month ago
207, KoReAn ,5, KoReAn   KoReAn ,a month ago
208,Nick Giguere,5,,a month ago
209,Troy Nam,4, KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,a month ago
210,Randy Cothern,5,,a month ago
211, KoReAn ,5,,a month ago
212, KoReAn ,2,Translated by Google Turning firsttime visitors into guilds  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,a month ago
213,Hyo Jin Kim,5,Nice place to visit Shows different exhibitions regularly The one at the time I visited was about Tim Burton,a month ago
214, KoReAn ,3,Translated by Google Its big and theres nothing to see  Original  KoReAn   KoReAn   KoReAn ,a month ago
215, KoReAn ,5,,a month ago
216,Ruth R,5,Nice place to nap Lol,a month ago
217,Cheol,1,please no more beautiful and useless architectures Zaha Hadid Seoul city has been struggling and wasting large amount of money to find its usages so far,a month ago
218, KoReAn ,5,,a month ago
219,s2 C,5,Translated by Google I went to Tim Burtons special exhibition Its interesting ,a month ago
220, KoReAn ,5,,a month ago
221, KoReAn ,5,,a month ago
222, KoReAn ,5,Translated by Google Spacious and clean  Original  KoReAn   KoReAn ,a month ago
223,seonghwan jeong,4,,a month ago
224,Nadia,5,,a month ago
225,Hwanwook Oh,3,Translated by Google Theres nothing haha  Original  KoReAn   KoReAn ,a month ago
226, KoReAn ,4,,a month ago
227, KoReAn ,5, KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,a month ago
228, KoReAn ,5,,a month ago
229,Marcela Botan Salles,4,,a month ago
230,Andrew Lasher,5,Cool spot,a month ago
231,P ls,5,,a month ago
232,Shawn Lee,4,,a month ago
233,Sketch travel,4, KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,a month ago
234, KoReAn ,4,,a month ago
235, KoReAn ,5,,a month ago
236, KoReAn ,5,Translated by Google I went to the Tim Burton exhibition but everything was good except the order of the docents I heard through the app was jumbled up ,a month ago
237,Meri Hwang,5,,a month ago
238,mn w,5,,a month ago
239, KoReAn ,4,,a month ago
240,Chad D,4,,a month ago
241, KoReAn ,5, KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,a month ago
242,Ho young lee,4, KoReAn   KoReAn   KoReAn   KoReAn   KoReAn    KoReAn ,a month ago
243, KoReAn ,4, KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,a month ago
244, KoReAn ,5, KoReAn   KoReAn   KoReAn  KoReAn ,a month ago
245,John Canifax,4,,a month ago
246,Chana1,5,So amazing design of architecture SM Town store at 1 floor D5 Seating area is very good Toilet facilty  mobile charger,a month ago
247,Gayeon Lee,4, KoReAn   KoReAn ,a month ago
248,Dong Young Kim,3,,a month ago
249,Mina Lee,5,,a month ago
250,Kevin Kuwen,5, KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,a month ago
251,Rebirth TUBE,5,,a month ago
252, KoReAn ,4,Translated by Google Nice to look at and like a maze  Original  KoReAn   KoReAn   KoReAn   KoReAn ,a month ago
253,hee sang kim,5,,a month ago
254,young Yim,5,Translated by Google A complex cultural space designed by worldfamous architect Zaha Hadid Formerly Dongdaemun Stadium There are people who criticize the uniqueness of the area called Dongdaemun and the lack of historicity of the ,a month ago
255, KoReAn  (CHOI),1,,a month ago
256,Taeo Kim,5, KoReAn   KoReAn ,a month ago
257, KoReAn ,5, KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,a month ago
258,SomA AliiCe (AmArAnth),4,,a month ago
259,Slevin Choi,4,,a month ago
260, KoReAn ,4,,a month ago
261, KoReAn EH KoReAn ,5,,a month ago
262,Chico,5,,a month ago
263, KoReAn ,5,9 KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,a month ago
264, KoReAn ,5,Translated by Google There is a lot to see and I have a good rest  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,a month ago
265, KoReAn ,4,,a month ago
266, KoReAn ,3,,a month ago
267, KoReAn ,4, KoReAn   KoReAn   KoReAn   KoReAn ,a month ago
268,Shinil Hong,4, KoReAn   KoReAn    KoReAn ,a month ago
269,JungWon Park,5,,a month ago
270, KoReAn ,5, KoReAn   KoReAn ,a month ago
271,Bbaekka,4,,a month ago
272, KoReAn ,4,,a month ago
273,Carmen Nade,5,,a month ago
274, KoReAn ,5,Translated by Google Good Place Artistically very well built there is a lot to see and to visit ,a month ago
275, KoReAn ,4,,a month ago
276, KoReAn ,3, KoReAn   KoReAn   KoReAn ,a month ago
277,Byoungchan Ahn,5,,a month ago
278, KoReAn ,3,,a month ago
279,Hyun Gyu Jung,5,,a month ago
280, KoReAn ,5,Translated by Google Child likes  Original  KoReAn   KoReAn ,a month ago
281, KoReAn ,5,Translated by Google Thats great  Original  KoReAn ,a month ago
282,Johnson Choi,5,Translated by Google I have doubts about the space utilization but it looks great for various viewing events or a place for citizens to relax The day I went there was a Tim Burton exhibition ,a month ago
283,Benjamin,5,,a month ago
284, KoReAn ,5,Translated by Google I went to the Tim Burton special exhibition There are too many visitors so if you want to see it in detail I recommend weekdays The exhibition itself covering all Tim Burtons works was good ,a month ago
285, KoReAn ,5,,a month ago
286, KoReAn ,3,,a month ago
287,Dory J,5,,a month ago
288, KoReAn ,4,,a month ago
289, KoReAn ,1,,a month ago
290,Shine Jin,5, KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn    KoReAn ,a month ago
291,C P,4,pretty modern architectural building like for the futureout of space day time is nice and night time is also pretty nice place to just walk and sit go inside to check it out if you have time,a month ago
292, KoReAn ,5,,2 months ago
293,Youngok kim,4,,2 months ago
294, ,5,,2 months ago
295, KoReAn ,5,Translated by Google good  Original  KoReAn ,2 months ago
296, KoReAn ,5,,2 months ago
297,suu kim,5,Translated by Google Good access to subway  Original  KoReAn   KoReAn   KoReAn ,2 months ago
298, KoReAn ,5,Translated by Google I came to watch Tim Burtons game Its not like the old Dongdaemun Speaking of the market it is Pyeonghwa Market and Bangsan Market ddp is cool ,2 months ago
299, KoReAn ,5,,2 months ago
300,Sun Korea,5,Translated by Google It seems to be an environment where you can get inspiration when you appreciate the exhibition ,2 months ago
301,YJ K,5, KoReAn   KoReAn   KoReAn  ddp KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,2 months ago
302, KoReAn ,4,Translated by Google awesome  Original  KoReAn ,2 months ago
303,Kikwang Kim,2,,2 months ago
304, KoReAn ,5,Translated by Google A strange building in the middle of Seoul Nevertheless a building that exquisitely fits the Seoul landscape ,2 months ago
305,Matthew Nelson,5,Great place for art exhibitions and families There are lots of fun activities and shops,2 months ago
306, KoReAn ,5,,2 months ago
307,Yeunsik Won,5,Amazing piece of art by ZHA as usual,2 months ago
308,sinkajama,5,,2 months ago
309,Tae-young Jang,5,,2 months ago
310, KoReAn ,5,Translated by Google  KoReAn   Original  KoReAn ,2 months ago
311,Rose Kim,4,Visited the kids cafe indoor playground on the fourth floor which our 4yearold absolutely loved However DDP as a whole is more adult friendly with cafes and shops inside the building Plus if you are interested in architecture the ,2 months ago
312,BI K,5,,2 months ago
313, KoReAn ,5,,2 months ago
314, KoReAn ,5,,2 months ago
315,J. Young Park,4, KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn  DDPI KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,2 months ago
316,Tobias Graves-Morris,5,,2 months ago
317,y.c. Koo,5,Translated by Google good to go with kids  Original  KoReAn   KoReAn    KoReAn ,2 months ago
318,Sangseon Ryu,4, KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,2 months ago
319, KoReAn ,5,Translated by Google Fun  Original  KoReAn ,2 months ago
320, KoReAn   KoReAn ,3,Translated by Google A building where it is difficult to find a straight line Everything inside and outside is curved ,2 months ago
321, KoReAn ,5,,2 months ago
322, KoReAn ,4,,2 months ago
323,sooning,4,Translated by Google The exhibition structure is good The unfortunate thing is that the business district seems to have been wiped out after Corona ,2 months ago
324,M J,4,Translated by Google I think Ive seen more than 5 exhibitions at DDP but theres never been a time without people very many The building is large so you always have to ask the desk where they are exhibiting ,2 months ago
325, KoReAn ,4,Translated by Google Its quiet spacious and nice A lot has changed from before The toilet is also clean ,2 months ago
326, KoReAn ,5,,2 months ago
327,Riitta Kuusisto,5,Translated by Google Edifice  Original Mahtava rakennus,2 months ago
328, KoReAn ,3,,2 months ago
329,Fredinho Do Losa,5,Translated by Google A very complete store sells everything from food to furniture for the house ,2 months ago
330,Choi Kiwon,5,,2 months ago
331, KoReAn ,5,,2 months ago
332, KoReAn ,5,,2 months ago
333, KoReAn ,4,Translated by Google I can see the love of pigeons  Original  KoReAn   KoReAn   KoReAn ,2 months ago
334, KoReAn ,5,Translated by Google When you come out of the entrance connected to the subway you are faced with a huge space Designed by Zaha Hadid Architects the buildings presence is overwhelming ,2 months ago
335,Hye-min Yoon,5,Translated by Google There are too many people haha Still I like it because it has plenty of space to sit and lie down ,2 months ago
336,totoro,4,,2 months ago
337,Melissa Rissa,5,,2 months ago
338,Seoyoung Kwak,5,Translated by Google Interesting  Original  KoReAn ,2 months ago
339,Melissa Eisner,4,Reminded me a lot of the Guggenheim in Bilbao Beautiful structure with some food and shops,2 months ago
340, KoReAn ,5,Translated by Google There is a museum and there are many foreigners  Original  KoReAn    KoReAn   KoReAn ,2 months ago
341,Prasan Tirkey,5,,2 months ago
342,Prunus persica,5,Translated by Google Hen Ho  Original Hen Ho,2 months ago
343, KoReAn ,5,Translated by Google A place where you can create wonderful memories  ,2 months ago
344, KoReAn ,5,Translated by Google Lets go take a look once in a while Tim Burton is fighting ,2 months ago
345,Scott Duillet,4,,2 months ago
346,THE END. END THE.,5,Translated by Google Korea  Original ,2 months ago
347, KoReAn ,3,Translated by Google Its spacious and clean Theres a lot of empty space ,2 months ago
348,Jinsil bae,5, KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,2 months ago
349,Kang Inah,5,,2 months ago
350,32 DALGONA,2,,2 months ago
351,Minju Lee,4,,2 months ago
352, KoReAn ,5,Translated by Google Tim Burton If you are curious be sure to visit the exhibition  ,2 months ago
353, KoReAn ms,5,Translated by Google A place where I enjoyed watching the Tim Burton exhibition and bought small souvenirs I tasted threecolor curry at a curry restaurant I took out iced coffee from a bakery and drank it in the plaza in May when it ,2 months ago
354, KoReAn ,5,,2 months ago
355,JH S,5, KoReAn   KoReAn ,2 months ago
356,Jintaek Oh,4,,2 months ago
357, KoReAn ,4,,2 months ago
358,fleur luna,4,Translated by Google There are too many people  Original  KoReAn   KoReAn   KoReAn ,2 months ago
359,Junmo Park,4,,2 months ago
360,youngcranee,4,,2 months ago
361, KoReAn ,4,,2 months ago
362,Dalton Bruno,4,,2 months ago
363,Alessandro Mammone,2,Translated by Google the center is aesthetically and architecturally fantastic it is a pity that it is practically an empty box  something is there but compared to what has been built and spent it is scandalous ,2 months ago
364,Hank Lee,5,,2 months ago
365,Sana Khan,4,,2 months ago
366,Franklin Morris,5,,2 months ago
367, KoReAn ,5,,2 months ago
368,sejong yu,5,,2 months ago
369,JungWoo Oh,4,,2 months ago
370,sun young Ji,5,Translated by Google Tim Burton exhibition is very good  Original  KoReAn   KoReAn   KoReAn   KoReAn ,2 months ago
371,Ibeyou Can,5,Translated by Google Even if you dont know Tim Burton well If you follow the flow of the exhibition An exhibition that can be fully enjoyed with many popular elements ,2 months ago
372,Olivia (Oliv.G),5,Translated by Google I went to the Tim Burton exhibition  Original  KoReAn   KoReAn   KoReAn ,2 months ago
373,Helena,5, KoReAn    KoReAn   KoReAn ,2 months ago
374, KoReAn ,5,,2 months ago
