,STAR,CONTENT,DATE
20,5,The aquarium is awesome Maybe this is my first visit I really liked it I felt like I was underwater The aquarium is divided into 6 rooms The Legacy of the Inca Empire; Forests and lands of the Amazon; Inhabitants of the World Ocean; Open pool; Sea Predators; Secrets of the deep sea At the beginning you can take a brochure and as you pass through each hall you put stamps Perhaps it is interesting for children But I went with pleasure looked and put seals  as a keepsake You can also do a peeling massage on your hands fish A must visit,4 weeks ago
21,5,Awesome,a month ago
22,5,Absolutely fantastic,a month ago
23,5,My kids were very happy we visited,a month ago
24,5,One of the must visit places in Korea There are all the varieties of fishes Had an amazing experience here Children will enjoy it the most It is better to book tickets in advance online to avoid queues,a month ago
25,5,Very pleasantly surprised Its a lot bigger on the inside than I expected it to be and it even had a few non aquatic animals I will say few of the fish did seem a bit ill and some of the tanks could be bigger,a month ago
26,5,Nice experience,a month ago
27,4,The tunnel under the water with the sharks swimming around wasnt as nice was the one in Guam There was a decent variety of aquatics and I keep getting the vibes that place was geared for kids with the Octonauts Cartoon theme throughout  There are seats for rest in a few areas One hour here is enough unless you stop to watch all the exhibits,a month ago
28,4,Very cute aquarium,a month ago
29,2,Price is excesive for what you get Not very big aquarium,a month ago
30,4,Very Nice Place to visit,a month ago
31,5,Variety of water species Great entertainment for kids,a month ago
32,5,Great aquarium hidden amongst the COEX shops and restaurants Interesting composition combining pedagogy and discovery,a month ago
33,5,Super,a month ago
34,2,the fish looks depressed,a month ago
35,5,My 2 year old enjoyed it almost as much as I did,a month ago
36,4,Enjoyable aquarium which is laid out nicely with some nice setpieces,a month ago
37,4,Very nice experience and diverse collection with sitting facilities and information desks,a month ago
38,5,Had a good time with the kids,a month ago
39,5,I love it,a month ago
40,4,Very modern and high tech facade Would love to have more directory of the shops around the huge building,2 months ago
41,5,Unforgettable,2 months ago
42,5,Really loved the aquarium Nicely planned and designed,2 months ago
43,5,Great place for family day,2 months ago
44,5,This is by far the best aquarium in Seoul hands down   So many sea animals,2 months ago
45,5,Good experience,2 months ago
46,2,Poor Aquarium and overpriced for a half hour to fourty minutes round,2 months ago
47,5,A lot to see  nice photo spots,2 months ago
48,5,Greet place,2 months ago
49,5,This place never dissapoint,3 months ago
50,5,amazing place,3 months ago
51,5,Lovely place The best when visiting with kids,3 months ago
52,5,It is quite interesting to get to know marine life let alone packaged in a certain theme or form such as places to eat traditional houses and so on The location is located inside a mall and has several objects that can spoil our eyes If you want to visit it is better to make a booking in advance to speed up entry to the area usually given a handtag before entering by the officer Lets be adventurous,3 months ago
53,5,One of the best and most atypical I have visited The price on site is 32000 won I advise you to take it on the internet or on a tourist app to buy it You save a great deal As for the visit great diversity immersion and many surprises Good visit,3 months ago
54,5,Great for family days or simply to visit and enjoy the atmosphere Lots of seating areas feeding times and a fun passport stamp booklet for children,3 months ago
55,4,Nicely set up,3 months ago
56,1,Might be a good place for kids if you want your kids to grow up with terrible morals and no respect for animals and life Came here in December of 2021 thinking COEX aquarium was a major tourist destination but was immensely disappointed when I saw 20 clown fish in a 20 gallon fish tank To add to it there were about 20 OTHER fish living in the tank There were no plants no anemones for the clown fish to live in AND it was the first tank on display  There were two manatees A dangerously endangered species literally in a tank not even two manatees long No plants Cruelty  Visit COEX aquarium to experience cruelty at its maximum potential,3 months ago
57,3,The price is cosmic and he himself is small There is something to compare therefore for such a price they should at least show a show there At the exit there is a store with all sorts of toys at somewhat inflated prices to provide a tantrum for children who want everything at once,3 months ago
58,5,Had an amazing time at the CoEx Aquarium,3 months ago
59,5,Best aquariums with all kinds of aquatic animals,3 months ago
60,5,very fun there is a price list in Russian,3 months ago
61,3,Cool experience even for adults,4 months ago
62,4,Amazing,4 months ago
63,4,Ah i missed reviewing this one A small but neat aquarium me think  the staffs were kind and helpful pretty aquariums setting they dont have that many fish varieties but thats okaaay Located inside coex mall just in case youre confused ,4 months ago
64,4,Very nice,4 months ago
65,5,One of the best aquarium place My own opinion I like it more than the one at Osaka Not too big but good organized,5 months ago
66,5,Good aquarium,5 months ago
67,4,Great,5 months ago
68,4,Very nice reduction if you follow the Instagram account of the aquarium,6 months ago
69,5,Very beautiful place and so many different type of fish available here,6 months ago
70,5,Its good experienced I love to be there There many kind of fishes and its really refreshing,6 months ago
71,4,Nice place for vacation,6 months ago
72,5,Nice place to bring small children,6 months ago
73,5,Hi  COEX AGUARIUM is located in the Cannes area Very wonderful place to hold a tour and recreation in general There is aquarium below 0 marks The territory under Earth is very big there is everything to satisfy all the desires  I advise everyone,6 months ago
74,5,Cool there are sharks there,6 months ago
75,5,Good,6 months ago
76,1,Mind blowing amazing,6 months ago
77,5,Interesting,6 months ago
78,5,One of the best places,6 months ago
79,5,Its cheaper if you book your entrance ticket via the internet,6 months ago
80,2,Dont expect much here as the place is quite small Not much variety of fishes Mainly common lake fishes takes up 80 of the space,7 months ago
81,5,Recommend it especially if you dont have such a place in your own country ,7 months ago
82,3,I feel very small and shallow probably because I am accustomed to Kaiyukan I was surprised that the skin diver came down,7 months ago
83,4,Tickets are a bit expensive and havent come After the visit I feel that the layout is very good the museum is big enough and there are many species An aquarium worth visiting,7 months ago
84,5,Excellent location to be in peace while watching fishes The shark tank is insanely beautiful and all the tanks are very clean,7 months ago
85,4,Good aquarium but not stroller or wheelchair accessible,7 months ago
86,5,I liked it very much I made a lot of beautiful photos By the way if you come there with your family they will make a good discount we got about 40 The kids liked it,7 months ago
87,5,Penguins,7 months ago
88,4,Aquarium was well maintained and it boasts of wide variety of aquatic animals It was just mesmerizing If would be equipped with audio guide then nothing can beat this,7 months ago
89,5,best tour point in the seoul this have many beautiful photo spot,7 months ago
90,3,I dont know The space for fishes to move around are very limited And even some of the aquarium are quite crowded and dirty In short I feel sorry for the fishes or other animals over there,8 months ago
91,4,Worth to spend time with kids,8 months ago
92,5,Best in Seoul,8 months ago
93,5,We loved this especially with the kiddos ,8 months ago
94,5,Huge and wonderful place,8 months ago
95,4,Cool place fo relax and enjoy mood,8 months ago
96,3,A lot of small fish tanks I dont feel huge aquarium But so many types of fishes,8 months ago
97,5,Amazing collection of fish sharks rays and turtles,8 months ago
98,5,Cutest aquarium ever  Love the theme ,8 months ago
99,5,Lots to see Tunnel isnt very long,9 months ago
100,4,Cool,9 months ago
101,5,Awesome aquarium with a mix of BIG and little marine life There are a few cute spots to take pictures at and stamps to fill out your brochure as you go along the path Sadly I traveled without my boyfriend this timeso I was lonely at the places couples could take pictures at  I would definitely recommend this for children too It seems like a very educational place with the kids in mind My favorite place was seeing the sharks and stingrays near the underwater tunnels You can get really nice pictures there  I would definitely like to come back with my boyfriend,9 months ago
102,5,The best aquarium They had every sea creature including otters beavers penguins and another animal with dog in it I forgot  Walking in a hallway with a tank around you Can feed animals and all types of fish Family friendly date friendly and just hanging out friendly Cool for the Coex mall around it too,9 months ago
103,5,A five star experience  this aquarium is much more colorful and unique than other aquariums we have visited without being cheesy or over the top  We enjoyed seeing the colorful displays and different types of fish,9 months ago
104,5,Nice place for a family vacation on weekend have a big varieties of fishes too which is unexpected for aquarium under a mall,10 months ago
105,1,I do not know what I expected but certainly I did not expect crammed species in tiny fishtanks showing no respect for life I felt as if I was at one of those retaurants where you choose the fish you want them to cook for you,10 months ago
106,5,Nice experiencelooks like you are in sea,10 months ago
107,3,It feels expensive but it can be said that the scale is large I buy the idea of putting fish in various containers but I feel a little pity I would like to say that if we could increase the number of contact corners and shows it would be a step up,10 months ago
108,5,Nice place Killer sharks are amazing,10 months ago
109,5,class ,10 months ago
110,5,Great,10 months ago
111,5,There are many marine animals many species very beautiful,10 months ago
112,5,Amazing,10 months ago
113,5,Excellent,10 months ago
114,5,Great place for a family hike,11 months ago
115,5,Pretty nice atmosphere A lot of fishes and other sea animals You can also participate many programs It was quite exciting Nice cafe and cute dolls I bought one from here and my girl friend was quite satisfying One of the best aquarium ever i have visited If you like sea environment i strongly recommend Perfect place for your date as well,11 months ago
116,5,Nice,11 months ago
117,4,Mainly for kids or newbies Considering what aquariums are like in other countries a bit small and cozy Not aimed to impress with huge fishes but has some a few spots with good configuration to take pictures in and around Near the end of the course there are cute little penguins which are fed at 330 So preferably start the tour at around 245 and take seats before the penguins around 15 minutes before the show Of course the seat availability depends on the number of visitors which you need to take into account so as to watch penguins eating comfortably on the chair Have a nice tour,a year ago
118,5,Nice place special for kids,a year ago
119,5,Its giid to be here,a year ago
120,5,It is located inside the complex of COEX There are so many exotic marine animals inside the aquarium You will feel like you are surrounded by marine life when you visit this place If you are interested in marine life you will enjoy visiting this place,a year ago
121,3,For kids,a year ago
