,이름,별점,리뷰,날짜
28,이창훈,4,(Translated by Google) A restaurant with a view of Seoul and Bukhansan.  (Original) 서울시내 전경과 북한산 전경을 볼수있는..뷰 맛집,5 days ago
29,최종철,4,,5 days ago
30,박광민,4,(Translated by Google) A nice place  (Original) 풍경 좋은 곳,6 days ago
31,D-W C,4,,6 days ago
32,버뮤다,4,,6 days ago
33,Sukhwan Jung,3,,a week ago
34,Aleem Guiapal,5,Super tophill view they also serve the best iced tea in town,a week ago
35,이재남,5,(Translated by Google) The view of Seoul is beautiful. It's a very good place to open your heart  (Original) 서울의 전경이 아름다워요 마음이 확~~~트여서 매우 좋은장소,a week ago
36,actorjiwonlee,4,,a week ago
37,Jang Y,5,(Translated by Google) It suddenly rained so I couldn't see the night view There were no people and it was quiet.  (Original) 갑자기 비가와서 야경은 못봤지만 사람들도 없고 한산하니 좋았습니다,a week ago
38,상헌,4,,a week ago
39,Peter RYU,4,,a week ago
40,Andy W. Kim,5,(Translated by Google) It's good except for the long line for the parking lot.  (Original) 주차장 줄이 허구만날 긴 것만 빼면 좋습니다,a week ago
41,카인,5,(Translated by Google) The scenery is amazing. A great place to go on a date with friends!  (Original) 경치가 끝내주는 곳입니다. 연인끼리 데이트하기 정말 좋은 곳!,a week ago
42,정진우,1,(Translated by Google) Let's expand the parking lot...  (Original) 주차장좀 넓히자...,a week ago
43,류재오,5,,a week ago
44,진언니,3,(Translated by Google) The parking space is too small. ㅠㅠ  (Original) 주차공간이 너무 협소해요.ㅠㅠ,a week ago
45,김준영,5,(Translated by Google) The city view of Seoul is amazing. Evening night view will be much nicer I think the lines to enter the parking lot in the evening are huge. I gave up.  (Original) 서울시내전망이  끝내줍니다 저녁야경은 훨씬더  멋있을것 같아요   저녁에는 주차장들어가는 줄이  어마어마합니다 전 포기했어요,a week ago
46,박종관,4,"(Translated by Google) It's cool, so it's good at sunset  (Original) 선선하니 저녁놀 질때 좋은",a week ago
47,Jae Hoon Kim,4,,a week ago
48,Raye,5,(Translated by Google) View restaurant. Cats live there too.  (Original) 뷰맛집. 고양이들도 살고있어요.,a week ago
49,곰피기,4,,a week ago
50,HiGH SKY,2,(Translated by Google) as expensive as red crab The taste is not expensive.  (Original) 홍게 비싼 만큼 맛도 비싸게 없어요~,a week ago
51,Agnes Sim,4,,a week ago
52,한정우,5,,a week ago
53,김민수,4,(Translated by Google) like  (Original) 좋아요,a week ago
54,오승진 (칼리),5,"(Translated by Google) It was a place I used to go to often, but when I came to Korea, I rented a Soca and went up. It's a good place to avoid only during peak hours. The parking lot is also clean.  (Original) 자주가던곳이였는데 한국온김에 쏘카빌려서 올라가봤네요 ~ 피크시간때만 피해가면 좋은곳입니다 주차장도 깔끔하고~^^",a week ago
55,박선진,5,,2 weeks ago
56,denia park,5,(Translated by Google) the parking lot is spacious nothing to eat  (Original) 주차장은 넓음 먹을건 없음,2 weeks ago
57,sehun jang,5,(Translated by Google) A famous uphill course in Seoul for riders  (Original) 라이더들에게 서울에서 유명한 업힐코스,2 weeks ago
58,김진구,5,,2 weeks ago
59,Kyung Min Na,5,,2 weeks ago
60,고윤영,5,,2 weeks ago
61,daehee Ryu,5,,2 weeks ago
62,랭킹노트,3,"(Translated by Google) The view is good, but parking is not easy (weekends) Parking was very easy (weekdays)  (Original) 뷰는 좋은데 주차하기가 만만치 않아요(주말) 주차 엄청 수월했어요(평일)",2 weeks ago
63,김효진,5,,2 weeks ago
64,함영주,5,,2 weeks ago
65,이미숙,3,,2 weeks ago
66,이태연,5,,2 weeks ago
67,Sungin Hong,5,"(Translated by Google) Bugak octagonal pavilion, which I climbed in the evening to avoid the humid and hot weather, is very cool and the night view of the city is wonderful~!  (Original) 습하고 더운 날씨 피해 저녁때 오른 북악 팔각정, 넘 시원하고 시내 야경은 멋지고~!",2 weeks ago
68,young sun Yoon,4,(Translated by Google) Shunsok-gil Ju-live at the foot of Bukhansan Mountain in Seoul A place where you can take a short break The scenery is so beautiful  (Original) 서울 북한산 자락의 슾속길 쥬라이브 잠시 쉬면서 갈수있는곳 풍경이 너무 아름답습니다,2 weeks ago
69,narin lee,5,,2 weeks ago
70,랄라오호라,5,(Translated by Google) Seoul's hot spot!!  (Original) 명불허전 서울의 핫플레이스!!,2 weeks ago
71,Camille Pct,5,,2 weeks ago
72,jeaha liu,5,,2 weeks ago
73,YJ Kim,5,,2 weeks ago
74,박一河IRA,5,(Translated by Google) A place I went to after 14 years of visiting Buam-dong while walking along the trail that looked like a trail after a bit of confusion. A really nice atmosphere. Special menu there. Han River Ramen  Many people come on their own car date or by motorcycle until 3 in the morning. The mood on a day when the full moon rises is really cool E-Mart's 24-hour boss guides you  (Original) 좀 헤메이다가 오솔길처럼 생긴 둘레길로 산책하며 부암동 방문 14년만에 찾아 간 곳ㆍ진짜 멋진 정취ㅡ 그곳에서의 특화메뉴 한강라면 🍜  24시간 셀프로 자판기통해 끓여먹을수 있게끔 되있는데 난 한번으로 만족 😌  새벽 3시까지도 자차데이트 또는 오토바이로도 많이 온다고 보름달 뜨는 날의 정취가 진짜 멋찌다고 이마트 24시 사장님께서 안내해 주심,2 weeks ago
75,이문하,5,(Translated by Google) Han River Ramen is steamed~~  (Original) 한강라면 찐이에여~~,2 weeks ago
76,l l,3,(Translated by Google) Did you go on a cloudy day? It would be nice to go on a clear day  (Original) 흐린 날에 가서 그런가.. 맑은 날 가면 멋있을 듯,2 weeks ago
77,Byungwook Josh Song,5,,2 weeks ago
78,DongSeok Lee,5,(Translated by Google) A place with a panoramic view of Seoul  (Original) 서울 전경을 한눈에  볼수 있는 곳,2 weeks ago
79,김응순,4,,2 weeks ago
80,김상길,5,,2 weeks ago
81,HALO,5,,2 weeks ago
82,허영주,3,(Translated by Google) Not as good as expected. A place to enjoy the scenery  (Original) 기대 한것보다는 좋지 않아요. 편하게 경치를 볼 수 있는곳,2 weeks ago
83,HYUCKJUN KWON (SloW_LoW_fLoW),5,(Translated by Google) A good place to see Seoul at a glance Scenic point of seoul  (Original) 서울을 한 눈에 담기좋은 장소 Scenic point of seoul,2 weeks ago
84,Juntai Kim,5,,2 weeks ago
85,열공열공 아써미,4,"(Translated by Google) If you go around 12 30 at night, it is quiet, and even on a summer night, the wind is cool because it is on the mountain top.  (Original) 밤 12 30 쯤 가면 그나마 한적하고, 여름밤인데도 산위라 그런지 바람이 시원함",2 weeks ago
86,Hong Gyu Park,4,It's a place you may want to drop by if want to see a view of Seoul. It's away from Namsan mountain but it also has a unique view. You should use private car to reacjmh there.,2 weeks ago
87,하핳,5,"(Translated by Google) It was so pretty. I saw the sunset on the way up by car, and after arriving after parking, I saw the night view, but I think it was prettier than Namsan ♡  (Original) 너무 예뻤어요. 차로 올라가는 길에 노을을 보고 도착해서 주차한 후엔 야경을 보게되었는데 남산보다 더 예뻤던건 같아요 ♡",2 weeks ago
88,MK Seo,4,"(Translated by Google) Perfect place for a night drive in good weather. However, it is a place where not only people who come for driving but also bicycle riding and motorcycle clubs gather together, so you have to consider the waiting for parking and the high population density! There is a private parking lot and it was 800 won for 10 minutes (as of 22.07.29).  (Original) 날씨 좋은 밤 드라이브 하기에 딱 맞는 장소. 다만 드라이빙 하러 오신 분들 뿐만 아니라 자전거 라이딩, 오토바이 동호회도 다같이 모이는 장소라 주차 대기 및 높은 인구밀도는 감안하셔야할 듯 합니다! 전용 주차장이 있고 10분에 800원(22.07.29기준)이었어요",2 weeks ago
89,KOOBONIL,5,,3 weeks ago
90,Changwook Nam,3,,3 weeks ago
91,alise Rappeneau,1,"(Translated by Google) There were too many cars to park in the parking lot so we had to wait an hour… but after an hour we were directed in another direction WITHOUT parking. Unfortunately, we gave up and we couldn't see anything.  (Original) Il y avait trop de voiture pour se garer dans le parking  donc on a du attendre une heure… mais après une heure nous avons été dirigés dans une autre direction SANS parking. Malheureusement, on a  abandonné et on a rien pu voir.",3 weeks ago
92,ok kyoung nam gung,5,"(Translated by Google) It's a heat wave today, but the weather has been clear for a long time, so I went... ㅠ It was a pity that it was a bit cloudy in the afternoon, but it was good that the parking staff did a good job. Of the 4 visits to Palgakjeong Pavilion, the weather was the clearest. it was insanely hot I wish there was an open-air cafe ^^,,  (Original) 오늘 폭염이지만 날씨가 오랜만에 맑아서 갔는데... ㅠ 오후되니 좀 구름 껴서 안타까웠으나... 주차 요원분들 잘 해주셔서 좋았음. 팔각정 4번 방문 중 그나마 제일 맑은 날씨. 무지 더웠음. 노천 카페 있었음 하는 바램 ^^,,",3 weeks ago
93,문상훈,5,(Translated by Google) it was summer  (Original) 여름이었다,3 weeks ago
94,고양이,5,,3 weeks ago
95,정순례,4,(Translated by Google) I like the view of Seoul city. The night view is also beautiful.  (Original) 서울시내가 내려다보여 좋아요. 야경도 아름다워요.,3 weeks ago
96,Alison Sim,4,,3 weeks ago
97,이태종,4,,3 weeks ago
98,YOUNGKYU AHN,5,(Translated by Google) Still a heartbreaking view  (Original) 역시나 가슴뻥뷰,3 weeks ago
99,LEE donggeun,5,"(Translated by Google) I went both during the day and in the evening, and the night view in the evening was the best.  (Original) 낮에도 가보고 저녁에도 갔는데 역시 저녁에 보는 야경이 정말 최고였습니다.",3 weeks ago
100,UNGI KIM,5,,3 weeks ago
101,이리화,5,"(Translated by Google) It's very crowded on the weekends, so I can't even go inside~ I finally entered today!!! I thought I had been there, but it was my first time going hehe The scenery I saw from Namsan was wrong ~~ The scenery I saw here too! Of course it's wrong~♡ The view from the octagonal pavilion of Bukaksan!! It's really cool~ I highly recommend it ♡  (Original) 주말엔  엄청 차가 막혀 한번도  들어가보질 못하다~  오늘 드뎌 입성!!!   와봤다 생각했는데   처음 가보는데였음 ㅎㅎ   남산에서보는 풍경 틀리고 ~~  여기서도 보는 풍경! 당연히 틀리고~♡  북악산의  팔각정에서 보는 풍경!!  참 멋있네요~  강추♡",3 weeks ago
102,포터밍성,5,(Translated by Google) Clean and good place to visit  (Original) 깨끗하고 관광하기좋은 장소입니다,3 weeks ago
103,Announcer YEOM,5,(Translated by Google) wonderful scenery! avoid weekends lots of tea  (Original) 멋진 경치! 주말은 피하세요 차 많아요,3 weeks ago
104,xzz ixy,5,,3 weeks ago
105,정정욱,4,,3 weeks ago
106,까미오,3,(Translated by Google) like  (Original) 좋아요,3 weeks ago
107,xtinct77able,5,(Translated by Google) I ate ramen well.  (Original) 라면 잘먹었다,3 weeks ago
108,밍밍밍구리,5,(Translated by Google) I love the octagonal uphill so much~  (Original) 팔각정 업힐 너무 좋아잉~,3 weeks ago
109,김민재,5,,3 weeks ago
110,Hyunah Yoo,3,(Translated by Google) It is good to see the night view of Seoul. Except for a lot of mosquitoes.  (Original) 서울야경 볼 수 있어 좋습니다. 모기 많은 것 빼구요.,3 weeks ago
111,Yangsoo Lee,4,,3 weeks ago
112,John Yang,4,,3 weeks ago
113,jm Hong,5,,3 weeks ago
114,최인호,3,"(Translated by Google) It's sloppy, the food is too expensive  (Original) 썰렁해요 음식값 절라도비싸고",3 weeks ago
115,민양기,4,"(Translated by Google) The first place I visited while living in Seoul for 55 years It's raining, I can't see the night view, I just like hot coffee The room is humid, but the air conditioner is a bit muggy Indoor meeting room is only allowed for indoor customers, no outside customers I don't know why  (Original) 55년을 서울 살며 처음 가본곳 비가 부슬 부슬 야경은 보지못하고 따듯한 커피만 좋네요 실내가 습한데 에어컨이 좀 후덥지근 실내회장실은 실내 이용 고객에만 허용 외부이용 고객은no 무슨 이유인지 모름",3 weeks ago
116,목표달성이루자,5,(Translated by Google) So good  (Original) 너무 좋아요,4 weeks ago
117,오치남,5,"(Translated by Google) It is very nice to see the dense forest in Seoul. You can't see all of Seoul, but it's so beautiful.  (Original) 서울에서 울창한숲을 볼수있어 넘 좋습니다. 서울의전부를 볼순 없지만 너무 아름다운 모습입니다.",4 weeks ago
118,이재율,5,(Translated by Google) The view is great!  (Original) 전망이 참 좋다!,4 weeks ago
119,soongyu park,4,"(Translated by Google) I like Bukaksan. The octagonal pavilion is just a park. A lot of people go up to see the night view of Seoul, but the parking lot is small.  (Original) 북악산이 좋아요. 팔각정은 그냥 공원입니다. 서울야경보러 많이들 올라가지만 주차장이 협소합니다",4 weeks ago
120,마한mahanis,1,(Translated by Google) Noisy and dirty.  (Original) 시끄럽고 더러움.,4 weeks ago
121,김예슬,5,,4 weeks ago
122,나경민,5,(Translated by Google) The  (Original) ㄹㄹ,4 weeks ago
123,이종민,2,,4 weeks ago
124,윤선희,5,(Translated by Google) Seoul is a good place to see the night view  (Original) 서울 야경이  좋은 곳입니다,a month ago
125,양재만,4,,a month ago
126,이종원,4,,a month ago
127,Stephanie Bordon,4,,a month ago
128,홍성렬 (포렌식분석가),5,(Translated by Google) Why is a cup of coffee so expensive? Let's think about it.  (Original) 커피 한잔값이 그렇게 비싸할 이유가 있는지...곰곰히 생각해봅시다.,a month ago
129,황규범,4,(Translated by Google) I recommend a view  (Original) 뷰가 좋습니다,a month ago
130,Ilhyung Rhee,5,,a month ago
131,이창민,4,"(Translated by Google) The panoramic view of Seoul city is very nice. I feel like my chest is being ripped open. The night view looks pretty, so I'm going to try it at night.  (Original) 서울시내가 시원하게 보이는 탁 트이는 시야 너무 좋아요. 가슴이 펑 뚫리는 느낌을 받아요. 야경도 이쁠 것 같아 밤에도 가볼려고 해요.",a month ago
132,kyuho Michael,5,(Translated by Google) Renewed parking lot is convenient. It was nice to be able to use the bakery conveniently in the basement. The view of Seoul at a glance was even better. I'll have to come back to see the night view.  (Original) 리뉴얼한 주차장 편리하구요. 지하에 빵집 편하게 이용할 수 있어 좋았어요. 서울의 경관이 한눈에 보여 더욱 좋았구요. 야경보러 다시 또 와야겠네요,a month ago
133,JW K (Andreas),4,"(Translated by Google) If you're going by car, you'll need patience. The parking lot is well cleaned, but the lines are long. A motorcycle or scooter is recommended. It is good for winding when the weather is good (for cars and motorcycles). It is a perfect place for a date. It is recommended to go when there is no fine dust and the weather is fine.  (Original) 차끌고 가실꺼면 인내심이 필요합니다. 주차공간 잘 닦여있지만 줄이 깁니다. 오토사이클이나 스쿠터 추천합니다. 날씨 좋을때 와인딩하기 좋습니다.( 차, 오토바이 공용) 데이트장소로 안성맞춤입니다. 미세먼지 없고 날좋을때 가시길 권장드립니다.",a month ago
134,두번처럼,1,,a month ago
135,김종오,4,,a month ago
136,ting jang,5,"(Translated by Google) Panoramic scenery, relaxed atmosphere  (Original) 탁 트인 풍경, 여유로운 분위기",a month ago
137,soongyu Park,4,"(Translated by Google) Night view spot. However, it slightly away from the center you should expect spectacular scenery. It is also difficult to access.  (Original) 야경명소입니다. 그러나 도심에서 약간 떨어져있으므로 스펙타클한 경치를 기대하시면  안됩니다. 또한 접근이 어렵습니다.",a month ago
138,rica Ma (Marica),4,,a month ago
139,소망이 TV,5,(Translated by Google) Bread was added It's because we joined the luxury Bread Farm Taste is art. I especially recommend the garlic baguette.  (Original) 빵~~추가 되었는데 명품 브레드팜과 조인해서 그런지 맛이 예술이네요 특히 마늘바게트 강추입니다,a month ago
140,임성욱,5,,a month ago
141,SANG-RYUN YIM,5,,a month ago
142,김동혜,5,,a month ago
143,김영훈,5,(Translated by Google) good  (Original) 굿,a month ago
144,신선애,5,(Translated by Google) It was delicious and friendly. Highly recommend!!  (Original) 맛있고 친절했어요 강추!!,a month ago
145,배은희,3,"(Translated by Google) It's a cloudy day, so It's hard in the summer  (Original) 날이 흐려서 그닥 ~ 여름에 힘들기만 함",a month ago
146,J Kim,5,(Translated by Google) nice view  (Original) 경치 좋아요,a month ago
147,정진태,3,,a month ago
148,박우재,5,,a month ago
149,木田清隆,5,"(Translated by Google) It was the rainy season. It was a little difficult to see because it was foggy, but the position is the best to see the night view. There are many people at night and the parking lot is crowded.  (Original) 梅雨時期でした。霧がかかっていたので少し見えづらかったですが夜景を見るのに位置が最高です。夜は人が多いし、駐車場が混雑しています。",a month ago
150,minsoo,5,,a month ago
151,ch.달해,5,,a month ago
152,윤영모,5,"(Translated by Google) He said that he came to eat ramen on a rainy day, so he was completely healed.  (Original) 비오는날 라면먹고 왔는대 완전 힐링",a month ago
153,엘라ELLA,5,,a month ago
154,김정현,3,,a month ago
155,GYEHYE JUNG (ChristinaJ),5,(Translated by Google) It was a pity that I couldn't see the night view because it was raining lightly and the fog suddenly came.  (Original) 비가 붓슬부슬 내리고 안개가 갑자기 몰려와 야경믈 못본게 아쉬웠음,a month ago
156,Hyun Yong Kwak,5,,a month ago
157,Seung Lee,5,(Translated by Google) pilgrimage shrine  (Original) 줄서기의 성지,a month ago
158,쏭ssong,4,(Translated by Google) reopened business  (Original) 다시 영업재개했습니다,a month ago
159,송성준,1,(Translated by Google) not really  (Original) 별로,a month ago
160,도날드,5,,a month ago
161,Jinhyun Jeun,5,,a month ago
162,Jack,5,(Translated by Google) Seoul night view Gamseong with tender pork cutlet  (Original) 슴슴한 돈가스와 만나는 서울 야경 갬성,a month ago
163,이종민,3,,a month ago
164,박태민,5,,a month ago
165,서동주,5,(Translated by Google) Bukaksan is like the lungs of downtown Seoul.  (Original) 서울 도심의 허파와 같은 북악산.,a month ago
166,조민아,4,,a month ago
167,조차희,5,,a month ago
168,김영민,5,"(Translated by Google) If you work hard up the winding road, there is a parking lot above! Parking is 400 won for 10 minutes,,? I remember doing that. As the corona virus eases, restaurants and cafes upstairs have opened, and there is also E-Mart 24! It's beautiful during the day, but the night view is also a work of art.  (Original) 열심히 꼬불꼬불 길 올라가면 위에 주차장 있습니다! 주차장은 10분에 400원인가,,? 그정도 했던 걸로 기억합니다. 코로나가 완화되면서 위쪽 레스토랑이나 카페도 개장했고 이마트 24도 있습니당! 낮에도 예쁘지만 밤에 야경도 예술임니다~~",a month ago
169,김종철,5,,a month ago
170,wonnie hwang,5,,a month ago
171,YK Kim,4,(Translated by Google) Construction is complete and we can now enter. I came early in the morning and there are many people who exercise by bicycle. That's great. ^^  (Original) 공사 끝나서 이제 들어갈 수 있네요. 아침일찍 왔더니 자전거로 운동하시는 분들 많네요. 대단하십니다. ^^,a month ago
172,Andrei Spatariu,5,,a month ago
173,한시윤,5,"(Translated by Google) The cafe, which was closed due to Corona, has reopened and the parking lot has been renewed, so it's clean and you can eat instant ramen.  (Original) 코로나로  운영중지했던 까페도 다시 개시했고  주차장도 리뉴얼되서  깔끔하고  즉석라면도  먹을수있어  다음엔 라면  먹으러 가야겠어요~",a month ago
174,김아영,5,,a month ago
175,이혜연,5,"(Translated by Google) The night view was really nice. There are a lot of people.. The place is a bit small, so there are a few places to take pictures.  (Original) 야경 정말 좋더라고요. 사람도 많고.. 장소는 좀 협소한대 은근 사진 찍을곳도 몇군데 있어요.",a month ago
176,M H,5,,a month ago
177,_ NOWHERE,3,"(Translated by Google) Aside from being high, the advantage is... There are days when the cafe below is closed.  (Original) 높은 것 빼곤 장점이... 아래 카페 쉬는 날도 있네요 주의",a month ago
178,IN Sunho,4,"(Translated by Google) If you want to see the night view, you have to go to the octagonal pavilion.  (Original) 야경을 보려면 팔각정으로 가야지",a month ago
179,조복래,4,,a month ago
180,김브란,5,(Translated by Google) Superb night view  (Original) Superbe night view,a month ago
181,taemin yang,5,,a month ago
182,이두연,1,,a month ago
183,Jessica Lommel,5,A beautiful view of Seoul.  Need a car to get here.,a month ago
184,송태,4,(Translated by Google) It was interesting  (Original) 신기했음,a month ago
185,문상준,5,(Translated by Google) It's really good if you go around 9 in the morning. I often go for a walk in the neighborhood.  (Original) 아침 9시쯤 가면 정말 좋습니다 동네 산책겸 자주 갑니다,a month ago
186,거세당한직장인,5,(Translated by Google) Great place for a quick date night!  (Original) 밤에 간단히 데이트하기 좋은곳!,a month ago
187,이경춘,3,,a month ago
188,Ahn Semin,2,,a month ago
189,KY LEE,5,,a month ago
190,John Hur,5,,a month ago
191,armchairtraveller shin,3,"(Translated by Google) Friday night is not so... I recommend going for three rides, early in the evening at sunset. When there are a lot of people, it's just complicated, and it's not relaxed. Police are under investigation.  (Original) 금요일밤은 별로...세번라이딩, 초저녁 해질때가기를 추천합니다. 사람많을때는 복잡하기만 할 뿐, 여유롭지 않습니다. 경찰단속중입니다.",a month ago
192,김은아,5,,a month ago
193,John Shin,5,(Translated by Google) A good course to visit occasionally to see the night view and drive  (Original) 가끔와서 야경보고 드라이브하기 좋은코스,a month ago
194,김성찬,3,(Translated by Google) Sorry for the serious parking problem  (Original) 주차문제가 심해서 비추,a month ago
195,임영재,5,(Translated by Google) very great  (Original) 아주 그레잇,a month ago
196,박동일,4,,a month ago
197,DJ KIM,5,"(Translated by Google) With the best weather, Bukak Palgakjeong has reopened. There is also a self-ramen corner in the octagonal pavilion where we had a long break due to corona. A place where the panoramic view of the ridge of Bukhansan is spectacular.  (Original) 더 없이 좋은 날씨, 북악팔각정이 영업을 재개했어요. 코로나로 긴 휴식을 가졌던 팔각정에 셀프라면코너도 생겼습니다. 북한산 능선 파노라마가 장관인 곳.",a month ago
198,Jaewon Choi,5,,a month ago
199,김선우,5,,a month ago
200,Polar bear,5,,a month ago
201,hero anti,5,(Translated by Google) Good Good There is no drive to go to Seoul ㅠㅠ  (Original) 굿굿 서울에 갈만한 드라이브 그게 없음 ㅠㅠ,a month ago
202,sig,5,,a month ago
203,Isaac Lee,4,"(Translated by Google) in my personal opinion After Namsan, you can see the whole view of Seoul. I think it's a good access point. I usually come here to see the night view. There is a good parking lot During peak hours such as weekends and evenings You need to be prepared to wait.  (Original) 개인적 평가로는 남산 다음으로 서울 전경을 볼수있는 접근성 좋은 포인트 라고 생각함. 대개 야경을 보러 오게됨, 주차장이 잘 구비되어 있으나 주말 저녁 같은 혼잡시간대는 대기할 각오가 필요함.",a month ago
204,이병혁,4,"(Translated by Google) Bukak Sky... octagonal night view Seoul night view, the world's most beautiful city  (Original) 북악 스카이...팔각정야경 서울야경 멋진 세계도시",a month ago
205,Hyo taek Han,4,(Translated by Google) It's a place I stop by whenever I work. It's a great place to relax.  (Original) 워킹할때마다 들리는  장소입니다 휴식장소로 아주 좋습니다,a month ago
206,권재영,5,,a month ago
207,Thailand Lover,5,It is good to visit here when you come to Seoul. You can see the sightseeings of north of Seoul and the more.,a month ago
208,사형,5,,a month ago
209,Mihyun Kim,4,,a month ago
210,hoon J,5,,a month ago
211,안충훈,5,(Translated by Google) A refreshing day  (Original) 상쾌한 하루,a month ago
212,구찬모,5,휠러들과 함깨 다녀왔는데 코스도 야경도 정말좋았습니다. 뽀글이도 드셔야죠?,a month ago
213,미스홍,5,,a month ago
214,이상원,5,"(Translated by Google) It's hard to die if you ride a bicycle, but it's fun.  (Original) 자전거타고 올라가면 죽도록힘든데 잼있ㅇㄷㅁ",a month ago
215,eun da l,5,,a month ago
216,전순욱,4,(Translated by Google) city center at a glance  (Original) 도심을 한눈에,a month ago
217,Young June Choi,5,,a month ago
218,Jinwon Kim,4,,a month ago
219,Park Diego,5,"(Translated by Google) A place where you can go out for a bit of Bamdokkaebi, a love room for bikes and motorcycles  (Original) 밤도깨비 살짝쿵 나들이할수있는곳, 바이크와 모터사이클의 사랑방",a month ago
220,yezee cho,5,,a month ago
221,ARA CHO,5,(Translated by Google) I like to breathe  (Original) 바람쐬기 좋아용,a month ago
222,황상래,5,"서울도심을 내려다볼수있는 곳. 드라이브 즐기기도 좋고, 풍경감상도 좋음. 주차장도 잘되어있어서 좋음!!",a month ago
223,서태식,5,,a month ago
224,정Sue,4,(Translated by Google) Best to enjoy Seoul on a sunny day  (Original) 맑은날 서울  즐기기 최고,a month ago
225,byeoungjun Ahn,5,,a month ago
226,최승오,5,(Translated by Google) So good to reopen  (Original) 다시 재개장해서 너무 좋음,a month ago
227,오온갤러리카페,4,,a month ago
228,김경빈,3,,a month ago
229,박범진,5,,a month ago
230,진영,3,"(Translated by Google) If it goes up for the second time, I'm just bored..  (Original) 두번째 올라가면 그냥 심심..",a month ago
