,이름,별점,리뷰,날짜
13,Dennis J,5,"(Translated by Google) Entrance fee 5,000 won. The entrance fee and gift shop cannot be paid with Amex. Cafe Koreuri becomes AMEX  No Amex for admission/gift shop. Only works for the cafe.  (Original) 입장료 5천원. 아멕스로 입장료 기프트샵 결제 안됨. 까페코레우리는 아멕스 됨  No Amex for admission/gift shop. Only works for the cafe.",a month ago
14,Lena Lgf,5,(Translated by Google) It was great but little small ☺️  (Original) C’était super mais peu petit ☺️,a month ago
15,Seungho Lee,5,,a month ago
16,Hanseo kim,5,(Translated by Google) I recommend it.  (Original) 추천합니다.,a month ago
17,변상언,5,"(Translated by Google) I took a walk around the iris garden, lake garden, and wetland garden of the Seoul Botanical Garden. A lot of irises have bloomed. The lotus is just blooming. The night view of the lake garden always shines beautifully.  (Original) 서울식물원의 붓꽃원, 호수원, 습지원 곳곳을 한바퀴 돌며 산책을 했어요. 붓꽃들이 엄청나게 많이 피어났어요. 연꽃은 이제 막 피어납니다. 호수원의 야경은 항상 아름답게 빛납니다.",a month ago
18,Taigun Eom,5,(Translated by Google) green park in the city  (Original) 도심 속 푸른 공원,2 months ago
19,영이지니,4,"(Translated by Google) It felt like a trip to South America. A very small but fruitful botanical garden. If you relieve the stuffiness in the outdoor garden, it's not a pity. Above all, admire the luxurious South American plants one by one. A photo of the outdoors even though it is indoors. The downside is that the parking fee is not cheap and the food court is disappointing.  (Original) 남미 여행한 느낌. 매우 작지만 알찬 식물원. 야외 정원에서 답답함을 해소한다면 아쉽지 않은 아담함. 무엇보다 한 그루 한 그루 고급진 남미 식물에 감탄. 실내인데도 실외느낌의 사진. 단점은 싸지 않은 주차료와 푸드코트의 아쉬움.",2 months ago
20,Tokyo Trotter,5,,2 months ago
21,Reo to,3,"삭막한 서울 삭막한 식물원.... 식물원 내부는 평범했습니다. 그러나 그외 바깥부분은 전혀 신경쓰지 않았습니다. 호수는 카페테리아에서 구경만하세요. 그늘따위 찾아볼수없습니다. 열린숲(이곳도 추천드리지않습니다.) , 식물원(별3.5) 만!!!가세요.",2 months ago
22,PEACHMODE,2,"(Translated by Google) You cannot re-enter the park from the greenhouse even if you have a ticket 15 minutes before closing. Staff unfriendly. It would be nice if there was a more detailed guide on the internal movement route.  It is a botanical garden, but there are few opportunities to see and feel a lot about plants. Plants don't look that good either.  I think it's more correct to think of it as a park where you pay money to enter, not a botanical garden.  (Original) 마감 15분 전에는 입장권 있어도 온실에서 다시 공원으로 들어갈 수 없음. 직원들 불친절. 내부 이동 경로도 좀 더 상세히 안내가 되어있으면 좋겠음.  식물원인데 식물에 대한 걸 많이 보고 느낄 기회가 적음. 식물들 상태도 그렇게 좋아보이지 않음.  식물원이 아니라 돈 내고 들어가는 공원이라 생각하는게 더 맞다고 생각함.",2 months ago
23,Eky Nasuri,5,Very beautiful park with lots of variety of plants. And also a nice place for jogging and also sightseeing.,2 months ago
24,이종범,5,다양한 식물들이 있어서 식물 좋아하시면 식물계 에버랜드 입니다 근데 너무 더워서 미니선풍기는 필수에요,2 months ago
25,BOBBY C,5,(Translated by Google) I came from healing. It's going well. The greenhouse was better than the theme garden.  (Original) 힐링하고 왔어요 잘되어 있어요 온실이 주제정원보다 좋았어요,2 months ago
26,준. K,5,(Translated by Google) A great natural environment to cool off A heron doesn't care about people at all~  (Original) 머리식히기 정말좋은 자연환경 왜가리가 사람을 전혀신경쓰지 않네요~,2 months ago
27,Anny Kim,5,"(Translated by Google) The botanical garden I visited with my mother  There is a good underground car park for easy parking. There is an entrance fee of 5000 won per person.  It's not very spacious, but the inside is clean and nicely organized. It was nice to see a variety of plants from big trees to small succulents.  Mothers like flowers, but I didn't know they would like it this much  Looking at the flowers, taking pictures, and seeing my mother smiling, I was able to imagine for a moment my mother’s days as a girl I had never seen before.  I can count on a date alone with my mom, but after that day, I started to think that I should go out more often, even if it's not a special day or special place.  (Original) 엄마랑 방문한 식물원  지하주차장이 잘 되어 있어 주차하기 편함 인당 5000원의 입장료가 있음  엄청 넓진 않지만 내부는 깔끔하고 예쁘게 구성되어 있음 큰 나무부터 작은 다육이까지 다양한 식물을 볼 수 있어 좋았음  엄마들이 꽃을 좋아한다지만 이렇게까지 좋아할 줄 몰랐다  꽃을 보며 사진 찍고 웃는 엄마를 보니 본 적 없는 엄마의 소녀 시절을 잠깐 상상해 볼 수 있었다  엄마랑 단둘이 데이트 해본 게 손에 꼽지만, 이날 이후 특별한 날이나 특별한 장소가 아니더라도 더 자주 놀러 다녀야겠다고 생각하게 되었다",2 months ago
28,정원혁 (William Chung),4,,2 months ago
29,Viajera Kim,5,(Translated by Google) Pretty~  (Original) 예뻐요~,3 months ago
30,Youri Nam,5,(Translated by Google) A wonderful place to enjoy beautiful gardens and plants in various environments in one place.  (Original) 아름다운 정원과 다양한 환경의 식물들을 한자리에서 감상할수 있는 멋진곳,3 months ago
31,Bryan Ju,4,,3 months ago
32,yunpa,5,,3 months ago
33,Shinho Lee,5,"(Translated by Google) I am proud to have such a wonderful botanical garden in Seoul. When I heard the name, I thought there would be nothing wrong with it, but when I came to it, it was really cool. It feels like you are in Singapore or Amazon. I wish the plants would grow more abundantly and luxuriantly.  (Original) 서울에 이렇게 멋진 식물원이 있다는 게 자랑스럽네요. 이름만 들었을때는 별거 있겠어 했지만 와보니 정말 멋집니다. 꼭 싱가포르나 아마존에 와 있는 느낌이네요. 식물들이 더욱 풍성하게 잘 자라서 울창하면 좋겠네요.",3 months ago
34,DS JOO,3,"(Translated by Google) If you want to see the greenhouse inside the Seoul Botanical Garden, there is an admission fee of 5,000 won. I think it's more expensive than I thought. Just walking around the botanical garden is enough. On crowded days like public holidays, the circulation inside the greenhouse is narrow and it is difficult to avoid people taking pictures, so it is better not to go. If you want to go for a photo shoot, I don't recommend it, but I recommend walking around outside.  (Original) 서울식물원 안쪽온실을 보려면 입장료가 있는데 5천원이고 생각보다는 비싸다 생각합니다. 그냥 식물원 주변 산책로도 충분하니 공휴일처럼 사람 붐비는 날은 온실안쪽 동선도 좁고 사진찍는 사람들 피하다니기도 힘들고 안가는게 좋습니다. 사진찍으러 가고 싶다면 말리지는 않지만 밖에서 괘적하게 다니는걸 추천합니다.",3 months ago
35,DY KIM,4,(Translated by Google) Nice to take children There is a lot to see and the greenhouse is warm I also like to take pictures.  (Original) 아이들 데리고 가기 좋네요 볼것도 많고 온실은 따뜻합니다 사진 찍기도 좋네요,3 months ago
36,이재명,5,,3 months ago
37,S.H Lee,5,,3 months ago
38,Chuck Baek,5,,3 months ago
39,김동규,5,,4 months ago
40,구창완,4,(Translated by Google) It was nice to be in contact with the cool Han River on a large site.  (Original) 넓은 대지위에 시원한 한강과 접하고 있어 좋았습니다.,4 months ago
41,글로벌플렉스,5,,4 months ago
42,Jongsung Choi,5,,4 months ago
43,lollollollol,5,,4 months ago
44,Young Jun Kim,5,"(Translated by Google) There is also a pretty good botanical garden in Korea. At first, I wanted to pay 5,000 won for this plant, but because it is a spectacular gathering of plants from all over the world, the admission fee of 5,000 won is not at all wasted, and it was a perfect place to go out on a date or outing on a spring day like this. All the photos taken in the greenhouse come out so beautifully colored, so if you diligently take photos while looking around, you might be able to get some life photos. As of today's 4.2, the flower buds are slowly coming up, so it seems that the Botanic Garden will be transformed into a very pretty one next week, around mid-April. It is recommended to go early in the morning as the parking lot starts to get crowded from lunch time. On a nice day, I wanted to eat cup noodles outdoors, but there is an E-Mart 24 convenience store on the 4th floor and it is attached to a restaurant, so please note that they do not sell anything that can be cooked. There is also a Smoothie King. Moving is quick and comfortable.  (Original) 우리나라에도 꽤 괜찮은 식물원이 있었구나. 처음에는 에이 무슨풀을 오천원이나 주고봐 싶었는데 세계 각지의 식물들이 한데 모여있는 장관이라니 입장료 오천원이 전혀 아깝지않고 이런 봄날에 나들이 혹은 데이트가기 딱 좋은곳이었다. 온실에서 찍은 사진들은 하나같이 색감이 너무 예쁘게 나오니 구경하면서 사진 부지런히 찍다보면 인생사진 몇장 건질수 있을듯. 오늘 4.2 기준 꽃봉오리가 슬슬 올라오는것을 보니 다다음주인 4월중순 쯤이면 보타닉가든도 아주 이쁘게 변신할듯 함. 점심시간부터 주차도 밀리고 붐비기 시작하니 오전에 일찍다녀오는것을 추천. 날이 좋아 야외에서 컵라면 먹고싶었는데 4층에 이마트24 편의점있고 식당이랑 붙어있어서인지 밥될만한것은 판매하지 않으니 참고하세요~ 스무디킹도 같이있어요~ 엘리베이터는 느릿느릿하고 의외로 층고가 높지않아서 젊은이들은 계단으로 이동하는게 빠르고 편할듯합니다.",4 months ago
45,Eric De Haan,5,Excellent park with a full range of plants and environments to see. Top quality presentation. We loved the seed library where we checked out some sunflower seeds. Well worth a visit!,4 months ago
46,류정,5,,4 months ago
47,남상덕,5,(Translated by Google) I think it's on an island in the Pacific Ocean  (Original) 태평양 어느섬에 있는거 같아요,4 months ago
48,박민혜,1,,4 months ago
49,울산고래,4,"(Translated by Google) Seoul Botanical Garden is located in Magok, Gangseo-gu, Seoul. Inside the greenhouse, it consists of a tropical pavilion and a Mediterranean pavilion, and the inhabiting (?) pigeons are impressive. It's warm inside the greenhouse, so it's appropriate to wear a cup of tea. Admission is 5000 won. I had a good experience while working part-time for 3 months.  (Original) 서울 강서구 마곡에 있는 서울식물원입니다. 온실 안에는 열대관과 지중해관으로 이루어져있고 거주하는(?) 비둘기가 인상적입니다. 온실 안은 따뜻하니 티 한장 입는 것이 적절합니다. 입장료는 5000원입니다. 3달 간 알바를 하면서 좋은 경험을 하였습니다.",4 months ago
50,jong kon park,5,"(Translated by Google) It seems that spring is reviving quite a bit now. The willow trees along the promenade also have a light green color. In the lake, you can see the scenery of egrets and ducks looking for food on the waterside where the ice melts, so you can enjoy nature in the city. The Olympic Boulevard along the Han River looks beautiful too. It seems that spring is reviving quite a bit now. The willow trees along the promenade are also covered in a light green light. In the lake, you can see the scenery of egrets and ducks looking for food on the shores of the melted ice, so you can enjoy nature in the city. The Olympic Boulevard along the Han River looks beautiful too.  (Original) It seems that spring is reviving quite a bit now. The willow trees along the promenade also have a light green color. In the lake, you can see the scenery of egrets and ducks looking for food on the waterside where the ice melts, so you can enjoy nature in the city. The Olympic Boulevard along the Han River looks beautiful too. 이제 제법 봄기운이 살아나고 있는 듯 합니다.산책길 버드나무도 연한 녹색 빛이 감돌고 있구요. 호수에는 백로와 오리가 얼음이 녹은 물가에서 먹이를 찾고 있는 풍경을 볼 수 있어 도심속 자연을 즐길수 있답니다.  한강변 올림픽대로 모습도 아릅답게 보이네요",5 months ago
51,김민정,4,,5 months ago
52,김정래,5,(Translated by Google) places to visit Lakeside 🚶‍♀️ I like it  (Original) 가볼만한 곳 호숫가 🚶‍♀️ 좋아요,5 months ago
53,younggeun chang,4,,5 months ago
54,이수아,4,(Translated by Google) fell short of expectations.  (Original) 기대에 영 못미침.,5 months ago
55,Seungky Min,5,,5 months ago
56,고진성,5,(Translated by Google) It's a good place.  (Original) 좋은곳이네요,5 months ago
57,코알라,4,(Translated by Google) cutely well done  (Original) 아기자기하게 잘되어있음,5 months ago
58,이Lucky Good,3,"(Translated by Google) Don't you just...  (Original) 굳이.. 그냥,",5 months ago
59,정다은,5,,5 months ago
60,Sunki Yoo,5,"(Translated by Google) As soon as we enter, the unique smell of the greenhouse welcomes us. A botanical garden that makes you feel as if you are somewhere in the future with various people  (Original) 들어서자마자 온실 특유의 스멜이 우리를 반겨준다. 다양한 녀석들과 마치 미래 어딘가에 온듯한 느낌을 주는 식물원",5 months ago
61,오늘의사운드 today's sound,4,(Translated by Google) It's warm to go in winter. be healed  (Original) 겨울에가기 따뜻하네요. 힐링되요.,5 months ago
62,현서,5,(Translated by Google) The smell of grass makes me feel at ease  (Original) 풀 냄새를 맡으니 마음이 편안해집니다,5 months ago
63,책읽는무민,5,,5 months ago
64,MINIIO H,5,(Translated by Google) It's hot in winter. Kids sweat even when they take off their coats.  (Original) 겨울에 가면 더워요 애들은 외투를 벗어도 땀을 흘려요,5 months ago
65,이수국,5,,5 months ago
66,Suimm Hwang,5,,5 months ago
67,문영수,4,(Translated by Google) I like to go out and have a look around  (Original) 나들이가서 휙 둘러보기 좋아요,5 months ago
68,경구강,3,,5 months ago
69,snagmi park,4,"(Translated by Google) This is a good outing course to stop by in winter. It's hotter and more humid than you think, so it's best to wear as thin as possible. I think the garden outside will be well cared for in spring. Even if you have enough time to look around, it is enough to take about 2 hours. If you go on the weekend, you will have to line up at the entrance to the parking lot, but even if you have a little trouble, you can park your car in the second parking lot without waiting. However, you have to walk for about 5 minutes on foot.  (Original) 겨울에 잠깐 들르기 좋은 나들이 코스입니다. 생각하신 것보다 더 덥고 더 습하니 최대한 얇게 입고 가시는 것이 좋아요. 봄에 오면 바깥 정원도 잘 가꿔져 있을 것 같아요. 충분히 시간 두고 둘러보셔도 넉넉잡아 2시간 정도 잡으시면 되어요. 주말에 가시면 주차장 들어가는 길목에 줄서셔야 할텐데 조금 구찮으시더라도 제2주차장에 차 대시면 기다리는것 없이 바로 주차 가능합니다. 그러나 도보로 5분정도는 걸으셔야 해요.",5 months ago
70,Lee Paskal,5,,5 months ago
71,Jaeho Jeong (Jake),5,,5 months ago
72,이태욱,5,,5 months ago
73,김민,4,"(Translated by Google) The botanical garden itself is good, but parking is inconvenient. It's humid and hot in the greenhouse, so it's better to wear thin clothes~  (Original) 식물원자체는 좋으나 주차불편. 온실이 습하고 더우니 옷은 얇게 입는게 좋아요~",5 months ago
74,박경주,5,"(Translated by Google) I was looking for a place to go because it was winter, but I went because it was a greenhouse. It was warm, so I took off my coat and looked around. There is an entrance fee of 5,000 won.  (Original) 겨울이라 갈곳을 찾다가 온실이라서 가봤는데요. 따뜻해서 겉옷 벗고 둘러봤는데요. 좋더라구요 5천원 입장료가 있어요.",5 months ago
75,이승철,5,"(Translated by Google) The greenhouse is warm in winter, so I like to walk around slowly. The flowers are pretty.  (Original) 겨울 온실이 따뜻해서 천천히 돌아다니기 좋아요 꽃들도 이쁘고",5 months ago
76,June Lee,5,(Translated by Google) It was nice to be able to feel the freshness even in the middle of winter A place to heal just by walking  (Original) 한겨울에도 푸릇함을 느낄수있어 좋았습니다 걷는것만으로 힐링되는곳,5 months ago
77,JH,5,"(Translated by Google) The indoor greenhouse is very nice. It is separated into two climate halls and there is a skywalk, so it is fun to look down from above.  (Original) 실내 온실이 아주 볼만합니다. 두 개 기후관으로 분리되어 있고 skywalk도 있어 위에서 내려다 보는 재미도 있습니다.",5 months ago
78,조성신,5,,5 months ago
79,Sung-Min KIM,4,(Translated by Google) A place where you can see various plants even in cold weather  (Original) 추운 날씨에도 다양한 식물을 볼 수 있는곳,5 months ago
80,Cactus lee,5,"(Translated by Google) If you go from Magoknaru Station, the greenhouse is far away.  (Original) 마곡나루역에서 가면 온실 멀어요.",5 months ago
81,Seung Won Na,5,(Translated by Google) I went on a cold day and it was warm and nice.  (Original) 추운날 갔었는데 따뜻하고 좋았어요.,5 months ago
82,Gunhwi Kim,4,(Translated by Google) A lot of plants and nicely decorated but rather small  (Original) 식물이 많고 예쁘게 꾸며 놓았지만 다소 작음,5 months ago
83,유재욱,5,(Translated by Google) Great to go when it's cold with the kids. Please take off your coat when entering the greenhouse.  (Original) 아이들과 추울때 가기좋아요. 온실입장하실때 외투는 벗어두고 들어가세요,5 months ago
84,유은애,4,,5 months ago
85,김수영,5,(Translated by Google) Excellent as a resting place in downtown Seoul  (Original) 서울 도심 속 휴식처로 손색 없이 훌륭함,5 months ago
86,박승옥,5,너무 좋아요,5 months ago
87,리나,5,"(Translated by Google) It is a good place to take a leisurely stroll and explore. If you look closely, there are many unusual plants. Look around slowly and carefully  (Original) 가볍게 산책하며 둘러보기 좋은 곳입니다. 자세히 보면 특이한 식물도 많이 있어요. 천천히, 유심히 둘러보세요",5 months ago
88,리아,5,(Translated by Google) indoor garden on a cold day to play with kids it's a beautiful place  (Original) 추운날 실내 정원에서 애들과 노닐 수 있는 아름다운 곳 입니다,5 months ago
89,최재원 (hilert),4,,5 months ago
90,카르멘,4,(Translated by Google) It's nice and there are a lot of big trees.  (Original) 좋아요 넓고 큰 나무들이 많아요,5 months ago
91,송영식,5,,5 months ago
92,이훈기,1,(Translated by Google) really nothing to see Lack of guidance information  (Original) 정말 볼것없음 안내정보부족,5 months ago
93,김RyanDad,5,"(Translated by Google) Great place to take a walk with your parents It is operated by the city, so seniors can enter for free (over 70 years old)  (Original) 부모님과 산책할 수 있는 좋은 장소 시에서 운영해서 어르신은 무료입장가능(70세이상)",5 months ago
94,SJ ParK,4,,5 months ago
95,장미화,5,,5 months ago
96,대통령,5,"(Translated by Google) It's warm, so it's the best place for a winter date  (Original) 따듯해서 겨울 데이트장소로 최고",5 months ago
97,Ayşe Işılay Konuk,5,Nice place for families and friends. So many great flowers and plants that I have never seen before. Good to experience.,5 months ago
98,bae홍홍,5,"(Translated by Google) Nice to see a variety of plants! Outdoors is fine, but if you go into the greenhouse, you can see many flowers, trees, and plants. plan to go back  (Original) 다양한 식물들을 볼 수 있어 좋음! 야외도 괜찮지만 온실에 들어가면 많은 꽂과 나무, 식물을 볼 수 있어 좋음. 다시 가 볼 계획잉",5 months ago
99,료마,5,"(Translated by Google) Even on weekends, there aren't many people and it's not too cold, so it's good to come with kids or lovers.  (Original) 주말인데도 사람도 얼마 없고 춥지도 않고 애들 또는 연인과 함께 오기 좋아요.",5 months ago
100,이병철,3,(Translated by Google) It was a good experience.  (Original) 좋은 경험이었습니다,5 months ago
101,김은우,5,,5 months ago
102,윤영록,5,,5 months ago
103,조하연,5,,5 months ago
104,최병집,2,,5 months ago
105,YY Si,5,(Translated by Google) pretty and nice Not as wide as I thought There are a lot of people on the weekend and the parking lot is limited. I prefer to use public transport  (Original) 예쁘고 좋아요. 생각보다 넓진않고 주말에 사람 엄청많고 주차는 협소하니까 대중교통이용이 좋겠어요,5 months ago
106,김재열,4,"(Translated by Google) The taste of the burger was impressive. However, I was disappointed with the taste of the all-you-can-eat photo tate prepared in advance and the somewhat loud music.  (Original) 버거의 맛이 인상적이었습니다. 다만 미리요리해서 비치된 무한리필 포토테이토의 맛과 다소 큰소리의 음악이 아쉬웠습니다.",6 months ago
107,Tae Kyoung Kim,5,"(Translated by Google) And this place is valuable as a landmark of Seoul. If you wear glasses, be sure to bring a glasses cleaner.  (Original) 와 여기는 서울의 랜드마크로 가치 있음. 대신 안경 쓴 사람들은 안경닦이 꼭 가져가시길",6 months ago
108,Sagwa Enlux90,4,,6 months ago
109,JAE-IL YUN,5,(Translated by Google) Best place to heal  (Original) 힐링되는 최고의 장소,6 months ago
110,seon,5,"(Translated by Google) As the weather gets warmer, I think it would be nice to go for an outdoor walk. And the indoor viewing space was better than I expected.  (Original) 날씨가 따뜻해져서 실외산책로 다니면 좋을 것 같아요. 그리고 실내관람공간 생각보다 괜찮았어요.",6 months ago
111,"쪙TV, 발따라입따라",5,"(Translated by Google) I arrived at 4 pm when the ticketing closes, so it was very quiet. But it's a pity that I couldn't see much haha I'll have to arrive by 3:30  (Original) 매표마감시 4시에 도착하니 매우 한산해서 좋았어요 근데 구경을많이못해서아쉽ㅋㅋ 3시반은 도착해야겠어요",6 months ago
112,신승수,5,"(Translated by Google) It's really good There are a lot of strange plants, I like it  (Original) 정말좋네요 신기한 식물도 많고 좋아요",6 months ago
113,이묘순,5,,6 months ago
114,happy park,5,,6 months ago
115,NAZLICAN OZTURK (김나나),5,,6 months ago
116,Jakwon Koo,5,(Translated by Google) Nice to look around.  (Original) 둘러보기 좋아요.,6 months ago
117,김상기,5,(Translated by Google) It's clean and well organized. It's worth a visit.  (Original) 깨끗하게 잘정리됐어요한번은가볼만합니다,6 months ago
118,내맘대로,3,"(Translated by Google) Even though it was winter, there wasn't much to see.  (Original) 아무리 겨울이라지만 너무볼거리가 없었음",6 months ago
119,emfdleo,5,"(Translated by Google) 4.4 It is surprising that there is a botanical garden like this in Seoul. There is a similar botanical garden in Pangyo, but the tropical and subtropical botanical gardens are indoors and outdoors in winter, so there is not much to see, but it is okay for a walk.  (Original) 4.4 서울에 이런 식물원이 있다는게 놀랍네요. 판교에도 비슷한 식물원이 있는데 열대, 아열대 식물관은 실내에 실외는 겨울철이라 볼건 별로 없지만 산책하기엔 괜찮네요",6 months ago
120,윤성우,5,,6 months ago
121,Hyo Y,5,"(Translated by Google) It was nice to see banana flowers. It is good to take the children regardless of the weather in winter, and it was good to take a leisurely walk on the outdoor garden walking course looking at the indoor greenhouse.  (Original) 바나나꽃을 볼수 있어 좋았음. 겨울에 날씨 상관없이 애들 데리고 다녀오기 좋고, 실내온실 보고 실외정원 산책코스도 가볍게 걷기 좋았음",6 months ago
122,Kyuha Kim,5,,6 months ago
123,최예름,5,"(Translated by Google) It's not worth 5,000 won for adult admission. Large facility and well-maintained feel  (Original) 성인 입장료 5000원 아깝지 않아요 시설 크고 관리 잘한 느낌",6 months ago
124,박서영,3,"I've visited for my baby in winter. Because i heard that it's quite warm inside but it's was not really good than i expected.  I think it's better to visit during  summer so you guys can look around outside. When i visited, there's nothing outside but i still have to pay the same amount! Even there's nothing outside what's the reason?",6 months ago
125,Kyounghwan Lee,1,"(Translated by Google) The contents of the greenhouse are good enough for the money, but the texture is lacking There is a lot of variation in the contents of Korean paper and there are many idle facilities. Can't seem to manage it.  Guidance was poor whether the employees had low self-esteem Convenience facilities, especially the restaurant, are the worst ramen in Korea It's sad (be sure to eat outside)  If you have time, I recommend visiting the Seocheon National Ecological Center.  (Original) 돈들인 만큼 온실 내용은 좋은데 짜임세가 부족 한지 내용에 편차가 심하고 유휴 시설이 많고 관리가 안되는듯.  직원들 자존감이 낮은지 안내도 부실 무었보다 편의 시설 특히 음식점은 대한민국 꼴찌 라면 서러울듯(꼭 외부에서 식사하고 가세요)  시간되시면 서천 국립생태원 방문을 권해드림.",6 months ago
126,고성근,5,,6 months ago
127,김채원,5,"(Translated by Google) I hope the time will come when I can smell the grass, the dirt, and the flowers without a mask..  (Original) 마스크 없이 풀냄새 흙냄새 꽃냄새 맡을 수 있을때가 어서 오길 ..",6 months ago
128,Daho Lee,4,"(Translated by Google) Ah, don't visit in winter. wet and hot and humid and hot Recommended for a family outing when the weather is nice and the park is well established!  (Original) 아아 겨울철 방문은 하지말걸ㅠ 습하고 덥고 습하고 덥고 날좋고 공원 조성 잘 되어있을때 가족나들이 추천!",6 months ago
129,일상을 여행으로돈투어,4,(Translated by Google) A place to visit in winter  (Original) 겨울철에 가볼만 한 곳,6 months ago
130,Jungmi Myung,5,"(Translated by Google) If you are using public transportation, get off at Exit 2 of Magoknaru Ramen on Line 9 and walk for about 10-15 minutes. There are not many signs, but to go to the greenhouse, you have to go to the theme park. On weekends, it seems to get crowded from around 2pm, so it is recommended to visit early. If you buy a ticket and enter, you can enter the greenhouse and go out and visit the outdoors. It's hot in the greenhouse, so it's better to leave the padding alone, and I don't think it will last long if you have children. Each country has a variety of unknown tropical plants and flowers and trees. It's a decent size, so there's a lot to see. There are a few sculptures outdoors, but in winter, before the buds sprout, there are only bare branches, so there is not much to see and a walk is appropriate. There are 2-3 large cafes inside and near. Meals must be served at Magoknaru.  (Original) 대중교통 이용 시 9호선 마곡나루라면 2번출구 내려서 10-15분 정도는 걸어가야 합니다. 표지판이 별로 없는데 온실 가려면 주제원으로 가야해요. 주말엔 2시경부터 사람이 많아지는 것 같으니 일찍 방문도 추천합니다. 티켓 매표하고 입장하면 온실 들어갈 수 있고 나와서 야외도 들를 수 있어요. 온실은 역시 더우니 패딩은 맡겨두는 게 좋고 아이들이 있다면 오래는 못 있을 거 같아요. 국가별로 열대식물 이름 모를 꽃과 나무들이 다양합니다. 규모가 적당해서 볼거리가 있습니다. 야외는 조형물이 조금 있는데 겨울은 싹이 트기 전이고 앙상한 가지들만 있어서 볼 건 별로 없고 산책 정도가 적당합니다. 규모가 큰 카페가 내부랑 근처에  2-3개 있어요. 식사는 마곡나루로 나와서 해야합니다.",6 months ago
131,dongwoo kim,4,"(Translated by Google) A place where you can enjoy a walk with various plants It's indoors, so it's hot even in winter. When the underground parking lot of the botanical garden is full, use the nearby public parking lot  (Original) 다양한 식물과 함께 산책을 즐길수 있는곳 실내라서 겨울에도 더워요. 식물원 지하주차장 만차시 주변 공영주차장 이용",6 months ago
132,강보슬,5,,6 months ago
133,해피중국어,5,(Translated by Google) pretty  (Original) 예뻐요,6 months ago
134,강채림,4,"(Translated by Google) It's exotic, so it's new and it's like Southeast Asia or Jeju Island. Especially in winter, it's warm indoors, so it's very nice~!♡  (Original) 이국적인 느낌이라 새롭고 동남아나 제주도같아요 특히 겨울에 따뜻한 실내라 매우 좋은거같아요~!♡",6 months ago
135,이영승,4,,6 months ago
136,jingyu park,5,,6 months ago
137,kiyun lee,4,(Translated by Google) There were quite a few people even in the cold weather.  (Original) 추운 날씨에도사람들이 꽤  많았다.,6 months ago
138,윤형화,5,,6 months ago
139,조은경,4,(Translated by Google) Seeing the warm and diverse plants and flowers made me feel refreshed.  (Original) 따스하고 다양한 식물과  꽃을 보니   기분을 전환되었다,6 months ago
140,김영이,5,"(Translated by Google) If you live in the Gangseo area of Seoul, be sure to visit it with your children. The park is pleasant and spacious, and the botanical garden is nearby, so you can enjoy a family picnic.  (Original) 서울 강서지역에 사신다면 꼭 아이들하고 한번 가보십시요 공원이 쾌적하고 넓은 공간에 있고 식물원이 근접해 있어 가족 소풍도 즐기실 수 있을 것 같아요",6 months ago
141,김철수,5,,6 months ago
142,정진형,5,,6 months ago
