,이름,별점,리뷰,날짜
27,윤형준,5,,a week ago
28,salvatore toto,4,,a week ago
29,YS C,3,"(Translated by Google) Surprisingly, the parking lot is spacious. I went to the aquarium and saw the jellyfish my son wanted to see.  (Original) 의외로 주차장 자리가 넓음. 수족관가서 아들이 보고싶어하는 해파리를 봤음",a week ago
30,전현수,4,,a week ago
31,Cherrydee Clauren,5,,a week ago
32,이이,5,(Translated by Google) It was good to be slack  (Original) 한산해서 좋았어요,a week ago
33,이성현,5,,a week ago
34,Адилет Идирисов,5,Beautiful build,a week ago
35,Choon Keun Chun,4,"(Translated by Google) The staff at 63 Buffet Pavilion are very friendly and the pre-booked seats are in a good location. Food is refilled well, and most of it is circulated right away without waiting, which is convenient and the food is fresh. However, it was soso because of the number of servings of food and scallops (kaibashira) that were served instead of crab. The water prepared at the dinner reservation table was regular mineral water, not Evian and Trevi carbonated water. Parking is convenient, but free parking was only for 3 hours, so it was a bit disappointing, and I was going to look around the 63 observatory or other facilities after eating, but it was only open until 19:30, so it was very disappointing that I had no choice but to leave immediately after paying the parking lot.  Today (2/13), unlike last time, I came to visit 63 Aqua Planet and 60 Art Museum using a comprehensive ticket (42,000 won). There are few guide signs to find the location, and the route is a bit confusing because it is not properly guided. First, I visited Aqua Planet, but there are very few kinds of aquatic creatures on display. Even if you watch the show, 60 to 90 minutes is enough for the total viewing time. It would be better for small families with young children than adults. On the 60th floor, I saw a photo exhibition of Eric Johansson from Sweden. Because of the limited facilities, it was a bit difficult to eat after viewing, so I had to leave the 63 Building and move around.  (Original) 63뷔페 파빌리온 근무 직원들은 매우 친절하고 사전예약된 좌석도 위치가 좋아 만족합니다. 음식의 리필도 잘 되어 대부분이 대기없이 바로 순환되어 편리하고 음식들이 신선합니다. 다만 제공되는 음식의 가짓수와 대게대신 나온 관자(가이바시라)가 나와서 soso 였습니다. 석식예약 테이블에 준비된 물은 에비앙과 트레비 탄산수가 아닌 일반 생수였고, 355ml 탄산음료가 5,000원이 아닌 무료로 준비되었다면 더 좋았으리라 생각됩니다. 주차도 편리한데 무료주차가 3시간뿐이라 다소 아쉬웠고, 식사 후에 63전망대라던지 부대시설을 둘러 볼 예정이었지만, 19:30분까지만 오픈한다길래 주차정산 후에 바로 나올 수 밖에 없어서 많이 아쉬웠습니다.  오늘(2/13)은 지난 번과 달리 63 아쿠아플래닛과 60 아트뮤지엄을 종합권(42,000원)을 이용하여 관람하러 왔습니다. 위치를 찾는데 안내표지가 적고 제대로 안내되어 있지않아 동선이 다소 헷갈립니다. 먼저 아쿠아플래닛을 관람했는데, 전시하는 수상생물의 종류가 매우 적습니다. 쇼까지 관람하더라도 60~90분이면 총 관람시간이 충분합니다. 어른보다 유아를 동반한 소가족이 오면 좋을 듯 합니다. 60층에서 스웨덴 출신의 에릭 요한슨의 사진 전시회를 보았는데, 아이디어가 돋보이는 사진이 많았습니다 부대시설이 한정적이라 관람 후 식사하기가 다소 곤란하여 63빌딩에서 나와서 장소를 이동해야 했습니다.",2 weeks ago
36,사악한괭이,5,(Translated by Google) It's magnificent^^  (Original) 웅장해요^^,2 weeks ago
37,여성김금선,5,(Translated by Google) I'm going to stop by because I have bank business.  (Original) 은행 볼일이 있어 간 혹 들립니다,2 weeks ago
38,dlfma tjd,5,,2 weeks ago
39,Slade Hur (히포),5,,2 weeks ago
40,나는6사단,4,"(Translated by Google) Thirty years ago, it looked like a big gold bar. it looks small now  (Original) 30년전에는 큰 금괴로 보였는데 지금은 작게 보이네요",2 weeks ago
41,이승애,4,(Translated by Google) like  (Original) 좋아요,2 weeks ago
42,임해근,5,,2 weeks ago
43,Peter Z,4,(Translated by Google) Good View  (Original) 좋은 전망,2 weeks ago
44,HẠNH NHON NHAN,5,"(Translated by Google) 5-Star building, the tallest 63-storey building in Korea.  (Original) Cao ốc 5 Sao, tòa nhà 63 tầng cao nhất Hàn Quốc.",2 weeks ago
45,김인구,4,"(Translated by Google) The aquarium is a bit small, the observation deck is quite good, and the pavilion buffet is of low quality compared to the price.  (Original) 아쿠아리움은 좀 작고, 전망대는 나름 괜찮고, 파빌리온 부페는 가격에 비해 퀄리티가 낮아요",2 weeks ago
46,전제원,4,,2 weeks ago
47,지태선,4,"(Translated by Google) It's a weekday, so it's relatively cheap.  (Original) 평일이라 비교적 한가함",2 weeks ago
48,정현숙,5,,2 weeks ago
49,대동이_,3,,3 weeks ago
50,추경미,4,,3 weeks ago
51,현깽이TV&거북몽,4,,3 weeks ago
52,Js Lee,4,(Translated by Google) like  (Original) 좋아요,3 weeks ago
53,박준기,4,,3 weeks ago
54,HJ,4,,3 weeks ago
55,Sung kyu Sim,5,(Translated by Google) I like to spend time with my family 😀  (Original) 가족과 함께 하는 시간이 좋아요 😀,3 weeks ago
56,정균상,2,,3 weeks ago
57,이건희,5,,3 weeks ago
58,Jihwan Kim,5,,3 weeks ago
59,Ha Ruhi,5,,4 weeks ago
60,Seung-hyun Kim,5,"(Translated by Google) The size of the Aqua Planet is not as big as I thought. Still, the Little Mermaid show was good for the price, and the child liked it very much because of the content linked to Octonut.  (Original) 생각보다 아쿠아 플라넷 규모는 별로다. 그래도 가격대비 인어공주쇼가 괜찮으며 옥토넛과 연계한 콘텐츠로 아이가 매우 좋아했다.",4 weeks ago
61,KB S,5,,4 weeks ago
62,미니zzbonny,5,(Translated by Google) You can eat high-quality dishes with good ingredients and good cuisine as a buffet. It's great  (Original) 재료좋고 요리도 좋은 고급요리를 뷔페로 먹을수 있습니다. 훌륭해요,a month ago
63,김정숙,5,,a month ago
64,Gu Lim,4,,a month ago
65,임천우,5,(Translated by Google) It was fun. It was a happy day  (Original) 즐거웠어요.행복한 하루였습니다,a month ago
66,Taejin Yoon,5,,a month ago
67,윤이,5,,a month ago
68,헤세드,5,"(Translated by Google) The buffet was delicious and the view was so good, I want to go again  (Original) 뷔페도 맛있었고 뷰도 너무 좋아서 다시 가고싶어요",a month ago
69,YOUNGKYU AHN,5,"(Translated by Google) My 6-year-old daughter wants to see the aquarium, so she often comes to the 63 Building.  (Original) 6살 딸이이가 아쿠아리움보고싶대서 자주오는 63빌딩.",a month ago
70,니나노,5,(Translated by Google) It was also a new experience to see Eric Johansson's work on the 63 Building.  (Original) 63빌딩 위에서 에릭요한슨의 작품을 보는거 또한 새로운  경험이였네요~^^,a month ago
71,Seung-Ho Oh,5,"(Translated by Google) A landmark in Seoul. Aquarium, buffet, restaurant, parking is ample, but public transportation is inconvenient as it is a bit far from the subway  (Original) 서울의 랜드마크. 수족관, 뷔페, 식당, 주차 여유롭고 다만 지하철에서는 좀 멀어서 대중교통은 불편함",a month ago
72,이석태,5,(Translated by Google) Very good.  (Original) 아주 훌륭합니다,a month ago
73,SI J (JSI),5,(Translated by Google) #Yeoido #Hanwha #Canteen  (Original) #여의도 #한화  #구내식당,a month ago
74,DONGJIN KIM (김동진),5,,a month ago
75,Arely Garcia,5,(Translated by Google) I love and am fascinated by the scenery and places in South Korea  (Original) Me encanta y me fascina el paisaje y los lugares de Corea del sur,a month ago
76,Jay Lee,4,,a month ago
77,David Jung,5,,a month ago
78,Youngbae Lee,5,,a month ago
79,박인경,5,,a month ago
80,최선식,4,(Translated by Google) Very good  (Original) 아주좋아요,a month ago
81,ᆞ은이,4,"(Translated by Google) Variety of buffet restaurant menu. The quality of each food is above average and satisfactory. There are plenty of rooms, so it's perfect for gatherings.  (Original) 뷔페식당 메뉴의 다양성.각 음식마다의 퀄리티가 평균이상이고 만족스러운 편. 룸도 많아서 모임에 적합",a month ago
82,장두현 (antz),3,(Translated by Google) Parked comfortably.  (Original) 편하게 주차했다.,a month ago
83,김기태,5,,a month ago
84,최돈우,5,"(Translated by Google) The beauty of the Han River I can see you so It was good. enchanting western It is a fantasy,  (Original) 한강의 아름다움을 볼수있어 너무 좋았어요. 황홀한 서양도 환상 입니다,",a month ago
85,다현,3,,a month ago
86,리유진스키,5,,a month ago
87,막걸리시무스,5,,a month ago
88,지선영,3,"(Translated by Google) It doesn't feel like a landmark of the past, but it's good to visit once  (Original) 예전의 랜드마크 느낌은 아니지만 한번쯤 방문하면 좋아요",a month ago
89,김유신,4,"(Translated by Google) It's a weekday, so it's quiet and good. Make a reservation online and go.  (Original) 평일이라서 한산하고 좋아요 인터넷 예매하고 가세요",a month ago
90,olens,5,,a month ago
91,소댕이,5,,a month ago
92,김주호,5,(Translated by Google) like  (Original) 좋아요,a month ago
93,이화순,3,"(Translated by Google) A place of old memories. First 63 audits. If the restaurant is reborn with a change and a special taste interior, I will go there often.  (Original) 오래된 추억의 장소. 최초의 63감사. 식당이 변화와 특별한 맛 인테리어로 거듭나면 자주 갈듯합니다",a month ago
94,あきら,5,,a month ago
95,JE Lee,5,(Translated by Google) I came to see the exhibition. I like that the parking lot is spacious.  (Original) 전시보고 왔어요 주차자리 널널하니 좋아요,a month ago
96,jh choi,5,(Translated by Google) I like the flow to the Aqua Planet Observatory food court.  (Original) 아쿠아플라넷 전망대 푸드코트로가는 동선이 좋아요,a month ago
97,한원섭,5,,a month ago
98,JungWook Park (Victor),5,,a month ago
99,최진희,5,,a month ago
100,오준균,4,(Translated by Google) 63 building observatory  (Original) 63빌딩 전망대가 있어요,a month ago
101,Otterton,5,(Translated by Google) We had a 70th party at the 63 Building Thyme. It's wonderful ^^  (Original) 63빌딩 백리향에서 칠순 잔치를 했어요 멋집니다^^,a month ago
102,최상학,5,(Translated by Google) cow  (Original) ㅅ,a month ago
103,정위훈,5,,a month ago
104,Anthony Oak,4,,a month ago
105,Sung-won Jo,5,"전망대만 있을 줄 알았는데, 에릭 요한슨 사진전까지 열려서 덕분에 아주 만족.",a month ago
106,Meggan,5,,2 months ago
107,김왕열,4,"(Translated by Google) I had a delicious meal with my family at Thyme Chinese Restaurant on the 57th floor of Grandson's Birthday Party. The taste, the view, the service, the atmosphere, everything is great~ It's Saturday, so I've been enjoying the leisurely and leisurely scene  (Original) 손주돐잔치라  57층 백리향 중식요리집에서 가족과함께 맛있는 식사를 하였다 맛과전망 써비스,분위기,모두 훌륭하다~ 토요일이라 한가하고 여유있는 신을 즐기고왔다",2 months ago
108,박재명,5,,2 months ago
109,Carpe Diem,5,"It reminded me of childhood, it’s hot spot when I was young",2 months ago
110,A type,5,,2 months ago
111,Enrique,5,,2 months ago
112,Jei Jei,4,,2 months ago
113,Y A,5,음식 메뉴도 다양하고 퀼리티 높고 맛있음,2 months ago
114,이남희,5,(Translated by Google) Landmarks in Yeouido  (Original) 여의도의 랜드마크,2 months ago
115,공원공원0805,5,,2 months ago
116,배성환,2,,2 months ago
117,hyeon ho,5,,2 months ago
118,이병철,5,,2 months ago
119,곽동환,4,63빌딩이다.,2 months ago
120,lisa Park,5,can see beautiful views,2 months ago
121,정승우,1,,2 months ago
122,양수현,5,63빌딩 이번에 전시관연다고 해서 와 봤어요. 오는 길에 차가 좀 막혔지만 일찍 나가면 괜찮아요. 오전 8시나 오전 9시 쯤에 나가면 별로 안 막혀요. 63빌딩 전망대로 올라갈 때 엘리베이터를 타는데 1층버튼 아니면 60층버튼 밖에 없더라구요. 60층에 도착하면 바닥빼고 거의 전체가 통 유리이고요 기념으로 63빌딩이 그려진 동전을 5000원으로 구매할 수 있어요. (카드도 됨) 그리고 전시관에서 에릭 요한스의 작품을 봤답니다. 신기한 사진들이 많고 중간 중간 재밌는 코스도 있으니 꼭 한번 와 보세요! 밥을 먹는 것도 전쟁이니까 되도록 일찍 식당으로 오세요. 저는 일찍 와서 쌀국수를 시켜먹었어요. 고수향이 좀;; 화장품 맛이랄까? 그리고 3000원짜리 구슬 아이스크림이 있어요. 참고로 초코바나나 아이스크림 맛은 없습니다. 밥을 다 먹고 나서 나가는데 사람들이 엄청 몰려서 어떤 사람은 대기시산 1시간이 추가되더라구요. ㄷㄷ 그리고 나가는 것도 되도록 빨리 나가주세요! 긴 글 읽어주셔서 감사합니다🙇‍♀️🙇‍♂️🙇,2 months ago
123,Myeongwon LEE (이명원),5,(Translated by Google) I like Aqua Planet  (Original) 아쿠아플래닛 좋아요,2 months ago
124,뿔난토끼서울센터,3,"(Translated by Google) Although there was ample space and cool weather, the facilities such as information on how to ticket the zoo at the subway station or parking lot to the entrance route to the entrance are insufficient. We recommend that you buy a ticket (the staff at the ticket office are unfriendly and soulless)  (Original) 여유로운 시설공간과 시원한 날씨가 다했으나, 지하철역 or 주차장에서 동물원 티켓팅하는 방법부터 입구까지 진입경로에 대한 안내문 시설등이 턱없이 부족한편, 동물원가실거면 코끼리 열차 타지 마시고 10분정도 오른편으로 도보이동후 동물원에서 티켓팅하시길 추천(입구매표소 직원 불친절하고 영혼없슴)",2 months ago
125,Seung Yeon Kim,4,,2 months ago
126,Ravikant Bijendra Sharma,4,,2 months ago
127,Yoonsik Uhm,4,"(Translated by Google) It's been a while since I've visited, but I really liked the exhibition at the observatory. I liked that it was decorated so well.  (Original) 오랜만에 방문했는데 전망대에서 하는 전시회가 너무 마음에 들었어요. 너무 잘 꾸며져 있어서 좋았어요.",2 months ago
128,송토끼,5,(Translated by Google) honey jam  (Original) 꿀잼,2 months ago
129,김예림,4,"(Translated by Google) Too many people, it's crazy. A place to go with young friends.  (Original) 사람너무 많아서 정신없어요 어린 친구들이나 가야할곳",2 months ago
130,Taeeun Kim,5,더 높은 건물들이 자리함에도 최적의 입지가 지닌 힘은 여전하네요. 하늘이 도운 날은 멋진 사진도 건질 수 있습니다 .,2 months ago
131,Adriana Valero,2,,2 months ago
132,김성환,1,,2 months ago
133,신동원,4,,2 months ago
134,xc40 b4 inscription owner volvo,5,워킹온더클라우드 직원분들 친절하십니다,2 months ago
135,이병석,5,(Translated by Google) It is high so you can see all the night views.  (Original) 높아서 모든 야경이 잘보여요,2 months ago
136,Abegail Kim,4,,2 months ago
137,예니조아,5,(Translated by Google) The aquarium is so cool...  (Original) 아쿠아리움 너무조아..,2 months ago
138,보타쿠,4,"(Translated by Google) The guide is very good, friendly, and the parking lot is large.  (Original) 안내가 아주 잘 되어 있고 친절하며 주차장이 넓어요",2 months ago
139,heemin Kang,5,"(Translated by Google) It's a little small, but it's nicely decorated. Octonuts are also good for kids.  (Original) 조금 작긴한데 알차게 꾸며져 있네요 애들이 좋아하는 옥토넛도 좋구요",2 months ago
140,YANG HEE CCHUNG,5,,2 months ago
141,Han-sol Kim,5,"(Translated by Google) Buy a doll, her name is 🍑 Peach cute  (Original) 인형 사고,이름은 🍑 복숭아예요 귀여워요",2 months ago
142,Seungjin Baek,4,,2 months ago
143,안상우,4,,2 months ago
144,Jason Han,5,"Nice place, nice restautant",2 months ago
145,왕상철,5,,2 months ago
146,이승훈,5,,2 months ago
147,Ej J,5,,2 months ago
148,Martin,4,"(Translated by Google) The view is very good and the art exhibition on the top floor is well chosen too! I just don't quite understand why the tickets for the observation deck are always coupled with an aquarium..  (Original) Der Ausblick ist sehr gut und die Kunstausstellung im obersten Stockwerk auch gut ausgewählt! Ich verstehe nur nicht ganz, warum die Tickets für die Aussichtsplattform immer mit einem Aquarium gekoppelt sind..",2 months ago
149,이정환,4,(Translated by Google) A panoramic view of Seoul.  (Original) 서울 시야가 한눈에..,2 months ago
150,Reem Reem,5,,2 months ago
151,James John,4,,2 months ago
152,Jaeho Kim,5,가성비 최고,2 months ago
153,채종한,5,(Translated by Google) Nice view  (Original) 전망 좋네요,2 months ago
154,고승재,4,(Translated by Google) like.  (Original) 좋아요.,2 months ago
155,Vision KONG,4,,2 months ago
156,tho na,5,"(Translated by Google) Parking is convenient, thyme food sucks  (Original) 주차는 편리, 백리향  음식은 꽝",2 months ago
157,박영민,4,,2 months ago
158,김종문,5,"(Translated by Google) The embers started, 'cause I found a place  (Original) 불씨가 시작되었어요, 장소를 발견했거든요",2 months ago
159,이승훈,5,,2 months ago
160,Sean Park,4,,2 months ago
161,haemui,5,,2 months ago
162,이남길,5,,2 months ago
163,이승준,1,(Translated by Google) There are a lot of things to see and do that are worth 100 won. trash in a word  (Original) 딱 100원의 가치에 맞는 볼거리 수듄 한마디로 쓰레기,2 months ago
164,이준홍,4,,2 months ago
165,Taeho Kim,4,,2 months ago
166,최현철,5,"(Translated by Google) I went to Aqua Planet and the Little Mermaid performance was fun. Modern!! Drinking water is expensive. Chocolate latte was about 5,000 won.  (Original) 아쿠아 플라넷에 갔는데 인어공주 공연이재미있어어요 근대!!  음류수가비싸요 초코라떼가5천웟정도했어요",2 months ago
167,shin3003,5,,2 months ago
168,천유성,4,,3 months ago
169,YES YUN HO,5,(Translated by Google) The view is the best.  (Original) 뷰 최고 입니다,3 months ago
170,구르믈버서난달 (gooday2day),5,,3 months ago
171,김용석,3,(Translated by Google) am i too old It's not so much fun anymore. Better to see it before the exhibition.  (Original) 내가 너무 늙은건가. 이젠 너무 재미 없어 졋다. 전시전 보는게 더 좋다.,3 months ago
172,gooogle,5,,3 months ago
173,Jihyeong Lee,3,(Translated by Google) View good  (Original) 뷰좋아요,3 months ago
174,Jung-whan Kim (영상찍는 너구리),5,,3 months ago
175,Chris Kim,5,,3 months ago
176,이혜원,5,,3 months ago
177,J. M. Sohn.,4,This 63 building is very famous office and eating place too.,3 months ago
178,Hs Lee (이해수),4,,3 months ago
179,KJ Park,4,,3 months ago
180,김수희,5,(Translated by Google) I came to a restaurant for a part-time job. I did a part-time serving job.  (Original) 아르바이트하러 레스토랑에 왔습니다. 서빙 아르바이트를 하였습니다.,3 months ago
181,한승우,5,,3 months ago
182,이승완에셀나무,5,(Translated by Google) The food and the view are good and the staff are friendly. I want to come again.  (Original) 음식도 전망도 좋고 직원들이 친절해서 또오고싶은 곳이에요,3 months ago
183,김재형,5,"(Translated by Google) The view of Seoul was amazing as it was the tallest building before the Lotte Tower was built. The coffee or smoothie in the cafe inside is a bit pricey. Strawberry smoothie 6,500 won  (Original) 롯데타워가 생기기 전 가장 높은 빌딩이었던것 만큼 서울의 전망이 끝내줬습니다. 안에 있는 카페의 커피나 스무디의 가격은 살짝 비싸더군요. 딸기스무디 6,500원 ㅠㅠㅠ",3 months ago
184,오태식(병진이형 형은나가),5,,3 months ago
185,Andrew Yoon,4,,3 months ago
186,김경호,5,(Translated by Google) like  (Original) 좋아요,3 months ago
187,이정우,5,,3 months ago
188,Robel W,5,,3 months ago
189,이동민,3,"(Translated by Google) Although the aquarium is a bit small, it is well worth a visit as an aquarium in the city.  (Original) 수족관이 좀 작기는 하지만 도심 수족관으로는 나름 가볼만합니다~",3 months ago
190,성국제,4,,3 months ago
191,이규원 (Gyu-weon LEE),5,,3 months ago
192,T Choupi (Seph123),5,,3 months ago
193,데니스,5,(Translated by Google) Patch coordination.  (Original) 패티지 조화요,3 months ago
194,최광호,4,(Translated by Google) Everyone is kind and nice ^^  (Original) 다 친절하시고 좋네요^^,3 months ago
195,여향광심,2,"(Translated by Google) 63 Building is a famous landmark in Korea. It was a place I wanted to visit in Seoul. Now the 63 building entrance is disappointing 😞 I'm totally obsessed with the union. Like the five-colored ribbon homeless people I don't know what the cause is, but I'll fix it quickly Regardless of what I think, I hope it will be a cool 63 building~~  (Original) 63빌딩 하면  우리나라에 명소이자 서울에서 꼭 가보고싶은곳이였는되 지금에  63빌딩입구는 실망  😞 노조에서인지   완전히 천망에 오색리본 노숙자들 아지터처럼 어떤사유인지  모르지만  빨리 해결 처리하고 내가  생각하든 멋진63빌딩이였으면 좋겠습니다~~",3 months ago
196,BS,4,Finally managed to take a snap on the way to Airport.,3 months ago
197,Byung Kook Cho,5,,3 months ago
198,br,5,"(Translated by Google) I went to see the 63 art exhibition, and I was able to enjoy the observatory, which was unexpected! 63 Art is on the 60th floor! The price of the exhibition is cheaper than other exhibitions, and there is a cafe on the 60th floor. It was pretty good to go to the exhibition at sunset, drink tea, and see the view~  (Original) 63아트 전시 보러갔었는데 뜻하지 않던 전망대도 같이 즐길 수 있더라고요! 63아트가 60층에 있네요! 전시 가격도 다른 전시에 비해 저렴하고 60층에 카페도 있는데, 해질녁에 가서 전시도 보고, 차도 마시고, 전망도 보니 꽤 괜찮더라고요~",3 months ago
199,화성인,5,(Translated by Google) Symbol of the eternal Yeouido Building  (Original) 영원한 여의도 빌딩의 상징,3 months ago
200,고정숙,5,,3 months ago
201,김천복,5,,3 months ago
202,황상훈,3,,3 months ago
203,신병호,5,,3 months ago
204,Mark Kemper,4,,3 months ago
205,배춧잎두장,3,"(Translated by Google) It's a big, golden building, but it's just a former glory. Now, Lotte World Tower has lost all its shares. There is no intention of revisiting the observatory. There is a cafe in the observatory, but it doesn't taste very good. I thought I was drinking some fresh water. And the size of the observatory is too narrow than I thought.  (Original) 즈어어어어어어어어어어엉~말 크고 황금빛 도는 멋진 빌딩이지만.. 과거의 영광일 뿐 이제 롯데월드 타워에 지분을 다 뺏겼죠. 전망대는 재방문 의사 없습니다. 전망대에 카페가 하나 있는데 너무 맛이 없습니다 무슨 맹물 마시는 줄 알았네요. 그리고 생각보다 전망대 크기가 너무 좁습니다.",3 months ago
206,박기범,3,,3 months ago
207,김성우,1,(Translated by Google) Not worth the money haha  (Original) 돈아깝다 ㅋㅋㅋ,3 months ago
208,김민규,5,,3 months ago
209,KJ Y,4,,3 months ago
210,hk s,5,,3 months ago
211,황유주,5,(Translated by Google) Overall it's fine. Going on a date with children and dating with friends.  (Original) 전체적으로 괜찮아요. 아이들이랑가기도 연인들데이트ㅎᆢ기도  ㅗㅎ아요,3 months ago
212,유승모,3,(Translated by Google) I went to Hanwha Headquarters. It's strict from the start.  (Original) 한화본사를 갔는데 입구부터 철저하네요,3 months ago
213,최설화,5,"(Translated by Google) These days, I've been working out T-Alan once a week for 3 hours. The T-Allen exercise (exercise that wakes up my body) with good people while breathing in the fresh morning air keeps me healthy and The body is made into a pretty fit, and the clear water of the Han River in Yeouido and the blue trees. 63 Building, crossing the railway bridge A time to look forward to a day of exercise and to be excited It's done ^^ We'll always be together ^^  (Original) 요즘 일주일에 한번~3시간씩 티알런 운동하고 있는데요, 상쾌한 아침공기 마시며 좋은사람들과 함께 하는 티알런운동(내몸을 깨우는 운동)은 나를 건강하고 또 몸매도 예쁜핏으로 만들어주고 또 여의도한강의 맑은물과파란나무들과. 63빌딩,철교를 가로지르는 운동의 하루가 넘 기다려지고 설레이기도하는 시간이 되였습니다^^늘 함께 하겠습니다 ^^",3 months ago
214,최정인,5,,4 months ago
215,김미진 (꽁꽁),1,(Translated by Google) Don  (Original) 돈아까움,4 months ago
216,Kyung Kwon,4,"(Translated by Google) It must have been over ten years or two since I went to the 63 Observatory—Only at the bottom? It's nice to be able to see the whole city of Seoul from all directions as well~^^ By the way, the Erik Johansson photo exhibition was also worth seeing.  (Original) 63전망대  갔다온지  십년두 넘었나봐요ㅡ밑에서만? 놀아서 ㅎ 역시 사방으로  서울 시내가 다보여서 좋아요~^^ 마침, Erik  Johansson 사진전도 볼만했어요",4 months ago
217,마음을비추다,4,,4 months ago
218,Sunny,4,,4 months ago
219,sung jeon,5,,4 months ago
220,헿,5,,4 months ago
221,박근주,5,,4 months ago
222,김영미,5,"(Translated by Google) I went to Hanwha Life Insurance on the 2nd floor of the 63 Building and dealt with actual expenses. I always feel that I am the first, but this means that there is no one. Visiting time is around 11:30. .Certificate of claim and medical confirmation. Receipt of medical bills and detailed statement and you are done. The staff are very friendly, so I always use 63. Free parking for 1 hour is also available, and I also use the post office here. Always fast. Parking fee is the same for 1 hour The parking lot is free and the parking lot is large. Above all, parking agents are all over the place, so they are friendly and greet you very well.  (Original) 63빌딩 2층에 자리한 한화생명보험사에 들러 실비보험을 처리했다 언제나 느끼는거지만 항상 내가 1등이다 이말은 사람이 없다는거다 방문시간은 11시30분쯤.제가 대리인으로 청구를 했기에 가족관계증명서와 신분증둘다.청구인도장과 진료확인서.진료비영수증.세부내역서 이렇게만 접수하면 끝이다 직원들이 무지하게 친절하시다 그래서 난 늘 63을 아용한다 1시간 무료주차도 되고 그리고 나는 우체국도 여길 이용한다 늘 빠르다 주차비도 동일하게 1시간 무료이고 주차장도 넓고 무엇보다 곳곳에 주차요원이 배치가 되어서 친절하시고 인사도 엄청 잘하신다 끝",4 months ago
223,PhotoTrip,5,"(Translated by Google) 59th floor Walking on the Cloud Clean, luxurious, delicious, and very good with a view~~~  (Original) 59층 워킹온더클라우드 깔끔하고 고급스럽고 맛나고 뷰 쥐기고 아주 좋아요~~~",4 months ago
224,MOONSUNG WOO,5,(Translated by Google) The Han River view is so good  (Original) 한강 조망이 너무 좋네요,4 months ago
225,최재석,5,(Translated by Google) long visit I liked the renovated spaces.  (Original) 오랜만의 방문 리뉴얼된 공간들이 좋았어요,4 months ago
226,우군과슈양,5,"(Translated by Google) The parking attendants and staff inside the building were all friendly. I went to Working on the Cloud and it was a bit disappointing that the window was dirty, but it was dirty outside, so I thought that I had no choice but to clean it regularly. The food and service were all satisfactory.  (Original) 주차요원분, 건물 내부 직원분들 다들 친절하셨어요. 워킹온더클라우드 갔는데 창문이 지저분한건 좀 아쉬웠지만 외부에서 지저분했던거라 주기적으로 청소하다보니 어쩔수없다구 생각하구요 음식과 서비스는 모두 만족스러웠습니다",4 months ago
227,Mathews Ogutu,5,Excellent views of the hangang river enjoy the cherry blossom 🌸 🌼 at the Museum,4 months ago
