,이름,별점,리뷰,날짜
139,smilan87 yangdng13,5,(Translated by Google) It was nice to have a promenade where you could take a break and walk in the middle of downtown Seoul. It was nice to see the trees and flowers being well cared for.  (Original) 서울 도심 한복판에 잠시 휴식을 취하며 걸을 수 있는 산책로가 생겨 좋았습니다. 나무며 꽃들을 잘 가꿔 놓아 보기 좋았네요.,11 months ago
140,Y G,5,My favorite place to walk at night.. You can enjoy playing piano and discovering flowers and trees.,a year ago
141,여행중독자,5,(Translated by Google) The night view is so good.. Good for walking  (Original) 밤야경이 너무 좋음..걷기에도 좋음,a year ago
142,Eunmi Go,4,,a year ago
143,Hyoung-Joo Kim,3,,a year ago
144,이상진,5,,a year ago
145,Junho Moon,4,,a year ago
146,JH LIM,5,,a year ago
147,Minsoo SOHN,5,,a year ago
148,Bernard W,5,"Not usually crowded and a nice urban oasis of sorts from the busy traffic below. It's not only an efficient way of crossing the street (literally) but you can also get nice views of up here. This is a former overpass, which is now closed to vehicular traffic and now only for pedestrians. Various plants along the way also offer shade and resting places. I really enjoy its practical and functional aspects!",a year ago
149,Frank Lee,5,,a year ago
150,Shielah Mavengere,4,Seoullo is a beautiful overpass from Namdaemun market to Seoul station. The plants along the overpass are so beautiful and it's definitely a perfect picture zone.,a year ago
151,정동현,4,(Translated by Google) I love to play  (Original) 놀기 참좋아요,a year ago
152,장지영,5,(Translated by Google) I like to walk  (Original) 걷기 좋아요,a year ago
153,Hyun Sik Park,5,(Translated by Google) I think it would be nice to date someone you love. 🥰  (Original) 사랑하는 사람과 데이트하면 좋을 것 같아요. 🥰,a year ago
154,이창석,5,,a year ago
155,Tov Mazel,5,"(Translated by Google) Can I travel around the heart of downtown Seoul at such a leisurely pace?  A place where you don't have to watch out for cars, and there are no PMs for motorcycles and bikes, so you can take a really leisurely stroll  I think it's a good place to take a walk while watching the night view while listening to music.  A romantic place where flowers, plants, and piano harmonize  Escalators and elevators are very good.  (Original) 서울 도심 한복판을 이렇게 여유롭게 누빌 수가 있을까?  자동차 조심할 필요 없고, 오토바이 자전거 PM도 다니지 않아서 정말 느긋하게 산책할 수 있는 곳  음악 들으면서 야경 보면서 산책할 수 있는 좋은 곳이라고 생각한다  꽃들과 각종 식물들, 피아노가 어우러지는 낭만적인 곳  에스컬레이터와 엘리베이터도 참 잘 되어 있다",a year ago
156,J PICO,5,,a year ago
157,서민주,5,"(Translated by Google) You can walk in the middle of Seoul looking at various plants. Because it is expensive scissors, you do not need to inhale the smoke yourself. You can even go to Namsan Park, so you can really appreciate the true value of Seoul.  (Original) 다양한 식물들을 보며 서울 한복판을 걸을수 있다. 고가위라 매연을 직접 맡을 필요두 없고~ 남산공원까지도 갈수 있어 서울의 진가를 정말 제대로 알수 있게 해준다.",a year ago
158,윤재문,4,,a year ago
159,이철성 (꿈꾸는섬공작소),4,,a year ago
160,이주형,5,,a year ago
161,박ᄋᄋ,4,,a year ago
162,박소현,5,"(Translated by Google) When I go at night, I am moved by the beautiful night view with the lights.  (Original) 밤에가니 조명으로 너무 이쁜야경에 감동입니다",a year ago
163,knitnature,4,"(Translated by Google) After opening, the trees have grown thick, creating shade that makes it easy to take a walk and relax.  (Original) 개설이후 나무들이 울창해져서 산책하고 휴식하기 쉬운 그늘이 생겼어요.",a year ago
164,Se Kweon Roh,4,"(Translated by Google) The Seoul Station overpass, which was built as a 'vehicle road' in 1970, is the place where it was made into a 'people road' in 2017. Whatever the historical background, this road is a good example of Seoul's transportation system.  It shows Sungnyemun Gate, which was used to enter and exit Seoul during the Joseon Dynasty, Seoul Station, which plays an important transportation function from modern Korea to the present, and the Seoul Station Overpass itself, which connects the two spaces cut off by Seoul Station.  In addition, it is currently being used as a space for rest and culture. Above the 7017 are several plants and event venues.  The only disappointing thing is that the vessel containing nature was not built in a more nature-friendly way. Also, although the motif was the High Line Park in New York, USA, it shows a big difference from the image.  Nevertheless, it is undoubtedly a space that is receiving a lot of love.  (Original) 1970년 '차량길'로 만들어진 서울역 고가도로가 2017년 '사람길'로 만들어진 곳입니다. 역사적 배경이 어떠하든 현재 이 길은 서울의 교통의 한 축을 잘 보여주는 곳입니다.  과거 조선시대에 서울의 출입을 담당한 숭례문, 근대기 한국에서부터 현재에 이르기까지 중요한 교통기능을 담당하는 서울역, 그리고 서울역으로 인해 단절된 양 공간을 이어주는 서울역 고가도로 자체를 모두 보여주고있습니다.  더하여, 현재에는 쉼과 문화의 공간으로 활용되기까지 하고있습니다. 7017의 위에는 여러 식물과 이벤트 장소가 있습니다.  다만 아쉬운 점은 자연을 담는 그릇이 좀 더 자연친화적으로 지어지지 못한 점입니다. 또한 미국 뉴욕의 하이라인파크를 모티브로 했지만, 이미지에서부터 큰 차이를 보이는 점입니다.  그럼에도 불구하고 큰 사랑을 받고있는 공간임은 틀림없어 보입니다.",a year ago
165,익명,4,,a year ago
166,Doreen Gulley,5,Lovely path and great for pictures,a year ago
167,Viviane Claeysen,5,,a year ago
168,나연김,5,"(Translated by Google) It's so nice to have a highway that needs to be demolished like this, and it's a healing road in the city. I want to use it all cleanly.  (Original) 좋아요 철거해야되는 고속도로를 이렇게 꾸며놓은게 너무좋고 도심속 힐링길이에요 모두 깨끗하게 잘사용하면좋겠어요",a year ago
169,정용숙,5,,a year ago
170,안음옥,5,,a year ago
171,이주형,5,,a year ago
172,김성숙 (play),5,,a year ago
173,BTW,5,,a year ago
174,Dongin Kang,5,(Translated by Google) Good for a walk. Good to use  (Original) 산책하기 좋아요. 활용도 좋아요,a year ago
175,이윤수,5,,a year ago
176,홍중의,5,,a year ago
177,THE BRANDON,4,"(Translated by Google) If you walk around on an early summer night, the atmosphere is gangly. A good place to go on a date  (Original) 초여름 밤에 거닐면 분위기 깡페인곳 데이트하기 딱 좋은 그런곳^^",a year ago
178,juhyun IM,5,(Translated by Google) Frequent trails  (Original) 자주가는 산책로,a year ago
179,김윤미,4,,a year ago
180,Margot Pouvesle,4,"lovely views of seoul station and easy to reach from the myeongdong, sungyemun, namdaemun or namsan area. would recommend. in spring, pianos are set out outside for people to play and the flowers are changed in the function of the seasons.",a year ago
181,雙人徐,5,(Translated by Google) like  (Original) 좋아요,a year ago
