,이름,별점,리뷰,날짜
29,SH Jung,5,"(Translated by Google) It's good to eat when you get tired of franchise burgers Even if the portion seems small, if you eat it all, you will be full because of the shake. The shake is really hard to eat anywhere else, but the taste goes well..👍 I tried the coffee shake and it tasted like very sweet coffee milk.  (Original) 프렌차이즈 버거에 질릴때쯤 먹으면 좋음 양이 적을 것 같다가도 막상 다먹으면 쉐이크때문인지 배부름 쉐이크는 진짜 다른데서 못먹을 느끼하지만 잘넘어가는맛..👍 커피쉐이크 시켜봤는데 엄청 단 커피우유 맛이었음",a month ago
30,suwon Lee,5,,a month ago
31,황준,4,(Translated by Google) Relatively expensive but edible. Value for money for men  (Original) 비교적 비싸지만 먹을만함. 남자들에겐 가성비제로,a month ago
32,한지우,3,"(Translated by Google) Except for the crowds and the noise, it's ok. price is high  (Original) 사람많고 시끄러운거 빼면 괜찮아요. 가격이 높아요",a month ago
33,신승우,1,,a month ago
34,임채원 (Lim Chae Won),5,,a month ago
35,sarah B,5,,a month ago
36,김영균,4,,a month ago
37,황원준,4,(Translated by Google) 쉑쉑 Burger  (Original) 쉑쉑버거,a month ago
38,Jaylynn Kim,5,,a month ago
39,한상민,3,(Translated by Google) Well I'm Burger King  (Original) 글쎄 나는 버거킹,a month ago
40,hyun jung park,5,,a month ago
41,채연윤,5,,a month ago
42,최시훈,5,(Translated by Google) Lots of seats.  (Original) 자리 많습니다.,a month ago
43,박군,3,,a month ago
44,최문혁,4,(Translated by Google) It's delicious than a regular burger. The store's hygiene is good. It's a popular and popular place with a lot of people.  (Original) 일반 버거보다 맛있어요 매장 위생도 좋고요 사람들이 많이 오는 곳으로 인기 많고 좋아요,a month ago
45,뚜뚜,4,,a month ago
46,손진호,4,,a month ago
47,Dalbyaa Park,4,,a month ago
48,조아라,5,,a month ago
49,Hoon,4,"(Translated by Google) Fries taste changed After a business trip, I visited a take-out truck to eat while staying at a hotel in Gangnam. There seems to be plenty of room because there are more stores. I wish there was a bit more in the game area. It seems to have a basic taste.  (Original) 감튀 맛이 바뀌었다 출장업무 후 강남쪽 텔에 묵으면서 먹을려고 포장주문차 방문 매장이 좀더 생겨서 그런지 여유있어보임 경기권에도 좀 생겼으면 좋겠다. 기본적인 맛은 있는것 같다",a month ago
50,박현덕,3,(Translated by Google) expensive.  (Original) 비쌉니다.,a month ago
51,c.y park,4,,a month ago
52,Sungho Chang,5,Amazing burgers and fries,a month ago
53,Anaelle Alsea,5,,a month ago
54,Siwoon Ko,5,,a month ago
55,요즈,5,프랜차이즈 햄버거 가게 사실 쉑쉑은 밀크 쉐이크 먹으러 가는곳 버거의 맛은 다운타우너가.....,a month ago
56,일단지르고본다 (츄츄아빠),5,,a month ago
57,이원진,3,,2 months ago
58,돼지호빵,4,,2 months ago
59,쏭쏭,5,"(Translated by Google) The view from the window seat is good, the store is spacious and the staff are unfriendly, but the taste is a chain restaurant, so jmt!  (Original) 창가자리 뷰도 좋고 매장도 넓고 직원은 불친절하지만 맛은 체인점이니 jmt!",2 months ago
60,김은정,5,짜요 너무짜요,2 months ago
61,황성수,3,,2 months ago
62,YESüGEI,5,,2 months ago
63,YOON,4,,2 months ago
64,권영훈,4,(Translated by Google) I can't feel the difference from the Shack Shack I had in the US. My son said it was really delicious ^^ But the quantity is too small.  (Original) 미국에서 먹었던 쉑쉑이란 별 차이를 못 느끼겠네요~~ 아들은 정말 맛있다고 하네요^^ 근데 양이 너무 작아요 ㅠ,2 months ago
65,정현호,5,"(Translated by Google) Food usually takes about 10 minutes to come out, and Shack Shack's patties are delicious.  (Original) 음식이 10분 정도 걸려서 나오는편이고 쉑쉑의 패티는 여윽시 맛있습니당",2 months ago
66,Sungwook Su,5,그냥도 맛있지만 고든램지 버거 먹고 먹으면 더 맛있음.,2 months ago
67,동국한의존잘남,5,,2 months ago
68,Hansang Cho,5,"(Translated by Google) Johnnie Rocket or In and Out are very American burgers. The shakes and horse reddish fries were also delicious.  (Original) Johnnie Rocket 이나 In and Out 등 너무도 미국적인 버거네요. 쉐이크, horse reddish fries도 맛있었어요",2 months ago
69,뇌절,3,,2 months ago
70,in P,5,,2 months ago
71,Toedt,5,"Staff was very attentive; it was busy, but they were able to maintain the cleanliness of the inside and outside of the restaurant. The greeter would hand out menus before you got in line and still made time to clean outside. The food was great, just what I expect from a Shake Shack.",2 months ago
72,ᅳᅳ,4,,2 months ago
73,Jeong Hoon Lee,4,(Translated by Google) F  (Original) ㅂ,2 months ago
74,서희주,5,,2 months ago
75,락키,5,쒝쒝버거 비싼데 맛남,2 months ago
76,지연김,4,(Translated by Google) It's kind and delicious.  (Original) 친절하고 맛있어요,2 months ago
77,신명진,3,예전보다 번이 덜 밋있네요..개인적입니다,2 months ago
78,Isaac Lee,5,(Translated by Google) I don't think there's a better burger place than Shack Shack. But it's a pity that it's expensive.  (Original) 쉑쉑 만큼 맛있는 햄버거 집은 없는 것 같아요. 다만 가격이 비싸서 좀 아쉽네요.,2 months ago
79,김영배,5,(Translated by Google) with friends..  (Original) 지인과 함께..,2 months ago
80,정종희,1,"(Translated by Google) The woman called the deputy manager is really unfriendly. never want to go again  (Original) 부점장이라는 여자분 정말로 불친절해서 다시는 가고싶지 않음, 불쾌하기 짝이 없었음",2 months ago
81,Jungrim Lee,3,,2 months ago
82,ksl,4,,2 months ago
83,SY,4,"(Translated by Google) The famous handmade burger chain Shack Shack!! Wow ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh It just tastes like a homemade burger. But I often think of It is a merit to be able to enjoy this smokey flavored patty at a chain fast food restaurant!!  two people go I ordered a shack burger, smoke shack, French fries, and a chocolate shake.  If you go with two people, I think it would be appropriate to drink a shake or a large carbonated drink.  (Original) 유명한 수제버거 체인점 쉑쉑!! 우와아아아아 존맛탱구리이이이!!!이런 맛은 아니고ㅎ 그냥 수제버거 맛이에요. 근데 종종 생각나는,,, 이런 스모키 향이 나는 패티를 체인 페스트푸드점에서, 즐길 수 있다는게 메리트인거죠!!  두명이 가서 shack burger,smoke shack, 감튀, 초코 쉐이크 시켰어요  두명이서 가면 음료는 쉐이크 하나 혹은 탄산 라지사이즈로 먹으면 적당할 것 같아요ㅎㅎ",2 months ago
84,오찬진,3,(Translated by Google) Too much ♡  (Original) 너무 짬 ♡,2 months ago
85,simon sohng,5,Lovely burger place in world famous Gangnam.,2 months ago
86,하늘,5,,2 months ago
87,Wind,3,(Translated by Google) The disappointment was cut as much as the expectations were cut. Burger and Fries is better.  (Original) 기대가 컷던만큼 실망도 컷다. 버거앤프라이즈가 낫다.,2 months ago
88,Soohyun Kim,5,(Translated by Google) Delicious burgers that taste like homemade burgers!!  (Original) 수제버거느낌의 맛있는버거!!,2 months ago
89,강백주,5,,2 months ago
90,ken chon,3,I think portions got smaller! Still can understand the line!,2 months ago
91,kj c,5,(Translated by Google) quick service friendly staff  (Original) 빠른서비스 직원친절,2 months ago
92,jason kim,5,,3 months ago
93,Seung-Hwa Kim,5,,3 months ago
94,최석근,5,(Translated by Google) it's delicious  (Original) 맛있네요,3 months ago
95,MORIATY,4,,3 months ago
96,김선아,5,(Translated by Google) must eat a burger  (Original) 버거를먹어야함,3 months ago
97,redgraph g,5,(Translated by Google) like  (Original) 좋아요,3 months ago
98,Ilkyu Kim,3,,3 months ago
99,이지님,5,"(Translated by Google) Delicious ♡ I wish there were more soft chairs, and I wish the Salted Caramel Shake could be more clearly distinguished from the vanilla flavor.  (Original) 맛있습니다 ♡ 폭신한 의자가 더 많았으면 좋겠고 솔티드 캬라멜 쉐이크가 좀 더 확실하게 바닐라 맛이랑 구분되었으면 좋겠어요.",3 months ago
100,정현태,5,,3 months ago
101,Jaegon Shin,4,,3 months ago
102,쏠라_빈이,5,"(Translated by Google) Expensive, but the patties were delicious.  (Original) 비싸지만 그래도 패티가 맛있었어요..",3 months ago
103,Min-hee June,2,,3 months ago
104,Luca Dall'Osso,5,,3 months ago
105,조연식,3,(Translated by Google) A bit salty and the table is sticky  (Original) 조금 짜고 테이블이 끈적해요,3 months ago
106,DK Yoo,5,(Translated by Google) A good place to eat lightly  (Original) 가볍게 식사하기 좋은곳,3 months ago
107,Yona Kim,5,,3 months ago
108,김해중,4,"(Translated by Google) Plenty of seating and a bit pricey, but delicious.  (Original) 자리도 많고 가격은 좀 있지만 맛있어요",3 months ago
109,Sarah Kwang Surk Park Jung,5,(Translated by Google) The burger is too small and the wasabi sauce is spicy  (Original) 버거가 너무 작고 와사비 소스는 매움,3 months ago
110,배동윤,3,,3 months ago
111,soung park,5,,3 months ago
112,YOHAN SHIN,5,,3 months ago
113,Jason Kim,4,"(Translated by Google) Gangnam Shack Shack Burger! Located on Gangnam-daero, there are many people looking for it.  The dining area was quite spacious and comfortable. It was not enough to have a light lunch and take a break.  (Original) 강남 쉑쉑버거! 강남대로에 위치하고 찾는 사람도 많다.  식사할 수 있는 공간은 꽤 넓어서 쾌적했다. 간단히 점식식사를 하고 휴식시간을 갖기에 부족함이 없었다.",3 months ago
114,Doni Hey,5,,3 months ago
115,최용진,5,,3 months ago
116,Myno Doe,5,,3 months ago
117,SURYA TEJA,4,,3 months ago
118,M1LK,5,(Translated by Google) Shake Shack is the truth  (Original) 쉐이크쉑은 진리,3 months ago
119,CinNamo Roll,4,,3 months ago
120,우성표,1,"(Translated by Google) Bread is too small price, it's expensive Value for money is zero  (Original) 빵이너무작고 값,만비싸요 가성비는제로",3 months ago
121,조한웅,4,,3 months ago
122,Benedetta Canfora,5,,3 months ago
123,KJ Han,5,"(Translated by Google) These days, if you buy a burger, they give you an ice cream coupon, but the flavor of the ice cream is very steamy and good. I give it 5 stars because the ice cream tastes better than the burger.  (Original) 요즘 버거 사먹으면 아이스크림 쿠폰을 주는데 아이스크림 맛이 아주 찐하고 좋네용 버거보다 아이스크림이 더 맛있어서 별 다섯개 줍니다",3 months ago
124,탐험가,4,(Translated by Google) ㅡ Editing 🍚 Taste: (☝️Write the highest score among food. Detailed star ratings are indicated by 👇)  🍚 Willingness to visit again: ⭕️  🍚 Review:  2022.02 visit  📷 Order of photos  1. Smoke Shack etc ⭐️⭐️⭐️⭐️ 2. Smoke Shack Section 3. Receipt  (Original) ㅡ 수정중 🍚맛 : (☝️음식 중 최고점으로 기재. 상세 별점은 👇표시)  🍚재방문의사 : ⭕️  🍚평 :  2022.02 방문  📷 사진순서  1. 스모크쉑 등 ⭐️⭐️⭐️⭐️ 2. 스모크쉑 단면 3. 영수증,3 months ago
125,박가브리엘,3,"(Translated by Google) The taste is known to everyone, and the price is outrageous, but it's worth visiting sometimes with children.  (Original) 맛은 뭐 다 아는맛이고 가격은 사악하지만 아이 데리고 가끔은 가볼만하네요.",3 months ago
126,정현숙,5,(Translated by Google) Really tasty hamburger ingredients It's fresh and the meat is really juicy. It was different.  (Original) 진짜 맛 있는 햄버거 재료도 신선하고 고기의 육즙도 진짜 다르더군요.,3 months ago
127,Taewhan Rhee,5,(Translated by Google) Always delicious  (Original) 언제나 맛있어요,3 months ago
128,박예찬,5,,3 months ago
129,베트남 마사지 두피관리,5,,3 months ago
130,서울 강남구 역삼역 7번베트남 마사지,5,,3 months ago
131,고길현,3,"(Translated by Google) When it was first launched, there was a long wait, but now the wait is not long. At Shake Shack, the shakes are especially delicious. When you visit, be sure to try the shake!  (Original) 처음 런칭했을 당시에는 긴 웨이팅이 있던 곳이지만, 지금은 웨이팅이 길지 않습니다. 쉐이크쉑에서는 특히나 쉐이크가 맛있습니다. 방문하신다면 쉐이크를 꼭 드셔보세요!",3 months ago
132,Soonhyun Ban,4,,3 months ago
133,Huny,2,(Translated by Google) Is it smoked shack? Be careful with the second burger on the menu  (Original) 스모크쉑인가..메뉴상 두번째버거 겁나짬 조심,3 months ago
134,00231,4,,4 months ago
135,김영준,5,,4 months ago
136,댕순이,5,"(Translated by Google) It's delicious, Shack Stack.  (Original) 맛있어요 쉑스택짱",4 months ago
137,양정수,4,,4 months ago
138,오영옥,3,"(Translated by Google) I went there because it is famous for its taste, but nothing... Expensive is very expensive Over 30,000 drinks and one burger with french fries (both cheap ones) Still full of guests.  (Original) 맛으로 유명하다길래 가봤는데 딱히... 비싸긴 엄청 비싸고 음료랑 감자튀김 포함 버거 하나씩(것두 저렴한거) 인데 3만이 넘음 그래도 손님은 가득~",4 months ago
139,Ellen Kang,5,,4 months ago
140,Nikkie Cho,5,,4 months ago
141,Daisy Kim,5,(Translated by Google) Homemade burger shake sec burger is delicious  (Original) 수제버거 쉐이크섹 버거 맛있어요,4 months ago
142,Reizei,3,"(Translated by Google) The fries and shakes were good, but the burgers were too plain and expensive.  (Original) 감튀와 쉐이크는 좋았으나 버거는 너무 평범하고 비쌌다.",4 months ago
143,망고댕댕이티비,5,,4 months ago
144,Seoungmin Cho,5,,4 months ago
145,Jay Lee,5,(Translated by Google) wide and tasty  (Original) 넓고 맛잇움,4 months ago
146,피부가알고싶다!닥터송,5,(Translated by Google) A delicious hamburger shop that is always crowded with people!  (Original) 늘 사람붐비는 맛있는 햄버거가게!,4 months ago
147,여남길선,5,,4 months ago
148,반지연,4,,4 months ago
149,Travel Park,3,(Translated by Google) The taste is just as good as the soybean burger. price is expensive  (Original) 맛은 그럭저럭 양적음 버거가 콩만합니다 가격은 비싸구요,4 months ago
150,Lawrence Tan,4,"Came here with high expectations. But it’s just a normal shake shack, nothing spectacular.",4 months ago
151,JS Lee,5,,4 months ago
152,무말랭이,3,(Translated by Google) It is full of people standing around with trays because there is no seat.  (Original) 자리없어서 쟁반들고 서성거리는사람 한가득이다,4 months ago
153,Eunhwan Jeun,4,,4 months ago
154,강유진,4,,4 months ago
155,김미희,4,(Translated by Google) Taste is good  (Original) 맛은 좋음,4 months ago
156,이윤석,5,,4 months ago
157,Kyra Casavant,5,"Came out quickly, tasted good.",4 months ago
158,Niro Ellen,4,"(Translated by Google) There were still many people in the store, and the food was delicious~  (Original) 여전히 매장에 사람이 많았고, 맛있게 잘 먹었습니다~",4 months ago
159,홍의석,4,,4 months ago
160,레나싸,5,(Translated by Google) Dip fries in a shake  (Original) 감튀를 쉐이크에 찍어먹어보세요,4 months ago
161,Junha Lee,5,,4 months ago
162,JUN SEOK LEE,5,,4 months ago
163,전군,3,,4 months ago
164,Moriahn Juliet,5,"(Translated by Google) It's a very difficult place for a chinta from the countryside.. There may be chinta like me, so let me tell you.. First of all, there is no set. You have to order it all individually. I almost sprayed it right away, but if you look next to it, note that there is a plastic container for ketchup.. The taste was John Mattang ㅜㅜ It's hard to order, so I'll have to take it with me as a gift card next time..  (Original) 시골서 올라온 방구석 찐따에겐 너무 힘든곳ㅜㅠㅠㅠ 나같은 찐따가 있을수도있으니 말씀드리자면.. 일단 세트가 없어요 단품으로 다 시켜야함.. 그리고 케챱은 따로 안주고 오른쪽 테이블에서 내가 짜서 가져가야함.. 감튀에다 바로 뿌릴뻔했는데 옆에보면 케찹담는 플라스틱 있으니 참고.. 맛은 존맛탱이었다ㅜㅜ 주문힘들어서 다음엔 기프티콘으로 갖고가야지..",4 months ago
165,최세환,4,,4 months ago
166,주상범,4,,4 months ago
167,지훈,5,,4 months ago
168,Good PRO,5,"(Translated by Google) What's good about Gangnam branch: You can see people in the city, you can see the rich, anyway good Be careful of Corona ㅇㅇ  (Original) 강남점 좋은 점  : 도시속 사람들 보기 가능 부자들 보기 가능 암튼 좋음 코로나 조심 시국 ㅇㅇ",4 months ago
169,이재호,4,,4 months ago
170,Louis Lee,5,,4 months ago
171,안상언,5,,5 months ago
172,정의훈,5,(Translated by Google) Season limited chocolate strawberry shake 👍  (Original) 시즌한정 초코딸기 쉐이크 👍,5 months ago
173,Kevin,4,,5 months ago
174,포테마요,3,"(Translated by Google) The menu is growing and good, but the hygiene is a bit poor. Sticky on the table.  (Original) 메뉴도 늘고 좋으나 위생 상태가 조금 불량 테이블 위에 끈적끈적",5 months ago
175,ranker sim,5,,5 months ago
176,"Eat, Stay, Fun,",3,,5 months ago
177,정미숙,1,,5 months ago
178,Jong-geun Yu (조롱이 아빠),3,(Translated by Google) It's delicious. so far??  (Original) 맛있기한데. 그렇게까진??,5 months ago
179,Star Lee,5,,5 months ago
180,ST Kim,4,(Translated by Google) it's delicious  (Original) 맛있어요,5 months ago
181,J,4,,5 months ago
182,수풀고양이,5,(Translated by Google) be kind  (Original) 친절합니다,5 months ago
183,으악풍선,5,(Translated by Google) spacious and nice Now I don't stand in line to eat. Some water has run out.  (Original) 넓고 좋아요. 이제 줄서서 먹진 않아요. 물이 좀 빠졌어요.,5 months ago
184,pang thor (thor),4,,5 months ago
185,최홍준,5,(Translated by Google) It was the best burger  (Original) 햄버거 중에 최고였습니다,5 months ago
186,YH Sung,5,,5 months ago
187,김우성,4,,5 months ago
188,웅이,4,,5 months ago
189,Marcee,5,,6 months ago
190,임태혁,5,(Translated by Google) Jjummateng  (Original) 쫀마탱,6 months ago
191,Sharon,3,"(Translated by Google) It looks clean and there are a lot of people eating alone, so there is an atmosphere to eat quietly. It's expensive, but I trust it because it uses good ingredients.  (Original) 깨끗해보이고 혼밥하는 사람들도 많아서 조용히 식사하는 분위기도 있어요. 비싸지만 좋은 재료를 썼다고 해서 믿고 먹어요ㅎㅎ",6 months ago
192,sunhee kim,3,"(Translated by Google) I visited because it was so famous, so I was a little disappointed. The hamburger shake and potato was around 18,000 won. The hamburger was delicious, but the salty and salty shake was too sweet for me. There was nothing special like the price of 5,000 won to 6,000 won for potatoes. do  (Original) 그렇게 유명하다고해서 방문했는데 사실 조금 실망입니다 햄버거 쉐이크 포테이토 해서 18000원대였어요 햄버거는 맛있었지만 제 입에 짜고 쉐이크는 너무 달고 포테이토도 5~6천원 가격대만큼 특별한건 없었어요 뉴욕에서 먹는다 생각하고 한번쯤 먹어볼만합니다",6 months ago
193,비상,3,(Translated by Google) Unkind ...  (Original) 불친절...,6 months ago
194,Woojin Ahn,3,(Translated by Google) It's good that there are fewer people  (Original) 사람이 많이 줄어서 좋음,6 months ago
195,Jung-Ik Ko,4,,6 months ago
196,yezee cho,5,"(Translated by Google) The store music is very good, the staff are friendly, and the store is spacious and comfortable. Even if there is a wait, I will fall in quickly. The ice cream at the Gangnam branch is also delicious.  (Original) 매장 음악 너무 좋고 직원분들 친절하시고 매장도 넓고 쾌적합니다. 웨이팅있어도 금방 빠져요 강남점 아이스크림도 맛납니다",6 months ago
197,Jin Huh,5,"(Translated by Google) There was a time when there was a riot, but for a restaurant in the middle of Gangnam Station, there are plenty of seats, so there is no need to wait, except during peak times. Shake Shack is a bit pricey, but well worth it. At first glance, it looks like fast food, but it's definitely not fast food. It's a decent burger. You can't discuss a burger with someone who doesn't like Shake Shack.  (Original) 한때 난리였던 시절도 있지만, 강남역 한복판 식당 치고는 자리가 넉넉해서 이제 피크타임만 아니면 딱히 기다릴 필요 없다. 쉐이크쉑은 좀 비싸지만 그 값어치를 충분히 한다. 얼핏보면  패스트푸드 같아 보이지만 이건 절대 패스트푸드가 아니다. 제대로된 버거다. 쉐이크쉑 별로라고 하는 사람이랑은 버거를 논할 수 없다.",6 months ago
198,Y.G Oh,4,"(Translated by Google) A lot of seats in a large space A little pricey, but good quality french fries  (Original) 넓은 공간에 많은 자리 조금 비싸지만 퀄리티 있는 감자튀김이 굿",6 months ago
199,김경애,5,,6 months ago
200,이명찬,4,,6 months ago
201,Dory J,4,,6 months ago
202,B슈슈마켓,5,(Translated by Google) Always delicious  (Original) 항상맛있어요,6 months ago
203,Kyuyeon Kim,4,,6 months ago
204,Capt Patrick,4,Good American style fast food burgers. The service is reasonably fast considering how large and busy this place is. Expensive for fast food burgers and fries but it is in the heart of Gangnam. Popular and often crowded even with a very large seating area on 2 floors.,6 months ago
205,태랑,5,"(Translated by Google) Shack Shack is always delicious. The sad thing is, I don't know if the song repeats infinitely.  (Original) 쉑쉑은 언제나 맛있다. 아쉬운 점은 노래 무한반복 나가라고 무한반복 하는건지 모르겠음",6 months ago
206,Tom Jung,4,,6 months ago
207,방어농어,5,"(Translated by Google) Patty-flavoured, tastier than Gordon Ramsay Burger in general. Basic composition, but very crazy.  (Original) 패티맛 개찐함 갠적으로 고든램지 버거보다 맛있음 기본구성인데 맛이 아주 미쳤음",6 months ago
208,오형석,4,(Translated by Google) Quantity is less than expected  (Original) 양이 생각보다적음,6 months ago
209,이근희,5,,6 months ago
210,양영숙,4,"(Translated by Google) There are so many people, but I ate deliciously.  (Original) 사람이 많아서 정신 없지만  맛나게 먹었네요",6 months ago
211,Gunwoo Kim,4,"(Translated by Google) As always, good burgers. The store is a bit crowded and the wait time after ordering is quite long.  (Original) 늘 그렇듯 좋은 버거입니다. 매장이 좀 붐비고 주문 후 기다리는 시간이 제법 길긴 합니다.",6 months ago
212,지브로,5,(Translated by Google) large store high price  (Original) 넓은매장 비싼가격,6 months ago
213,Nara Lee,4,"Yes it is good i love the buns, better than McDonald’s but still high priced",6 months ago
214,박영주,4,,6 months ago
215,김정남,5,(Translated by Google) Come out quickly and I'm so excited  (Original) 빨리나와서  완전조아요,6 months ago
216,김주형,4,"(Translated by Google) Too many people, I'm going to eat only patties  (Original) 사람이 너무 많아,, 패티 존맛 담엔 패티만 먹을예정 패티 너무 행복",6 months ago
217,블루라이트,4,"(Translated by Google) The price was not good, but the taste was good. Bread is a bit crumbly  (Original) 가성비는 별로지만 맛은 좋았음. 빵은 좀 퍽퍽",6 months ago
218,위성,5,,6 months ago
219,J,3,(Translated by Google) It would be good to boil macaroni in cheese sauce and sell it as mac and cheese.  (Original) 치즈소스에 마카로니 삶아서 맥앤치즈로팔아도좋을듯요,7 months ago
220,이킹콩사마,4,,7 months ago
221,Yoohong Lee,5,,7 months ago
222,Donghwi Lee,4,,7 months ago
223,SANGSOO PARK,4,"(Translated by Google) It's delicious. Personally, I like Five Guys more, but this one is okay too. Recommended  (Original) 맛있습니다 갠적으로 파이브가이즈 더 좋아하는데 여기도 괜찮습니다 추천",7 months ago
224,최종익,5,(Translated by Google) It is delicious to eat anytime. Best Hamburgers  (Original) 언제 먹어도 맛있다. 최고의 햄버거,7 months ago
225,IRIS k,4,,7 months ago
226,박정훈,3,,7 months ago
227,박태양,3,(Translated by Google) usually. It's just a shack shack store. nothing special  (Original) 보통. 그냥 쉑쉑매장임. 특별한건없음,7 months ago
228,문도챠오,2,"(Translated by Google) The store is cluttered and messy. There was a mention of waiting 15 minutes after ordering, but the hamburger I received felt cold. It's beef, but compared to the Yongsan branch. The atmosphere of the store, the taste. Feeling suffocated.  (Original) 매장이 어수선하고 지저분. 주문후 15분 대기언급 있었는데 받아본 햄버거가 식은 느낌. 소고긴데..용산점과 비교 됨. 매장분위기, 맛 다. 단물다빠진 느낌.",7 months ago
229,정채원,4,,7 months ago
230,Ellen Mellyn,5,,7 months ago
231,김미진,5,,7 months ago
232,주지은,5,(Translated by Google) The buns and patties are so delicious.  (Original) 번이랑 패티가 너무 맛있어요,7 months ago
233,Kyoseo Ku,5,,7 months ago
234,ᄋᄏᄋ,4,"(Translated by Google) A bit salty, but still delicious  (Original) 좀 짠데 그래도 맛있어요 느끼하게 맛있는 버거 땡길때 가면 굿",7 months ago
235,이정민,4,,7 months ago
236,고영삼,4,(Translated by Google) The price is too high and the taste is just so-so. One place to eat  (Original) 가격너무비싸고 맛은 그냥 그저그렇습니다. 한번은 먹을만한곳,7 months ago
237,장군,5,,7 months ago
238,Spoon Gold,4,(Translated by Google) Taste 4 Price 4 Location 5 Seat 5 Chair 2 (Total 5)  Burgers have a taste that makes them praise The bitter taste was relieved by coming to the local area from the United States. It's more comfortable than any other place -  (Original) 맛4 가격4 위치5 자리5 의자2 (총점5)  버거 찬양 하게 만드는 맛을 가지고 있지만 미국에서 현지로 오면서 독한 맛을 덜어냈다 어떤 지점보다 자리가 넓어서 쾌적-,7 months ago
239,sh,5,"(Translated by Google) In the new year, I always go to Shack Shack Burgers, so the queues are short these days, and the staff cleans it up right away.  (Original) 새해엔  늘 쉑쉑버거로 ᆢ요샌 대기줄도 짧고 직원분들께서도 바로 정리해주시고 좋습니다",7 months ago
240,코르베닉,5,,7 months ago
241,진현국,5,,7 months ago
242,Dayem Najah,5,I love this place I see this restaurant the best,7 months ago
243,이상진,5,,7 months ago
244,MH Kim,3,"(Translated by Google) The taste of the patty is great, but it feels like it doesn't match the quantity and price of the food. Even considering the rent in the middle of Gangnam...  (Original) 패티맛이 훌륭하지만 음식량과 가격과 매칭되지 않는 느낌이다. 강남한복판의 임대료를 감안하더라도...",7 months ago
245,Junho Lee,4,"(Translated by Google) If you time it right, you can eat right away without waiting. However, there is a high probability that you will have to wait to be seated. It is delicious, but localization is too strong compared to overseas prices, so there is a feeling that it is too expensive.  (Original) 시간만 잘 맞춰 간다면 대기 없이 바로 먹을 수 있습니다. 다만 높은 확률로 자리를 잡기 위해 대기해야 합니다. 맛 있으나 해외의 가격에 비해 현지화가 너무 강하게 되어 지나치게 비싼감은 있습니다.",7 months ago
