,STAR,CONTENT,SCORE,COMPOUND,VADER
21,2.0, The things I didnt like were that the restaurant did not have a parking discount the toilet was dirty and the interior was hot The good things are the delicious cheesecake the Lotte Cinema Sound Bread and ,Negative,0.3798,Positive
22,5.0,Worth it  The fifth highest building in the world  Amazing view  A thrill ride from beginning to end  This is what I call a birds eye view If you arent afraid of heights than youll love it,Positive,0.9081,Positive
23,5.0,Must go place,Positive,0.0,Neutral
24,5.0, There are so many things to enjoy inside When you get off at Jamsil Station everything is connected ,Positive,0.4939,Positive
25,5.0, 30 minutes until ticket confirmation Additional 40 minutes to the elevator Only people with strong legs go ,Positive,0.5106,Positive
26,5.0, As expected Lotte World Tower Aquarium and observatory are worth visiting ,Positive,0.2263,Positive
27,3.0,Quite expensive To get there u have to wait almost 1 hour To go down maybe much longer,Negative,0.0,Neutral
28,5.0, South Korea is development innovation scientific breakthroughs modern style in all areas of life Admire Korea ,Positive,0.6908,Positive
29,5.0,Very good place,Positive,0.4927,Positive
30,5.0,Its a very tall tower with a great view,Positive,0.6249,Positive
31,5.0,Great view up there,Positive,0.6249,Positive
32,4.0,Its really awesome,Positive,0.659,Positive
33,5.0, There are restaurants and cultural spaces so its a great way to pass the time  ,Positive,0.6573,Positive
34,5.0, Ill be arriving in Seoul soon and I want to climb to the top of Lotte Tower ,Positive,-0.1779,Negative
35,5.0, Its the World Tower I often go to to watch movies There are plenty of places to eat and to see Its a great place to spend a lot of time ,Positive,0.6249,Positive
36,5.0, Seoul looks amazing from a height of 555 meters on the 123rd floor  ,Positive,0.5859,Positive
37,3.0, The terrace was nothing like I expected If there was a landmark it would have been fun to look around Its not fun to watch ,Negative,0.6994,Positive
38,5.0, A place you must visit at least once The night view is amazing ,Positive,0.5859,Positive
39,5.0,Very good location to come and see Seoul  Need to pick good weather,Positive,0.7496,Positive
40,5.0,amazing view,Positive,0.5859,Positive
41,5.0,So many things to see and reasonably priced  One heck of a view,Positive,0.0,Neutral
42,5.0,Really cool views of the city and the elevator is the fastest in the world,Positive,0.3804,Positive
43,1.0, Visited on July 29th never visited twice not much to enjoy ,Negative,-0.3875,Negative
44,5.0, I really liked the aquarium I visited with my daughter and family ,Positive,0.4754,Positive
45,5.0, As it is the tallest building in Korea it can be seen from afar and if you take the elevator to the observatory it takes about a minute to go up ,Positive,0.0,Neutral
46,5.0, There is no free way to park and the discount is limited but its fun for 2 days ,Positive,0.6757,Positive
47,3.0, It took a long time to wait but I decided to go just to see the scenery ,Negative,0.0,Neutral
48,5.0,Very Fancy place,Positive,0.0,Neutral
49,5.0,Crystal mirrors are in roof floor,Positive,0.0,Neutral
50,5.0,Superb views,Positive,0.6249,Positive
51,4.0, I love all of the luxury hall duty free shops restaurants and cafes The luxury store and department store staff seem to be more friendly than other ,Positive,0.8999,Positive
52,5.0, Dont miss it Jump on Sky Bridge 555 meters above Lotte Sky Tower Dont miss out on special events If you come to Korea you have to jump at the ,Positive,0.5556,Positive
53,5.0, The entrance to the observation deck is well decorated The show is fantastic As if to prove that it is the tallest observatory in Korea climbing on the ,Positive,0.6908,Positive
54,4.0, very nice parking is expensive ,Positive,0.4754,Positive
55,5.0, There is a lot to see and the traffic is good but it is good for mental health to give up food because the wait is too long ,Positive,0.7003,Positive
56,4.0,xngxdxxi,Positive,0.0,Neutral
57,5.0, The facility is very good and it is good for a shopping date ,Positive,0.7496,Positive
58,5.0, A visit to the skyscraper seems to be a good memory at least once And on the weekends there are a lot of people so weekdays would be better ,Positive,0.7003,Positive
59,4.0, Ive only looked around part of it but its so wide that itll take a while to look around ,Positive,0.0,Neutral
60,5.0,The view from the top is amazing I was excited to be at the top of South Koreas tallest building The entry to the tower is also an awesome experience I liked the way they ,Positive,0.9403,Positive
61,5.0, Coffee prices at the top floor cafe are relatively cheap ,Positive,0.2023,Positive
62,5.0, The walking tour from the 117th to the 123rd floor was very interesting and pleasant ,Positive,0.762,Positive
63,5.0, The view was great and there were so many things to see I experienced a new world ,Positive,0.6249,Positive
64,1.0, In any case a novice Rolex Cartier ,Negative,0.0,Neutral
65,2.0, Very dissatisfied with the parking fee If youve seen the movie you should get a full discount for 3 hours What are you doing with a 3000 won discount ,Negative,0.204,Positive
66,5.0,Fantastic to see the whole city,Positive,0.5574,Positive
67,1.0, A view of Seokchon Lake and Lotte World I went to Kim Youngmos Bakery Cafe which has a very nice view ,Negative,0.4754,Positive
68,5.0, A tower worth visiting at least once if you live in Seoul Lounge food is really neat and delicious The pasta came out last and I took it and took a picture The taste of the food was soso overall for the price The ,Positive,0.8464,Positive
69,5.0, A place worth visiting at least once I went just before nightfall so I was able to see both the light and the dark side The cafe is a franchise so it wasnt expensive It is the same as the market price ,Positive,0.2263,Positive
70,5.0, If you feel sick while passing by go to the bathroom here ,Positive,-0.5106,Negative
71,3.0,Great views Bit pricey If youre paying with a visa its 20 of the ticket,Negative,0.6249,Positive
72,5.0,The biggest shopping mall in Korea,Positive,0.0,Neutral
73,5.0,Great experience good parking food available,Positive,0.7906,Positive
74,5.0, In July 2022 the entry ticket is KRW 90K Quite expensive but comparable to the facilities with a very fast and comfortable elevator ,Positive,0.7046,Positive
75,4.0, It was good except for the expensive one You can get a discount if you bring your Samsung card ,Positive,0.4404,Positive
76,5.0,Very cool multilevel experience The elevator ride is worth the price of admission Do not miss,Positive,0.6042,Positive
77,5.0,GreatI wish I had courage to try the bridge,Positive,0.7096,Positive
78,5.0,Luxury and diverse mall,Positive,0.0,Neutral
79,5.0,Great to do ABSOLUTELY,Positive,0.6249,Positive
80,4.0, Its not as big as I thought so Im disappointed Expensive for its size ,Positive,-0.5233,Negative
81,5.0,The best view of Seoul,Positive,0.6369,Positive
82,5.0, I went to see a movie Usually it only lingers in the basement but after a while I went upstairs After all Jamsil is Lotte World Chunji ,Positive,0.0,Neutral
83,5.0,Good place to visit with yr kids,Positive,0.4404,Positive
84,4.0, Its been a long time since Ive been to a place change a lot ,Positive,0.0,Neutral
85,5.0, As a tower representing Korea it is a wonderful and beautiful place ,Positive,0.8225,Positive
86,4.0, Use the restaurant Stay on the 81st floor A place with a view overlooking the surrounding area The food quality is good but considering the price its hard to say its ,Positive,0.09,Positive
87,5.0, The view was also very good I love both the bedroom and bathroom The wine bar was good and the breakfast was good too ,Positive,0.9332,Positive
88,5.0, Its so good to go with my baby But I went with my baby and wife but I went to the aquarium ,Positive,0.2724,Positive
89,5.0, Observation Deck Be sure to go up ,Positive,0.3182,Positive
90,5.0, It is a place where families are satisfied Jamsil is like a second home because I feel comfortable ,Positive,0.8225,Positive
91,5.0, special case sale Price is not convenient ,Positive,0.4019,Positive
92,5.0, Great place to eat and play There is a long wait at the restaurant on weekends ,Positive,0.7579,Positive
93,5.0, Hanwoori Shabu Shabu Kalguksu is delicious but its cheap ,Positive,0.3291,Positive
94,5.0,A very nice mallGreat cafes plenty restaurants and shopping possibilities The aquarium was a very pleasent surprise Worth a couple of hours The tower and the Lotte World Park is on the to do list Strolling along the lakes behind the ,Positive,0.7674,Positive
95,4.0, outing with friends I had a good look ,Positive,0.7184,Positive
96,4.0, Its like visiting the landmarks of each country when you go abroad Korea can be indifferent but still worth a visit ,Positive,0.4019,Positive
97,5.0, Visit Seoul Sky Great spot Pleasant visit ,Positive,0.8126,Positive
98,5.0,Great,Positive,0.6249,Positive
99,5.0,An incredible view,Positive,0.0,Neutral
100,4.0, 4D is less realistic Everything else is satisfactory ,Positive,0.3612,Positive
101,5.0,Excellent but too crowded,Positive,0.3291,Positive
102,5.0,Super,Positive,0.5994,Positive
103,5.0, Its so wide that my legs hurt and I have to be prepared to line up anywhere at mealtime ,Positive,-0.3612,Negative
104,4.0, Stayed for 12 nights at Signiel The guard on the first floor does not allow you to take pictures ,Positive,-0.1695,Negative
105,5.0,Fun,Positive,0.5106,Positive
106,5.0,Its a must to see Tip Talk to the assistant and ask to do discount on tickets Its easier when you are in even a small 3 people group,Positive,0.4215,Positive
107,5.0, Signiel Hotel Lounge Good to drink tea or coffee while looking at the scenery ,Positive,0.4404,Positive
108,5.0, My personal opinion is that its worth a visit The view from the observation deck on the top floor was good ,Positive,0.6808,Positive
109,4.0,A very popular tourist spot these days,Positive,0.4754,Positive
110,5.0, It is the largest shopping mall in Jamsil There are many places where people of all ages can visit and experience ,Positive,0.0,Neutral
111,5.0,Good,Positive,0.4404,Positive
112,2.0, Optimal food for money This is a place for a specific person ,Negative,0.3612,Positive
113,5.0,Home to GORDON RAMSAY BURGER the sky tower thing and many shops,Positive,0.0,Neutral
114,3.0, I cant eat because there are so many people on the weekend ,Negative,0.0,Neutral
115,5.0,Yesterday was my first time visiting seoul and lotte towerbest experience of my lifeand that too with new friends You should visit lotte tower onceyou will feel like u r on top of the JUST AMAZING,Positive,0.8986,Positive
116,5.0, Lotte Tower  If you make a lunch set the purchase ticket for that day will be cheaper  The place where the floor is glass is thrilling and fun  ,Positive,0.7506,Positive
117,3.0, The view of the hotel is good but the swimming pool is small and there is not much to eat in the morning ,Negative,0.2382,Positive
118,5.0, I went shopping and ate You can also take a walk around Seokchon Lake ,Positive,0.0,Neutral
119,5.0, Very expensive but for such a view you can pay that Very expensive but you get such a view dont miss it ,Positive,0.017,Neutral
120,4.0,Split in two worlds one for the rich and the other for everyone else Enjoyable experience with lots to see ,Positive,0.7579,Positive
121,5.0, There are so many different things that I can play all day ,Positive,0.34,Positive
122,5.0, Its been a while since Ive visited but a lot has changed ,Positive,0.0,Neutral
123,5.0, Koreas Landmark Lotte World Tower I want foreigners to see it when they come to Korea ,Positive,0.1531,Positive
124,3.0, Once the parking fee is paid food is expensive and if you are going to buy luxury goods it would be better to buy it here ,Negative,0.4404,Positive
125,5.0, The observatory is nice but its okay to eat shaved ice on the 79th floor and watch ,Positive,0.5023,Positive
126,4.0,Fast track tickets are very useful,Positive,0.4927,Positive
127,5.0,Have many shops to enjoy Also have nice restaurants Clean and easy to access public transportation It has aquarium that well maintained,Positive,0.9136,Positive
128,5.0,Recommend once visiting Seems over hyped Ticket seems bit expensive,Positive,0.3612,Positive
129,4.0, Cool suitable for sights deducted one star because of Mano ,Positive,0.3182,Positive
130,5.0,SO BEAUTIFUL,Positive,0.6361,Positive
131,5.0, The height of the 220story building is 555m making you feel dizzy when looking down ,Positive,-0.2263,Negative
132,5.0, If you travel to Korea you definitely have to visit the Lotte World Tower  ,Positive,0.4019,Positive
133,4.0, As it is the largest in the country there were many people ,Positive,0.0,Neutral
134,5.0, Nice view a bit scrambled everything but its worth visiting I wanted to take the experience of crossing the bridge but it was closed ,Positive,0.5023,Positive
135,5.0, Because I can see the city of Seoul I love it ,Positive,0.6369,Positive
136,5.0,Always an experience Massive Loads of people around Very convenient,Positive,0.0,Neutral
137,5.0,nice  tower,Positive,0.4215,Positive
138,5.0, Things to do things to do rest area food nothing is missing ,Positive,0.2235,Positive
139,5.0,Amazing,Positive,0.5859,Positive
140,5.0, Lotte World Tower is still luxurious and wonderful even after visiting again after 3 years You can go up to the highest floor by elevator in 1 minute and the view of downtown Seoul from the outdoor terrace is truly ,Positive,0.765,Positive
141,5.0,Great engineering marvel similar to the New York WTC It has 125floors and the lift takes you in a minute there Entry fee is applicable which is not that expensive Lots of branded shops and restaurants Very well maintained,Positive,0.8516,Positive
142,4.0,This place is so huge an theres so much to see  They have all the high end name brand stores Everything is beautifully elegant,Positive,0.8687,Positive
143,2.0,Je me demande bien pourquoi ils ouvrent quand il ne fait pas beau Je ne pensais pas que la vue pouvait tre si bouche mais eux le savent et continuent de faire payer le billet 20 000 pour ne rien voir du tout,Negative,-0.128,Negative
144,4.0,Very small and filled with 12h long queues of people for each ride where one ride takes about 30s to 1min so in case of visiting its better to pay extra for vip entrance not to waste time waiting in the qq,Positive,0.6036,Positive
145,5.0,Spectacular tower and views from the top,Positive,0.2023,Positive
146,5.0,Tienda departamental impresionante aunque sea de pasada hay que entrar,Positive,0.0,Neutral
147,5.0,Tasurotlar mazza Ayniqsa lift juda tez,Positive,0.0,Neutral
148,5.0,Beautiful views,Positive,0.5994,Positive
149,4.0,Lotte World has improved over the last decade It is no longer like an old mall but has been renovated to current sophistication,Positive,0.296,Positive
150,5.0, expensive But everything is there A modern version of the saying that there is nothing Lots of restaurants Good for a date good for shopping good for family and good for things to do However the overall price ,Positive,0.9468,Positive
151,4.0,Saw Tom Cruise  Love him,Positive,0.6369,Positive
152,5.0,Great views of the city If you go at dusk youll see both day and night views,Positive,0.6249,Positive
153,5.0,Once in a lifetime kind of experience,Positive,0.0,Neutral
154,4.0, I think it would be better to go on a day when the weather is nice ,Positive,0.6908,Positive
155,5.0,Was a once in a lifetime experience going on the  Sky bridge We felt safe and secure the entire time Would highly recommend this,Positive,0.796,Positive
156,5.0, I thought it would be the same as the scenery I saw right away at the hotel but it was better ,Positive,0.5927,Positive
157,4.0,Costo biglietto per gli adulti un po alto ma ne vale la pena,Positive,-0.5574,Negative
158,5.0, There is an observatory or an aquarium in addition to watching a movie eating a meal and I often go to the World Tower itself rather than an amusement park ,Positive,0.3612,Positive
159,5.0, Lotte World Nogu Tower Shopping was good I used to drink a lot of rice ,Positive,0.4404,Positive
160,5.0,goooood,Positive,0.0,Neutral
161,5.0,Lindoooo,Positive,0.0,Neutral
162,4.0,Its very VERY big Got lost multiple times trying to navigate from the theme park to the mall to the department store However the staff everywhere are friendly and helpful The department store itself is very extensive but I mostly ,Positive,0.2236,Positive
163,5.0, Today we had an Art Q event on the 76th floor Viewa Art The 76th floor can only be accessed through the lobby of the Seoul Hotel ,Positive,0.0258,Neutral
164,5.0,Awesome experience and obviously best views of the city Also very well organized and easy to get to the top,Positive,0.9371,Positive
165,5.0,Its a well thought design and most beautiful building Its wow and the experience was amazing I would not mind for the second visit,Positive,0.9312,Positive
166,4.0, I visited with my family during the holidays Currently as we are doing an exhibition related to whales you cannot enter immediately but you can enter after seeing the exhibition underground ,Positive,0.2023,Positive
167,5.0,We stayed at Signiel hotel 90th floor in Lotte Tower Its awesome view Totally worth it,Positive,0.7425,Positive
168,5.0, Anywhere in the world the observatory is worth a visit If you make a reservation in advance it is cheaper and you can enter directly with the QR ,Positive,0.2263,Positive
169,5.0, It was very overcast due to the fine dust in China but I recommend visiting on a sunny day ,Positive,0.81,Positive
170,5.0,DO IT so fing amazing and breathtaking,Positive,0.7951,Positive
171,3.0, It is not recommended to visit when it is raining or cloudy In clear weather you can even see Incheon It would be nice if the movement guide was a little better and I wish there were more things to enjoy or to ,Negative,0.9065,Positive
172,5.0,Absolutely stunning view Theres a cafe right on the top which serves ice cream thats really tasty I highly recommend you take the Seoul sky tour when you visit Seoul You wont regret it,Positive,0.8435,Positive
173,5.0,Tallest,Positive,0.0,Neutral
174,5.0,The view from above is superb You must try the sky restaurant,Positive,0.6249,Positive
175,5.0,Amazing,Positive,0.5859,Positive
176,3.0, Parking is not recommended It was not a good experience as there was no discount for parking at the museum ,Negative,-0.6367,Negative
177,5.0,Great excellent wonderfull,Positive,0.8316,Positive
178,5.0,A must go for all in Seoul,Positive,0.0,Neutral
179,2.0, Is it worth paying 30000 won to take the elevator The glass looking down is almost opaque making it difficult to see underneath ,Negative,0.4767,Positive
180,4.0,This observatory is situated on the 117123 floor of Lotte world tower the tallest building in South Korea,Positive,0.0,Neutral
181,5.0,One of the tallest building in the world I really enjoyed my visit to Soul,Positive,0.5563,Positive
182,5.0,seoul from birds eye view,Positive,0.0,Neutral
183,4.0,Great experience to see the Seoul skyline,Positive,0.6249,Positive
184,1.0,It was our fault that we visited on a school holiday World School Festival or something like that The entire park was overrun by middle and high school students all still in their school uniforms when we arrived after lunch The lines ,Negative,0.6908,Positive
185,5.0, There were many horses and horses during construction but now Seoul is like the Eiffel Tower in Paris ,Positive,0.5023,Positive
186,5.0,Amazing,Positive,0.5859,Positive
187,5.0, Its a wonderful trip with the family The night view of Seoul is really nice ,Positive,0.7778,Positive
188,5.0, restaurant visit The parking fee is 300 won for 10 minutes Do supermarkets and restaurants do not support parking fees ,Positive,0.3489,Positive
189,5.0, I made a reservation in advance and there was no wait The hamburger cake is very juicy and the truffle flavor of the french fries is very good ,Positive,0.2484,Positive
190,4.0, Use of Tower Bridge over the age of 12 a Son is disappointed ,Positive,-0.4767,Negative
191,4.0, It was my first visit but it is very difficult to find the elevator ,Positive,-0.5704,Negative
192,5.0, A place to visit at least twice during the day and at night ,Positive,0.0,Neutral
193,4.0, I have lunch plans with a friend Ive been to I searched for a good place in advance and went haha 5th and 6th floors Seoul Seoul 3080 I came here to have lunch and a cup of tea ,Positive,0.8442,Positive
194,5.0, Lotte is the best World Tower Signiel Avenuel Lotte Department Store Lotte Cinema Lotte Mart Lotte World Chairman Shin Kyukho and less Nongshim Lotte is currently one of the best companies in Korea and I respect the ,Positive,0.91,Positive
195,5.0, Amazing view Beautiful panorama Several floors and each of them with different attractions ,Positive,0.8885,Positive
196,5.0, Looking down from a high place forgotten memories are revived and new dreams are created If you come here yes ,Positive,0.6705,Positive
197,5.0, It was nice to go around sunset time It was a weekday so there were not many people ,Positive,0.4215,Positive
198,5.0,very impressive location with a stunning view,Positive,0.7346,Positive
199,4.0, I stopped by the World Tower pharmacy ate coffee watched a movie and had a meal Its great but there are many places where parking discounts dont apply ,Positive,0.2732,Positive
200,4.0, Its great for outings with children but its already getting hot outside ,Positive,0.3716,Positive
201,5.0, It was confusing because there were several entrances but there was a guide so it was not difficult to find ,Positive,0.2993,Positive
202,5.0,Nice view Can recommend,Positive,0.6486,Positive
203,4.0, Rainy evenings are cheaper Its so high it doesnt feel real Its just terrifying hehe ,Positive,-0.6124,Negative
204,5.0, We were there in the evening and therefore didnt have to wait and got discounted tickets A visit at night has a completely different vibe Seeing the city at night is breathtaking ,Positive,0.4939,Positive
205,4.0, People go crazy no place to sit in cafes I was just watching ,Positive,-0.5574,Negative
206,5.0, Okay its much better than the Thailand Observatory but when it comes to eating Thailand has a better value for money ,Positive,0.8537,Positive
207,5.0, Isnt there a playground like this in town A good place to go anytime and with anyone ,Positive,0.1999,Positive
208,4.0, 34th 33rd 32nd floor Interior work is here ,Positive,0.0,Neutral
209,4.0, Compared to Seoul Tower there are a lot of things to see haha Viewpoint acknowledged ,Positive,0.4588,Positive
210,5.0, I went to the dutyfree shop so it was really good for shopping because there were no people there before ,Positive,0.2484,Positive
211,5.0,Cool,Positive,0.3182,Positive
212,4.0, It was a new experience but when it was released from the parking lot it was crowded with the cars shipped from the department store so it was inconvenient to be crowded ,Positive,-0.5416,Negative
213,5.0,Commercial and business center,Positive,0.0,Neutral
214,5.0,good,Positive,0.4404,Positive
215,2.0, I dont live in Seoul so Im not impressed because its the afternoon It sounds like youre trying to make a story with a flying whale or a oneminute video but its a waste of money The building itself is not ,Negative,-0.5939,Negative
216,5.0, I loved the beauty and organization of every detail I will definitely go back there ,Positive,0.886,Positive
217,5.0,Although I am scared to the highs this wasnt as scary as I thought I enjoy the view and the small interaction between the staff and the visitors just make sure yo go when the weather is good otherwise will not be as worthwhile as you think it may be,Positive,0.7263,Positive
218,5.0,Beautiful view from the observation deck before we went to the elevator that took us to the 117th floor we saw a small exhibition A place worth a visit,Positive,0.7003,Positive
219,5.0,Sky Bridge was a great experience,Positive,0.6249,Positive
220,3.0, Lets go just once Ive been there so I wont go ,Negative,0.0,Neutral
221,4.0, I went to see the scenery at sunset with my family However I missed the sunset because I was waiting for the observatory elevator to see the planned exhibits but the night view is nice Its a good memory on a ,Positive,0.7876,Positive
222,4.0, There are various things to see and eat in the shopping mall ,Positive,0.0,Neutral
223,5.0,Awesome,Positive,0.6249,Positive
224,5.0, LA Brother Ribs LA Housewife LA Jung Sunghee ,Positive,0.0,Neutral
225,5.0, On the next day if you focus on the view check the weather a bit The ticket can be used to take photos and choose photos to buy or not to buy There is also a dress to go up the bridge above But with small ,Positive,0.0,Neutral
226,5.0, Perfect look like Lotte There are fewer people if you go in the morning First review ,Positive,0.7351,Positive
227,4.0, Good view but a bit pricey and there are similar good views from other vantage points ,Positive,0.7003,Positive
228,4.0, Its good Its good The path of movement The garden hits the ground ,Positive,0.7003,Positive
229,3.0, A good place to finish your Jamsil trip  While looking at Jamsil a billboard called  Todays Best View  stands in ,Negative,0.7964,Positive
230,4.0,Nice view Shopping and dinings,Positive,0.4215,Positive
231,5.0, You can see an aerial photographic view and witness planes passing in front of your eyes The road looking down through the transparent glass is rather high so it is ,Positive,0.0,Neutral
232,4.0,Amazing view Very easy to access by using the metro The mall is a place u definitely want to check out,Positive,0.8748,Positive
233,3.0, Lotte Tower is tall It was interesting and fun ,Negative,0.7184,Positive
234,5.0, Its delicious every time I go to Iseongdang Bakery Its a bakery that started in Gunsan ,Positive,0.5719,Positive
235,5.0,Very impressive tour the visit is very fun and the value for money is interesting Unobstructed view of Seoul which allows you to understand the extent of this city I recommend,Positive,0.9298,Positive
236,4.0, Its very accessible and there are so many things to eat and see around ,Positive,0.0,Neutral
237,5.0,Awesome,Positive,0.6249,Positive
238,4.0, Expensive but all in one place all you can shop place ,Positive,0.0,Neutral
239,4.0, The view is good  But I dont know what else is better ,Positive,0.7003,Positive
240,5.0, It is 555 meters high and we went up to the 123rd floor Higher than Magao Tower ,Positive,0.0,Neutral
241,5.0, Lotte World Ice Rink It was a Sunday morning and it was quiet ,Positive,0.0,Neutral
242,5.0,The view is super amazing and the tower observatory experience is lovely Id recommend you go on a clear day and during the night to see all the lights The 123 lounge can be skipped The milk bar should not be skipped ,Positive,0.9485,Positive
243,5.0, You can go up to the 123rd floor and look around Seoul and there are many different stores so it is good for shopping ,Positive,0.4877,Positive
244,5.0,Definetly worth visiting while in Seoul,Positive,0.2263,Positive
245,5.0, Worth a visit once The section where the bottom is transparent is quite dizzying I was worried that I had to wait for an hour to get on the elevator but I was ,Positive,-0.0726,Negative
246,3.0, I had a great time with my family There is a lot to see a lot of people and the waiting time is long in a long line ,Negative,0.6249,Positive
247,1.0, I went to Suwon with my two sons for the first time My previous experience abroad I was thinking about it and ,Negative,0.0,Neutral
248,5.0, Very beautiful park beautiful architecture pleasant neighborhood I really liked it Its amusement park is also well maintained ,Positive,0.9606,Positive
249,5.0, Be sure to visit at least once If you are going go at night The view from the observation deck is no joke ,Positive,0.3182,Positive
250,4.0, There doesnt seem to be much to shop for Its great to go to the department store next door and take a walk around Seokchon Lake ,Positive,0.6249,Positive
251,4.0, There are a lot of people so it is recommended to go during the opening time ,Positive,0.2648,Positive
252,4.0,The weather was not great but the view over seoul was great,Positive,-0.7641,Negative
253,3.0, Finding the way is complicated and you have to pay for parking no matter how much you use it ,Negative,-0.3612,Negative
254,5.0,Amazing place,Positive,0.5859,Positive
255,5.0,One of the tallest towers in the World This place is a must see when visiting the beautiful city of Seoul There are many things to do within the tower such as an aquarium mall and plenty of restaurants,Positive,0.5994,Positive
256,4.0, It is recommended to go at sunset and see the night view of Seoul Well when you first enter you will be asked if you want to take a family ,Positive,0.4939,Positive
257,5.0, Unlike the neat exterior the closer you look the more overwhelming the skyscraper with the missing lines ,Positive,0.2023,Positive
258,5.0, It was the second highrise tower I visited after the CN Tower in Canada I went with my parents in the countryside on Mothers Day and it was better than I thought I think it was better because there is less fine ,Positive,0.7436,Positive
259,5.0,Lotteria massisutyo,Positive,0.0,Neutral
260,5.0,Did a walkin Wasnt sure where to go to start the ticketing as there was a small crowd But once we figured it out the process was great The pricing was reasonable ,Positive,0.7326,Positive
261,5.0, Its pretty good but it feels like a department store The observation deck is recommended when there are no clouds ,Positive,0.6908,Positive
262,5.0, Its a place I reserved for dinner on Mothers Day but I go there sometimes but every time I go there are a lot of people so its best to make a reservation ,Positive,0.803,Positive
263,5.0,See the Seoul from the sky touching high tower,Positive,0.0,Neutral
264,5.0, Im going to the 31st floor Weekdays from 6pm to the night view just good ,Positive,0.4404,Positive
265,5.0,The 6th tallest building in the world and South Koreas tallest building The Lotte World Tower I want to visit Seoul in South Korea,Positive,0.0772,Positive
266,5.0,"This place is huge. We visited because we needed something to do during a rainy day. So we went to the aquarium and walked around the mall. Lots of great places to eat that are very affordable.  We did not go to the tower since it was rainy and the view was not great. On a sunny day though, I'm sure it would be a great place to see.",Positive,0.9321,Positive
267,1.0,"Don’t bother going.  The view? Spectacular.  The elevator ride? Quite fun.  The rest? AWFUL.  It’s 90 degrees and they can’t even bother to turn on the AC properly? At more than $20 (27,000 won) per ticket, you’d think they’d at least provide that basic level of a service. Even though we went in the evening, it was so crowded without proper ventilation I felt dizzy.  The local 7-11 has better AC than this.  If you’re traveling with children or the elderly, seriously reconsider. Go to N Tower instead. This place is way overrated.",Negative,-0.6808,Negative
268,5.0,"Magnificent views across Seoul. Currently, still being influenced by Covid, there were no waiting times at all. Elevators bring you in lightning speed to the 119th(?) floor. From there a video show starts and ends after ~1 minute with a breathtaking view over Seoul. Afterwards you can stroll around freely on all 5 levels above, including a small cafe with reasonably priced coffee and other drinks. Even a small shop with gifts / souvenirs is available, if you are into those kind of things.",Positive,0.8225,Positive
269,5.0,seoul Lote Tower its amazing Tower. its smart tower. theres meny restaurants and caffe shops. really its amazing place for visit. i hope everyone will visit that place.,Positive,0.9217,Positive
270,5.0,Favorite part of the experience was to go up to the 122nd floor and look around and also to have a cup of (normally priced) coffee. The view is beyond spectacular.,Positive,0.4588,Positive
