,STAR,CONTENT,SCORE,COMPOUND,VADER
34,4.0, Very good But half a water person haha I am willing to visit again later ,Positive,0.7267,Positive
35,2.0, I thought I was going to have claustrophobia because there were so many people ,Negative,0.0,Neutral
36,1.0, Too many people even though there are too many Im really lost I think it would be better to limit the number of entries ,Negative,0.1548,Positive
37,4.0, Well decorated Compared to other aquariums I personally think its better ,Positive,0.6124,Positive
38,2.0, No fish Beluga is pretty but she looks lonely I will never go again ,Negative,-0.4118,Negative
39,5.0,Nice place and variety of items,Positive,0.4215,Positive
40,5.0,Nice place to enjoy with the family,Positive,0.7184,Positive
41,4.0,This is a very nice place to visit with your family You can probably spend about 34 hours with your family if you let your kids play as they want in their play areas I live a few hours away from Monterey Bay aquarium and Ive visited it ,Positive,0.8016,Positive
42,5.0,Ok,Positive,0.296,Positive
43,5.0,Large aquarium with diverse habitats and displays  Beluga Whale was in a good mood today and interacting with visitors,Positive,0.4404,Positive
44,5.0,Convenient location when combined with Lotte World Great discounts for foreigners Customer service is excellent The aquarium is phenomenal,Positive,0.8316,Positive
45,5.0,Aquarium in the mall nice,Positive,0.4215,Positive
46,5.0, There are many things to see and it was especially nice to meet a pretty beluga ,Positive,0.7425,Positive
47,5.0,So good ,Positive,0.4927,Positive
48,5.0,Best place for family with kids,Positive,0.6369,Positive
49,2.0, Weekend visits are more peoplewatching than fish  It was decorated nicely and cutely than I expected In particular in the place ,Negative,0.6369,Positive
50,5.0, mysterious If we become friends with Zeus can we go to a room similar to this ,Positive,0.4767,Positive
51,4.0, There are various types and the interior facilities are well done  ,Positive,0.2732,Positive
52,5.0,It was an amazing experience visiting Lotte World Aquarium Fish are adorable They make people happy,Positive,0.8934,Positive
53,5.0, By the way there are places where you can feed them but keep in mind that they are cash only ,Positive,0.0,Neutral
54,5.0,Best place ever visited so far,Positive,0.6369,Positive
55,4.0, Lotte Tower Aquarium I went with Lotte Tower Is it bigger than the 63 Building Many young mothers bring their babies in strollers ,Positive,0.0,Neutral
56,5.0, It was fun but there were a lot of people I havent seen much though ,Positive,0.2846,Positive
57,5.0,Good   ,Positive,0.4404,Positive
58,4.0,Very nice experience overall,Positive,0.4754,Positive
59,4.0, Although the overall size is small the large tank is spectacular ,Positive,0.0,Neutral
60,5.0, There was a lot to see and it was fun to take pictures If you buy a ticket to use the observation deck and the aquarium in one day you can visit it at a slightly cheaper price ,Positive,0.5106,Positive
61,5.0, Yesterdays school Totogi Aquarium family outing at our school The sun was setting and my mother applied and went yesterday so I went too early and couldnt see my friends so it was an hour and a half away but then ,Positive,-0.1967,Negative
62,3.0, There is less variety than expected The beluga looks good ,Negative,0.4404,Positive
63,5.0, Its perfect to take with elementary and low graders and kindergarteners Its accessible and easy to get around Except its a weekend so theres a lot of people ,Positive,0.6705,Positive
64,5.0,Really nice place with friendly personnel Good service,Positive,0.8479,Positive
65,4.0, There are a lot of events so you can actually enter at a price in the low 20000 won range but since you see everything it feels like the regular price ,Positive,0.6187,Positive
66,5.0, It is different from the COEX Aquarium Its so good to go with the kids  ,Positive,0.5777,Positive
67,5.0,Rt thch Ngm c nhiu ng vt Chng n rt hi hc ,Positive,0.0,Neutral
68,3.0, It is the largest among the Seoul Aquariums but it would be nice to see it together with the observatory on a sunny day as a package ,Negative,0.8126,Positive
69,5.0, Thank you just for seeing the sea animals in the middle of Seoul ,Positive,0.3612,Positive
70,3.0, composition is good Discount tickets for viewing after 5pm are also good value for money But until there Due to the nature of the location on Sundays parking is difficult from hello ,Negative,0.09,Positive
71,5.0,Really amazing I enjoyed every second of the visit  The staff is so friendly and helpful they try to communicate no matter what thats something I appreciate because corean language is very difficult  beautiful but difficult so in this case Ill give them 5 stars and if I could Ill give more ,Positive,-0.3962,Negative
72,5.0,Lots of variety in the exhibits Not the biggest aquarium but such a wonderful diversity in the types of animals and the way they are presented Several places where youre walking through tunnels with sharks rays and fish on all sides; ,Positive,0.7227,Positive
73,4.0,Good to be with kids,Positive,0.4404,Positive
74,5.0,Great place,Positive,0.6249,Positive
75,5.0, It is good to make useful and fun memories with babies At the beginning crocodiles seem too scary for toddlers It is also recommended to skip ,Positive,0.7717,Positive
76,5.0, Very good is more than aquarium There are a variety of fish including crocodiles bellulas and seals Most of them are organized into small tanks There are water tanks and coral displays as well Wow for a ,Positive,0.8439,Positive
77,3.0, If its in front of the house its worth visiting once instead of the fishing port ,Negative,0.2263,Positive
78,5.0,One of my favorite places in the Lotte TowerDepartment Store Doesnt matter how many times you go you will always find somethig new and will enjoy the fish tanks it takes around 2hours to see everything but totally worth it,Positive,0.7052,Positive
79,5.0, The onsite kiosk family ticket purchase was cheaper than the telecommunication company discount 30 It is unfortunate that Belarus meet ,Positive,-0.4588,Negative
80,5.0, Having a good time with our family Because the child wants to go to the aquarium ,Positive,0.4404,Positive
81,5.0, The route is inconvenient but its good  The movement line This guys movement line is very inconvenient ,Positive,0.0129,Neutral
82,5.0, By far the best Ive been to lately Children seem to love it There are a lot of people so take that into consideration ,Positive,0.8555,Positive
83,4.0,Soso,Positive,0.0,Neutral
84,3.0,Ive been here quite a few times Its nice to see all the sea animals,Negative,0.4215,Positive
85,5.0, Its a great place to come with kids Beluga and penguins are so cute ,Positive,0.8388,Positive
86,5.0,Well organised and well maintained aquarium Special zoomin glasses for kids at various sections,Positive,0.7096,Positive
87,3.0, I went together with the Lotte Tower Observation Deck but I didnt go to an aquarium here and there so it was just that I think a house with children would be fine ,Negative,0.296,Positive
88,4.0, I was a little nervous at first I had a lot of fun ,Positive,0.3597,Positive
89,5.0,Amazing experience,Positive,0.5859,Positive
90,5.0, hard to get to Comfortable and good after arrival ,Positive,0.7003,Positive
91,5.0, One of the best aquariums Ive ever been to Parking is not as expensive as I thought ,Positive,0.6369,Positive
92,5.0, Everyones favorite aquarium both adults and children  There were a lot of people when we went on Childrens Day The kids love the aquarium so they are the older ones but I went to a nearby ,Positive,0.5574,Positive
93,5.0,Beautiful,Positive,0.5994,Positive
94,5.0, It was my first time visiting this place and I couldnt help but admire the various fish dancing in the rhythm of the water boasting their beauty ,Positive,0.3049,Positive
95,4.0, Friendly explanations and a variety of fish Its a place everyone will love regardless of age but there are too many people ,Positive,0.5719,Positive
96,4.0,I cannot see fish but people,Positive,0.0,Neutral
97,5.0, When I was a child I enjoyed watching it with my mom ,Positive,0.5106,Positive
98,5.0, Its a great place to go with a discount Instead it is difficult to see it for a long time and the optimal viewing time is about 3 hours There are also photo zones and lots of cute fish ,Positive,0.7964,Positive
99,4.0, A great place to go with kids and friends You can get a discount on the parking lot if you use it here They dont give discounts on meals It looks huge but it ends quickly when you turn around  there is a ,Positive,0.6428,Positive
100,5.0, I was surprised at how large and spacious it was than I expected ,Positive,0.2263,Positive
101,5.0, There are so many different types and there is a space where children can play There are many photo spots but it was hard but it was fun ,Positive,0.6757,Positive
102,5.0, I saw a lot of fish and I love taking pictures so its a good date ,Positive,0.8115,Positive
103,3.0, Other than the white dolphin honestly its better than other aquariums I dont think ,Negative,0.7096,Positive
104,5.0,Children friendly great fun and  experience,Positive,0.891,Positive
105,5.0, If you go too early the otters are sleeping It was impressive to see the penguins flying ,Positive,0.5106,Positive
106,4.0, I went to see the aquarium with the kids from the Chunghyeon Welfare Center ,Positive,0.0,Neutral
107,5.0, The water is very clean and there is no fishy smell peculiar to the aquarium There are rare animals such as beluga and sea lion The super large aquarium is really great You can look down from above or look up from ,Positive,0.893,Positive
108,5.0, Its good to be able to experience an aquarium nearby Shopping and dining at the same time In particular there are event tickets for 3 or 4 people so it is much better ,Positive,0.7003,Positive
109,4.0, You can see the aquarium nearby and there are many experience events inside so there are many things to enjoy Inside cafe goods corner photography feeding etc But unfortunately Its not a very large ,Positive,-0.25,Negative
110,5.0, I saw the fish in the aquarium The enchanting sight I also saw a walking stingray I was moved by how the scuba diver feeds it and eats it with a cute little mouth ,Positive,0.4588,Positive
111,4.0,Great and beautiful Aquarium the price is ok I think some animals would need a bigger aquarium especially the Beluga Whale,Positive,0.8807,Positive
112,4.0, Unfortunately there are no sharks otherwise not bad I would like to see more shows ,Positive,-0.4329,Negative
113,5.0,The combined ticket for the aquarium and the tower was 39000kw and was worth it the exit is quite difficult to find haha but still a must see experience,Positive,0.1415,Positive
114,4.0, It was not big compared to other places but it was good to walk around Parking is easy and there werent many people when it was open ,Positive,0.8271,Positive
115,4.0, The time to visit is a little shorter than Ilsan or other Hanwha Aquariums but there are a variety of fish species and the beluga trying to communicate with people covers everything At the same time as approaching ,Positive,0.0,Neutral
116,4.0, Although it is smaller than COEX you can see many living things and the gentle fragrance spreads out giving you a sense of care I was lucky enough to see a beluga and it was a fun and new experience ,Positive,0.9274,Positive
117,4.0, Its pretty and its a good place to go together Its a pity that the deadline is at 8 ,Positive,0.5994,Positive
118,5.0, If you go on a weekday its honey You can enjoy leisurely ,Positive,0.4939,Positive
119,4.0,Not a bad aquarium best feature was the seals atleast 3 They would follow light around in circles The whale was also really cool to see Lots of different exhibits pig nose turtles jelly fish eels rock fish and a juvenile crocodile,Positive,0.2675,Positive
120,5.0, Although it may not be said that the costeffectiveness is good it seems to be enough to show the children at least once ,Positive,0.4404,Positive
121,5.0, Making memories with my son  studying  happiness  I saw nemowadori ,Positive,0.5574,Positive
122,5.0, COEX is another attraction I liked the atmosphere and theme If the time is right there are also activities for children to experience ,Positive,0.7003,Positive
123,4.0, Parking 4800 won for up to 4 hours 500 won for every 10 minutes after that ,Positive,0.8126,Positive
124,4.0,Bigger than I expected good variety of fish but many of the tanks seem too small for the species of fish or the number,Positive,0.34,Positive
125,5.0, Grownups looking for lost dreams Kids can enjoy and enjoy all the fish The penguins I saw last were really cute ,Positive,0.8777,Positive
126,5.0, If you come during the daytime you can see the feeding and the active fish ,Positive,0.4019,Positive
127,4.0, facilities are very clean I think its better than any other aquarium But confinement of animals ,Positive,0.4491,Positive
128,4.0,Its really ocean  world by human,Positive,0.0,Neutral
129,5.0, It was well maintained and it was so pretty Its a bit sad that I didnt see my beluga friends but Im very satisfied ,Positive,0.8046,Positive
130,5.0, I went with my mother and child with a ticket The older the child is the more they see and the longer they stay  I think you should extend the parking for 4 hours more ,Positive,0.1779,Positive
131,5.0, Children really like it and as an adult I also enjoyed it ,Positive,0.7264,Positive
132,5.0, Its bigger than I thought and there are a lot of babies beluga cute ,Positive,0.4588,Positive
133,5.0, I canceled the annual membership and went there for a year Almost every weekend I come with my wife and my youngest son and my son likes it every time we come its fun and the annual membership is not wasted I am ,Positive,0.8284,Positive
134,5.0, beluga is cute Beluga is the best ,Positive,0.802,Positive
135,4.0, Great place to spend time with kids With Beluga ,Positive,0.6249,Positive
136,5.0, It was my first time coming to Jamsil because I dont have any business to visit I thought the aquarium was only in COEX but I wondered what it would be like to say that it is also in Jamsil There is an aquarium ,Positive,0.5023,Positive
137,5.0,Good place for children,Positive,0.4404,Positive
138,5.0,It was a lot nicer than I expected Since it was so small I didnt think there would be much to see However there were a lot of sea animals There are stations where you can feed the fish My personal favorite was seeing the beluga ,Positive,0.7096,Positive
139,5.0, I went to see the beluga There are a lot of neat and pretty marine creatures I was a little tired of waiting for the beluga ,Positive,0.5563,Positive
140,4.0, There is a lot to see but it is quite dark when you first enter and the place is wide so it is easy to get lost so you can get lost or see what you have already seen People who do not know the road well have the ,Positive,0.249,Positive
141,5.0, It was really good I came to the aquarium after a long time but I thought it was good to come and I was so happy It was a good time when I was alone but not lonely at all ,Positive,0.961,Positive
142,4.0, kids like it It is best to avoid weekends and holidays too many people ,Positive,0.7964,Positive
143,4.0, On the weekends it is crowded and crowded Still a great place to spend time with kids ,Positive,0.6249,Positive
144,5.0, The 2nd visit was also recently made and clean I hope that the beluga whale will be dealt with quickly in good conditions As a tip do not make a reservation in advance ,Positive,0.8176,Positive
145,5.0, For two people admission is KRW 41000 well done inside Also recommended as a date course Lots of family visitors lots of kids but its fun haha ,Positive,0.886,Positive
146,1.0, Expectations are low because it is located in the tallest building in Korea The number of fish species the viewing window and the entrance fee are not ,Negative,-0.2023,Negative
147,4.0, Better than COEX 63 Aquarium Beluga Its a pity It must be frustrating ,Positive,-0.296,Negative
148,5.0,Awesome,Positive,0.6249,Positive
149,4.0, Lets go see the beluga Its good to go once If you go twice Doesnt it look like fun ,Positive,0.6237,Positive
150,4.0, Its really spacious so theres a lot to see If theres one thing I regret it looks lonely because Beluga is alone ,Positive,-0.743,Negative
151,5.0,Amazing,Positive,0.5859,Positive
152,5.0, A great place for a long outing with children or lovers The last penguin is so cute ,Positive,0.9075,Positive
153,5.0, Bigger than I thought so much to see mysterious expensive ,Positive,0.0,Neutral
154,5.0, Adele and granddaughter Orenman in Busan during Lunar New Year holidays I came to Seoul and went to the Jamsil Aquarium ,Positive,0.3818,Positive
155,4.0, I thought it would be small but it was so good with colorful things to see The children are happy ,Positive,0.9034,Positive
156,3.0, I watched it with no expectations so I didnt expect much ,Negative,-0.296,Negative
157,5.0, I went to the COEX Aquarium about 10 years ago and it was my first time there but youIt was great Previously I thought that the aquarium was a waste of money but I never ,Positive,0.4497,Positive
158,5.0, I went back after a long time  Compared to before the facilities looked a little outdated and the water inside ,Positive,0.0,Neutral
159,5.0, More fun for adults than children Its so fun in the sea you dont know how time flies ,Positive,0.8012,Positive
160,2.0, The aquarium is located in the tallest building in Korea I went with high expectations but it was worse than Ilsan ,Negative,-0.631,Negative
161,5.0, neatly done It is good to spend about two hours until elementary school students Beluga seals are located in a large area so you can see them moving actively ,Positive,0.765,Positive
162,3.0, It is difficult to see because there are too many people on the weekend ,Negative,-0.3612,Negative
163,3.0, Its not very big but there are places to rest Its okay to just take the kids to drink ,Negative,0.3291,Positive
164,5.0, It is the most active among the aquariums I have been to Beluga seemed to be the least stressed ,Positive,0.6161,Positive
165,4.0, Its shorter than I thought The size of the aquarium is a bit disappointing ,Positive,-0.4939,Negative
166,5.0, Its been a while since Ive been here and the variety of fish was fun ,Positive,0.5106,Positive
167,5.0,Very beautiful under ocean life Its located in the Lotte World Mall on B1 level Cost of the ticket is 36000 won as of 20220130 we found a 50 discount coupon for Lunar New Year,Positive,0.8357,Positive
168,4.0, There is an aquarium near the house so the kids really like it However it is a pity that a separate parking fee is charged and there is not a variety of marine life in the aquarium The aquarium has more colorful ,Positive,-0.0534,Negative
169,4.0, I didnt realize the time was passing because I was watching the fish in the large tank such as beluga and otter penguins and so cute ,Positive,0.5949,Positive
170,5.0, I went to the aquarium after a long time but it has changed a lot here and there There are still many people on the weekends I had a great time with my kids after a long time ,Positive,0.7684,Positive
171,5.0, Go to the house with children Its perfect to come down and see the market ,Positive,0.5719,Positive
172,4.0,Nice place for beat time,Positive,0.4215,Positive
173,4.0, There are many places to take pictures with children many fish and many things to see ,Positive,0.0,Neutral
174,4.0, The advantage of Lotte Aquarium is that there is a 4hour discount on parking lots 200 won per 10 minutes and a photo service charged ,Positive,0.5994,Positive
175,4.0, The water was a little cloudy than before It was a weekday but there were a few people ,Positive,0.0,Neutral
176,5.0, Some fish Poor Its good haha ,Positive,0.4215,Positive
177,5.0,Amazing Collection of Sea Creatures and Fishes  Kids would surely love it,Positive,0.8979,Positive
178,5.0, Penguins favorite place Woo Raegis favorite place Buy an annual membership and take advantage of weekdays ,Positive,0.8779,Positive
179,4.0,Better than coex aquarium,Positive,0.4404,Positive
180,5.0, It is a place where you can enjoy a stroll with a baby who has not yet turned into a baby The inside was bigger than I expected and there were various kinds of fish Even though the baby was strange it was in the ,Positive,0.34,Positive
181,5.0, good for a date Taking pictures of beluga is harder than I thought ,Positive,0.4404,Positive
182,5.0, Its good to take my baby along The aquarium is also large and there are many things to see Instead it is expected that it would be better to use weekdays rather than ,Positive,0.7003,Positive
183,5.0, I got a T membership discount so I went during winter vacation as a child but there were not many people and there were many interesting and pretty fishes so it was fun I got a discount on parking with an ,Positive,0.9286,Positive
184,5.0, I think it came 5 times Its nice to see a variety of fish species in Seoul If you buy it nearby we recommend an annual pass ,Positive,0.6486,Positive
185,5.0,Super well maintained place unfortunately due to COVID few activities were not availableworth visiting place when coming to Seoul,Positive,0.5574,Positive
186,5.0, B1 where the beluga lives Coffee and cafe inside ,Positive,0.0,Neutral
187,5.0, Aquarium and Seoul Sky in one day After riding the elevator that goes up to the 120th floor in 1 minute the groom and children say that they will not be able to see below ,Positive,0.0,Neutral
188,3.0, It was good at first but there hasnt been much change in several years and I feel sorry for the beluga ,Negative,0.128,Positive
189,5.0, If you want to feel a childlike feeling please come It is also the best as a date course ,Positive,0.8074,Positive
190,4.0, Much better than rumors  Routes can be a bit confusing ,Positive,0.25,Positive
191,3.0, It wasnt as good as COEX The fish arent as varied and out of 3 beluga fish are dead2 of them are dead and theres only one so it looks so lonely ,Negative,-0.8734,Negative
192,5.0, Its smaller than I thought but sometimes the kids like it ,Positive,0.5023,Positive
193,4.0, It is well organized so that you can have a good time indoors with your children ,Positive,0.6124,Positive
194,5.0,My son had a lovely time The exhibits were interesting and varied The facilities were clean and even during covid the rules were followed but you didnt feel it Go during the week for fewer crowds no ,Positive,0.3182,Positive
195,4.0, Cute and well decorated sorry for the space ,Positive,0.5859,Positive
196,3.0, It had the most fish species but it didnt feel grand and big The sea lion show was fun ,Negative,0.3027,Positive
197,5.0, My nephew liked it very much Best for traveling with children ,Positive,0.8062,Positive
198,5.0, I liked it very much 2 times as if for the first time  ,Positive,0.4215,Positive
199,5.0,Beautiful aquarium,Positive,0.5994,Positive
200,5.0, Lotte World Aquarium visited every two years I was able to visit at a low price through the card company event We issue a 4hour parking pass so it is not burdensome ,Positive,0.0598,Positive
201,5.0, I really enjoyed it There are many wonderful animals and I want to go there again ,Positive,0.8221,Positive
202,5.0, Its shorter than I thought but Im very satisfied if I go together on the way to Lotte Tower ,Positive,0.6297,Positive
203,5.0, Weekends are better than fish Lots of people but good facilities ,Positive,0.7003,Positive
204,5.0,Good to see with children,Positive,0.4404,Positive
205,5.0, Beluga dolphins will be returned to nature soon so hurry up to see them ,Positive,0.0,Neutral
206,4.0, It is said that the coex fire aquarium is better but the advantage of this place is that there is a lot of content to enjoy besides the fire aquarium and the underground restaurant is of good quality and cheap Our ,Positive,0.8316,Positive
207,2.0, The Ocean Pavilion is so lame There are not too many fish especially in the large tank ,Negative,-0.5598,Negative
208,4.0,Good place to meet Belluga,Positive,0.4404,Positive
209,5.0,I dont know how but all the fish love taking pics Beautiful place,Positive,0.9209,Positive
210,4.0, It was the most recent aquarium so it was nice to see a variety of fish species and the overall cleanliness of the facility It is recommended to purchase tickets online ,Positive,0.5945,Positive
211,4.0, Its not worth the money there are a lot of babies and its amazing haha ,Positive,0.7298,Positive
212,2.0,It is good for local aquarium but beluga should be freed  Not a suitable place for such animal,Negative,0.6705,Positive
213,5.0, Just looking at the beluga is good Parking discount honey ,Positive,0.4404,Positive
214,4.0, It has a fantastic atmosphere and is a space where people of all ages can enjoy Sadly three or two of the beluga died Its beautiful but its so friendly that its sad at the same time ,Positive,0.6339,Positive
215,5.0,Great place for kids and families Prefer on an afternoon at a weekday with limited crowd compared to weekend,Positive,0.4939,Positive
216,3.0, Due to the presence of Arabs and the overall revitalization of tourism every shopping mall must have a variety of halal foods ,Negative,0.0,Neutral
217,4.0, It will go in Busan we have a better oceanarium and much more ,Positive,0.4404,Positive
218,5.0,Maybe I was just in a bad mood but the aquarium cheered me up I loved it,Positive,0.8608,Positive
219,5.0,Nice Big with lots of animals,Positive,0.4215,Positive
220,5.0, Visited for a discount Its a bit difficult to go at my price but children like it but buying drinks for kids inside is very expensive I recommend buying drinks in advance and putting them in a bag And sooner or ,Positive,0.7325,Positive
221,5.0,Very fun,Positive,0.5563,Positive
222,3.0, Recommended for families with children who love aquariums ,Negative,0.7184,Positive
223,5.0,jwj,Positive,0.0,Neutral
224,3.0, Compared to other aquariums the overall number of individuals seems to be small It seemed pity that there was only one beluga alone in the large beluga aquarium ,Negative,-0.4404,Negative
225,3.0, A lot of fish are gone compared to before Maybe its because its a night ,Negative,0.0,Neutral
226,5.0, Aquarium I went to with my 10monthold baby Baby loved it ,Positive,0.5994,Positive
227,5.0, It was nice to be able to watch beluga with my son who wanted to see it ,Positive,0.4215,Positive
228,4.0, I think the beluga alone is worth seeing but each one has their own taste so I skip it I am thrilled to be able to communicate with people through eye contact through the glass of the aquarium so much ,Positive,0.5859,Positive
229,4.0, Lotte World Aquarium Review  Lotte World Aquarium has been with children so far ,Positive,0.0,Neutral
230,5.0, I got a Tmon discount and went there Im sorry I couldnt see Beluga because of Corona ,Positive,-0.0772,Negative
231,5.0, There are many things to show the child It seems like the route is convenient Parking is a bit disappointing ,Positive,-0.1779,Negative
232,5.0,Awesoooomeee,Positive,0.0,Neutral
233,4.0, There is a very good marine aquarium in the city center so I had a mysterious experience unlike usual It is a space for healing ,Positive,0.4927,Positive
234,1.0, I was sad because it was so small The aquarium was small and the big fish looked too difficult I paid the membership fee and refunded it ,Negative,-0.6808,Negative
235,5.0, Visited on holiday with a friend It wasnt as big as I thought because I went to an aquarium overseas but I think Ill like it if I go with the kids  I feel like Ive returned to my childhood after a long time ,Positive,0.6956,Positive
236,4.0, It is good to change the concept frequently Its a pity that the beluga part is difficult to improve Food and beverage intake zone in the middle is too narrow Many children wouldnt pass it by but its too small ,Positive,0.1406,Positive
237,5.0, I went with my 10monthold daughters and they really liked it  ,Positive,0.4754,Positive
238,4.0, Do something after paying the full price and use discounts coupons social commerce etc as much as possible ,Positive,0.0,Neutral
239,5.0,The penguins were cute,Positive,0.4588,Positive
240,4.0, I was thinking of going but I really enjoyed watching 50 of TDay because it was a weekday so there werent many people and it was good ,Positive,0.867,Positive
241,5.0, If you expect sharks you will be very disappointed There is no feeling of being wasted because there is a variety of papers If you have time we recommend Lotte Tower and package products ,Positive,-0.6997,Negative
242,5.0, I had good memories with my motherinlaw  It felt like a dolphin in the deep sea smiling and going ,Positive,0.8126,Positive
243,4.0, I had a great time with my child However there was a lot of disappointment because there were not many kinds of paper and the tank was not large ,Positive,0.2023,Positive
244,4.0, Perfect for spending time with your grandchildren There was plenty to see ,Positive,0.5719,Positive
245,4.0, It was nice to see the fish But its a pity that there are too many people on weekends and holidays ,Positive,0.3612,Positive
246,5.0, Better than Samsung Still it seems that the children who are imprisoned cannot do anything pitiful ,Positive,0.367,Positive
247,4.0, Parking fee is reduced for up to 4 hours Lots of people but lots to see ,Positive,0.0,Neutral
248,1.0,ANIMAL NEED FREE LIFE  NOT PRISON AQUARIUM  ITS SHAME ,Negative,0.4408,Positive
249,5.0, Visiting an aquarium is very cool the calmness of the fish is a little bit of the beauty that exists in the immensity of the sea fish of various species and colors I thought it was small but it was very well ,Positive,0.8057,Positive
250,5.0,Very attractive and awesome place in seoul,Positive,0.8204,Positive
251,5.0, Its a great place to go with kids in the suburbs of Seoul ,Positive,0.6249,Positive
252,4.0, Okay the beluga is also amazing but I wish it was a little bit bigger Its not as big as the newer aquarium hehehe ,Positive,0.7506,Positive
253,4.0, Located in front of Aqua Garden on the B1 of Lotte World Mall Jamsil Impressive clean and wellmaintained interior ,Positive,0.7184,Positive
254,4.0, There are many things to see but not long considering the parking fee ,Positive,0.0,Neutral
255,4.0, Its been a while since Ive visited the aquarium Try it out with your family ,Positive,0.0,Neutral
256,5.0,Beautiful place,Positive,0.5994,Positive
257,5.0, I go for a walk every time but I am satisfied every time However I wonder if the internal movement is a reasonable one ,Positive,0.5719,Positive
258,4.0, I only go there with my children Stingrays are impressive ,Positive,0.5106,Positive
259,4.0, Its fun and enjoyable but it looks like a large aquarium needs more maintenance If you buy a ticket online in advance you can use it at a cheaper price I ,Positive,0.7469,Positive
260,5.0,What a great experience! We have been already to some aquarium places but this is so far my favorite. This place is fun for the whole family.,Positive,0.9133,Positive
261,5.0,The Lotte aquarium has most of the fish that other aquariums have! Since the other aquarium is far away from the place where I live. So I think Lotte aquarium has a perfect location where many people can visit!,Positive,0.6467,Positive
262,3.0,"If there's anything that's really unique about this aquarium, that's the robot fish. Given that this is Korea, a high-tech country, the robot fish is an expected but welcome sight to see.  Captivating beluga exhibit. Quite nice underwater tunnel. Plenty of small sharks too. And quite diverse fish exhibits.",Negative,0.8458,Positive
263,3.0,"Having been to a number of more interesting aquariums in Asia, this one is not particularly interesting. Unless someone in the gang craves for it, can pass.",Negative,0.742,Positive
