,STAR,CONTENT,SCORE,COMPOUND,VADER
33,5.0, A place where you can enjoy some quiet time in the middle of the city Its not fancy but I like it ,Positive,-0.1444,Negative
34,4.0, Lets make fun memories with the kids Sorry about the parking ,Positive,0.4588,Positive
35,5.0, A place to experience the importance of hanok in the city ,Positive,0.3612,Positive
36,5.0, It is a hanok village that represents Korea Just happy to have a place like this in the city center ,Positive,0.7351,Positive
37,5.0, I visited as a traditional wedding guest and the atmosphere of the Hanok Village was very good ,Positive,0.4927,Positive
38,5.0,Clean sobre thoughtful spaces in traditional architecture with the bustling city in the distance,Positive,0.6486,Positive
39,5.0, Its a city center retreat There is no entrance fee It is good to take a walk slowly I pass by when I go up Namsan ,Positive,0.3612,Positive
40,3.0, I have lived in Seoul all my life but this is my first visit Below expectations ,Negative,0.0,Neutral
41,5.0,To do absolutely ,Positive,0.0,Neutral
42,5.0, The weather is nice and you can watch the wedding Experience traditional games and good ,Positive,0.6908,Positive
43,1.0, Namsangol in Chungmuro get off ,Negative,0.0,Neutral
44,5.0, I really like it  traditional village ,Positive,0.4201,Positive
45,4.0, Its wonderful to have a place like this in the city center Although it is not very spacious and there is not much to see there are quite a few people in Seoul who do not know that you can enjoy plants that change ,Positive,0.8555,Positive
46,5.0, Its a good course for a walk and its very elegant and wonderful to have a place like this in the middle of Seoul ,Positive,0.9145,Positive
47,5.0, It is a very good place to take a walk and you can feel the taste and taste of hanok Parking is difficult so we recommend using public transportation ,Positive,0.5379,Positive
48,5.0, I like to walk quietly and I like to walk with the smell of grass and trees ,Positive,0.6124,Positive
49,4.0, If you want to see a hanok in the middle of Seoul it was good to see and relax in the park above there are many places to sit and experience ,Positive,0.7269,Positive
50,5.0, I went to the back garden of Hanuk Village Dip in pine incense and pine powder It was a very nice wheeling ,Positive,0.4754,Positive
51,5.0, comfortable and good walking place ,Positive,0.7351,Positive
52,5.0, It is a resting place in the city center where azaleas are in full bloom The scenery from the small cafe is beautiful ,Positive,0.5994,Positive
53,5.0, There is a parking lot and it is good to feel the old atmosphere ,Positive,0.4404,Positive
54,5.0,When in SEOUL Korea and you have the opportunity to have a tour in this place pls do so Ticket  price is cheap Worth it,Positive,0.6124,Positive
55,5.0, The mere existence of a place like this in the middle of Seoul makes Seoul citizens wish it well I can feel the lilac scent so strongly in the wind A strange feeling as if drunk on flowers and space Spring is very ,Positive,0.7462,Positive
56,5.0, This season is a place where you can see a very blue appearance How about taking a walk in Namsan Hanok Village where the four seasons are beautiful ,Positive,0.5994,Positive
57,4.0, Wheeling space in the cityGood If you havent been definitely go Its very very good If you sit on the hanok floor feel very cool and feel the science of hanok anew ,Positive,0.5868,Positive
58,5.0, You can just go or you can go because you have something to do You can walk Its okay to just bruise ,Positive,0.2263,Positive
59,5.0, After going down to Namsan I went through the back gate of Namsangol Hanok Village and captured the wonderful night view around the hanoks and traditional gardens on 416 the first day of the night opening of the ,Positive,0.5719,Positive
60,4.0,Very quiet scenic and educational too Many great photo opportunities in this hanok village ,Positive,0.7717,Positive
61,4.0, A Hanok Village in the heart of the city I have collected 5 hanoks A mustsee freeentry promenade park The spring sun is warm Lets go for a walk ,Positive,0.2263,Positive
62,5.0, The monuments full of Chinese characters have a strong historical atmosphere ,Positive,0.5106,Positive
63,5.0, Namsan Hanok Village Pavilion spring outing It was fine ,Positive,0.2023,Positive
64,5.0, Cherry blossoms and our hanok are in harmony It was a feast of spring ,Positive,0.4019,Positive
65,5.0, On a spring day in April full of spring flowers a hanok valley that goes well with hanok ,Positive,0.2732,Positive
66,4.0, Although the hanok is well preserved there was a sense of distraction ,Positive,-0.128,Negative
67,5.0, I got off the Namsan loop bus at Jongno 5ga and went up The cherry blossoms havent bloomed yet but they will bloom this weekend It was cold with a lot of wind but it was nice because it was cool I went because ,Positive,0.7684,Positive
68,5.0, I had no idea there was such a place in Seoul It was an opportunity to see the inside of various hanok houses in detail I was able to see various spaces such as the kitchen and the main room and it was so nice and ,Positive,0.6389,Positive
69,4.0, Take a leisurely tour of the Hanok and take a walk in the garden You can sit on the bench and relax and there is also a cafe in the Kokugakudo ,Positive,0.4404,Positive
70,5.0, It is a hanok village where hanoks from each region have been moved and it is a place in Seoul where the landscape and Namsan view are harmonized and you can visit it calmly Great place for childrens education as ,Positive,0.8402,Positive
71,4.0, It is a place where the few remaining old houses in Seoul were moved and preserved One of the things that makes Seoul different from New York is how close the park is so it is easy to get to ,Positive,0.4877,Positive
72,4.0,Cool place,Positive,0.3182,Positive
73,4.0, It is a very nice old villa in the middle of the city it has paths to walk and enjoy the landscape ,Positive,0.7425,Positive
74,4.0, I love the soft and beautiful melody of hanok that you experience in Seoul and the harmonious appearance with Namsan Park ,Positive,0.9022,Positive
75,4.0, Sunflowers are good but there are a lot of people so its a little noisy ,Positive,-0.0145,Neutral
76,5.0, A good place to hang out with kids The only downside is parking is difficult ,Positive,-0.1531,Negative
77,5.0, My hometown friend and I went up to the top of Namsan Mountain and looked down at the bottom of Namsan Mountain We saw a huge hanok with a large tiled roof and a hanok village around it so we hurriedly boarded a ,Positive,0.743,Positive
78,5.0, If you go out from Exit 3 or 4 of Chungmuro Station you can go directly to the Hanok Village and admission is free As you enter the entrance there is an information desk and restrooms on the right ,Positive,0.5106,Positive
79,5.0, It is good for education in the field children of our ancestors lives ,Positive,0.4404,Positive
80,3.0, It is good to stop by as the beginning or the last course of the Namsan walk You can feel the peace of a hanok ,Negative,0.6369,Positive
81,5.0, Its nice to be able to take a walk and play traditional games on a Daeboreum day like today ,Positive,0.7717,Positive
82,5.0, I cant believe there is such a good resting place in the middle of downtown Seoul Except for the fact that the parking space is small there doesnt seem to be ,Positive,0.4404,Positive
83,4.0, Snowing Hanok Village cool ,Positive,0.3182,Positive
84,4.0, Surprisingly there isnt much to see but its nicely decorated ,Positive,0.6652,Positive
85,5.0, Gyeongbokgung and Changdeokgung are very cold in winter so I went to a place where I could get some fresh air but it was so good In particular unlike other palaces it was more realistic and good because ,Positive,0.9165,Positive
86,4.0, A child who lived a child Looking at the sky The old idea is   ,Positive,0.0,Neutral
87,5.0, I was expecting too much so by my standards it was okay ,Positive,0.2263,Positive
88,4.0, There is a dog trail and as the name suggests it is a good walking course that feels like a spacious hanok front yard There are two paid parking lots the parking lot right in front is cheap but the parking space ,Positive,0.4019,Positive
89,5.0, It was quiet and there were no people It must have been because of Corona and the cold weather ,Positive,-0.296,Negative
90,5.0,Not too crowded Theres a hanbok rental just beside the entrance next to a 711 Beautiful scenery,Positive,0.5994,Positive
91,5.0,A cultural heritage nicely maintained in centre of the modern Seoul Easy connectivity with metro,Positive,0.7003,Positive
92,3.0,Nothing much to do here Just a blast of history on how they lived But we are unable to go close Just from outside the house,Negative,0.0,Neutral
93,5.0,Cool place to have a walk,Positive,0.3182,Positive
94,4.0, Ive been to it once but for free its clean and you can experience traditional games so children like it ,Positive,0.913,Positive
95,5.0, Close to the station easy to access Sometimes they also exhibit ,Positive,0.4404,Positive
96,3.0, Its not a mustsee content but its not bad if youre spending time nearby ,Negative,0.5824,Positive
97,4.0, Convenient location in the city center The scenery is beautiful and Namsan is close ,Positive,0.5994,Positive
98,4.0, A small hanok village and garden that you will arrive at when you come out of exit 3 and 4 of Chungmuro Station under Namsan and enter the alley ,Positive,0.0,Neutral
99,3.0, An oldfashioned hanok village in the middle of Myeongdong A place worth visiting occasionally with the family ,Negative,0.2263,Positive
100,5.0, It is a small gardenlike performance but it is very good for a quiet atmosphere ,Positive,0.6474,Positive
101,5.0, Its free and the location is top notch It will be a good experience for foreigners ,Positive,0.7906,Positive
102,3.0,Not really old The houses have been rebuilt,Negative,0.0,Neutral
103,3.0, It is just about the significance of being in the city center ,Negative,0.2732,Positive
104,5.0, Its not very spacious but its a good place for a stroll in the city It was interesting to compare and compare the old houses of the Min and Yoon clan who were the masters of the late Joseon Dynasty ,Positive,0.8126,Positive
105,4.0, I visited Namsangol Hanok Village after walking around Namsan Maple Road It was a weekend so there were many events and weddings so it was complicated but it was almost 15 years since I went ,Positive,0.0,Neutral
106,4.0,Very beautiful place,Positive,0.6361,Positive
107,4.0, Its nice to be able to look around in a comfortable and leisurely way as there are no people these days ,Positive,0.5994,Positive
108,5.0,Dont go to Namsan Bay go here too,Positive,0.0,Neutral
109,3.0, I cant give it a high score because the autumn leaves in front of the house look prettier And weekend cars are jampacked ,Negative,0.4767,Positive
110,5.0, So good The promenade is good hanok Namsan view experience etc ,Positive,0.7496,Positive
111,2.0, a lot of old stuff More like a hanok exhibition hall than a hanok village ,Negative,0.4201,Positive
112,5.0,Beautiful place with a view to Namsan tower Visited this place for a traditional wedding and its palace vibe is so nice Especially surrounded by the turning color leaves,Positive,0.8184,Positive
113,5.0, A village where hanoks are preserved around Pildong Junggu Seoul ,Positive,0.0,Neutral
114,5.0, There is a hanok village in the city so it is healing and good ,Positive,0.4404,Positive
115,5.0,Place is clean and you can see some traditional asian architecture There is also a beautiful park where you can walk peacefully,Positive,0.875,Positive
116,5.0,Small but nice,Positive,0.5719,Positive
117,5.0, A place I havent been to in a long timeits complicated because there are a lot of office workers ,Positive,0.0,Neutral
118,5.0, A place where you can get a glimpse of Joseon Dynasty yangban houses ,Positive,0.0,Neutral
119,5.0, A hot spot where you can enjoy a hanok house in the middle of the city Namsan Dullegil is a gold medal ,Positive,0.743,Positive
120,5.0, Its worth a visit You can even go to Namsan Tower from here ,Positive,0.2263,Positive
121,4.0, Its cute I have experience with bow making Please note that 4pm is the last time ,Positive,0.6486,Positive
122,5.0, The public parking lot right in front fills up quickly because there are so few seats I like the route to Namsan Tower by parking nearby and taking the bus ,Positive,0.4144,Positive
123,5.0,Very nice every sunday I visited just sight seeing and relaxation and to feel the presence of Gods nature and made some pavillionthanks,Positive,0.7574,Positive
124,5.0, After a while the wind is gone and I like it I couldnt go on a holiday but I like it in my own way ,Positive,0.5221,Positive
125,3.0, It fell short of expectations but I think its worth going at least once ,Negative,0.3291,Positive
126,5.0,Beautiful place,Positive,0.5994,Positive
127,5.0, It is good enough to take pictures of tourist attractions worth visiting in Seoul The cafe menu is generally delicious ,Positive,0.8834,Positive
128,4.0, classic scenery It is a quiet and oldfashioned neat garden I like the promenade in the city center ,Positive,0.6705,Positive
129,5.0,I liked,Positive,0.4215,Positive
130,4.0, A place to visit in the city center Where I used to live I installed some shadethe chair ,Positive,0.0,Neutral
131,5.0,very nice atmosphere,Positive,0.4754,Positive
132,1.0, There is nothing to see and there are the most people Why dont you go because there are not many hanok houses ,Negative,0.0,Neutral
133,5.0, The best place to go out with kids There are several types of pavilions ponds and streams You can also play traditional games ,Positive,0.765,Positive
134,5.0, Take the road between Exits 3 and 4 of Seoul Subway Line 4 and Zhongbu Road Station for about 100 meters and you will find the entrance to Namsangol Hanok Village Its easy to move around in Seoul and you can see ,Positive,0.4404,Positive
135,3.0, Please visit without high expectations Its okay to take a walk on a weekday morning when its quiet ,Negative,0.4939,Positive
136,5.0, A play experience is possible In particular I really liked the Chuseok fourcut event where you can take a photo on Chuseok and cut the printed photo and put it in a paper frame ,Positive,0.5256,Positive
137,5.0, There is a paid parking lot right in front of the Hanok Village but it is convenient and a good place to go with children You can go anywhere in the stroller ,Positive,0.5927,Positive
138,5.0,there are many beautiful places,Positive,0.5994,Positive
139,5.0, My hometown But it looks so different from before I didnt feel comfortable But its been a long time since I was born and lived for 7 years ,Positive,-0.5504,Negative
140,5.0, Namsan and the blue sky the eaves and buildings of a hanok look strangely harmonious The 2021 Chuseok fourcut event is so good ,Positive,0.6748,Positive
141,4.0,Not bad,Positive,0.431,Positive
142,5.0, Happy to be able to enjoy such wonderful scenery in the city center ,Positive,0.891,Positive
143,5.0, If you go to Mins house No 3 on the map you can experience a fun traditional knot and its so much fun ,Positive,0.6597,Positive
144,4.0, There was a lot to see Sit on the pavilion and the cool breeze blows ,Positive,0.3182,Positive
145,5.0, There are many things to experience with your child You can do jegichagi yutnori and jigchigi for free and making a bow costs money but it was useful Advance reservation is required for bow making ,Positive,0.7184,Positive
146,5.0,Simply amazing Theres a 600 year time capsule there You should check it out,Positive,0.5859,Positive
147,5.0, Because the autumn sky is so beautiful we went to find ours at Namsan Hanok Village ,Positive,0.7177,Positive
148,5.0, It reminded me of the memories of living in the countryside and I was deeply moved The desire to come again is like a chimney ,Positive,0.6666,Positive
149,5.0, I was immersed in contemplation as I walked along the pine field ,Positive,0.0,Neutral
150,5.0, There are many trees the air is clear and the shade is good so it is easy to take a walk ,Positive,0.8255,Positive
151,4.0, Meeting the past in the middle of Seoul An optimal space for a quiet and slow walk Recommended if you want to leave a beautiful hanok shot ,Positive,0.8074,Positive
152,5.0,Miss this place so much,Positive,-0.1531,Negative
153,4.0, It is close to Chungmuro Station so it is easy to access There is no admission fee and it is recommended for a light walk after lunch ,Positive,0.4144,Positive
154,5.0, A Hanok Experience Venue representing Seoul Before Corona there was no time for Chinese people to set foot These days I can enjoy the beauty of hanok in a leisurely manner so I come to ,Positive,0.7003,Positive
155,5.0, It was my first time living in Seoul Having fun with friends while walking on Namsangil It was one day because the hanok village was Corona ,Positive,0.7506,Positive
156,5.0, It was nice to be able to feel the beauty of a hanok while sitting quietly and sweating Plus free entry ,Positive,0.872,Positive
157,5.0, The wind is blowing the air is good its the best way to go these days ,Positive,0.7964,Positive
158,3.0,A place to rest and to relax,Negative,0.4404,Positive
159,5.0, It was so good to be able to experience rest and take a walk here ,Positive,0.5777,Positive
160,4.0,Great little village in the middle of the city Perfect if you are there and want a little culture  Its FREE  Not a must see but it still is great Great views of the tower,Positive,0.9625,Positive
161,4.0,The place was not that crowded Theres literally almost no one while we were there around 5pm wc is really good since its level 4 on social distancing at the moment Great place I enjoyed looking around the Hanok Village There were interesting  things preserved in every hanok that were used during the ancient years,Positive,0.9079,Positive
162,4.0, A very good place to take pictures more interesting than other Hanok Village ,Positive,0.734,Positive
163,5.0, A quiet space in the city center A great place for a picnic with children or a walk with friends ,Positive,0.802,Positive
164,5.0,Im here on July 25 2021,Positive,0.0,Neutral
165,5.0, Its a good place to go out with kids on weekdays and weekends However parking is difficult in the late afternoon ,Positive,0.1027,Positive
166,5.0, Good Corona there are no people and there are no performances but it is good as a park ,Positive,0.5574,Positive
167,5.0, I went there with my friends and my sons The cable is also a round trip ride Namsan Tower went up and down It was so good The duck family at the pond ,Positive,0.7809,Positive
168,5.0, An ideal place for an accessible city walk It is also directly connected to Namsan ,Positive,0.5267,Positive
169,5.0, It was a clean and beautiful garden Its a place I want to visit again  ,Positive,0.7845,Positive
170,4.0, Time to relax and experience the hanok village in the green scenery ,Positive,0.4404,Positive
171,5.0,Beautiful pictures,Positive,0.5994,Positive
172,5.0, I went for a wedding and it was nice to have a quiet feeling unlike other wedding venues ,Positive,0.5106,Positive
173,4.0, It was good to understand the old architectural style and to preserve it well It was nice to have a place like this in the city center because the air was good because it was under Namsan Mountain ,Positive,0.9042,Positive
174,4.0,It has a great view and feel I thought its a old village but it looks like they have built in in only 1990s and only the belongings are from ancient times so that was disappointing but I respect the idea of reproducing an old village and maintaining it well,Positive,0.7848,Positive
175,5.0, Its been a while since Ive been to Namsangol Hanok Village It was clean and well maintained and it felt good  ,Positive,0.7717,Positive
176,5.0, A place where you can feel the various types of hanok in old Seoul ,Positive,0.0,Neutral
177,5.0, Hanbok experience and etiquette education is also good I also like to take a walk ,Positive,0.6597,Positive
178,5.0, Visited in May 2021  Although hanoks from other places have been relocated its still good There ,Positive,0.4404,Positive
179,4.0, A place to relax in the city center Good for walking and resting Come with your kids on the weekend ,Positive,0.7003,Positive
180,5.0, good Even though I went to work it was good ,Positive,0.7003,Positive
181,5.0, Its free to take a walk and theres a lot to see It seems like a good place for children to run around in the large square Couples stand out a lot and it is a very good date course to look at ,Positive,0.891,Positive
182,4.0, The environment is good but its a pity that the food cant keep up with it ,Positive,-0.2144,Negative
183,3.0, Minimal place for locals A place where you can taste pavilions and hanok in Seoul for free However it is not a very impressive place for tourists ,Negative,0.0979,Positive
184,5.0, It is a place where you can feel the atmosphere of hanok in downtown Seoul and it seems to have been built with the efforts and sweat of many people when you see that it was dismantled and moved here It seems to be ,Positive,0.0,Neutral
185,2.0,Nice place to relax and good for photography,Negative,0.8225,Positive
186,5.0, This is the beauty of a total of 5 hanok buildings You can enjoy folk games ,Positive,0.7906,Positive
187,5.0,Good to walk take pictures and  relax at night,Positive,0.7003,Positive
188,5.0, Young Gugak Bento is being performed free of charge during the lunch period until June 2nd Decent performance ,Positive,0.5106,Positive
189,5.0, A more beautiful place if you know the meaning of every nook and cranny ,Positive,0.6361,Positive
190,5.0, It is a place that feels like a small folk village As you walk along the winding road through the trees you wonder if there is any healing ,Positive,0.3612,Positive
191,4.0, I went to Childrens Day The overall program was good and good and there were many experiences such as traditional knots rice cake making and house making ,Positive,0.7003,Positive
192,5.0, It was a great place It was modestly small and simple but had traditional beauty and was beautiful ,Positive,0.9337,Positive
193,4.0, Its not like Seoul and I like it because its close to nature ,Positive,-0.4973,Negative
194,4.0, It is a place where you can see everything about hanok and many people visit it as a place where you can see the life of old people ,Positive,0.0,Neutral
195,3.0, Enjoy hanok traditional music and traditional games in Seoul It is a convenient place to experience ,Negative,0.4939,Positive
196,5.0, Admission is free Lots of experiences paid and its great to take a walk ,Positive,0.8126,Positive
197,5.0, There is a time capsule and a very large garden in the middle of the city center Its really nice to take a walk and its directly connected to Namsan ,Positive,0.4754,Positive
198,3.0, To be a hanok village Hanok Village The feeling is very strong A course to make foreigners smell only ktraditional scents ,Negative,0.624,Positive
199,4.0, A quiet park in the city center Good for walking quiet ,Positive,0.4404,Positive
200,5.0, A place that is friendly and comfortable even if you go back to your hometown; ,Positive,0.7579,Positive
201,5.0,Very beautiful and relaxing place to visit away from the busy city,Positive,0.8251,Positive
202,4.0, It is close to Subway Line 3 Line 4 Chungmuro Station and you can go to Namsan Dullegil through the back door Traditional experiences and traditional weddings can be used More than anything ,Positive,0.0,Neutral
203,5.0, A place of memories A place to rest in the city wherever you can go ,Positive,0.0,Neutral
204,5.0, Its a nice place to go because the weather is so good these days There are many different experiences so its a great place to visit with kids ,Positive,0.8983,Positive
205,5.0, One of the few places where you can concentrate on nature in downtown Seoul The great advantage is that you can access it without going up the mountain and not far from the subway station ,Positive,0.7269,Positive
206,5.0, I was able to imagine the life of Joseon which was enjoyed according to status and financial power by moving several houses of the junior college in Seoul ,Positive,0.5106,Positive
207,5.0, Its a great place for a walk The garden is well established and maintained Its a pity that there arent too many visitors due to Corona ,Positive,0.6124,Positive
208,5.0,beautiful garden within metropolitan,Positive,0.5994,Positive
209,5.0, This is a place where you often stop by and heal in the city center ,Positive,-0.296,Negative
210,5.0, I thought that if a foreign guest came I would go and I wasnt going but I passed by on the way to the meeting It was surprising because it was free and it was nice because it was prettier than expected It is a ,Positive,0.9428,Positive
211,5.0, Its great to take a cup of coffee and take a break It tastes better on rainy days ,Positive,0.7717,Positive
212,5.0, Okay well preserved But its a pity that there arent a few buildings for a village ,Positive,-0.2023,Negative
213,5.0,Great place,Positive,0.6249,Positive
214,3.0, People who havent visited such a place seem to regret it after hitting the ground ,Negative,-0.4215,Negative
215,5.0, Having a space like this in the city is a really big break It is also close to Myeongdong so it is good to be able to do it after ,Positive,0.6872,Positive
216,4.0, A place where you can go lightly Instead it seems that the parking fee was less than an hour but I paid 3000 won ,Positive,0.7227,Positive
217,5.0, A place where you can enjoy the taste and taste of hanok It is good to look for it when you have a short time in the city ,Positive,0.7269,Positive
218,3.0, Parking too narrow The sights are weak and ,Negative,-0.4404,Negative
219,4.0, A place where you can feel the tranquility in the city center ,Positive,0.4215,Positive
220,4.0, In spring azaleas and forsythia cherry blossoms show a wonderful view of hanok Free opening is a bonus Since parking is difficult it is better to visit from Chungmuro Station on Lines 3 and 4 ,Positive,0.8979,Positive
221,4.0,such a cute and serene place to walk around and hang out at i love this place less touristy than the palace i feel like great to just sit and have a snack,Positive,0.9501,Positive
222,4.0, Take a moment to look back on the road from Chungmuro Station to Namsan Mountain ,Positive,0.0,Neutral
223,5.0, Its great for office workers to take a quick walk after lunch  ,Positive,0.6249,Positive
224,1.0,Terrible place Offered coffee coupons for filling out survey but never sent any coupons When contacted they refused all responsibility Avoid,Negative,-0.7684,Negative
225,4.0, A place where you can take a quiet stroll in downtown Seoul ,Positive,0.0,Neutral
226,4.0, A good course for a walk There is no entrance fee and worth going once at a time ,Positive,0.3818,Positive
227,5.0, It was nice I couldnt enter the inside of the village because it was stuck at the entrance saying that I could not be accompanied by dogs But it was okay because the promenade was well established and the ,Positive,0.6597,Positive
228,4.0, The scent of the still warm spring breeze It looks early Even though it is Chinese New Year holidays I cant see the visitors ,Positive,0.5423,Positive
229,4.0,Nice place for walk and also you can take good photos,Positive,0.6908,Positive
230,4.0,Warm sunlight is shining It is quiet small and cozy,Positive,0.2263,Positive
231,5.0, Located near the subway station It is a good place to see ,Positive,0.4404,Positive
232,5.0, A place that always overflows with great performances  The space is also pretty and the pictures come out well ,Positive,0.8555,Positive
233,4.0,Excellent Taekwondo demonstration  the reason for my visit Interesting to see how people lived in the past Nice water features throughout which helped with walking around on a hot day,Positive,0.8625,Positive
234,5.0, I was amazed at the technique of my ancestors that they were able to build such a good construction without a drawing by the instructions of the Dopyeon ,Positive,0.7269,Positive
235,5.0,Nice quiet and cozy,Positive,0.4215,Positive
236,5.0, Today it was nice to take a walk as the cold of yesterday went away and the warm wind blew like a warm spring day ,Positive,0.7964,Positive
237,4.0, There are restrictions on the use of Coronara but its great to have a place like this in the center of Seoul ,Positive,0.872,Positive
238,5.0, It is a place where you can appreciate the beauty of Korea in the center of the city and enjoy a leisurely stroll There are also places where you can enjoy tea without a fee ,Positive,0.9169,Positive
239,5.0, Its the rainy day when it comes to tracking and tracking It was good to match the atmosphere of hanok ,Positive,0.3818,Positive
240,5.0, Its good for walking and the atmosphere of the Hanok Village creates a happy path for walking and chatting ,Positive,0.8271,Positive
241,5.0,this place is very nice worth a visit while in seoul,Positive,0.6453,Positive
242,4.0, Hanok Village under Namsan It is ambiguous to call it Hanok Village because there are not many hanoks but there is also a time capsule square and it is good to take a short break as it is located under Namsan ,Positive,0.5927,Positive
243,4.0, It is a great place to rest in the city Currently it is difficult to enter the corona ,Positive,0.3818,Positive
244,5.0,I went at dawn so its not particularly,Positive,0.0,Neutral
245,5.0, You can feel nature and tradition in the middle of Seoul ,Positive,0.0,Neutral
246,4.0, It is worth hearing at least once Since the old building was dismantled and moved here it is good to imagine the architecture and life of that era ,Positive,0.5859,Positive
247,2.0, Disappointment  Hanok Village Sarangchae with vinyl flooring on the floor ,Negative,-0.5106,Negative
248,4.0, It was nice to walk while looking at the scenery comfortably ,Positive,0.6808,Positive
249,4.0, The place where the security command of the Japanese military military police command was located ,Positive,0.34,Positive
250,3.0, I fully enjoyed the beautiful hanok and had a cup of tea ,Negative,0.8297,Positive
251,4.0, Its good to take a walk after eating so its free so you dont have to worry about it ,Positive,0.8353,Positive
252,4.0, With nature in the city You can do it and the foliage is also nicely colored To a low mountain ,Positive,0.2023,Positive
253,4.0, Great for spring and autumn walks and light outdoor learning ,Positive,0.6249,Positive
254,5.0,Traditional village near namsam recommended place to visit,Positive,0.2023,Positive
255,5.0, Its good to walk on the Hanok Village Dullegil its late autumn ,Positive,0.4404,Positive
256,5.0, After watching the movieBapjeong at Daehan Theater  Feel the fall in Namsan Hanok Village ,Positive,0.0,Neutral
257,5.0, Its great to take your kids It is not too wide you can walk moderately and Myeongdong is also close and if you take the Namsan Loop Bus from the nearest stop you can also go to Namsan Tower ,Positive,0.4404,Positive
258,1.0, I am looking forward to the night market so much So disappointed ,Negative,-0.5657,Negative
259,4.0, The scenery is beautiful and the surroundings are wellorganized but parking is limited ,Positive,0.0258,Neutral
260,3.0, The parking space is too small Hanok is a pretty place because it is small ,Negative,0.4939,Positive
261,5.0, There was no snack due to corona but it is worth visiting once ,Positive,0.1901,Positive
262,4.0, There is also a place like this in Namsan in the middle of Seoul Lovers This is a mustvisit place with children ,Positive,0.7096,Positive
263,4.0, Good for viewing Namsan Maple Road Unexpectedly there are not so many people so its okay to spend time leisurely In the past I was able to experience traditional costumes but I dont do that because of the ,Positive,0.3693,Positive
264,5.0, A sacred place for office workers You can watch the office workers near Chungmuro taking a walk during lunch Realize how important a space is to heal even a little bit of tiring business hours Fighting hard and ,Positive,-0.2732,Negative
265,5.0, I came soaking in the atmosphere of a hanok in the city center ,Positive,0.0,Neutral
266,5.0, A resting place in the city A very nice place A place where you can digest and heal once you have lunch and go around ,Positive,0.4754,Positive
267,5.0, In 1984 all the places where I lived in the military were changed so I felt empty but it is a place where I enjoyed youth ,Positive,0.6008,Positive
268,4.0,In this place we can see details of Korean traditional houses. there is also archery training using traditional Korean clothes. The area is quite wide and tourists can see the inside and contents of traditional houses.,Positive,0.0,Neutral
