,STAR,CONTENT,SCORE,COMPOUND,VADER
24,5.0,My recent June 2022 visit to the War Museum of korea was a sobering  enlightening and truly necessary experience It brings up many emotions of needless suffering and loss  All in the name of greed and power Ugh  As the caption said ,Positive,-0.8555,Negative
25,5.0, It is a playground of weapons display that stimulates curiosity for children ,Positive,-0.2263,Negative
26,5.0, beneficial to children A place that adults should also visit regularly ,Positive,0.4404,Positive
27,4.0, I went to the Eva Armerson exhibition Parking was convenient ,Positive,0.0,Neutral
28,5.0, The largescale diverse exhibits provide a pleasant viewing environment The arrangement of the exhibits and the circulation of the exhibition are convenient It is the perfect place to promote national defense ,Positive,0.8779,Positive
29,4.0,dot,Positive,0.0,Neutral
30,5.0, It is exciting to see tanks cannons and planes from the war of the 2 Koreas ,Positive,-0.1779,Negative
31,3.0, When you go into each tube to be honest it doesnt look too much The beam screen is hard to see and the models are too fake Remodeling is ,Negative,-0.0516,Negative
32,5.0,I love it here Surprisingly you will find some beautiful women mixed in with the families,Positive,0.8834,Positive
33,5.0, It was nice to be able to reflect on the painful history of Korea with the children ,Positive,-0.0258,Neutral
34,5.0,Theres subtle bias and praising military but thats to be expected of most defense funded museums Good otherwise decent English info,Positive,0.7958,Positive
35,4.0, It was very helpful I recommend you to go if you have children ,Positive,0.707,Positive
36,5.0,I advise everyone The impressions left are colossal,Positive,0.2263,Positive
37,5.0,Museum of Military Equipment and History of Korea.,Positive,0.0,Neutral
38,5.0,A lot of information that normally nobody tells you,Positive,0.0,Neutral
39,5.0,Excellent,Positive,0.5719,Positive
40,5.0, It is also a good place to relax in the middle of the city ,Positive,0.7003,Positive
41,4.0,Big kinda lots to see if you like war museums,Positive,-0.34,Negative
42,5.0,I learned so much,Positive,0.0,Neutral
43,5.0, I have to go here alone Slowly looking around alone the world is comfortable No one begging you to go fast and no one begging you to be hungry Alone ,Positive,-0.6249,Negative
44,5.0, This is a wellorganized memorial hall to help us understand the countrys overcoming national crisis ,Positive,-0.34,Negative
45,5.0, I went with my 10yearold daughter to see the Eva Armerson exhibition Playing outdoors in the tank my daughter loved it ,Positive,0.6908,Positive
46,4.0, It was a good opportunity to develop better facilities and patriotism than I expected ,Positive,0.8225,Positive
47,5.0, Free entry Great for kids to browse and explore ,Positive,0.8126,Positive
48,5.0, I sometimes take my children to visit when exhibitions are held and whenever I go I think its a good place to come with my kids Through the exhibition you can pass on various knowledge and stimulate the curiosity ,Positive,0.5859,Positive
49,5.0,Sehr interessantet Ort auch wenn die Darstellung des Krieges von der in Deutschland blichen und gewohnten Form schon etwas abweicht,Positive,-0.5994,Negative
50,5.0, Parking is expensive but considering its free admission its not too expensive to pay The memorial hall is large so if you want to see it properly you cant see it ,Positive,0.6903,Positive
51,5.0, It was interesting It was good to know the history of Korea ,Positive,0.6808,Positive
52,4.0,Fantstico e o legal que  gratuito,Positive,0.128,Positive
53,5.0,Conviene ir con bastante tiempo,Positive,0.0,Neutral
54,5.0,Great place to know Korea more,Positive,0.6249,Positive
55,5.0, Beautifully maintained museum that you can enter for free The Netherlands is also on the map and they are proud of that Glad these tires exist But what a sad war that still continues ,Positive,-0.6059,Negative
56,5.0,Wish the souvenir shop was open but it was an amazing memorial,Positive,0.7935,Positive
57,4.0, Architectural design that teaches the realities and lessons of war Established by General Paik Seonyup ,Positive,-0.5994,Negative
58,5.0,  Convenient transportation 5 minutes on foot from Samgakji Station  Excellent park landscaping ,Positive,0.5719,Positive
59,5.0, Ive been to Yongsan It is a place that has painful memories of war but it is a meaningful place that reminds you once more ,Positive,-0.1154,Negative
60,5.0,The outside and inside of the museum are very beautiful There is so much information and many things to see I recommend taking your time to look around My friends and I went on a weekday and it wasnt crowded at all,Positive,0.8687,Positive
61,5.0, While having fun with tanks and planes I taught the kids about war ,Positive,-0.1531,Negative
62,5.0,Place to visit to know the history of the republic of Korea They have WiFi connection in the museum Once you get it no entry fee download the war museum app from Play Store or app store Download the data roughly around 1gb It gives you complete access to a virtual guide,Positive,-0.5719,Negative
63,5.0, I was able to look back on our painful past and the many seniors who were born in a powerless country and died at a young age ,Positive,-0.8658,Negative
64,5.0, Children can ride on tanks airplanes antiaircraft guns etc ,Positive,0.0,Neutral
65,5.0, Best to visit with kids It is educational and well maintained as a national facility ,Positive,0.743,Positive
66,5.0, In the past there were many places that could not be used due to the corona virus but now it is completely open so the kids can run around and watch fighter jets ,Positive,0.2263,Positive
67,4.0, Its a great place to go out on a sunny day This is a place that boys will especially love ,Positive,0.908,Positive
68,5.0, Recently our nationality is given throughout the world K9 There are many weapons that are exhibited with their prayer It is also good to enjoy the special exhibition of Yi Sun Shin  ,Positive,0.7096,Positive
69,5.0, I used to go once a year but I couldnt go for about two years There are times when I cry every time I come Im going with my boyfriend now ,Positive,-0.631,Negative
70,5.0, Worth it for anyone who is fascinated by technology and machines and would like to learn more about the war history of South Korea ,Positive,0.3262,Positive
71,5.0,Some beautiful murals and sculptures learned a lot,Positive,0.5994,Positive
72,5.0,Well organized with narrators all over so you can rewind and view the stories that hold the country together with different language options nice job all the items well kept,Positive,0.7184,Positive
73,5.0, It gave me an opportunity to think about modern history again ,Positive,0.4215,Positive
74,5.0, Characters from history that children are familiar with A place where you can see the history of Korea see the history of Korea see the exhibits such as tanks and fighter planes while taking a quiz on the name ,Positive,0.1531,Positive
75,5.0, Lots to see So many people ,Positive,0.0,Neutral
76,5.0, If you can afford it visit often There is so much more to learn and experience than you think ,Positive,0.0,Neutral
77,4.0, be kind It would be good to visit once in a while ,Positive,0.743,Positive
78,5.0, Good for educating children about our countrys defense history However a separate reservation is required for the Childrens Museum ,Positive,0.5267,Positive
79,5.0, It is a place to remember the heroic spirit of the country ,Positive,0.6486,Positive
80,5.0, Taxes are being used for this There is so much to see and detailed explanations so I watched it without realizing the passage of time ,Positive,0.0,Neutral
81,5.0, The Tutankhamun exhibition was great It is meticulously decorated ,Positive,0.6249,Positive
82,4.0, It was a valuable time because I was able to share the history and the fear of war with my child ,Positive,-0.4215,Negative
83,5.0, It is good to see the war memorial and other special exhibitions ,Positive,0.1779,Positive
84,5.0, A deserved museum for those who are no longer here Visiting him made me very sad The human damage caused by wars ,Positive,-0.908,Negative
85,5.0, It is a place where both the generation who know the war and the generation who do not know the precious value can be realized It makes us realize the truth that freedom and peace are never given for free and that ,Positive,0.4215,Positive
86,5.0, There were tanks outside during wartime and there was also a turtle ship inside ,Positive,0.0,Neutral
87,5.0, One of the best museums Ive been to so far  History of the development of the Republic of Korea Armed Forces of the past ,Positive,0.6369,Positive
88,4.0, Milduk Childrens favorite place to go Its good for adults who like museums too large in size Lots of shit like that Childrens rooms are suitable for ages 57 ,Positive,0.743,Positive
89,5.0, 625 A place that tells the tragedy of the war well A place where you can feel gratitude for the veterans ,Positive,-0.5994,Negative
90,5.0, The K9 selfpropelled howitzer has arrived To the outdoor exhibition hall Must visit ,Positive,0.0,Neutral
91,5.0, There are many things for children to experience in the Childrens Museum It was a pity that I made a reservation and left after only 50 minutes of viewing Be sure to see the outdoors too ,Positive,0.0258,Neutral
92,5.0, Even if it is not a childrens museum the war memorial alone is enough for children to see There are many things to see in the park in front of the memorial ,Positive,-0.7096,Negative
93,5.0, You can visit various exhibits and the performances are good Experiencing deep thought while viewing model exhibits ,Positive,0.4404,Positive
94,4.0, I went to see the Tutankhamun exhibition Parking was okay and reasonably priced and the exhibits were good ,Positive,0.5859,Positive
95,4.0, The Tutankhamun exhibition seems to be a worthwhile exhibition The younger ones dont seem to be interested ,Positive,0.6249,Positive
96,5.0, Its good to see the Tutankhamun exhibition It will be memorable because its a different exhibition ,Positive,0.4404,Positive
97,5.0, You can see the history of war along with the history of Korea and there are many things to see many things to learn and feel Transportation is convenient and parking is convenient but the parking fee is ,Positive,-0.3506,Negative
98,5.0, Tutankhamun Special Exhibition Visit It is a course of about 3 hours but there is much to see than you think Audio guide is a must Audio guide is fun ,Positive,0.743,Positive
99,5.0,Freedom is not free,Positive,0.3607,Positive
100,4.0, Interesting the museum is very complete pretty it traces the history of Korea well A must see ,Positive,0.8062,Positive
101,5.0, I came to see the exhibition of Tutankhamun with my nephew ,Positive,0.0,Neutral
102,5.0, It provides a rich viewing experience from ancient times to the present with a wellstructured movement Real artifacts and delicately crafted replicas are well displayed and explanations are detailed The brightness ,Positive,0.8519,Positive
103,5.0, Its a must visit place Snowy days are good too ,Positive,0.4404,Positive
104,5.0, An 8yearold boy without history is paying close attention As an adult I visited again after 2 weeks for new information ,Positive,0.0,Neutral
105,4.0, It is a precious space where you can tell the history of war to children ,Positive,-0.0516,Negative
106,5.0, North Korea is our enemy America is our ally ,Positive,-0.5423,Negative
107,5.0, Good for security tours I also like the exhibits indoors and outdoors I am currently exhibiting the Egyptian Pharaohs It is also good to see mystical artifacts ,Positive,0.8658,Positive
108,5.0, Parking available There are many things to see from children to adults ,Positive,0.0,Neutral
109,3.0, Its dark all around The cafe doesnt have many customers either It would be nice to think quietly ,Negative,0.4215,Positive
110,5.0, Tutankhamun exhibition Bring your old earphones ,Positive,0.0,Neutral
111,4.0, It was better decorated than before and it was made in historical order so it was good to see it ,Positive,0.7239,Positive
112,4.0, Okay I didnt go inside the museum  The bagel cafe is also good ,Positive,0.5859,Positive
113,5.0, A place where you can feel grateful for the present life through the tragedy of the past ,Positive,-0.34,Negative
114,5.0, I went to the Pharaohs Secret Exhibition and it was so good I really liked the remote control that gave explanations one by one It is interesting to watch while listening to detailed explanations in between ,Positive,0.8689,Positive
115,5.0, I highly recommend the Tutankhamun exhibition They provided free audio so we stayed as long as we wanted to see each of them We watched it for two hours It was designed so that we could know more about ,Positive,0.7264,Positive
116,4.0, The war history is well organized by era It is also a good option to come when the weather is nice and experience the various exhibits in the outdoor exhibition hall ,Positive,0.4404,Positive
117,5.0, While watching with my high school son I learned about history and war It was a good time to share many stories about ,Positive,0.0516,Positive
118,5.0, Its good to see and theres an exhibition related to Tutankhamun right now so I think it would be better to bring a wired earphone when you go ,Positive,0.7003,Positive
119,4.0, A special exhibition of the secrets of Pharaoh Tutankhamun is being held Admission is expensive ,Positive,0.4019,Positive
120,5.0, A people that does not preserve its history its future will certainly be compromised The museum is majestic ,Positive,0.34,Positive
121,5.0, It is wide and large there are many things to see and if you are a soldier it is a place you must visit ,Positive,0.0,Neutral
122,5.0, I went to see the Tutankhamun exhibition on a snowy day and the war memorial itself was very harmonious with the outside park and sculptures and the inside was beautifully decorated so it was a good time with my ,Positive,0.7397,Positive
123,2.0, All convenience stores and food courts are temporarily closed ,Negative,0.0,Neutral
124,4.0, I went to the secret exhibition of Pharaoh Tutankhamun Its not a new topic Ive seen many times but its worth seeing Photography allowed However commercial use is not allowed 4th graders say its not fun I ,Positive,-0.2966,Negative
125,5.0, Pharaohs Secret Beneficial Time With wired earphones Very good 35 pi About 2 hours if you go slowly with a guide ,Positive,0.7264,Positive
126,5.0, There is a childrens museum If you make a reservation you can have fun with the children And the War Museum has a lot to see because the interior has been remodeled ,Positive,-0.1531,Negative
127,5.0,A nice trip especially for Family parking available guides available in different languages including English,Positive,0.4215,Positive
128,5.0,It was nice to see and hear about South Korea War and about the United Nation what they do Is nice place to visit with family,Positive,0.5423,Positive
129,5.0, There are several other exhibitions as well so it is good to go ,Positive,0.6444,Positive
130,5.0, Selfreliance to see exhibitions Can inform children of the reality of division in Korea ,Positive,0.0,Neutral
131,5.0, I visited it for the first time and it was very good ke I want to see the indoor exhibition in the future  Tutankhamun in progress ,Positive,0.762,Positive
132,5.0,Large abundant materials in each exhibition room Very interesting,Positive,0.4576,Positive
133,4.0,Nice to spend some time with kids,Positive,0.4215,Positive
134,5.0,vary greatly,Positive,0.0,Neutral
135,4.0, Time is better than I expected However the entrance is on the 2nd floor and the exhibition hall starts on the 1st floor so you have to go down by stairs and elevator There are times when the tour route is not neat ,Positive,0.1078,Positive
136,5.0, I went to a meaningful place with my children A place to see our history ,Positive,0.3182,Positive
137,5.0,A humbling place,Positive,0.0,Neutral
138,5.0, Pharaohs description was too detailed and there was a lot to see ,Positive,0.0,Neutral
139,5.0,Must see,Positive,0.0,Neutral
140,5.0, Lots to see kids It would be better if you bring ,Positive,0.4404,Positive
141,5.0,Great Place to visit Nice and Clean,Positive,0.8625,Positive
142,5.0, There are many good educational materials for elementary school students ,Positive,0.4404,Positive
143,5.0, recalling forgotten memories  The materials are well presented ,Positive,0.0516,Positive
144,5.0, Tutankhamun exhibition Description is detailed A different exhibition ,Positive,0.0,Neutral
145,5.0, It is a great course to study history experience the open space and shop at Yongsan Station ,Positive,0.6249,Positive
146,5.0,Very good We should have allocated a full day to do it justice,Positive,0.7645,Positive
147,5.0, There is a war memorial park and cafe So I like to go for a walk ,Positive,-0.2748,Negative
148,4.0,There are so many details about WWI AND WWII history Its a lovely museum,Positive,0.5859,Positive
149,5.0, There should be no more wars But the war that happened must be remembered ,Positive,-0.8554,Negative
150,4.0,Inside exhibition is really nice but outside part was closed due to construction which they forgot to mention on the official website,Positive,0.2609,Positive
151,4.0, It is undoubtedly a place to increase understanding of our countrys painful war history ,Positive,-0.6705,Negative
152,2.0, The contents of the exhibition are out of the question and the most inconvenient point is the absorption of foreigners It must be a museum that was made a long time ago Even if it is a handdrawn picture depicting ,Negative,-0.4005,Negative
153,5.0, Good the sorrow and peace of war Countless heroes who died without a name to protect the country ,Positive,-0.5242,Negative
154,5.0, Vivid figures wellmade structures Various sights and educational videos ,Positive,0.0,Neutral
155,5.0,Excellent place,Positive,0.5719,Positive
156,2.0, Its under construction so its not as good as it used to be ,Negative,-0.3412,Negative
157,5.0, The square is open even at night come at night ,Positive,0.0,Neutral
158,4.0,Good,Positive,0.4404,Positive
159,1.0, All other things are good but the counselor is angry I asked him but he responded with anger Was he ignoring him because he was a soldier ,Negative,-0.9201,Negative
160,5.0, Good experience Also recommended to visit nearby Yongsan Park ,Positive,0.5719,Positive
161,5.0, Theres no better place to visit for free than this Please allow sufficient time for viewing ,Positive,0.802,Positive
162,5.0, I saw Brave Animal Friends in the Special Exhibition Room of the 17monthold Baby and Childrens Museum and I enjoyed watching the baby too It was fun to write letters stamp animal stamps color and scan medals ,Positive,0.9413,Positive
163,4.0, Due to Corona we had to make a reservation and the number of people was limited There were no seats that day ,Positive,-0.4215,Negative
164,5.0,Must visit this place And FREE admission museum to visit Couldnt believe this place were free We visited during weekdays and it was very quiet to enjoy the museum The places name is the war memorial of Korea but the place is more like the war history in Korea The museum is very nice and the displays were amazing,Positive,0.9027,Positive
165,5.0,Incredible Museum that is free to the public Still open during Covid,Positive,0.5106,Positive
166,5.0, The landscaping is good and the outdoor exhibition room is also good kids love it ,Positive,0.875,Positive
167,4.0, I stopped by to see the Tutankhamun exhibition Its a weekday so its very quiet and nice to see Deeper understanding of Egyptian history ,Positive,0.2878,Positive
168,4.0,Interesting and free,Positive,0.7184,Positive
169,5.0,Beautiful place for something that can never be forgotten,Positive,0.6774,Positive
170,5.0, Admire the Egyptian civilization once again I have seen ,Positive,0.4767,Positive
171,5.0, Halloween Tutankhamun exhibition was good educationally good ,Positive,0.7003,Positive
172,4.0, It was a good experience and I think it would be good for my childrens education ,Positive,0.7003,Positive
173,5.0, War Memorials are not meant to commemorate something Please visit once as a tourist attraction on a day off It makes me wonder why they dont really charge the entrance fee ,Positive,0.1027,Positive
174,5.0, For history lovers interested in weapons armies and art related to them you can visit the prestigious Museum Admission is free of charge                                       ,Positive,0.7579,Positive
175,5.0, I had to make a reservation in advance so it wasnt very crowded so it was quiet and nice ,Positive,0.4215,Positive
176,5.0,No words are needed here There is only a godly heart,Positive,-0.296,Negative
177,4.0, If you dont make a reservation in advance you wont be able to enter so I just went to Namsan ,Positive,0.0,Neutral
178,5.0, Magnificent size I went to see Tutankhamun and stopped by and I had a good look ,Positive,0.7096,Positive
179,4.0, I think it will be very helpful for my childs education The outdoor exhibition area is under construction ,Positive,0.4754,Positive
180,5.0, Its welldecorated than I thought so its good for a simple stroll with your baby It is good to go and think about the meaning ,Positive,0.7474,Positive
181,4.0, The spacious cool and grand building is wonderful Along with the airplane warship armored car the outdoor exhibits were also impressive ,Positive,0.891,Positive
182,5.0, There is a turtle ship so my first grade boy really liked it ,Positive,0.4754,Positive
183,5.0,To be seen,Positive,0.0,Neutral
184,5.0, It was very good The weather was good and the Egyptian Pharaoh Tutankhamun exhibition was also good ,Positive,0.8618,Positive
185,5.0, The irony I feel every time I go Its the red gang that invades when the independence army is liberated before independence It is very difficult to explain to a child But what can I do Thats what our lives are ,Positive,-0.2492,Negative
186,5.0, A site that is worth visiting in addition to the Gerra museum it offers other things such as sarcophagi and others from the tomb of Tutankhamun ,Positive,0.2263,Positive
187,5.0, its empty unnamed ,Positive,-0.2023,Negative
188,5.0, Small children but worth a visit If it is a little bigger it is a very good place in terms of education I thought it was a must visit place ,Positive,0.7677,Positive
189,5.0, It is good for children to run around but it is dangerous because there is no fence in the artificial pond ,Positive,-0.7184,Negative
190,4.0, It is a place where you can look back on the stories of war in history It warms my heart to see the names of those who sacrificed themselves for their country ,Positive,-0.4215,Negative
191,4.0, Its free so its good to go with kids I want to go to the Childrens Memorial but its a pity that only a few people visited Toddlers are too wide to walk ,Positive,0.1504,Positive
192,5.0,very good,Positive,0.4927,Positive
193,5.0, I went to the Tutankhamun exhibition The composition was clear and the process was very neat ,Positive,0.7089,Positive
194,5.0, Very complete overview Well taken care of Cant miss you ,Positive,0.7191,Positive
195,5.0, When I look at the list of U and Army veterans I always get sober ,Positive,0.0,Neutral
196,5.0,It is well organized by period so it is easy to visit,Positive,0.6444,Positive
197,5.0, Its a great place to go with kids Reservations are a must these days ,Positive,0.6249,Positive
198,4.0, There was an exhibition of Tutankhamuns tomb wonderful ,Positive,0.5719,Positive
199,5.0, I like it because its spacious and comfortable The best thing to do is sit on a bench ,Positive,0.875,Positive
200,5.0, Currently a special exhibition commemorating the 100th anniversary of the excavation called The Secret of TutankhamunPharaoh is being held It is recommended as an exhibition that will be held until April 24 next ,Positive,0.5423,Positive
201,5.0, It was a little disappointing that the outside was under construction but the inside was good and there were many things to see ,Positive,0.4398,Positive
202,5.0,Wonderful place where the history of Korea is lived,Positive,0.5719,Positive
203,5.0, The reason for the existence of a country that you must visit at least once ,Positive,0.0,Neutral
204,5.0, I came to the War Memorial of Korea to see the 100th anniversary of the excavation commemorative exhibition of Tutankhamun The outside space is neatly shaped and landscaped so its good to take a walk while waiting ,Positive,0.1725,Positive
205,5.0,Brilliant and humbling exhibition and memorial hall It provides an exceptional tribute to the sacrifices of the UN mission and Korean people You will leave with a deep appreciation for the struggles of the Korean people over their long history Artifacts on display encompass all of recorded Korean history and end with recent and moving rotating exhibits This is a must visit for the history minded,Positive,0.6597,Positive
206,5.0,Definitely a place worth visiting The outside area alone is worth a walk around with its poignant statues; the military vehicles diplay and the war memorials,Positive,-0.1027,Negative
207,5.0,This is a must visit Make sure to check the video presentations on the upper floors we noticed some people missed this as these were in booths at the side  you will see and hear there of the experiences of some of the veterans  very touching and there are learnings on the personal level Also very informative to learn of how the other countries helped in the Korean War Having my own country represented there I felt what the museum management did was so respectful  they had the other countries flags and contributions exhibited at the front of the memorial and throughout the museum  Check the opening days and hours before going I believe this is closed on Mondays We were among the many disappointed visitors who braved the rains and long walk only to find out it was closed on Monday Its free of charge with free lockers at the entrance,Positive,0.7555,Positive
208,5.0,We especailly liked the outside area with its amazinng array of tanks and war planes There were more here than we have seen at various other memorials in the past You could enter some of the tanks and there was an informational video on board the submarine,Positive,-0.2732,Negative
209,5.0,The Korean people have been invaded on numerous occasions and this museum has fantastic displays detailing the Korean peoples fight against oppressors Very comprehensive and tasteful displays,Positive,0.5095,Positive
210,5.0,This was recommended to me by a friend as a must see I am happy I went I learned so much about not only the Korean War but the history of war on the Korean peninsula in general It was a moving and educational experience I only had two hours there before it closed but could have used more  even half a day to view all the planes outside and the plentiful exhibits inside I will be returning to spend more time there during my next visit to Seoul,Positive,-0.6059,Negative
211,5.0,It was a huge museum I thought it only focused on Korean wor in 1950 but it actually shows all kinds of war records throught korean history Huge aircrafts and tanks are exhibited oitside the museum If you are a military geek you would love it And there was a special exhibition you can see Eva Armisens art in the museum too It was a very impressive and heart warming experience,Positive,0.9324,Positive
212,3.0,Good place to understand about korea history It started from war bc until modern war Main hall has explanation in Chinese  English though not so detailed as compare to korean language but good enough for a foreigner The entrance is free of charge Easy accessible by subway Line 4 alight at Station Samgakji and walk approx 500m,Negative,0.8807,Positive
213,5.0,The Korean war museum is an amazing place to visit I learned so much about the history of Korea and especially the Korean war I really had no idea about the genesis of the war and some of the key moments It is very interactive and they have an app that allows you to translate and learn more about the various different venues They have both indoor and outdoor exhibits Some of the sculptures are very touching Would highly recommend this Best part It is free,Positive,0.2603,Positive
214,5.0,Its an amazing experience thats worth even a quick stop; there are numerous amazing exhibits along with the great Turtle Ship replica,Positive,0.9081,Positive
215,4.0,I did and didnt enjoy this The museum is big and if you want to see everything you should allow a few hours Free to enter Given all the information and history I am quite surprised they dont charge I just found information was not that easy to understand or well laid out I got more confused although at the sane time I did learn a lot of things I just think it could be laid out better Some parts were in Korean only I went as soon as it opened There were already quite a few school children but as the museum was so big and spacious it was still peaceful to browse Clean What was nice to watch was just outside the main entrance young army recruits were practising and performing This was interesting to see I would say if your very into history and learning then come I normally am but for some reason struggled to grasp much here I spent just over an hour and a half there for a basic overview,Positive,0.9386,Positive
216,5.0,This is a superb reminder of why freedom wins All kinds of airplanes watercraft guns bombs remeberances photos etc in many many large rooms plus an outdoor exhibition that is second to none  This is at least a 4 hour tour that could easily turn into all day if done properly,Positive,0.9371,Positive
217,5.0,Our visit to the museum was too brief and I look forward to returning on my next visit to Seoul The exhibits cover thousands of years of Korean history and is a fitting tribute to their ancestors heritage and those who made the ultimate sacrifice to ensure their freedom,Positive,0.7783,Positive
218,4.0,I was mainly interested in the Korean War and it is easy to spend 2 hours doing this part and the collection pf weapons and planes outside This collection is the most extensive I have seen anywhere and even includes a B52,Positive,-0.296,Negative
219,5.0,Museum curation in Korea is firstrate This museum like so many others is truly magnificent Gives a fantastic intro to Korean military history with three giant exhibits on the Korean war truly a national tragedy I didnt see it all and want to go again soon,Positive,0.7783,Positive
220,3.0,Ive had the good fortune of being able to visit the war museums in both North Korea and South Korea What is most striking is how similar the museums in Pyongyang and Seoul are  In front of both are aggressive statues of military men Both have an outdoor exhibit of military machinery like vehicles and airplanes But whereas the museum in Pyongyang proudly displays the USS Pueblo the museum in Seoul displays happy childrens mascots in uniform of course and a playground which is weird to say the least in a war museum Both museums love a good panorama exhibit  And finally both rely very heavily on propaganda For example the two different sides are called Attackers at dawn and Defenders of freedom And while the museum happily described the atrocities carried out by the North it does not mention with a single peep the atrocities carried out by the South The exact opposite can be said about the museum in Pyongyang of course  If you are looking for any kind of truth about the war you would have to look elsewhere But if youre interested in how a country wants to present their image about a war both museums are very interesting indeed,Negative,0.9494,Positive
221,5.0,This museum really captured the sights and shifting moods of war down to General MacArthurs combover in one of the dioramas Interactive and comprehensive Plan more than the 12 hours that TripAdvisor recommends,Positive,-0.25,Negative
222,5.0,Nice place for tourist some tourist also wear there hanbok while visiting here Also perfect for photo,Positive,0.7579,Positive
223,4.0,A good visit the exhibits were well put together and easy to understand Lots to see lovely entrance and well kept grounds We spent a couple hours here as part of a day trip There is a small gift shop and cafeteria,Positive,0.9403,Positive
224,5.0,Spent a couple of hours here Interesting Worth a visit we visited it within a tour that we had booked,Positive,0.5574,Positive
225,5.0,I decided to visit the museum at the last minute and it ended up being the highlight of my visit to Seoul  One floor was about Korean military history up to the Korean War and another floor was focussed on the Korean War The displays and commentary were perfect  they gave enough detail without overloading you with information It was very very well done  Inside and outside of the museum there were displays of military equipment from both sides of the conflict,Positive,-0.3245,Negative
226,5.0,The whole museum is beautiful as it goes back to ancient times What really got us feeling proud was the list of Canadian soldiers who died in defending Korea and it opened our eyes as to how that war got started in the first place This was part of the one day DMZ trip,Positive,0.0679,Positive
227,4.0,amazing for what you pay for; they even have a couple of inventive 3Dlike theaters where in one they even simulate a blizzard with soap froth theres a room where you learn how many countries helped korea during their communist war  finally understood why koreans like to visit colombia the only latin american one as far as i learned there that sent soldiers to help liberate south korea,Positive,0.5719,Positive
228,5.0,Would def recommend a visit to this museum if you are into history lots of displays and information that is very interesting also all the old war items outside are pretty cool learnt lots visiting here and enjoyed it,Positive,0.8553,Positive
229,5.0,A great place for learning a lot about Korean history Much of which I wonder why we never were taught in school in Sweden It is also a beautiful place to reflect and pay ones respect to the people who fought and shaped the world we live in today The museum have chronological exhibits that are easy to navigate and understand It displays exhibits from Koreas early days up to modern day We found that the three hours we had set aside was not enough so we came back a second time,Positive,0.9062,Positive
