,STAR,CONTENT,SCORE,COMPOUND,VADER
40,4.0, First visit to Dongdaemun Design Plaza After seeing the special exhibition I moved to the other building and got lost because it was my first visit ,Positive,0.1027,Positive
41,5.0,I really love the design of this public space that allows people to spend time with their family relax appreciate arts and stay dry during the rainfall,Positive,0.8777,Positive
42,5.0,I have been to the DDP and the Tim Burton exhibition,Positive,0.0,Neutral
43,4.0,An amazing design provided by Zaha Hadid You feel there the sense of space  while you move it takes you through a journey of different feelings ,Positive,0.5859,Positive
44,5.0, This is a large plaza It is a multispace for all events and exhibitions ,Positive,0.0,Neutral
45,5.0, I saw Tim Burton It is so popular that you can see it in line even on weekdays ,Positive,0.5598,Positive
46,5.0, It is an exotic and wonderful space in the shape of a spaceship Corona is getting better and better but it would be better if there were more ,Positive,0.8442,Positive
47,5.0,State of the art design building There is a design museum inside too And a small shop selling cute accessories,Positive,0.4588,Positive
48,2.0,They need to announce that 10000 won for admission is for the museum only,Negative,0.5719,Positive
49,5.0, There are various activities and exhibitions There are many households and the architecture is beautiful ,Positive,0.5994,Positive
50,3.0, It is recommended to stop by near the sea Its hard to get directions Restaurants are expensive ,Negative,-0.2023,Negative
51,5.0,Super clean and interesting site,Positive,0.8519,Positive
52,5.0,Amazing building not to be missed,Positive,0.6896,Positive
53,5.0, The work of famous architect Zaha Hadid is characterized by an atypical space concept and the interior is also irregular giving the impression of exploring a spaceship ,Positive,0.5106,Positive
54,5.0, The building is beautiful and there are many things to see ,Positive,0.5994,Positive
55,4.0, The exterior of the building that was raised after erasing the history looks great The building is separate from each other there is no connection and cooling and heating are difficult It is inconvenient to use as ,Positive,-0.25,Negative
56,5.0, I watched the Tim Burton special exhibition  Tim Burtons Biography and Sketches Modeling Film Animation ,Positive,0.4019,Positive
57,5.0,SHHEEEEEEEEEEESHH,Positive,0.0,Neutral
58,5.0, The restaurant district is very depressed right now The night market food truck which used to be a specialty is not operating Its good to take a walk while looking around the wonderful buildings wonderful ,Positive,0.3402,Positive
59,3.0,A unique place to roam around take some pictures and   chill at the same time,Negative,0.0,Neutral
60,5.0, The building is a wonderful structure with curves and straight lines ,Positive,0.6808,Positive
61,5.0,Eye opening place about future life,Positive,0.0,Neutral
62,5.0, This is the DDP exhibition hall I visited for the first time in 2 years due to Corona After Keith Haring ,Positive,0.0,Neutral
63,4.0, Very good It is spacious and there are many places to lie down and rest and it is recommended However it can be easy to get lost and it can be difficult to find the desired ,Positive,0.6361,Positive
64,5.0,Amazing place Enjoyed a lot,Positive,0.7964,Positive
65,5.0,The amazing architecture itself is worth the visit I went for the Tim Burton exhibition here in June 2022 which is very well put together I think there used to be some food trucks night market during the weekends but it stopped coz of the pandemic Worth a visit,Positive,0.5494,Positive
66,5.0, The clothes at Jeil Pyeonghwa Market are also wholesale prices so it was cheap and good ,Positive,0.4404,Positive
67,3.0, Its complicated and the exhibitions are good but theres nothing to eat or play after its finished ,Negative,0.6187,Positive
68,5.0,Good,Positive,0.4404,Positive
69,3.0,dot,Negative,0.0,Neutral
70,3.0, There is little food and little to see Nothing to see unless you go to a special exhibition; ,Negative,0.4019,Positive
71,4.0, I came to see the Tim Burton special exhibition The exterior of the building was very impressive ,Positive,0.7425,Positive
72,4.0, Various cultural experiences relaxation and healing are possible Parking fees are high so it is recommended to use public transportation for a ,Positive,0.6666,Positive
73,5.0, I went for the Tim Burton exhibition and I was surprised that it was so much better than I expected There is a space where you can lie down on the second floor and read a book so it was a great comfort during a ,Positive,0.8988,Positive
74,5.0,The world of Tim Burton,Positive,0.0,Neutral
75,4.0,Place to visit Unfortunately we didnt make it in time for Tim Burton exhibition But the building is really cool,Positive,0.3998,Positive
76,5.0,Never fail to please with their exhibitions and the architectural brilliance of Zaha Hadid,Positive,0.6992,Positive
77,5.0, landmarks in seoul You can see various exhibitions Great place for a date while walking ,Positive,0.6249,Positive
78,5.0,Nice place to visit Shows different exhibitions regularly The one at the time I visited was about Tim Burton,Positive,0.4215,Positive
79,5.0,Nice place to nap Lol,Positive,0.6808,Positive
80,1.0,please no more beautiful and useless architectures Zaha Hadid Seoul city has been struggling and wasting large amount of money to find its usages so far,Negative,-0.5058,Negative
81,5.0, I went to Tim Burtons special exhibition Its interesting ,Positive,0.6597,Positive
82,5.0,Cool spot,Positive,0.3182,Positive
83,5.0, I went to the Tim Burton exhibition but everything was good except the order of the docents I heard through the app was jumbled up ,Positive,0.5927,Positive
84,5.0,So amazing design of architecture SM Town store at 1 floor D5 Seating area is very good Toilet facilty  mobile charger,Positive,0.8067,Positive
85,5.0, A complex cultural space designed by worldfamous architect Zaha Hadid Formerly Dongdaemun Stadium There are people who criticize the uniqueness of the area called Dongdaemun and the lack of historicity of the ,Positive,-0.5994,Negative
86,5.0, Good Place Artistically very well built there is a lot to see and to visit ,Positive,0.6478,Positive
87,5.0, I have doubts about the space utilization but it looks great for various viewing events or a place for citizens to relax The day I went there was a Tim Burton exhibition ,Positive,0.872,Positive
88,5.0, I went to the Tim Burton special exhibition There are too many visitors so if you want to see it in detail I recommend weekdays The exhibition itself covering all Tim Burtons works was good ,Positive,0.8255,Positive
89,4.0,pretty modern architectural building like for the futureout of space day time is nice and night time is also pretty nice place to just walk and sit go inside to check it out if you have time,Positive,0.926,Positive
90,5.0, I came to watch Tim Burtons game Its not like the old Dongdaemun Speaking of the market it is Pyeonghwa Market and Bangsan Market ddp is cool ,Positive,0.049,Neutral
91,5.0, It seems to be an environment where you can get inspiration when you appreciate the exhibition ,Positive,0.7269,Positive
92,5.0, A strange building in the middle of Seoul Nevertheless a building that exquisitely fits the Seoul landscape ,Positive,-0.2023,Negative
93,5.0,Great place for art exhibitions and families There are lots of fun activities and shops,Positive,0.8126,Positive
94,5.0,Amazing piece of art by ZHA as usual,Positive,0.5859,Positive
95,4.0,Visited the kids cafe indoor playground on the fourth floor which our 4yearold absolutely loved However DDP as a whole is more adult friendly with cafes and shops inside the building Plus if you are interested in architecture the ,Positive,0.8852,Positive
96,3.0, A building where it is difficult to find a straight line Everything inside and outside is curved ,Negative,-0.1531,Negative
97,4.0, The exhibition structure is good The unfortunate thing is that the business district seems to have been wiped out after Corona ,Positive,-0.0258,Neutral
98,4.0, I think Ive seen more than 5 exhibitions at DDP but theres never been a time without people very many The building is large so you always have to ask the desk where they are exhibiting ,Positive,0.0,Neutral
99,4.0, Its quiet spacious and nice A lot has changed from before The toilet is also clean ,Positive,0.6705,Positive
100,5.0,Edifice,Positive,0.0,Neutral
101,5.0, A very complete store sells everything from food to furniture for the house ,Positive,0.0,Neutral
102,5.0, When you come out of the entrance connected to the subway you are faced with a huge space Designed by Zaha Hadid Architects the buildings presence is overwhelming ,Positive,0.3182,Positive
103,5.0, There are too many people haha Still I like it because it has plenty of space to sit and lie down ,Positive,0.6705,Positive
104,4.0,Reminded me a lot of the Guggenheim in Bilbao Beautiful structure with some food and shops,Positive,0.5994,Positive
105,5.0,Hen Ho,Positive,0.0,Neutral
106,5.0, A place where you can create wonderful memories  ,Positive,0.7003,Positive
107,5.0, Lets go take a look once in a while Tim Burton is fighting ,Positive,-0.3612,Negative
108,5.0,Korea,Positive,0.0,Neutral
109,3.0, Its spacious and clean Theres a lot of empty space ,Negative,0.2263,Positive
110,5.0, Tim Burton If you are curious be sure to visit the exhibition  ,Positive,0.5574,Positive
111,5.0, A place where I enjoyed watching the Tim Burton exhibition and bought small souvenirs I tasted threecolor curry at a curry restaurant I took out iced coffee from a bakery and drank it in the plaza in May when it ,Positive,0.5106,Positive
112,2.0, the center is aesthetically and architecturally fantastic it is a pity that it is practically an empty box  something is there but compared to what has been built and spent it is scandalous ,Negative,-0.6486,Negative
113,5.0, Even if you dont know Tim Burton well If you follow the flow of the exhibition An exhibition that can be fully enjoyed with many popular elements ,Positive,0.8173,Positive
114,4.0, Tim Burton Exhibition Good Good It was an exhibition that could be inspired and stimulated ,Positive,0.872,Positive
115,5.0,Always beautiful,Positive,0.5994,Positive
116,5.0, You can feel the charm of a different building There was a Tim Burton exhibition Im very satisfied with it ,Positive,0.6997,Positive
117,3.0,Easy to get to as it has its own metro stop Interesting design with little outside exhibits Near a market area so you can have local street food after visiting,Negative,0.5267,Positive
118,4.0, It is a cultural space where various exhibitions are held and it is a historic site with traces of Igansumun and Dongdaemun Stadium I heard that it was criticized for not taking advantage of the meaning of ,Positive,-0.5007,Negative
119,5.0, theres a lot to see it was good ,Positive,0.4404,Positive
120,3.0, I go when there is an exhibition but there is nothing to do inside except for the exhibition They all go around ,Negative,0.0,Neutral
121,3.0, Its a pity that the space is not being used well I would like to create a space where you can exercise various physical strength through a oneday class with new writers in various fields and make it a place ,Negative,0.584,Positive
122,3.0, There is not enough information about the exhibition and the coffee shop is also costeffective ,Negative,0.0,Neutral
123,4.0, There are a lot of things to see but there are few restaurants there are no shops in the mall the exhibition and the market are still very good ,Positive,0.359,Positive
124,4.0, The exhibits are very nice the prices are good I recommend ,Positive,0.8173,Positive
125,5.0, Theres nothing to do its hard to find the way theres too much space but its good because there are a lot of UD library books ,Positive,0.5647,Positive
126,5.0, Curved finite gravitational force magic happy space Visiting with friends to see Dali ,Positive,0.7783,Positive
127,5.0, Accessibility Convenience Spectatorship Recreation Leisure New concept cultural space that meets everything ,Positive,0.0,Neutral
128,5.0, Its my first time there haha Its quite spacious and the staff are all friendly ,Positive,0.7351,Positive
129,4.0, its always good Recently there are a lot of empty stores and design stores are too expensive Its a pity that it feels like there are only merchandising stands left for ,Positive,0.34,Positive
130,5.0, I had a good time with my children as a resting place in the city center  ,Positive,0.4404,Positive
131,4.0, Its nice because its spacious but its been a while since Ive been there so its hard to find a place ,Positive,-0.0303,Neutral
132,5.0, Ive been gone for decades Since I went to Allman the surroundings have changed a lot There is an exhibition about Tim Burton in Design Plaza ,Positive,0.0,Neutral
133,5.0, Its a Tim Burton exhibition right now so its good to waste it ,Positive,0.0972,Positive
134,4.0,I visited here for the first time in few years There were lots of things and places to see and enjoy before But this time its not same with it was back in 2018 due to the covid19 It seems to need some times to recover the normal ,Positive,0.2732,Positive
135,4.0,I love coming here Always great exhibits It can get very busy However its a beautiful place to wait,Positive,0.9217,Positive
136,5.0, I went to Dongdaemun Design Plaza from Dongdaemun History and Culture Park Station ,Positive,0.0,Neutral
137,4.0, Very nice modern architecture Apart from the architecture itself which is worth the trip I didnt really understand what there was to see At the meeting a large very zen room with a beautiful relaxing light and a ,Positive,0.902,Positive
138,5.0, The DDP is a museum that will delight lovers of contemporary art and architecture aficionados as this museum is both atypical and superb at the same time Coming to Seoul and missing this place is almost sacrilege ,Positive,0.8807,Positive
139,5.0, Nice to see the exhibition Goods prices are much more reasonable than Yedang ,Positive,0.4215,Positive
140,5.0,worth to visit,Positive,0.2263,Positive
141,1.0, the architecture is good Redefine internal planning I need to expand things to see buy experience etc ,Negative,0.6369,Positive
142,4.0, I didnt know it was this wide Why is there a spaceship passing by see only ,Positive,0.0,Neutral
143,4.0, A place that was closed due to social distancing was busy preparing for a new refurbishment due to the release but anyway its really nice to have a place like this in the city ,Positive,0.8121,Positive
144,4.0, This is the site of Dongdaemun which has been changed to Dongdaemun Design Plaza The design of the plaza is impressive with its irregular building shapes and wide site ,Positive,0.5106,Positive
145,5.0, It used to be Dongdaemun Baseball Stadium very good ,Positive,0.4927,Positive
146,5.0, To be honest its so cool Originally this was a very famous playground in Korea where Pele also came There is also a small museum where you can see the traces ,Positive,0.7089,Positive
147,4.0, Ive been to an exhibition There are also strange outdoor works Its a good place for a weekend outing ,Positive,0.2732,Positive
148,5.0,Great disign and amazing building,Positive,0.836,Positive
149,5.0,This place is fabulous its just such a beautiful place reminds me a bit of the spaceship in lost in space the film and is very quiet full of cool stuff and actually a nice spot to chill in a very busy city,Positive,0.8779,Positive
150,5.0, Its wide and there are a lot of shopping malls But there are a lot of shops that are closed due to Corona ,Positive,0.0,Neutral
151,1.0, The location of the exhibition hall is not confirmed There is no guide Parking is expensive ,Negative,-0.296,Negative
152,5.0, Visited to see Salvador Dali The quarantine pass was gone and social distancing was not implemented so it was difficult to see the work properly because many visitors came from the moment ,Positive,-0.4144,Negative
153,5.0, It is a place where you can buy various exhibitions and design related props ,Positive,0.0,Neutral
154,5.0, I went to see the Gucci exhibition I wish there was more to see ,Positive,0.4019,Positive
155,4.0, Theres nothing that catches my eye but its just a place where you can comfortably ride Ttareungi in Seoul ,Positive,0.5719,Positive
156,5.0,Great design store Happening place for hangout,Positive,0.6249,Positive
157,5.0, To see the ongoing Salvador Dali exhibition Im here with my colleagues a lot of people It was difficult to watch it as it was but I think I did it well  ,Positive,0.2263,Positive
158,4.0, I went to Salvador Dali more than I expected There were not many paintings and there were no discounts on Culture Day I felt it was small compared to the high price ,Positive,-0.296,Negative
159,5.0,Great place to stop by,Positive,0.4404,Positive
160,5.0,Interesting architecture,Positive,0.4019,Positive
161,5.0, Gucci exhibition It is not crowded because reservations are required and it is free but it was better than I thought ,Positive,0.7184,Positive
162,5.0, Gucci archive exhibition and DDP exhibition I think it will be a good time ,Positive,0.4404,Positive
163,5.0,Lovely place with good exhibitions,Positive,0.7717,Positive
164,4.0, I went to the Gucci archive I went through Naver reservation and it was nice to know Guccis themes for each season ,Positive,0.4215,Positive
165,4.0, Watching the exhibition and sitting in the sun on a sunny day The exhibition has a waiting app so I can look around other places while ,Positive,0.4215,Positive
166,5.0, Salvador Dali Exhibition UD Lifestyle Platform 2017Pixar Dictionary 2019Disney Exhibition ,Positive,0.0,Neutral
167,3.0, Unfriendly guidance Its free No order Sorry Staff needs smooth flexibility ,Negative,0.1779,Positive
168,5.0, There are regular exhibitions of works by famous artists and it is always nice to have things to see and experience Besides it is a complex space ,Positive,0.4215,Positive
169,5.0, It was a friendly and interesting place because it was from a martial arts show ,Positive,0.7096,Positive
170,5.0,This place just makes you feel at ease The renowned designer really did his good work here The lines of the building flows naturally and with the huge space it creates a positive and empowering feeling Definitely a must visit for architecture and space lovers,Positive,0.9599,Positive
171,5.0, I visited because there was a Dalijeon and it was stylish and there were many things to see around it ,Positive,0.0,Neutral
172,5.0, Its a place I visit often but its a place I admire every time I go ,Positive,0.631,Positive
173,4.0, Ive seen the exhibition Its a bit complicated structure so I think more information boards are needed I think there are a few restaurants so its good to use them ,Positive,0.4902,Positive
174,3.0, It was nice to understand Dali well and to plan well so that I could get to know his work better But ,Negative,0.6059,Positive
175,5.0,A nice place to walk around and enjoy the wonderful architecture of Seoul Its bustling with people but there are nooks and corners that are Instagram worthy,Positive,0.8481,Positive
176,5.0,  Awesome DDP I went to see an exhibition Its so nice to have such a wonderful place in Dongdaemun ,Positive,0.9084,Positive
177,4.0, It was a fun opportunity to see the source of inspiration for Guccis past collections ,Positive,0.8591,Positive
178,5.0, Visited to see the Salvador Dali exhibition There are always good exhibitions so I go there often As always its a pity that there are so many people ,Positive,0.1779,Positive
179,5.0,Often has great art exhibitions available to the public Great place for an afternoon on the weekend,Positive,0.8481,Positive
180,5.0, Good to see the exhibition Its a good place to take photos with light ,Positive,0.7003,Positive
181,5.0,Excellent,Positive,0.5719,Positive
182,4.0, I think it is good because there are many things to see in terms of exhibitions and designs ,Positive,0.4404,Positive
183,5.0, Dali exhibition outside the opening Fortunately it was easy to watch and one more shot at the end ,Positive,0.4404,Positive
184,5.0, Visited to see the Salvador Dali exhibition The design of the building is beautiful and spacious good for taking pictures ,Positive,0.7783,Positive
185,4.0, I went to see the Gucci Architype absolute selection exhibition I think it would be good to remodel it to be brighter and more stylish ,Positive,0.6705,Positive
186,4.0, I saw it before genius dali ,Positive,0.0,Neutral
187,5.0, I went to the Gucci exhibition I love various exhibitions ,Positive,0.6369,Positive
188,3.0, It is a wonderful place to contain the current culture but a place that is somewhat disappointing to see that it has melted the history of the past ,Negative,-0.3634,Negative
189,5.0, The architecture is like the work of Salvador Dali Its like surrealism ,Positive,0.6124,Positive
190,5.0, I enjoyed watching the exhibition The exhibition is no joke ,Positive,0.5106,Positive
191,5.0, Salvador exhibition is open Its a great place to see the exhibition ,Positive,0.6249,Positive
192,3.0, There are a lot of interesting exhibitions but it is really hard to find your way inside COEX in Euljiro ,Negative,-0.0489,Neutral
193,4.0, After watching Dali I used the cafe next door I like that it is convenient for both the train and the bus It is also convenient to use the nearby Dongdaemun Shopping Mall ,Positive,0.3612,Positive
194,4.0, I enjoy watching the exhibition But there are too many people ,Positive,0.2732,Positive
195,4.0, Its so hard to find the way Its pretty but I wonder if it suits the city ,Positive,0.191,Positive
196,5.0, I was shocked to see Dalis various works I recommend it to those who havent been ,Positive,0.0516,Positive
197,5.0, The night view is beautiful and it is located in the middle of walking distance to the surrounding tourist attractions in Seoul If you are tired it is a good place to go to another place by public transport ,Positive,0.7717,Positive
198,5.0, I went to see Dali Its nice to have a hot exhibition ,Positive,0.4215,Positive
199,5.0, A very stunning modern building which combines shopping culture and art I highly recommend it to anyone who comes to Korea ,Positive,0.6894,Positive
200,4.0, There are many things that have been reduced due to Corona but the Salvador Dali exhibition was really fun and good ,Positive,0.8789,Positive
201,4.0, Watch Salvador Dalis match Its difficult because Im a surrealist writer I didnt even think about the entrance fee ,Positive,-0.3612,Negative
202,5.0,Nice place,Positive,0.4215,Positive
203,5.0, Ive been to the Dali exhibition  The unique concept of the exhibition was quite memorable ,Positive,0.0,Neutral
204,5.0, Dali went because of the exhibition Ive been to Ddp a few times but I think its a really nice building Proud to be in Seoul ,Positive,0.8653,Positive
205,5.0, The DDP space itself is a very nice building Admire the exhibition of Salvador Dali on display at the learning center Good composition and good display ,Positive,0.9053,Positive
206,5.0, I went to see the Dali exhibition As it turns out you are a genius who runs Later generations of ordinary people applauded the seals when they saw the work I really liked this work ,Positive,0.6801,Positive
207,4.0,The night scenery here is like visiting an alien world,Positive,0.3612,Positive
208,4.0, A space that deserves at least one in a busy city center ,Positive,0.0,Neutral
209,5.0, After a pleasant viewing at DDP Dongdaemun Design Plaza with art and jazz lovers I have been enjoying happiness with a delicious cup of tea at the Cha Cha Tea Club ,Positive,0.9545,Positive
210,5.0, The space is interesting Feeling protected or trapped Dali now ,Positive,0.4019,Positive
211,4.0,A lot of things are closed now due to covid so its not as cool as it used to be,Positive,-0.2411,Negative
212,5.0, Its right in front of the station so its easy to access and the building is pretty ,Positive,0.749,Positive
213,4.0,So design and futuristic environment,Positive,0.0,Neutral
214,5.0,Dali Van Picasso and Rimin,Positive,0.0,Neutral
215,4.0, Its nice that the wonderful and worthwhile exhibitions continue but Im not familiar with the structure of the DDP Dongdaemun Design Plaza so Im a bit lost every time I go If you stay until sunset you can ,Positive,0.1542,Positive
216,3.0, It was a little disappointed If I was a weekday A few years ago I saw the Pornanase Exhibition in this place but it was the ,Negative,-0.2272,Negative
217,3.0, When I went there were a lot of closed stores inside and I only saw Dalijeon I think the inside content was a bit stale when I went before ,Negative,0.0,Neutral
218,4.0, Visit Dicky Dicky The facility is quite old Well twice ,Positive,0.3353,Positive
219,1.0, It was nice to see the museum staff laughing chatting and running around in life Especially the sound of Kakaotalk and phone calls are very helpful to increase the concentration on the viewing It makes me worry ,Negative,0.8297,Positive
220,5.0, Salvador Dali was being played at DDP so I went there It was so big I couldnt see all of it but as an exhibition hall the transportation and location were good ,Positive,0.6757,Positive
221,5.0,Multi flex space in seoul,Positive,0.0,Neutral
222,4.0, I went to the Ferris wheel before Dali Since it was a weekend I waited about 50 minutes to get a ticket The exhibition had a lot more works than other exhibitions and it was an ,Positive,0.0,Neutral
223,5.0, Go see the Dali exhibition One of the best exhibitions Ive ever been to ,Positive,0.6369,Positive
224,5.0, Cultural life was good after going out after a long time It was a good time to learn more about Surrealism Dali ,Positive,0.7003,Positive
225,5.0, Ive been watching Dali I also liked the wellstructured composition and work It always seems like a good place because of the convenient transportation ,Positive,0.802,Positive
226,1.0, Disappointment before Dali He took a few pictures and mocked the audience There is no such scam I got a refund but the admission fee was ripped off ,Negative,-0.6956,Negative
227,5.0, clean and comfortable very good exhibition ,Positive,0.8479,Positive
228,5.0, Many places are empty due to corona It is a place that has become a symbol in itself and is a good place for frequent exhibitions ,Positive,0.2732,Positive
229,5.0, Go to see many exhibitions There are many free exhibitions and the night view is beautiful ,Positive,0.802,Positive
230,5.0,Outstanding,Positive,0.6124,Positive
231,4.0, Beautiful Architecture It is inevitable that it is inconvenient to have experience with such a building ,Positive,0.3612,Positive
232,5.0, A gourmet restaurant All menu items are delicious ,Positive,0.5719,Positive
233,5.0, I saw the Salvador Dali exhibition here today and it was fun but there were too many people ,Positive,0.2846,Positive
234,1.0, I saw the Dali exhibition at the design exhibition hall and I was offended by the unfriendly staff It was inconvenient because the guide was broken but there was no apology I dont think I will go to the DDP ,Negative,-0.7579,Negative
235,5.0, The match against Salvador Dali is going on until 320 The installation and atmosphere inside the exhibition hall are good and neat The explanation is relatively concise so there are some memorable parts of what ,Positive,0.7096,Positive
236,5.0, There was an exhibition going on and there was a lot to see ,Positive,0.0,Neutral
237,3.0, I just went to see the Dali exhibition but it was an exhibition that was too crowded and difficult to appreciate ,Negative,0.0772,Positive
238,5.0, The kids cafe on the 4th floor is spacious and good to play ,Positive,0.6486,Positive
239,5.0,One of the best place in Seoul,Positive,0.6369,Positive
240,5.0,Beautiful place to visit and an amazing location to do your shopping,Positive,0.8271,Positive
241,5.0,It was really Good experience You can see different art galleries Seoul light is something very attractive to see but you cannot see it every day It is available on nights of special occasions,Positive,0.7746,Positive
242,3.0, neat and nice But I cant get a guide on where it is ,Negative,0.4404,Positive
243,5.0, As a center of Seoul culture various exhibitions are held throughout the year so you can have a good time at any time of the year The building itself is a sight to behold and it is large and beautiful enough to ,Positive,0.7783,Positive
244,5.0, Performance exhibition in progressFashion MeccaA good place to go anytime ,Positive,0.4404,Positive
245,3.0, I went to the game against Salvador Dali It was a bit disappointing for me who visited the Figueres Museum of Art in Spain but it was good to be introduced to Korea like this Even on a weekday ,Negative,0.7184,Positive
246,4.0,Not too bad,Positive,0.431,Positive
247,5.0,This place is like from a different planet or from a science fiction movie You can see a thousands of pictures but nothing is like the reality It will hit your eyes your brain and your heart but you will still not easy to believe what ,Positive,0.2242,Positive
248,4.0, Seoul Light Garden of Light In the Corona era we can applaud and comfort each other and laugh ,Positive,0.8442,Positive
249,5.0, I was very satisfied with Dalis work but the planning was very good ,Positive,0.7458,Positive
250,5.0,One of the impressive and attractive piece of landmark DDP located in Seoul city which is designed by the late architect Zara Hadid in March 2014,Positive,0.7579,Positive
251,5.0, Memories of the old Dongdaemun Stadium nice exhibition hall ,Positive,0.4215,Positive
252,4.0, It is a spacious exhibition hall located in the heart of the city It is surprising that the old Dongdaemun Baseball Stadium has been transformed into the present space The space is spacious so it feels like a park ,Positive,0.5945,Positive
253,5.0,With a visit i as it is so unique They have a Dali exhibit until March of 2022 that is first rate of course there is massive wholesale shopping right next door which is fun as well,Positive,0.6597,Positive
254,5.0,I wish there was a space for waiting in the building,Positive,0.4019,Positive
255,5.0,Good place,Positive,0.4404,Positive
256,5.0, The night view is beautiful and there are many exhibitions good for a date ,Positive,0.7783,Positive
257,3.0, Its interesting and fun but I hope the sights will be renewed in a variety of ways ,Negative,0.7814,Positive
258,5.0, visit to dali It was nice to be able to come and see things to see in other places because it came through KakaoTalk so that I could know the waiting number ,Positive,0.4767,Positive
259,3.0, The viewing space itself is good but most of the stores are still vacant so there are too few places to eat or see around ,Negative,0.2382,Positive
260,5.0,Always enjoy going DDP,Positive,0.4939,Positive
261,4.0, Salvador Dalis battle takes about 2 hours to see well Lots of spectators for the space ,Positive,-0.128,Negative
262,5.0, The space is full of ideas Just visiting is exciting and refreshing ,Positive,0.4939,Positive
