,이름,별점,리뷰,날짜
24,Tonya Bushee,4,"The inside portion didn't have that long of lines in the morning, which was great.  Outside that afternoon the lines were too long and it took us over 45min to wait for one single ride that lasted only about 1min tops. The park could use freshening up. All the pictures I saw were of bright colors and lots of lights. Evening it barely looked lit up as well, especially since it was only two weeks before Christmas.",7 months ago
25,Donny Fahrochi,5,"I recommend you to go here in spring time, especially in cherry blossom time. Really nice weather and scene.",3 months ago
26,Pat,5,"Came on the right day…Black Friday in America, just another Friday in Korea!  Took the SRT from Pyeongtek Jije station…took about 20 minutes to get up to Seoul.  Jumped onto the Subway and were at Lotte World Tower two stops and a transfer later.   Subway stops right at the mall.   No crowd at all at 1030 Friday morning, we went right up.   Did not go out on the walkway…just enjoyed the view from the observation floors. Definitely worth doing when in town…5th tallest building in the world.",8 months ago
27,Roy Whitworth,5,For the best views of Seoul it is well worth the money. Go on a clear day and enjoy some coffee at 123 floors up overlooking the thousands of apartments and mountains in the distance.,10 months ago
28,HumanPurifier,2,Cruel traffic jam Kids are running everywhere Parking lot bill is cruelly expensive Parking bill discount coupon doesnt 𝚋𝚎 stacked even 𝙮𝙤𝙪 ʜᴀᴠᴇ two parking lot coupons. Kids’s screaming 𝚠𝚒𝚕𝚕 tear your ears apart.,9 months ago
29,Ruchi's Little World,5,"Its a jaw dropping building.. in the core of city..Its Korea's Tallest observation deck, and 5th in the world with 23 stories.. with all the urban facilities/ amenities...all the famous brands outlets...its shiny like anything... very neat...the building look like from fairytale...The architecture is stellar and amazing! This is a must visit spot if you are in this area..Very great tourist destination. overall view of Seoul it’s amazing and breathtaking if you are nor scared of height...Great shopping place and great tourist spot!!",3 months ago
30,Han,5,"Very impressive building, the view is great from the 81st floor. Didn’t actually make it all the way to the top since jt cost too much. We went up for lunch at Signiel Seoul on 81st which i dont think makes much difference since no surrounding buildings are that tall to block the view.",11 months ago
31,Lynnette Borgen,5,"Was a once in a lifetime experience, going on the  Sky bridge! We felt safe and secure the entire time. Would highly recommend this!",a month ago
32,Dominic Jahr,4,The weather was not great but the view over seoul was great.,2 months ago
33,dentedwing 1919,4,"It's very VERY big. Got lost multiple times trying to navigate from the theme park to the mall to the department store... However the staff everywhere are friendly and helpful. The department store itself is very extensive but I mostly explored the food section at B1. Lots of options and a grocery section. The restaurants on floor 11 (I think) are not bad too. Some are more pricey but you can definitely find one that's within your budget, or eat at a restaurant near the station.",a month ago
34,George D,5,"I love this tower. Tallest building in Korea. 6th in the world. I heard there are long lines for observation deck. I had 0 lines and went at about 830 pm on a weekday. It was awesome. Great views. Glass floors. Lounges, shops, cafes at the top. Absolutely worth it. I'm a bit biased because this tower means a lot to me. However it really is very beautiful. Go go go!!",5 months ago
35,Antoine R,5,Great experience and not overpriced especially when you can get the discount (for groups of 4). I’d choose this tower over the N Seoul Tower,7 months ago
36,Lina Rojas,4,The view is amazing!! And when we went there it was relatively empty so very comfortable to walk & look around. However bit expensive to just go up.,4 months ago
37,mateusz kurkowski,5,"A very nice mall.Great cafes, plenty restaurants and shopping possibilities. The aquarium was a very pleasent surprise! Worth a couple of hours. The tower and the Lotte World Park is on the to do list. Strolling along the lakes behind the mall, while watching the little boats or listening to casual piano concert is also very nice! Good place to spend a day.",3 weeks ago
38,Anindya Sundar Patra,4,"This observatory is situated on the 117-123 floor of Lotte world tower, the tallest building in South Korea.",a month ago
39,Abdulelah AlGosaibi,5,The view is super amazing and the tower observatory experience is lovely. I'd recommend you go on a clear day and during the night to see all the lights. The 123 lounge can be skipped. The milk bar should not be skipped 😄,2 months ago
40,PavanKumarBN,5,I am running out of words to describe our experience. It’s mind blowing!! Everyone must  visit the place to get awesome day/night view from one of the tallest tower. We also happened to try sky bridge. It was breathtaking and super safety to enjoy!! Must try if you are looking for some thrilling experience. Amid corona they are maintaining well!!,a year ago
41,Donna Devitha,5,Great...I wish I had courage to try the bridge,2 weeks ago
42,Robert Moreno,5,Really enjoyable! You can easily spend one hour at the observatory taking in the city sites. On the plus side you have the mall and multiple restaurants. The metro goes directly to Lotte world tower.,a year ago
43,Baatarbyek Ryskhan,5,We stayed at Signiel hotel 90th floor in Lotte Tower. Its awesome view! Totally worth it!,a month ago
44,Shielah Mavengere,5,"The Lotte World Tower is the tallest building in Korea! The surroundings at Lotte world tower are always themed with current season! I visited the Lotte world tower Christmas time in 2020 and there were lots of Christmas light displays and colorful deco. I hope to take the elevator which costs around 27,000 won to the observatory deck.",a year ago
45,Dr. Anindita De (AD),4,It was an amazing experience.  The view is outstanding,4 months ago
46,Natanael Velez,5,"At 555 meters up 🔝 Amazing building! Entrance was around 35,000 won but is totally worthy! You also have the mall at the bottom so after you enjoy the view you just can go to the mall and relax! Have a lot of places to eat and obviously clothing stores!",a year ago
47,M. Ahmed Atraktchi,5,Very beautiful place... I supose to every one going to seoul should be go there 👍,3 months ago
48,Dalton Bruno,5,"Did a walk'in. Wasn't sure where to go, to start the ticketing as there was a small crowd. But once we figured it out, the process was great. The pricing was reasonable.  It starts with the usual lower level museum/entertainment section. Then there is a elevator ride up with some cool history.  Up at the top there's so many ways to experience the views and heights. Everything was clean and easy to find. There's areas to eat, a gift shop, a bar etc. It's a fully packed expensive will do it for a 3rd time.",2 months ago
49,Austin Lee,5,"It's more than just a tower observation deck. If you get a combo package with the aquarium, it is definitely worth visiting on a sunny day. At the top, there are 4 floors with different things to see, including a glass section with nothing down to the ground. They also have digital panels that show you what you are looking at through the windows, as well as historical photos of those areas. The topmost fifth (122nd) floor has a restaurant you need a reservation for. There is also a rope bridge experience with a safety harness above the tower, for an extra fee.",a year ago
50,Benjamin Sung,1,"It was our fault that we visited on a school holiday, ""World School Festival"" or something like that. The entire park was overrun by middle and high school students, all still in their school uniforms, when we arrived after lunch. The lines for every attraction were hours long; the combined noise from the parade on the main level and the crowds was deafening; and the whole faculty was simply not navigable. On top of that, the magic pass we paid for with our tickets had some kind of glitch that caused it to fail on our phone, so we never even got into a line. After fiddling with the phone for half an hour while trying to avoid being stampeded by hormone driven high schoolers, we gave up and went to see if we could get a refund on our tickets. The ""information desk"" was a kiosk with a couple of tablets, with no staff person in sight. We fought our way through the crowd along the full length of the main floor twice looking for someone, anyone to help us; finally found a guy who showed us to a door hidden behind one of the walls of the park. By this time our 9-year- old was quietly sobbing into my arms, and I think that persuaded the clerk to grant us the refund, which he said was not normal policy. Even then, to get the refund, we had to make our way back through the crowd out to the ticket counter at the front gates, where they redirected us to the turnstiles, where they redirected us back to the ticket counter. Where they finally gave us the refund after figuring out that our magic pass had malfunctioned. But for me, even without the absurd crowd, not worth the money or time - there's so many better things to do in Seoul, and better amusement parks elsewhere if that's your thing.",a month ago
51,Judy Park,5,"Have many shops to enjoy. Also, have nice restaurants. Clean and easy to access public transportation. It has aquarium that well maintained.",a month ago
52,Joshua,5,Definetly worth visiting while in Seoul.,2 months ago
53,Annie Urbina,5,Although I am scared to the highs~ this wasn't as scary as I thought. I enjoy the view and the small interaction between the staff and the visitors~ just make sure yo go when the weather is good otherwise will not be as worthwhile as you think it may be~~~,2 months ago
54,Johnny L,4,"A good place for night view and sunset, the entry ticket is about 20/30$?! Long as I heard the tower is such a popular attraction, but regarding the corona situation, it’s still a very very popular place...eww When I buying the tickets there aren’t many people at all, but when I went up, haha still a crowed place. So, if you want to visit here, please take great care of yourself, wear masks! and bring a portable small hand sanitizer, it will be handy when you need to press the elevator buttons.",a year ago
55,J. T.,5,"You can find everything you want and the staff there is very kind if you get lost like me. The mall is very big, clean and has so nice decorations so if you want to take nice instalike pictures just go there. Outside was still some christmas decoration and a show which used the wall of the mall.",a year ago
56,Samphors UK,5,Lotte world tower is the number 6 tallest skyscraper in the world 🌎🌍.,3 months ago
57,Iris,4,A very popular tourist spot these days,4 weeks ago
58,Filip Abramowicz,5,Extremely high and luxury tower with magnificent view of whole Seoul. Really amazing. The night view is extraordinary however if you want to make great pictures it's better to visit during the day. At night lots of interior lights prevent from making good photos.,2 years ago
59,Cyril Rodriguez,4,Lotte World has improved over the last decade. It is no longer like an old mall but has been renovated to current sophistication.,a month ago
60,N. K.,4,"Very small and filled with 1-2h long queues of people for each ride, where one ride takes about 30s to 1min, so in case of visiting its better to pay extra for vip entrance not to waste time waiting in the qq.",a month ago
61,Wojtek Kajder,5,It's a must to see. Tip: Talk to the assistant and ask to do discount on tickets. It's easier when you are in even a small (3 people group).,4 weeks ago
62,Cynical Co.,5,"I enjoyed my time being at the Lotte World Tower. The starting price for adults are $25 each. Once paid, you can expect a long entrance inside and feels like it was done on purpose to keep building excitement. You eventually reach the elevator and takes less than 2 minutes to reach the very top, which is impressive. But be ready to want to yawn to get the pressure off your ears. Once at the top, you will come across some restaurants, shops, and you will be able to take photos with a glass floor, you will be able to step outside briefly, and have a walk around. You will also be watching a video presentation before hand that turns the screen off to reveal the outside to you. Overall, a great experience and worth the money.",3 years ago
63,YS Baek,5,Good place to visit with yr kids.,2 weeks ago
64,P.,5,"Amazing place.  Worth the price.  In the mall shops, the workers follow you around.  Think of it as your own personal assistant, seriously!  So you don't get offended.  I like my personal space, but different cultures have different practices.  They do that in some high end stores in the USA too though, so just think of the following store clerks as your personal staff.  It helps ease tension in any store in any country, including  in the US.",3 years ago
65,S.A Bappy,5,"Do you wanna become a bird?? haha I’m just kidding. You can’t be a bird, but you can watch something like a bird eyes. If you go to the Seoul sky Lotte world tower’s top floor, you’ll see around all areas as like a bird. You will feel an exceptional peace in your mind. You can take a different taste from here. For a few time you imagine like you you’re flying on the sky, and all buildings, roads cars or trees, everything is under yours. It would be a awesome experience.",2 years ago
66,Jimmy Zuehl,5,"Pretty cool. A bit of a long process to get to the top, but once there, the view is spectacular. Paid extra to visit the lounge, which includes a drink. Was worth it, as the lounge was practically empty, compared to the busy observation decks below. Don't bother trying to get a picture at the first level. It's the busiest level. Each level tends to get less and less busy, yet  the view gets better and better the higher you go.",2 years ago
67,Lily Dawis,5,"A great complex that will please all ages. A few buildings connected through sky bridge, families will enjoy the dedicated area with many playgrounds and shops.  Edgier shoppers may opt for the posh Avenue L. Great fashion brands and rarefied items may be found. So many restaurants and cafes to choose from as well. 1 day certainly won't be enough to explore the complex.",3 years ago
68,Geoff Pook,5,"Very impressive observation tower. Not such attractive views as Namsan Tower due to its location but at 500m up and with panoramic views, see through floors and outside viewing it is very impressive. Worth visiting before, during and after sunset with no time limit on how long you stay up there. There are some cafes and a souvenir shop too.",2 years ago
69,Nkateko Mdaka,4,"Enjoyed my time here, we went to the Dreamer 3:45 gallery show at the Lotte museum of Art. It was amazing",7 months ago
70,Omeed Moghadam,5,"Highly recommend coming to Lotte World Tower, specifically Seoul sky. The views of Seoul are absolutely breathtaking. It feels like you're on an airplane looking down at the city. There is plenty of windows that each offer a different angle that you can look through for house. There are about 5 floors where you are able to take photos, drink coffee, and grab a small bite. One of the floors has a glass floor which is both terrifying and beautiful!",2 years ago
71,Vikasdeep Singh,5,"Tallest skyscraper of South Korea with awesome observatory deck, some big brands shops, restaurants and hotels.  It is worth visiting the observatory deck but I would recommend to go there in evening to enjoy night view of Seoul city.  On deck you can easily spend 1 hour but not more than that required. Enjoy the glass flooring to experience the breath taking view.",3 years ago
72,Jacob,5,"Wonderful views of the building. Have been to the top in the past, which also had great views. The observation is best on clear days with high air quality, although it's difficult to plan for that in advance. The mall is also very nice with many options.",4 years ago
73,D B,5,"Looks cool 😎 I am scared of watching tall and big buildings though!  You can enjoy lunch time at the lake right next to it, plenty of restaurants to eat, many nice cafes in walking distance.",9 months ago
74,Ana,5,Definitely a must stop in Seoul. I recommend going close to sunset time so you can experience both daylight and night time Seoul. It has been one of my most memorable places to date. 5th tallest building in the world! You have to check it out.,10 months ago
75,Matt Porter,5,The Lotte World Tower is a great place to visit.  There is so much to see and do that you can't possibly take cover it all in one day (I will review the mall separately as well as the restaurants we ate at while here).  Our main goal when visiting Lotte World Tower was to visit the observation deck on floors 117-120.  The trip up is on a state of the art elevator where you feel immersed in the LED screens lighting up around you.  Once at the 117th floor you can take in incredible views of Seoul and the surrounding landscapes as you work your way up the 120th floor.  Be sure to check out the outside deck as you take in the views and walk on the glass floor looking straight down if you dare!,2 years ago
76,Yogi s,4,Really great place to look around the city! I recommend going there around sunset time to see the nice sunset and the night view. I would also recommend checking the micro dust level as some days you can't see much.,2 years ago
77,Prasad Birari,5,It was wonderful experience. The view from 123rd floor of the tower was mesmerizing.,7 months ago
78,Rahul K Gupta,5,"Really, very lovely place. This is world’s fifth largest building with 124 floors as well as world fastest elevator. It goes on 124 floor within 60 seconds. We could see whole Seoul from that building. Really amazing view from the top. Before going there, please ensure that weather should be cleaned so that you can see clearly too far. I love it. There is also LOTTE DUTY FREE STORE so you can buy many international goods. I wanna go there again and again. Trust me you will never regret. Enjoy",3 years ago
79,Mahmoud Ibn Sadeque,5,A must go for all in Seoul,a month ago
80,Rich K,5,Very cool multilevel experience. The elevator ride is worth the price of admission. Do not miss!,2 weeks ago
81,Rohini Nair,5,It was worth visiting the fifth tallest building in the world. Lotte's elevator is the fastest elevator on earth. It will reach the 120th floor in 30 seconds. The ticket price for adults are 27000 won each. 123 lounge is amazing. It looks so royal..,2 years ago
82,Uinsion,3,"Great views! Bit pricey! If you're paying with a visa, it's 20% of the ticket!",2 weeks ago
83,Hannah Allyse Kim,5,"This is a must-see landmark in Seoul surrounded by a theme park, restaurants, walking trail / park, and a world-class shopping mall. You can take an elevator to the 31st floor (I believe you can even go to the top for a fee) and get a spectacular view of Seoul.",4 months ago
84,JM Gateri,5,Once in a lifetime kind of experience,a month ago
85,Zeynep Ekitli,5,Amazing view like from top of the world. The visuals projected inside the elevator allow you to enjoy even when going up and down. Must see place!,3 months ago
86,Shannon Hill,5,"Visiting a friend who took me to this tower. It's roughly $20 a ticket to get to the top. They have amazing effects throughout and many opportunities to take professional photos which cost $13 a photo. The multiple lines were a little annoying. You wait in a line to have them tell you to get in another line which then separates you into two lines, but that's just me being picky. There's 6 stories at the top with different features. There's a small gift shop, and a cafe. I really enjoyed the presentation.",2 years ago
87,Garrett Watson,5,"Impressive tower and beautiful lake. Going to the top is worth it! Try to arrive just before sunset if you can.  Great for walking, although can get a bit crowded on weekends. You can go up to the ~30th floor for free and grab a bite / iced cream.",4 years ago
88,Alex Millward,5,"If you go to Seoul, go here. On a clear day the views are amazing, I never new the residents of Seoul had so many helipads. Its relatively cheap. #Dontlookdown",2 years ago
89,Chris Kwon Lewis,4,"You can get some amazing views of the city, but the reason I'm not going to give it 5 stars for a few reasons.  First, it's a very similar experience to Namsan Tower (AKA Seoul N Tower). In fact, in many aspects it felt like a copy-and-paste experience. It's way too similar and it felt like they were too lazy and unoriginal with the design.  It was also odd the top floor had escalators going up, but not down. You have to go out and take the building stairs and come back in.  Second, other than the fantastic view, there isn't much else to do. If you're already been to Namsan Tower, don't expect too much. It will feel like a very familiar experience.",10 months ago
90,RáJess,5,"It is the highest tower in Seoul. It stands tall in Jamsil, one of the most expensive areas in Seoul. Its construction was completed in 2017. There are many international brand outlets, restaurants, stores and many more inside the tower. You can pay to go to the watching deck from where you can see the whole Seoul. Must visit place in Seoul.",a year ago
91,Chiranjeev Maini,5,"Mind blowing experience. Lotte world Tower is the tallest building in South Korea (am sure all of you are aware 😊). The view is immaculate and breath taking. After shopping for some time, I decided to visit the tower (especially the observation deck) with some of my friends and it was worth the investment. The sheer experience of standing on the glass floor gives u an Adrenalin rush. Make sure u don’t miss visiting the top floor of the tower. Elevators are super fast and within just a few seconds you will be on top. They also have a souvenir shop (which is a bit expensive) on top. Do not miss having an ice cream from the cafe. It leaves u with a sweet memory. Definitely a good investment of time and money.",3 years ago
92,David Young,5,"There is great deal of activities to do, so have some time to explore. There is a lot of sculpture, art, and interior/exterior design to see. If you walk around you sure to see more than a few wonderful suprises. This is truly one of the worlds greatest planned developments, a world treasure, and testament to hard work and dedication of the Korean people, who have built one of the greatest modern industrialized countries in history.",3 years ago
93,André,5,"The highest building in Korea with 555meters. You will need to book a ticket in advance to get up to the observation deck. Before you enter the elevator there is a lot of information about the building and you get to see some Korean art. The arrangement is very nice with impressive animations. The elevator takes you up pretty fast. The observation deck stretches over multiple floors and the views are stunning. They offer to take your pics professionally and there is also a well sorted souvenir store. If you feel like having a coffee, there is a Angel in us coffee shop too. Also a restaurant can be reached via a separate elevator. The best time to visit is right before sunset s you get to see the day and night view.",4 years ago
94,Nosi Krause,5,So worth it. The view is unimaginable!  Definitely worth your time.,10 months ago
95,Dmitri K (Krazykov),5,"Amazing view and a great experience overall, I really enjoyed the elevator ride as well, it's got screens all around you making it look like you flying! Price is about $30 bucks per adult! Before you buy check visibility board, depending on weather and pollution levels for the day you might not be able to see far!",4 years ago
96,Kenneth T,2,"I think the tower is really bad and all the shops sells extremely expensive stuff that only some people can afford. Additionally, it tries to be fashionable but fails spectacularly. It is not suitable for most people and the tall tall tower is the only thing attractive to this disrespectful building.",3 years ago
97,Gabriel Jacobs,5,Lotte World Tower is absolutely stunning! You can look DOWN at skyscrapers! Be aware Lotte tower is only a little better than Seoul Tower which is not far away. Lotte tower is the city with shopping while Seoul Tower is in nature and has lots of flowers.,a year ago
98,Mahdee Hasan,5,Very good place for SkyView of the Soul. They have 30 minute time frame but you can stay more even more. I recommend to visit just before sunset so that you can view both the daytime & night view. Standing on glass above 486M above the ground is little bit scarring but enjoyable.,3 years ago
99,Rajesh Patel,5,Tallest Building in South Korea and looking up will sprain your neck.,6 months ago
100,Krems Ryan,5,"You don't get a sense on how vast the metropolis of Seoul is until you see it from the top of a large building such as Lotte tower. The wait was relatively long to get up, but once you are at the top there is no time limit to enjoy the views which was a pleasant surprise.",a year ago
101,Bo Z,5,"If you go to Lotte World before you will get a discount on your tickets (25% off). Or if you have the right credit card you will also get  a discount (up to 30%). The service by the staff was excellent but just watch the locals they always try and push in.  Our experience was fantastic. There's a snack, ice cream and candy bar at the top.  You can go outside on the viewing deck. A MUST DO.  And it's free.  The souvenir shop at the top is very good.  When you are finished and are leaving they funnel you through a final gift shop incase you want to buy more.  The lift is so fast you hardly fee you are going up.  The only clue is that you have to equal the pressure. Your ears. ****** Take alot of pictures while you are up there********  there is also an area to get the photo at the top professionally done. It is a bit of a maze to get there but it is well worth it.  If you are in Korea it is a top 5 place to visit.",2 years ago
102,Margaret Lehmann,4,"Expensive, but one brilliant view of the city (when the sky is clear). There is a great place for ice cream and a few cafes for coffee. You can take some great photos here - perfect for Instagram. Also a great place to work on your fear of heights (glass floor walk out).",3 years ago
103,Kevin S,5,"The observatory desk visit is recommended. After you buy the ticket, there is a short walk through the exhibitions where they show some digital arts about the building. The elevator is the currently the fastest in the world. There is really cool LED displays in the elevator, which shows a small clip for the duration of the elevator.",4 years ago
104,Pathum Rathnayaka,5,Loved this place. Recommend visiting the Basilur coffee shop.,10 months ago
105,Jairo montaño,5,"It’s a great place to visit at Seoul! Not every day you can be at 125th story height!! It was very nice to see this larger city with all the other building, and the river through the pretty view! It’s another place that you can’t miss during your visit in Seoul! 💪🏻💪🏻",3 years ago
106,Jan Hoffmann,5,"Absolute amazing view over Seoul, must do in my opinion! About 30000 Won for the visit is woth it.",7 months ago
107,JuA Kim,5,"This is one of the nice view point of Seoul. When some people asked to me about a nice place in Seoul, I recomend here kkkk. And 2 years ago I visited Sky tree in Tokyo , this Lotte world tower is better than there.",4 years ago
108,Ruslman,5,"This is definitely a must see location.  You have to get down, in the basement that is, to go up, up up!  From the amazing plasma displays, the architectural history, to the phenomenal views this place is worth the trip.  We spent about 2 hours peering out of Seoul Sky and then a few more in the mall.  In Seoul Sky there are a few cafes, a gift shop and a restaurant.  The views are spectacular.  It is worth the 27000 won for adults.  Lotte Tower does not allow you to make online reservations with foreign credit cards.  So get there early.  Cheers!",4 years ago
109,Gerónimo Caldora,5,"The basic entrance fee is 27000 wan, totally worth it. You get access from the 117 to the 120 floor. To go up you use very high speed elevator. The views are incredible.  Really enjoyable.",2 years ago
110,nicky 니키 Arce,5,Very nice place. Amazing . Worth it . I will be back again. Don't hesitate to go here super worth it,a year ago
111,Fraser,5,I visited Seoul Lotte world tower in September 2019. The view from the too was amazing with a 360° view of Seoul and a glass bottom floor where you can look directly below. The elevator is one of the fastest in the world which can reach the 121st floor in less than 1 minute (22 mph). I'd recommend coming here just before sunset as the view is spectacular. Also if you search online you can probably find 2 for 1 tickets as I did.,2 years ago
112,Kristie Kim,5,My aunt and I love this area for shopping because of the upscale stores. Nice area for photography inside and outside -- it is right next to Seoul Sky where tourists can take photos above Lotte World. I like to go up in the tower and look at the view of the city.,4 years ago
113,aslam acchu,5,"Worlds 5 th tallest tower . Book the tickets in KLOOK app , then you will get a discount . Experience the speed of an elevator which covers 129 floors in just 1 minute. Sunset is awesome here. Go in the evening and wait for sunset. You can also go there by catching subway.",3 years ago
114,Molemi Pule,5,It's a well thought design and most beautiful building. It's wow and the experience was amazing. I would not mind for the second visit.,a month ago
115,Younghwan Jeon,5,Crystal mirrors are in roof floor,5 days ago
116,Danny Hetherwick,5,"Don't even think about skipping this place. Completely breathtaking views of all of Seoul. Head here around sunset for that perfect glow. Also, wait for a nice crisp clear day. It can get very hazy in Seoul. Buy your tickets online, it's 5,000₩ cheaper.",2 years ago
117,David Ko,5,"If you want to see fantastic 360 degree view in Seoul, this is the right place. It has 3 levels of sky decks and lounge on top of the building. It is quite pricey to go up, but it might be worthy.",4 years ago
118,Andrea De Santis,5,"That was one of the best attraction in Seoul, with the super massive luxury shops and the restaurant and whatnot. Going up is the best fa our you can do to yourself, the view is just breathtaking. If the weather is nice you can get outside as you can see in picture number 3. Free WI-FI",2 years ago
119,Mustapha Koroma,4,Amazing view. Very easy to access by using the metro. The mall is a place u definitely want to check out.,2 months ago
120,Stephen Lam,5,"Awesome skyscraper to visit!  A bit pricy to go up (27,000) won but well worth it in my opinion.  There's multiple observatory floors at the top, and you can experience the building in different ways.  Glass bottom floors, outside decks, etc.",5 years ago
121,Tory Skyers,5,"Awesome place  visit in Seoul. The question was efficient, the elevator ride up the tower was part of the experience. It was soooooo fast, and it didn't really feel like you were moving at all! The outside sky deck provided a great view of the city and country side, the inside clear floor was also an experience. This is touristy for me, but still worth the visit. Much like the radio tower in Shanghai.",2 years ago
122,Philip Deacy,5,An attraction of world class quality. A great way to spend time in Seoul. Lotte have done a great job.,2 months ago
123,K Webfest,5,"Lotte Corporation built a statue of German writer Johann Wolfgang von Goethe in the park of the Lotte World Tower, the tallest building in South Korea. The 5.15-meter statue is a duplicate of sculptor Fritz Schaper’s Goethe Monument (1880) in Berlin’s Tiergarten Park. Goethe was the model of inspiration for Shin Kyuk-ho, the founder of Lotte Group. The company’s name Lotte itself was inspired by Charlotte, the female character from Goethe's novel 'The Sorrow of Young Werther.'",2 years ago
124,Leena Sharma,5,Great views of the Seoul metropolitan landscape. Best to go on a clear day and possibly better than the Seoul tower (if you had to pick only one to do) as you see more. Try to avoid busy periods as when it's busy it's really busy like waiting in queues.,4 years ago
125,free shavocado,4,You can see the view of Seoul and it goes to 177 floors in 1 minute😱 You might get a little dizzy tho because it moved super quickly 😵,2 years ago
126,Sally Ouyang,5,Soooo much shopping in this tower! Also I recommend going up to the tower and seeing a great view of Seoul! It’s not super busy so no line or anything. They also have floor glass screens where you can get some great pics! Highly recommend visiting it.,3 years ago
