,이름,별점,리뷰,날짜
38,Abigail,4,"I went to both everland and lotter world and I enjoyed both! I'm really sad I couldn't go to many outside rides as they were closed due to the rain but I did go on the comet express and although I did get soaked, it was so so worth it! Definitely my favorite ride there! It was weird though because for my ride for The adventures of Sinbad, my ride stopped multiple times throughout. The staff apologized and we got through safely(it's not a dangerous ride, you mostly just flow through the river seeing the props). Still, it was kind of weird. The viking was fun and went extremely high but the line was so long for an experience that lasted 2 minutes max.  Still, it was a really fun experience and I highly recommend going when it's not raining!",3 weeks ago
39,Maayan Dahan,5,Lotte world is in the middle of Seoul and is very convenient to go and enjoy the day...  Find cheap tickets online before going- there are always sales on apps and websites...  You might need an express pass for some rides as the wait lines are quite long^^,a year ago
40,Melody GH,3,"Probably I should once again clarify that this is post pandemic which seems to have changed a lot how things work. On top of that, we should be fair and mention that despite being a work day, it was already school break. We arrived at 9 am, and after eating something, looking around, getting familiar ...we began our odyssey to get a magic pass for, at some point, almost any attraction. Spoiler: didn't work. So please do not rely on magic passes. It worked before pandemic, today did not work at all. We queued for 3 hours to join  the first attraction (yeeeah!) No need to say that this drained our energy  quite a lot. Later we queued for an hour and later on for another 45 min. 2 hours for Atlantis (not fun at all if sun is shining and it looks more like a perfect day for beach. So, my recommendation to you all: avoid summer break period, do not rely on getting a magic pass, and save some money to get the ticket which allows you to ride 5 times any one without queuing (costs 49000 won) p/person. On the positive side, employees are always kind and helpful, it could get difficult with English speaking. Food is a little bit expensive but ok. So, overall is a good attraction.",a week ago
41,J “Joon” K,3,"Too many teenagers, and the wait time for each rides are like 40 minutes. They give you these ""magic pass"" for quick entry but it's near impossible to use them since they sell out in seconds.",2 months ago
42,Lola Lola,5,"must do! this place was unlike any theme park ive ever been to!! i love the fact that its both in door and out doors as if the weather is bad you can just go in side. just make sure not to vist on a holiday, we accidentally went to childrens day and had to wait 3 hours for one ride (it was worth it lol) but a few days later we went to lotte world tower and saw the park almost empty. over all an amazing exprice and a must see when in seoul!!!",2 months ago
43,Vince Yoon,5,Lotte World may not be the 'best' theme park due to its age and space limitations but a great cozy place for young kids for a day out.,3 weeks ago
44,pyre gw,4,"Small but fun filled theme park. Has both indoor and out door activities and rides. Recommend the balloon rides indoor as those are popular.  Please note once you exit, not able to enter again unless a new ticket is purchased. Re-entry not possible.",2 years ago
45,Lincoln Lin,5,Halloween event which turn thw entire magic island into a different atmosphere during the night. It was a great experience but disappointed with the rides closure as over 60% of the rides are closed or under servicing. Always Check thrir website before booking will prevent any disappointment.,a year ago
46,루나,5,"a magical place in the heart of Seoul, located in the center of Lake Seokchon It has a variety of attractions and the value of the ticket is worth it, although the lines for the games are endless",a year ago
47,Holger Roland,5,"It truly is amazing how much stuff they can cram into such a small place. Amusement rides going right past each other, huge underground areas and so on. Highly recommended, spent the entire day here",a year ago
48,Eunice,4,I have to say that it is the top amusement park in Korea.,2 months ago
49,Alvaro Barber,2,"2 stars - Without magic pass 3 stars - With magic pass  Ideal for kids. Waiting time of 1h 30 min for a ride of 1min. Its unfair that you have to see after waiting that long in the cue , magic pass people that doesnt have to wait, so definetely buy magic pass or you are gonna regret it. Restaurants pretty cheap for being in such a place. Roller coasters not the best I saw, make your research in the web page , but for sure be ready to wait.",3 weeks ago
50,Vera,5,"Great place for kids and adults! Lots of rides/roller coasters and activities (ice skating ring) to do indoors as well as roller coasters outdoors as well. Great atmosphere, there is variety for food options, bringing your own food is also allowed in the park. Little World, the Disneyland of Korea. Really fun to visit during the month of October for Halloween festivities.",2 years ago
51,Zhilin Chiam,2,I don’t know if Korean students/children do not need to study?? A whole lot of children/student in their school uniform (legit uniform) … had to queue for a minimum of 50 mins for most rides … whole day wasted by queuing,a month ago
52,Matt Hitchings,1,Do you love standing in a que for hours to ride decrepit rides whilst listening to the same song on repeat for hours. If so lotte world is the place for you. Enjoy the unbridled joy of getting to go on one ride every 3 hours (as long as it doesn’t break) and then after spend an extortionate price on food. All in the comfort of a huge dome with inadequate AC whilst surrounded by adults dressed as schoolchildren Yay!,a week ago
53,Clement Ng (GUNDAM),5,"There,  you can play many exciting games and rollercoasters there are also snacks you can buy there. The games are suitable for both children and adults .There are 3D Games,  4D games and wet games. They also have shooting games it is very fun. The  park is both indoors  and outdoors so better bring a jacket and a cap or hat.The fee is a bit expensive though, if you ask me. But I think  it is acceptable.There is also a merry go around. The place is cool.But the outdoors playgrounds are very hot in Summer.",2 years ago
54,Brigita Ciesiūnaitė,5,"The best amusement park I have ever been to!  Mostly everything is under the roof so you don't have to worry about the bad weather! I recommend going there during working days and maybe buying special pass to skip the line. Also, if you pay for your ticket with Master Card you will receive a discount ! French Revolution is a must! It's quite scary but so amazing! Fly Venture gives a real feeling of flying and being in another world! It is worth going to! The Adventures of Synbad has an intriguing story line! Definitely here you will spend the whole day!",2 years ago
55,Jason Pejsa,5,Great for all ages. Underground access from subway. Indoor and outdoor rides. Foreigners get a great discount!!,2 weeks ago
56,Garry McCormick,4,Nice indoor amusement park. Easy to get to by Publix transit. Lots of ride choices (and lines to go with them). They have an Express pass offering. If you stay late be aware they close at 11 pm but some rides and restaurants start to close as early as 8 pm. They are on at least three or four levels and also a parade at night of the various characters. They have lockers near the entrances to put jackets and such so your not carrying them around.,2 years ago
57,Tyler La,5,"Half of Lotte World is inside and the other half if outside. Inside rides are pretty mild and great for kids. If you want to try out more intense rides like roller coaster, etc, outside world is the place to go.  We went there on a weekday in January so the park wasn’t too busy. The wait for popular ride was about 45-60m (without priority pass).  Souvenirs and food inside the park wasn’t as diverse as expected.  Think of it was a smaller scale of Disneyland or Disney World. You can definitely visit it in one day.",2 years ago
58,Lydia Hancock,5,I loved it! It's a whimsical kind of styled amusement park with a great selection of different kinds of rides! There are lots of photographically cute moments and even some great excitement of rides. It'll be crazy busy but it's so fun! I'm just so sad it rained when we went.,2 years ago
59,Zhanel M.,5,"Highly recommend buying tickets online as they are cheaper. All day pass tickets allow you to ride almost all attractions for free and there is no limit. We spent all day at the park starting from magic land outside. It looks like a fairy tale city with a castle and the bridge. The queue was not very long on a weekday. Don’t forget to take the map at the entrance as it will be easy to navigate. There are attractions and cafes, snack bars at all floors so you will never get bored hungry. I highly recommend the Milk bar with delicious ice cream and Gong cha for drinks. Bottle of water is expensive so look for water fountains to refill your bottle. All in all it was worth spending a whole day there with my sister. Adults and children all can be equally entertained.",4 years ago
60,Rachael Teariki,5,"Amazing all of this being inside the city, so many rides, 4 levels of excitement! Great for children and adults, lots of students come here as well. Long wait lines but you can try to get Magic Pass's to skip the lines. About 55,000₩ for an adult, but go during your birth month and you and a buddy can both get in for half price. Beautiful carousel, you can watch people ice skate down below, they also have parades as well that you can watch every few hours.",3 years ago
61,Hashem Altamimi,4,Nice place for kids u need at least 6 hours and better to get there early morning. Long cues. Price reduced after 4pm.u can get better prices from on line   get crowded after 12.cuple of restaurants and coffee shops. Ice cream. Most of games and rides good for ages 6_18.  Some games require extra money,2 years ago
62,Zayril Rovas,5,"A great theme park in the middle of the city. It's a must visit for any person travelling to Korea. Just make sure to make use of the Magic Pass system they have in place to get on as much rides as possible. I highly recommend going on Atlantis as the launch coaster is a highlight coaster.  Overall, Lotte World has rides for the kids, the thrill seekers, and the family group. I would love to go back again if I can. Atlantis is well worth the price of admission.",2 years ago
63,Fatimah Fairag,4,"It’s hard to find the entrances of the rides the park is kind of confusing. Long waiting even in weekdays so try to go as early in the morning as you can. Otherwise you will be waiting for 40-60 min for each ride. But we had a great time there are many things to do ( rides, VR roller coaster, ice skating, night parade, take pictures at the photo booths)",4 years ago
64,Stefan Wojcik,3,"Great theme park but the biggest complaint is that the lines are too too long (90 minutes plus). The rides, if you can get on them are very fun!! There are always 50% off discounts which is nice.",4 years ago
65,Jimmy Chan,3,"Huge indoor Theme park quoted as the largest with many rides, acitivy area, Food & Beverage and Dessert stalls. However this is more suited for teenagers and below, not much for adults. To skip queue you can pay more for a magic pass. Do note certain activity like the Indoor Haunted House and certain attractions requires additional payment.",3 years ago
66,darius tanbr,5,Great place for family! Especially if you bring kids along they will love it so much. But do take note if you exit there will be no re-entry. :)  Do bring along some extra Won so that you can spend inside. Ticket does not include some of the entrance fees and rides.,4 years ago
67,joey sabasa,3,Nothing much here really. Maybe for kids. Designs are old. It is indoor so expect it to be crowded and spaces are small. The aquarium and museum are the best spots though.,2 years ago
68,Vincent Oliver,3,"A world class adventure park but not in the same league as the much larger Disneyland. Nonetheless, many fun rides and things to do. Adventure Island is outdoors and offers many scary/ dizzy rides. Do choose a day ( midweek)  with smaller crowds and go earlier as later day / evenings the queues get even longer than our average 30 minutes!",3 years ago
69,Rhiannon Mackenzie,5,"I had an amazing time here!!! There were many reviews about long waiting times. I arrived at opening time on a Tuesday morning in March. No lines until around 3pm. Easily when on all the rides I wanted to and some up to three times. I encourage downloading the Magic Pass app, your ticket gives 3 free magic passes. However, I found after 4pm it was difficult to use the passes as other people were booking quickly and it was more crowded after work/school. But still amazing fun and longest I had to wait in line was about 30 mins.",3 years ago
70,Siti Nuraeni,5,"Convenient place to relax and trying game that dare you. No need to afraid you will wet because of rain or feel cold or hot of summer, this indoor theme park, better to enjoy this place in the morning so you can get lot of games, use all day pass ! One more tips, don’t visit this place in public holiday of Korea or weekend, lot of people come here, you won’t feel good like I did last time here! Oh , the attraction here mostly using Korean language, for English , I never found it! Only information people that can speak English well, the other no. Learn simple korean language before come here",3 years ago
71,Isaac Peterson,4,"We arrived at 7pm and had a great time. The park is clean and well run. However, getting close to 9pm some of the ride attendants  would not start rides because there weren't enough people waiting to go on the ride. Let me say, the kids were not happy. That shouldn't happen at this type of fun park. Other than that, all good.",4 years ago
72,Braxton Bragg,5,"My wife and I visited on our trip to Seoul and loved it!  Take note—foreigners should buy tickets in advance online to save 50% on admission.  It’s super interesting and fun to see Korea’s take on an amusement park.  Some rides feel familiar to those in the U.S. (like the pirate ship and log flume) but others are different, like those with a 3D or VR component.  The indoor section is huge and amazing, with multiple levels with different attractions.  The monorail or balloon ride are good ways to get a bird’s eye view of the attractions.  There is an ice rink in the basement where we watched children learning tricks and speed skating.  Outdoors, the rides are a bit more action-packed and several give great views of the surrounding city and the Lotte Tower, Seoul’s tallest building.  Highly recommend this park as a visitor to Seoul, if you have the time!",3 years ago
73,Samuel Swee,4,"Lotte World was pretty enjoyable. However, when I visited, some of the rides were under renovation. Most of the queues moved quickly. Indoors, the hot air balloon ride has one of the longest queues, so be prepared to wait up to 1 hour for your turn. The hot air balloon ride was nice to see the entire indoor Lotte World. If the monorail is working, I would take that instead.",4 years ago
74,Simone Collins,3,"While I am SUPER glad we went to Lotte World to experience it, it left us feeling rather depressed and disturbed, as though we had just awoken from a bad dream. The indoor park and its adjacent outdoor park are impressive, especially given that they're in the middle of a city, but they also feel like a run down, dystopian Disney knock off that has not seen much in the way of updates in the past 20 years. The characters wore worn costumes and equally worn, forced smiles.  All that said, the kids at the park seemed to be having a blast--more with photo and selfie opportunities (often facilitated by special stations and costume places) than the rides. They don't seem to be bothered at all by the strange, creepy undertones of the park.",3 years ago
75,zues lieey,5,"Not far from the city, easy excess by public transportation, convenient, largest theme park in the city area, both indoor and outdoor play. Attached with great shopping outlets offered great bargain. It's Lotte name which is trusted and big name in Korea. This theme park is very convenient and one of the most visits places in Seoul city itself. You may consider to visit this beautiful theme park in winter for their indoor activities. Very colourful and parade at two o'clock was wonderful. Muslim may have their praying room at 3rd floor. It's convenient and very nice Theme Park in Seoul city",2 years ago
76,Sudhanshu Choudhary,5,"If you like advanture rides then go for it. There are many types of rides which you can enjoy. Gyro spin, Gyro swing, Flume ride.. You can go with kids also.. there are many rides for kids.. You'll have good time there.. Must visit place in South Korea..😀😀😀",2 years ago
77,Jack Tan,4,Came to Lotte World Adventure Theme park many years ago and didn't change very much for most of the rides. The magic pass is very useful as we came on Saturday where they are visitors and the queue can be more than an hour.,2 years ago
78,Pradyumna K Kammardi,5,One of the best theme parks I have ever visited. Gyro rides roller coaster rides are the best for adults. Do consider to buy magic passes to skip long ques. Check the Lotte World app for more details. There are lot of performances to entertain the kids - Disney theme. The closing ceremony was the best. Lotte World has many restaurants serving vegetarian food.,2 years ago
79,Ampol Siripolvutthikul,5,"Love it! First thing first, for foreign, the entrance is only at Lotte World South Gate! Don't matter if you buy/book the ticket online or at the site. SOUTH GATE only entrance for foreign. I suggest don't come here during school holiday because lots of highschoolers come for vocation here by bus loads! 2-3hours waiting time for the rides. If you can only come during school holiday time (Dec-Feb) I suggested you get yourself a magicpass (for fast/express lane but you have to double check sometime even the ride is open but the magicpass lane is close; only some hours, not the whole day). Even if you don't want to pay extra for the magicpass which there is 2options; 5magicfor50,000 or unlimited for 100,000 extra) The unlimited(not magicpass; with some obvious other items not included like the coin game machines and etc fews) all day pass is around 57,000. Come noon onwards no point to come early as less people when it is closing time. Watch the free shows & parades. There are great shows and parades! At the end of the day you can go though most VR rides very quickly; about less than 30mins queuing and almost instant with the magicpass. Food&drinks are quite expensive but it is typical for theme park like this. At the end of the day, have fun...enjoy yourself, don't think too much.",3 years ago
80,Rin H,4,"Good for family with kids. There lots of kids attraction in the indoor area. Recommended during winter, you might prefer staying indoor. There is outdoor attractions too. Long queue in every nice ride, buying magic pass is highly recommended.",2 years ago
81,Joshua,2,Just way too expensive and loooong waiting times.,2 months ago
82,Min Ah Kim,4,We definitely enjoyed our visit here. If you are like us who are not thrill seekers no worries you can still have some fun indoors. I think having both indoors and outdoors is a plus for Lotte World. And additional attraction is the Koren Folk Museum which is a perfect place to revive Korean history.,4 years ago
83,Bo Z,5,"Get there very early before the gates open.  At least an hour. (at least 1.5 hours) just to be sure. (bring snacks to eat while you are waiting). If you have kids there are plenty of rides. Older kids there are even more attractions. TGI Friday's is a good place to eat at fast service on our day. At Christmas time we saw Santa,  marching band and dancers. The gift store is a must visit. If you have a young daughter there's a princess make up area.  The whole area was very clean and the staff were always very helpful. We will be back again.",2 years ago
84,Sang Jin Kim,3,"Great place with kids, but too many rides under inspections which caused 1 hour 40 minutes on each ride queue, quite warm temperature inside of the dome/building, too small number of seats/benches for rests, simply too many people in the facility with a limited capacity. Unbearably and ill-managed operation system. One positive thing is Kind & Helpful Crews in the park.",3 years ago
85,J. Looi,3,"We have been to four Disneylands, so this park is considered very small for us.  Buy tickets online is cheaper 35,000won vs door price 57,000 won (check again, it may have changed)  If you like being indoors, this is the SmaLL  place for you. (4 floors of it.)  Except for one section which is outdoors (Bungee drop etc), but they offer no service because there was some rain today.  This park is quick access within city of Seoul. Good for young kids. The other theme park is better, although further out beyond city.  The air conditioning could be cooler, considering we are indoors. Felt stuffy , as we are indoors with long queues.  Pharaohs Fury (motion ride) was elaborate, impressed.  Coin slot machines- some just won't work after you put in your coins. No assistance nor staff to aid or claim.",3 years ago
86,Anna N.,4,"My first time at this park was quite funny. It’s a really big indoor park with a lot of attraction.  Overall it was ok but unfortunately so crowded (although it was on a weekday), there were so many students and people that i could only ride few attractions.  Since i did not know to go directly to the outside park (magic island) at the beginning, I was not able to enjoy any attraction outside. Therefore, I would recommend to go to the attractions first and then enjoy the indoor park.  The park is quite huge and has many levels with places to eat. Like other amusement parks, they also have music schedules and performances in the park to enjoy.  Some rides were not foc- you have to pay around 5000krw like haunted house.  Others are free.  Lotte world is really a huge indoor park and has a lot to see.  But unfortunately, many schools are going there on weekdays and on weekend there are a lot of tourists. Therefore, you have to be very patient if you want to try every ride.",3 years ago
87,Farid Pouya,4,"LOTTE WORLD Adventure is a place that should be full of the enjoyment of its many different guests. The following actions that may cause any of the other guests to feel unpleasant or uncomfortable cannot be carried out inside the park. Besides, any actions that could disturb other guests or that are considered dangerous will be restricted inside the park. .",5 months ago
88,M M,5,"An excellent indoor theme park. Lots of facilities for different ages. The Magic Pass system is also a nice one. The staff are very sincere, polite and professional.",3 years ago
89,Ailyn F,5,Got our tickets from Klook (for 32 000 KRW). Arrived at the place at almost 11am and left at around 9.30pm. My friends were able to take almost all the fun rides except for one (French revolution line is always long!). I downloaded the Magic Pass ride to skip lining up but it's only available in some rides or it is booked early. The food inside was quite reasonable too. You can have a decent meal for less than 10 000 KRW. It is worth going to if you like adventure.,2 years ago
90,Alma Garza,5,"It's a small theme park, but I enjoyed it. There were a lot of kids and teenagers there. Also, there's an inside and outside area with rides.",a month ago
91,I L,2,"A lot of rides were closed, and the safety and quality standards are incredibly sub-par. Not worth the time unless you're a tourist who wants to briefly experience the atmosphere of a Korean amusement park.",3 months ago
92,Zubair Amod,4,"Lovely place, kids will love it only problem was the queues are very very long you can wait up to 1:30 hour just for a ride.if you willing to wait for each ride  you will have lots of fun.",3 years ago
93,Azli Ismun,5,One of the best theme parks in the world. The rides are all awesome. It's good to purchase the tickets via KLOOK with their magic passes.,2 years ago
94,Hans Tananda,5,"Nice place with a lot of entertainments. There are quite a lot of cafes and restaurants inside with reasonable price. The place is large and divided to two main areas, the indoor and the outdoor. There are also some additional places that requires you to pay some more. Fast pass is also available for purchase if you are lazy to wait and don't mind spending extra bucks.",3 years ago
95,Phung Phan,4,"I agree this place is really big but it is not the most important for people. I experience here with my kids there after 4 with one day pass option but we do not have enough time to play more than 4 activities just because there are lots of people waiting for any games. With any game there, people have to wait at least 30 minutes to around over 60 mins. We did not have good time there, actually this is a wonderful one. I fell waste time and money on this place.",4 years ago
96,anam fareeha,4,"Lotte world is a good adventure park in seoul. There are alot of things to do here. One one cone in the morning and sepnd whole day here because all the things are time taking. There is a huge rush usualy, and  there are long ques for every swing. We most of the time is wasted in ques. And its impossible to enjoy evety ride and adventures in single visit. Minimum a whole day from early morning to late night is good for visiting this place. There are so many option to get amused by. Sky baloons ride, bumbercars, rollar coasters, live music and other events everyday. There are also many swings and entertainment for young kids too.. many adventures such as  jungle adventure, across the dark, magic island, are very good for kids. This a smalll world of entertainment for kids and adults too. Ticket price is high. But there are many discount passes available for students, young kids and according to time of visit. It is a good place to visit for tourists in seoul. As all the entrrtainment and fun van be enjoyed here. This place can be rated 4 stars. 1 star is less because there are long quues for everything and that wastesost of the time of visit. Best way to enjoy everything is to take a map and make a plan of what you are going to enjoy first and second and so on to save time and energy. Otherwise one just get lost in here.",3 years ago
97,Chris K,5,"Definitely worth a trip if you're in/around Seoul and want to go to an amusement park.  It's indoors (with some outdoor attractions), and it's easy to spend an entire day indoors and still want to come back: That means it's great to go here even if it's raining!  The rides were fun, though the lines were pretty long.  You have to check up on the rides you want to go on to find the best time to go.  Usual waits are under an hour, shorter for some rides.  The food is fun (but not very Korean), and the atmosphere is great.  The park is very clean and tidy.  BUT DON'T GO ON THE BALLOON RIDE UNLESS THE WAIT TIME IS UNDER 20 MINUTES.  The wait was longer than it was estimated, and the views were not spectacular.  But when you get in the 30 minute-range of the front of the line, they have a series of speakers set up so you can hear the staff giving their scripted hellos and goodbyes to each passenger.  I don't know why they thought it would be a good idea to make riders listen to this.  It was especially bad because the woman doing it had a very annoying voice, so hearing her say the same two phrases over and over almost drove me insane.  But I don't blame her -- she probably hates saying it more than I hated hearing it.  Everything other than the balloon ride was phenomenal though!",2 years ago
