,STAR,CONTENT,DATE
73,5, It gave me an opportunity to think about modern history again ,4 months ago
74,5, Characters from history that children are familiar with A place where you can see the history of Korea see the history of Korea see the exhibits such as tanks and fighter planes while taking a quiz on the name ,4 months ago
75,5, Lots to see So many people ,4 months ago
76,5, If you can afford it visit often There is so much more to learn and experience than you think ,4 months ago
77,4, be kind It would be good to visit once in a while ,4 months ago
78,5, Good for educating children about our countrys defense history However a separate reservation is required for the Childrens Museum ,4 months ago
79,5, It is a place to remember the heroic spirit of the country ,4 months ago
80,5, Taxes are being used for this There is so much to see and detailed explanations so I watched it without realizing the passage of time ,4 months ago
81,5, The Tutankhamun exhibition was great It is meticulously decorated ,4 months ago
82,4, It was a valuable time because I was able to share the history and the fear of war with my child ,5 months ago
83,5, It is good to see the war memorial and other special exhibitions ,5 months ago
84,5, A deserved museum for those who are no longer here Visiting him made me very sad The human damage caused by wars ,5 months ago
85,5, It is a place where both the generation who know the war and the generation who do not know the precious value can be realized It makes us realize the truth that freedom and peace are never given for free and that ,5 months ago
86,5, There were tanks outside during wartime and there was also a turtle ship inside ,5 months ago
87,5, One of the best museums Ive been to so far  History of the development of the Republic of Korea Armed Forces of the past ,5 months ago
88,4, Milduk Childrens favorite place to go Its good for adults who like museums too large in size Lots of shit like that Childrens rooms are suitable for ages 57 ,5 months ago
89,5, 625 A place that tells the tragedy of the war well A place where you can feel gratitude for the veterans ,5 months ago
90,5, The K9 selfpropelled howitzer has arrived To the outdoor exhibition hall Must visit ,5 months ago
91,5, There are many things for children to experience in the Childrens Museum It was a pity that I made a reservation and left after only 50 minutes of viewing Be sure to see the outdoors too ,5 months ago
92,5, Even if it is not a childrens museum the war memorial alone is enough for children to see There are many things to see in the park in front of the memorial ,5 months ago
93,5, You can visit various exhibits and the performances are good Experiencing deep thought while viewing model exhibits ,5 months ago
94,4, I went to see the Tutankhamun exhibition Parking was okay and reasonably priced and the exhibits were good ,6 months ago
95,4, The Tutankhamun exhibition seems to be a worthwhile exhibition The younger ones dont seem to be interested ,6 months ago
96,5, Its good to see the Tutankhamun exhibition It will be memorable because its a different exhibition ,6 months ago
97,5, You can see the history of war along with the history of Korea and there are many things to see many things to learn and feel Transportation is convenient and parking is convenient but the parking fee is ,6 months ago
98,5, Tutankhamun Special Exhibition Visit It is a course of about 3 hours but there is much to see than you think Audio guide is a must Audio guide is fun ,6 months ago
99,5,Freedom is not free,6 months ago
100,4, Interesting the museum is very complete pretty it traces the history of Korea well A must see ,6 months ago
101,5, I came to see the exhibition of Tutankhamun with my nephew ,6 months ago
102,5, It provides a rich viewing experience from ancient times to the present with a wellstructured movement Real artifacts and delicately crafted replicas are well displayed and explanations are detailed The brightness ,6 months ago
103,5, Its a must visit place Snowy days are good too ,6 months ago
104,5, An 8yearold boy without history is paying close attention As an adult I visited again after 2 weeks for new information ,6 months ago
105,4, It is a precious space where you can tell the history of war to children ,6 months ago
106,5, North Korea is our enemy America is our ally ,6 months ago
107,5, Good for security tours I also like the exhibits indoors and outdoors I am currently exhibiting the Egyptian Pharaohs It is also good to see mystical artifacts ,6 months ago
108,5, Parking available There are many things to see from children to adults ,6 months ago
109,3, Its dark all around The cafe doesnt have many customers either It would be nice to think quietly ,6 months ago
110,5, Tutankhamun exhibition Bring your old earphones ,6 months ago
111,4, It was better decorated than before and it was made in historical order so it was good to see it ,6 months ago
112,4, Okay I didnt go inside the museum  The bagel cafe is also good ,6 months ago
113,5, A place where you can feel grateful for the present life through the tragedy of the past ,6 months ago
114,5, I went to the Pharaohs Secret Exhibition and it was so good I really liked the remote control that gave explanations one by one It is interesting to watch while listening to detailed explanations in between ,6 months ago
115,5, I highly recommend the Tutankhamun exhibition They provided free audio so we stayed as long as we wanted to see each of them We watched it for two hours It was designed so that we could know more about ,6 months ago
116,4, The war history is well organized by era It is also a good option to come when the weather is nice and experience the various exhibits in the outdoor exhibition hall ,6 months ago
117,5, While watching with my high school son I learned about history and war It was a good time to share many stories about ,6 months ago
118,5, Its good to see and theres an exhibition related to Tutankhamun right now so I think it would be better to bring a wired earphone when you go ,6 months ago
119,4, A special exhibition of the secrets of Pharaoh Tutankhamun is being held Admission is expensive ,6 months ago
120,5, A people that does not preserve its history its future will certainly be compromised The museum is majestic ,6 months ago
121,5, It is wide and large there are many things to see and if you are a soldier it is a place you must visit ,6 months ago
122,5, I went to see the Tutankhamun exhibition on a snowy day and the war memorial itself was very harmonious with the outside park and sculptures and the inside was beautifully decorated so it was a good time with my ,6 months ago
123,2, All convenience stores and food courts are temporarily closed ,6 months ago
124,4, I went to the secret exhibition of Pharaoh Tutankhamun Its not a new topic Ive seen many times but its worth seeing Photography allowed However commercial use is not allowed 4th graders say its not fun I ,6 months ago
125,5, Pharaohs Secret Beneficial Time With wired earphones Very good 35 pi About 2 hours if you go slowly with a guide ,7 months ago
126,5, There is a childrens museum If you make a reservation you can have fun with the children And the War Museum has a lot to see because the interior has been remodeled ,7 months ago
127,5,A nice trip especially for Family parking available guides available in different languages including English,7 months ago
128,5,It was nice to see and hear about South Korea War and about the United Nation what they do Is nice place to visit with family,7 months ago
129,5, There are several other exhibitions as well so it is good to go ,7 months ago
130,5, Selfreliance to see exhibitions Can inform children of the reality of division in Korea ,7 months ago
131,5, I visited it for the first time and it was very good ke I want to see the indoor exhibition in the future  Tutankhamun in progress ,7 months ago
132,5,Large abundant materials in each exhibition room Very interesting,7 months ago
133,4,Nice to spend some time with kids,7 months ago
134,5,vary greatly,7 months ago
135,4, Time is better than I expected However the entrance is on the 2nd floor and the exhibition hall starts on the 1st floor so you have to go down by stairs and elevator There are times when the tour route is not neat ,8 months ago
136,5, I went to a meaningful place with my children A place to see our history ,8 months ago
137,5,A humbling place,8 months ago
138,5, Pharaohs description was too detailed and there was a lot to see ,8 months ago
139,5,Must see,8 months ago
140,5, Lots to see kids It would be better if you bring ,8 months ago
141,5,Great Place to visit Nice and Clean,8 months ago
142,5, There are many good educational materials for elementary school students ,8 months ago
143,5, recalling forgotten memories  The materials are well presented ,8 months ago
144,5, Tutankhamun exhibition Description is detailed A different exhibition ,8 months ago
145,5, It is a great course to study history experience the open space and shop at Yongsan Station ,8 months ago
146,5,Very good We should have allocated a full day to do it justice,8 months ago
147,5, There is a war memorial park and cafe So I like to go for a walk ,8 months ago
148,4,There are so many details about WWI AND WWII history Its a lovely museum,8 months ago
149,5, There should be no more wars But the war that happened must be remembered ,8 months ago
150,4,Inside exhibition is really nice but outside part was closed due to construction which they forgot to mention on the official website,8 months ago
151,4, It is undoubtedly a place to increase understanding of our countrys painful war history ,8 months ago
152,2, The contents of the exhibition are out of the question and the most inconvenient point is the absorption of foreigners It must be a museum that was made a long time ago Even if it is a handdrawn picture depicting ,8 months ago
153,5, Good the sorrow and peace of war Countless heroes who died without a name to protect the country ,8 months ago
154,5, Vivid figures wellmade structures Various sights and educational videos ,8 months ago
155,5,Excellent place,8 months ago
156,2, Its under construction so its not as good as it used to be ,8 months ago
157,5, The square is open even at night come at night ,8 months ago
158,4,Good,8 months ago
159,1, All other things are good but the counselor is angry I asked him but he responded with anger Was he ignoring him because he was a soldier ,8 months ago
160,5, Good experience Also recommended to visit nearby Yongsan Park ,8 months ago
161,5, Theres no better place to visit for free than this Please allow sufficient time for viewing ,8 months ago
162,5, I saw Brave Animal Friends in the Special Exhibition Room of the 17monthold Baby and Childrens Museum and I enjoyed watching the baby too It was fun to write letters stamp animal stamps color and scan medals ,8 months ago
163,4, Due to Corona we had to make a reservation and the number of people was limited There were no seats that day ,9 months ago
164,5,Must visit this place And FREE admission museum to visit Couldnt believe this place were free We visited during weekdays and it was very quiet to enjoy the museum The places name is the war memorial of Korea but the place is more like the war history in Korea The museum is very nice and the displays were amazing,9 months ago
165,5,Incredible Museum that is free to the public Still open during Covid,9 months ago
166,5, The landscaping is good and the outdoor exhibition room is also good kids love it ,9 months ago
167,4, I stopped by to see the Tutankhamun exhibition Its a weekday so its very quiet and nice to see Deeper understanding of Egyptian history ,9 months ago
168,4,Interesting and free,9 months ago
169,5,Beautiful place for something that can never be forgotten,9 months ago
170,5, Admire the Egyptian civilization once again I have seen ,9 months ago
171,5, Halloween Tutankhamun exhibition was good educationally good ,9 months ago
172,4, It was a good experience and I think it would be good for my childrens education ,9 months ago
173,5, War Memorials are not meant to commemorate something Please visit once as a tourist attraction on a day off It makes me wonder why they dont really charge the entrance fee ,9 months ago
174,5, For history lovers interested in weapons armies and art related to them you can visit the prestigious Museum Admission is free of charge                                       ,9 months ago
175,5, I had to make a reservation in advance so it wasnt very crowded so it was quiet and nice ,9 months ago
176,5,No words are needed here There is only a godly heart,9 months ago
177,4, If you dont make a reservation in advance you wont be able to enter so I just went to Namsan ,9 months ago
178,5, Magnificent size I went to see Tutankhamun and stopped by and I had a good look ,9 months ago
179,4, I think it will be very helpful for my childs education The outdoor exhibition area is under construction ,9 months ago
180,5, Its welldecorated than I thought so its good for a simple stroll with your baby It is good to go and think about the meaning ,9 months ago
181,4, The spacious cool and grand building is wonderful Along with the airplane warship armored car the outdoor exhibits were also impressive ,9 months ago
182,5, There is a turtle ship so my first grade boy really liked it ,9 months ago
183,5,To be seen,9 months ago
184,5, It was very good The weather was good and the Egyptian Pharaoh Tutankhamun exhibition was also good ,9 months ago
185,5, The irony I feel every time I go Its the red gang that invades when the independence army is liberated before independence It is very difficult to explain to a child But what can I do Thats what our lives are ,9 months ago
186,5, A site that is worth visiting in addition to the Gerra museum it offers other things such as sarcophagi and others from the tomb of Tutankhamun ,9 months ago
187,5, its empty unnamed ,9 months ago
188,5, Small children but worth a visit If it is a little bigger it is a very good place in terms of education I thought it was a must visit place ,9 months ago
189,5, It is good for children to run around but it is dangerous because there is no fence in the artificial pond ,9 months ago
190,4, It is a place where you can look back on the stories of war in history It warms my heart to see the names of those who sacrificed themselves for their country ,9 months ago
191,4, Its free so its good to go with kids I want to go to the Childrens Memorial but its a pity that only a few people visited Toddlers are too wide to walk ,9 months ago
192,5,very good,9 months ago
193,5, I went to the Tutankhamun exhibition The composition was clear and the process was very neat ,9 months ago
194,5, Very complete overview Well taken care of Cant miss you ,9 months ago
195,5, When I look at the list of U and Army veterans I always get sober ,10 months ago
196,5,It is well organized by period so it is easy to visit,10 months ago
197,5, Its a great place to go with kids Reservations are a must these days ,10 months ago
198,4, There was an exhibition of Tutankhamuns tomb wonderful ,10 months ago
199,5, I like it because its spacious and comfortable The best thing to do is sit on a bench ,10 months ago
200,5, Currently a special exhibition commemorating the 100th anniversary of the excavation called The Secret of TutankhamunPharaoh is being held It is recommended as an exhibition that will be held until April 24 next ,10 months ago
201,5, It was a little disappointing that the outside was under construction but the inside was good and there were many things to see ,10 months ago
202,5,Wonderful place where the history of Korea is lived,10 months ago
203,5, The reason for the existence of a country that you must visit at least once ,10 months ago
204,5, I came to the War Memorial of Korea to see the 100th anniversary of the excavation commemorative exhibition of Tutankhamun The outside space is neatly shaped and landscaped so its good to take a walk while waiting ,10 months ago
