,이름,별점,리뷰,날짜
74,시포롱롱스틱,4,"(Translated by Google) Nothing added, but always enjoyable  (Original) 추가된것은 없지만 항상 즐거운",4 days ago
75,HS-Scott Kwon,5,(Translated by Google) Mobility convenience. all-in-one  (Original) 이동성 편함. 올인원,4 days ago
76,James Beadsworth,3,The Ice Rink is good.  Everything else has lines that are much too long to enjoy the park.,4 days ago
77,엄기윤,3,,4 days ago
78,김지우,1,(Translated by Google) It was completely Halgate. It would be better to avoid weekdays and vacation periods.  (Original) 완전 핼게이트 였어요 평일 그리고 방학 기간을 피하시는게 좋을것같아요,4 days ago
79,hwang빠오,4,(Translated by Google) Avoid during the holiday season. There is no end to people.  (Original) 휴가철에는 피해주세요. 사람이 끝도 없어요.,4 days ago
80,예룽,5,,4 days ago
81,BrilliantJ,3,"(Translated by Google) Even though we went on a Friday morning on a weekday, it was very crowded. Air conditioning is not cool either. Magic Island is hot to death. It really sucks in summer. It really sucks during school holidays. Long queues for both restaurants and drinks. To get on the rides, you have to stand in line for 1 to 3 hours.  (Original) 평일 금요일 오전에 갔음에도 사람이 너무 많음. 에어컨도 시원하지 않음. 매직아일랜드는 더워 죽음. 여름엔 정말 비추. 방학기간에는 정말 비추. 식당도 음료도 다 줄을 길게 서야함 놀이기구 타려면 기본 1시간~3시간 줄을 서야함.",4 days ago
82,Yin,5,"(Translated by Google) It's so nice to have a place like this 20 minutes away by subway. There are so many rides and it's so pretty. It's indoors, so it's nice to be able to play without being affected by the weather! The only downside is that there are too many people  (Original) 지하철로 20분 거리에 이런 데가 있는 게 너무 좋아요 놀이기구들도 많고 너무 예쁘고 실내가 있어서 날씨 영향 안 받고 놀 수 있어서 좋아요! 사람많은 게 유일한 단점",4 days ago
83,박*숙4947,3,,4 days ago
84,파손된 채널 재건하고 있는 MK14,5,"(Translated by Google) It's fun, but the line is too long to play properly It rained today, but the rain stopped, but they were surprised inside saying it was waiting due to rain. So when I got inside, the line was long and I had to wait 3 hours. Other than that, I'm happy with everything except the incredibly long lines, and the lines are popular, so I'm giving it 5 stars. French Revolution, Gyro Swing, Atlantis, Gyros Spin, Viking, Flume Ride, etc., are recommended to ride with Magic Pass Premium or reservation.  (Original) 재밌긴한데 줄이 너무 길어서 제대로 놀지를 못함 오늘 비가왔다 비가 그쳤는데 우천으로 인해 운행대기라고 안에서 놀라고 함 그래서 안에 들어가면 줄 길어서 3시간 기다려야함 그 외의 것은 어마어마하게 긴 줄빼고 다 만족하고 줄은 인기가 많아서 그런거니까 별은 5개 줌. 후렌치레볼루션,자이로스윙,아틀란티스,자이로스핀,바이킹,후룸라이드등 줄이 너무긴것들은 매직패스 프리미엄이나 예약으로 타는걸 추천",4 days ago
85,marino J,1,"(Translated by Google) It was really bad. No matter how many people there are, Seolbing also says that shaved ice takes an hour... I don't think I'll go there again. Memories I had built up since I was a child flew away in one day  (Original) 정말 최악이었음. 아무리 사람이 많아도 그렇지  설빙도 빙수가 한시간이 걸린다고 하지 않나.... 다신 안갈듯. 어렸을적부터 쌓아온 추억이 하루만에 날아갔음",4 days ago
86,정은호,5,,4 days ago
87,화성중앙장로교회,5,,4 days ago
88,HM C,3,"(Translated by Google) Whoa, the crowd is huge. Every time I go, the wait gets longer  (Original) 어유야.. 인파가 아주. 갈때마다 대기가 길어져",4 days ago
89,YJGames06,5,Good place syes,4 days ago
90,조현정,5,"(Translated by Google) I used the buffet restaurant and the meal is very satisfactory, but the parking is the worst  (Original) 뷔페식당 이용했는데 식사는 너무 만족합니다 그런데 주차는 최악",4 days ago
91,루카TV,3,(Translated by Google) It's a weekday but there are a lot of people  (Original) 평일인데 모이리 사람 많음,4 days ago
92,Aleeya,3,,4 days ago
93,허강녕,2,,4 days ago
94,김악마TV,5,,4 days ago
95,코인무지개,3,(Translated by Google) Too many people and expensive  (Original) 사람이 무지 많음 가격도 비쌈,4 days ago
96,jaewoong ha,5,,5 days ago
97,노의정,5,,5 days ago
98,한유찬,5,"(Translated by Google) I went on a weekday after my exams. I'm surprised that there are so many friends from the same school. When I first got on Atlantis before Corona, the line was supposed to be three and a half hours, but it was three times shorter. I'm glad it's 1 hour and 30 minutes at least. Thanks to you, I rode a lot, and it was nice to meet my friends and ride together ^^ Atlantis isn't too much of an hour and a half even on a weekend ride. I couldn't ride the Haesung Express because it was about 4.50 minutes and the Flume Ride for 2 or 3 hours. I think an hour and a half is the standard for French. Anyway, it was nice to wait for a shorter wait for the rest.  (Original) 평일에 시험 끝나고 갔다. 같은 학교 친구들이 많아서 깜짝 놀람. 코로나전 처음 아틀란티스 탔을때는 줄이 3시간 반이었나 그랬는데 3배나 줄음. ㅋㅋ 길어도 1시간 30분인게 다행입니다. 덕분에 많이 탔고, 친구들이랑 만나서 같이 타서 좋았어요^^ 아틀란티스도 주말에 타도 1시간 반 엄청 많지 않음. 해성특급은 뭐 해도 4.50분 정도고, 후룸라이드는 2,3시간인가 해서 못 탔어요 ㅠㅠ 후랜치는 머 1시간 반은 기본인것 같아용. 암튼 나머지는 그보다 짧게 기다려서 타서 좋았어요.",5 days ago
99,fluke8rn,5,"Fun amusment park! Indoor and outdoor options, lots of rides games and places to eat.  Not only western food but Korean food as well.  Adjacent to the mall so parents can do shopping while kids are in the park.  Try also the anime / dress up option as well, where you can where short school girl skits and knee high socks.",5 days ago
100,Layla Chiu,5,(Translated by Google) So much fun. Is it worth buying the VIP ticket  (Original) Muito divertido. Vale a penas comprar o ingresso vip,5 days ago
101,Asha Wickramasinghe,5,,5 days ago
102,수수수깡,2,(Translated by Google) Operating rides based on economic logic seems to be the worst  (Original) 경제 논리로 놀이기구를 운영하는 면은 최악인 듯,5 days ago
103,Junghwan Jung,5,(Translated by Google) You can enjoy it without much influence on the weather.  (Original) 날씨에 큰 영향없이 즐길수 있어요.,5 days ago
104,Kay Mapel,5,,5 days ago
105,정현진,1,"(Translated by Google) It's August 1st, but it's vacation season... I feel like I've been paying a lot of money and waiting. I feel bad!! Even the parking fee... It's a fucking lottery. Don't go again  (Original) 8월1일 휴가철이지만...대책없이 인원수용하니.. 비싼돈내고 기다리는벌서고온 기분이네요 기분더럽이네요!!주차비까지...대박엿같은롯데 다신안가",5 days ago
106,세꿈빛,5,"(Translated by Google) Visited on July 30, 2022. The lines are still guilds. But it was easy to move around and it was nice to come inside and play when it was hot.  (Original) 2022년 7월 30일 방문 했어요. 줄은 여전히 길더이다. 하지만 동선 이동 편하고 더우면 실내 들어와서 노는 좋았어요.",5 days ago
107,울집구피귀여워수은,4,(Translated by Google) Too many people  (Original) 사람이 너무 많음,5 days ago
108,진형우,2,,5 days ago
109,정진영,1,"(Translated by Google) Too many people on Mondays and terrifying (personally, this time was the worst)  (Original) 너무나도 아니 월요일에도 사람 겁나많고 겁나습함 (개인적으로 이번은 최악이었음)",5 days ago
110,Kusang77 Chung,3,,5 days ago
111,jeayong Lee,3,,6 days ago
112,JH LEE,4,,6 days ago
113,서민영,5,,6 days ago
114,Mars,3,"Stood in line for one ride for three hours, the efficiency of operating wasn’t not good. The floor was sticky everywhere. The food was disappointing. But the rides were fun, just not worth the wait and the money. You can easily buy tickets at the door, no need to struggle online.",6 days ago
115,aooniland아랜,5,(Translated by Google) it was fun I use the free pass 10 times I only picked the fun stuff.  (Original) 재밌었어요 프리패스 10번 쓰니까 재밌는거만 골라 탔어요,6 days ago
116,이경훈,4,"(Translated by Google) It was a weekday, but there were too many people because it was a vacation.  (Original) 평일 이였지만 방학을 해서인지 사람이 너무 많았다",6 days ago
117,고석만,3,,6 days ago
118,박현우,3,,6 days ago
119,송동열,5,(Translated by Google) It's fun.  (Original) 재미나지욧,6 days ago
120,noorullah sadeqi,4,Best place for the kids,6 days ago
121,dada p,5,,6 days ago
122,강봉수,5,(Translated by Google) The Giant Drop was new and it was fun to ride.  (Original) 자이언트 드롭 새로생겨서 타보니 즐거웠습니다.,6 days ago
123,황영준,5,,6 days ago
124,또치형아,5,"(Translated by Google) Although it was Friday, I still went on a weekday and experienced a new world (?) in many ways due to the crowds... Still, the parade I saw again after many years was grander and more fun than I remembered.  (Original) 금요일이긴 했지만 그래도 평일에 갔는데 인파에 치여 여러모로 신세계(?)를 경험함...그래도 수년만에 다시 본 퍼레이드는 참 기억보다 웅장하고 재밌었음",6 days ago
125,안미영,2,(Translated by Google) I'm crazy Entrance is too complicated  (Original) 정신없어요 입구가 너무 복잡합니다,6 days ago
126,Thomas Kim,5,Long time no visiting since my kid was little child who now became a teenager and wanted to play with youngster friends here. You'd better to use mobile app to use tickts.,6 days ago
127,Donald Han,5,,6 days ago
128,김필찬,4,,a week ago
129,박은경,5,(Translated by Google) peck~~~ Satisfied with shopping and satisfied with restaurants.  (Original) 쪼아요~~~~ 쇼핑도 만족 맛집도 만족이죠^^,a week ago
130,ByungSun Moon,4,,a week ago
131,안지혜,4,,a week ago
132,Robert van der Pol,3,,a week ago
133,김희경,5,,a week ago
134,정우제,5,"(Translated by Google) The amusement park is large and clean, and the staff are very friendly.  (Original) 놀이공원이 크고 깨끗하며 직원분들이 매우 친절하였다.",a week ago
135,카라멜봉봉,5,,a week ago
136,변자영,5,(Translated by Google) Okay  (Original) 좋아욤,a week ago
137,방혁,5,,a week ago
138,박윤수,5,,a week ago
139,Екатерина Войт,5,,a week ago
140,라따뚜이킹 (INDUKOO),5,,a week ago
141,dennis sang,5,Amazing place,a week ago
142,김sukyoung,5,,a week ago
143,미루,4,,a week ago
144,박상현,4,,a week ago
145,ᅳᅳ,5,(Translated by Google) dot  (Original) ㆍ,a week ago
146,이석우,5,(Translated by Google) It was the best.  (Original) 최고였습니다,a week ago
147,hey Kwak,5,,a week ago
148,Redstone68,3,(Translated by Google) Crowded after Corona  (Original) 코로나 이후 붐벼요,a week ago
149,이연우,1,(Translated by Google) If you don't have a magic pass.. you wait and see..  (Original) 매직패스 없으면.. 기다리다가 구경만하고 옵니다..,a week ago
150,이혁주,5,재미있다,a week ago
151,Isaac Na,3,(Translated by Google) kids love to do anything  (Original) 아이들은 뭘 해도 좋아하지,a week ago
152,전현서,5,,a week ago
153,woojeong j,3,,a week ago
154,최현정,5,,a week ago
155,B.U Yang,5,,a week ago
156,Dane B.,2,,a week ago
157,Jeonghoon Kim,4,,a week ago
158,유호준,5,,a week ago
159,Kookjae Kim,3,,a week ago
160,최상아,3,"(Translated by Google) During vacation, the basic 2 and a half hour wait for attractions, 20 minutes for drinks, Magic Pass closes as soon as admission starts in the morning.  (Original) 방학때는 어트랙션 기본2시간반 대기, 음료사는데도 20분씩 대기, 매직패스는 오전 입장시작과 동시에 마감, 유모차 끌고 층 이동하는데 엘리베이터 대기도 15분씩, 아기들은 갈데가 못됨",a week ago
161,장순희,1,(Translated by Google) Don  (Original) 돈아까움,a week ago
162,굿현스월드,5,,a week ago
163,장유나,5,,a week ago
164,Sera K,4,"(Translated by Google) It was vacation time, so there were too many people ㅜㅜ The wait was very long and the line to buy food was long, so we played around ㅠ We went out and bought something ㅜㅜ  (Original) 방학때라 사람 넘나 많았음 ㅜ 대기 엄청길고 밥 사 먹는 줄도 길어서 대충 놀고ㅠ나와서 사먹음 ㅜㅜ",a week ago
165,이미희,4,"(Translated by Google) It's a weekday, but it's the vacation season, so there are too many people, so it's basically an hour to ride the balloon once.  (Original) 평일인데도 방학 휴가철이라 사람이 너무많아서 기구한번타는데 기본 한시간이예요ㅜ",a week ago
166,김용오,5,(Translated by Google) fantastic  (Original) 판타스틱하다,a week ago
167,우우,1,(Translated by Google) All you need to do is 1 hour...  (Original) 뭐만 하면  기본1시간...,a week ago
168,김정미omjoung@daum.net,5,,a week ago
169,징징이,4,,a week ago
170,최상민,3,(Translated by Google) The meaninglessness of the magic pass  (Original) 매직 패스의 무의미,a week ago
171,HEESUB LEE,5,,a week ago
172,JJ Lee,5,,a week ago
173,Melody GH,3,"Probably I should once again clarify that this is post pandemic which seems to have changed a lot how things work. On top of that, we should be fair and mention that despite being a work day, it was already school break. We arrived at 9 am, and after eating something, looking around, getting familiar ...we began our odyssey to get a magic pass for, at some point, almost any attraction. Spoiler: didn't work. So please do not rely on magic passes. It worked before pandemic, today did not work at all. We queued for 3 hours to join  the first attraction (yeeeah!) No need to say that this drained our energy  quite a lot. Later we queued for an hour and later on for another 45 min. 2 hours for Atlantis (not fun at all if sun is shining and it looks more like a perfect day for beach. So, my recommendation to you all: avoid summer break period, do not rely on getting a magic pass, and save some money to get the ticket which allows you to ride 5 times any one without queuing (costs 49000 won) p/person. On the positive side, employees are always kind and helpful, it could get difficult with English speaking. Food is a little bit expensive but ok. So, overall is a good attraction.",a week ago
174,Soobum Im,5,,a week ago
175,Hayoung Kong,5,,a week ago
176,Kyungmin Cho,5,,a week ago
177,Bonie Lee,4,"(Translated by Google) It's a weekday, but it's crowded.  (Original) 평일이지만 북적대는건 마찬가지임.탈기구들을 많이 멋타서 아쉬움",a week ago
178,Max Lee (Zedomax),5,"Lotte world theme park, Korea's first ever theme park that opened in 1989, I have been going here since it opened.  They have giant indoor theme park which is nice for hot summers and cold winters plus outdoor area called magic island also.",a week ago
179,세아,4,(Translated by Google) Too many people ...  (Original) 사람이 너무 많음...,a week ago
180,복숭아 무영공,1,"(Translated by Google) Service quality is poor. Compensation for customers who did not use the annual membership due to Corona is not guaranteed. Lotte World doesn't give you a re-registration discount just because the annual re-registration period is over.. It's been over a month since I asked a question on the website, but I don't even know Daegu..  (Original) 서비스가 질이 떨어짐. 코로나로 연간회원권 이용 못한 고객에 대한 보상은 못할망정. 연간 재가입기간 끝났다고 재가입 할인 안해주는 롯데월드.. 홈페이지 질문을 한지 한달이 넘어도 대구도 안하는..",a week ago
181,김치,5,"(Translated by Google) fun Atlantis Comet Express Bungy Drop I recommend French Revolution. It was a weekend, so I waited 2 hours for Atl and 1 hour and 30 minutes for Comet Express.  (Original) 재밌어요 아트란티스 혜성특급 번지드롭 후렌치레볼루션 추천해요 주말이라 아틀은 2시간 혜성특급은 대략  1시간 30분 정도 기다렸어요",a week ago
182,윤효정,3,"(Translated by Google) The rides are great, but there are so many people. I've never done the Magic Pass 3 times... Visited on a Monday, so it's 5 pieces ㅜㅜ  (Original) 놀이기구타는건 너무좋은데 사람이 진짜너무너무많음 매직패스 3회 한번도못해봄.... 월요일방문해서 5개탓나 ㅜ",a week ago
183,강지현,5,,a week ago
184,Alejandra de Picciotto (Lalu),5,"(Translated by Google) I loved the place and the experience. The food inside the place is a bit expensive. It's good to check before you go if there's going to be a lot of people (if it's vacation or a holiday), because there can be very long lines for each game. Also check if it is going to be very hot. It is better to go when it is not so long, but it is still a park that is largely covered and has air conditioning.  (Original) Amé el lugar y la experiencia. Un poco cara la comida adentro del lugar. Es bueno mirar antes de ir si va a haber mucha gente (si es vacaciones o feriado), porque pueden haber larguísimas filas para cada juego. También fijarse si va a hacer mucho calor. Es mejor ir cuando no hace tanto, pero igualmente es un parque que tiene gran parte techada y hay aire acondicionado",a week ago
185,양정열,5,,a week ago
186,임자옥,4,"(Translated by Google) The children's play facilities are very satisfactory, but the Lotteria food inside was really disappointing.  (Original) 아이들의 놀이시설은 아주 만족인데 안에 롯데리아 음식 정말 실망이었어요.",a week ago
187,Jh J,5,,a week ago
188,Aneth Jang,5,,a week ago
189,지뽕가뽕 tv,5,,a week ago
190,Louis Poon (Louis),5,,a week ago
191,Matt Hitchings,1,Do you love standing in a que for hours to ride decrepit rides whilst listening to the same song on repeat for hours. If so lotte world is the place for you. Enjoy the unbridled joy of getting to go on one ride every 3 hours (as long as it doesn’t break) and then after spend an extortionate price on food. All in the comfort of a huge dome with inadequate AC whilst surrounded by adults dressed as schoolchildren Yay!,a week ago
192,Ary Tri Prasetyo,3,"Got here after 11 and the place already packed, even on a weekday. Long queues not worth the wait. App to reserve rides completely useless as most times already out (even I checked every 15 minutes).",a week ago
193,한인규,5,"(Translated by Google) Lots of people, especially middle and high school students, wearing school uniforms all over  (Original) 사람이 특히 중고생들 많음 교복대여로 온통 학생복장",a week ago
194,세정,4,"(Translated by Google) There are many interesting attractions, but for popular attractions such as French Revolution and Comet Express, you have to wait an average of 120 minutes. I also visited a few weeks ago after a long time, and there were so many people I thought I was going to die from the heat when I was waiting outside for an attraction. The folk museum inside is worth seeing.  (Original) 재밌는 어트랙션들이 많지만 후렌치 레볼루션이나 혜성특급 등등 인기많은 어트랙션들은 평균 120분 기다리셔야해요. 저도 몇주전에 오랜만에 방문했는데 사람들이 너무 많아서 정신없고 야외에서 어트랙션 대기할때 더워 죽는줄 알았어요. 안에 있는 민속박물관은 볼만해요",a week ago
195,최봉진,5,,a week ago
196,고예지,5,,a week ago
197,N. Lee (CBJ18PLD),2,"(Translated by Google) It seems like the magic pass system needs to be reorganized, but it is a mana-han hopeful advisor.  (Original) 매직패스 제도 개편을 해야할듯 있으나 마나한 희망고문.",a week ago
198,Muhammed al,4,(Translated by Google) Beautiful gaming city  (Original) مدينة الألعاب جميلة,a week ago
199,Neo Jing En,5,,a week ago
200,Cynthia Lee,5,,a week ago
201,Seb Ratzi,1,Without the magic pass insane waiting time.,a week ago
202,함현진,4,(Translated by Google) Too many people  (Original) 사람이 너무 많음,a week ago
203,운암정,5,,a week ago
204,김인환,3,,a week ago
205,황지연,5,"(Translated by Google) rides are fun There are more and more equipment that can be enjoyed in 4D. You can experience various things such as parades and laser shows. There are more and more restaurants I didn't have to wait long and was able to eat.  (Original) 놀이기구가 재미있어요 4D로 즐길 수 있는 기구들도 많아지고 퍼레이드, 레이저쇼 등 다채로운 경험할 수 있고. 음식점도 많아지고 해서 많이 기다리지 않고 식사도 할 수 있었어요.",a week ago
206,David Vaknin,3,,a week ago
207,호시아이리,5,,a week ago
208,jm Hong,5,(Translated by Google) There weren't many people and it was good  (Original) 사람도 많이 없고 좋았음,a week ago
209,CG,4,"(Translated by Google) Although it was a weekday, there were a lot of people and there were many rides and it was fun.  (Original) 평일인데도 사람 엄청 많고 놀이기구도 많고 재미있었음.",a week ago
210,송영주,4,,a week ago
211,Hyung-Kyung Song,4,(Translated by Google) Exciting place. Crowded with people on vacation  (Original) 익사이팅한 곳. 방학이라 사람들 붐빔,a week ago
212,신선,5,"(Translated by Google) One of the chefs who continuously dumbles at Hawaii performances is really good at dancing, full of excitement, and has great fan service. The restaurant has changed a lot, so I ate only on the author street, but the value for money in Lara Coast was so good that it was hard to believe that it was inside Lotte World.  (Original) 하와이 공연에 쉐프님 중 연속덤블링하시는 분 정말 춤을 잘 추시고 흥 넘치고 팬서비스가 훌륭하시네요. 식당이 많이 바뀌어서 저자거리에서만 식사했는데 라라코스트 가성비가 롯데월드 내부라고는 믿기 어려울만큼 괜찮았습니다.",a week ago
213,Joanna Blin,5,"(Translated by Google) We had a fantastic time, one day is not enough, there are long queues outside but it's worth it, don't be afraid  (Original) Περάσαμε φανταστικά, δεν αρκεί μια μέρα, στον εξωτερικό χώρο έχει μεγάλες ουρές αλλά αξίζει, μην φοβηθείτε",a week ago
214,HONG SUK KWAK,5,,a week ago
215,이경원,5,,2 weeks ago
