,이름,별점,리뷰,날짜
42,barnaul2000,4.0,"great views at the city from above, but was a bit hard to walk up closer to the tower, the views outside were actually more picture worthy. Loved sweet post card mailing service- the best souvenir ever- sent a card from atop of the tower to my family across the world. Liked walking around different lower levels, lots of cool statues and giftshops, food places etc.","Written January 17, 2020"
43,Oldjack,4.0,It was opened to the public in 1980 and provided TV and radio broadcasting in Korea and also used for tourist purposes and on a nice day you get great views from the observation tower. Located on Namsan Mountain it stands 480 meters above sea level and visible from most parts of Seoul.,"Written January 17, 2020"
44,Ice_Slice,4.0,"We went up the tower the day after it rained, which meant the air was clear and we had absolutely stunning views all the way round, especially over far into the mountains to the north. I imagine that had we gone later in the week when the smog started to creep back in, the views could have been quite disappointing. It was also reasonably priced and the gift shop actually had some good quality items, which was a nice surprise! I have knocked a star off as the little cable car that takes you to the base of the tower from the bottom of the hill was not working on the day we went and we had to take the stairs - not an issue for us, but if you have mobility problems, you would have been stuck!","Written January 17, 2020"
45,Untiya D,4.0,"There is LED tunnel, Love Lock area, and also the observatory deck. It is best to go with lover. Easy to go there by bus or cable car.","Written January 16, 2020"
46,Debra M,5.0,"beautiful and clean inside and out. Alot of history is shown throughout the area of the tower.The ride in the elevator was beautiful , look up when you get inside the elevator","Written January 15, 2020"
47,anthonywilliamw2016,4.0,Well worth a trip up to the N Seoul Tower. Great views on the cable car up to the tower and from the tower itself,"Written January 15, 2020"
48,Robert B,3.0,The tower is interesting but probably not worth visiting unless you have a nice clear day. It was dull the day we went and you couldn’t see much.,"Written January 12, 2020"
49,Thomas C,5.0,highly recommend to take this trip during night hours so you can actually see the city lit up. I would highly recommend spend the extra money to skip the line do to how busy it is. You can purchase locks there for $10 to place wherever you would like. If you go while it’s cooler outside dress warm it does get cold up there.,"Written January 12, 2020"
50,FoodieG,5.0,"Nice view , around the City. Local Customs is the attractive part of the place. Don’t forget for 💓 key 🔐","Written January 11, 2020"
51,philippebouchara,4.0,"Climbing the little mountain where the tower of Seoul is located, nearby the right heart of the city. Enjoy the 360° view. Amazing!","Written January 9, 2020"
52,Everlyne,4.0,Firstly do not trust Google maps direction to get to the tower. It requires you to alight at a quiet bus stop n walk up aong walk up a hill. Follow the directions on the website. It's more reliable.  The tower deck is not that big but it does provide you with a typical city view that must towers provide.  Do check out the toilets. It's a place where you can relieve yourself while admiring a city view.,"Written January 9, 2020"
53,aforsell3,5.0,"If in Seoul for a short period of time and not sure what to see definitely make your way to N. Seoul Tower. From Myeong-dong, walk to the cable car and ride up from there. The views from the top are amazing.","Written January 5, 2020"
54,Kal,4.0,"Its quite a ride to get to the tower but the stunning view, the adjoining Hello Kitty museum and Ryan's Cheezball Adventure is worth the effort. The all around view from the tower also tells you in which direction your country is from that spot and the distance too. It was an evening beautifully spent.","Written January 5, 2020"
55,Far away places,5.0,"Nice visit, efficient ticketing and very quick lift to the top. The digital visuals in the pre tower departure area very good and some of the best we have seen. Not really any queue to get up to the top or back down again. Good views of the city.","Written January 4, 2020"
56,2824,5.0,Visited the observatory by cable car. The cable car is a short walk from myeongdong train station. The cable car brings you to the walkway of locks where one can continue to the tower. At night one can see the bright lights of Seoul as well as the numerous vehicles coming in and out. There are some retail and ding establishments at the retail area of the tower.,"Written January 4, 2020"
57,bw Y,5.0,"We bought 3 ticket for 1 couple n 1 adult, got free popcorn for 2. Nice view from top when reach viewing floor.","Written January 2, 2020"
58,Travelling Trapeze,4.0,"It was quite hard getting there; we got lost thrice. Waze was a mess in guiding us. We found a different route to get here though. We booked online, tickets to take us there via the cable cars.  It was cute getting to the area where there are lots of 'love locks'. The view of the city from the top was beautiful on a sunny day. It was windy though but altogether it was a nice experience.","Written January 1, 2020"
59,Nor Hafizah,4.0,"The tower is a place to observe the city. You can choose to go up by walking the park, take a cable car or by bus. The canke car will cost you about 7000₩ one way or about 10000₩ return.","Written January 1, 2020"
60,lovetotravel88888888,4.0,On our last day in Seoul we decided it was now or never. So we headed to the cable car station to catch it up to the tower. I was quite disappointed as they packed us in there was no room. The lady next to me started to shove me out of her way just so she could see out the window like she was more important I think not. I thought this was very rude we are all there on a holiday to enjoy it why treat other people like this I really don’t see the point.  We got to the bottom of the tower we seen all the colourful padlocks they were very interesting to some photos but made the choice not to go up as visibility was rather poor. This ended up being the right choice because when we came back down. We found a nice Korean BBQ place for lunch. By the time we came out of there it was raining and you could hardly see the tower.  It was a real shame the weather wasn’t with us on this day but some things can’t be helped.,"Written January 1, 2020"
61,Cory T,3.0,"Probably outshined by Lotte Tower which of course is bigger and badder but the wait times and surrounding area at N Tower are much better. There is good food, a bar, lovelocks and a trippy colors room before you enter the tower elevator.","Written December 31, 2019"
62,Payge,3.0,I didn't go to the actual tower but rode up to it and put a lock on the lock wall. If you can bring your own definetly do as they are overprised - and don't forget a pen as they have none for you to use - only to buy. The view was pleasant and the price was fine.,"Written December 30, 2019"
63,jordan2487,2.0,"If you are planning to go to the observatory, mind the weather conditions as they do not have any notice about the visibility. They did not offer to give a refund or to make it valid for another day. Very disappointed","Written December 29, 2019"
64,Fengww,5.0,"Amazing view from the TOP after we trekked 1.5km up . There a love locks area up the mountain . Sky tower are awesome , we got to view beautiful Seoul because the sky was cleared .","Written December 29, 2019"
65,Patrick,4.0,Overall excellent experience. Don’t try to drive there unless you know the way. Navi apps don’t quite work. The taxi took us on our second attempt. Long walk up to the tower but there is a gondola option. Lots of food and souvenir shopping options up there. We waited 40 minutes for our queue to go on up. It was t quite and large as I though once up there but the views were amazing. Go at night for the best experience. A lot of others scenic spots on the ground and trail.,"Written December 28, 2019"
66,Adrian Lee,5.0,"A tall tower’s light ignite the beautiful sky of Seoul on the top of the hill that is called, N Seoul Tower/Namsan Tower. With its astonishing beauty, Namsan mountain flourished with locals and foreigners alike.  This is a place where love Cupid’s make their wish and lock their love in the pad lock, to symbolize eternity of true love, or finding love of their life. A breezy windy moment spend with love one and beautiful scenery of Seoul city. ☺️","Written December 28, 2019"
67,GWSher,5.0,"If you are a fan of Kdrama, the night scene at N Seoul Tower definitely did not disappoint. The cable car ride was pleasant and orderly. There are multiple inexpensive dining options by the tower. The public space to view the night scene at the foot of the tower was huge so even on crowded days, it did not feel claustrophobic. It was a pleasant place to spend a nice evening.","Written December 27, 2019"
68,Romuluz75,4.0,A quintessential tourist stop in the outskirts of Seoul. We did not go up the tower. Just hung around the base area and took in the scenic beauty. There are locks for sale for the lovebirds to place on the fences. A lovely view of the city from the top of the hill.,"Written December 26, 2019"
69,ChristelleNg,5.0,Decided to pop in to ya e a burger... woo no regret. The burgers are juicy and Smokey. We had both Classic and a Tower burgers as well as the potato croquettes. No regret!,"Written December 24, 2019"
70,Vanessa Tan,5.0,"Went during the day and Took a long walk up from Myeongdong, tiring as it's up slope. Ideal to walk from Shinsegae department store and take the slanted elevator up to the cable care point. View is wonderful from the top and super cold during winter. Some restaurant and shops, best for scenery viewing. So many love locks around.","Written December 22, 2019"
71,Teo S,3.0,Going by public transport with old folks is not convenience as you have to walk up the hill to reach the Namsam cable car centre.,"Written December 22, 2019"
72,rae_hunt,4.0,"This place have a nice bird-eye view of seoul. You can still see them without going up to the main tower. There is a place for the 'locks' where friends, lovers and family expressed themselves by placing a padlocks, phone covers there. Take care because the slope is quite steep getting up. Basically its good for photo taking.","Written December 21, 2019"
73,KinSeng,4.0,Took bus 6011 from Namdaemun Market. Beautiful walk for those who likes to stroll up on foot but require lots of stamina.  Need to pay to go up further to the tower. We just checked out the six storeys at the base of the tower. You can shops and convenience store here. Lots of shiny locks at level T1 where lovers secure their love locks.  Go around 5pm to catch both sunset and night view.,"Written December 21, 2019"
74,Sofie S,5.0,This is where you can find the famous Love Locks in Seoul. Offers a beautiful view of the city during the day & a magical view at night.,"Written December 21, 2019"
75,Krubee,5.0,"Wonderful, Romantic and Memorable that's what we've experience visiting N Seoul Tower or Namsan Seoul Tower. In the chilly dusk of November in Seoul, we went here via Bus #3 in Chungmuro station exit 4. The ride took about 30 mins because it's the rush hour and many stops so if you would like a faster way to get here can take the Namsan Cable car or taxi or you could hike to the tower itself. Takes around 1,100 won one way and it is the last stop in its route. There are many tourists in the entrance and buses both public and tour buses and parked there so it tends to get busy. Indeed, it is one of the most visited attractions in Seoul. Standing high at 774 ft it is an observation and communications tower and the second highest in Seoul. It is my second time to visit this place but this time during the day. My first time in 2016 it was at night and we went on top of the observation deck inside the tower overlooking Seoul from Namsan Mountain where its located right at the heart of Seoul. The ticket costs around 11,000 KRW. This time around 2019 we didn't go inside but we visited the base of the tower which surrounded by the beautiful Namsan park and its wide array of trees that include Maple, Pine, Ginko, Cherry blossoms and many more. Since its fall the colors are full of Red, Yellow, Orange, White and Brown truly mesmerizing, eye catching, romantic and beautiful. We took a lot fo beautiful photos and videos before these blooming trees in the colours of Autumn. Up here you will have a panoramic view of Seoul - its skyscrapers, buildings, castles, villages and rivers. It is indeed a magical view for us. You don't even need to go up the observation deck. Another great feature we did is the Lock Padlocks where tourists and local couples put their padlocks as a key of their endearing love for each other. You could write your names and buy the key/padlock from the minimart inside N Seoul Tower. We indeed put our padlock in the midst of thousands of locks placed in this mountain. The Lock Padlocks also offer a great panoramic view of Seoul, the Tower and Namsan Park. We left just before night falls via bus and it was a short yet memorable visit for us. It is indeed of the best and beautiful destinations in Seoul so please do come visit when you arrive here in Seoul, Korea.","Written December 16, 2019"
76,Winston Chuah,4.0,"Like any tower in the world, N Seoul Tower has its own unique attractions. Located on the top of Namsan mountain, it offers breathtaking 360-degree views of Seoul city. There are 2 public transportation options to get there via cable car or bus. Via the cable car, there is no immediate subway access and you'll need to walk up the hill from Myeongdong subway station. Mind you, if you're traveling with young children or elderly, this can pose a challenge. Or you can take bus No. 02, No. 03 and No. 05.  Once at the base of the tower, the area is clean and pleasant to visit. Don't miss out on the love padlocks near the tower base for nice photo-taking opportunities. To get to the top of the tower requires separate entrance tickets.","Written December 16, 2019"
77,Stephen C,5.0,"Set on a small mountain in the middle of Seoul, the tower has views that show the tourist just how big Seoul is, with satellite towns stretching aolong every valley from the cental mass of the city. The lift to the top is quite special. Walk up the mountan if you are able.","Written December 15, 2019"
78,Saifur Tarun,5.0,A great experience to visit N Seoul Tower. It's almost like KL tower of Malaysia. Nice surrounding embeince. To reach there the cable car ride was great.,"Written December 11, 2019"
79,JooS,3.0,"Went on a hazy night, so the view and the photos taken were not fantastic. We bought Klook package which offered transport via Hyundai Starex van uphill plus the observatory deck tickets. And we took the cable car downhill which was a great experience. About 20pax in a cable car. Cable car station is just about 10-15min walk to Myeongdong station.","Written December 11, 2019"
80,K&KRecommended,4.0,Very touristy but you can see the whole city. We walked up the mountain but realized afterward that there are 3 city buses that go to the top.,"Written December 10, 2019"
81,Kind S,5.0,"I recommend going to the N Seoul Tower Observatory at night since you can see a beautiful view of Seoul~ There are a lot of places to eat and shop. As couples, you can ""seal"" your memories here through the Love Lock bridge (locks are sold in vending machines which is so cool!) The easiest way imo is taking a bus to any available station near you. Also, the comfort room in the observatory is something you shouldn't miss 😋","Written December 9, 2019"
82,Jenny Q,3.0,"You really do get a spectacular view of the whole city of Seoul most especially at night when all the lights are on. It is breathtaking. The staff directing us toward the elevator and the one who went with us inside was really cheerful and attentive. The 3 stars is because when we went there in the evening, there were only a few staff that we could see, most of the time we didn't see any. The ones at the information were not too helpful as well. I was asking for help with the machine to scan the QR codes. I had 5 e-tickets and was asked to input the numbers instead one by one , took me quite a while to finish and when I could not read the last one since it had very small prints, the guard took the paper from me and scanned the QR code in just a few minutes (if only they told me that was the easier way then I wouldn't have wasted my time inputting the numbers manually). Other than that, my friends and I did manage to have a good time there.","Written December 9, 2019"
83,JeffLTS,4.0,On my Third Day in Seoul I walked up Namsan Hill. Beautiful walk with all the tree turning red yellow and orange. On the 5th Day went up using the cable car. It is a must visit. Enjoy the view of Seoul from there. Only sour point was when i bought coffee from Twosome Place i was not allowed to drink in the Burger Restaurant where my daughters was having their Hotdog. Too rigid in my opinion.,"Written December 7, 2019"
84,hertslad22,5.0,"Another top option to include in your to do list is to explore Namsan tower..they say it is the geographical center of Seoul. The observatory have orderly queue and there are employees assisting every guest.. there’s even a photo activity w/ cgi effect background.. but best to arrive early if you are targeting to view the sunset on the tower, the best time to see expanse view beautiful of Seoul .","Written December 6, 2019"
85,Shakir Waheed Q,3.0,Lots of walking n sightseeing if u have time can easily spend half a day. Trick to photographing is to tilt your cell phone to adjust the background.,"Written December 5, 2019"
86,ileannkneel,4.0,"Yes, admission to ride the elevator to the top but it is worth it and not just for the view. Prior to the elevator you walk down a psychedelic hallway before entering a bizarre room with swirling lights and patterns... I think it is to entertain the visitors while waiting for the elevator. But it was quiet on our visit and hence no line up and no one was in the room... we were free to act stupid and take videos of silliness before heading up. Once at the top, its a short 360 degree walk around with window panes distances to world cities imprinted on them, tourist trinkets and snacks for sale and a restaurant one floor down. Then it's another ride in the elevator back down. Speaking of elevator, even though the ride is 20 seconds at most they get you to look at a screen in the ceiling which plays a short video... I guess to stifle the boredom in the vertical box... all 20 seconds of it.  Oh, and the view. All depends on visibility. On a clear day, as the song says, ""I can see for miles and miles.""","Written December 5, 2019"
87,KarenK,5.0,We walked up to the Namsan Park Cable Car Station. Bought one-way cable car ticket (instead of round trip) to N Seoul Tower.  The tower offers gorgeous city views. Many food outlets there too.  Thereafter we took a leisurely slow walk all the way down to the base of the hill and took many many gorgeous photos of the beautiful autumn foliage.,"Written December 4, 2019"
88,VanJiyeon,5.0,"Namsan Seoul Tower, serve as radio tower and also a tourism spot. It is near Myeongdong, walking distance is around 15-20 mins depend on your paces. Reachable by bus and cable car.  Excellent views! Great experience!  Don’t go on weekend! The queue is super long!!!  Food is limited choices. Can be extreme cold in winter.  Prepare a love lock if you want to lock one.","Written December 3, 2019"
