,이름,별점,리뷰,날짜
112,두봉다리,5,"(Translated by Google) There is no free way to park and the discount is limited, but it's fun for 2 days.  (Original) 주차 무료방법이 없고 할인도 한정적이라 아쉽지만 2일정도는 놀만해요.",a week ago
113,jong mi youn,5,,a week ago
114,곽재풍,4,(Translated by Google) The atmosphere and view were good.  (Original) 분위기와 전경이 좋았음.,a week ago
115,KT PARK,5,(Translated by Google) It has a really great majesty and view.  (Original) 정말 대단한 위용과 뷰를 자랑합니다,a week ago
116,Sugar Premium,5,(Translated by Google) It is the tallest building in Korea in name and reality.  (Original) 명실상부 대한민국 최고 크기 지상건물 엄청 크긴하더라,a week ago
117,한화이글스,5,,a week ago
118,한승훈,3,"(Translated by Google) It took a long time to wait, but I decided to go just to see the scenery.  (Original) 기다리는것은 오래 걸렸지만  풍경만 보러가는걸로",a week ago
119,승하윤,5,(Translated by Google) Hell  (Original) 사람 지옥,a week ago
120,우우와아앙,5,,a week ago
121,mihee Hwang,5,(Translated by Google) It's hard to stay long because there's no place to sit  (Original) 앉아있을 곳이 없어서 오래 있기는 어려워요,a week ago
122,Gerardo Mendez D.,5,Very Fancy place!!,a week ago
123,Younghwan Jeon,5,Crystal mirrors are in roof floor,a week ago
124,Luis Blasco,5,Superb views,a week ago
125,아기물방개,5,(Translated by Google) I watched it at night and it felt different.  (Original) 야간 관람했는데 색다른  느낌이 든다,a week ago
126,이명숙,5,,a week ago
127,신용호,4,(Translated by Google) Once in a while~  (Original) 한번쯤은 꼬옥~,a week ago
128,Hojin Choi,5,,a week ago
129,강낭콩,5,,a week ago
130,Henrik Benjamin Torrier Choi Nielsen,5,,a week ago
131,Jeongho Cho,5,,a week ago
132,anwar aziz,5,,a week ago
133,Suhyun Yun,5,,a week ago
134,팍춘,4,"(Translated by Google) I love all of the luxury hall duty free shops, restaurants and cafes The luxury store and department store staff seem to be more friendly than other department stores. Waiting around 20 to 30 minutes at luxury stores except for Chanel as of noon on Wednesday There is no wait depending on the store. Large amount of movement even on weekdays If it's not the subway, the car is blocked Difficulty in parking ㅠㅠ The unavoidable peculiarity of Jamsil.. I'm sorry, but I like to do this all at once  (Original) 명품관 면세점 식당 카페 다 좋아요 명품관이랑 백화점 직원들 타 백화점보다 친절한것같습니다. 수요일 낮기준 샤넬제외 명품관 대기20~30분 정도 매장에따라 대기없기도하구요 평일에도 많은 인구이동량 지하철이아니면 차막힘 주차의 어려움 ㅠㅠ어쩔수없는 잠실의 특수성.. 이 아쉽지만 이것저것 한꺼번에 하기 좋아요",a week ago
135,맹선엽,5,(Translated by Google) Eat when you see the sunset on the 31st floor  (Original) 31층 노을보면 식사하세요~,a week ago
136,Anusart Manachitt,5,"(Translated by Google) Don't miss it!!! Jump on Sky Bridge, 555 meters above Lotte Sky Tower. Don't miss out on special events If you come to Korea, you have to jump at the bridge at Lotte Sky Tower. The tour cost is a bit expensive but worth 100,000 won.  (Original) Don't miss it!!! Jump on Sky Bridge, 555 meters above Lotte Sky Tower. ห้ามพลาด กิจกรรมสุดพิเศษ มาเกาหลีต้องมาโดด..สะพานที่ตึก Lotte Sky Tower ค่า tour แพงหน่อยแต่คุ้มค่า 100,000 won",a week ago
137,Chi Woong Hwang (Haruoh),5,"(Translated by Google) The entrance to the observation deck is well decorated. The show is fantastic. As if to prove that it is the tallest observatory in Korea, climbing on the glass floor makes you dizzy.  (Original) 전망대의 초입을 잘 꾸며놓았다. 쇼는 환상적. 한국에서 가장 높은 전망대임을 증명키라도 하듯, 유리 바닥에 올라가면 정신이 아찔해진다.",a week ago
138,Sumit Ghosh,5,,a week ago
139,감자 (perhapslove),5,좋네요..,a week ago
140,장유나,5,,a week ago
141,김현주,5,,a week ago
142,김경희,4,(Translated by Google) very nice parking is expensive  (Original) Very nice 주차료 비싸요,a week ago
143,Elina galfre,5,,a week ago
144,SangKyu Kim,5,,a week ago
145,LCP,5,,a week ago
146,살려줘,5,"(Translated by Google) There is a lot to see and the traffic is good, but it is good for mental health to give up food because the wait is too long  (Original) 볼것도 많고 오는 교통도 좋다, 다만 밥은 대기가 너무길어서 포기하는게 정신건강에 좋다",a week ago
147,Y.D song,5,,a week ago
148,MYBEES KOREA,4,(Translated by Google) xngxdxxi  (Original) ξνγξδξχη,a week ago
149,Ryan Park,5,,a week ago
150,Padik,5,(Translated by Google) The facility is very good and it is good for a shopping date  (Original) 시설 너무 좋고 쇼핑 데이트하기도 좋아요,a week ago
151,앙찌발,5,(Translated by Google) Aquarium. Learn a lot about fish  (Original) 아쿠아리움. 생선에 대한 정보 많이 배움,a week ago
152,Tae-young Jang,5,,a week ago
153,Ho Yeol Song,3,,a week ago
154,하동진 (DJ),4,,a week ago
155,Chobo Kami,4,,a week ago
156,김경한,4,,a week ago
157,Jaemin Kim,5,,a week ago
158,Kyoungwoo Ryu (Saigonese),4,,a week ago
159,ES Baek (100wonzzari),5,"(Translated by Google) A visit to the skyscraper seems to be a good memory at least once. And on the weekends, there are a lot of people, so weekdays would be better.  (Original) 초고층 타워에 가보는 것은 한번쯤은 좋은 기억으로 남을 듯 합니다. 그리고 주말에는 사람이 아주 많으니, 평일이 좋겠네요.",a week ago
160,Maryana Altayeva,5,,a week ago
161,이상곤,4,"(Translated by Google) I've only looked around part of it, but it's so wide that it'll take a while to look around.  (Original) 일부만 둘러봤지만 너무 넓어서 한번 둘러보려면  한참 걸릴듯해요",a week ago
162,유상우,5,,a week ago
163,Jihyun Kim,5,,a week ago
164,Naveen Gurazada,5,"The view from the top is amazing. I was excited to be at the top of South Korea's tallest building. The entry to the tower is also an awesome experience, I liked the way they presented its history. Then the lift ride was fascinating with the visuals. At the top here comes the Seoul city view with the Han river. At 550m height, the experience is really worth it. Don't miss it.  For discount book your tickets online in advance.",a week ago
165,ccc hjc,5,,a week ago
166,김정인,5,,a week ago
167,강대준,5,,a week ago
168,Micheal H,5,(Translated by Google) Coffee prices at the top floor cafe are relatively cheap.  (Original) 꼭대기층 카페 커피값은 상대적으로 저렴함,a week ago
169,ic tae kim,4,(Translated by Google) Luxury~~  (Original) 럭셔리~~,a week ago
170,장은주,5,(Translated by Google) All the staff are very friendly  (Original) 직원분들 다 아주 친절하세요^^,a week ago
171,lee seongjae,4,,a week ago
172,춘식,5,(Translated by Google) Where to buy gift certificates.  (Original) 상품권 사는 곳입니다.,2 weeks ago
173,감사,3,,2 weeks ago
174,이은숙,5,"(Translated by Google) The walking tour from the 117th to the 123rd floor was very interesting and pleasant.  (Original) 117층 부터 123층까지 워킹 투어하는 시간들이 매우 흥미롭고, 기분좋은 공간이었다.",2 weeks ago
175,최경헌,5,,2 weeks ago
176,JUN DIRECTOR,3,,2 weeks ago
177,김인수,5,"(Translated by Google) The view was great and there were so many things to see, I experienced a new world.  (Original) 전망이 좋고 엄청 볼거리가 다양해서 신세계를 경험했습니다.",2 weeks ago
178,박민규,5,,2 weeks ago
179,박기쁨,5,,2 weeks ago
180,Hal K,5,,2 weeks ago
181,박서환,1,"(Translated by Google) In any case, a novice Rolex Cartier Chanel Don't even think about going into the store. Even before the opening, the wait is already over until the closing time.  (Original) 혹시라도 초짜형등 롤렉스 까르띠에 샤넬 매장 들어갈 생각 하지 마세요~ 오픈전에 이미 마감까지 웨이팅조차 끝납니다",2 weeks ago
182,Jason m.,2,"(Translated by Google) Very dissatisfied with the parking fee If you've seen the movie, you should get a full discount for 3 hours. What are you doing with a 3,000 won discount?  (Original) 주차요금 매우 불만 적어도 영화봤으면 3시간 전액할인은 해줘야지 꼴랑 3천원 할인 뭐하자는 짓이야",2 weeks ago
183,HSHSCHO,4,,2 weeks ago
184,Luciane Ribeiro,5,(Translated by Google) Fantastic to see the whole city...  (Original) Fantástico para ver a cidade toda...,2 weeks ago
185,Himani Grover,3,,2 weeks ago
186,Deok Soon Kim,1,"(Translated by Google) A view of Seokchon Lake and Lotte World I went to Kim Young-mo's Bakery Cafe, which has a very nice view.  (Original) 석촌호수  롯데 월드가  보이는 너무나  전망좋은  김영모 베이커리카페  다녀왔습니다",2 weeks ago
187,김영환,3,,2 weeks ago
188,고독한미식가,5,"(Translated by Google) A tower worth visiting at least once if you live in Seoul. Lounge food is really neat and delicious. The pasta came out last and I took it and took a picture. The taste of the food was soso overall for the price. The staff were friendly. There is no intention of coming back. The price is too outrageous. I'm just happy with the atmosphere. I ate and came home after looking at Avenuel. It was a good day. If you use the observatory, they will give you a discount ticket for free parking for 4 hours. It is literally a discount ticket, so it is important to keep it for 4 hours. Please do not register for parking at 123 Lounge. Be sure to eat at the parking lot  (Original) 서울에 살면 한번정도 가볼만한 타워. 라운지 음식이 진짜 정갈하게 잘나오고 맛있음. 파스타가 제일 마지막에 나와서 먹다 찍었더니 좀 그렇네 음식맛은 전체적으로 가격대비 쏘소 직원들은 친절했어요 재방문 의사는 없어요. 가격이 너무 사악함. 그냥 한번 분위기 낸걸로 만족합니다. 밥먹고 에비뉴엘 구경하고 집에 왓어요 즐거운하루였어요 아참! 전망대 를 이용하면 4시간 무료 주차할인권을 줘요 말그대로 할인권이니 4시간을 지켜주는게 중요하겠죠 무료권이다 보니 주차금액이 많이 나오더라구요 저는 4시간권이라고 해서 4시간 안지나서 돈안나오겠군 했는데 한방먹었어요 123라운지에서도 주차등록 안해줘요 주차등록해주는 곳에서 꼭 식사하세요",2 weeks ago
189,Rachel lim,5,,2 weeks ago
190,New Beebe,4,,2 weeks ago
191,Mano Samy Rajan,5,,2 weeks ago
192,선우영교 (스미레),4,,2 weeks ago
193,Seungsik Min,5,,2 weeks ago
194,류재천,5,,2 weeks ago
195,stevenson james,4,,2 weeks ago
196,happycastle,5,"(Translated by Google) A place worth visiting at least once. I went just before nightfall, so I was able to see both the light and the dark side. The cafe is a franchise so it wasn't expensive. It is the same as the market price.  (Original) 한 번 쯤은 가볼만한 곳입니다. 밤이 되기 직전에 갔었는데, 덕분에 밝은 모습과 어두운 모습을 둘 다 볼 수 있었습니다. 카페는 프랜차이즈라서 비싸지 않았습니다. 시중 가격 그대로입니다.",2 weeks ago
197,은혜의단비,5,,2 weeks ago
198,Kalybek Akmatov,5,,2 weeks ago
199,Viviana Arroyo,5,,2 weeks ago
200,유진,4,,2 weeks ago
201,그렇군,5,"(Translated by Google) If you feel sick while passing by, go to the bathroom here.  (Original) 지나가다가 배가 아프면 이곳 화장실로 갑시다.",2 weeks ago
202,Uinsion,3,"Great views! Bit pricey! If you're paying with a visa, it's 20% of the ticket!",2 weeks ago
203,吉澤聡,5,,2 weeks ago
204,노종섭,5,(Translated by Google) Seoul's Shaun Landmark  (Original) 서울의 샤로운 랜드마크,2 weeks ago
205,Do Remi,5,,2 weeks ago
206,박순희,4,,2 weeks ago
207,고 용우(Jay Ko),5,The biggest shopping mall in Korea~~,2 weeks ago
208,Ad Tabb,5,"Great experience, good parking, food available",2 weeks ago
209,이현우,5,,2 weeks ago
210,Isnain Fikriansyah,5,"(Translated by Google) In July 2022 the entry ticket is KRW 90K. Quite expensive, but comparable to the facilities, with a very fast and comfortable elevator  (Original) Pada Juli 2022 Tiket masuk nya KRW 90Ribu. Lumayan mahal, tp sebanding dengan fasilitasnya, dgn lift yang sangat cepat dan nyaman",2 weeks ago
211,정영식,4,,2 weeks ago
212,Dong Gi Shin,4,(Translated by Google) It was good except for the expensive one. You can get a discount if you bring your Samsung card.  (Original) 비싼거 빼곤 좋았음 삼성카드 들고 가면 할인 받을수 있네요,2 weeks ago
213,방준영,4,,2 weeks ago
214,신쌤,5,,2 weeks ago
215,최인규,5,,2 weeks ago
216,Rich K,5,Very cool multilevel experience. The elevator ride is worth the price of admission. Do not miss!,2 weeks ago
217,Donna Devitha,5,Great...I wish I had courage to try the bridge,2 weeks ago
218,Jer It,5,(Translated by Google) Luxury and diverse mall  (Original) مول فخم ومتنوع,2 weeks ago
219,vivi Atiny,5,(Translated by Google) Great to do ABSOLUTELY  (Original) Super à faire ABSOLUMENT,2 weeks ago
220,박진익,5,,2 weeks ago
221,남상경,5,,2 weeks ago
222,Choi Young,4,"(Translated by Google) After the family reunion, visit the tower observatory.  (Original) 가족모임후에   타워전망대 관람ᆢ",2 weeks ago
223,ddaroo,5,(Translated by Google) good  (Original) 굿,2 weeks ago
224,MJ Kim,4,,2 weeks ago
225,송은영,4,(Translated by Google) It's not as big as I thought so I'm disappointed. Expensive for its size  (Original) 생각보다 크지않아서 실망 ㅠㅠ 크기에 비해 가격도 비싼편,2 weeks ago
226,Gwiyoung Lee,5,,2 weeks ago
227,Hyosuk Park,5,,2 weeks ago
228,Daniel Yun,5,The best view of Seoul!,2 weeks ago
229,박서경,5,,2 weeks ago
230,이정우,5,,2 weeks ago
231,Yuni,5,,2 weeks ago
232,조선옥,4,,2 weeks ago
233,Jerry Jung,5,(Translated by Google) Cool ^^  (Original) 멋져요 ^^,3 weeks ago
234,김동희,5,,3 weeks ago
235,후엠아이,4,(Translated by Google) The Superflex g screen is wide but not cool.  (Original) 수퍼플렉스g 화면은 넓은데 시원하지는 않아요.,3 weeks ago
236,Jaeho Byoun (BtwRistretto&Espresso),4,,3 weeks ago
237,홍성표,5,"(Translated by Google) I went to see a movie Usually it only lingers in the basement, but after a while, I went upstairs. After all.. Jamsil is Lotte World (Chunji)  (Original) 영화보러 다녀왔네요~ 보통 지하에서만 맴돌다 간만에 위로 올라가 봤네요^^ 역시.. 잠실은 롯데월드(천지)",3 weeks ago
238,YS Baek,5,Good place to visit with yr kids.,3 weeks ago
239,Martin Procházka,5,,3 weeks ago
240,신신철,4,(Translated by Google) It's been a long time since I've been to a place change a lot  (Original) 아주오래만에가보곳이라서 많이변해써요,3 weeks ago
241,홍윤수,3,,3 weeks ago
242,Hw An,5,,3 weeks ago
243,김기태,5,"(Translated by Google) As a tower representing Korea, it is a wonderful and beautiful place.  (Original) 한국을 대표하는 타워답게 멋지고 아름다운 장소입니다.",3 weeks ago
244,김대천,5,,3 weeks ago
245,HaeKwang Ryu,4,"(Translated by Google) Use the restaurant Stay on the 81st floor. A place with a view overlooking the surrounding area. The food quality is good, but considering the price, it's hard to say it's excellent. It would be correct to say that the cost of prospecting is included in the price of food. Considering the food and price, it is not a restaurant to visit, but it seems to be the right place to go because of the view and atmosphere. (Wine coke is also bottled at 100,000 won)  (Original) 81층 식당 Stay 이용. 인근이 모두 내려다 보이는 전망이 전부인곳. 음식 수준이 좋기는 하지만 가격을 생각하면 훌륭하다고 하기 어려울 듯. 음식값에 전망 비용이 포함되어 있다고 보면 맞겠음. 음식과 가격만 생각하면 굳이 찾아갈 음식점은 아니지만 전망과 분위기때문에 가게 되는 곳이 맞을 듯. (와인 코키지도 병망 10만원)",3 weeks ago
246,Lily Chung,3,(Translated by Google) Everything but the view. Parking is the worst  (Original) 뷰빼고 다별로.. 주차가 제일 최악,3 weeks ago
247,박완명,5,(Translated by Google) It is a representative place in Korea.  (Original) 한국의   대표적인   곳이죠,3 weeks ago
248,박은미,5,,3 weeks ago
249,Yujin Jeong,5,,3 weeks ago
250,평화비둘기,4,,3 weeks ago
251,Jordan M,4,,3 weeks ago
252,이준호,4,(Translated by Google) It is a landmark-down landscape  (Original) 랜드마크 다운 경관 입니다,3 weeks ago
253,김혜선,5,,3 weeks ago
254,박원철,5,"(Translated by Google) The view was also very good. I love both the bedroom and bathroom The wine bar was good and the breakfast was good too.  (Original) 뷰도 넘 좋았고. 침실,화장실 모두 맘예듬 와인빠도 좋았고 조식도 마음에 들었음",3 weeks ago
255,이혜진,4,,3 weeks ago
256,한숨뿐당,5,"(Translated by Google) It's so good to go with my baby. But I went with my baby and wife, but I went to the aquarium.  (Original) 아가와 함께 가기 너무 좋아요 ㅎ 다만 전 아기, 와이프와 함께 갔는데 아쿠아리움 다녀왔어용",3 weeks ago
257,서상준,5,,3 weeks ago
258,Andy Jang,5,(Translated by Google) Observation Deck Be sure to go up!  (Original) 전망대 강추 꼭 올라가보셔요~,3 weeks ago
259,Apple Zeed,5,,3 weeks ago
260,Bella Lee,5,(Translated by Google) It is a place where families are satisfied. Jamsil is like a second home because I feel comfortable.  (Original) 가는 족족 만족하는 곳이에요 잠실은 마음이 편해서 제 2의 집같아요,3 weeks ago
261,권예슬,5,(Translated by Google) special case sale Price is not convenient  (Original) 스페셜케이스판매 가격은편하진않음,3 weeks ago
262,김로어,5,,3 weeks ago
263,하미하미,4,,3 weeks ago
264,소피아,2,,3 weeks ago
265,박종빈 (요르하),4,,3 weeks ago
