,이름,별점,리뷰,날짜
43,ashbauer,3.0,"We went on a Thursday, wait times for the 3 rides worth going on were 70-80 minutes. It is more aimed at younger children than teenagers/adults. Definitely not a must do, especially if you’ve already been to a Disneyland before.","Written November 28, 2019"
44,Aimilia,4.0,"We visited Lotte World during our recent trip to Seoul Great for all ages. I like both indoor and outdoor rides. Negative points: Queueing was 100 minutes for one ride. We didn't ride any of the popular rides because the queues were 90 to 110mins per ride. This is a whole world of entertainment. Outside park, inside entertainment, food hall and shopping  mall.","Written November 26, 2019"
45,Super_CJPI,4.0,Avoid weekend if possible. We went on a Saturday. There were just too many people. The queue was too long. We only managed to catch a few rides. Suggest to pay extra to skip the queue.,"Written November 25, 2019"
46,Shandy M,5.0,That was a great visit..great for everything great for all ages...it has abit of everything for every age...need to bring my whole family...so pretty good for the...,"Written November 22, 2019"
47,Musliya,4.0,Our kids enjoyed mainly the indoor theme activities rather than the outdoor as the weather is too cold and windy. Temperature was 1°C. Suggest bringing own food for the muslims as there are no halal food in there. Kids enjoyed most of the activities. The indoor is huge. I suggest you guys starts from the top floor than down.,"Written November 22, 2019"
48,kbokusan,5.0,Skip the extra fee for the horror tomb Skip the extra fee for the horror Skip the extra fee for the horror tomb,"Written November 18, 2019"
49,Jcan2652,5.0,"If using the train, go to the Jamsil Station. You can get to Lotte world without going outside, there is a connection underground. I have been to many amusement parks, and I would not say that this has the best rides but I would say that it was a really fun environment and a fun place for kids and for friends just walking around and going on rides. They do have some really awesome rides for adults, but I don't think the adults will be doing the hair and dress up to be a princess for the day. Especially when all the dresses are kids sizes. They have parades and showtimes which are great. Right now they still have the Halloween decorations up in the Halloween shows going on and I have to say they did an amazing job. The lines for the rides are pretty long on the weekends especially after 4 pm. Be aware that tickets have a discounted price after 4, which means a lot more people are there. So there is a pretty big crowd for the Halloween show in Magic Island. Make sure you hold your kids hands or you will lose them. After 4, it is also common for lines on rides to run an hour to 150 minutes for wait time. No exaggeration.","Written November 11, 2019"
50,Emily,5.0,Went with some friends to Lotte World and had a blast at the park! Made us feel like we were kids again! :),"Written November 10, 2019"
51,Jenny,1.0,"If you’re thinking of visiting this park - DON’T!  Absolutely terrible theme park!! I was so excited before for this theme park as it kept appearing in Korean variety shows, but it is SO FAR OFF from my expectations now the only emotion i have left for it is pure disgust.  This park is a completely waste of time - the rides are old, trashy and not very well maintained. We waited 120mins to go on a ride called ‘French Revolution’ but in return all we got was a massive headache from our heads banging on the seats, and spent 15mins recovering from that.  A limited options of food and the taste is also not that great. The castle is extremely small, and here comes the worst attraction in the park - Ghost House. This attraction is such a joke, still left us traumatised. We waited an hour in line (when we still had hope for the park) for this horrendous attraction, and I felt my head was filled with crap after sitting down and basically watched a badly animated short-film when the protagonist - the cat, realised that he is not a real cat, but a ghost cat. Hence, even though we got there at approx 11am, we left at 4ish because we felt like we were ruining our mood by keep staying in the park despite the fact that we didn’t want to waste our money.  And lastly, if you’ve been to Disneyland or Universal studios theme parks and you’re used to their standards, don’t waste your time and money at Lotte World. Seriously. There are a lot more other fun stuff to do in Seoul and Lotte is definitely not one of them.","Written November 8, 2019"
52,hida907,5.0,"all the games is functions, i prefer lotte world as the location is convenient to travel by subway and the waiting queu is not too long but depends on days you visit it","Written November 5, 2019"
53,Orange,1.0,I don’t want to come here again for life Everything was suck and I can’t understand their rule of riding some Don’t wanna recommend here to anybody,"Written November 5, 2019"
54,Sophie,4.0,"This is my second time going here. I like both indoor and outdoor rides! However, I prefer outdoor since it's more daring for older people. Depends on when you come, the park would decorate itself into Halloween/Christmas theme. I went during Halloween, and it was great to see display of Halloween; and I saw zombies come out in the evening to frighten people! It was scary and funny! Also, you can rent some cute clothes/high school/uniforms to walk around and take pictures!! Overall, if you're a foreigner--make sure to google ticket discount and go see Lotte World!! There are also restaurants indoor where you can buy food. It's waiting for you!!!","Written November 5, 2019"
55,zbasna,3.0,can I just wonder around the park for free if I am not willing to play or I have to pay anyway a fee to enter the Lotte World?,"Written October 31, 2019"
56,Chris,1.0,"What a disappointment this place was!  We arrived at around 6pm for some evening fun, paying around £30pp to get in. There was no indication at the ticket desk that most of the major rides were either closed or 'reservation only' - whatever that means.  So upon entering the park, we try to get on some of the big rides: - French Revolution: Closed for 'Inspections' - Drop tower: Closed for 'Inspections' - Gyro drop: Just closed - Comet coaster: Reservations only, and rude staff - Atlantis coaster: Huge queue, but at the back of it 'Closed', and rude staff  Some of the other smaller rides inside were pleasant enough, and the park is themed beautifully, just a shame that they decided to charge full price when all their major rides were innaccessible.  Also, anytime we tried to spend money (including buying the tickets) with our GBP credit cards in the park, we were forced to use their scammy currency conversion and end up paying a huge fee. All the staff said paying in KRW 'doesn't work' - what a load of rubbish.  In short, avoid this place at all costs and enjoy somewhere else in Seoul for the day or evening.","Written October 29, 2019"
57,KhymK,4.0,"We got our tickets online with a magic pass 5 options. Basically you can choose 5 rides and cut the queues without having to book the timing like the magic pass on the main website. The entrance tickets are also discounted on the third party website. Apparently it is a promotion only for foreigners. So you have to bring your passport.  The park itself was great fun. There were lots of rides for all thrill levels both indoors and outdoors. Atlantis, Gyro Drop, and French Revolution, were some of the more thrilling rides I remember riding. Definitely worth using the pass for. If you visiting with young kids I did see there were some rides that were only for young kids. The park really caters to all ages.  For the Instagram mets there was also an area inside near the VR attractions for taking selfies. The selfie studio is set up with sets and props as well as tripods for rent. We loved taking pictures with the various backdrops.  We happened to be there for Halloween, so there was also costume rentals and face painting (extra costs) near the entrance. There was even a haunted house set up. Not to forget the Halloween parade. We saw that they even has some of the park guests who were dressed as princesses participate.  Lots of food affordable food available as well. Food stalls as well as set restaurants and food courts were available all over the park. There seems to have been no issues about bringing your own too. We brought in our own water.  When it was time to go we exited into the Mall and we glad to find that there was a Lotte Mart around the corner of the exit. So manage to squeeze in a little grocery shopping before having to head back.  Overall I felt it was a fun place to visit for the whole family.","Written October 25, 2019"
58,Steve D,5.0,We bought tickets online.We got there by subway to the South entrance.There is a giant indoor park and an outdoor park.There is a wide variety of rides.However there are long queues for some of them.There is a folk museum inside the indoor park with stunning dioramas with thousands of models.,"Written October 16, 2019"
59,Amy H,5.0,We took friends here who are visiting Korea for the first time. It was also our first time. We missed getting the magic passes that come with your regular park admission so will remember that for next time. We were also here for the big halloween party so crowds got heavier than I anticipated in the afternoon but we had a really nice time! My friend had trouble using her card- won is easiest. Lots of options for food and reasonable lines.,"Written October 16, 2019"
60,fabulousdd1977,5.0,"My 6-year-old daughter and I visited Lotte World twice during our recent trip to Seoul. I must say at first i was worried the language barrier might spoil the fun but it turned out to be no problem at all! Every ride has clear bilingual instructions on height and safety rules, plus all the staff can communicate in basic english.  There are plenty of rides to suite all ages, but the outdoor rides in Magic Island are mostly for older kids over 130 or 140cm tall.  I would suggest you purchase the Magic Pass for Express entrance if you wanna avoid long queues, especially on weekends and holidays.  Yeah so definitely recommend Lotte World if you like theme parks. My child says it's more fun than Universal Studios and Legoland.","Written October 12, 2019"
61,Foodie#9,4.0,This is a fun indoor park to visit while you're in Korea. There are plenty of activities for the young and old alike.,"Written October 9, 2019"
62,Jonfant,3.0,"Its been around forever and if youre a foreigner on sight seeing, no need to go inside unless you are up to ride some in the theme park. Mostly very crowded with kids and teenagers and family units. There arent much alternatives around the city anyways.","Written October 9, 2019"
63,Celine T,4.0,"We decided to go to this park on a whim. Lotte world is the biggest indoor theme park (in the world?). It is at the edge of the lotte department store at Jamsil station. If you buy an online ticket you need to walk all the way around the park to the southern gate and then enter that side. It doesnt matter where you leave your bags as the lockers are accessible from several exits of the park.  The park extends outdoors and there are some events centred around halloween. Specifically the indoor haunted house is not very scary but the outdoor house with entry fee of 5000 won is very scary. 5/5 spooks. Rules involved. Don't let go of the rope, no running, don't blind the actors. The wait times in the park are so mixed and with a ticket you only get to reserve 3 rides. I didnt really like this system as some rides are reservation only and can run out very fast. I recommend you book asap for a ride that looks interesting as we missed out on both of the massive indoor roller coasters operating that day. Furthermore the outdoor 3 biggest coasters were all closed for maintenance. A wait time under 30 minutes is tolerable and not worth wasting a magic pass on. The staff were also mind enough to let my friend and I into the same ride even though she was in the reserved session after mine.  My other big complaint is that staff are very unprofessional and let their friends into rides ahead of the queue. There was a halloween show that started 6pm and two friends went in to chat with their mate despite the sign saying it is dangerous for individuals. It also seems impossible to access the ice skating rink without leaving the park. Some staff tell you to leave if you're a foreigner to use the outside escalstor and you won't be let back into the park.","Written September 30, 2019"
64,Oleg O,3.0,"The main attractions were closed, however there was no notice when we purchased tickets. Waiting time is up to 90 min, so suggest to buy a magic pass. Good for children up to 14 maybe!! Mine were 14&16, so not really interested.","Written September 27, 2019"
65,Family with young children (from SGP),5.0,"We went on 11/9/19 (chuseok: 12-14/9/19). There's usually a 50% discount for foreigners. Coupon usually avail on their website only few days before the holiday. initially we wanted to go on another day after 4pm (with the half-day ticket) but since there's a 50%, we went full day. We r glad that we made the right choice. We went in around 9+. There's little or no queue at all in the morning. We therefore do all the popular rides first. We were even able to do twice on some of the rides. Hours later the queue starts to build up but still we were able to queue within 15-30mins for most rides. We were there till 4pm and managed to complete all the rides that are suitable for our kids aged 5&8. When we exit around 4pm, we saw a long queue outside at the ticketing counter and was so glad that we didn't go for the after 4pm option.","Written September 14, 2019"
66,Student,5.0,This was the best place to play indoor games. There are also variety outdoor games. The price was affordable,"Written September 13, 2019"
67,Fatma Aziz,3.0,The Pasha restaurant already CLOSE. Thus the only option that I notice is sulbing bingsu shop or bring some snacks from the lotte mart outside. We left early and not manage to finish exploring the entire park since we are so hungry. Most of the staff excluding the information counter personnel cannot speak and understand English which is very sad.,"Written September 11, 2019"
68,banglee,4.0,"We went in at 10 a.m. which was the opening time but there was already a long queue in front of entrance. Soooo many students since it was summer holidays.  We knew what we wanted to go for so ran to French revolution as soon as we entered. One of the most popular rides. We rode within 10 mins and went on to next one, Pirates ship, managed to ride within 15 mins.  We tactfully chose the rides with shorter queue and could ride many rides for the first few hours. It was possible because I am very familiar with rides and how to go about. If you are to come in in the afternoon, I strongly suggest 2 ways to shorten your queue time.  I am not talking about buying ridiculously expensive fast passes. Something you can do for free.  Lotte world uniquely offer 3 fast access using their own App. Magic pass App. Of course you will want to have more than 3 passes since there are many popular ones but better than nothing.  You first need to scan or manually register your entrance tickets on App. Press reserve ride. Each ride opens up every 15 mins to choose time slot. Within seconds, slots will be gone. It is difficult to explain here. Once you try to use App, you will get the hang of it soon.  If you are not very technical person or have slow finger, I would suggest another way. Know what you want to ride and go there. At each entrance of ride, you will see ticket reservation machine. Simply scan your ticket then it will give out next available time slot. Bring that paper at given time and go to fast pass way.  Only downside of this method is you need to physically go to ride and scan your tickets. If your 3 rides are all scattered around, you need to walk around so much. I suggest you to choose 3 rides relatively close to each other.  Atlantis, French revolution, pirates ship and gyro drop are the must-trys. There were 3 horror houses but I didn't try since my 2 kids were too scared to go in. The most popular one was at magic island which is outdoor. It's a shame that you need to pay 5000 won to go in.  There are many variety of restaurants to choose from. Korean, Japanese, Chinese and burgers...etc. Many stalls sell Lottel world goods and desserts.  Lotte world rides can entertain from toddlers to teenagers. They have more indoor rides than outdoor ones. Perfect for rainy days. We stayed until 4 p.m. and rode most of the rides using App and reservation machines. Without a plan, you could wait for hours for each ride so plan well ahead.","Written September 10, 2019"
69,Harry H,1.0,Too many people. Each ride need to queue up for at least 2 hours. Never go again. The theme park is very old.,"Written September 9, 2019"
70,KKgirl93,4.0,"Spent my birthday at Lotte World Adventure and I must say that this place exceeded my expectations. I was concerned that it would be more suitable for young children and whilst there are really a lot of rides and attractions catered towards a children and a younger audience, there were plenty of things for adults to entertain themselves with with as well.  Unfortunately, we went on a super wet and rainy day and could not try all the rides on the Magic Island (what they call the outdoor area) because they all closed once it started pouring. Thankfully there is a relatively large and pleasant indoor area but we had to queue for ages for the indoor rides.  My advice before going to Lotte World is to plan your visit well. Decide which rides or attractions you want to visit, and consider if its worth investing in the Magic Passes. We spent most of our day queueing and it can get quite frustrating to stand in lines for 50-60 minutes at a time. The Magic Passes would save time for sure but if I'm not mistaken, you still need to ""fight"" for certain ride slots. Do check that you aren't going on a public or school holiday in S. Korea and do avoid weekends. We went on a random Thursday - to our knowledge there were no holidays, but still the place was packed with school children and teenagers.  Another tip - don't miss the Folk Museum! It was actually a really impressive museum and we enjoyed exploring the exhibits.","Written September 6, 2019"
71,Itravel0ne,5.0,"I didn’t do much research before coming here and expect a rather simple theme park. I am wrong. It has all a theme park to offer and more. From outdoor rides to indoor activities. It was a rainy day but we still able to catch some outdoor rides like the gyro drop, spin and comet express. The indoor part is also huge with so many rides and activities. Lots of food outlets. Never out of choices. A day is not enough. One tip is never buy ticket on site. Better to purchase through online site such as klook or Trazy as you can get almost half price. Also don’t forget to visit the museum. Worth a visit.","Written September 5, 2019"
72,Ibrahim Orainy,4.0,Very nice well designed place with lots of rides. Its both indoor and outdoor. It is very similar to Disney.,"Written September 4, 2019"
73,NazneenMD,4.0,"As i went with a tour guide, we only had a few hours there and shortage of time and it was really crowded so we did not ice skate or play with any of the rides. We just walked around, take photos..Quite boring if youre already there but unable to play..They have a mall for you to shop too but again, due to time constraint we were unable to walk around and shop. So if you plan to come here, please ensure youre not in a tour group and do not go during peak season as time will be wasted in queuing up for the rides as it will get really crowded","Written September 3, 2019"
74,Clark G,4.0,"Lotte world is a nice amusement park right in the city. There is a indoor section and an outdoor section so even on rainy days and in winter you can still go and have a good time. There are plenty of places to eat and drink in the park. The inside part has balloon shape cars that go around the ceiling and a wild indoor rollercoaster. There is a stage that has performances several times a day. Between the park and the metro station there is a big shopping mall. So you could go the park, go shopping, eat and never have to go outside. Great for those cold rainy days.","Written September 3, 2019"
75,Deion C,4.0,"It was a rainy day in Seoul and I still wanted my daughter to experience Seoul. I remembered Lotte World was indoor and it would be something she would enjoy. She made little comments here and there about it not being Disney, but once she walked inside she loved everything she saw. Lines were pretty long, but that’s to be expected. Fun little rides for the kids and little entertainment segments and even a photography section where you can take pics on your own camera making it a photo shoot.","Written August 30, 2019"
76,Winston Chuah,3.0,"The theme park is pretty big with lots of rides and fully indoor so you don't have to worry about the rain. Young children, in particular, would love it here as it's really catered for them. One regret I had was that I visited on a public holiday, so together with tourists, local Koreans and their families thronged this place. Wished that I had bought the Magic Pass to skip the queues as some rides, you will need to wait up to 2 hours long!","Written August 27, 2019"
77,joemess44,5.0,Lotte World is an indoor/outdoor amusement park in Seoul which is easily accessible by public transportation. There are attractions for everyone in the family from the fun to the thrilling and you can easily spend much time here. Take advantage of the fast pass feature for the attractions that are popular and make the most of your visit.,"Written August 19, 2019"
78,mayu h,5.0,"There are 2 different kinds of magic passes. One is 5 rides and the other is day pass. What I learned today was that magic day pass is unlimited and no need to book. You just show up and enjoy a ride. Important point is that this day pass is only available for the first 100 customers who come to the magic pass stand inside of the lotte world. So once you get in with your general access card, go to the magic pass stand right away to get yours.  We were there until 6pm with plenty of resting and eating. But did at least 13 rides. Highly recommended. Good luck and hope you enjoy your visit.","Written August 16, 2019"
79,Timothy W,2.0,Doubt there is any safety regulations here like most public access places. They close the rides early outside and some inside. Carousel horses are about the only ride open til closing time. Few restrooms available like most Korean public places. Very few exits for fire safety like most public places in Korea.,"Written August 15, 2019"
80,TAREK ABDULAZIZ,1.0,"The park is too busy , it waste of money to go there and pay USD50 for an adult where you are do nothing else waiting in a queue for your kids... also you are not allowed to go outside the park and come back using the same ticket!!!  I prefer going to “EVERLAND” instead.","Written August 14, 2019"
81,Alexis A,3.0,"I was overwhelmed by the sea of people. I thought my toddler would be carried away with the tide so I had to hold her the entire time. The toddler rides were fun, and the 3 d Dr agon game was fun.","Written August 12, 2019"
82,JoyFranz,3.0,"I booked a tour package for the day that included Nami Island and Lotte World. It was a good place to be in if you had young kids. My son didn't enjoy this place at all and he was in a hurry to leave. I had to see everything since we paid for the entrance already. We didn't do the rides, we just watched the shows and walked around.  What I like about the place is there was an indoor part of the park. It was a warm day and we walked around the outdoor park and left.  The bonus I guess was the mall where we got to buy Lotte products in the grocery store.  If you have kids of young ages, they would enjoy this very much.","Written August 6, 2019"
83,Glory215,4.0,"Went on a rainy day so was a bit disappointing cause the whole first floor was closed (all the rides and the good stuff...) it's anyway nice inside,come as early as you can (very long lines are waiting for you xD)  #couples","Written August 6, 2019"
84,Cat,1.0,"3 of the rides are closed, there is no show, snacks, water and ice cream are sold out. Average wait time for one of the available 3 rides is 1.5 hours plus. Dont come.","Written August 2, 2019"
