,index,Unnamed: 0,서울대공원부정단어리뷰,index,단어
39,8,453,"Only visited during the day. Some people say here that it looks great at night. Im sure it would. They pulled down a huge baseball complex to build this amazing shell of a building on this site. Its great looking on the outside, but its the opposite of the Tardis. Big on the outside, virtually nothing on the inside. A couple of unattended sad sort of museums ( with boxes etc just lying around) , a small shopping centre and a train station entry. Must have cost a bomb. Nice curvy lines yes, practical/ useful - not at all. Underutilised. An opportunity lost ( a concert hall it should have been or just a modern stadium etc ) and I love modern architecture, but only if it is functional.",39,nothing
40,9,483,The building itself is great...especially if you like architecture photography. The shops downstairs are nothing special. but as its close to Dongdeamun Market its certainly worth a look around.,40,nothing
41,10,508,went to dongdaemun and pass by the DDP for a look around wonderful architecture but thats just it.. nothing special inside..,41,nothing
42,11,516,"Happy I've seen it, architecture alone is breathtaking. But nothing else. It's just a fancy mall. Come if you want to drop your kids to a playground, come for food trucks and coffee shops, come for cheap memorabilia shopping. You won't find here anything you may not find elsewhere in Seoul's markets. Set your expectations straight, you'll have a great time. Come for design, art, modernism, you'll leave craving for more.",42,nothing
43,12,517,"Beautiful building designed by Zaha Hadid. Even though nothing of interest went on inside or around the building for me, it is worth an hour just to look around the building.",43,nothing
44,13,531,"It is a nice building, surrounded by malls and restaurants. Good for photo taking but the place itself has nothing much. Perhaps spend an hour or less there, take some photos and move to the shopping malls nearby or find a nice cafe to relax. There is a tour bus station (hop-on, hop-off) nearby, and a metro station right beside.",44,nothing
45,14,570,"The place looks surreal but I enjoyed visiting it especially since we went there at night. The building is a sight to see definitely but nothing much to do there. There is some shopping inside but the malls across the street from the DDP are more interesting. We looked for the touted thousand lighted roses but they were a dud. They looked like their lights were on their last blink, and they were not worth braving the very cold temp for. One visit is enough for me.",45,nothing
46,15,576,"Soooooo boring. Don't know. Some people like the building but inside nothing interesting. Only few expencive shops. Was glad to see a good shopping center nearby, so it made the way there not so useless :)",46,nothing
47,16,594,"Subway can reach. Very convenience. You can shoot some nice photos there. Other than that, nothing much inside. It sell alot designer product.",47,nothing
48,17,606,"Other than the brilliant architectural design of the premises, there is nothing inside. No exhibition and just some stores only.",48,nothing
49,18,631,"Dongdaemun is a pretty interesting place, with its countless street markets and architectural design, but it's nothing really more than a few photo ops, here or there. I do visit Dongdaemun frequently, to clear the head after a heavy night out, but there really isn't anything you would write home about. If you are into photography, it is a fantastic place to practice your depth of fields and length snapping, but it's nothing compared to the palaces you have on offer a mear 3 or 4 stops away in Jonggak or City hall. I suggest visiting only if you have bags of time and you are passing Dongdaemun on the subway.",49,nothing
50,0,29,Its more like museum and relaxing place Not much things to do,50,much
51,1,32, I paid 11000 won and it came out in 5 minutes Nothing to see I recommend it to people with a lot of money but I heard a lot of the air conditioner popping so it was great to hear so much ,51,much
52,2,73, I went for the Tim Burton exhibition and I was surprised that it was so much better than I expected There is a space where you can lie down on the second floor and read a book so it was a great comfort during a ,52,much
53,3,125, Theres nothing to do its hard to find the way theres too much space but its good because there are a lot of UD library books ,53,much
54,4,139, Nice to see the exhibition Goods prices are much more reasonable than Yedang ,54,much
55,5,293,From the outside amazing architecture; just simply amazing but as soon as you step inside the magic disappear rapidly.  The space seems to be very poorly used and there is so little design that you wonder where you are.  So much potential totally wasted.,55,much
56,6,295,Nothing much here but nice walk around. It surroundings by few shopping complex which offering various types of things. There is food truck (night market) and performances during weekend if not mistaken. Please check before you go.,56,much
57,7,297,"A short walk from the JW Marriott Dongdaemun Square Seoul leads to one of the world’s most impressive and incredible architectural designs, the free flowing futuristic structure of the Dongdaemun Design Plaza (known as the DDP) where history marries the present and embraces the future. Designed by the late internationally acclaimed Pritzker Architecture Prize recipient, visionary Zaha Hadid, Dongdaemun Design Plaza, frequented by both tourists and locals, greets all with the notable humanistic art of architecture. It imparts a feeling of liquid, fluid metal. Seoul, the capital city of South Korea, home to 10 million people, is a modern world mega-city, designated in the year 2010 as the “World Design Capital.” It is indeed fitting that he Dongdaemun Design Plaza so elegantly captures the beauty and energy of Seoul.  The Dongdaemun Design Plaza is home to the Dongdaemun History and Culture Park, featuring the Dongdaemun Relic Area 2, an archaeological site discovered at the former baseball field of the Dongdaemun Stadium Complex, yielding knowledge about the life of Korean people during the Joseon period. The tile-paved path believed to relate to the Japanese colonial period connects the building sites and the Well Site and Fireplace Feature depicted along the path. The dual-languages of the signage of the site are Korean and English. In the midst of this extraordinary mega-city of Seoul, resides peace and tranquility.  The Dongdaemun Design Plaza also is home to eateries, coffee shops, art, gigantic sculptures, a rooftop park, bi-lingual tours of the Dongdaemun Design Plaza, and so much more to experience.",57,much
58,8,303,Will not visit again. Interesting building design from the outside but boring on the inside. Noting much to do inside.,58,much
59,9,310,"The structure of DDP itself loks futuristic, something like out of a Star Trek movie. However there are not many shops in there and can look deserted. I guess you have to appreciate art or design, for me there is not much to see except the structure itself",59,much
60,10,312,"It is a iconic piece of architecture on a monumental scale. It was a huge disappointment though, there was almost no content and so much of the museum space was closed or empty. The shopping area was billed as a design market, it was not at all curated as “design” goods. The remains of historical buildings in and amongst the futuristic mega buildings were the most interesting parts of the park. Overall, the sheer bleakness of the interior was fascinating, but I was very frustrated at the lack of museum content. The one small exhibit gallery with exhibits in it was okay, but not of a scale to fit this giant park. So, be aware that besides the giant swooping building, there isn’t anything else to see.  The central stair in the design building is amazing, there is some striking architecture.",60,much
61,11,328,"This is a fascinating building which looks great from pretty much any angle. There didn’t seem to be an awful lot to do there - a small shopping arcade & a gallery for exhibitions plus some historic remains in the grounds with a small museum - but we spent an hour or so there, then went and ate in the arcades nearby then came back once it was dark when it looked even better. It reflects the light from surrounding buildings & looks quite otherworldly. Well worth a brief visit.",61,much
62,12,347,"I love this area! It’s such a treat for my eyes every time I see DDP. Such a beautiful architectural design that has to be seen in person as photos don’t do it justice. Also the shopping here is very good, the business hours of the shopping centers is staggered so it offers shopping pretty much 24 hours. I prefer this area over Myeongdong, although it’s also crowded it’s more “open” with the shopping centers vs outdoor shopping streets.",62,much
63,13,413,The building alone is worth the time and then there is so much more going on - I took a couple of hours looking around - it is very organic form and I was really interested in the planting scheme as well. Lovely that there were pianos dotted around for anyone to play when i was there and the very nice restaurants inside too.,63,much
64,14,414,"Very nice place, took a picture of it and check in to Facebook! Alot of people as well so it's nice. Other than that, nothing much",64,much
65,15,435,"Apart from the unique architecture, there isn't much to do here. Wouldn't recommend coming all the way for this.",65,much
66,16,438,"We were not aware if there was any exhibit going on the time. We came at night and did not explore much, but it was already awesome.",66,much
67,17,440,"Dongdaemun design plaza designed by Zaha Hadid is beautiful and futuristic with curvaceous forms. There is artwork exhibited, a cafe and much more. I enjoyed walking around it and admiring the beatiful forms. There are also other stores and restaurants in the surrounding area.",67,much
68,18,459,South Koreans joke about how this place looks like a spaceship. There's not much to see in the inside if there are no events like the Seoul Fashion Show. It is the outside that will be fun for most of tourists. You'll get nice Instagram photos here.,68,much
69,19,460,This was very near my hotel and it was really impressive at night. The building was lit up and looked very modern. There was so much to do around the building. Highly recommended.,69,much
70,20,480,"It is better to view this from a distance so you can appreciate the whole architecture. But once inside, there is not much to do.",70,much
71,21,482,"I'm not much into artworks but my sister really wanted to go so we headed over. From the outside it is stunning, with a couple of lovely statues, and inside is pretty cool too - though not as much to see as I thought there would be. A few of the areas were pretty enjoyable to look at, and I enjoyed the design plaza with all the different shops - lots of cute little items for sale.",71,much
72,22,486,"During my short trip to Seoul, I tried to walk around the city as much as I could and found that stumbling upon the DDP around night was one of the highlights of my time there. It's absolutely stunning, there's ample space to just sit and relax, chat with friends, or take in the sights. Lots of stores as well, including a LINE Friends one that was super interesting to check out and do some souvenir shopping at. Not sure it this would still be here but there were also lots of pop-up pianos that you were welcome to use and created a really awesome atmosphere. Nearby electronic rose garden was also absolutely stunning. Overall, even if you can't stay long, definitely try to stop by the DDP during your time in Seoul.",72,much
73,23,492,"The architecture is beautiful and very futuristic looking. There are a bunch of shops inside, The second time I came here (in 2015 I think), there was some type of event going on outside with a stage set up and some music artists were performing. It was no one I recognized and I think they were rehearsing for something later in the day or evening. It definitely seemed like things were still being set up. The subway stops right at the DDP, so it's convenient to get to via subway. You could spend so much time just taking photos outside before even going inside to explore. It's also close to Doota and other shopping areas right across the street so expect to spend a few hours in this area if you want to go shopping.",73,much
74,24,495,"enjoyed the design and if you go in the evening it is decorated with colorful light, found not much to do.",74,much
75,25,500,"It’s definitely worth seeing and walking around the exterior of this building but it wasn’t worth paying 10,000 Won to visit the museum inside. There wasn’t much in the museum and it featured some drawings, paintings, and hanboks. There was a gift shop in the museum.",75,much
76,26,501,"What a fantastic idea. So much creativity to see and on the day we went, there was an African food market. Typical Seoul to always be thought provoking and creative. Great coffee shop inside if you need to shelter from the heat (or cold) too.",76,much
77,27,507,"The only cool thing about this place is the design of the plaza and the rose led garden so go at night to see it lit up. Shopping is the same as everywhere else. I like Namdaemun market more than Gwangjang market because the street food is better. I'm not a big souvenir shopper so once you see 1 market, they're pretty much the same except for the food variety. If you're tight on time, you can stay in this area and skip Myeongdong and Namdaemun. They're pretty much the same but this area is cleaner and more modern. If street food is more important to you and you're shopping for eyeglasses, Myeongdong and Namdaemun have more street food variety and eyeglasses selections.",77,much
78,28,531,"It is a nice building, surrounded by malls and restaurants. Good for photo taking but the place itself has nothing much. Perhaps spend an hour or less there, take some photos and move to the shopping malls nearby or find a nice cafe to relax. There is a tour bus station (hop-on, hop-off) nearby, and a metro station right beside.",78,much
79,29,559,"Modern space. Good shops and restaurants inside. I tried Aori ramen! They have cubicles for the introverts! I just didn't have much fun because, there are a couple of couples on my left and right who wouldn't stop chatting. The division didn't stop them. But the food was delicious. I will be back this springtime! Yay!",79,much
80,30,565,Looks wonderful on the outside! Good for pics. The shape is artsy and interesting. We didn't do much inside other than wander around.,80,much
81,31,570,"The place looks surreal but I enjoyed visiting it especially since we went there at night. The building is a sight to see definitely but nothing much to do there. There is some shopping inside but the malls across the street from the DDP are more interesting. We looked for the touted thousand lighted roses but they were a dud. They looked like their lights were on their last blink, and they were not worth braving the very cold temp for. One visit is enough for me.",81,much
82,32,577,Just the building and the surrounding area alone are worth a visit. There weren't many exhibitions going on when we were there though so the design shop was actually the most interesting thing inside with so much cute anime or kpop inspired things or design pieces.,82,much
83,33,584,"Located next to the Dongdaemun History and Culture Park subway station, DDP looks amazing in its design. I wasn't into architecture as much but it was a great to see something this unique. In addition to the exterior, there were exhibitions inside that showcase some intriguing and quirky everyday products from local designers that can be bought. DDP is surrounded by multiple shops in the Dongdaemun area so it can be a little side trip from shopping.",83,much
84,34,594,"Subway can reach. Very convenience. You can shoot some nice photos there. Other than that, nothing much inside. It sell alot designer product.",84,much
85,35,624,"If you do not know where to spend your night in Seoul, this place is not bad. It is windy at night. There was a public piano put at the street, anyone can play. My girl who likes to show off enjoyed it so much ^_^",85,much
86,36,630,"What started as an attempt to see the flowery lights that we only see in kdrama's . I was surprised to find that on the Saturday night that there will be loads of food trucks lines up in the vicinity of the DDP. Boy the choices was good... looking the portion of some of the order it was also quite filling and not to forget smells soo delicious. We just had dinner , therefor was too full .. But we did share a churros , which was awesome!! Crunchy on the outside with a soft chew fluffy insides .  Besides foodtrucks, there were selfmade artist selling their arts and also a blowup balloon arts that was everywhere .. a very good night out and loads of photo Opp's.!! Do checkout this is on the weekend. The night life from cheonggyecheon river to the malls opposite the DDP seems like its always busy with something during Saturday late evening to night... =)  TIPS: for those who doesnt have much time to spare in korea.. these places are all within walking distance to checkout - Cheonggyecheon River end - Grill Fish street - Dongdaemun Shopping Malls -Multiple BIngsu places -multiple Train stations nearby - if you come in the morning even have a historical landmark too""forgotten the name"". sorry... but the DDP is quite central easy to make it a landmark ""In-Case-Of-Lost"" among a big group.. =). ENjoy!!",86,much
87,0,32, I paid 11000 won and it came out in 5 minutes Nothing to see I recommend it to people with a lot of money but I heard a lot of the air conditioner popping so it was great to hear so much ,87,money
88,1,80,please no more beautiful and useless architectures Zaha Hadid Seoul city has been struggling and wasting large amount of money to find its usages so far,88,money
89,2,265,A waste of tax money in a desolate field,89,money
