,index,Unnamed: 0,서울대공원부정단어리뷰,index,단어
39,39,457,"My mother and I did a secret garden tool of the palace. It was not that great.  The tour was in Chinese since my mother only speaks chinese. It was a free tour offered by the park. The group was about 30 people with some family with young children and seniors.  The tourist guide was not good at all. Her Chinese was not clear, so most of the time we could not understand her. The garden itself is also not what we expected. It's not a botanic garden with flowers and plants, rather it's a big wooded area with natural trees on hills up and down. There were few residence halls here and there. So really not much to see. The guide walked very fast and never bother to check on anybody. It was like a hiking trip with climbing up and downs. The last draw was that the guide lead the group to an almost vertical up stairs in the bushes and just went up without asking anybody if they could do it. I would not risk my mother breakkng her leg gojng up there. So, with some other families with young children we had to look around to find another way out. It was totally unprofessional! We went to see other parts of the palace and didn't find the impressive. All the big halls have tall stairs to climb, so not easy for elderly.  I don't recommend the secret garden tool. Especially if you are not fit for hiking.",39,much
40,40,460,"This royal complex including the palace and surroundings definitely worths a visit. It is representative of korean imperial period, but it is much smaller and simpler than their chinese counterparts.",40,much
41,41,464,"small palace , not much things to see when compare to China Palace. not worth to go as need to pay entrance fees.",41,much
42,42,489,We walk here from City Hall where we were staying. The main entrance is now opened as I remember that it was under reconstruction then. There were guards doing sentry duties and they attracted much photo session. I was delighted to be granted free access being a 'Senior Citizen'. It's the usual visual to see how royalty live in the past. Lots of ground to cover as the site is huge. Highlight for me is to see a lot of folks wearing traditional Korean costume. And many were foreigners renting and wearing them. I said hello to a group of students from Indonesia dressed in the hanboks. I greet them in Bahasa which surprised them.,42,much
43,43,495,"I think if you visit Seoul, you have to go to one of the palaces. We went on a busy, sunny, weekend and it was very enjoyable. There's lots of places to walk around, and it's much different from the palaces and castles back home.  Rent a hanbok!!! There're loads of places nearby, very reasonably priced, and it makes the whole experience more fun. Also, free entry if you do so.  Whilst here we were approached by people (I want to say high school students?) who asked us to vote on things we liked about Korea. No idea why they were doing this, but it was fun to speak to new people. Also a lot of people taking pictures for each other.",43,much
44,44,502,"Although I very much appreciated the chance to see the heritage sites, there is too much concrete re-working for it to feel totally authentic.",44,much
45,45,504,"I think if you have done much travelling in Asia this site may not live up to expectations. Yes, the grounds are huge but there isn’t really a lot to see. There are very few building that are open, and most that are aren’t terribly ornate. You walk around and look at the exterior of the building with the doors all closed and all the mini complexes have the same architecture. It becomes rather repetitive. I don’t feel like you need to spend too much exploring every corner of the palace, hit the highlights and move on. The Folk Museum you can access for free is probably the best part, very informative on Korean culture. Keep you ticket stub for re entry to the palace grounds.",45,much
46,46,518,We love it so much. Especially ceremony of guards must to see. This palace have a colourfull nature!,46,much
47,47,522,"This is much better to take pictures rather than the main palace. The building here has more character and not that many tourists. You have to go here early in the morning to enjoy the place without too much tourists. Btw, I'm just lucky this is walking distance to my accommodation. 😍😍😍",47,much
48,48,524,"Take a couple photos from the outside, peer into the dark rooms but many you can't enter. Tour the garden which is just azaleas and ponds. Not much to recommend it as special",48,much
49,49,529,"I happened to be staying down the street from this palace so I walked over there on a Tuesday and happened upon the English seaking tour. I also rented the sudio tour but the live (free) tour was so much better. Given that it was weekday, the group was not huge (30?) and the guide was really great at making sure we all kept up and heard what she told us aboutt he palace, the symbolism and the lives of the Korean royals. Definitely a must-do on a visit to Seoul!",49,much
50,50,535,"If you ever visit Korea especially Seoul. and plan to have a sightseeing their palaces. you can buy a package for only 10,000 KRW for enter 4 different palaces and you manage to get Secret Garden ticket in changdeokgung palace. They sell separately for secret garden ticket and palace entrance ticket. for me its pretty good deal. I dont have to queue for bought entrance ticket for each palace I want to. Changdeokgung is massive palace, but maybe not as big as Gyeongbokgung. But in this palace there is a secret garden that can only be enter in certain time. and must be guided. it even got secured by 2 security personel. I got here only 2 hours before closed. So I didn't get much around the palace itself. We straight to secret garden entrace, and thank god the guide wasn't there yet. after the guide arrived we enter the secret garden. don't worry the guide was speaking english, also there is a chinese tour for certain time.  the guide told us that Secret Garden can only be enter by the king himself, other people can enter this side of the palace only by king permission.  so its truly a privileges for us to enter this secret garden. the garden is very much preservative and I can see why you can only enter in certain time and with personal guide.  Its like went inside another world, its not like seoul.. when you enter you can only feel peace. the air is different, even though the city just right upon you.  I just want to stay there as long as I could. But I could not because the guide only give us 10-15 minutes spare time for each site we visit. wear a nice and comfy shoes because the walk can take for 1-1,5 hours. and there quite few hills. my friend just went under surgeries last month and can't take the hills very well. security guard was nice and keeping her a company when we continue our tour.  for me if you visit seoul and have extra time. do visit this palace and secret garden for certain.",50,much
51,51,560,"I dont like this place , it wasnt that much intresting to me , all of the palace had same looking and we cant go inside a rooms , dosnt have too much furniture In all i dont like there only one thing was intresting to me, other tourist wear treditional dress and i liked that",51,much
52,52,566,"This is the largest palace in Seoul but less crowded, and much more interesting. Well preserved, more original buildings, very large with the gardens. Recommended",52,much
53,53,584,"Not quite as grand or beautiful as its neighbor to the west (Gyeongbokgung), this palace nevertheless boasts its own charms and serene architecture. For example, it does offer a bit more history and authenticity as it is quite a bit older than the other palace which was only recently rebuilt. A major part of the palace are the hidden gardens which were closed when we were there. I can imagine how spectacular those would be on a beautiful day and how much they would add to the experience.",53,much
54,54,602,"Changdeokgung Palace is one of the two largest and most visited palaces in Seoul. They are similar in many ways - well-preserved, beautiful, with extensive grounds and many buildings to explore - but Changdeokgung has much larger grounds, which you can tour if you have a special ticket. When you first arrive, you can buy an entrance ticket to the palace, and at the same time can ask for an entry ticket to the ""Secret Garden."" This allows you entry at a specified time but doesn't cost anything extra. I've gone twice and once they just let us in at that time and we were free to wander at will. The second time, there was an English-speaking tour guide who showed us a few of the most important sights within the garden. It is amazing how quickly you feel immersed in nature, even though you know you are in the center of a bustling city. It is so quiet and serene - just the thing when city life gets too overwhelming. Definitely wear your walking shoes - the paths are smooth and wide, but the garden is very large and hilly so it requires a bit of stamina to see it all. Young children or anyone with limited mobility will find it tough to see the whole thing.",54,much
55,55,608,"the palace is quite lovely, and would probably be much nicer in the spring, or summer when plants are in bloom. as for the winter visit, there was a lot of large open space, so the wind was blowing, and the temperature quite low. the buildings themselves are lovely. you cannot enter any of them, you just stand at the top of the steps ( 3-5 steps usually) and look into the buildings. however i did start to watch a movie on the flight home called ""the king's case note"" ( by coincidence) and it was filmed inside the actual buildings of the palace, so i got a really good idea of how the king would have lived, and what it would have looked like many years ago!",55,much
56,56,624,"I have seen places like this on television but I did not really know the scale as to these were built. It was very interesting to see such an ancient place with so much history. Wheh I was there the tour guide told us that there are usually a lot more people visiting the site but for some reason, the Chinese government put a travel ban on SK. All in all a cool place. Make sure to have some comfy shoes as the walkways are a little rough but apparently for good reason, as your tour guide will explain.",56,much
57,57,627,"Nicely preserved/renovated buildings, impressive from the outside but not too much left inside. While you are free to walk around in the palace grounds, the Secret Garden can only be visited with a guided tour (5000 W, ca 80 mind, 2-3 English language tours per day). Various ponds, landscaped gardens and side buildings. Our guide was knowledgeable and spoke very good English. Recommended tour even in Winter.",57,much
58,58,629,"UNESCO registered Changdeok Palace as a World Heritage site. This proves so much. Garden tour is given exclusively, but, very easy to make a reservation. And I'm deadly serious, YOU SHOULD GO THERE. Each seasons has different colors and different points of attraction.",58,much
59,59,648,Spring and fall is the best season for visiting here. Especially the secret garden is a real hidden gem of seoul. Recommend booking in ad. Otherwise you will have to test ur luck! I waited 30 minutes in line and lucky to buy last tickets for 15:30 in the morning :) but it totally worth my waiting I was touched by my city. So much history in it and such a beautiful garden. It is different style from China and Japan. Focus on nature itself no artificial no frills very natural! It calms my mind!,59,much
60,60,650,"As far as palace goes, I very much prefer the much grander Gyeongbokgung Palace. But this palace has something that draws you in the moment you step in the secret garden (you have to take a tour for this). My guide is amazing and you can almost imagine the royalties walking the path towards the secret garden for some R&R. The fall colours make the place even more magical than the name suggests, making you wish you have a secret garden of your own too.",60,much
61,61,654,I would definitely recommend you dress the part when visiting the palaces around Seoul. It's a great place to check out the history of Korea and immerse yourself in the Korean culture. It's so much fun to dress up with your friends and take pictures. If your going to rent a hanbok (traditional Korean attire) I would plan to do it for more than two hours so you're not restricted especially if you like exploring and taking pictures.,61,much
62,62,689,We kept our visit of Changdeokgung Palace rather short since there is not much to see. The buildings are scattered in a rather large area. There are no detailed explanations about the life in the palace and the purpose of the different buildings. The gardens are pretty unkempt. Been there done that. If you're nearby have a look.,62,much
63,63,699,"Very interesting site, much of it purposefully left unrestored. Large site, the tour guide stated the grounds covered 110 acres. Make sure you have comfy shoes and are prepared for a lot of walking. If you take to Secret Garden tour, be prepared for some fairly steep grades. It’s definitely not for mobility challenged individuals. One of the members on the tour dragged around luggage for the entire tour. If you take luggage to the tour, do yourself and others the courtesy of storing your bags in a locker at a subway or rail station before you go here.",63,much
64,64,708,"This is a palace that was constructed around 1400 during the Joseon Dynasty. The palace has an impressive gate way which is welcoming and peaceful, also provides an insight into Korean architecture. It is an expansive compound with several structures, Kings council hall, residence, Queens residence, government offices, ornate ceilings, secret garden etc. So there is a lot of walking but not much climbing. It gives a glimpse into the Korean history and way of life. One thing that you take way after visiting the palace is iits harmony with nature.",64,much
65,65,712,"Spent a long day exploring this vast complex great walk and really enjoyed the Museum so much to see, fascinating insight to Korean Culture",65,much
66,66,730,"I was really looking forward to visiting Huwon (secret garden), but I found the tour to be stifling. You can only visit Huwon by tour and there are strict rules to stick with your tour group of 40-50 people so you can't explore by yourself and there's always tons of people milling around--definitely makes for a less-than-peaceful experience. Also, Huwon was pretty, but not breathtakingly beautiful--at least not in the summer. All said, I don't think you'd be missing out on too much if you only visited Gyeongbokgung and skipped Changdeokgung.",66,much
67,67,733,If you're going to select one palace - this is the one.  Many different buildings in this palace area - all with slight differences to suit its purpose. Definitely do the Secret Garden tour - so much lush greenery and a very scenic/peaceful walk through the garden - I would have loved a study/library in a garden growing up!  Look up the tour times before you arrive to make the most of your trip. A few cafes and coffee places across the road from the Palace once you're done with your trip.,67,much
68,68,738,"If you have been in Asia a bit like China, Vietnam...you may feel disappointed. The whole complex is rebuilt so not much impression . The good point is the great museum inside",68,much
69,69,741,"The palace compound is well preserved so it is not too much of a stretch of the imagination to visualise life for the royals and for those living behind the scenes. I got there not long after opening so was able to explore in peace and relative solitude...(before the tour groups)! While you can not enter any of the buildings, it is certainly worth a couple of hours visit. It is also easy to visit Changgyeonggung Palace as you can enter this site from the Changdeokgung Palace grounds.",69,much
70,70,766,It is a very large area. Apart from the buildings there is not that much to see. The grounds are very serene and well kept.,70,much
71,71,778,Beautiful palace in the central of Seoul.... peaceful... Good for taking pictures. cheap entrance fees... not much crowded... mostly kids from school... 1 hour is enough to explore... been to all palace in Seoul... all looks similar... so its better to visit any 2 palace instead of visiting all palaces.,71,much
72,72,788,"Unimpressive palace that looks like a newly built movie set. The gardens are also boring and lacked imagination. Have seen much better and memorable historical sites at other Asian countries than this. e.g. Japan. If you don't have much time in Seoul, can skip this.",72,much
73,73,795,"This was the only palace I had time to tour while in Seoul, but I was grateful for the opportunity. There is so much symbolism to the architecture and furnishings that I would have been oblivious to without a guide. Also, learning how the multiple palaces in Seoul relate to each other was a fascinating lesson. This was an impressive visit!",73,much
74,74,816,"the secret garden stuff is amazing and enjoyable, but other than that everything is pretty much the same as gyeongbokgung, cultural palace. i do prefer the gyeongbokgung but the secret garden stuff is worth it.  and also less people wearing hanbok (other alternative to wear hanbok and take a picture of urself)",74,much
75,75,830,"I had a literal 24 hours in Seoul on a stopover and I was able to tour this beautiful palace with a local friend. The English tour was very informative and I learnt so much about what life would have been like at the palace throughout the ages! The architecture is gorgeous and the interior paintwork is like a mosaic of colour. I didn't have time to go into the secret garden, plus it was the middle of winter, but it was a lovely morning, well spent. They had a useful luggage storage locker facility, which was good as I was hauling at lot of gear.  I fully recommend visiting the palace if you are staying in Seoul, whether for a ridiculously short time like I was or for a longer time.",75,much
76,76,837,"I don't know too much about Korea but this palace compound was built in 1405 so it's well over 600 years old. Interesting to see this in the center of Seoul with all the traffic and other more modern buildings. To be honest, after visiting the Forbidden City in Beijing, any other Asian palace pales in comparison. It was still interesting to travel into Seoul to see it.",76,much
77,77,853,"There is much history here on these grounds! Changing of the guard was amazing and very colorful! The Korean Folk museum was very interesting to spend a few hours out of the hot sun! Beautiful gardens, ponds, and well manicured trees and shrubs! Fantastic background for professional looking photos!",77,much
78,78,863,"It was wonderful place especially in spring! I can see a Korean palace with beautiful sky in harmony. Actually I considered to visit Gyeongbokgung or Changdeokgung just befort a day of visit. But I'm sure Changdeokgung is better because I've heard several comments about Gyeonbokgung that there are too much people to enjoy that place. However Changdeokgung is good enough to enjoy the gung with nice weather, beautiful building and so on. And I recommend to use an application the ""Real, Changdeokgung"" which guides you based on your location. It is very helpful to tour Changdeokgung. Alwasy it's true that ""Your knowledge determines your insight."" At that point, it was awesome and to wonderful application to visit Changdeokgung.",78,much
79,79,870,"Changdoekgung is by far the best preserved palace in Seoul. While Gyeongbukgung is more famous, it has been altered more. I suggest you take the English speaking tour for your 1st visit, there are usually 2 or more a day. The tour takes you through the grounds and into a couple of the buildings, but more importantly takes you too the Hidden Gardens, ponds, and summer retreat palace buildings. Korean landscaping is much more natural than other gardens.  If you only have a couple days in Seoul, I put this high on the list of places to go. It is in central Seoul and close to Gyeongboekgung, Insadong, City Hall, Myeongdong, and Namdaenum.",79,much
80,80,875,The palace was only 10-15 minutes on foot from Anguk subway station. It might be the most beautiful one in Seoul. The cherry blossom was everywhere in the palace at the time we were visiting it. Walking around it might take less than an hour but we decided to slowly do so with resting and feeling the breeze of history blowing on us. So much enjoyful and peaceful!,80,much
