,index,Unnamed: 0,서울대공원부정단어리뷰,index,단어
10,6,29,"Very nice place. My family loves these old theme parks - nostalgic, not that crowded, not much queue and traditional rides.  Have been going to these old parks in Japan and continue to do so in Seoul.  There's a zoo in the same area if time permits too.",10,old
11,7,30,Although the facilities seems to be a lil old - it's still great. The rollercoasters are not that bad. Love the viking - felt more thrilling than the rollercoaster rides actually.  The view walking from the subway to Seoul Land is amazing and breathtaking - especially during sunset.,11,old
12,8,32,"Because of cold weather and small number of visitor, some rides are not operated. Parade and events were not lively compare to other season",12,old
13,9,38,"we visited Tokyo Disneyland, Seoul Land, and Lotte World on the same vacation (right, two countries) and my 6 year old son loved Seoul Land the most by far. the rides were great, versions of lots of classics for kids at every age (his problem with Disney, which is better for 10 year olds that are really into those characters). the cost wasn't high either, for entry or food, and lines weren't so bad (main rides lines could be long at times). they even had a kids play area so that we could get out of the rides and lines mode for awhile (a playground theme place, there was also a day-care indoor version we didn't use). it reminded me of the classic parks I visited as a child, kind of out of fashion in the US now since ever-bigger rides and commercial themes have taken over.",13,old
14,10,40,"We went on a Monday morning to avoid the crowd but surprised to find that the amusement park was quite deserted. My 2 kids have fun but some of the rides were not opened, don't know if it's due to the winter season. I find that most of the rides are more suitable for children of age 3-10 years old. We missed the snow sledding timing, a real pity as it looked fun!",14,old
15,11,41,This park looks older than Lotte World but it has a zoo there and less crowded. There are the usual roller coaster rides but some of them might be closed during the low peak season. There is a science museum opposite the park which can be an place to go after the park,15,old
16,12,43,"I came here on a date the day after Chuseok and there were a ton of people there! This is the oldest amusement park in South Korea, but it doesn't feel dated. I had more fun here than at Everland. There are more attractions and the energy in the place was more potent than I experienced at Everland and Lotte World. There is very little shade though...so go prepared with tons of water. The food options are traditional Korean food. For some reason I was expecting theme-park food.  After you have enjoyed your day here you can head over to Seoul Grand Park, which is another great location.  There is accommodation available if you want to stay in the area as well.",16,old
17,13,46,"We are a military family with a 9yr old and a 3yr old. First tip - take the subway.....if you don't read anything else in this review, remember this....take the subway. It's easy, inexpensive, drops you off right at the Seoul Grand Park entrance, and you do not deal with any traffic at all. So, we took the subway, exited the station and walked about 1/2 mile to the tram station. 2,700 won later, we boarded the tram and the 2nd stop is Seoul Land (1st stop is the zoo). The tram ride is one way, it will cost you another 2,700 won to take it back. TIp #2 - pay the won and take the tram or 1/2 your day will be walking to and from the entrance. I have no idea why, and the website said we would have to pay close to 120,000 won, but they charged us 45,000 and we could ride all of the rides until the park closed. The park is dated, but for $40 for the entire family, how can you beat it? There are 3 big roller coasters, a bungey jump, Free Fall (for anyone who has ever been to a 6 flags), and a few other rides intense enough to make you want to throw your breakfast up. Tip #3 - This is very important.....If you littlest one is over 100cm, I would seriously pass on this amusement park. Our littlest one is 101cm and they measured him off prior to every single ride. Thank God he busted 100cm or else it would have been a very long, disappointing trip. We went expecting Seoul Land, not Disney, and not Busch Gardens. If you go there wanting to have a really cool afternoon with your kids, there is more than enough rides for every age group. No, it's not huge. No it's not Busch Gardens. Yes, we had a great day with our kids, spent about 7 hours at the park, with absolutely no lines, no hassle, and a very friendly staff willing to go out of their way to make it a special day. Tip #4 - If you are a Westerner, you may want to stick to the burger restaurants, but there is fried chicken, and a Turkish booth selling Kebabs and Gyros. With the subway, the tickets, the tram, lunch, snacks, drinks, and even a few toys, we paid around 100,000 total for our family of 4, no kidding. Last and final tip - Go!",17,old
18,14,53,"Seoul Land is an old style theme park with somewhat antiquated rides and games. Very few activities available but for a day out of school on a field trip, it fits the bill. Have accompanied my children there on several occasions and have never been impressed. Tight parking spaces and no pre determined traffic flow caused unnecessary traffinc jams when it came time to go home. Not really recommended.",18,old
19,15,54,"Disclaimer: I have not been to Everland or Lotte World. However, as parks go, this was a great experience. First, mind the audience, which is for young people or families. Second, it is inexpensive. Third, it is an older park. Finally, the rides are more intense than their equivalent in the USA.  We went on a Tuesday when it was cool and school is in. There were a number of young kids there on school trips and they were the only ""crowd"" to be had. It was very sparsely populated. The temperatures and short lines were great.  We only paid 28,000 won for two people all day & all rides, though it was shown to be 32,000 per person for that ticket. That was a super deal and we got it at the counter. I don't know why. Additionally, the park food is very reasonably priced, just a smidge above street fair price.  The park was built prior to the Olympics in Seoul and most of the rides are meant for younger people; however, they are more intense than their equivalent in the states. The flying carpet, pirate ship, ""frontal spinning ride"", two roller coasters, etc., are all worth it. If you go on a cool day when most the crowds will be minimal, you will have a blast!",19,old
20,16,55,"My wife and I visited Seoul Land on Oct. 17, 2011. Having already been to Lotte World we were expecting something similar, but were disappointed. The park looks like a 40-year old Disney prototype that's been left to the elements for 5 years; there only seemed to be three rides intended for anyone over 6-7 years old. If in the area stick to the zoo, or if looking for an amusement park go to Everland or Lotte World.",20,old
