,index,Unnamed: 0,서울대공원부정단어리뷰,index,단어
16,5,250,"Seoul's Zoo, the Grand Park, is located by easy metro ride from the city. Has lions, tigers, wolves, bears, and a good primate selection. Unfortunately all the bird exhibits are currently closed for health reasons and the dolphins have been returned to the ocean, so there are not any substantial marine life displays aside from seals. Animals seem generally well-read for, with some species benefiting from better habitats than others. Some of the wolves seemed a little sad, elephants seemed to have a very small space, and seals appeared cramped too. The zoo is in process of building some new enclosures and will hopefully improve those living conditions. Minimal English signage but enough to find one's way around. We visited on a Wednesday afternoon and the park was virtually empty, which made for a very pleasant time. Plenty of clean public restrooms and at least one convenience store in addition to numerous snack food vendors. Food prices not marked up. 0900-1900. $5 entry, $10 2-part skylift one-way. Take exit 2 from Grand Park metro, walk toward main building then turn right at building and walk 300m to the Sky lift. Recommend taking sky lift out to end of park and walking back to metro. We didn't think there was enough to see to merit buying more skylift passes.",16,small
17,6,260,We visited with a 3 year old and a 7 year old and we had a lot of fun. There is quite a bit of walking but there are trams and gondolas to ride. Quite a bit of animals to see and even a small amusement park area. We had great weather in Oct. Worth a visit if you have an entire day to spend.,17,small
18,7,266,"The zoo is a part of Seoul Grand Park outside Seoul Grand Park station line 4.On weekends, take the subway...it's not worth all the traffic driving there.As you exit the station there is a long walk to the grand park main entrance. There will be some (imo) offputting smells, mostly form the boiling bundegi (silkworm pupae) Theres even a KFC and a convenience store...recommend you get some water as the zoo is big. You can get water and ddrinks inside as well. At the entrance of the park you can walk further to the zoo but that isn't recommended. Go to the booth and pay 1000won for a ride on the elephant tram. The tram hits all the sites at the park and drops you off infront of the zoo. You can also ride the skylift for about 5000won. The zoo is big. Frankly too big. What I mean is there are many of the different animal pavilions are separated by long stretches of trees and grass. So you're walking uphill a lot and seeing nothing for that time. It's nice if that's what you want to see but it seemed like a lot of wasted space. Some(many) of the animal pens were rather small. The monkey and ape sections were tiny. The park is relatively clean and there are plenty of food stall along the different paths. Unfortunately they all sell the same things like sausage, ""corndogs"", and fishcakes-on a stick. And coffee. Bad tasting coffee. The ""meats"" on sticks were pretty bad. Don't use the bathrooms here. Use at the subway or, if you have the time, go to the museum across the road...wonderfully clean there. You can take the skylift from the rear of the zoo and save yourself the walk. It's fun and you get a really wonderful view. Expect long lines when people are starting to leave. FYI, be aware of your clothes on the skylift. Adjust miniskirts when you sit. If this is your first trip to Korea you'll see people all over the place camped out on blankets and mats. They're not homeless. Don't give them change. The zoo is a very nice park to spend the day with friends or family. wear comfortable shoes. Bring snacks and water. Bring wet tissues.",18,small
19,8,269,"Very nice and big zoo, we were there for 5 hours and did not get to see everything. Even though it was quite busy on a Sunday, the park is big enough to not feel trapped in the masses. Some very nice pavilions (especially the tiger part), but also unfortunately some very small cages for certain animals. End of March is still a bit cold and some animals were thus still kept inside (which is good for them, no complaints on that as an animal lover), and the grass and flowers still have to set in. I certainly recommend the place, it's a must visit, but would advice to go mid April or later. Also very cheap (3000 WON for an adult)",19,small
20,9,280,"Recently I conducted a photo workshop focused on photographing wild animals. Rather than trying to stalk and photograph the critters, we ramped up our odds of finding subjecs by heading off to the Seoul Zoo. Yeah, a zoo - a place that I had thought to be a rather lame place to take photos.  Well, I was wrong in so many ways. First, the Seoul Zoo is no longer that third class park with dingy animal exhibits and less than optimally cared for animals. The place is simply amazing. It's huge, clean, beautiful and a real joy to be during a fine spring day. The exhibits include many walk-ins, including a massive enclosure of cranes, storks and other waterfowl where the public can see birds wading, swimming and flying without any barriers other than a hand rail. There are other walk-ins for tropical birds where the birds literally flutter around you. And the tiger exhibit is really exceptional - but naturally not a walk-in exhibit!  Second, it's a great place to take photographs. Sometimes it's almost as easy as shooting fish in a barrel; but other times, such as trying to catch cranes in mid flight, one can appreciate what goes into quality wildlife photography in the field. Also, there were many young couples courting there with their ubiquitous selfie-sticks. Naturally, the place had more than its fair share of kids, but because the place is truly spacious, they were not underfoot as they could have easily been in a smaller park.  It's been decades since I've had such a good time at a zoo. The last time was the San Diego Zoo. The Seoul Zoo is not (yet) on the same level as the San Diego Zoo, but it is coming up close to that level. For W3,000 admission, the Seoul Zoo has to be one of the hidden gems of Korea.  Seoul Zoo at Seoul Grand Park is located in Gyeonggi-do, just south of Seoul. The Seoul Zoo is 1.5 km walk (or tram ride) from the subway station. There is also a 1 Km lift available about 0.5 km from exit 2 of the subway.  Opening Hours: 09:00 am ~ 19:00 pm (depending on season, some walk-in exhibits close at 5 pm)  Admission: Adult (19+): 3,000 won Youth (13 – 18): 2,000 won Child (6 – 12): 1,000 won. Under 6 is free. Botanical Gardens and Dolphin show cost extra.  How to get to Seoul Zoo: Take line 4 to Seoul Grand Park station and leave exit 2. Follow the map: View a map at http://www.exploringkorea.com/seoul-zoo-seoul-grand-park/",20,small
21,10,289,"Perhaps I am just spoiled having recently visited a few zoological facilities in the United States and being from Columbus, Ohio where noted animal expert, Jack Hannah was the Zoo Director for many years and remains Director Emeritus. The things that I really liked about the Seoul Grand Park Zoo is it's ease of access. It is very easy to find and very easy to get to. That says a lot for a Korean city like Gwacheon, which is part of metropolitan Seoul. The grounds of Seoul Grand Park are expansive. It is a great place just to go and hike and you can see many locals who go there to do just that. The walk-ways double as access roads for shuttle busses and service vehicles, so they are very wide. The park is full of beautiful sprawling hardwoods and little island of green grass where you can sit and relax. Many have Korean-style wooden decks that are covered with aesthetic local-flavored covering and there are some places that are African themed with covered pavilions suitable for groups to relax. Seoul Grand Park is not ALL Zoo, but it has many different parts to it. At the parking lot you can find wide walking avenues lined with trees leading to the entrance to the general park. There are adequate western-style restroom facilities throughout the park. You have the option of taking a lift into the park or taking the ""Elephant Train"" which is just a Tow vehicle pulling several passenger platforms. Hold on to your children though--the driver only has two speeds, stop and escape velocity. The Elephant Train costs about 600 won each time you use it and it only takes you to the entrance of the Zoo and the other parks. I think there were three or four stops in all. Once at the entrance of the Zoo, the admission for adults is 3,000 won. They will only give you one ticket for your entire party and it will have the number of people on the ticket, so don't get separated before you go through the Zoo entrance. All that being said, once inside the zoo I was really disappointed at the obvious wear on the infrastructure. Everywhere you looked facilities cried out for a coat of paint and rust treatment. We came upon so many of the different ""herd"" animals and they were in vast outdoor enclosures. That's great for the animals I think, but they were so far away most of the time that you couldn't really observe them. Fortunately the park is loaded with casted replicas of the animals. It presents a lot of photo opportunities for the kids I guess. One of the things we really wanted to see was the Dolphin Show advertised on the English Web Page for the Seoul Grand Park Zoo. When we finally found the Marine Pavilion, the ticket windows had shutters pulled down inside. There were no signs showing the performance schedule or the admission price for the Dolphin show and we couldn't fined anyone around to ask. There were several marine habitats built around the perimeter of the Marine Pavilion, but they were not well kept. The water was dirty with a dark green tint and the walls of the habitat had not been repainted in years and there was a lot of places where paint had either worn away over years of neglect or chipped off the surface. I wouldn't be surprised if the Marine mammals had died over the years because of the poor conditions. After all, there was only one or two of each of the varieties of sea lions per habitat and they didn't seem too healthy. They rarely came out of the water and because it was so dirty it was nearly impossible to see them. I later asked an information attendant about the Dolphin show and she told me they hadn't had a Dolphin show in over two years despite being advertised on the English Web Page. From the looks of the outside of the Marine Pavilion I'd bet they are hoping to eliminate the marine exhibits by attrition as the animals die off. No I can't verify that, but the generally lacking upkeep of the Marine Pavilion and surrounding marine habitats, the lack of performances, and failure to care for the animals by just cleaning the scum out of the habitats or changing the water is highly suspect. I will give high marks to the Mountain Goat exhibit area. They have a manufactured rock cliff mountain that is really high and there was a huge herd of goats spread out on practically every available ledge and plateau and they were actively climbing up and down, passing each other on narrow pathways of rock--all looking quite natural. It was awesome to see how sure-footed they were and I felt this exhibit really captured the essence of the animals. The Giraffe habitat was also well done. There were three out in the open when I was there and they have a second-story platform where you can look at the eye-to-eye if they ever come that close. I really enjoyed the Meerkats too. There were only three in the exhibit, but it looked somewhat small. The interesting thing is that the pen was relatively small and they were only separated from patrons by a short Plexiglas wall. It would be easy for unsupervised children to feed them junk. I did notice that one child was eating something while I was there and one of the little Meerkats scurried over beside him and stood up just inside the Plexiglas waiting to see if there was anything edible coming his way. But it was fun to be able to see these little guys up close. They are adorable! The brochure that you get when you enter the Zoo says there are shuttle busses running around the park that will take you between venues or to the exit, but we were at all of the venues listed as stops in the brochure and we never saw a bus run. When I asked the information attendant as I was leaving she said the busses were running earlier in the day, but we were there for about 4 hours and never saw the bus once. If you want to go get some good exercise and be bathed by the sprawling hardwoods as you hike the hills throughout the Zoo and surrounding hills, this is a great place to go. After all, it costs only 3,000 won to enter. Perhaps that is the difference between the cleanliness and better upkeep in the Zoos I have visited in the United States--all of them have a much higher entrance fee. You'd pay $3 dollars or more for just a bottle of water in a US Zoo too, but here at Seoul Grand Park bottled water is only 1,000 won and they have free water fountains, food and souvenir/toy shops throughout the park. They have stroller rentals available as you enter the Zoo and there are also some coin-operated lockers available and I think they cost 500 won.",21,small
22,11,291,"I am big fan of ZOO's in general and I was looking forward to see this ZOO. You have direct subway line to get there. ZOO was really cheap, like 3USD to enter for whole day. A lot of animals to look at. I loved it.  But, there is one point to mention: I do have worries about taking care of the animals there. You can see that animals are not in the best shape and not happy as well... Especially the cage for jaguars is very(!) small... So this fact was a dark side of my visit :(  But ZOO is in the beautiful environment, so you really feel escaped from the city.",22,small
23,12,307,"Before I review the zoo at Seoul Grand Park, I must state it is always my preference to view wildlife in their natural habitat. It is a much more thrilling and worthwhile experience.  As far as zoo's go, Seoul Grand Park offers a variety of animals, with accurate information on the different species. All zoo exhibits are far too small for wild animals. But we should make it clear in modern-day zoos most animals are now bread in captivity or incapable of returning to the wild for a multitude of reasons. Zoo's today are primarily for education, not exhibiting ferocious, exotic, or bizarre animals just for the wow factor. Zoo management can always work to improve the conditions and how animals are ""shown"" to the public. I am therefore judging Seoul's premier zoo in comparison to others around the world. The zoo is comparable to many in the US, but certainly a peg below the San Diego Zoo in both diversity in species and exhibit quality. Seoul Grand Park is far better than any zoo in China (that I've seen), even with the exclusion of the much loved panda. The exhibits are cleaner, more spacious, and the signboards provide far more information than other zoo's I've visited in Asia (and some in the US).  I enjoyed my time here, the exhibits were often interesting. But like most zoos there were individual exhibits that just needed to be larger and better kept. This is by no means unique to Seoul Grand Park, even in the San Diego Zoo there are old exhibits that need renovation/expansion.",23,small
24,13,317,"I love animals and I love zoos -- when animals are treated right. This zoo was not one of those places. The animals were thin, some with fur missing. Animals paced back and forth. The cages were small, concrete slabs (not habitats). One cage no bigger than my bachelor/studio apartment had 3 cheetahs in it! Even the grounds themselves were drab. I do not recommend going to this zoo -- there are plenty of better ones that treat animals kindly and with respect.",24,small
25,14,319,"There were a lot of animals here, but I didn't feel that their enclosures were up to international standards. Many seemed very small and sparse - some looking just like jail cells.",25,small
26,0,22, The zoo is spacious so its nice to walk around but there arent many animals so the child is a little disappointed Dont get sick animals ,26,disappointed
27,1,237,"This is a park in massive area which includes multiple different attractions. The zoo has most visitors and is a pretty good place to any ages.  Facilities: Zoo, Garden, Camping Zone, Seoul Land(Amusement Park), Contemporary Museum, etc. We only entered the zoo. But, there was a rose garden as a season special and it looked nice, too.  Location: This is in Gwacheon City. But, only 4 stops away from Metro Sadang Station (line #4). Accessibility is great from Seoul. From the metro station, it's a short walk to the park. There are some food stalls in the way. It's fun to watch and I recommend having foods here because foods inside the park are much more expensive.  Zoo: - We bought combined ticket of 10,500 won for a lift, a elephant bus and an entrance. After buying the ticket, go to the lift station on the right and take the lift until the highest area of the zoo. Walk around the zoo and take the bus when it's done. This seems to be the best way to save money.  - The zoo was fine. Food stands, bathrooms, benches are everywhere. Bird Zone is like a Jurassic Park. If you are lucky, you'll be able to see parrots very closely. We were very amused to see apes. I think Ape Zone is the best part in this zoo.  - I was a bit disappointed not to see lions. There were MANY constructions and some animals aren't staying at where they are supposed to be. Bat cages were empty.  - It's a lot of walking anyway. Be ready to get tired.  - There's A-Zoo tour on the website to travel comfortably riding on a cart for children or seniors. It's not available at the ticket office. I think they should fix that.  - Even though there are animals of many kinds, there are still many this zoo doesn't have. So, don't expect to see every one you can imagine.  - There's an arboretum in the zoo. It was just okay level.  - There are a number of visitors in the zoo. But, this is a huge zoo and there's no chance to wait to see something. We liked it.  - Some of them close at 18:00. You'd better enter before that if you wish to see everything.",27,disappointed
28,2,243,"Primarily came for the zoo. It's a bit overwhelming in term of the size. The place is so huge and be prepared to do a lot of walking.  In term of animals, a bit disappointed. The only marine I saw was sea lion. No more dolphin. Didn't get to see many animals.  The only nice thing I like is the sky lift. If you visit must try sky lift.",28,disappointed
29,3,251,"We went together with 2 other families and there are a total of 6 children (aged 2 to 8) and 6 adults. We only manage to go to the zoo though we bought the package price.  Generally, I am pleased to go there as my girl (aged 8) is the only child who is interested in seeing those animals (except that she is disappointed that she did not get to see dolphin there as the dolphins have gone back to nature.)  My younger daughter aged 6 did not enjoy seeing the animals as much as like the playground there ( similar as the rest of the other kids)  Good to allow the children to explore and see the real animals out there.",29,disappointed
30,4,289,"Perhaps I am just spoiled having recently visited a few zoological facilities in the United States and being from Columbus, Ohio where noted animal expert, Jack Hannah was the Zoo Director for many years and remains Director Emeritus. The things that I really liked about the Seoul Grand Park Zoo is it's ease of access. It is very easy to find and very easy to get to. That says a lot for a Korean city like Gwacheon, which is part of metropolitan Seoul. The grounds of Seoul Grand Park are expansive. It is a great place just to go and hike and you can see many locals who go there to do just that. The walk-ways double as access roads for shuttle busses and service vehicles, so they are very wide. The park is full of beautiful sprawling hardwoods and little island of green grass where you can sit and relax. Many have Korean-style wooden decks that are covered with aesthetic local-flavored covering and there are some places that are African themed with covered pavilions suitable for groups to relax. Seoul Grand Park is not ALL Zoo, but it has many different parts to it. At the parking lot you can find wide walking avenues lined with trees leading to the entrance to the general park. There are adequate western-style restroom facilities throughout the park. You have the option of taking a lift into the park or taking the ""Elephant Train"" which is just a Tow vehicle pulling several passenger platforms. Hold on to your children though--the driver only has two speeds, stop and escape velocity. The Elephant Train costs about 600 won each time you use it and it only takes you to the entrance of the Zoo and the other parks. I think there were three or four stops in all. Once at the entrance of the Zoo, the admission for adults is 3,000 won. They will only give you one ticket for your entire party and it will have the number of people on the ticket, so don't get separated before you go through the Zoo entrance. All that being said, once inside the zoo I was really disappointed at the obvious wear on the infrastructure. Everywhere you looked facilities cried out for a coat of paint and rust treatment. We came upon so many of the different ""herd"" animals and they were in vast outdoor enclosures. That's great for the animals I think, but they were so far away most of the time that you couldn't really observe them. Fortunately the park is loaded with casted replicas of the animals. It presents a lot of photo opportunities for the kids I guess. One of the things we really wanted to see was the Dolphin Show advertised on the English Web Page for the Seoul Grand Park Zoo. When we finally found the Marine Pavilion, the ticket windows had shutters pulled down inside. There were no signs showing the performance schedule or the admission price for the Dolphin show and we couldn't fined anyone around to ask. There were several marine habitats built around the perimeter of the Marine Pavilion, but they were not well kept. The water was dirty with a dark green tint and the walls of the habitat had not been repainted in years and there was a lot of places where paint had either worn away over years of neglect or chipped off the surface. I wouldn't be surprised if the Marine mammals had died over the years because of the poor conditions. After all, there was only one or two of each of the varieties of sea lions per habitat and they didn't seem too healthy. They rarely came out of the water and because it was so dirty it was nearly impossible to see them. I later asked an information attendant about the Dolphin show and she told me they hadn't had a Dolphin show in over two years despite being advertised on the English Web Page. From the looks of the outside of the Marine Pavilion I'd bet they are hoping to eliminate the marine exhibits by attrition as the animals die off. No I can't verify that, but the generally lacking upkeep of the Marine Pavilion and surrounding marine habitats, the lack of performances, and failure to care for the animals by just cleaning the scum out of the habitats or changing the water is highly suspect. I will give high marks to the Mountain Goat exhibit area. They have a manufactured rock cliff mountain that is really high and there was a huge herd of goats spread out on practically every available ledge and plateau and they were actively climbing up and down, passing each other on narrow pathways of rock--all looking quite natural. It was awesome to see how sure-footed they were and I felt this exhibit really captured the essence of the animals. The Giraffe habitat was also well done. There were three out in the open when I was there and they have a second-story platform where you can look at the eye-to-eye if they ever come that close. I really enjoyed the Meerkats too. There were only three in the exhibit, but it looked somewhat small. The interesting thing is that the pen was relatively small and they were only separated from patrons by a short Plexiglas wall. It would be easy for unsupervised children to feed them junk. I did notice that one child was eating something while I was there and one of the little Meerkats scurried over beside him and stood up just inside the Plexiglas waiting to see if there was anything edible coming his way. But it was fun to be able to see these little guys up close. They are adorable! The brochure that you get when you enter the Zoo says there are shuttle busses running around the park that will take you between venues or to the exit, but we were at all of the venues listed as stops in the brochure and we never saw a bus run. When I asked the information attendant as I was leaving she said the busses were running earlier in the day, but we were there for about 4 hours and never saw the bus once. If you want to go get some good exercise and be bathed by the sprawling hardwoods as you hike the hills throughout the Zoo and surrounding hills, this is a great place to go. After all, it costs only 3,000 won to enter. Perhaps that is the difference between the cleanliness and better upkeep in the Zoos I have visited in the United States--all of them have a much higher entrance fee. You'd pay $3 dollars or more for just a bottle of water in a US Zoo too, but here at Seoul Grand Park bottled water is only 1,000 won and they have free water fountains, food and souvenir/toy shops throughout the park. They have stroller rentals available as you enter the Zoo and there are also some coin-operated lockers available and I think they cost 500 won.",30,disappointed
31,0,71, There are many animals and it is good Unless it is a very cold winter I think it will be fine ,31,old
32,1,76, When I was young I went to Seoul Grand Park holding my mom and dads hands Now where I go with my daughter Raft tastes a bit risky but fun ,32,old
33,2,80, Animals dont come out much because of Koryona and Cold And if you buy the lift package go to the top and then walk slowly its a little more convenient ,33,old
34,3,101, Its a great place to go with kids It is better to go when the weather is not cold ,34,old
35,4,131, Very large park very suitable for coming when the weather is good Bring children back to Korea and dont forget to visit ZOO Its a bit inconvenient when the weather gets cold Fortunately Seoul Grand Park is very ,35,old
36,5,132, Because it is cold there are no animals The entrance is under construction but the fresh air is so good Its a pity that the jaguar went crazy ,36,old
37,6,147, A 3yearold boy is totally obsessed with the elephant train ,37,old
38,7,151, One of the best places to take children under 10 years old There are a lot of animals and there are benches and shade in the middle so there are many people who enjoy laying on mats ,38,old
39,8,153, Considering the costeffectiveness its just light However looking at the food sold inside you can see a strong will to make up for the deficit in the admission fee ,39,old
40,9,154, Considering that it is a public facility it is satisfactory You can see the efforts of the people who run it and the facilities are very old but they are improving little by little During the holidays there are ,40,old
41,10,172,I could feel the old memories The facility is old,41,old
42,11,231,"Easter weekend travel to Seoul Korea and we knew we would have to visit the Seoul Zoo during April, my daughter loves animals and zoo's, we came here in Dec 2018 and it was too cold and the animals were all housed inside so it wasnt fun last time but this time it was amazing.  The weather was very nice, sunny and cool, no icy floor, the cherry blossoms were still in effect so lots of people were still taking pictures, all the animals were out and about instead of locked in large rooms.  Kids get in free so when we went there was many school children which was very nice to see them enjoy the park.",42,old
43,12,244,"Among all zoos I visited in my life, I think this is the best! Environment is clean and animals seen are all appear healthy and happy! Many different animals/reptiles there and you would not be bored. Only thing is, do not go during Winter. It is quite cold. One more reminder - it is a non-smoking park.",43,old
44,13,245,"My kid loves animals so it was her 1st time in Seoul so I thought lets go and visit the Zoo, The entrance to the zoo is very far so once you get off from the Metro you arrive at 1 entrance from there you can buy a ticket on the elephant train and then get off at the zoo entrance. Once you get of the elephant train, you have to pay again to get back on it lol  The actual zoo is very large but due to winter most of the animals are kept inside, you can still see them but it would be better if you visit the Zoo after spring. The paths are slippery with ice so be careful.  Next to the zoo is Seoul Land an amusement park, it was too cold to go there so didnt bother.",44,old
