,level_0,index,Unnamed: 0,STAR,CONTENT,index,NAME,index,번역
10,340,340,340,4.0,"i'm always drawn to local farmer's markets and this was that, although so much more. there are fish vendors, steamed pork bun vendors (which were amazing!), clothing stalls (lots of clothing stalls), drugstores, spice vendors, handbags, cooking utensil shops, confectionaries, art supplies... it seems like every turn you take, you'll find something a little unexpected.  for instance, the art supply store: it was about the size of my bathroom at home, yet it was packed with all sorts of things - canvases, paints, paintbrushes, at very reasonable prices. in fact, good quality oil paints at cheaper prices than i can get in the states. ditto for spices. and k-beauty stores.  i watched a woman make udon noodles from scratch and a man filet some fish. it was a fun experience that could be as short as a half hour or a half day trip.  i'm definitely glad that we went, and i would assuredly go back. it's a great place to find authentic gifts to bring home, but a terrific place to people watch!",,,10,"나는 항상 지역 파머스 마켓에 끌렸고 이것은 훨씬 더 많았지만 이것이 전부였습니다. 생선 판매점, 찐 돼지 고기 만두 판매점 (굉장했습니다!), 옷가게 (많은 옷가게), 약국, 향신료 판매점, 핸드백, 조리기구 상점, 과자, 미술 용품 ??... 당신이 갈 때마다 보입니다. , 당신은 조금 뜻밖의 것을 발견할 것입니다. 예를 들어, 미술용품 가게는 집에 있는 내 욕실만한 크기였지만 캔버스, 물감, 붓 등 모든 종류의 물건으로 가득 차 있었고 매우 합리적인 가격이었습니다. 사실, 내가 주에서 얻을 수 있는 것보다 저렴한 가격에 좋은 품질의 오일 페인트. 향신료도 마찬가지. 그리고 k-뷰티 매장. 나는 여자가 처음부터 우동을 만들고 남자가 생선을 굽는 것을 보았습니다. 30분 또는 반나절의 짧은 여행이 될 수 있는 재미있는 경험이었습니다. 나는 우리가 갔다는 것을 확실히 기쁘게 생각하고 나는 확실히 돌아갈 것입니다. 집에 가져갈 진정한 선물을 찾을 수 있는 좋은 장소지만 사람들이 보기에 좋은 곳입니다!"
11,341,341,341,5.0,"if you are looking for tourist gifts then i would definitely start here before venturing out to the more popular street markets as i found some great bargains here!  of course they do sell similar items but it's also a place where the locals mingle with all the tourist so it's a great place to people watch, definitely worth trying out some of the food stores too, i got some fried doughnuts and they were yummy!",,,11,당신이 관광 선물을 찾고 있다면 나는 여기에서 훌륭한 할인을 발견했을 때 더 인기있는 거리 시장으로 모험을 떠나기 전에 확실히 여기에서 시작할 것입니다! 물론 그들은 비슷한 품목을 판매하지만 현지인이 모든 관광객과 어울리는 곳이기도하므로 사람들이보기에 좋은 곳입니다. 식품점도 시험해 볼 가치가 있습니다. 튀긴 도넛을 먹었고 맛있었습니다!
12,342,342,342,5.0,"most shops are clothing, but this place is pretty big with several blocks of streets and alleys. along with basements and multi floors of stores after stores.  from my group, lots of ladies bought many skin care product, souvenirs and food here.",,,12,"대부분의 상점은 의류이지만 이곳은 몇 블록의 거리와 골목이 있는 꽤 큽니다. 상점 후 상점의 지하실 및 다층과 함께. 우리 그룹에서 많은 여성들이 스킨 케어 제품, 기념품 및 음식을 많이 샀습니다."
13,350,350,350,5.0,so there is the day time shopping and night time shopping. if your looking for kids clothes you can come after 10pm to 5am. on #6 you can find many kids clothing stores. the key to getting a discount is buy more than one piece. i think the minimum is 3 and up. so we bought on this trip maybe 9 of the same kids sleep sack different colors and sizes to give to friends and it was much cheaper. for example a kids hat i bought was 15000won each but if i buy more than 3 it?셲 9000won. if i buy three i save 3000won and get 3 hats! anyway this is the deal and for accessories you need to buy by the dozens and many styles. the last time i came i bought hairpins for my kids and friends. they come out to 50cents each very cheap. there is usually less people at night and this is when the wholesale customers come so just be aware to get deals you must buy more. also make sure you bring cash. this also helps since most money exchanges close before 10pm. good luck shopping.,,,13,그래서 낮 시간 쇼핑과 밤 시간 쇼핑이 있습니다. 아동복을 찾으신다면 오후 10시부터 오전 5시까지 오실 수 있습니다. #6에서는 많은 아동복 매장을 찾을 수 있습니다. 할인을 받는 핵심은 한 개 이상 구매하는 것입니다. 최소값은 3이상이라고 생각합니다. 그래서 우리는 이번 여행에서 친구에게 줄 다른 색상과 크기의 같은 아동용 침낭 9개를 샀는데 훨씬 저렴했습니다. 예를 들어 제가 산 아동용 모자는 개당 15000원인데 3개 이상 사면 9000원입니다. 3개 사면 3000원 모아서 모자 3개! 어쨌든 이것은 거래이며 수십 가지의 다양한 스타일로 구입해야 하는 액세서리입니다. 마지막으로 왔을 때 나는 아이들과 친구들을 위해 머리핀을 샀습니다. 그들은 각각 매우 싼 50센트로 나옵니다. 밤에는 일반적으로 사람이 적고 도매 고객이 올 때이므로 더 많이 구매해야 거래를 얻을 수 있습니다. 또한 현금을 가져오십시오. 이것은 또한 대부분의 환전소가 오후 10시 이전에 마감되기 때문에 도움이 됩니다. 행운을 빕니다 쇼핑.
14,367,367,367,5.0,"a leisurely 15 mins walk from myeongdong. love the street food available. a great place for sight, smell and taste. ate traditional korean bbq. it was fantastic and very reasonably priced. there's a small lane lined with small restos selling mackerel, beef soup etc. so yummy. there are stores selling cheap souvenirs to clothes, eyeglasses, contact lens. you name it they got it here.",,,14,"명동에서 여유롭게 도보 15분. 이용 가능한 길거리 음식을 좋아합니다. 시각, 후각 및 미각을 위한 훌륭한 장소. 한국 전통 바베큐를 먹었다. 그것은 환상적이고 매우 합리적인 가격이었습니다. 고등어, 쇠고기 수프 등을 판매하는 작은 restos가 늘어서있는 작은 차선이 있습니다. 너무 맛있습니다. 옷, 안경, 콘택트 렌즈에 대한 값싼 기념품을 판매하는 상점이 있습니다. 당신은 그것을 여기에서 얻었다."
15,373,373,373,3.0,"it's a market . . . many stores sell the same merchandise all at the same prices . . . lots of junk, very little treasures . . . food stalls which are mostly less than appetizing (and some with very questionnable hygenic practices) . . . and less appealing on a hot,humid, odiferous day than on a cooler, less smelly day. so, you either love it or you hate it -- it's an individual preference.",,,15,"그것은 시장입니다. . . 많은 상점에서 같은 상품을 모두 같은 가격에 판매합니다. . . 많은 쓰레기, 아주 작은 보물. . . 대부분 식욕을 돋구지 않는 음식 포장 마차 (일부는 매우 의심스러운 위생 관행이 있음) . . . 그리고 덥고 습하고 악취가 나는 날은 더 시원하고 냄새가 덜한 날보다 덜 매력적입니다. 그래서, 당신은 그것을 좋아하거나 싫어합니다. 그것은 개인의 취향입니다."
16,374,374,374,2.0,"we visited in the afternoon and there were lots and lots of stores that sell similar stuff. they sell clothes, shoes, souvenirs, kpop merchandise... the prices were more or less the same but some were cheaper. we did not spend much time there though since the place did not look appealing (it may have looked more alive at night) and it is easy to get lost. if you want to shop for souvenir, this could be a good place to go.",,,16,"우리는 오후에 방문했고 비슷한 물건을 판매하는 상점이 많이있었습니다. 옷, 신발, 기념품, 케이팝 상품 등을 판매합니다. 가격은 거의 비슷했지만 일부는 더 저렴했습니다. 장소가 매력적이지 않아 (밤에 더 살아있어 보였을 수 있음) 길을 잃기 쉽기 때문에 우리는 많은 시간을 보내지 않았습니다. 기념품을 쇼핑하고 싶다면 이곳이 좋은 곳이 될 수 있습니다."
17,375,375,375,3.0,"much talked about this site thus the need to venture it. indeed there are lots of shops/stores to venture but it was not my forte as i dont really like crowded area and confusing lanes. maybe, i am not prepared for it. however we did some shopping here and as soon as we are done, we took off. no doubts there are loads of stuff selling here. some might enjoy it thou.",,,17,"이 사이트에 대해 많이 이야기 했으므로 벤처해야 할 필요가 있습니다. 실제로 많은 상점 / 상점이 있지만 붐비는 지역과 혼란스러운 차선을 정말 좋아하지 않기 때문에 제 강점은 아닙니다. 어쩌면, 나는 그것에 대한 준비가되어 있지 않습니다. 그러나 우리는 여기에서 약간의 쇼핑을 했다. 그리고 우리가 끝나자 마자, 우리는 이륙했다. 의심 할 여지없이 여기에 판매되는 물건이 많이 있습니다. 일부는 그것을 즐길 수 있습니다."
18,382,382,382,4.0,"namdaemun market is quite a large place, selling a variety of products - clothing, bags, food, etc. if you want something cheap, best come here instead of going to the department stores. also lots of places to sit down and have a coffee or snack.",,,18,"남대문 시장은 옷, 가방, 음식 등 다양한 제품을 판매하는 꽤 큰 곳입니다. 저렴한 것을 원하면 백화점에 가지 말고 여기로 오는 것이 좋습니다. 앉아서 커피나 간식을 먹을 수 있는 장소도 많이 있습니다."
19,387,387,387,1.0,"went during lunch hour under the hot mid day sun. the market in general is covered but the stores are quite cramped and it gets pretty heated. was looking for the counter seats eating area like in gwangjang market, but walked a few rounds and still cannot find it. ended up in some mediocre korea ?쐒estaurant??that sells a range of korea food. so they say jack of all trade master of none, the food was not fantastic and they expect one main dish per pax. if you are there, please walk into a small alley which u see ppl queueing for grilled fish and steam egg. may be a better choice for authentic korea food.",,,19,"뜨거운 한낮의 태양 아래 점심 시간에 갔다. 시장은 일반적으로 덮여 있지만 상점은 매우 비좁고 꽤 뜨거워집니다. 광장 시장에서와 같이 카운터 석 식사 공간을 찾고 있었지만 몇 바퀴를 걸어도 여전히 찾지 못했습니다. 한국 음식의 범위를 판매하는 평범한 한국 ?쐒estaurant?에서 끝났다. 그래서 그들은 모든 무역 마스터의 잭이라고 말하며 음식은 환상적이지 않았고 1 인당 하나의 메인 요리를 기대합니다. 당신이 거기에 있다면, 구운 생선과 증기 계란을 위해 ppl이 줄을 서있는 것을 볼 수있는 작은 골목으로 걸어 가십시오. 정통 한국 음식에 더 나은 선택이 될 수 있습니다."
20,404,404,404,3.0,food and clothing stalls in the middle of the road and stores along the street. place for cheap clothes and local food.,,,20,길 한가운데에는 음식과 옷가게들이 있고 길가에는 상점들이 있습니다. 저렴한 옷과 현지 음식을 파는 곳.
21,410,410,410,4.0,"we visited namdaemun market right as the sun went down, so i'm not sure if some of the stores were getting ready to close for the night, but we still found some awesome deals. my friend bought a cute winter jacket for $5!!! we bought some toddler hanboks for w35000, which is pretty reasonable.",,,21,우리는 해가 질 무렵 남대문 시장을 방문하여 일부 상점이 밤에 문을 닫을 준비를하고 있는지 확실하지 않지만 여전히 멋진 거래를 발견했습니다. 내 친구가 5달러에 귀여운 겨울 자켓을 샀어요!!! 우리는 꽤 합리적인 w35000에 유아 한복을 샀습니다.
22,421,421,421,3.0,"i visited this place to find a special vintage camera, there're lots of stores for that purpose near the sungnyemun gate. the market itself is rather messy, lots of chinese products of all kind. no good souvenirs or fashion clothes. there's a tourist info desk ot far from subway gate 5.",,,22,"특별한 빈티지 카메라를 찾기 위해 이곳을 찾았는데, 숭례문 근처에 그런 용도의 가게가 많이 있습니다. 시장 자체는 다소 지저분하고 모든 종류의 중국 제품이 많이 있습니다. 좋은 기념품이나 패션 의류가 없습니다. 지하철 5번 출구에서 멀지 않은 곳에 관광안내소가 있습니다."
23,442,442,442,5.0,"some stores are closed on sunday. but most of them are open everyday, crowd starts to fill the market around 9am. mostly dry goods and preserved food. there are small restaurants nearby. your ??0,000 can buy a lot of souvenirs.",,,23,"일부 상점은 일요일에 문을 닫습니다. 그러나 대부분은 매일 열려 있으며 군중은 오전 9시경 시장을 채우기 시작합니다. 대부분 건조 식품 및 보존 식품. 근처에 작은 식당이 있습니다. 당신의 ??0,000은 많은 기념품을 살 수 있습니다."
24,470,470,470,5.0,"good to come in the day as you can catch many good deals in the many stores here. fresh food sold in the market, stationary stores , great gift giving ideas all in this one place- a whole sale centre where you can buy almost anything including costume jewellery, wedding gifts, korean handicraft souvenirs etc",,,24,"여기 많은 상점에서 많은 좋은 거래를 잡을 수 있으므로 하루에 오는 것이 좋습니다. 시장에서 판매되는 신선한 음식, 문구점, 멋진 선물을 주는 아이디어가 모두 이 한 곳에서 - 의상 보석, 결혼 선물, 한국 수공예품 기념품 등 거의 모든 것을 살 수 있는 전체 판매 센터"
25,482,482,482,5.0,"i stayed near this traditional market during a recent visit to seoul and visited three times. huge, the place has eight numbered gates; more than 10,000 stores in buildings and stalls; merchandise ranging from flowers to military equipment; and food carts. it seems to be the liveliest in the morning, when i encountered thick crowds, and rather quiet in the late afternoon. the market obviously attracts shoppers, based on the transactions i saw taking place, but also visitors with cameras, soaking up the atmosphere and enjoying photo ops.  i went for the atmosphere but ended up returning to seek out inexpensive souvenirs, such as bookmarks and fans. though i looked at other items, including clothing and accessories, nothing appealed. much better quality can be found in nearby department stores but with higher prices.  my favorite part of the market proved to be the ubiquitous food carts, where vendors prepare all kinds of yummy-looking fare. i finally got in a long line waiting for a hotteok (deep-fried veggie pancake) by gate 2. it took about 20 minutes before i could put my order in and i received the hotteok almost immediately. the cost was 1,000 krw, about $1 u.s. i stood on the street, eating this tasty delight and savoring every bite.  it is easy to get lost in this complex of pedestrian streets and buildings, so i suggest getting a map from the market's information kiosk before starting to explore. enter from gate 2 at namdaemun-ro or gate 5 at toegye-ro. the kiosk stands on the street that connects the two gates, near the souvenir shops.  namdaemun market is easily accessed by subway (lines 1, 2, 4) and many bus lines. it takes about 15 minutes to walk there from seoul station.",,,25,"나는 최근 서울을 방문하는 동안이 전통 시장 근처에 머물렀고 세 번 방문했습니다. 거대하고 그곳에는 8개의 번호가 매겨진 문이 있습니다. 건물 및 포장 마차에 10,000개 이상의 상점; 꽃에서 군사 장비에 이르는 상품; 그리고 음식 카트. 인파가 붐비는 아침에 가장 활기가 넘치고 늦은 오후에는 오히려 한산한 것 같습니다. 내가 본 거래를 기반으로 시장은 분명히 쇼핑객을 끌어들이고 카메라를 들고 분위기를 흡수하고 사진 촬영을 즐기는 방문객도 있습니다. 분위기 보려고 갔는데 책갈피와 부채 같은 저렴한 기념품을 찾으러 다시 돌아왔습니다. 의류와 액세서리를 비롯한 다른 항목을 살펴보았지만 아무 것도 끌리지 않았습니다. 훨씬 더 좋은 품질은 가까운 백화점에서 찾을 수 있지만 가격은 더 높습니다. 시장에서 내가 가장 좋아하는 부분은 판매 업체가 모든 종류의 맛있는 음식을 준비하는 유비쿼터스 식품 카트로 판명되었습니다. 드디어 2번 게이트에서 호떡(채소튀김)을 기다리기 위해 긴 줄을 섰습니다. 주문한지 20분 정도 걸렸고 거의 바로 호떡을 받았습니다. 비용은 1,000원, 약 1달러였습니다. 나는 거리에 서서 이 맛있는 기쁨을 먹고 모든 물기를 음미했습니다. 이 복잡한 보행자 거리와 건물에서는 길을 잃기 쉽기 때문에 탐험을 시작하기 전에 시장 정보 키오스크에서 지도를 구하는 것이 좋습니다. 남대문로 2번출구 퇴계로 5번출구로 진입 키오스크는 기념품 가게 근처의 두 문을 연결하는 거리에 있습니다. 남대문 시장은 지하철(1, 2, 4호선)과 많은 버스 노선으로 쉽게 접근할 수 있습니다. 서울역에서 걸어서 15분정도 걸립니다."
26,486,486,486,5.0,"this market is packed with many locals and tourists. there is an assortment of food and drink (both restaurants and street food), fresh produce, garments and clothes and many others.  there is a portion with many stores selling all sorts of cheap accessories and raw materials to make accessories and embelishments.",,,26,"이 시장은 많은 현지인과 관광객으로 가득합니다. 다양한 음식과 음료(레스토랑과 길거리 음식), 신선한 농산물, 의복, 의류 및 기타 여러 가지가 있습니다. 액세서리와 장식품을 만들기 위해 모든 종류의 값싼 액세서리와 원자재를 판매하는 많은 상점이 있는 부분이 있습니다."
27,490,490,490,5.0,"huge market with various things. all the stores are in their own building. they sell hair accessories, jewellery, kids clothing, ladies clothing and many more. took the metro and stop at seoul station, walked the seoullo walkaway towards namdaemun market",,,27,"다양한 물건이 있는 거대한 시장. 모든 상점은 자체 건물에 있습니다. 헤어 액세서리, 보석, 아동복, 여성복 등을 판매합니다. 지하철을 타고 서울역에서 하차, 남대문시장 방향으로 서울로 산책로를 걸었다."
28,501,501,501,5.0,"there is this old lady (ajumma) who sells almonds and all the real o brownie cheaper than anyone else in seoul. i compared prices across lotte, gs25, 7-11 and all the other stores but hers were the cheapest and has the same expiry date as others.  she was very kind and she offered us to try the almonds of various flavours for free. i took a photo of her stall which i will share once i find it. her shop is very small and narrow along the main street down namdaemun market.",,,28,"서울에서 누구보다 싸게 아몬드와 리얼 브라우니를 파는 아주머니(아줌마)가 있다. 나는 롯데, gs25, 7-11 및 다른 모든 상점의 가격을 비교했지만 그녀의 상점이 가장 저렴하고 다른 상점과 만료 날짜가 같습니다. 그녀는 매우 친절했고 그녀는 우리에게 다양한 맛의 아몬드를 무료로 시험해 보겠다고 제안했습니다. 나는 내가 그것을 찾으면 공유 할 그녀의 마구간 사진을 찍었습니다. 그녀의 가게는 남대문 시장의 큰 길을 따라 매우 작고 좁습니다."
29,509,509,509,4.0,we visited this market on our last day; my husband got a good quality souvenir t-shirt for just $4. there?셲 a lot of junk but it?셲 fun to look around and plenty of places to eat or grab a coffee. the information center near gate 5? turned out to be two people standing around handing out maps which were very useful. there?셲 a good stationery store on the aptly named stationery street and a ton of camera stores all on one street.,,,29,우리는 마지막 날에 이 시장을 방문했습니다. 남편은 단돈 4달러에 좋은 품질의 기념품 티셔츠를 얻었습니다. 거기?셲 잡동사니가 많지만 그것?셲 둘러보는 재미와 먹을 곳이나 커피를 마실 수 있는 곳. 5번 게이트 근처 인포메이션 센터? 매우 유용한 지도를 나눠주는 주위에 서 있는 2명의 사람으로 밝혀졌다. 셲 문구점이라는 이름에 걸맞게 좋은 문구점과 수많은 카메라 가게가 한 거리에 있습니다.
30,518,518,518,5.0,"not much english is spoken here but you can easily point and they'll understand what you want. there are so many different stores, such as fresh food, dumplings (these are a must!), trinkets and there's this one little cart at one of the entrances where there is usually a massive line for either a sweet or savoury bun. i waited in line, and the vegetable noodle bun i bought was delicious on my empty stomach. you can really spend hours here and i'd highly recommend visiting.",,,30,"여기에서는 영어를 많이 사용하지 않지만 쉽게 가리킬 수 있으며 원하는 것을 이해할 수 있습니다. 신선한 음식, 만두(필수품입니다!), 장신구와 같은 다양한 상점이 있으며 입구 중 하나에 이 작은 카트가 하나 있습니다. 일반적으로 달콤하거나 짭짤한 롤빵을 위한 엄청난 줄이 있습니다. 줄을 서서 기다렸는데 제가 사온 야채면만두는 빈속에 맛있었습니다. 여기에서 몇 시간을 보낼 수 있으며 방문하는 것이 좋습니다."
31,525,525,525,5.0,"i really like this place. people are so friendly and there are many street shops where you can buy souvenirs and eat. there is a mandu place inside the market that is really good and really cheap. you have to go there. they give you 5 mandu for 3000 won and you will have side ?⑤т吏? for free and water. there are many tourists so, sometimes make sure to ask for a discount in some stores.",,,31,"나는 이 장소를 정말로 좋아한다. 사람들은 매우 친절하고 기념품을 사고 먹을 수 있는 많은 거리 상점이 있습니다. 시장 안에 정말 맛있고 정말 저렴한 만두집이 있습니다. 당신은 거기에 가야합니다. 3,000원에 만두 5개를 주는데 사이드는 ?⑤т吏? 무료 및 물. 관광객이 많기 때문에 일부 매장에서 할인을 요청하는 경우가 있습니다."
32,557,557,557,3.0,"we went here for clothes shopping. store owners do not allow you to try on the clothes they are selling, so having a tape measure with us helped us to decide whether an item was the right size. a lot of the stalls were pretty expensive though (we spent most of the time by the clothing buildings near hoehyoen station, exit 5). just found less than a handful of stores with the prices we were looking for, and ended up with a couple purchases. even in the summer, there were still stores by the road selling fur coats! would have wanted to spend more time exploring, but the heat of the day got to us.  there's a lot of stores selling dried fruits, vegetables, even meat! i saw dried okra, dried peppers, dried strawberries, dried octopus (both spicy and not spicy)... the choices were endless!  there's a road with stores selling stationery, wrapping paper and gift bags that had pretty attractive options. we saw a couple of skincare stores as well in the area - not sure if the prices are good compared to myeongdong. there are information booths, but the one we saw was closed during lunch break.",,,32,"우리는 옷 쇼핑을 위해 여기에 갔다. 상점 주인은 판매하는 옷을 입어보는 것을 허용하지 않으므로 줄자를 가지고 있으면 품목이 올바른 크기인지 결정하는 데 도움이 되었습니다. 많은 포장 마차가 꽤 비쌌습니다 (우리는 대부분의 시간을 회현역 5번 출구 근처 의류 건물 옆에서 보냈습니다). 우리가 찾고 있던 가격으로 소수의 상점을 찾았고 몇 가지 구매로 끝났습니다. 여름에도 길가에는 모피 코트를 파는 가게가 있었다! 탐험하는 데 더 많은 시간을 보내고 싶었지만 한낮의 더위가 우리에게 다가왔습니다. 말린 과일, 야채, 심지어 고기까지 판매하는 상점이 많이 있습니다! 나는 말린 오크라, 말린 고추, 말린 딸기, 말린 문어 (매운맛과 매운맛이 아닌)를 보았습니다. 선택은 끝이 없었습니다! 꽤 매력적인 옵션이 있는 문구, 포장지 및 선물 가방을 판매하는 상점이 있는 도로가 있습니다. 우리는 그 지역에 두 개의 스킨케어 매장도 보았고 명동에 비해 가격이 좋은지 잘 모르겠습니다. 안내소가 있지만 우리가 본 것은 점심시간에 문을 닫았다."
33,570,570,570,2.0,this area is older and smaller. many small stores filled with stuff. the inside of the buildings are even worse. people have crammed their wares into a small area and sit like a flea market for you to come by. it?셲 neat to see but nothing seemed light to buy. at one point i used the bathroom which was a hole in the ground. cool to walk through but lower quality options.,,,33,이 지역은 더 오래되고 작습니다. 물건으로 가득 찬 많은 작은 상점. 건물 내부는 더 심각하다. 사람들은 자신의 상품을 작은 공간에 쑤셔 넣고 벼룩시장처럼 자리에 앉았습니다. 그것은? 셲 보기에는 깔끔하지만 살만한 것이 없어 보였다. 어느 시점에서 나는 땅에 구멍이었던 욕실을 사용했습니다. 걷기에는 시원하지만 품질이 낮은 옵션.
34,574,574,574,4.0,"our hotel was just 10 mins away, so we usually go through the namdaemun market everyday. it?셲 one big market that sells the same or similar things. the market was confusing at first since every stores looked alike, but after a few times of getting lost we finally figured out the directions. from this market is about another 8-10 mins walk to the other popular m market. there were also a few food stands but not sure if it?셲 good or not.",,,34,우리 호텔이 10분 거리에 있어서 남대문 시장을 매일 들락거린다. 셲 동일하거나 유사한 물건을 판매하는 하나의 큰 시장. 가게마다 모양이 비슷해서 처음에는 시장이 혼란스러웠지만 몇 번을 헤매다 결국 방향을 알아냈습니다. 이 시장에서 다른 인기 있는 m 시장까지 도보로 약 8-10분이 소요됩니다. 음식 노점도 몇 개 있었지만 그것이 좋은지 아닌지 확실하지 않습니까? 셲.
35,613,613,613,5.0,"loved the assortment of shops here! from the street stalls to the stores inside multistorey building, every shopper should be able to find something to take home! besides clothing and cosmetics, there are entire levels selling ladies' accessories, clothing, cooking ware, home decor, artificial flowers, etc. if you are a keen shopper, you will need to plan easily 2-4 hours here. there is also at least 2 side streets selling local korean dishes.",,,35,"여기의 다양한 상점을 좋아했습니다! 노점에서 다층 건물 내부의 상점에 이르기까지 모든 쇼핑객은 집에 가져갈 것을 찾을 수 있어야 합니다! 의류 및 화장품 외에도 여성용 액세서리, 의류, 조리 도구, 가정 장식, 조화 등을 판매하는 전체 레벨이 있습니다. 쇼핑을 좋아하는 사람이라면 여기에서 2-4시간을 쉽게 계획해야 합니다. 현지 한국 요리를 판매하는 적어도 2개의 골목이 있습니다."
36,625,2,2,5.0,i think it is the largest arcade town in asia in addition it is good that it is divided into specialty stores for each area,,,36,아시아에서 가장 큰 아케이드 타운인 것 같아요 또한 지역별로 전문점으로 나누어져 있는 것도 좋은 것 같아요
37,642,19,19,5.0,"unfortunately on the second day of the lunar year, apart from the street food stalls and restaurants, only like 5 fruit stores and stores selling souvenirs and other things were open. we managed to get some probably overpriced kitchenware.  amongst the four streets in the market, three were on food. the vibrant food stalls were interesting to visit. and yes, the benches were “hot”. the ladies and men serving were nice and there was menu in english, chinese and japanese. we also saw chinese translators seemingly from the tourist associations standing by.  should visit",,,37,"안타깝게도 음력 2월 2일에는 길거리 노점과 식당을 제외하고 과일가게와 기념품 등을 파는 가게가 5곳 정도만 문을 열었다. 우리는 그럭저럭 아마도 비싼 주방용품을 구할 수 있었습니다. 시장에 있는 4개의 거리 중 3개가 음식을 먹고 있었습니다. 활기찬 음식 포장 마차는 방문하는 것이 흥미로웠습니다. 그리고 예, 벤치는 ""뜨거웠다"". 서빙하는 여성과 남성은 좋았고 영어, 중국어 및 일본어 메뉴가있었습니다. 우리는 또한 관광객 협회에서 겉보기에 서 있는 중국어 번역가를 보았다. 방문해야"
