,level_0,index,Unnamed: 0,STAR,CONTENT,index,NAME,index,번역
10,329,329,329,4.0,it was sunday a quick explore to seoul cityhall area landed us at this palace we had a free english tour by youth professionals offering a good explanation of the palace only available on weekends look out for them dressed in orange,329,덕수궁,10,일요일이었다 서울 시청 지역에 대한 빠른 탐험이 우리를 이 궁전에 착륙시켰습니다 우리는 주말에만 제공되는 궁전에 대한 좋은 설명을 제공하는 청소년 전문가들에 의해 무료 영어 투어를 받았습니다 주황색 옷을 입은 그들을 조심하십시오
11,332,332,332,4.0,very nice and historical temple many things to see and nice areas to just walk around in definitely a must when you visit seoul,332,덕수궁,11,매우 훌륭하고 역사적인 사원 서울을 방문할 때 꼭 들러야 할 볼거리와 산책하기 좋은 곳
12,344,344,344,4.0,the changing of the guards ceremony was quite elaborate and more detailed than that of the larger gyeongbokgung palace unfortunately the viewing area was smaller so it was hard to enjoy all the pageantry drills and musical instruments the grounds of this palace are adjacent to the city hall so one sees the contrast of the modern and traditional buildings,344,덕수궁,12,경복궁의 교대식은 큰 경복궁에 비해 상당히 정교하고 자세하게 진행되어 아쉽게도 관람면적이 협소하여 경복궁 경내와 시청이 인접해 있어 모든 미인대회와 악기를 감상하기 어려웠다. 현대 건물과 전통적인 건물의 대조를 봅니다.
13,357,357,357,3.0,this is a smaller palace and area very pretty if you want a smaller experience than gyeongbokdung palace,357,덕수궁,13,경복궁보다 작은 경험을 원한다면 이것은 작은 궁전이며 매우 예쁜 지역입니다.
14,363,363,363,5.0,deoksugung palace is a relatively modern royal palace closely associated with king gojong under oppression by japanese rulers the palace has classy buildings and ground as well as wooded areas although this palace is not as popular with foreign tourists as changdeokgung palace and gyeongbokgung palace this deoksugung palace is well worth a visit especially because it is so conveniently located in the city center across the city hall acting as a peaceful oasis for relaxation and reflection you can also visit national museum of modern and contemporary art in the palace compound the changing of the royal guards take place in front of daehanmun gate which is quite colorful and popular ritual for many visitors and passersby metro stop city hall stop for lines 1  2 as well many bus stops are close to the palace gate,363,덕수궁,14,"덕수궁은 일본 통치자들의 억압을 받고 있던 고종과 밀접한 관련이 있는 비교적 현대적인 왕궁으로, 이 궁은 창덕궁과 경복궁만큼 외국인 관광객들에게 인기가 없지만 이 덕수궁은 고상한 건물과 대지, 숲이 우거진 지역이 있습니다. 특히 시청을 가로질러 도심에 편리하게 위치해 있어 휴식과 반성을 위한 평화로운 오아시스 역할을 하기 때문에 방문할 가치가 있습니다. 왕궁 안에 있는 국립현대미술관도 방문할 수 있습니다. 왕실 근위병 교대식 소요 많은 방문객과 행인에게 인기있는 매우 화려하고 인기있는 의식인 대한문 앞 장소 지하철 정류장 1 2 호선 시청 정류장뿐만 아니라 많은 버스 정류장이 궁전 문과 가깝습니다"
15,364,364,364,4.0,this palace is a definite to see if in the area the compound is relatively small so you would only need to spend an hour or two here pretty gardens and nice quite spot in the heart of seoul,364,덕수궁,15,이 궁전은 그 지역에서 화합물이 상대적으로 작은지 확인하기 위해 확실하므로 서울 중심부의 예쁜 정원과 멋진 장소에서 한 두 시간만 보내면 됩니다.
16,365,365,365,4.0,this is a relatively small park and i will recommend coming here during the change of guard for photo opportunity  apart from that it is a nice and relaxing place to take a stroll in the area and view both traditional and modern architecture within a single location,365,덕수궁,16,이것은 비교적 작은 공원이며 사진 기회를 위해 경비 교대 중에 여기에 오는 것이 좋습니다. 지역을 산책하고 단일 위치에서 전통 및 현대 건축물을 모두 볼 수있는 멋지고 편안한 장소입니다.
17,366,366,366,3.0,very convenient to the cbd area and a short walk from some of the major hotels lacks information and signage to give a feel for how the place looked in its prime and how the place was used odd collection of buildings of various ages some in traditional style and some in western read brutalist ugly style worth a visit but 30 minutes probably all you need,366,덕수궁,17,"cbd 지역에 매우 편리하고 주요 호텔 중 일부에서 짧은 도보 거리에 장소가 어떻게 생겼는지, 장소가 어떻게 사용되었는지에 대한 느낌을 줄 정보와 간판이 부족합니다. 서양의 일부는 방문할 가치가 있는 잔인한 추악한 스타일을 읽지만 30분이면 충분할 것입니다."
18,411,411,411,5.0,the palace is located right in the heart of seoul it is a nice respite from the busy urban area be sure and attend one of the changing of the guard ceremonies,411,덕수궁,18,궁전은 서울의 중심부에 위치하고 있습니다. 바쁜 도시 지역에서 좋은 휴식을 취하고 근위병 교대식에 참석하십시오.
19,418,418,418,4.0,i choose to see the changing guard ceremony in smaller palace because less people than in bigger palace like gyeongbokgung palace and its more comfortable for me since travelling with a baby it was more than i expected the ceremony was great i can watch whole ceremony without difficulty because i am not that tall they asked foreigner to hit the gong and asked them to wear hanbok during the ceremony they were also hanbok free to wear near the ceremony area you can wear them for free but not all tourist is permitted they see how tall you are so their hanbok is not being walked on hanbok,418,덕수궁,19,나는 경복궁과 같은 큰 궁전보다 사람이 적고 아기와 함께 여행하기 때문에 더 편안하기 때문에 작은 궁전에서 수호식을보기로 선택했습니다. 예상보다 예식이 좋았습니다. 나는 키가 크지 않습니다. 그들은 외국인에게 징을 치라고 요청하고 의식 중에 한복을 입으라고 요청했습니다. 그들은 또한 의식 장소 근처에서 무료로 입을 한복이었습니다. 무료로 입을 수 있지만 모든 관광객이 허용되는 것은 아닙니다. 키가 얼마나되는지 볼 수 있습니다. 그래서 그들의 한복은 한복을 입고 있지 않습니다.
20,450,450,450,5.0,there is a great changing of the guards ceremony at around 11 am it is absolutely worth it the palace grounds are beautiful with many nice areas to take pictures especially in the gardens surrounded by skyscrapers its definitely a nice natural and historical haven right in the middle of the city,450,덕수궁,20,오전 11시경에 근위병 교대식이 있습니다. 그만한 가치가 있습니다. 궁전 부지는 특히 고층 빌딩으로 둘러싸인 정원에서 사진을 찍을 수 있는 많은 멋진 지역이 있어 아름답습니다. 도시
21,456,456,456,4.0,i have been to seoul in november 2015 in good weather although its cloudy and some time rainy however very enjoyable if you have fear to get wet by rain bring an umbrella with you  this ancient palace is located in seoul city surrounded by the modern urban infrastructure it is near to the city hall station subway the palace belong to the joseon dynasty you will feel very nice after entering inside most of the area is surrounded by the plantation and in autumn seasons different shades of maples pleasing the viewers the nature lovers will definitely love this place  in a very big compound there are different types of building of 15th  16th century people who like to visit historical places  attraction this place is definitely worth to visit for close attention and details you should have sufficient time considering the opening and closing of the palace there is museum inside basement 1st and 2nd floor and to visit the place prior reservation is required via deoksugung homepage,456,덕수궁,21,"나는 2015년 11월에 좋은 날씨에 서울에 다녀왔습니다. 비록 흐리고 가끔 비가 내리지만 매우 즐겁습니다. 비에 젖는 것이 두렵다면 우산을 가지고 가세요. 이 고궁은 서울에 위치하고 있습니다. 시청역 지하철과 가깝습니다. 조선시대 궁전 내부에 들어서면 매우 기분이 좋을 것입니다. 대부분의 지역이 농장으로 둘러싸여 있으며 가을철에는 다양한 단풍나무 그늘이 시청자를 즐겁게 합니다. 자연을 사랑하는 사람들은 분명히 이곳을 좋아할 것입니다. 매우 큰 복합 건물에 여러 유형의 15세기 건물이 있습니다. 16세기 사람들은 역사적인 장소를 방문하기를 좋아합니다. 매력 이 곳은 세심한 주의와 세부 사항을 위해 방문할 가치가 있습니다. 궁전의 개장과 폐쇄를 고려할 때 충분한 시간이 있어야 합니다. 박물관 지하 1, 2층 내부이며 관람은 덕수궁 홈페이지를 통한 사전 예약 필수"
22,499,499,499,4.0,this is a nice place but there are bigger palaces in the city 1000 won very reasonable admission nice to take a stroll down to myeung dong area from here,499,덕수궁,22,이것은 좋은 곳이지만 도시에 더 큰 궁전이 있습니다 1000 원 매우 합리적인 입장료 여기에서 명동 지역까지 산책하기에 좋습니다
23,506,506,506,3.0,my parents and i visited this medium sized palace on a sunny day and we saw the changing of the guards parade which was quite interesting although it gets draggy after a while you can take photos with the guards at the entrance and if you have children the guard will pose for you as well unlike the stiff royal guards at the tower of london this place is for you if you enjoy photography of architecture and outdoors there is a cafe and resting areas within the compound but there are lots more eateries including dunkin donuts just outside the entrance you can find a seat there facing the entrance and when the changing of guards ceremony starts you can enjoy the whole ritual while you munch your donuts but chances are the tourists will block your view there is a contemporary art museum located within the compound and also another historical building inside but i found the former a little boring and the latter only allows guided tours at specific hours which you need to book in advance because of restrictions in group size,506,덕수궁,23,부모님과 나는 화창한 날이 중형 궁전을 방문했으며 잠시 후 지루하지만 입구에서 경비원과 사진을 찍을 수 있으며 경비원이있는 경우 경비원 교대식을 보았습니다. 런던 타워의 뻣뻣한 로얄 가드와 달리이 장소는 건축 사진과 야외 활동을 즐기는 당신을위한 곳입니다. 구내에는 카페와 휴식 공간이 있지만 바로 바깥에 던킨 도넛을 포함한 더 많은 식당이 있습니다. 입구는 입구를 향한 자리를 찾을 수 있으며 근위병 교대식이 시작되면 도넛을 씹는 동안 전체 의식을 즐길 수 있지만 관광객들이 시야를 차단할 가능성이 있습니다. 또한 내부의 또 다른 역사적인 건물이지만 전자는 약간 지루하고 후자는 사전에 예약해야 하는 특정 시간에만 가이드 투어를 허용합니다. 그룹 크기 제한 사용
24,518,518,518,5.0,my aunt and i came upon this little place by accident we were actually trying to catch the metro for another palace the interesting thing about this palace is that its remains lie across the street from seoul city hall where there is always a concert or market or something going on when you walk in the palace itself is just beyond the trees and paths of greenery the designs of the palace itself are those that one sees in all the palaces flowers with bright colors and repetition of all the designs as you walk further into the area you come across a museum of art which is separated from the palace by a little pond with a fountain the hustle and bustle of the street and city beyond the palace walls all but disappears its crazy to have the two contrasts of old meets new in this small area,518,덕수궁,24,이모와 나는 우연히이 작은 장소에 왔습니다 우리는 실제로 다른 궁전으로 지하철을 타려고했습니다이 궁전에 대한 흥미로운 점은 그 유적이 항상 콘서트 나 시장 등이있는 서울 시청 건너편에 있다는 것입니다 궁전 자체를 걸을 때 진행되는 것은 나무와 녹음의 길 바로 너머에 있습니다. 궁전 자체의 디자인은 모든 궁전에서 볼 수 있는 것입니다. 분수가 있는 작은 연못으로 궁전과 분리되어 있는 미술관을 마주하게 됩니다. 궁전 벽 너머의 거리와 도시의 번잡함과 번잡함은 모두 사라지지만 이 작은 공간에서 옛 것의 두 가지 대조가 새로운 것을 만나는 것은 미친 짓입니다. 지역
25,554,554,554,3.0,situated in city hall station exit1 area an admission 1 adult fee it costs 1000 krw ; the palace itself combined with seoul national museum building and the old council parliamant which now transform a place to exhibit for korean kings western resident style; there are many complex elegants room display such as main lobby hall; bedroom; librarydining room etc for guide information service visitor must do letter for group permission tour individual audio various languages provided at registration counter,554,덕수궁,25,시청역 1번 출구 구역에 위치 입장료 성인 1인 요금 1000원 ; 궁전 자체는 서울 국립 박물관 건물과 결합되어 현재 한국 왕을 위한 전시 장소를 서양식 거주 스타일로 변형시킵니다. 메인 로비 홀과 같은 복잡한 우아한 객실 디스플레이가 많이 있습니다. 침실; 도서관 안내 안내 서비스를 위한 식당 등 단체관람은 서신을 하셔야 합니다 개별 오디오 등록 카운터에서 제공되는 다양한 언어
26,558,558,558,4.0,it is a welcome experience to see the changing colors of autumn in parks and palaces and in areas surrounded by flowers and trees one beautiful place to visit is deoksugung palace a very nice attraction in the middle of the city we wanted to see the trees and the leaves and walk around the whole place and feel the cold wind and the cozy ambience we werent disappoined we got what we came for we even played with the fallen leaves on the ground and took lots and lots of photos its even more exciting because we got to wear a hanbok for free even for just a very limited time there was the usual changing of the guards ceremony which we didnt watch anymore because we saw them in another palace before outside there are restaurants where you could eat and rest after hours of walking around the palace,558,덕수궁,26,"공원과 궁전, 그리고 꽃과 나무로 둘러싸인 지역에서 가을의 변화하는 모습을 보는 것은 환영할만한 경험입니다. 방문할 아름다운 곳 중 하나는 덕수궁입니다. 나뭇잎을 타고 사방을 산책하고 차가운 바람과 아늑한 분위기를 느끼고 실망하지 않았습니다. 우리는 우리가 온 것을 얻었습니다. 우리는 심지어 땅에 떨어진 낙엽을 가지고 놀고 많은 사진을 찍었습니다. 매우 제한된 시간 동안이라도 한복을 무료로 착용하십시오. 우리는 다른 궁전에서 그들을 보았 기 때문에 더 이상 보지 않은 일반적인 근위병 의식이있었습니다. 밖에서 몇 시간 동안 산책 한 후 먹고 쉴 수있는 레스토랑이 있습니다. 궁전"
27,567,567,567,5.0,beautiful grounds had a very enjoyable time walking through definitely worth a visit if you are in the area,567,덕수궁,27,아름다운 땅은 당신이 그 지역에 있다면 방문할만한 가치가있는 매우 즐거운 시간을 보냈습니다.
28,574,574,574,4.0,just strolling around the area sightseeing and poof  out comes a palace out of nowhere love how you can randomly find something like this out of nowhere and be in awe it was also good timing as they were doing the changing of the guard so relax and enjoy the show by the way  i was alone and kinda wandered into the exit side of the entrance and ended up inside the palaceso if youre alone wink wink  not sure if theres a fee to get in but feel free to wander and explore that side of the entrance,574,덕수궁,28,이 지역을 산책하고 관광하다가 갑자기 궁전이 나온다 그건 그렇고 나는 혼자 있었고 입구의 출구 쪽을 헤매다가 결국 궁전 안으로 들어갔다.그래서 혼자라면 윙크 윙크 입장료가 있는지 확실하지 않지만 자유롭게 방황하고 입구 쪽을 탐험하십시오.
29,577,577,577,3.0,its nice to found such historical and cultural place in the middle of the city here you can see the history of the place and found the museum inside the palace area also theres a small pathway outside the palace that famous because of the view and the story behind it,577,덕수궁,29,"도시 한가운데에 이러한 역사적, 문화적 장소를 발견하는 것이 좋습니다. 장소의 역사를 볼 수 있고 궁전 지역 내부에 박물관을 찾을 수 있습니다. 또한 전망과 비하인드 스토리로 인해 유명한 궁전 외부의 작은 통로가 있습니다. 그것"
30,589,589,589,3.0,heres a complete link to my review ii deoksugung means palace of virtuous longevity it is actually one of the four main palaces of korea during the joseon dynasty if you have been to the other four palaces \xe2\x80\x93 gyeongbokgung changdeokgung and changgyeonggung you might feel like theres no need to visit this place anymore because it may look just the same but no it isnt in fact when i entered the area i was amazed how perfectly the traditional korean palace erect alongside a european structured museum  since we just had our lunch around the area we just walked from kto headquarters to the palace however the fastest and easiest way to get here is through the subway you have to get off at city hall  exit no 2  httpsplurkwordpresscom20140517mission1triptodeoksugungeb8d95ec8898eab681andstonewallwalkwayeb8f8ceb8bb4eab8b8,589,덕수궁,30,여기 내 리뷰에 대한 완전한 링크가 있습니다 ii 덕수궁은 유덕한 장수의 궁전을 의미합니다. 다른 네 궁에 가본 적이 있다면 실제로 조선 왕조 동안 한국의 4대 궁궐 중 하나입니다 \xe2\x80\x93 경복궁 창덕궁과 창경궁 똑같아 보일 수 있기 때문에 더 이상 이곳을 방문할 필요가 없다고 생각합니다. 하지만 사실은 아닙니다. 제가 이 지역에 들어갔을 때 저는 우리가 방금 점심을 먹은 이후로 유럽식 구조의 박물관 옆에 한국 전통 궁이 얼마나 완벽하게 세워져 있는지 놀랐습니다. 우리가 kto 본사에서 궁전까지 방금 걸어온 지역이지만 여기에 오는 가장 빠르고 쉬운 방법은 지하철을 이용하는 것입니다. 시청 2번 출구에서 내려야 합니다.
31,597,597,597,5.0,following our visit to gyeongbokgung and changdeokgung we had some time to visit deoksugung the history of this palace is covered extensively elsewhere and all the practical information required is in the excellent kto page httpenglishvisitkoreaorkrenusisi_en_3_1_1_1jspcid264316  we bought an integrated ticket of palaces which covers changdeokgung changgyeonggung deoksugung gyeongbokgung and jongmyo shrine this was excellent value at 10000 won  after the history lessons at the first two much larger palaces we did not join a tour as the palace is small enough to wander around independently with notes from your guidebook it is situated in delightful gardens with many seats dotted around so you can bring a picnic or rest your weary feet if you have been shopping too much in the nearby area  there is also a changing of the guards ceremony at this palace and the national museum of contemporary art is in the same compound  although this palace is not as big as gyeongbokgung and changdeokgung i gave it a five star rating because of its convenient location right in the centre of a shopping area which means you can just pop in for a quick visit and get some history and culture along with some art as well,597,덕수궁,31,경복궁과 창덕궁을 방문한 후 덕수궁을 방문하는 시간을 가졌습니다. 이 궁의 역사는 다른 곳에서 광범위하게 다루어지며 필요한 모든 실용적인 정보는 우수한 kto 페이지 httpenglishvisitkoreaorkrenusisi_en_3_1_1_1jspcid264316에 있습니다. 종묘 이것은 처음 두 개의 훨씬 더 큰 궁전에서 역사 수업을 마친 후 10000 원의 훌륭한 가치였습니다. 궁전은 가이드 북의 메모와 함께 독립적으로 돌아 다닐 수있을만큼 작기 때문에 투어에 참여하지 않았습니다. 많은 좌석이있는 쾌적한 정원에 위치하고 있습니다 소풍을 가져오거나 주변에서 쇼핑을 했다면 지친 발을 쉴 수 있도록 여기저기 흩어져 있지만 이 궁전에서 근위병 교대식이 있고 국립현대미술관이 같은 건물에 있습니다. 궁은 경복궁과 창덕궁만큼 크지 않다. 나는 쇼핑 지역의 중심에 바로 위치한 편리한 위치 때문에 별 5개를 주었습니다.
32,613,613,613,5.0,just across the street from the city hall plaza where there are often events being held this little palace is a must visit while in the area the park inside is beautiful and the walks around provide a respite away from the busy city outside of the gates there is also a changing of the guard ceremony here that is an extra treat to catch,613,덕수궁,32,행사가 자주 열리는 시청 광장 바로 건너편에 있는 이 작은 궁전은 꼭 방문해야 하는 곳입니다. 공원 내부는 아름답고 주변 산책은 바쁜 도시에서 벗어나 성문 밖에서 휴식을 취할 수 있는 곳입니다. 또한 잡기위한 여분의 대접 인 경비 의식 변경
33,624,624,624,4.0,one of koreas grand palaces its located near city hall which probably explains the police presence the changing of the guards happen at around 11am and 2pm make sure you catch it since its a treat with men in period costumes performing the ceremony accompanied by martial drums and voice over annotations in korean and english so youll understand whats going on you dont have to pay the 1000 won entrance to witness it since it is happening outside the gates but dont scrimp on the entrance fee as inside is a peaceful and expansive compound housing temples retainer housing royal buildings including two western style buildings that wont be out of place in europe or washington dc  there are even replicas of an ancient artillery piece that fires multiple arrows and a water clock shaped like a bell lots of photo opportunities in this area and its not too crowded,624,덕수궁,33,경찰의 존재를 설명할 수 있는 시청 근처에 위치한 한국의 왕궁 중 하나는 오전 11시와 오후 2시에 경호원 교대식을 합니다. 한국어와 영어로 된 주석을 통해 무슨 일이 일어나고 있는지 이해할 수 있도록 정문 밖에서 일어나고 있기 때문에 1000 원의 입장료를 지불 할 필요가 없지만 내부는 평화 롭고 광대 한 복합 주택 사원 가옥이기 때문에 입장료를 절약하지 마십시오. 유럽이나 워싱턴 DC에서 어울리지 않는 두 개의 서양식 건물을 포함한 왕실 건물 여러 개의 화살을 발사하는 고대 포병의 복제품과 종 모양의 물시계도 있습니다. 붐비는
34,631,631,631,4.0,be aware of time if you want to see changing of the guard with traditional soldiers which can be organized at around 300pm beside historical building some modern buildings inside makes this place very interesting mix of western and korean style  my trip was in the end of october when the almond trees surround the palace banks dyed yellow fall colors i admired the most beautiful time of the palace at this time the streets doldamgil the area around the palace as well jeongdong church is worth a visit  the entrance fee is so cheap just us1,631,덕수궁,34,유서 깊은 건물 옆에 오후 300시경에 조직될 수 있는 전통적인 군인의 근위병 교대식을 보고 싶다면 시간을 주의하세요. 궁궐을 둘러싸고 있는 아몬드 나무 가을 단풍 이맘때 궁궐의 가장 아름다운 시절을 동경했던 거리 돌담길 궁궐 주변과 정동교회도 가볼만하다 입장료가 너무 저렴하다 그냥 us1
35,633,633,633,4.0,this was our first stop in seoul as we timed it perfectly to see the 3pm changing of the guard with traditional soldiers its also right across from the city hall which at the time had a massive riot police reinforced demonstration korean style so you may get to see 1000 riot police while watching this 15 min ceremony  great first sight visit for us and the palace inside is very quaint had some western buildings inside which makes this place very interesting mix of western and korean style only costs 1000won to get in and if you are in this area definitely worth seeing  but ideally you time this with the changing of the guard ceremony although you will see this at the other main palace as well  walking distance to the outdoor namdaemung market and south gate so ideally you combine this with those visits,633,덕수궁,35,이것은 오후 3시에 전통적인 군인들과 함께 경비원 교대식을 보기 위해 완벽하게 시간을 맞춘 서울의 첫 번째 정류장이었습니다. 시청 바로 맞은편에는 당시 대규모 진압 경찰이 있었던 한국식 시위가 있었기 때문에 볼 수 있었습니다. 이 15분 행사를 보는 동안 1000명의 진압 경찰이 우리를 위한 멋진 첫눈에 반하고 궁전 내부는 매우 기이합니다. 내부에는 서양식 건물이 있어서 이곳을 서양식과 한국식의 매우 흥미로운 혼합으로 만드는 데 들어가는 비용은 1000원입니다. 이 지역은 확실히 볼 가치가 있지만 이상적으로는 다른 본궁에서 볼 수 있지만 야외 남대문 시장과 남문까지 도보 거리에 있으므로 이상적으로이 방문과 결합하는 것이 이상적입니다.
36,637,637,637,4.0,deoksugung is located across from city hall and is a very quiet attraction when not visiting during the changing of the guard the cost is only 1000 won and is a nice relaxing area to walk around with a little gallery located on the grounds  well worth the admission,637,덕수궁,36,덕수궁은 시청 건너편에 있으며 경비교대 중 방문하지 않을 때 매우 조용한 명소입니다 비용은 단 1000원이며 입장료가 충분한 경내에 작은 갤러리가 위치하여 산책하기에 좋은 휴식 공간입니다
