,level_0,index,Unnamed: 0,STAR,CONTENT,index,NAME,index,번역
10,18070,10,10,5.0,if you looking for an amusement park maybe it is not a best choice but they have a great park including a zoo and a botanical gardenwhich are free,18070,어대공,10,놀이 공원을 찾고 있다면 최선의 선택은 아니지만 동물원과 식물원이 무료로 제공되는 멋진 공원이 있습니다.
11,18072,12,12,5.0,as the name says truly a grand park for children it has got water fountains amusement park zoo museum futsal and many more things for children it has got wonderful passage with beutiful cherry blossom on sideways ,18072,어대공,11,이름에서 알 수 있듯이 어린이를위한 진정한 대공원 분수대가 있습니다. 놀이 공원 동물원 박물관 풋살 및 어린이를위한 더 많은 것들이 있습니다. 옆으로 아름다운 벚꽃이있는 멋진 통로가 있습니다.
12,18075,15,15,5.0, a wonderful park and zoo there is nothing to compare with yet were here for the second time and a lot of impressions not only for children ,18075,어대공,12,아직 비교할 수 없는 멋진 공원과 동물원이 두 번째로 이곳에 있었고 아이들뿐만 아니라 많은 감동을 받았습니다.
13,18081,21,21,5.0, i think ive been there before the 1988 olympics but this time around its really nice for a family outing its good for a leisurely walk and the zoo is free but the animals are diverse and the facilities are ,18081,어대공,13,나는 1988 올림픽 전에 거기에 있었던 것 같아요. 그러나 이번에는 가족 나들이에 정말 좋습니다. 한가롭게 산책하기에 좋고 동물원은 무료이지만 동물은 다양하고 시설은
14,18082,22,22,4.0, although the weather was hot we had so much fun at the zoo and amusement park there was a fountain and plenty of places to sit and eat ,18082,어대공,14,날씨는 더웠지만 동물원과 놀이동산에서 너무 즐거웠어요 분수도 있고 앉아서 먹을 곳도 많았어요
15,18087,27,27,5.0, ive been there before and its so good the zoo was free and well maintained everyone was fine except for the elephants the elephants were free and looked old so they looked a little sad ,18087,어대공,15,나는 전에 거기에 있었고 동물원은 무료이고 잘 관리되어있어 코끼리를 제외하고는 모두 괜찮 았습니다. 코끼리는 무료이고 늙어 보였으므로 조금 슬퍼 보였습니다.
16,18091,31,31,5.0, it is a place that gives the value of living in seoul good access to public transportation spacious and sufficient natural space and even the zoo since its free it doesnt get any better than this its perfect ,18091,어대공,16,서울 생활의 가치를 주는 곳 대중 교통의 좋은 접근성 넓고 충분한 자연 공간과 동물원조차도 무료이기 때문에 이보다 더 좋을 수 없습니다 완벽합니다
17,18093,33,33,5.0, i waited a long time but it was so much fun there is also a zoo ,18093,어대공,17,많이 기다렸는데 동물원도 있어서 너무 재밌었어요
18,18095,35,35,5.0, delicious food fun rides botanical garden zoo very good for children to play ,18095,어대공,18,맛있는 음식 재미있는 놀이기구 식물원 동물원 아이들이 놀기에 아주 좋습니다.
19,18098,38,38,5.0, its a great way to spend time with your kids there is no entrance fee so you can visit the zoo and botanical gardens its perfect when you dont have a place to go because you only pay for parking and its large ,18098,어대공,19,아이들과 시간을 보낼 수 있는 좋은 방법입니다 입장료가 없기 때문에 동물원과 식물원을 방문할 수 있습니다.
20,18101,41,41,5.0, a wonderful inexpensive luna park a free zoo and a lot of all kinds of entertainment for children  you will find all this in the vast and beautiful great childrens park ,18101,어대공,20,저렴하고 멋진 루나 파크 무료 동물원과 어린이를 위한 모든 종류의 오락이 광대하고 아름다운 어린이 공원에서 모두 찾을 수 있습니다.
21,18102,42,42,3.0, very classic park for korea a zoo is however notable but the size of the cages reminds me of the one there was at the time when we did not care about the welfare of animals ,18102,어대공,21,한국을 위한 아주 고전적인 공원이지만 동물원은 주목할 만하지만 우리의 크기는 우리가 동물의 복지에 신경 쓰지 않았을 때 있었던 것을 생각나게합니다.
22,18103,43,43,5.0, i like to play with children admission is free lots of play areas such as zoos rides and dirt playgrounds ,18103,어대공,22,나는 아이들과 노는 것을 좋아합니다. 입장료는 무료입니다. 동물원 놀이기구와 흙놀이터와 같은 놀이 공간이 많이 있습니다.
23,18104,44,44,4.0, everything is good except parking the zoo is free and seems more reasonable than other rides ,18104,어대공,23,동물원 주차가 무료이고 다른 놀이기구보다 합리적인 것 외에는 모든 것이 좋습니다.
24,18105,45,45,4.0,went on spring season weather was still chill but still lot of people will be walking eating or having a picnic in the grass of the park if you walk enough you may find a zoo free entry which i didnt like much cuz i can see the trauma that the animals have by being in a small place the park good the zoo not so much,18105,어대공,24,봄 시즌에 갔지만 날씨는 여전히 추웠지만 여전히 많은 사람들이 공원 잔디에서 식사를 하거나 피크닉을 하고 있을 것입니다. 충분히 걸으면 동물원 무료 입장을 찾을 수 있습니다. 동물들은 작은 장소에 있기 때문에 공원은 좋은 동물원이 아닙니다.
25,18107,47,47,4.0, it is good to use the zoo and amusement facilities in seoul together ,18107,어대공,25,서울의 동물원과 놀이시설을 함께 사용하는 것이 좋습니다
26,18111,51,51,5.0, i went there with my children on sunday may 23rd the amusement park isnt very big so i let my 1st middle school daughter and 5th grader son play as they like and the adults rested in the shade the zoo is ,18111,어대공,26,5월 23일 일요일에 아이들과 함께 갔는데 놀이동산이 그리 크지 않아서 중1딸과 5학년 아들이 마음대로 놀게 하고 어른들은 동물원 그늘에서 쉬었습니다.
27,18115,55,55,5.0, it is located close to both childrens grand park station and achasan station as a representative park in gwangjingu there are small amusement rides and a small zoo there are playgrounds for children all over the ,18115,어대공,27,어린이대공원역과 아차산역에서 가깝고 광진구의 대표적인 공원으로 작은 놀이기구와 작은 동물원이 있으며 곳곳에 어린이 놀이터가 있습니다.
28,18121,61,61,4.0,this is a nice place to go with kids there is a lot of space to move around in part is park with lots of outdoor playing facilities and the other part is a zoo with all kinds of animals the space the animals have to move around in is ,18121,어대공,28,이것은 아이들과 함께 가기에 좋은 곳입니다. 움직일 수있는 많은 공간이 있습니다. 부분적으로는 야외 놀이 시설이 많은 공원이고 다른 부분은 모든 종류의 동물이있는 동물원입니다. 동물들이 움직여야하는 공간은
29,18126,66,66,5.0, nice to visit again after corona is relieved opening an amusement park it was good because there were a lot of rides for children and the animals in the zoo were standing instead of lying down so i came to see ,18126,어대공,29,코로나 안심하고 다시 방문해서 좋아요 놀이동산 오픈해서 아이들 놀이기구도 많고 동물원에 동물들이 눕지 않고 서서 구경해서 왔어요
30,18128,68,68,4.0, good for kids outing without spending money the rides have the basics of the viking train better than the quality of the arboretum zoo etc ,18128,어대공,30,돈 들이지 않고 아이들 나들이 하기에 좋은 놀이기구는 수목원 동물원의 질보다 바이킹 기차의 기본이 더 좋습니다.
31,18131,71,71,5.0, zoo is good free admission outdoor childrens playgrounds and indoor exhibition halls were closed to prevent the spread of corona but as of may 22 many have been opened especially in amusement parks compared to ,18131,어대공,31,동물원은 무료입장이 좋다 야외 어린이놀이터와 실내전시관은 코로나 확산 방지를 위해 폐쇄됐으나 5월 22일 현재 일반 유원지와 비교하여 특히 유원지에서 많이 개방되고 있다.
32,18135,75,75,5.0, a park where you can go casually with children the zoo botanical garden and playground can be used without excessive use and it is even better because they can be used for free amusement parks are also ,18135,어대공,32,아이들과 부담 없이 갈 수 있는 공원 동물원 식물원과 놀이터는 무리하게 이용하지 않고 이용할 수 있고 무료 놀이동산으로도 이용할 수 있어 더욱 좋다
33,18140,80,80,5.0,good book good zoo,18140,어대공,33,좋은 책 좋은 동물원
34,18151,91,91,4.0, it is the only place in downtown seoul that has a zoo botanical garden amusement park and large open space its not very big but its a nice place where you can enjoy everything in a cute way music fountain is ,18151,어대공,34,동물원 식물원 유원지와 넓은 광장이 있는 서울 시내 유일의 곳입니다. 그리 크지는 않지만 음악분수가 아기자기하게 모든 것을 즐길 수 있는 좋은 곳입니다.
35,18157,97,97,5.0, the park is very big and there is also a zoo and botanical garden but the zoo and the botanical garden are closed earlier about 5 pm in the zoo you can see elephants lions tigers monkeys various birds ,18157,어대공,35,공원은 매우 크고 동물원과 식물원도 있지만 동물원과 식물원은 동물원에서 오후 5 시까 지 일찍 문을 닫습니다. 코끼리 사자 호랑이 원숭이 다양한 새를 볼 수 있습니다
36,18159,99,99,4.0, a place where you can easily heal in seoul a place where you can enjoy amusement rides a zoo and greenery now is a good time to visit ,18159,어대공,36,"서울에서 쉽게 힐링할 수 있는 곳 놀이기구와 동물원, 녹지를 즐길 수 있는 곳 지금이 방문하기 좋은 곳"
37,18162,102,102,5.0, it was a saturday so there were a lot of people i enjoyed visiting the zoo ,18162,어대공,37,토요일이라 사람들이 많아서 동물원 구경하는 재미가 쏠쏠했어요
38,18163,103,103,5.0, there are many lawns and fields so there are lots of places to sit and spread out the mats the music fountain was good and the children were so happy even to the zoo and amusement park ,18163,어대공,38,잔디밭과 들판이 많아서 앉을 곳도 많고 돗자리를 깔고 앉을 곳도 많고 음악분수도 좋았고 동물원과 놀이동산에도 아이들이 너무 즐거워했어요
39,18164,104,104,5.0, when i go on a weekday its quiet and there are a lot of cuties out on a picnic the size of the zoo is just about the level of kindergarten or elementary school students ,18164,어대공,39,평일에 가니 조용하고 귀요미들이 많이 피크닉을 하고 있는데 동물원 크기가 유치원이나 초등학생 정도
40,18169,109,109,5.0, this is the first time ive been to seoul in 16 years you can enter the zoo for free and the amusement park has various things that are not scary if i had been closer i would have come often ,18169,어대공,40,서울은 16년만에 처음 와보네요 동물원은 무료로 입장이 가능하고 놀이동산에는 여러가지가 있어서 가까웠으면 자주왔을텐데
41,18170,110,110,5.0, good transportation and convenient free admission a variety of amusements and zoos ,18170,어대공,41,편리한 교통과 편리한 무료입장 다양한 놀이시설과 동물원
42,18180,120,120,5.0, there are many flowers and trees so its good to take a walk and its really nice to have a zoo ,18180,어대공,42,꽃과 나무가 많아서 산책하기도 좋고 동물원이 있어서 정말 좋아요
43,18183,123,123,5.0, the scenery is so beautiful if you go when the cherry blossoms are in bloom you can also use the zoo for free so its hard to describe in words how ,18183,어대공,43,벚꽃이 만발할 때 가면 경치가 너무 아름다워요 동물원도 무료로 이용할 수 있어서 말로 설명하기 어렵습니다
44,18197,137,137,3.0,nice park to stroll and enjoy with the whole family  gave it 3 stars  because the zoo is not a great space for the animals they look emmanciated and letargic otherwise is a great place for the families to visit,18197,어대공,44,온 가족이 산책하고 즐기기에 좋은 공원은 동물원이 해방되고 무기력해 보이는 동물을 위한 좋은 공간이 아니기 때문에 별 3개를 주었습니다. 그렇지 않으면 가족이 방문하기에 좋은 곳입니다.
45,18201,141,141,5.0, the zoo is now open again admission is also free so its good to go and play at least once ,18201,어대공,45,동물원이 다시 문을 열었습니다 입장료도 무료이므로 한 번은 가서 놀기에 좋습니다.
46,18204,144,144,5.0, i went to the childrens grand park botanical garden and zoo its great for taking a walk or just to see the animals however if you do not ,18204,어대공,46,나는 어린이 대 공원 식물원과 동물원에 갔다가 산책을하거나 동물을보기에 좋지만 그렇지 않으면
47,18206,146,146,5.0, i made a reservation for sangsangland with my children to the zoo perfect course ,18206,어대공,47,동물원 퍼펙트 코스로 아이들과 함께 상상랜드를 예약했어요
48,18208,148,148,3.0, nowits not the same as beforefirst visit in 1985 it is good that the zoo is open as before corona parking fee is slowly ,18208,어대공,48,지금은 예전같지 않다 1985년 첫 방문 코로나 전과 같이 동물원이 열려서 좋다 주차요금이 천천히
49,18212,152,152,4.0, there is a free zoo botanical garden playground etc and the facilities are clean so it is a good place to take children up to the age of 7 years old i like to go out when the weather is nice ,18212,어대공,49,무료 동물원 식물원 놀이터 등이 있고 시설이 깨끗해서 7세 이하 아이들 데리고 가기 좋은곳
50,18214,154,154,5.0, it is a healing space with a walk a zoo and an amusement park however when there are a lot of people parking is a little difficult tip if you want to tip the road you can park on sejong university ,18214,어대공,50,동물원과 유원지가 있는 힐링 공간이지만 사람이 많을 때는 주차가 조금 어려운 팁이 되어 세종대학교에 주차할 수 있습니다
51,18231,171,171,5.0, son 4 years old embarrass his father because he kept saying he tried hippos after going to the zoo note no hippopotamus ,18231,어대공,51,4세 아들은 동물원에 갔다가 하마를 먹어봤다고 계속 말해서 아버지를 난처하게 만들었다. 참고 하마는 없다.
52,18237,177,177,3.0, i went to do chores nearby and i had free time so i went for a walki visited childrens grand park zoo it was free admission so there were a lot of local seniors taking a walk due ,18237,어대공,52,근처에 잡일을 하러 가다가 시간이 있어서 워키를 하러 어린이대공원 동물원을 찾았다 무료입장이라 동네 어르신들이 많이 산책을 하고 계셨다.
53,18238,178,178,4.0, i went in the second week of january its a cold day so i didnt see monkeys or desert animals at the zoo and there were all animals in the wild beasts i came here to heal in the city center ,18238,어대공,53,1월 둘째주에 갔는데 추운날이라 동물원에서 원숭이나 사막동물을 못봤고 야수에 동물들이 다 있어서 도심에서 힐링하러 왔어요
54,18244,184,184,2.0, i feel sorry for the monkey tiger and elephant trapped in the zoo ,18244,어대공,54,동물원에 갇힌 원숭이 호랑이와 코끼리에게 미안하다
55,18246,186,186,5.0, beautiful place to walk free admission zoo and herbarium ,18246,어대공,55,걷기 좋은 곳 무료입장 동물원 및 식물표본관
56,18247,187,187,5.0, it was a nice day so i took a walk but it was quiet it was nice to see the zoo for free and to sit on a bench and relax ,18247,어대공,56,날이 좋아서 산책했지만 ??조용해서 동물원도 무료로 볼 수 있고 벤치에 앉아서 쉴 수 있어서 좋았어요
57,18249,189,189,5.0, even in winter there are many animals in the zoo when i visited there were all but hyenas in the wild beast corner there are other botanical gardens as well as sightseeing and walking so its surprising that all ,18249,어대공,57,겨울에도 동물원에 동물들이 많이 있었는데 야수코너에는 하이에나 빼고는 다른 식물원도 있고 관광도 산책도 하고 있어서 모두 놀랐다.
58,18250,190,190,1.0, i am very afraid of rides it looks like its going to fall apart the zoo is okay too ,18250,어대공,58,나는 놀이기구를 매우 무서워한다. 동물원도 무너질 것 같다.
59,18252,192,192,5.0, there are entertainment facilities and a zoo the place is very big and it is worth a visit ,18252,어대공,59,엔터테인먼트 시설과 동물원이 있습니다 장소는 매우 크고 방문할 가치가 있습니다
60,18253,193,193,4.0, the free zoo is good and the playground facilities are good ,18253,어대공,60,무료 동물원도 좋고 놀이터 시설도 좋고
61,18255,195,195,5.0, i only went to the zoo due to corona the indoor exhibition is closed most of the animals are nocturnal so if you go early during the day most of them sleep when i went back around 2pm everyone was awake i ,18255,어대공,61,나는 코로나 때문에 동물원에만 갔다 실내 전시는 닫혀있다 대부분의 동물은 야행성이므로 낮에 일찍 가면 대부분이 자고 오후 2 시경에 돌아 갔을 때 모두 깨어있었습니다.
62,18256,196,196,4.0, the zoo was good because admission was free and children cant get out of it when they go to sangsang land i think the imagination will be more fun if children can understand the text you must be at least 6 years ,18256,어대공,62,동물원은 입장료가 무료이고 아이들이 상상랜드에 가면 빠져나가지 못해서 좋았습니다. 아이들이 텍스트를 이해할 수 있다면 상상력이 더 재미있을 것 같아요 최소 6 세 이상이어야합니다
63,18260,200,200,5.0, even though it is kosiguk there are animals in the zoo the playground is also open ,18260,어대공,63,코시국인데도 동물원에 동물들이 있고 놀이터도 열려있어요
64,18262,202,202,5.0, its a nice place for a walk there were only a few animals in the zoo and it was sad that most of them were old animals with no energy there are many more animals such as 1 lion 1 horai 1 leopard 2 elephants 2 ,18262,어대공,64,산책하기 좋은 곳 동물원에는 동물이 몇 마리 없었고 대부분이 에너지가없는 오래된 동물이어서 슬펐습니다. 사자 1마리 호라이 1마리 표범 2마리 코끼리 2마리
65,18265,205,205,5.0, its small but there are rides and a zoo so its good to take children its also good for a walk ,18265,어대공,65,작지만 놀이기구와 동물원이있어 아이들과 함께 가기에 좋습니다.
66,18266,206,206,4.0, sangsang land has improved a lot after the remodeling the 2nd floor has changed a lot its a pity that the 3rd floor water play is only open on weekdays we also visited the zoo and had a great time ,18266,어대공,66,리모델링 후 상상랜드가 많이 좋아졌네요 2층도 많이 바뀌었고 3층 물놀이도 평일에만 열려있어서 아쉬웠어요 동물원도 방문해서 즐거운 시간 보냈어요
67,18267,207,207,3.0, its been a while since ive been here so its nice and comfortable but the zoo seems to need repairs overallit feels too old or i wish there were a little more variety of things to enjoy such as an ,18267,어대공,67,내가 여기에 온 지 얼마되지 않아 멋지고 편안하지만 동물원은 전반적으로 수리가 필요한 것 같습니다. 너무 오래되었다고 느끼거나 다음과 같이 즐길 수있는 다양한 것들이 있었으면 좋겠습니다.
68,18268,208,208,5.0, there is no entrance fee but the walk is good and the zoo is good ,18268,어대공,68,입장료는 없지만 산책도 좋고 동물원도 좋다
69,18269,209,209,5.0, admission is free i also like the zoo and botanical gardens grand park station is the main gate achasan station is the back gate ,18269,어대공,69,입장료는 무료입니다 동식물원도 좋아요 대공원역은 정문 아차산역 후문
70,18273,213,213,5.0, there is also a zoo and its a childrens grand park so i looked around a bit but you shouldnt do that lol ,18273,어대공,70,동물원도 있고 어린이 대공원도 있어서 주변을 좀 둘러봤는데 그렇게 하면 안 돼요 ㅋㅋ
71,18282,222,222,5.0, achasan exit 4 its always good to go zoos and amusement parks are all worth visiting the autumn scenery is especially beautiful ,18282,어대공,71,아차산 4번출구 가볼만한곳 동물원과 놀이동산 모두 가을풍경이 특히 아름답습니다
72,18284,224,224,5.0, there is a park and a zoo and it is very nice parking fee is also cheap but its a parking war wait 1 hour ,18284,어대공,72,공원도 있고 동물원도 있고 아주 좋아요 주차비도 저렴하지만 주차전쟁은 1시간 기다림
73,18291,231,231,5.0,first time visiting love the open space and landscape small zoo for everyone to visit and playground for young one today was specially nice due to the perfect autumn weather ,18291,어대공,73,첫 방문은 열린 공간과 풍경 사랑 모두가 방문 할 수있는 작은 동물원과 오늘 어린이를위한 놀이터는 완벽한 가을 날씨로 인해 특히 좋았습니다.
74,18304,244,244,5.0, zoo  amusement park  central seoul its a place that cant be bad ,18304,어대공,74,동물원 놀이 공원 센트럴 서울은 나쁘지 않은 곳입니다.
75,18321,261,261,4.0, its conveniently located in downtown seoul so its good for family outings as there are zoos and parks even if its not an amusement park amusement parks are mainly for children so there are no thrilling ,18321,어대공,75,서울 시내에 위치하여 놀이동산이 아니더라도 동물원과 공원이 있어 가족 나들이에 좋습니다.
76,18326,266,266,3.0, right in front of the subway in seoul the only place where you can enjoy a zoo amusement rides and a large park together ,18326,어대공,76,서울 지하철 바로 앞 동물원 놀이기구와 넓은 공원을 함께 즐길 수 있는 유일한 곳
