,level_0,index,Unnamed: 0,STAR,CONTENT,index,NAME,index,번역
10,203,203,203,5.0,"interesting palace in some nice grounds, well worth a visit, recommend walking to the garden area at the rear where the glasshouse is.",203,ChangDeokgung,10,방문할만한 가치가있는 멋진 부지에있는 흥미로운 궁전은 온실이있는 뒤쪽의 정원 지역으로 걸어가는 것이 좋습니다.
11,204,204,204,3.0,"on the day of our visit, the entrance ticket was free except for access to the secret garden which i did not take. the place is nice & calm to visit with nice open pavilions and courtyards but that's probably every area of the palace. i've read reviews about secret garden being absolutely beautiful, so if you do visit this palace, i highly recommend paying the entrance fee to the secret garden.",204,ChangDeokgung,11,우리가 방문한 날은 내가 가지 않은 비밀정원을 제외하고는 입장료가 무료였다. 장소는 멋진 열린 파빌리온과 안뜰을 방문하기에 좋고 조용하지만 아마도 궁전의 모든 지역일 것입니다. 비밀의 정원이 정말 아름답다는 후기를 본 적이 있어서 이 궁전에 간다면 비밀의 정원 입장료를 내고 가는 것을 추천합니다.
12,210,210,210,5.0,"this is the most special of all the palaces and probably the one to visit in case you plan on doing one only. the palace is spacious with large open places. tourists are not allowed inside much of the covered areas and most of the time you are out in the open. so it can be harsh during summers. but still if you are touring seoul this is one of the must do activities. just be prepared for the walk and the sun. the secret garden tour is amazing and can only be taken as a guided tour of roughly 70 min duration in summers and 90 during other times. most of cultural heritage sites including this palace in seoul are free to enter from aug 10 -25, due to national liberation day celebrations...however secret garden tour is paid and needs to be booked atleast a day prior. there is a souvenir and refreshment shop inside for the tourists. from the inside one can also tour the changgyeonggung palace since the two are connected. the entire tour including the palaces and secret garden can take from 2-3 hours.",210,ChangDeokgung,12,"이것은 모든 궁전 중에서 가장 특별하며 아마도 하나만 할 계획이라면 방문해야 할 궁전입니다. 궁전은 넓고 열린 장소가 있습니다. 관광객은 지붕이 있는 대부분의 지역 내부에 들어갈 수 없으며 대부분의 시간은 야외에 있습니다. 그래서 여름에는 가혹할 수 있습니다. 그러나 여전히 서울을 여행하는 경우 이것은 필수 활동 중 하나입니다. 산책과 태양을 위한 준비만 하면 됩니다. 비밀 정원 투어는 놀랍고 여름에는 약 70분, 다른 시간에는 90분의 가이드 투어로만 진행할 수 있습니다. 서울에 있는 이 궁전을 포함한 대부분의 문화유산은 광복절 기념행사로 인해 8월 10일부터 25일까지 무료로 입장할 수 있습니다. 단, 비밀정원 투어는 유료이며 최소 하루 전에 예약해야 합니다. 관광객을 위한 기념품과 다과 가게가 내부에 있습니다. 내부에서 창경궁을 둘러볼 수도 있습니다. 두 곳이 연결되어 있기 때문입니다. 궁전과 비밀 정원을 포함한 전체 투어는 2-3시간이 소요됩니다."
13,230,230,230,4.0,"the structures tell stories and the value of the people residing in them. although there are some sad stories behind the palace, still it is amazing to know that koreans preserve their heritage. read the landmarks placed in every area so that you'll appreciate more of the structures, the rooms, the gates.  the secret garden is a different ticket but it is the most relaxing part of the tour.. you can sense the peaceful vibe of the nature and the calm effect of the ponds near the study area.. there are stories behind every location and it is good to know them also.. you'll learn about joseon dynasty and how princes and kings walked down the relaxing lane of greenery, and partly of their beliefs and traditions during the tour if you listen well to your guide. english guides have time slots so make sure you know the schedule and be there on time.  old doesn't mean dull, but it is rich in history, and beauty.. if given the chance, i would still go back here.. (on another season.. =)",230,ChangDeokgung,13,"구조는 이야기와 그 안에 거주하는 사람들의 가치를 알려줍니다. 비록 궁궐 뒤에는 슬픈 이야기가 있지만, 여전히 한국인들이 그들의 유산을 보존한다는 사실은 놀랍습니다. 모든 지역에 배치된 랜드마크를 읽고 구조, 방, 문을 더 많이 감상할 수 있습니다. 비밀의 정원은 다른 티켓이지만 투어의 가장 편안한 부분입니다. 자연의 평화로운 분위기와 연구 지역 근처의 연못의 고요한 효과를 느낄 수 있습니다.. 모든 장소 뒤에는 이야기가 있습니다. 그들을 알아가는 것도 좋습니다. 가이드의 말을 잘 들으면 조선 왕조에 대해 배우고 왕자와 왕이 편안한 녹지 길을 걷는 방법과 여행 중에 부분적으로 그들의 신념과 전통에 대해 배울 수 있습니다. 영어 가이드는 시간대가 있으므로 일정을 알고 정시에 도착해야 합니다. 낡았다는 의미는 둔탁하지 않지만 역사와 아름다움이 풍부합니다.. 기회가 주어진다면 나는 여전히 여기에 다시 갈 것입니다.. (다른 계절에.. =)"
14,252,252,252,3.0,"not bad but doesn't compare to the temples elsewhere in south east asia. its expansive lots of areas to explore but no magic ""wow"" moments!",252,ChangDeokgung,14,"나쁘지는 않지만 동남 아시아의 다른 사원과 비교되지는 않습니다. 탐험할 광활한 영역이 있지만 마법의 ""와우"" 순간은 없습니다!"
15,259,259,259,4.0,is good place to have an look of their historical past which i wonder why the area is quite small in compare with palaces in other countries. good photo taking with modern building surrounding the palace,259,ChangDeokgung,15,왜 다른 나라의 궁궐에 비해 면적이 작은지 궁금할 정도로 그들의 역사적 과거를 돌아볼 수 있는 좋은 곳입니다. 궁전을 둘러싼 현대적인 건물과 함께 좋은 사진 찍기
16,260,260,260,4.0,"one of my focus when i travel is to see and feel authentic architecture of the country that i travel to. but my wife has a different reason why we have to get into this palace, and it’s the secret garden, because that’s where her favorite korean soap opera stories are based on. it’s like a time travel for her, and she can’t stop telling me the whole plot of the story where the scene was shoot on the very ground where we were standing on....all i have to do is agree to all of it.  take note of the schedules of the tour once inside because they offer it in different languages. the whole site is amazing, but half a day is good enough then you can move on to one of the hanok villages nearby so that you can have a good comparison of how the royalties and the the common people live their lives. do the tours yourself, the sites are just a short taxi ride from your hotel if you are around meongdong area.",260,ChangDeokgung,16,내가 여행할 때 중점을 두는 것 중 하나는 여행하는 국가의 진정한 건축물을 보고 느끼는 것입니다. 하지만 제 아내는 우리가 이 궁전에 들어가야 하는 다른 이유가 있습니다. 그곳은 그녀가 가장 좋아하는 한국 연속극 이야기의 기반이 되는 비밀 정원이기 때문입니다. 그것은 그녀에게 시간 여행과 같습니다. 그리고 그녀는 그 장면이 우리가 서 있던 바로 그 땅에서 촬영된 이야기의 전체 줄거리를 말하는 것을 멈출 수 없습니다. 그것. 다른 언어로 제공되기 때문에 내부에서 한 번 투어 일정을 기록해 두십시오. 전체 사이트가 훌륭하지만 반나절이면 충분합니다. 그러면 근처 한옥 마을 중 하나로 이동하여 로열티와 서민의 삶을 잘 비교할 수 있습니다. 직접 여행을 하세요. 명동 지역 주변에 있다면 호텔에서 택시로 짧은 거리에 있습니다.
17,261,261,261,4.0,"i came here to see history and culture of korea. i really enjoyed it. the palace is beautiful, and there are things, like crafts to do around the area.",261,ChangDeokgung,17,나는 한국의 역사와 문화를 보러 왔습니다. 나는 그것을 정말로 즐 겼어. 궁전은 아름답고 지역 주변에는 공예품과 같은 것들이 있습니다.
18,271,271,271,5.0,went to the palace with the group but i didn't get enough time to look at everything so i went back on my own few days later. there was some dancing and the changing of the guards which was very colorful and noisy and very very interesting thete was also a very well presented publication which was free about the palace. many of the people there were in traditional costumes. there is no charge to go in. the folk park is located just up the street in the same area the admission us 3.000 won into the palace from there but if you wear the traditional costume the price for admission is free. go to the folk park first and then the palaces. it is a good half day of exploring in wonderful surroundings.,271,ChangDeokgung,18,"일행과 함께 궁에 갔는데 다 둘러볼 시간이 없어서 며칠 있다가 혼자 다시 갔습니다. 약간의 춤과 매우 다채롭고 시끄럽고 매우 흥미로운 경비원의 변화가 있었고 궁전에 대해 무료로 제공되는 매우 잘 제시된 출판물도있었습니다. 많은 사람들이 전통 의상을 입고 있었습니다. 입장료는 없습니다. 민속 공원은 같은 지역의 길 바로 위에 있습니다. 거기에서 궁전으로 입장료는 3,000원이지만 전통 의상을 입으면 입장료는 무료입니다. 먼저 민속 공원으로 이동한 다음 궁전으로 이동합니다. 멋진 환경을 탐험하기에 좋은 반나절입니다."
19,282,282,282,4.0,i came here around 9.30 am and it wasn't crowded. the entrance ticket is 3000 won for palace only and 5000 won if it's include the ''secret garden'' area. the design is not too different with gyeongbokgung palace but nice to spend some time here.,282,ChangDeokgung,19,"나는 오전 9시 30 분쯤에 여기에 갔고 붐비지 않았습니다. 입장료는 궁전만 3000원, '비밀정원' 구역을 포함하면 5000원이다. 디자인은 경복궁과 크게 다르지 않지만 이곳에서 시간을 보내기에 좋습니다."
20,286,286,286,1.0,"one of the attraction to visit, it is also close to shopping area and night market, close to train station and underground shopping area.",286,ChangDeokgung,20,방문할 명소 중 하나는 쇼핑 지역과 야시장과도 가깝고 기차역과 지하 쇼핑 지역도 가깝습니다.
21,292,292,292,5.0,never been to a palace before. but this place is worth the visit.  the area is just so vast and you can see a lot of tourists on their hanbok dresses.,292,ChangDeokgung,21,한 번도 궁전에 가본 적이 없다. 그러나 이 곳은 방문할 가치가 있습니다. 지역이 워낙 넓어서 한복 차림으로 많은 관광객들을 볼 수 있습니다.
22,294,294,294,4.0,visited area and noticed this site lucky with weather today. cool but no rain. access to site is by underground in area (line 2 green line) with both bus and taxi access easy. lots of restaurants and other eating houses around area. good market in area.,294,ChangDeokgung,22,지역을 방문하고 오늘 날씨가 운이 좋은이 사이트를 발견했습니다. 시원하지만 비는 내리지 않습니다. 사이트에 대한 액세스는 버스와 택시 모두 쉽게 접근할 수 있는 지역(라인 2 녹색 라인)에서 지하로 이루어집니다. 지역 주변에 많은 레스토랑과 기타 식당이 있습니다. 지역의 좋은 시장.
23,312,312,312,4.0,"large area with many buildings, our guide was excellent in describing what the various buildings and areas were used for.",312,ChangDeokgung,23,많은 건물이있는 넓은 지역에서 우리 가이드는 다양한 건물과 지역이 사용 된 것을 설명하는 데 탁월했습니다.
24,326,326,326,4.0,this place was really cool - but would have appreciated it more if there were less people around! it was nice seeing an actual palace and the place was really huge! we only stayed here less than an hour because we had to return our hanboks. when you visit here it would be better if you have at least 2 hours so you can explore and enjoy the entire area! also it would be a lot better to plan coming here not on a peak season like summer to avoid the crowd!,326,ChangDeokgung,24,이 곳은 정말 멋졌습니다. 하지만 주변에 사람이 적었다면 더 감사했을 것입니다! 실제 궁전을 보는 것은 멋졌다. 그리고 장소는 정말로 거대했다! 우리는 한복을 반환해야했기 때문에 여기에 1 시간 미만 머물 렀습니다. 여기를 방문할 때 전체 지역을 탐험하고 즐길 수 있도록 최소 2시간의 시간이 있다면 더 좋을 것입니다! 또한 군중을 피하기 위해 여름과 같은 성수기가 아닌 여기에 올 계획을 세우는 것이 훨씬 좋을 것입니다!
25,330,330,330,3.0,"this palace is highly recommended to visit in korea. however, my family and i found nothing special about the visit since all structures look alike and tourists cannot go inside the palace except hanging around the areas outside.",330,ChangDeokgung,25,이 궁전은 한국에서 방문하는 것이 좋습니다. 그러나 모든 구조가 비슷하고 관광객은 외부 지역을 돌아 다니는 것 외에는 궁전 내부에 들어갈 수 없기 때문에 우리 가족과 나는 방문에 대해 특별한 것을 찾지 못했습니다.
26,378,378,378,5.0,"i visited this place last spring but i am still curious about its autumn ?? look. i can say that autumn is the best time to visit. it is more relaxing ?? and refreshing especially to see the foliage of ???? ?? ?? ?? ?? . may be the scenery is more beautiful on the last week of october because the foliage is definitely brighter and more colorful. i went there on the second week of october and some trees started to change and they looked wonderful. you can choose to stay within the group and listen to the tour guide ,but if you like to explore on your own within the area they allowed, you can do it.",378,ChangDeokgung,26,"작년 봄에 다녀왔는데 아직 가을??의 모습이 궁금하다. 가을이 방문하기 가장 좋은 시기라고 할 수 있습니다. 특히 ???? ?? ?? ?? ?? . 10월 마지막 주에는 단풍이 확실히 더 밝고 화려하기 때문에 풍경이 더 아름답습니다. 나는 10월 둘째 주에 거기에 갔고 일부 나무가 변하기 시작했고 멋지게 보였습니다. 그룹 내에 머물면서 투어 가이드의 말을 들을 수 있지만, 허용된 지역 내에서 스스로 탐험하고 싶다면 그렇게 할 수 있습니다."
27,385,385,385,4.0,"the palace is well maintained, the day we were there it was raining, we also visited huwon secret garden. the guide as good but the time given to enjoy the place was short. the tour is about an hour covering 5 different areas in the garden. we will given only 5-10 minutes to walk around and take photos. but the tour is worth t.",385,ChangDeokgung,27,궁은 잘 관리되어 있고 우리가 거기에 있었던 날은 비가 와서 우리는 또한 휴원 비밀 정원을 방문했습니다. 가이드는 좋았지 만 장소를 즐기기 위해 주어진 시간은 짧았습니다. 투어는 정원의 5가지 다른 지역을 포함하는 약 1시간입니다. 우리는 걸어 다니고 사진을 찍는 데 5-10 분 밖에 걸리지 않습니다. 그러나 여행은 가치가 있습니다.
28,387,387,387,4.0,nice place to roam around admire the structural and architectural history of seoul considering this palace offers some structures being built earlier than the other palaces in the surrounding area. the secret garden tour provides more access to different areas and also great views. it's a short hike up and down some small hills but definitely worth the extra fee.,387,ChangDeokgung,28,돌아다니기 좋은 곳 이 궁전은 주변 지역의 다른 궁전보다 일찍 지어진 건축물이 있다는 점을 고려하면 서울의 구조 및 건축 역사를 감상할 수 있습니다. 시크릿 가든 투어는 다양한 지역에 대한 더 많은 접근과 멋진 전망을 제공합니다. 약간의 작은 언덕을 오르내리는 짧은 하이킹이지만 추가 비용을 지불할 가치가 있습니다.
29,388,388,388,5.0,"a place that you must visit in seoul. if you like history, this site will satisfy you. there are so many buildings & courtyards to view that you will be lost in your own world. the highlight of this historical site however is the secret garden appended to the palace grounds. in fact the area taken up by the secret garden is larger that the actual palace grounds. there is nature, history and beauty to behold. the tour takes you on a wonderful walk through the grounds. in autumn, with the red, yellow and orange leaves, it is a unforgettable sight. plan for a visit in either spring or autumn.",388,ChangDeokgung,29,"서울에서 꼭 가봐야 할 곳. 당신이 역사를 좋아한다면, 이 사이트는 당신을 만족시킬 것입니다. 자신의 세계에서 길을 잃을 정도로 많은 건물과 안뜰을 볼 수 있습니다. 그러나 이 유적지의 하이라이트는 궁전 부지에 추가된 비밀 정원입니다. 사실 비밀 정원이 차지하는 면적은 실제 궁전 부지보다 큽니다. 자연, 역사, 아름다움이 있습니다. 투어는 당신을 경내를 통해 멋진 산책으로 안내합니다. 가을에는 빨강, 노랑, 주황의 단풍이 어우러져 잊을 수 없는 광경을 선사합니다. 봄이나 가을에 방문을 계획하십시오."
30,404,404,404,4.0,tourist hangout but well worth it when guards make the change. garden is beautiful. surrounding area is walkable and city hall cross over the plaza.,404,ChangDeokgung,30,관광 행아웃이지만 경비원이 변경할 때 그만한 가치가 있습니다. 정원이 아름답습니다. 주변 지역은 걸어서 갈 수 있고 시청은 광장을 가로지릅니다.
31,409,409,409,4.0,"i would recommend the secret garden tour, but there’s steep hills and stairs so don’t take the elderly here! don’t expect lots of flowers but more serene forested areas with native trees which are also nice",409,ChangDeokgung,31,시크릿 가든 투어를 추천하지만 가파른 언덕과 계단이 있으므로 여기에 노인을 데려 가지 마십시오! 많은 꽃을 기대하지 말고 좋은 토종 나무가있는 더 고요한 숲 지역
32,410,410,410,4.0,really beautiful grounds and very tranquil - absolutely recommend the secret garden tour if you are visiting. i was staying in the insadong area and the palace is easily found on foot from jongno 3 sam ga metro station,410,ChangDeokgung,32,정말 아름다운 경내와 매우 고요함 - 방문하는 경우 비밀 정원 투어를 절대 추천합니다. 나는 인사동 지역에 머물렀고 궁전은 종로 3 삼가 지하철역에서 도보로 쉽게 찾을 수 있습니다.
