,index,Unnamed: 0,서울대공원부정단어리뷰,index,단어
25,21,367,"Best things about this park are that it's close to the city centre and so very easy to get to by the metro, and it's FREE!!!  We took line 5 on the metro which takes you to the back gate of the park, but it's still an impressive entrance gate. There were fountains by the entrance, and then more in the middle of the park which are what my daughter loved most (and she got drenched, so a change of clothing may have been a good idea). There are also several play areas, most of which are sandy, so appropriate beach-type footwear would have been better than the shoes she went in, but we'll know for next time  She didn't really like the zoo area much, and the animal enclosures did look quite small which I often think is quite sad for the animals, so I was quite glad she didn't want to spend too long in that part.  We went on a Friday afternoon and the park was quite busy with groups of school children. There were also quite a number of people who had taken picnics, and pop-up tents to shield themselves from the very bright sun (we weren't very well prepared as I thought it was going to be a cloudy day and hadn't expected it to be so hot).  We only went into 1 toilet block and ended up using the disabled toilet which had the type of toilet in that we're more used to - the toilets in the ladies were ""squat"" style, which I don't like and I knew would it would be disastrous to try to get my 5-year old to use one of them!!!!",25,much
26,22,378,"It's a park with zoo, botanical garden, amusement park, etc. I went to take a walk there and looked around. There are a lot of families with young children there. You can also see teens taking thrill rides at the amusement park. The admission is free but you have to pay to enjoy the rides. Overall, it was really nothing much.",26,much
27,23,381,"Not a touristy place per se, but for family with young children, I highly recommend to visit.  The park is huge, really nice place to stroll around. They have lots of attractions but due to weather in winter, some are closed.  Particularly love the children's museum. One of the best museum i've been too and my boy enjoyed it so much. Very interactive and worry not, everything come with english translation.  Thing to note: bring your own lunch/food. The cafe sells ice cream n coffee only. Unless you want to walk further out near the zoo, there is an american style restaurant selling burger and pasta.",27,much
28,24,382,"Location is wonderful which is just a few minutes walks from subway. Amazingly, it is free of charge, large park, not much animals but definitely is good for kids to learn between different species. My family (with 2 little kids) spent half day over there and we liked it much.",28,much
29,25,393,"Doing too much touristy things for the adults in Seoul? Give your kids at least half a day here in the big outdoor playground, sand/dirt area, free zoo including camel and donkey rides, musical water fountain, etc.. You will find Korean families camping out with tents and picnic baskets. When it's windy, the dirt/sand does get picked up, so it is best to put a net on the stroller. Not advisable, however, to go on Children's Day, a National holiday in the beginning of May.",29,much
30,26,402,"It was very hot outside but our children wanted to have fun anyway. Plus! It was summer vocation time in Korea. So every attraction sight was crowded with millions of people. So this park was good, not too many people, they went into special fountain which was very fun and cool x. They had a nice zoo but the park is going to be much more exiting in 2014, when the restoration will be over.",30,much
31,27,410,"I have been to Everland and I paid so much for a family of 5 to play on the skip slope for my children. Its very rush to wake up in the morning and the tour bus will pick you up from the hotel and it takes about 1hr and 30mins to reach there and by 3pm they want you back on the bus to bring you to some other places to buy some ginseng. **Go to this place call the Children's Grand Park but it's actually the Zoo. There they have verything that Everland have and you can take your own sweet time going there by train on the Dark green line and stop at station 726. You will enjoyed and never regret going. Take the open air ""cable car"" up to the mountains. It's beautiful and many many more.  Jimmy Ng",31,much
32,28,418,"We visited this park in Seoul because it was free and we wanted to see the music fountain! To see the lit up fountain with sound effects was cool but there was so much more..people go there to do some dance as a group done by community workers i guess , my daughter joined in and had a great time. The zoo was a bit old but still enjoyable..there is some rides for kids as well!",32,much
33,29,419,"The Children's Grand park is grand! It is free to get in. There are tons of different themed areas, and the entire place is covered in huge trees, so it's a beautiful place just to walk through. There's an adventure land with lots of play structures, a zoo, botanical garden, pony, donkey and camel rides, an amusement park, a marine animal exhibit, an animal show, and many more. We ate at the botanical garden cafeteria. My son and I had pasta carbonara for 6000 won each and it was delicious. My husband had a burger which was actually two smaller patties side by side, I believe his was about 7000 won for the burger, fries and drink, he said it was good, but he was not as ecstatic over his meal as I was about mine. I was just happy that they had pasta which is one of the few things my 3 year old will eat. There were many family mart vendors around so finding a drink when you needed one was easy. The restrooms were very clean and always nearby. We went to the amusement park and opted for single ride tickets, 3000 won for each ride for our son, and 4000 won for each ride for us, we only rode a few rides. My husband and I took turns on the roller coaster which was really fun. And our son rode the kiddie truck ride and the carousel. You can also buy a combo ticket for 5 rides, I believe it was 12000 won for children and 15000 for adults. Or you could buy a ride all day bracelet which I believe was 20000 and 25000 for children and adults, but those prices may not be exact. Our most favorite part of the park was the polar bears in the marine exhibit, they swim right up to the glass and being that close to such a huge animal is amazing. Also, we really enjoyed the camel ride. I rode with our 3 year old son and it was 8000 for the two of us. Our son rode a donkey by himself for 3000 won, and a gentleman led the donkey around and held onto our son to be sure he stayed on. We also went to the animal show called Anistory. It is a cross between an animal show and the cinderella story. It was 8000 for each my husband and I, and our son was free. So it cost us 16000 won to see, and although it was entertaining I didn't feel that the show was worth that much. If you go to the Seoul Zoo you should see the dolphin show, very entertaining and only 2000 won per person. We only saw one souvenir shop but didn't find anything we wanted to buy. But altogether the experience was a fun one, and I would recommend it to anyone, even those without children :)",33,much
34,0,15, A wonderful park and zoo there is nothing to compare with yet Were here for the second time and a lot of impressions not only for children ,34,nothing
35,1,334,"While this park is okay (nothing too special) the zoo area is totally depressing. It can be really hard to see the animals penned in such small enclosures. In Seoul, there are dozens of other parks and even a better zoo. I would really advise travelers to not go to this place. If you want amusement rides, you can find several other amusement parks in and around Seoul to visit that don't have such a sad portion to their park.",35,nothing
36,2,355,"The place was huge. We didn't get through it all in the 4 hours we were there. The play areas we got to were nice. I wouldn't really advise the zoo though. We only made it to the monkey's and ""ferocious animal village"". Enclosures were small. Most animals did not have toys or things for their entertainment. The female lion was the only one and she looked so depressed. The elephant had nothing to play with and was alone. It just rocked back and fourth. The red foxes looked mangey and malnourished. A+ for the playgrounds. F for the ""zoo"". Free or not, no animal should be kept like that.",36,nothing
37,3,375,One of my favourite hangout in Seoul because it's free and I am a kid at heart. There is a mini zoo that features many more animals that you would expect from a park. I usually visit with my friends when we just want to hangout but don't want to sit around and do nothing.  Not advised to visit on weekends cause it will be super crowded. Weekdays afternoons are the best.,37,nothing
38,4,378,"It's a park with zoo, botanical garden, amusement park, etc. I went to take a walk there and looked around. There are a lot of families with young children there. You can also see teens taking thrill rides at the amusement park. The admission is free but you have to pay to enjoy the rides. Overall, it was really nothing much.",38,nothing
