,Unnamed: 0.1,index,Unnamed: 0,서울대공원부정단어리뷰,index.1,단어,번역
10,10,10,1489,beautiful museum in nice setting but it was ok Most of their displays were in korean so I lost interest when I got there If they want people to know about their history or culture they should display in multiple language I guess thats just me,10,guess,좋은 설정의 아름다운 박물관이지만 괜찮 았습니다. 대부분의 전시가 한국어로되어있어 거기에 도착했을 때 관심을 잃었습니다. 사람들이 자신의 역사 나 문화에 대해 알기를 원한다면 여러 언어로 전시해야한다고 생각합니다.
11,11,0,51, The restaurant is so crowded the wait is over an hour and a halfthere is nothing to eat at the convenience store ,11,nothing,식당이 너무 북적북적해서 대기시간이 1시간 반이 넘고 편의점에 먹을게 없다
12,12,1,367,The museum is in a wonderful modern complex with a huge building housing some artefacts from various ages  Ill be honest I like a museum but this one didnt do it for me I felt they struggled to fill it and what they had was interesting but nothing special,12,nothing,박물관은 다양한 연령대의 공예품이 있는 거대한 건물이 있는 멋진 현대식 복합 단지에 있습니다. 솔직히 말해서 저는 박물관을 좋아하지만 이 박물관은 저를 위해 그렇게 하지 않았습니다.
13,13,2,591,If youre alone and nothing to do this is the thing for you to do  Theres a few sections in this museum but Id say the hanguel museum is the best interactive and very informative Its free Its accessible by metro Just right outside the station Forgot which one sorry,13,nothing,당신이 혼자이고 할 일이 없다면이 박물관에는 몇 개의 섹션이 있지만 나는 한글 박물관이 최고의 대화식이며 매우 유익하다고 말합니다.
14,14,3,618,Very boring Nothing interesting Just artifacts that describes nothing War Museum was way more interesting and you learn way more from that museum,14,nothing,매우 지루함 재미 없음 아무 것도 설명하지 않는 유물 전쟁 박물관이 훨씬 더 흥미로웠고 그 박물관에서 더 많은 것을 배웁니다.
15,15,4,751,Visited the national museum this august As an Asian Studies student it was quite intersting seeing how they kept referring to china in the museum and it basically looked as though Korea is nothing more than a side effect of the chinese rise  The museum offers a free tour a couple of times a day The guide didnt actually know english and basically just stated whats written about the artifacts but it was still nice  Id very much reccomend this place for a rainy day It also has beautiful gardens nearby if you deel like a light stroll,15,nothing,이번 8월에 국립 박물관을 방문했습니다 아시아학 학생으로서 그들이 박물관에서 어떻게 중국을 계속 언급하는지 보는 것은 꽤 흥미로웠고 기본적으로 한국은 중국 부상의 부작용에 불과한 것처럼 보였습니다 박물관은 무료 견학을 제공합니다 하루에 두 번 가이드는 실제로 영어를 몰랐고 기본적으로 유물에 대해 쓰여진 내용을 설명했지만 여전히 좋았습니다.
16,16,5,785,The arrival there is made very simple and easy so much so you can easily visit with whatever weather The park surrounding the huge museum is beautiful and a lot of local kids enjoyed it I at first visited the right now ongoing exhibition on Sinan Shipwreck and found it very interesting along with impressing worth the 5000 won I payed to see treasures of a past time From there I moved into the free National Museum where you could probably spend a day or several taking in the huge collection I ended up picking specific rooms to go to in order not to lose myself in the huge establishment There are walking tours at certain times  I decided to explore on my own Once you enter the rooms of the displays quiet surrounds you along with beautiful pieces of art It was a bit distracting with the loud children but then again that is nothing is new either There are rooms upon rooms filled with treasures  the signs are in Korean English Chinese and Japanese Outside the spaces are several bathrooms and places where you can have a drink of water The building is huge and a wonderful trip all together Only thing I have to admit is that the architecture part didnt really overwhelm me  the interior is beautiful and clear cut the outside look is okay  PS Was lucky enough to even catch a live performance before the entrance to the museum,16,nothing,도착은 ​​매우 간단하고 쉬워 날씨에 관계없이 쉽게 방문 할 수 있습니다 거대한 박물관을 둘러싸고있는 공원은 아름답고 많은 현지 아이들이 그것을 즐겼습니다 나는 처음에 신안 난파선에 대한 현재 진행중인 전시회를 방문하여 발견했습니다 5000원의 가치가 있는 감동과 함께 매우 흥미롭습니다 나는 과거의 보물을 보기 위해 지불했습니다 거기에서 나는 당신이 아마 하루 또는 며칠을 보낼 수 있는 무료 국립 박물관으로 이사했습니다. 그곳에서 나는 거대한 컬렉션을 감상하면서 결국 특정 방을 선택하게 되었습니다. 거대한 시설에서 나 자신을 잃지 않기 위해 때때로 도보 여행이 있습니다 나는 스스로 탐험하기로 결정했습니다 전시실에 들어가면 아름다운 예술 작품과 함께 조용하게 둘러싸입니다 시끄러운 아이들에게 약간 산만합니다 그러나 다시 새롭지 않은 것은 방에 보물로 가득 찬 방이 있습니다. 표지판은 한국어 영어 중국어와 일본어로되어 있습니다. 공간 외부에는 여러 개의 욕실이 있습니다. d 물을 마실 수 있는 곳 건물은 거대하고 모두 함께 멋진 여행 박물관 입장 전 라이브 공연도 볼 수 있을 만큼
17,17,6,938,If youre alone and nothing to do this is the thing for you to do  Theres a few sections in this museum but Id say the hanguel museum is the best interactive and very informative Its free Its accessible by metro Just right outside the station Forgot which one sorry,17,nothing,당신이 혼자이고 할 일이 없다면이 박물관에는 몇 개의 섹션이 있지만 나는 한글 박물관이 최고의 대화식이며 매우 유익하다고 말합니다.
18,18,7,951,Very boring Nothing interesting Just artifacts that describes nothing War Museum was way more interesting and you learn way more from that museum,18,nothing,매우 지루함 재미 없음 아무 것도 설명하지 않는 유물 전쟁 박물관이 훨씬 더 흥미로웠고 그 박물관에서 더 많은 것을 배웁니다.
19,19,8,1190,So you know nothing of the history of Korea Well dont feel left out few do outside the peninsula Although its not as exciting as Japanese Shoguns and Samurai or Chinese walls to keep out Mongolian invaders Korean history has its sparkle as well The museum is vast and wellkept Its practically free considering the prices of museums in Europe and America There are gardens at the back of the building that are beautiful and quite peaceful,19,nothing,그래서 당신은 한국의 역사에 대해 아무것도 모릅니다. 반도 밖에서 할 일이 거의 없다고 생각하지 마십시오. 비록 일본 쇼군과 사무라이 또는 중국 벽만큼 흥미 진진하지 않지만 몽골 침략자를 막는 한국 역사에는 반짝임이 있습니다. 박물관은 광대하고 잘 관리되어 있습니다. 유럽과 미국의 박물관 가격을 생각하면 거의 무료입니다. 건물 뒤편에 아름답고 평화로운 정원이 있습니다.
20,20,9,1230,An acceptable attraction if you have a couple of hours to spare The museum is free and easy to get to it has its own subway station however I wouldnt put it at the top of my hit list if I was back in Seoul The displays are interesting up until a certain point but there is very little variation in what you see I saw a lot of pottery and weaponry but nothing interactive However the 12 story Pagoda in the center of the hall is worth seeing,20,nothing,몇 시간의 여유가 있다면 수용 가능한 명소 박물관은 무료이며 쉽게 갈 수 있습니다. 자체 지하철역이 있지만 서울에 다시 간다면 히트 목록의 맨 위에 넣지 않을 것입니다. 디스플레이는 흥미 롭습니다. 특정 지점까지 그러나 당신이 보는 것에 거의 변화가 없습니다 나는 많은 도자기와 무기를 보았지만 상호 작용하는 것은 없었습니다 그러나 홀 중앙에있는 12 층 탑은 볼 가치가 있습니다
21,21,10,1324,If you know nothing about Koreas history the national museum is a great place to learn a bit about it I spent around 6 hours there and enjoyed very much this museum It is very well organized There is a restaurant there with good food and not so expensive The outside area is also beautiful especially during autumn time,21,nothing,한국 역사에 대해 아무것도 모른다면 국립 박물관은 그것에 대해 조금 배울 수있는 좋은 장소입니다 나는 약 6 시간을 거기에서 보냈고이 박물관을 매우 즐겼습니다 매우 잘 조직되어 있습니다 좋은 음식과 그렇게 비싸지 않은 레스토랑이 있습니다 외부 지역도 특히 가을철에 아름답습니다.
22,22,11,1471,My family enjoyed their trip to the museum very much there was nothing I disliked about the place and particulary liked that there was lots of info in English for us foreign visitors,22,nothing,우리 가족은 박물관 여행을 매우 즐겼습니다. 장소에 대해 내가 싫어하는 것이 없었고 특히 외국인 방문객을 위해 영어로 많은 정보가 있다는 것을 좋아했습니다.
23,23,12,1482,The building is huge and grand It is relatively sparse inside There is a comprehensive display of Korean history and artifacts from various periods It is interesting but nothing extraordinary perhaps the best thing is that it is free,23,nothing,건물은 거대하고 웅장합니다 내부는 비교적 협소합니다 한국의 역사와 다양한 시대의 유물이 종합적으로 전시되어 있습니다 흥미롭지만 특별한 것은 아마도 무료라는 것이 가장 좋은 점일 것입니다
24,24,13,1543,The architecture is as fascinating as the exhibits and the museum is laid out very well allowing you to move through time periods sequentially The permanent displays are free and there are food facilities inside and outside One down point  there doesnt seem to be the same peaceful museum etiquette in Korea as there is in the West So expect loud adults and children alike the sound echoing around the halls with the curators doing nothing about it,24,nothing,건축물은 전시만큼 매혹적이며 박물관은 시간을 순차적으로 이동할 수 있도록 잘 배치되어 있습니다. 상설 전시는 무료이며 내부 및 외부에 음식 시설이 있습니다. 한 가지 단점은 평화로운 박물관 에티켓이 아닌 것 같습니다. 서구에 있는 것처럼 한국에서도 성인과 어린이 모두 시끄러운 소리가 홀을 울리고 큐레이터는 아무 일도 하지 않습니다.
25,25,14,1555,I was surprised to read that some felt that this was a boring trip with lots of historical artifacts and nothing else Its a museum Thats what a museum is all about   I took the English tour provided twice daily with a nice man who told us about the religious history emphasized the importance of the movable metal type that they have and showed us the gold crown and gave us a detailed history on it Along with his 1 12 hour tour I spent 4 hours there and it was well worth it Go only if you are expecting history you know because it is a museum ;  Oh And it is free for the general exhibit D,25,nothing,나는 이것이 역사 유물이 많이 있는 지루한 여행이라고 생각하는 사람들이 있다는 것을 읽고 놀랐습니다. 박물관입니다 박물관이 무엇입니까? 역사는 그들이 가지고있는 가동 금속 유형의 중요성을 강조하고 우리에게 금관을 보여주고 자세한 역사를 알려 주었습니다. 그의 1 12 시간 투어와 함께 나는 4 시간을 보냈고 그만한 가치가있었습니다. 기대하는 경우에만 가십시오. 박물관이기 때문에 아는 역사 ; 아 그리고 일반전시 D는 무료
