,Unnamed: 0,NAME,STAR,REVIEW,DATE
18,18,Jake Aller,5.0,one of the best museums in Seoul Very easy to find get off at Ichon Subway stop on the blue line three stops from Seoul Station the exhibits are constantly changing and they occasionally have international exhibits  I saw the hermitage exhibit and the Muesum dOlreans Paris museum very resasonable fees,"Written January 27, 2020"
19,19,Mtch,5.0,We went here by their hop in and hop off bus The view is amazing and great You will learn alot from their culture and history,"Written January 20, 2020"
20,20,Ceci T,5.0,This museum is worth a visit both for the amazing building and the collections The building is grandiose and the exhibition rooms are well designed Everything is translated into English making it easy to navigate The collections are remarkable with the main focus being on Korean art from prehistorical times to early modern history Easy access by metro Allow enough time to visit the many interesting rooms,"Written January 19, 2020"
21,21,lola,5.0,This museum is a must visit if you are a history nerd or youre just interested in learning about our past and ancestors It is not only about Korea as the 3rd floor is the world history section where if includes historical facts and artifacts from India rest of Asia Egypt and Japan Be prepared to walk a lot Theres water dispenser at every level so you can bring your bottle for refill,"Written January 14, 2020"
22,22,GintamaZ,5.0,Its close by all the palace and ancient village of Bukchon Hanok  Best of all its free for all  There is a comprehensive display and exhibits of korean history and culture and how people used to live  There were vivid and creative displays in for of real water fall and walls of Korea painting projected on walls,"Written January 12, 2020"
23,23,Dave H,2.0,It is Koreas National museum and its a nice building with a few genuine national treasures but it falls a bit flat It seems too sparse and many of the English descriptions are poorly done or entirely absent It also does not flow well and there were only a few really memorable exhibits The Leeum Samsung museum is much better,"Written January 6, 2020"
24,24,Alex,5.0,We visited to this museum in the morning so we had a chance to catch the English speaking guided tour It was interesting and even outside of the museum there are lots of things to explore,"Written January 4, 2020"
25,25,Bulldogmom15,5.0,We came here after visiting the Korean War Museum so we were pretty tired and still very jet lagged This is a beautiful museum and I wish we would have taken more time to explore but we were just so exhausted Worth seeing still,"Written December 30, 2019"
26,26,In Our Time,5.0,This is attached to the National Museum of Korea  didnt realise it was actually two different listings We spent just on 2 hours here combined and didnt even do a tour missed the english guide by 10mins Lots of information and plenty to explore outside,"Written December 12, 2019"
27,27,oonoiookIA,5.0,Easy to get to the museum next to Gyeongbokkung museum At the time I visited there was a small number of visitors But the permanent exhibitions were all open The exhibitions were interested and well displayed A good place to visit,"Written December 12, 2019"
28,28,Della G,5.0,In my opinion I would place this museum in a world class category It is a magnificent structure that holds precious artifacts historical documents and all else related to Korean cultural and history This is my second visit to this museum The first visit I attempted to start top down and took the free condense English tour I was not able to complete all floors and now several years later I have returned and decided to start from the first level Needless to say I reached up to the 3rd floor level before I ran out of steam Even if you rented a translation device it would still take you a good half of a day if not more to cover all floors Also they have beautiful grounds to explore and that too have a lot of artifacts around the building There is a good restaurant near the top level to take a break So if you are into cultural and history this is definitely a museum not to be missed Better to break up your visit to two trips if you had the time Oh yes there are some neat food trucks that you could eat just before you climb the stairway towards the museum local,"Written December 8, 2019"
29,29,Gunnar M,5.0,The National Museum of Korea is located in a park not far from Yongsan Station During my stay the museum was very quiet with a small number of visitors Some space was closed for preparation of a themed exposition the permanent exhibition was all open It is worth spending some hours here The Museum shop has a nice collection of items at different price levels,"Written November 28, 2019"
30,30,Flying Dutchman,5.0,I had one day off and went to the amazing National Korean Museum  a very very large building which is similar to Musee dOrsay in Paris a lot of space There I had a guide it seems a lecturer from a university he had a really broad knowledge Okay his English needed improvement but the explanation he gave about Korean history was incredible Moreover he knows a lot of culture  The Subway or Metro to the Museum is well organized In the hotel they explained me how it works and with this information I bought a ticket and went into Korea underground Stations are indicated in Korean and English so it helps otherwise Korean people are very open and friendly to show you the way  Do not throw your ticket away because at the end you get a refund of \xe2\x82\xac 050  very sustainable,"Written November 25, 2019"
31,31,TrudiC44,5.0,This museum is adjacent to the Gyeongbokung Palace so its very convenient to visit Theres a cafe in the basement for light refreshments A comprehensive display of the Joseon Dynasty that lasted for 5 centuries A pleasant way to spend an afternoon,"Written November 13, 2019"
32,32,Pissed Off Reviewer,5.0,Wonderful place to visit Worthwhile experience Very well explained exhibits and easy to follow explanations,"Written November 11, 2019"
33,33,Amy H,5.0,Sadly the app crashed and lost my review  good for kids  Timed free entry for the kids museum geared for 7  under but no age limit  free entry to the permanent exhibit  plenty of parking Recommend,"Written November 7, 2019"
34,34,ErkiBear,4.0,This national museum has an interesting selection of exhibits and isnt so big that you get gallery fatigue when youre only halfway through The restaurant is good for traditional Korean food at a reasonable price and I found the gifts in the museum shop were attractive and very reasonably priced,"Written November 4, 2019"
35,35,Hanan B,5.0,You can divide museums into great and not great The great museums then can be divided into worth a return visit and not worth one The National Museum of Korea is a great museum that is unquestionably worth return visits  First the architecture a large building divided into smaller units ie childrens museum library exhibition hall The exhibition hall has both permanent and special exhibitions I only had time almost three hours to see the permanent exhibitions on the third and second floors but didnt see the first floor or the special exhibition Regretfully I left my visit to this museum for my last day in Seoul  The exhibitions themselves are of the highest quality using among others collections that were donated or bequeathed to the museum  Physically the exhibition halls are impressive massively large with high ceilings The explanatory text is interesting and fully translated to English  There are a few places to eat I can only comment on the tea room on the third floor where I had an amazingly good cup of tea There is also an extensive museum shop which is itself impressive I left some money there and would have left much more had I lived in Korea and not had to take fragile things on several flights,"Written October 28, 2019"
36,36,Inorbital,5.0,The main building offerred free admission but dont miss special exhibitions at the library building with extra fee which was worth the visit I felt obliged as it was great enough to spend some money to support it So I bought some souvenir from the museum shop  Easy to go there just take a train to Ichon Station,"Written October 27, 2019"
37,37,hatch23,5.0,We visited the museum while staying in Seoul It is very well laid out and the displays are simply beautiful Amazing that so much history has been preserved and acquired for people to see Was particularly pleased to see so many school groups there,"Written October 25, 2019"
38,38,RickyFernando,5.0,So impressive how the museum is organised  you almost feel how it was like to live in ancient times Need at least a day to do it justice,"Written October 25, 2019"
39,39,Ian K,5.0,My wife and I spent a lovely afternoon browsing through both the paid exhibitions The EtruscansRising to Rome and Through the Eyes of Joseon Painters and the first couple of floors of their free exhibitions  The hours just went by as we strolled through the many galleries admiring the exhibitions  During my visit as I was going through the The Etruscans  Rising to Rome exhibition 3 boys were left on pretty much on their own and they were running around the exhibition being a general annoyance A poor female exhibition staff had a hard time trying to stop those 3 imps  This brings me to my one protip If you are bringing your kids and I highly recommend that you do there is even a children museum keep them on a tight leash  Anyhow the museum inside and outside is splendid Unfortunately we didnt have enough time to cover or at least walk through all its exhibitions,"Written October 24, 2019"
40,40,Andrew B,4.0,This museum has many different Korean artifacts and artworks The first floor focuses on premodern and earlymodern history in Korea though no modern history section The second floor focuses on calligraphy and artworks while the third floor is mostly porcelain pots I would have liked to see more history especially of the modern period but overall the museum has quite a lot of artifacts and is very extensive The museum is free to enter and can be accessed via the Ichon subway stop Worth checking out if you are in Seoul,"Written October 19, 2019"
41,41,Jane H,5.0,This museum was amazing the building itself is beautiful and there are many interesting exhibits which helped us to learn more about Korean history Lots of information in English and very useful leaflets guiding visitors to key exhibits,"Written October 18, 2019"
42,42,richard m,5.0,Pur\xc3\xa9 culture learning experience for all of us bisedes an special exhibition from europe estrucos Was there,"Written October 16, 2019"
43,43,QZOCK,5.0,If you have time you should go to the museum You can walk through the history of Korea and depending on whats being shown travelling items can be seen as well They had the landscape painting exhibit when we went They were also showing the Etruscan stuff  which we bypassed New modern museum layout of which reminded me of DOrsay It also has a food court to keep you from wandering off too far in search of food Food actually passable as good and are reasonably priced Museum items was well worth the time spent and is highly recommended,"Written October 15, 2019"
44,44,acm988,5.0,The museum is quite big and have many interesting exhibitions Recommended for a family trip or for a rainy day,"Written October 14, 2019"
45,45,Herbert H,5.0,A great place for museum lovers or those with a genuine interest in Korean history The museum is housed in an imposing building surrounded by beautiful grounds Entry is free to the permanent exhibitions We were fortunate to arrive on a day where there was free entry to the visiting special Etruscan exhibition Very easy to get to via the Metro Ichon station Line 4 exit 2 has a special pathway to the Museum itself Well worth a visit you could spend hours here,"Written October 14, 2019"
46,46,cbrosen,5.0,Spent 45 hours here on a rainy day on my most recent trip to Seoul and still did not cover the entire museum Its a beautiful space and highly recommend spending a half day or more if you can exploring The grounds around the museum are beautiful as well wish it had not been raining so I couldve spent more time exploring the complex around the museum,"Written October 4, 2019"
47,47,Jbloodworth,5.0,Great museum and best of all its free Extensive Asian collection They even have little robots for help if needed Worth a day no matter the weather,"Written October 4, 2019"
48,48,peter102110,5.0,Really impressive building with a wonderful and accessible collection Could spend a few hours or days there,"Written October 3, 2019"
49,49,V\xc3\xa1clav V,5.0,Well organized nice exhibition in a vibrant building It is not ovecrowded even on a rainy day Free entry is a plus,"Written October 2, 2019"
50,50,Dawn S,5.0,Easy to access from metro line 4 Ichon station exit 2 or bus 502 or 400 this museum is well worth the visit General entry is free MTuThF 10001800 WedSat 10002100 SunHolidays 10001900  closed Jan 1 Seollal and Chuseok and they offer guided tours in Korean Japanese Chinese and English throughout the day Exhibitions are displayed over three floors  a variety of galleries  prehistoric works celadon an impressive Iron Buddha  just amazing works Worth a quick visit if that is all you have time for or one could spend hours just admiring the works There is a nice gift shop several options for tea or meals and a childrens museum on site did not visit I would highly recommend a visit to this amazing museum  can be combined with a visit to the National Hangeul museum and Yongsan park for a short stroll outside Ichon is becoming a more developed neighborhood with plenty of places to eat or get coffee and about 12 a kilometer from the metro stop to the Hangang Riverside Park and paved trail that runs seemingly endlessly along the Han,"Written September 26, 2019"
51,51,Jason Tsang,5.0,Im truly surprised by the number of museums and galleries in Seoul The National Museum of Korea is a gem and a must see The building is large an spacious with exhibited being well laid out Ive only managed to see less than 30 before it closed I will be back again I loved how they present history and culture Korea whilst smaller than China is in her own right a very sophisticated country and unique in many ways The gift shop is the best and biggest Ive seen for a museum,"Written September 26, 2019"
52,52,hellp842,4.0,We needed more time to take in all the history and artifacts this museum has to offer We were not given long enough to take it all in but learned a lot in the time we hadDefinitely worth a visit,"Written September 24, 2019"
53,53,larryjman,5.0,You could probably spend an entire day here if not more This is one of the biggest museums Ive ever visited but its beautiful Its very well curated as well Keep in mind that unless Korean and Asian history is something of interest to you this may not be your thing As interesting as it is it may be difficult follow along and grasp all the history thats being thrown at you  Nevertheless if you just want to look at beautifully preserved artifacts then this place is perfect for you I remember walking into one room with a VAST collection of Buddha and Bodhisattva statues I believe mostly from Korea and they were just breathtaking Absolutely enormous with fine detail and descriptions nearby,"Written September 18, 2019"
54,54,JSdoe,4.0,nice museum with interesting historical exhibits nice to visit and learn about the past of this culture but also because of the cultural open air events,"Written September 17, 2019"
55,55,tonyking8652,4.0,If like myself you are not a great lover of large rambling 19th Century Museums crammed with thousands of artefacts over umpteen floors and galleries  this is one for you Its modern its light its airy and is just one long building with just 3 levels with a very constrained number of exhibits covering some quite precise subject areas Entrance to the main collection is free A little word of warning in busy times the galleries are quite manageable but dont be tempted to try the food hall,"Written September 13, 2019"
56,56,T_Rex_Toyota,4.0,It was a muggy day when we visited as its been raining on and off  As part of the tour we went through it within an hour Could easily spend half a day if youre into history and artifacts,"Written September 12, 2019"
57,57,igeert,5.0,If you are into understanding and experiencing the evolution of Art calligraphy and sculpting this is a must do If not youd better skip it Very detailed collections of multiple eras within the Korean geography Surprisingly well kept Especially the calligraphy from stone carving over papyrus to the first printed books The museum souvenir store is a real gem,"Written September 10, 2019"
58,58,AnttilaKarri,4.0,This museum is big and I mean big There is so much to see within its walls that make sure you reserve more than one hour if you really want to focus on all of it Sadly as in every museum in Korea Korean nationalism has embellished some of the history and left the nasty parts out,"Written September 10, 2019"
59,59,Trudy M,5.0,We love to visit National Museums when we have the opportunity With only 2 days in Seoul we had to choose carefully how to spend our time We are so happy that we began our first day at the National Museum of Korea The displays were nicely presented with narrative in English which gave us insights and information to better understand Korea and the Korean people This large and airy museum includes a 10 story pagoda The directional flow from room to room is logical and easy to follow Our 3 hour visit was fabulous We highly recommend making the time to visit this excellent museum,"Written September 9, 2019"
60,60,tilla55,5.0,For history and historical art lovers A huge collection of Korean sculpture furniture calligraphy painting impossible to see all in 1 day,"Written September 4, 2019"
61,61,worldtraveler795,4.0,We love to learn about the countries we visit and the museum was a great way to do that It feels wide open and uncluttered and is easy to get around The gardens outside are beautiful and not to be missed We didnt eat here as it seemed expensive like all museums so bring snacks My 12 year old was bored but my two 18 year olds love it Have a great day,"Written September 3, 2019"
62,62,Vincent M,5.0,There are three great cultures in East Asia Chinese Korean and Japanese For at least the last two millennia Chinese cultural influences radiated out to both Korea and via Korea to Japan Westerners sometimes dismiss Korean art as imitative but thats not true You might as well dismiss Italian Renaissance painting as simply imitative of Flemish or Romanesque architecture as simply imitative of Roman Each of the Far Eastern national arts is unique and excellent But I suspect even those with a strong interest in art and culture are far more familiar with Chinese and Japanese than Korean So in terms of delving into artistic and cultural terra incognita we Westerners would get more bang for the buck in the National Museum of Korea than in either the Imperial Palace Museum in Taipei or the National Museum in Tokyo All three of these museums are overwhelming but Koreas fine arts are the ones most likely to be a terra nova  You could spend a full day at this museum standing in line when the doors open and being ordered out when they close and still not absorb it all I was astonished to see TAs suggested duration as \xe2\x80\x9c2 to 3 hours\xe2\x80\x9d but felt better when I checked and saw their suggested duration for the British Museum was also \xe2\x80\x9c2 to 3 hours\xe2\x80\x9d In fact cheer up curators of the NMK TAs suggested duration for the Louvre is \xe2\x80\x9c 1 hour\xe2\x80\x9d The curatorship of the NMK by the way is as outstanding as its collection which was good news for me I needed all the help I could get Here are just a few things Id recommend you look for  Plug Em and Pot Em We do a lot of odd things to our dead Egyptians mummified them; so did Chileans Zoroastrians put them out for the buzzards to eat; so did Thais long ago Eating them was the norm in New Guinea New Zealand and the Amazon But as you wander through the NMKs collection of Three Kingdoms artifacts 4th5th century CE be on the lookout for some huge red clay pots Baekje honoured their noblest dead by jarring them My mother used to preserve stuff in jars too but it was apples and apricots not ancestors See Burial Jars photo  A Really Old Boat The bestknown boat surviving from antiquity is the Khufu boat which has an entire museum to itself a baseballs throw from the Sphinx in Gaza Its over 4000 years old and remarkably wellpreserved but was built strictly for mortuary purposes and never even got wet The NMKs got a real boat thats twice as old 8000 not 4000 You get to see what little remains of it and a recreation A humble canoe; no Pharaoh would have dreamed of stepping into it but it would be thousands of years later before Pharaohs were even invented Im not sure wed even gotten to antiquity yet when some stoneage Korean carved this canoe Korean fauna back then included cave lions and woolly mammoths I suspect the canoe hit a rock got holed and was abandoned by its owner as a nowworthless piece of junk Little did he know that people would line up and pay good money to see it 8000 years later see Neolithic Canoe photo  Buddhas Explained Naturally the NMK has a large collection of ancient Buddhas Ive mentioned the NMKs outstanding curatorship I particularly commend them here Ive been to national museums in China Japan and every country in Southeast Asia and this is the first museum Ive seen seen that explains each and every mudra Whether theyre giant Buddhas or miniatures all Buddhas do something with their hands Each hand gesture has a specific meaning but if you dont know Buddhist signlanguage you cant read them The NMK provides you with an easy 10minute course on what each one of them means immeasurably improving your understanding and appreciation of what youre seeing After six years of wandering around Asia I knew a few of them but now I know five times more A healing Buddha holds a medicine ball in his left hand and not only heals folks but saves them from calamities in both Pure Land or Theraveda Buddhism the \xe2\x80\x9cgoddess of mercy\xe2\x80\x9d Guanyin does the same and she also holds a bottle of medicine see Healing Buddha A different gesture indicates that the Buddha is dividing his disciples into nine different grades depending on their religious capacity see GradeMaking Buddha The star of the collection however is a pensive Bodhisattva one of the National Treasures of Korea see Pensive Bodhisattva The museums also got a brilliant 5minute video on the building of one of the UNESCO world heritage site Buddhist temples in south Korea broken capstone and all Every NMK video is worth watching  Other National Treasures Korea has an admirable system for identifying its finest cultural treasures Youll find quite a few of them in this museum National Treasure 61 NT 61 is a 12th century dragonshaped celadon ewer see Celadon Dragon; NT 191 is a golden \xe2\x80\x9cantler helmet\xe2\x80\x9d and girdle see Antler and Girdle Other NTs run the gamut from NT86 a towering ceramic pagoda that you cant possibly miss see Gyeongcheonsa Pagoda to NT 89 a belt buckle that you could easily miss but hopefully wont its made of over 50 grams of pure gold thread and granules shaped into a large twisting dragon surrounded by half a dozen smaller ones see Gold Belt Buckle I used to have a belt buckle just like that myself in my dreams Be on the lookout for anything in the museum with an NT designation  I could have spent several days in this museum Spending only one I focused almost entirely on the Korean collections However the museum has important collections from other cultures including Gandhara and Pala Two items that definitely caught my eye were a bronze Greek helmet and a small but ornate Malay basin small because it was used to give newborn babies their first scrub see Greek Helmet and Malay Neonate Basin If youve an interest in Chinese celadon dont miss the the Sinon Shipwreck Collection This notquitehardyenough ancient freighter was headed to Japan in the 1320s ran afoul of a typhoon or faulty navigation and wound up at the bottom of the sea off the coast of Korea 1323 was at the tailend of the Mongol dynasty they went through seven emperors during that decade each one worse that his predecessor but China was still making firstrate china Hence a treasuretrove of Chinese celadon from as far afield as Canton being glazed thousands of pieces were in pristine condition Personally Id rate Sung celadon 1 Tang porcelain 2 and Ming 3 but a shipfull of any Chinese celadon is a treasuretrove indeed with a thousand pieces of metalware as a little something extra see Sinon 1 Sinon 2 Sinon 3 and Sinon 4 photos  If you want to take a break the museum has both a excellent teahouse and a restaurant Be aware that if you order anything with \xe2\x80\x9cspicy\xe2\x80\x9d in its name such as \xe2\x80\x9cspicy beef soup with black tigers paw mushrooms\xe2\x80\x9d it may be hotterthanHades spicy even by South Louisiana Cajun standards see Spicy photo Also note that the grounds around the museum are wellworth a stroll with bridges and pavilions gardens and carp ponds see Museum Gardens photo  As with any other major world museum what you bring to it will reflect what you take away from it If you can do the Louvre in under an hour 2 or 3 hours here will certainly suffice If youve got young children the odds are that that hall after hall of glazed porcelain will make their eyes glaze over But for visitors with a real interest in Asian culture and art Id recommend getting there when the doors open and sticking to it until they close But then Id recommend spending a whole day at the Louvre too,"Written September 3, 2019"
63,63,coocododo,5.0,Nice place to explore This large area with many historical things is great for knowing better korean history,"Written August 30, 2019"
64,64,diablodancer,5.0,We had allowed a few hours to look around but you could easily spend a day in here if you wanted to take in every exhibit in the permanent exhibition and then the rest of the complex There are three floors in the permanent exhibit and we ended up having to skip the entirety of the third due to time Looking at the guide map there is also a Childrens Museum on the other side of the entrance auditorium so definitely allow more time if youre travelling with younger kids The permanent exhibit is free although there is a charge for the rotating special exhibitions and Childrens Museum  If you are spending a day theres plenty of restaurants and cafes on site We also passed a 7eleven or similar store in the complex The staff at reception spoke some English and there is also a helpful stationary guide robot with information in English  We got a taxi there and back but the museum is also connected to Ichon Station on the subway by an underpass,"Written August 26, 2019"
65,65,JayMan917,5.0,If you love museums and history this is the place to go to The place is new massive and has a great collection of Korean history There are highlights of the collection as it will probably take you more than a day to go through in detail through the entire collection Highly recommended museum,"Written August 12, 2019"
66,66,ellycmc7,5.0,We always go to the museum of the country we visit and this one was particularly good The layout was amazing and seamless from one period to another The space between exhibits were large so you wont feel crowded at all There were plenty to see and read We arrived 1 hour before closing as we rushed over from another museum So we only did the ground floor and chose the important parts to see The museum is free to enter for all You can download the museum app and use it as an audio guide You need to use your own headphones though as required by the museum,"Written August 11, 2019"
67,67,Vera K,5.0,Large interesting exposition A lot of information about the history of Korea the royal dynasties the life of the common people crafts and traditions Highly recommend All national museums in Korea are free,"Written August 9, 2019"
68,68,Olga K,5.0,Very interesting museum Tons of information and details Great place to learn more about Korean history I was jet lagged so could not fully enjoy this place But I recommend to plan at least 23 hours to explore In addition there is an amazing space in front of the entrance or rather between the entrances With a beautiful view to Namsan sp See the photo,"Written August 6, 2019"
69,69,Nathan Smith Jr,5.0,Im not sure if its free for everyone but it was free for us as part of the tour and it was a decent hour or so we spent in there Very interesting to learn about the creation of the Korean writing system and more about Korean history that I didnt know Useful going into my PhD in East Asian Studies,"Written August 4, 2019"
70,70,TravelFoodieTex,5.0,If time allows only one museum choose this one Its free and hours vary depending on the day of the week Look online at the official website Skip the guided tour English hard to understand and 1 hour spent on 10 items Allow 3 hours plus time for any special exhibits Download the app and bring your earphones Well organized so numbered exhibits correspond to numbers on the app Exhibits in English so easy to follow Enjoy,"Written August 1, 2019"
71,71,Satuah,2.0,Building itself is impressive Exhibition boring and way too large feels like you have seen these same green vases so many time Seems to be popular amoung school groups Children running around and acoustics make place noisy ,"Written August 1, 2019"
72,72,Travelgagas,4.0,Free and worth visiting with Korean Dynasties and culturesI luv the small cafeteria inside very clean and polite staffs,"Written July 31, 2019"
73,73,vym6,5.0,Beautiful place tastefully designed to remember and educate It was quite emotional but very deserving Learn and never forget,"Written July 29, 2019"
74,74,Vicky C,5.0,A great insight into Korean history It has a wonderful display of ceramics We had lunch at the restaurant which was delicious A must see place to visit in Seoul,"Written July 26, 2019"
75,75,coellomilton,5.0,The museum is big and has lots of interesting rooms with history of Korea There is quite a great view of the N Seoul Tower from there and they have shops where you can buy souvenirs related to the antiques that you will see in the museum I went to the museum on the weekend and I didnt have to pay an entrance fee I guess the entrance is free on the weekends You are allowed to take pictures of the different exhibition rooms they have but you are going to be requested to go through an Xray security checkpoint before entering the hall where the exhibition rooms are I highly recommend you to go to this museum if you are interested in the history of Korea and of course if you are willing to spend two to three hours there because the museum is huge,"Written July 22, 2019"
76,76,Richard N,5.0,After visting the site of thombs and their contents at the Gyeongju Ancient Tomb Complex we when to the musuem to gain more knowledhe of the Shilla PeopleThe displays wete excellent and had descritions in English Excellent,"Written July 13, 2019"
77,77,curlerpat,5.0,We have been to this museum on two seperate visits  it is well done and explains th rich history of Korea It is easier to understand the culture with a history lesson from the museum,"Written July 9, 2019"
78,78,Amy H,5.0,Sadly the app crashed and lost my review  good for kids  Timed free entry for the kids museum geared for 7  under  traveling Happy inside exhibit was great  Recommend,"Written July 8, 2019"
79,79,Sun P,5.0,If you are visiting Seoul there are three places that is must in my opinion Gyeounbokgung palace National Museum of Korea and The War Memorial of Korea are the three The first two will provide visitors with the sense of Korean culture history and the language that is unique to Korea The last will give you an insight into the recent history of the nation that overcame the tragic and catastrophic events that were Japanese occupation liberation and Korean War,"Written July 5, 2019"
80,80,Stray Cat,5.0,It may not be quite as interesting as the War Museum the best free museum in Korea but it does get the silver medal Great way to spend a few hours out of the sun or rain and when the weather is right enjoy the large park outside In fact the park is superb minirivers and waterfalls play area for kids lots of green space and trees  great way to relax Highly recommended a very cheap day out,"Written July 5, 2019"
81,81,manoonye,5.0,I went there a few times and I really like it They have a huge collection including lots of porcelain The museum itself is very spacious so be prepared for at least 2 hours of visiting Theres a small park  like right outside the museum And the entrance is free of charge  Sometimes they organize events for foreigners like for eg making korean masks  only that costs extra,"Written July 3, 2019"
