,STAR,CONTENT
24,4.0,One of the most wellknown attraction in Seoul which is worth a quick visit In the palace itself there isnt much to do apart from just walking around and seeing the historic buildings You also cant enter any of the buildings which means 
25,5.0,Very nice facility with park The changing of the guard is worth seeing Better to go in the morning especially if you want to take pictures Admission is 3000 won per person
26,5.0,Very hot in beginning of August but still worth the experience
27,3.0,The palace takes you all morning to see it there were many closed sections thats why I dont give it 5 stars
28,5.0,Absolutely beautiful
29,5.0,Just something you should definitely see on your first trip to Seoul The culture and history is important A lot of people rented hanboks although it was the end of July and blazing hot outside and were wearing them for pictures and to walk around Side note if you rent hanboks you can get into all of the palaces for free The palace was stunning We got some cool pictures You can get around with a stroller its just not that easy Also I suggest if youre going to come here dont do it during the middle of the summer and in the hottest part of the afternoon I felt like I was roasting Bring lots of water Prices to enter are cheap 3000 krw per adult and children 9 and under are free Were glad we went
30,5.0,A beautiful palace with free tours in several languages and free entry if you rent a Hanbok
31,5.0,Incredible cultural experience with beautiful historical architecture Guided tours are provided in English and are free The palace is massive and has plenty of places to explore outside of the guided tour
32,5.0,Me gusta
33,5.0,Really wanna back soon 
34,5.0,I have been to Gyeongbokgung Palace countless times I have the opportunity to visit it at night It is a very special experience when the breeze blows in the palace at night in summer
35,5.0,Beautiful architecture plenty of different areas to walk around in and lots of opportunities for pictures People are usually very nice there which adds to the whole experience
36,5.0,Very nice place I would have put 1000 stars on this place
37,5.0,Luv it
38,5.0,Wonderful
39,4.0,A historical palace from the days of the Japanese imperial rule in 1300 AD  It is necessary to take a guide or a listening device to know the history of each building It contains more than 500 buildings
40,5.0,So beautiful
41,4.0, It is a royal palace of the Joseon Dynasty It is a vast site and there are quite a lot of buildings 
42,5.0,Like it Beautiful hanbook
43,4.0,Very much a tourist hotspot Expect people to be pushy and rude at times Beautiful landmark Additional museums behind the palace
44,4.0, I had been here in 2015 This palace has the most long history for about 700 years in Seoul Korea This palace suffered wars and conflagrations and many imperial palaces and cultural heritages were also damaged 
45,5.0,Gyeongbokgung Palace is a palace located in the north of Seoul South Korea  Gyeongbok Palace is one of the 5 great palaces and is the largest built by the Joseon Dynasty
46,5.0, A place where you can feel at ease anytime The Royal Palace Museum at the entrance of Exit 5 is highly recommended 
47,3.0, As a restaurant specializing in samgyetang it was not bad to eat as a health food But I dont like samgyetang 
48,5.0,Place is good for tourisment
49,5.0,I love v baby   and BTS army my dream  please in south Korea 
50,4.0,Same as the other palaces
51,5.0,Beautiful at dream for me 
52,5.0, Very attractive place always wanted to visit it Upon arrival in Seoul I really liked it We went here first 
53,5.0,So amazing experience I hope that many cultural assets in Korea will be known and well preserved I was proud to be here
54,5.0, The capital of the Republic of Korea The place where the king of Hanyang of the Joseon Dynasty lived in the past 
55,3.0,I was expecting to see a bit more but felt attraction was a bit limited The palaces were decent
56,5.0,I want to go on a trip once
57,3.0,Place is bigger than i expected lots to see can be boring if ure not into history tickets were very cheap cant go in the temples would be great with a small kiosk where we can buy a cold drink
58,5.0,Absolutely must see landmark  Bring a nice camera you wont be sorry  Feels like you are lost in time
59,5.0,I saw the changing of the guard and then toured the grounds  Both were stunning The grounds are exposed so come prepared  Id recommend a tour ao you can learn all the intricacies of the design and their meanings  Definitely recommend
60,5.0, Historic Site No 117 It was also called Bukgwol  because it was located in the northern part of the city It was built according to the establishment of the Joseon Dynasty and was used as a palace in the early 
61,5.0,Oh Lord visit my mind I will pass it
62,5.0,Kings House
63,5.0,Priceless Have to go there with a friend unless you have photographerz Remember to rent hanbok online get ready for photo session Have a feel to walk in the palace and surrounding in hanbok 
64,4.0,Worth a visit because of its cultural significance and cheap entry cost but otherwise its very large without much shade and there is no way to buy water inside forcing you to leave  There is no reentry allowed 
65,5.0,Soooo pretty palace does not matter how many times I visited I still love this palace
66,1.0,Overflowing with garbage and dirty
67,5.0,I enjoyed the atmosphere of the Joseon Dynasty
68,4.0,Awesome
69,5.0,Honestly the way it looks it is so peaceful and makes all your worries shatter
70,5.0,Were good 
71,5.0,Amazing
72,5.0, It was even better to see the places I saw in the drama in person 
73,5.0, Always a wonderful place A place to stick your tongue out at the wisdom of our ancestors A must visit place at least once 
74,4.0, The Gyeongbokgung Palace parking lot is very crowded and the lines are long so it is recommended to use the nearby private parking lot It is not convenient to drag a stroller on the stone floor but you can bring it 
75,5.0,They have free English tours; just check the timings on the website The tour guide was very knowledgable and friendly as well 
76,3.0, Gyeongbokgung Palace is the main palace of the Joseon Dynasty It is located in the northern part of the old city of Seoul beneath the southern side of Mount Beiyue Gyeongbokgung Palace was founded by Li Chenggui 
77,5.0,Wore Hanbok and got free entry to the palace A nice place to take lots of pictures
78,1.0,Chedney Sison souel Korea Philippnies Chedney Sison gmail com
79,5.0,Excellent view of how Korea was in the past There are free tours and the entry fee is pretty cheap
80,5.0,One of the best ancient sites to visit when visiting Seoul Highly recommended 
81,4.0,The autumn leaves are wonderful and breathtaking
82,5.0,Superb 
83,5.0, I visited at 12pm on a Saturday and the entrance to the parking lot was complicated but it was so nice to get in 
84,5.0,Magnificent and wonderful
85,5.0, Gyeongbokgung Palace is one of the tourist attractions in Seoul South Korea that should not be missed This vast and beautiful palace is now home to the National Peoples Museum of Korea and the National Palace 
86,5.0,         
87,5.0,Really great attraction At 10am on a weekday we got to see the royal guards performing
88,5.0, A place where you can feel the Joseon Dynasty with your whole body 
89,5.0,Emperor Sejong Palace
90,4.0,This iconic palace was the main royal palace of the Joseon dynasty This palace was built in 1395
91,4.0,Nice huge palace especially the garden The secret garden should be visited if you have a chance to go there
92,5.0, In Busan my best friend and his girlfriend made a ticket to see Gyeongbokgung when it was open at night and the couple both succeeded so it was a Saturday but I gave up on weekend sales and went with my wife 
93,3.0, First of all it was close to home and it was good because it reminded me of the past 
94,4.0,This lovely autum  Hanbok style is a must 
95,5.0,Beautiful
96,5.0,Beautiful palace cheap entry they have multiple shows at 11am and 1pm
97,4.0,Quite a nice and expansive place A lot of things to see and while it was busy there were quite spots to sit down and relax Many picture taking opportunities all around
98,3.0,0l
99,5.0,Amazing place
100,5.0, It is a magnificent and pretty place any time but there is another beauty when it is open at night There is a good parking lot and admission is free if you wear a hanbok so there are many people wearing hanbok It 
101,5.0, The weather was good and it was the first time in a long time to see the palace it was cool 
102,4.0,Gyeongbokgung Palace is arguably the most beautiful and remains the largest of all five palaces
103,5.0,beautiful place
104,4.0,Very nice large palacebetter to visit in spring fall or winter due to heatwonderful photo ops in Hanbok attire Can get in free if dressed in Hanbok
105,5.0, Beautiful night view traditional and modern city center at the same time 
106,5.0,Fantastic  No more comment necessary
107,5.0, beautiful palace Definitely a mustdo for only 3000 won The area around it is worth exploring afterwards with nice little shops and restaurants 
108,5.0, I visited Gyeongbokgung Palace at night Gyeongbokgung Palace during the day is beautiful but Gyeongbokgung Palace at night is also beautiful 
109,5.0,beautiful
110,5.0, We visited Gyeonghoeru Pavilion the National Palace Museum and the Folklore Museum 
111,5.0, It was like stepping into a scene of history for a moment Looking at the gigantic wooden structures passed through by unknown craftsmen long ago in the past I was reminded of the great significance of each and every 
112,5.0, Be sure to visit Gyeongbokgung Palace at night Only Gangnyeongjeon Gyotaejeon and Gyeonghoeru are open to the public but the palace at night is really cool 
113,5.0, There are a lot of people so I recommend going in the morning if you want to take pictures and have fun Also there are many places to take pictures so I recommend wearing a hanbok and taking pictures 
114,4.0, There are many foreigners now Its always a pretty place A palace in the heart of the city is attractive 
115,5.0, Gyeongbokgung Palace is pretty but The look of her lover in a hanbok is so pretty I felt that I did a good job of making a custom copy 
116,5.0,Should be on the top of your list for tourist attractions in Seoul Lots of pretty grounds and historical buildings Well maintained and easy to navigate
117,5.0,This is a must see if your in Seoul 10 and 12 has the changing of guard ceremony which was very neat to see
118,5.0,A must visited place when you are a kdrama lover You can take so many instagrammable photo there Youll see the royal changing guard ceremony in every 15 minutes You can take a pict with the guards as well 
119,5.0,"I was in Seoul for only 5 days on a business trip and got 1 free morning and afternoon to enjoy the city before an evening flight and I was so glad I visited this palace! I stayed at the Plaza Hotel and it was about a 20 minute walk to the impressive front gates. There were guards dressed in period costumes you could take pictures next to and in the front you could purchase guided tours or get a free map to walk around. There are kiosks where you can buy tickets in any language which was helpful for me as an English speaker. They also rent period dress outfits you can wear and they waive the entrance cost (which was very cheap) and that was popular with the kids. I spent the better part of 2 hours walking the property and seeing the sites of this almost 700 year old complex. The pictures were beautiful, especially the gazebos on the water. There was also a small cafe and gift shop on the grounds to get out of the sweltering heat. If you only have a day to visit the city I recommend not missing the palace!"
120,5.0,"This place is huge. Be prepared to walk a lot and bring water as you will be in the sun. They offer English tours so best to check ahead and time your visit with the tours, otherwise you will be walking around looking at old buildings which can be pretty boring w/o hearing the back story."
121,5.0,"This is an interesting place to spend a major part of a day. Don’t forget to watch the changing of the guards, a highlight that occurs several times a day. Also make reservations online for a time to visit the Gyeonghoeru pavilion."
122,4.0,"Impressive and interesting palace though we preferred nearby Changdeokgung Palace, which has a more scenic setting. Gyeongbokgung is more out in the open. In addition to the palace buildings, the main things we liked about Gyeongbokgung were the changing of the guard ceremony and nearby location to the Blue House and Bukchon Hanok Village, which were both worth visiting."
123,5.0,"In going to Gyeongbokgung palace, you have an option to rent a hanbok from the nearby rental shops. They usually costs around 10,000-25,000 ₩, depending on design and gender style (men's are more costly). You don't need to buy tickets to enter the palace grounds if you're wearing a hanbok so remember that before you book online."
124,5.0,"It wasn't very busy when I visited (a Monday in June), and I loved wandering around for hours just enjoying the lovely architecture and nature. There were (free!) English- speaking tours, but I found exploring myself and reading the plentiful information signs to be more than enough to get a feel for this historic place. As other reviewers note, a must in Seoul!"
125,5.0,"This is must stop place. We rented hanboks for the day, so admission was free. The ground were lovely and expansive. Rent an audio tour or just peacefully enjoy the palace."
126,5.0,"Of Seoul's 5 Palaces, this is THE Palace to see. Built 1395, destroyed 1590's, rebuilt 1800's, destroyed again in the 1940's, restored once more in the 1990's, it's not just a wonderful escape from the hubbub of Seoul, it's a walk through Korea's history. Especially when you wonder through the gate to Korea's Folk Museum. Well worth the visit."
127,5.0,"Of all the palaces in Seoul, this is the main one and a must.  If your limited on time, definitely do this one.  As you can imagine, busy but with Korea having just reopened after C-19, not as bad as pre-pandemic times.  Go early.  I got there at 09:00 as it opened and I was done by noon.  It was packed by then.  Grounds are huge, when it starts to get hot you will struggle in the heat.  Entrance is cheap.  I timed my visit so I walked around for an hour, watched the Royal Guard Changing Ceremony at 10:00 (around fifteen minutes), walked around some more and then joined the free English guided tour at 11:00 for one hour. Check online the night before as they change timings and closure days. Perfect.  My free time allowed me to explore and the guided tour was good providing an overview to some of the main buildings as well as details I didn't notice walking alone.  Guided tours are not in many languages.  English was the only European language but this may be due to the limited tourists at present.  Take water with.  I may be wrong but there only appeared to be one cafe inside.  If you don't do the free guided tour, there are information booklets but staff are not that friendly and don't volunteer this information.  After you have purchased a ticket, go through the main entrance and on the right are the booklets in a few languages.  There are also information boards at some of the palace buildings with a few facts.  At the time of writing June, 2022 adult entry for a foreigner is 3,000 Korean Won.  If you wear the traditional Korean hanbok outfit (assume you can hire this nearby), then you can go in for free.  A lot of people were doing this but check the price first.  Unless you want to dress up and take photographs then do it.  If your doing it to go in free, the entrance is cheap and I think hiring the outfit may cost more!  Plus it is really hot (depending when you go).  The National Folk Museum of Korea is located at the back, free to enter.  Highly recommend going.  Although I was tired I did this after the palace (spent about an hour at the museum) and it was really good.  In total I was there for four hours to cover both.  Grounds are clean and well laid out.  If you do the museum, you cannot go back into the palace so do it after you have finished at the palace.  The museum exits into a main road where you can easily get public transport or a taxi."
128,5.0,"Mostly reconstructed complex from the Joseon era (Japanese damage and fires, etc.). They have obviously taken pains to rebuild the major structures using period techniques and we watched some craftmen working on one building with only hand tools. One pavilion needed two large trees of a variety that were no longer available in Korea so they were located and shipped from Canada!"
129,5.0,This was a beautiful area to walk around and learn some Korean history. The ticket price was very reasonable. Very nice gift shop/cafe.
130,4.0,"Part of a beautiful park, this building is one of the most attractive of them. Nothing seems to remain from the 14th century buildings and a lot from later needed to be repaired or even rebuild in the last decades. Still more than worth the visit!"
131,5.0,"Beautiful park in Spring. Good for leisurely walks and reading the introduction on plaques around the attraction. The guard changing ceremony takes place at 10am and 2pm, Recommend for photo taking."
132,3.0,Nice. Very traditional ceremony. Was there in December. Extremely cold. Good crowd. Make sure you have a guide to explain to you what is going on. Overall was nice
133,5.0,We visited last May 2019. This is a beautifully restored palace which draws you back to the rich history of Seoul. Got great photos of the place. If you love to walk around this place is good for you. It is also accessible through public transportation.
134,5.0,"Korea is not as famous as China or Japan, but many people don’t know that it’s culture started developing before the ones of the two more famous countries I previously mentioned. Gueongbokgung, in my opinion, has nothing to envy to the Forbidden City of Beijing. While walking, you can imagine to be in ancient Korea, with all the people wearing hanbok (for those who are unfamiliar, it’s the traditional Korean outfit)"
135,4.0,It is good place to visit if you walk lovers and would like to knownsome history. I went with kids . We enjoyed but avoid to visit in hot day.
136,5.0,Visit the palace with Korean traditional costume (you could book it at shops nearby) allows you to enter the palace free of charged. Most authentic ancient feel in Korea! So beautiful with a mountain view behind the palace.
137,5.0,Well I've been here last 2015 and it was a great experience travelling in this palace. I've learned so much about the culture and history in Joseon Dynasty. Also this palace is definitely a must see over all other palaces in Seoul. It’s enormous with many areas to spread out and explore. Highly recommended to visit Gyeongbokgung Palace!!!
138,5.0,"It's so fun to see the Koreans dressed up in traditional garb all LARPing and cosplaying. Seriously. Idyllic scenery and world-class museum. There's even a smaller museum that gives an awesome intro to the Jeoson dynasty for kids. The larger, official museum is a perfect intro for adults to this fascinating period in Korean history."
139,4.0,Great palace beautifully restored and a great walk on the beautiful ground. The price of the visit is really cheap compared to some historical monuments in Europe. The only down point with covid was no guided tour. Some part of the grounds are still under work
140,5.0,"I went back to this palace even during the Covid, just don't forget to follow the social distancing rule and a;ways wear your mask. I think this palace is still worth visiting. A good place to start if you want to know about Korean history, culture and amazing architecture."
141,5.0,"C ( 20.12.24 ) This palace was the best among Seoul's palace, and had various architecture in Choseon's period. The palace had Gwanghwamun and some architecture. There was good to walk with various view, and enjoy about Korea's history. Must visit on Seoul trip."
142,5.0,"Great palace, don't miss the changing of the guard, all in historical uniforms. Even in the Covid era it's still worth a visit."
143,4.0,Go by night. the colours and the lighting is incredible. The colour of the fall makes it even more special. absolutely worthed watching this and going for a nice stroll
144,4.0,"This palace is definitely a must see over all other palaces in Seoul. It’s enormous with many areas to spread out and explore. A small fee of ₩3000 is required to enter the grounds, but for the most famous/popular pictures you can take those for free without entering.  Warning...a lot of construction and renovation so you won’t get to see any of the water features in previous pictures.  Bring your walking shoes, lockers are provided for free on site. This is a great place to let the kids run around.  Located in the “heart” of Seoul, there are many places close by to explore further.  Only really need 1 hour, but can take up to 2 hours if you read all the signs and go in every building."
145,4.0,Well I wasn’t able to get inside the Palace as they were closed during the days I was in Seoul. But I still rented their traditional clothes and took picture outside. Pictures came out fine. I’ll definitely go and check this place out when I’m back in Seoul.
146,5.0,You can buy a 5 in 1 ticket that allows you to visit four palaces and one shrine that you can use over three days at your convenience.
147,4.0,"Visited Gyeongbokgung Palace as part of the free entrance ticket from Discover Seoul Pass.  Upon arrival, we were pleasantly surprised to stumble upon the guard changing ceremony, I later found out this takes place twice a day in front of Gwanghwamun, the main gate of Gyeongbokgung at 10 am and 2 pm (except on Tuesdays). There are also photo opportunities with the guards.  Entering the palace grounds, it kind of reminds me of Joseon drama. Quite a number of visitors were spotted to be donned in Hambok, which is a recommended activity to take you back in time.  There is also a small cafe and restrooms within the vicinity.  Overall, a must-visit if it is your first time to Seoul."
148,5.0,Great palace. I really enjoyed walking around. The Gyeonghoeru (pavilion overlooking the pond) was stunning. Some portions were under renovation during my visit (Dec. 2019) but it was still awesome.
149,5.0,"The palace is pretty big and nice, you can buy your ticket at the counter specially for foreigners. Also if you wear a hanbok you can enter for free"
150,5.0,i love this palace especially the change of guards in the morning.  though its cold and raining snow but the ceremony is still on going. lots of tourists even in winter season. Palace is too big to explore so you need to give your whole day for this palace alone.
151,5.0,"This is the largest palace complex in Seoul. Its history is very interesting! The palace is in reality a reconstruction; the original palace was burned and demolished by the Japanese during their occupation of Korea last century. The restoration of the palace is quite good. Unfortunately, most rooms are empty as their contents disappeared. Only the library in the back of the palace is original and its content is well-preserved. It still works as a public library. The floors, colors, roofs, and windows are original.  Some tips:  1. If you plan to stay in Seoul for at least four or five days and want to learn on the rich past of Korea, you should start you visit here.  2. You may spent the whole day visiting the palace grounds. It is quite relaxing, very well-kept, large, magical. There is a traditional, small tea shop within the palace where you can refresh drinking a delicious Korean tea in a Korean atmosphere.  3. Bathrooms are located in different places. They are impeccable.  4. Buy the ticket that covers all palaces. It is cheap. It last for several days. It will give you access to three other palaces (Two are close by), the secret garden (beautiful place), and the Jongmyo sanctuary. All are UNESCO sites. The sanctuary is far away and you need to take the metro. The palaces and the gardens are walking distance. This is why you need at least 2, (ideally 3 days) to visit all these sites.  5. If your interest is in in the rich past of Seoul ( Joseon period), the ticket is perfect. Look for a hotel in this area. Seoul is very big and crowded. Traffic is hectic and distances are enormous.  6. If you rent a Hanbok (Traditional Korean clothing) you will have free access to the palace. This is nice as it will make you feel more local and the pictures could be lovely. However, keep in mind that clothing is heavy and hot. We were there in September of 2019. It was a warm and humid day. It was not too hot. However, people wearing Hanboks shortened their visit because of how hot and wet they felt.  7. See the change of guards. We saw it at noon. It is a colorful symbolic, short ceremony. No many tourists; people behaved really well.  8. After finishing your visit, go to Insa Dong for dinner and shopping. It is really nice and relaxing. It takes 10-15 minutes to get to Insa Dong (walking distance). You may have ice cream midway."
152,5.0,"Its like stepping into a movie and reliving South Korean Joseon Dynasty again. This was so sensational. It is spectacular how this is divided from the modern world. If I were to go back to South Korea, I would visit more of the ''tradional'' places and visit this one again.  Not only can you relive this, but the art performances were also magnifying. I felt like a South Korean royal, watching the entertainers. I am looking for a song one of the Pansori singers sang but still am not able to find it after so many years"
153,5.0,"A visit to the palace is not complete without wearing the colorful Hanbok, Korea's national costume. There are tons of Hanbok shops around the palace where you can either buy or wear them for a fee. Upon entering the palace grounds, it feels like you travelled back in time with practically almost all visitors wearing the Hanbok. It will definitely make you appreciate the palace and the country more."
154,5.0,The palace is a vast complex and is a major tourist destination when visiting South Korea. Usually tourists visit this place while renting traditional Korean clothing to take pictures in the palace area. The palace is nice and very beautiful. Detailed architectural buildings with a variety of colors make the building in this palace a must visit.
155,5.0,"Highly recommended to visit Gyeongbokgung Palace at 9am as it’s quite empty, not many tourists yet. The Palace is very interesting with long history. There is a security guards gate change performance at 10am and it’s free. Anyway, the palace is closed on Tuesday. It's very convenient to visit as it's located in the heart of Seoul."
156,4.0,"I wasn't expecting much, but the history and details of this place impressed me. It is a large complex with many buildings. Each building has a unique and interesting purpose. Go with a guide."
157,5.0,"Gyeongbokgung Palace is a must visit, it has rich history where it was the main Royal palace. visitors can wear traditional dress if they like but myself I preferred to stick to my personal clothes so I can be more comfortable while exploring every corner in the palace.  The Palace had many sections & it takes few hours to explore it, so bare in mind to spend at least 3 hours."
158,5.0,"ユネスコ世界文化遺産で、大都会ソウルのど真ん中に600年前の王宮や広い王様専用の秘密庭園があってとても不思議な感じがしました。解説付きのツアーをお勧めしたい。色々説明を聞けるので一人で見回るより楽しかった。夜のツアーもとても雰囲気があって優雅な韓服を着て朝鮮時代の音楽やお茶会が体験できて超〜〜楽しかった。何回でも行きたい。It is a UNESCO World Heritage site, and in the heart of the big city of Seoul, there is a palace of 600 years ago and a secret garden dedicated to the king, which made me feel very strange.I would recommend a tour with explanation.I had more fun than going around alone because I could hear a lot of explanations.""The night tour was very atmospheric, and I had a really fun time to experience the music and tea ceremony of the Chosun Dynasty wearing elegant hanbok.""I want to go as many times as I want."
159,5.0,Very accessible from my hotel. Nice to see the week end families enjoying activities. Good atmosphere and plenty of space to rest. Perfect place for fresh air and walk around small lake. Enjoy
160,4.0,The palace is one of the most iconic heritage site in korea. Usually quite crowded but you can surely find some corner to take your perfect photo of the magnificent architecture and charming landscape. There are a lot of people in the traditional korean hanbok and it's a great place to take a stroll to immerse yourself in the korean culture.
161,5.0,"I had the chance to visit the site after a business meeting nearby, this is very impressive and gives an idea about history of Korea"
162,4.0,"Rent a hanbok and soak in the ancient Joseon vibes of the palace. Plus, entrance is free if you wear their traditional costume. Place was crowded though so no way you can grab any photos without a photo-bomber. Grounds can be covered in 2 to 3 hours depending on how interested you are in the place. Don't miss the changing of the guards ceremony at 10 am or 2 pm, but if you do, there's an hourly mini version of it"
163,4.0,Walking around the palace is a unique experience. It’s quite an experience to see how the Korean dynasties lived their lives. Great picture taking here.
164,5.0,We had a layover in South Korea and decided to take a tour for 5hours and not a moment we regret it. It was a blast. Tour guide was amazing. Food and scenery was lovely.
165,5.0,you can see the blue house in this area and there is a small museum you can see the history and presidents details
166,5.0,"This is one of the many palaces located in Seoul. It is located by the presidential palace, the blue house and has many ceremonial activities in front."
167,4.0,Infrastructure takes us to experience ancient times. A lot of diversified people & travelers you can see over there
168,4.0,The place is full of historical story and well maintenance. There are a lot of photo shooting area take you can spend a day of. You can also rent the traditional cholth here but better don't do it on winter season. Here also provide free tour guild but due to covid 19 this service is cancelled.
169,5.0,"Just incredible, how this Palace is built and preserve. The wide ancient gate even so beautiful from the first glance. Walking around there in Hanbok traditional Korean dress feels like traveling hundreds of years back to the Joseon dynasty. We didn't catch the palace changing guard ceremony but the palace itself already stunned us."
170,5.0,You must get a ticket to get in the palace. Its totally worth to visit. Try to spend 1 to 2 hours here to discover this beautiful palace.
171,5.0,"First Seoul and Korea were not our visit destination. We visited during a layover at the Incheon Airport. If you ever have a long lay-off and land before 8:00, do this tour. I could not stand the airport for 8 hours.  I researched about how this was the principle palace of the last dynasty Joseon to rule Korea in 1395 and how it was rebuilt in the 19th century after 300 of non use. In addtion, this is the site of the Japanese seat of government with its capital building on site that also served as the first seat of government for the Korean Republic.  While historically those all are true, the reason to visit is an amazing building that is incredibly painted with a series of gates and buildings that truly speak to the soul of Korea. The setting between mountains and the city is amazing and the juxtaposition of the palace to modern Seoul is stunning. The gates and the palace are the stars but the dining hall on the pond is an incredible building in a beautiful setting. The day we visited though it was cold, as there was ice on the pond.  We really only got to see one thing in Korea but I have to believe we saw the best thing with the most historical impact. Go and take the tour."
172,5.0,"Great for those who want to know more about the history and culture, and no you don’t really need a tour guide if you just want to take pretty photos and they had traditional wear for rental as well"
173,5.0,Beautiful architecture and mesmerizing to see and visit. Parking is comfortable. Easily reachable via subway. Food market very near the palace. Can rent Hanbuk for small amount and take beautiful pictures inside the palace. The palace is a marvel of Korean history. Must visit if you are in Seoul. You may need 30~40 minutes to skim but I recommend longer stay and see the beauty in the marvel.
174,5.0,"Highly recommend getting a guide, as the information brings the Palace to life! We got there by 10 am to seeing the changing of the guard. We learned about the gates, the Palace, how the king and queen lived, and so much more. Great palce to get pictures."
175,5.0,"My wife and did Gyeongbokgung Palace and the Presidential Office the same day. Gyeongbokgung Palace was built in 1395, so it is good historical site. The day we went you saw so many people from so many different nations. The Presidential Office was a great tour. I caution you to reserve a ticket before you go to South Korea. They have a mandatory 14 day advance on reservation. You will also need your passport during the tour. This is where the President of South Korea works and lives. After both tours, we enjoyed lunch in the area."
176,4.0,"We rented those traditional Korean clothes, Hanbok, and took many picturesque photos. Worth doing. There is a cafe in the palace and so you can relax there in between taking photos."
177,4.0,Mostly loved the changing of the guard at 10 am and 2 pm . However if you miss the big ceremony they have a small change every hour at the front gate . If you rent traditional Koren national dress you get in for free so lots of locals do this and there are lots of photo opportunities
178,5.0,"Took a tour of the palace. Got some great photos, saw the changing of the guard ceremony and learned some history. It's definitely a must see if you visit Seoul"
179,4.0,Saw many people in hanboks which I thought added to our overall experience. Thank you to all these people!  The palace was big enough that it never felt too claustrophobic even though there were many visitors. I also liked how reasonable the admission fees were and how accessible it is.
180,3.0,They also have free guided tours at few intervals of day. Local wear traditional attire while visiting this place.
181,5.0,"In my opinion this is the best palace in Seoul. I would reccomend renting a hanbok from across the road if you can since they are beautiful, and entry to the palace is free if you are wearing one. The changing of the guard ceremony is cool to watch. The vibe of this palace is very touristy with many girls taking pictures in their dresses however this is a must if you want to take breathtaking pictures of Seoul. This was one of the highlights of my trip!"
182,4.0,Super awesome place! I really love everything from here . Would like to go back again here! Super worth it
183,5.0,"Gyeongbokgung Palace, the ""Palace Greatly Blessed by Heaven"" was the first palace built by the Joseon founder in 1395.  As far as we understood based on our tour guide; the site of Gyeongbokgung Palace was at the heart of Seoul and deemed auspicious according to the traditional practice of geomancy. Gyeongbokgung Palace provides a glimpse into Joseon's royal culture, palace life and architecture.  This palace happens to be the largest of all five grand palaces built in the Joseon Dynasty, remaining in Seoul. The palace is beautiful for visits in all four distinct seasons in Korea.  Visitors can enter Gyeongbokgung Palace through all four sides of Gyeongbokgung Palace. Gwanghwamun Gate (main gate) on the south, Yongchumun Gate on the west (newly opened on 6 Dec 2018), Sinmumun Gate on the north and National Folk Museum of Korea entrance on the east.  Another relevant info is that the Gyeongbokgung Palace was destroyed by fire during the Imjin War (Japanese Invasions, 1592-1598), and the site remained vacant for the next 273 years. It was later restored during the reign of King Gojong.  We were there around 12:00 noon therefore you must see the change of guard as it is a must. You can see my pictures here as I place some for this particular matter. I’ll try to upload a video although a bit long, very interesting indeed. Enjoy it as we did, although I have a feeling if we went in Spring the trees and flowers would have bring a more dramatic and pleasant look to the premises.  But I don’t complaint as thank God the day was sunny and the temperature bearable. Definitely a must go place during your stay in Seoul."
184,4.0,"We went in January so it was too cold for us to go around in the traditional Korean outfits. A lot of people were braver than we are (if you are wearing the outfit, you get to go in for free), so we saw a lot of people walking around in traditional Korean wear and it was cute to see. The grounds are pretty so it is nice to walk around and enjoy the view."
