,이름,별점,리뷰,날짜
13,Linda K,4.0,"This is a reconstructed version of one of the original Seoul gates and a lovely one, at that. Probably not worth a trip, but when in the area, worth passing by.","Written June 24, 2019"
14,vagabondginger,4.0,"Of the 8 gates in this once walled city, this one was the oldest wooden structure in Seoul until an arsonist climbed up and set a fire which destroyed the wooden pagoda on top of the gate in 2008. It took 5 years and several million dollars to restore this National historic treasure. The Namdaemun Market nearby is named for this South Gate.","Written June 17, 2019"
15,Lottelli,4.0,Right next to Namdaemun market. I love that it’s randomly in the middle of quite a busy intersection. Stands magnificently. We saw the changing of the guards. There are toilets near by.,"Written June 16, 2019"
16,Gino & Tracy,4.0,"There’s not a whole lot to do here but it’s worth checking out if you’re close by. I always like seeing some cool architecture and learning some history while travelling.  From what I remember from the plaque... the King came to pray at this gate during times of drought.  What you’ll discover when you’re there it is super clean and well maintained. There is no fee to enter. There is a changing of the guard ceremony at certain times which may have a fee, not sure.","Written May 27, 2019"
17,sashkello,4.0,"Accidentally stumbled upon it, and right at the time of change of patrols. Quite fun to see, if you can time to it, then you can witness it much closer than at one of the overcrowded palace gates. So, better photo opportunities with no crowd around as well...","Written May 19, 2019"
18,stevebintley,5.0,"Located in the centre of a busy junction there’s certainly a contrast between the surrounding office buildings and this cultural landmark. It offers a particularly good photo opportunity at night with the passing vehicle lights and is lit up beautifully. There isn’t a huge amount to look at but what is there is worth taking the time to admire, and there’s plenty of signage explaining the history and significance of the gate. Everywhere is well kept and clean, plus on my weekend visit it wasn’t busy with tourists either.  Given that it’s free to enter the grounds and walk through the gate it’s a must see, certainly on a first visit to the city.","Written April 15, 2019"
19,SummerDaysPh,5.0,"The gate is walkable from many stations. If you have the energy, you can walk from this gate to many other spots like the Namdaemun Market, Namsan park, Seoul Station, Seoul Tower, etc.  The gate was simple and we took a quick photo before heading to the other stops","Written November 13, 2018"
20,Rolando Boyet P,4.0,Saw this gate while walking from Seoul Station to City Hall. Consider it halfway if going to Myeongdong Market.,"Written September 9, 2018"
21,SurfingWild,4.0,"Fortunately our hotel was just 5 minutes walk from this very impressive gate, so we actually visited the place three twice during our stay in Seoul. The gate can be reached from it's south side from near Namdaemun market and down a small road beside a mini-mart. The original gate was destroyed in a fire and this is the rebuilt one which is still very impressive. It is the Southern gate to the city of Seoul.  During my second visit, by luck actually, I was able to watch the changing of the guards which made the place a lot more special and allowed me to take fairly close up photos of the guards themselves. The guards do not mind photo taking although they will not allow you to get up in their faces the way the guards do outside Buckingham Palace.  At the entrance to the gate there is a small booth with an elderly gentleman and brochures freely available in several different languages. There are also public toilets here.","Written July 22, 2018"
22,palawanismyhome,3.0,"Sungnyemung Gate , often known as Namdaemun Gate is listed as Treasure Number One in Korea, but it was partially destroyed by fire in 2008 and renovated since then. Tgis gate was the south entrance of the city wall.","Written July 20, 2018"
23,Bill C,4.0,There is no charge to visit this large gate near Namdaemun Market. This is the South Gate of the original four main gates of Seoul. It was a bit surreal to see this gate from the 14th century surrounded by modern buildings. There were guards dressed in period costumes standing by.,"Written July 14, 2018"
24,doofvfood (with botak ahjussi),4.0,"It's unfortunate that due to the history of S Korea alot of its historical structures and monuments have been rebuilt and it's no different (though for slightly different reasons) for the gate also known as Namdaemun gate which was destroyed by an arsonist some years back. It's one of the most memorable sights when arriving into the city from the airport as it's at a roundabout. Don't think other gates are open like this is so it was nice to walk through it and pose for pictures with the guards dressed in historic outfits. For kdrama fans, the gate featured in a few scenes from Chicago Typewriter :) If you had to pick one fortress gate to visit in Seoul you can't go wrong with Sungnyemun.","Written July 1, 2018"
25,JHL,4.0,"This is the southern gate of Seoul in Joseon Dynasty. Visitors can only watch. But, the symbolic value is higher than any other landmarks. - Also known as Namdaemun literally meaning southern big gate. Locals are more familiar with this name. - The access is from the other side from Namdaemun Market. Easy to circle around finding it. - As many people know, it had been on fire years ago. The one remaining now is a modern work built after studying proofs. - Better to stay away when there's an event or a gathering. It will have a huge traffic around this area.","Written June 25, 2018"
26,Heng,5.0,We were shopping at namdaemun market and chances upon this attraction at the end of the market. Understand that most if not all of this gate had been burnt down and this is a reconstructed one.  Basically this is the outer gate to the city with part of the city walls. Ceremonial guards are still been stationed here and they are happy for you to pose beside them for photos.  Spend about half an hour here taking photos.,"Written June 17, 2018"
27,Pat S,5.0,Found this while walking around Seoul - Namdaemun market. A free attraction. This gate was built in the late 1390's and served as the new capital's emperor's gate of exalted ceremonies. The beautiful preservation and grounds keeping was amazing in the middle of a major metropolis. Witnessed the changing of the guards and got to take photos with them!,"Written May 15, 2018"
28,Acineto,4.0,Bus passed here and it looked like a really interesting place to go. It's located on the Western entrance of the Namdaemun Market. The gate looked really nice.,"Written May 7, 2018"
29,Sidsood,4.0,"Landed up here by accident looking for the market , the Guard’s are really helpful and in full attire. Quite cool for a few pictures with them but not worth a special trip.","Written April 29, 2018"
30,joseph_mrad,4.0,"Nice place to visit, everyone would stand to look at the shifting of the guards in a traditional ceremony, you can take pictures with them after the ceremony it was a wonderful to watch how they were dressed and played the drums.","Written April 26, 2018"
31,bucketlisttravellers,3.0,This historical gate is in the middle of a busy part of the city. We saw the changing of the guard from a distance and the guards were dressed in very colourful traditional uniforms. Later on we went to the gate for a closer look. It has a colourful painting on the underside of the archway and there is a sign which gives the history of the gate. An interesting place to quickly stop by if you are in the area.,"Written April 23, 2018"
32,Travellover6128,3.0,"The gate is relatively tourist free and you can get some good pictures when visiting, however there isn’t much to do here. If you are going to the nearby market, then it’s worth a minor detour. But it’s not somewhere to go out of your way to see.","Written April 13, 2018"
33,steffanuspranoto,4.0,"Known as one of the main gate of Seoul, this historical site is a good place to know more about the Korea. The main attraction for me is the traditional Joseon guards who guard this gate. It will be really attractive when they change the shift in a small traditional ceremony.","Written April 2, 2018"
34,KiwiKerry53,3.0,"Easy to find and located at a major intersection near Namdaemun Market.It is one of the Eight Gates in the Fortress Wall of Seoul, South Korea, which surrounded the city in the Joseon dynasty. The gate is located in Jung-gu between Seoul Station and Seoul Plaza, with the historic 24-hour Namdaemun market next to the gate. Entry is free and the gate is closed on Mondays. Destroyed by fire in 2008, 5 years restoration followed with it reopening in 2013.  We visited on a Monday, not sure what the benefits of it being ""open"" would be, but regardless, a brief visit is all that is necessary.","Written March 5, 2018"
35,Kimitaka S,3.0,"This gate is located near Seoul station. If you take a train from Seoul, you might have a chance to take a look of it. This is much similar to that of many ancient cities in China.","Written March 2, 2018"
36,Hamiza Hamzah,5.0,We went there on our first day in Seoul. A great historical site to see...you can see the guards & take photo with them. Very near to the famous Namdaemun Market. You can walk across the street or take the underground pathway...take extra caution if using the underground since it is quiet & a bit creepy. Not advisable if you are alone...,"Written December 23, 2017"
37,RichardTanChaiBoon,4.0,"This historical site is easy to find as it is located in the cross section of a main road. It is also next the popular Namdaemun Market.  There is nothing much to see and explore. I would suggest a 30 mins visit would be sufficient to take in the sight.  While we were there in the morning at 9 am, we were the only visitors.  Recommendation : to throw in this visit while on your way to Namdaemun Market.","Written November 23, 2017"
38,TravelEatXplore,4.0,Located across from Namdeamun Market. You can either walk across the street or there is an underground path way to Sungnyemun Gate. It free to get. There are a brief descriptions carved into the stone about this place. It is worth seeing and learning the histories of Seoul.,"Written November 21, 2017"
39,flyingdoc1,4.0,"This impressive Gate is in fact the No.1 Historical Monument in Seoul. Note that the actual gate is closed on Mondays, but it is still possible to absorb the grandeur at any time day or night, when it is lit up. Very photogenic.","Written November 13, 2017"
40,Brian,4.0,The location is easy to find using google map. The location was closed for visits while I was there. Really beautiful at night.,"Written November 10, 2017"
41,Ricardo G,4.0,"This is a iconic and a must to be place, it is just great. It only take you like 15 to spend there, nice pics and you can say you have been in ROK","Written November 7, 2017"
42,Ed G,5.0,"Not sure I would travel too far out of my way to see this, but was staying close by and the bus from the airport drove past this attraction so I decided to walk over and check it out. Am a fan of history but know pretty much nothing of Korean history. Admission is free and they have nice pamphlets that explain the role in history of this gate. A good job has been done in restoring the gate (especially after someone torched it not that long ago). The guards in authentic costume were more than willing to pose for pictures. Be sure to look up when going through the passage! It is closed on Monday's.","Written October 7, 2017"
43,Ozan Karahan,3.0,"It is good that city history is protected. However, nothing extremely special with this attraction. If you are around that region, then it may be possible to visit.","Written October 6, 2017"
44,PaulSiow,4.0,We stopped at Hoehyeon station and visited this attraction. It is near the Namdaemun market and Namsan park. We saw some colourful guards here. The roundabout near here is very busy. It is quite beautiful. This place is free to visit.,"Written September 19, 2017"
45,ASRPasig_Philippines,5.0,"This facade is a must see, old guard dress in olden times are maching and guarding the place. They are very accommodating in having selfie with everyone...no entrance fee..","Written September 4, 2017"
46,Russ Lacuata,3.0,"Also known as Namdaemun Gate and sits next to the Namdaemun Market. It is considered Korea's National Treasure No. 1. Sungnyemun Gate is the largest castle gate stone structure with an arched entrance in the middle. There is a column on top of a platform, raising the roof and distinguishing the upper and lower stories. Great photo op when visiting Namdaemun Market. Beautiful contrast between this medieval gate and the vibrant modern buildings that surrounds the area.","Written July 28, 2017"
47,Marcus567,5.0,"My friends enjoyed the photo taken Namdaemoon (Soongraemoon) background , one of the 4 main gates of Old Seoul. It is good to visit.","Written July 23, 2017"
48,Truthful Reviews,4.0,This is an impressive structure and one of the 8 gates of the City. it stands in the middle of a big round about so vehicles are constantly driving about. Not far from Seoul Main station and the Nadaemun Night Market. This gate is also known as Nadaemun Gate so can be found easily by taxi. 15 mins from City Hall Metro station which is the closest metro.  Only 7 more to go :),"Written July 1, 2017"
49,Herbert C,3.0,"It's indeed mind-blowing to think that you are standing in front of a structure that originated from 1396 during the beginning of the Joseon Dynasty. Although the structure is no longer original and has been restored numerous times over the centuries (most recently in 2008 after an arson attack), this National Treasure No. 1 is still worth a quick 15 minutes visit before you move on to the Namdaemun or Namsan attractions.","Written June 24, 2017"
50,hfulghum,3.0,"To be honest, the style of this gate is pretty jarring, set as it is in the sea of traffic, modern buildings, and large video walls that seems to be what defines Seoul. It's quite pretty, ornate in a manner heavily in line with the styles I associate with China and Taiwan.  Alas, there is no quiet here, as traffic is within spitting distance.  Still, if you happen to be in the area, it's worth a look.","Written June 14, 2017"
51,Emil_Yumin,5.0,This place is a must visit when you are in Korea. Love the architecture and the way it's accessible and I come back over and over again  Place visit,"Written May 31, 2017"
52,Louise L,4.0,"Nice area to look at and beautiful to photograph at any time. Changing of the guards plus it is lit up at night, so photogenic!","Written May 28, 2017"
53,Nancy S,3.0,"If you are on a trip for history and culture, stop by for 5-10 minutes to say you were here. It sits on a busy corner and there is nothing to do here but look at the monument and take a picture. Once you know the history- it's interesting.","Written May 10, 2017"
54,Mdecker17,4.0,There is not s lot to see here however if you are in the area it is an interesting gate to come and see. There were guards present at the site but in general it was very quiet. I only happened to come here as I had to make an errand in this location.,"Written April 20, 2017"
55,County-Hunter,4.0,We used this gate more of a landmark to find our hotel. It was very pretty all lit up at night. The surrounding small park closes at 6pm though.,"Written April 9, 2017"
56,L M,5.0,"Korea is a country that preserve very will its history. Many of monuments and palaces are in excelent conditions. This Namdaemun gate was complete destroyed by a angry man who put fire in it, 6 years ago. It was complete rebuilt and now it is possible to see one of the most famous historical treasure of Korea.","Written February 17, 2017"
57,Paul_n_Cris,4.0,"If you are in the area, then sure head towards the gate. Other than walk through the arch and gaze up at the gate there is nothing else to do here. There were a few ceremonial guards there on a Saturday, but if you have been to the palaces you will have lots of better photos. Nice gate yes and maybe one that has to be visited so the box can be ticked.","Written February 11, 2017"
58,SMLove226,4.0,This is an amazing historic landmark in Seoul and is popular for tourists to visit. We were very impressed with how beautifully maintained it is for its age. There are also tours offered which are helpful for understanding the gate's historic significance.,"Written January 30, 2017"
59,Myo M,4.0,"Not quite as big as Heunginjimun (the Great East Gate) but definitely bigger than the one in the southeast, this city gate with a ""stone base"" as the other two (not many such gates in the city: only these three plus Gwanghwamun which is the first gate of Gyeongbokgung Palace that I personally saw with such a base, and maybe the three gates in the north but I didn't get to those three) is worth checking out although it's kind of hard to ""imagine"" now with big roads and tall buildings all around it what an ""imposing structure"" this gate must have been back in the Joseon days. In any case, it's a well-kept gate with some grass slopes and a nice piece of wall extending on one side, and I was also fascinated by these ""zodiac creatures"" on the edges of the roofs above the two levels of the gatehouse (also to be seen on the roof edges of pretty much all buildings of the city's palaces, I'm not sure if those zodiac figures are a kind of royal symbol or such).  From Seoul Station (after arriving by train or the subway Lines 1 & 4), it's just about a 10-minute walk north along the big road Sejong Daero to get to this gate; and just about another 10-minute walk after passing by the Gate, you'll be at the big lawn beside the City Hall (two actually, the old city hall & the current ""all-glass"" one side-by-side) with the beautiful ""I (Seoul in a heart) U"" sign on an edge of the lawn; and about another 20-minute walk after passing by the City Hall, you'll be at Gyeongbokgung (the biggest of Seoul's five palaces) with first seeing the great statues of Admiral Yi Sun Shin & king Sejong the Great before getting to the palace.","Written January 9, 2017"
60,J&S_Singapore,3.0,"Sungnyemun, 崇禮門, meaning Gate of Exalted Ceremonies, is one of the 8 Gates in the Fortress Wall of Seoul which serve to protect the city in the Joseon dynasty. In was built in the 14th Centre by King Taejo. The gate is located just between Seoul Station (10 mins walk) and Seoul Plaza, with the 24-hour Namdaemun market just nearby at the eastern side. Lesser hype than its counterpart the East Gate (Heunginjimon), it is still as marvel. With the lesser tourist horde we got to spend more time and taking better pictures (minus the human and vehicular traffic)! The city gate is made of wood and stone with a two-tiered, pagoda-shaped tiled roof. It was recently restored after arson damaged large part of it. While magnificence it lost much of its authenticity/originality (looks “new” instead)!. Then again it sure looks grand.by day and simply impressive at night. Sungnyemun’s tablet has its name written vertically. While in Japan we go Castle-hunting here in Korea we go Gate-visiting, haha.I will recommend one to visit if you are somewhere nearby – 숭례문 Gate!","Written November 18, 2016"
61,travelsafer,4.0,This is a beautiful and massive gate built several centuries ago. There is a panel which summarizes its main events. It has an interesting story and was recently repaired after an arsonist set fire to it in 2008. The day we visited it there were some people in military costumes who performed a change of the guard.,"Written November 15, 2016"
62,ivetastic,5.0,A part of history in the middle of the city. It's been really cool to find these gates around soul. It's a part of history you can find right in the middle of different parts of Seoul!,"Written November 9, 2016"
63,Michael N,4.0,"Do not get me wrong, I am into Korean history and sightseeings. But this is basically just a gate in the middle of a busy road. You will have hard time to catch clear shot of this gate. Worth maybe for just 10 minutes or so, not more.","Written November 9, 2016"
64,SM-Travellers,4.0,"This place is a national treasure for South Korea. It is surrounded by tall and modern office buildings, that are a nice contrast with this traditional place.  It is a cool place for good photos.  Lamentably we visited the Gate during a Monday, the only day of closing…. There is free admission all the days of the week except on Mondays.  Near the gate and crossing an underpass, you can reach the picturesque Namdaemun Market","Written November 4, 2016"
65,Jangtravels,4.0,"A great ancient monument that has been restored to remind us of how grand and great the gates to the city looked long ago. It is st the western end of the namdaemun street market. Although not very big, it is very grand. The gates are closed on mondays and on other days at 6 or 630 depending on the season. It looks grand by day and simply impressive at night.  Tip: see it in late afternoon before u walk the mkts and captured it in the early evening when the lights come on for good photo opportunity.","Written October 25, 2016"
66,Tony B,4.0,Namdaemun Gate is an icon in Seoul. While really just providing a photo opportunity for westerners it is its significance in Seoul's original wall structure that makes it so important.,"Written October 23, 2016"
67,Sam,5.0,"Obviously there isn't too much to do. Just take a couple pictures and that's it. But it looks amazing. Magnificent view, the ancient gate in the middle of the whole modern city. Is really worth a view and couple pics.","Written October 16, 2016"
68,LiketoeatCincinnati,4.0,"There are 4 main gates to enter to the capital during chosun period ( early 20th to late 20th century). Namdaemun is one of them. The line 4 stops at hoehyun station, exit 5.","Written October 15, 2016"
69,Mike,4.0,This is a pretty neat sample of history from Seoul. But make sure that you're there after 9 AM because they don't open before that. Very close to the downtown seoul train station,"Written September 7, 2016"
70,Andrew M,4.0,"The south gate (Namdaemun) is probably the most impressive of all the Seoul Fortress gates. I had visited two years ago, and viewed the gate at night. It is much more impressive in the daytime. It was originally built in 1398. The gate was extensively damaged during the Korean War, and was repaired in 1961. The gate was damaged by arson in 2008, and reopened in 2013.  It may be easily accessed by subway line 4, Hoehyeon Station, exit # 5 or a 10 minute walk from Seoul Station, exit # 4. If using the Hoehyeon Station, the walk will take you through Namdaemun market which has great shopping. This route will take you to the rear of the gate, and it will be necessary to cross the road and walk around to the entrance of the gate. There is a changing of the guard ceremony sometimes that we were lucky enough to see and take photos with the guards.  This was our last stop on our day trip of visiting all the remaining gates of Seoul Fortress, and was probably the best way to end. Admission is free, and the gate is accessible from the front. There is a beautiful mural under the arch.","Written August 24, 2016"
71,Babale1,5.0,"This attraction was near the hotel so we went to check it out. It's small, only the gate left but it's very ancient and preserved with great care. The guards with the swords are just so cool thing to see.","Written August 7, 2016"
72,Orbitalperiod,5.0,Sungnyemun(it means 'Admiration to politeness' gate) is famous for national treasure no.1 in Korea. It is also called Namdaemun(it means 'South' gate). It shows early Joseon dynasty's(AD14~15s) architecture style. I recommend you to take a picture at night.,"Written August 3, 2016"
73,Will,2.0,"This is a nice spot to take the touristic photo while in exploring the neighborhood around it. Walk in, take the picture in front of the gate, and proceed to the Namdaemun Market through the underground path adjacent to the gate entrance.","Written July 26, 2016"
74,Lazyism,4.0,"The gate is similar to the Dongdaemun gate, with the exception that you can walk through it. Visiting one gate should be enough. Although it's just a gate, how many gates are still there from the old times? Feel and experience this antique 'artwork from Seoul dynasty'.","Written May 5, 2016"
75,Arty,5.0,"If you face the main entrance, you have to go to the right (up the hill) and find the spot to see the crazy mix of old and new..the old gate with an industrial background. Just amazing!","Written May 4, 2016"
76,Aadhes,4.0,We stayed near this place so we visited many occasions. This is situated right across the Namdaemun Market. Beautiful architecture. Entrance is free.If you are passing this area worth a visit,"Written April 12, 2016"
77,Scott M,3.0,"We viewed this gate as it is right next to Namdaemun market, we didn't attempt to get to it as it would require crossing big busy streets.","Written April 10, 2016"
78,seagullrob,4.0,"Seoul is (well, was) a walled city, so has numerous gates, generally identified by direction. The one under review is the South Gate, which is pretty spectacular and is near the Namdaemun Markets, which are accessible by Metro. I've posted a photo of Sungnyemun, but also of the East Gate, so you get the idea. I had hoped to tick them all off, but didn't. Maybe you will?","Written March 24, 2016"
79,Emil_Yumin,5.0,It's amazing and powerful and great to check out after it was restored. A terrible fire caused by a crazy guy burned it down years ago but now it's nice and beautiful. Tourist can easily go and visit and you will learn so much about Korea and the history of Seoul. I think you should visit around 4pm. The evening sun falls beautifully at the wall. A must go,"Written March 10, 2016"
80,Daniel A,3.0,"I wouldn’t consider this a main attraction and worth hunting for while in Seoul. However, if you are in the Myeongong or the Namedaemun area, it’s worth looking out for and snapping some photos. The architecture is beautiful and worth a quick stop.","Written February 15, 2016"
81,Etienne D,5.0,"Nice monument. Then u can walk to the walls and then, if u feel fit, walk all the way to the bottom of the North Tower.","Written February 14, 2016"
82,Elizabeth A,4.0,"Very much enjoyed visiting with my husband. I was just enthralled to experience a piece of history dating back to 1396, Joseon Dynasty","Written February 8, 2016"
83,NewYork5555,3.0,"Near Nandaemun Market, walking towards City Hall, I happened to find this gate. Several years ago, I heard this gate burned down, and after that, has rebuilt. Just seeing and taking some photos.","Written January 15, 2016"
84,gigABee,3.0,"Namdaemun gate is really not that hard to find. Towering in the middle of the road, it is really an eye catcher and a nice piece in a mix of old and new Seoul. I must admit that there is nothing that special with it since a lot of the same structures can be found in the palaces and temples, historically speaking and as a first timer in Korea, I appreciate it and how it is really maintained.","Written November 18, 2015"
85,Mrjustice,4.0,"S. Korea's Treasure No. 1; the Namdaemun Gate or ""Great South Gate"" (f/k/a Sungnyemun Gate), is a ""Must See"" on list of places to see in Seoul; and provides a good Photo Op.","Written October 26, 2015"
86,Howie Y,3.0,"Sungnyemun, one of the eight gates in Seoul. This is only a walking distance from the namdaemun market.","Written October 25, 2015"
87,GlobetrotterJ16,4.0,"Considering all the sights in Seoul the Namdeamun Gate is not a must see. there are so many gates in Seoul, all very similar, and actually not much to see as such. So if one has enough time and is nearby it makes sense, but in case of a busy schedule this gate can be skipped.","Written October 21, 2015"
88,Nins,3.0,"Just a gate located in the centre, you actually don’t have to look for it shopping and moving around in Namdeamun you will see it, if you want to take a picture evening hours are perfect!","Written October 17, 2015"
89,Lee K,4.0,"This gate which is a reproduction due to it being burned down, it's in the middle of a busy traffic island. If you don't get to see any Korean gates then you must see this one!","Written September 28, 2015"
90,Lynette W,4.0,Not an extensive attraction but worth walking around to see the extraordinary gates and beautiful stone work in the walls. The gate is also beautifully lit at night - worth the night time photographs.,"Written September 28, 2015"
91,Andrew0905au,5.0,Closely located to Namdaemun markets. It is in the middle of an intersection surrounded by buildings so lovely mix between old and new.,"Written September 27, 2015"
92,Mike54BU,4.0,"In the middle of the big, modern city - get transported back to the glory of another time. Impressive gate and nice place to have a break and get inspired.","Written September 20, 2015"
93,Historic gate in the middle of the road,1.0,"It stands like a statue with nothing around it . So one can see it , take pictures and move on , that would be my advice","Written September 16, 2015"
94,NickandMichelle,3.0,It's cool to see from a historical standpoint but is only worth about 10 minutes to look at. You can't even walk through the gate.,"Written September 5, 2015"
95,Saranger,4.0,When you first see it you are struck by how it seems so out of place! Now imagine many years ago the walls that encircled the city of Seoul and this w as one of the principal gates to enter/depart the city.  It was the victim of an arson attack a few years ago but has been entirely restored. The paintings are beautiful.  There's a stamp challenge you can do if you visit all four former city gates (for the cardinal directions). Pick up a sheet at the visitor center and get your first stamp right outside (ask if you can't find it). Great idea!  You'll undoubtedly be near the gate if you venture out to shop at Namdaemun Market. Come over here to escape the crowds and regroup.,"Written August 17, 2015"
96,Graido,4.0,I like the contradt between the old gate and the new buildings around it.  Next to the gate is a market which is nice to walk around.,"Written July 25, 2015"
97,BaliRocket,3.0,"a great history and story behind this place, even recent events but not a real lot to see here. Only visited as I was at the market. A place of pride for Koreans","Written July 16, 2015"
98,wheelchairandeye,4.0,Its amazing to see these gates right on the road when u are driving through the city. its so nice that korea is keeping its authentic buildings maintained which actualy enhances the beauty of the city,"Written July 12, 2015"
