,STAR,CONTENT
29,5.0,A beautiful place of historical and spiritual significance in Korea By far my favorite church in the whole country The staff were very welcoming and friendly The Christmas decor was breathtaking I will visit whenever I can
30,5.0,Nice church suitable to visit at night to take pictures in front of the church with the lights on Its also strategically located in the middle of Myeongdong easy to find
31,5.0,One of the best place to feel christmas   seasons
32,5.0,There is a large number of Catholic Community in Korea And the center for its congregation is the Myeongdong Cathedral Inside is a glass tinted The Church was built in honor of Our Lady of Immaculate Conception Very Solemn inside if you want to say a prayer
33,5.0,ok
34,4.0,It is a very beautiful church
35,5.0,Amen
36,5.0,nice place
37,5.0,Place to visit in Myoungdong
38,5.0,Any body know this place
39,5.0,Its always nice to visit local churches when abroad This cathedral is in Myeongdong so make sure to visit it as well They also hold English masses during a certain daytime Read more on my blog at sophiaorlanesblogwordpresscom  Went here in December 2019
40,5.0,Peaceful
41,5.0,Small quiet but different atmosphere in the center of Seoul
42,3.0,Average cathedral
43,5.0,Sanctuary of my heart
44,3.0,Ive been there many times but Ive never been inside
45,5.0,GBU
46,5.0,Organ plays at Catholic services
47,3.0,Its a nice cathedral and if you are Catholic then its a must see in Seoul  As cathedrals go its fairly new and doesnt compare to the cathedrals of Europe  Still a neat place with interesting history
48,5.0,Good
49,5.0,Very important historic place of Seoul Korea equality and democracy
50,5.0,In a word its a holy place
51,5.0,I am Italian and in fact the flamboyant neogothic structure is very reminiscent of the churches of Northern Italy with the beautiful polychrome stained glass windows and gothic statues It is to say the least mystical and welcoming Very nice are also the shops that sell souvenirs ointments and lotions and beauty creams  very advantageous prices and they are almost medicinal this is a very bewitching thing for an Italian like me find FUNCTIONAL cosmetics at an affordable price
52,5.0,The Cathedral Church of Virgin Mary of the immaculate Conception simply called The Myeongdong Cathedral Holds the cathedra of the Archbishop of Seoul and there are many related institutes near the church Dedicated to the Blessed Virgin Mary it has two statues of Virgin Mary The church is a holy site for Democratization  of South Korea
53,5.0,Good
54,5.0,The embodiment of the Catholic church in Korea
55,5.0,very nice and beautiful
56,5.0,Beautiful piece of history
57,5.0,Peaceful A great place to pray
58,5.0,Classy Cathedral at the center of Seoul
59,5.0,Beautiful cathedral in Seoul
60,5.0,peaceful Cathedral visited during Christmas there are so many lights decorated and music
61,5.0,Very beautiful the Cathedral
62,5.0,Peaceful place in Seoul
63,4.0,I go shopping during the day and night I feel more solemn during the day Pay attention to the time when you go at night Will pull the cordon so you can only shoot from a distance
64,5.0,Landmark of skorea catholic French style structure  under which historic sacrifice of people believe in freedom and democracy
65,4.0,Beautiful church
66,5.0,Best of South Korea
67,5.0,Beautiful calm sitting at the top of Myeongdong hill Love the brick patterns and the calm of the place
68,5.0,Somebody knows souvenir shop name of this cathedral or can I buy online ? I like some piece in there. Thx
69,4.0,The most beautiful cathedral in Seoul and a popular tourist spot. The choir sings beautifully at the daily masses.
70,5.0,"Myeongdong Cathedral or Cathedral Church of the Virgin Mary of the Immaculate Conception is one of the oldest catholic churches built in Seoul, South Korea. It was completed in the year 1898 and has a gothic design. The highest Roman Catholic prelate resides here. The church has high towers which was controversial during the construction.  It is located at a walking distance of Myeongdong metro & Euljiro 3 ga metro stations."
71,5.0,Here lies history from centuries to far more recent. It's a reverent retrieve from the hustle and bustle just outside.
72,4.0,The view was really pretty at night while we were there as the the church was lighted up and the surroundings were illuminated with a field of LED roses. The church is located beside the myeongdong shopping street so it is convenient to drop by and have a quick tour before or after shopping.
73,5.0,This was a must see of sights on our list. We attended mass in English and were also able to participate in reconciliation just before mass started. The alter servers were very friendly and everyone spoke English. They also have a store on the grounds and a museum. Definitely worth seeing even if you’re not Catholic.
74,5.0,I attended a friend's wedding at this awesome Church in the heart of MyeongDong a large tourist area with many stores and restaurants nearby
75,4.0,"Very nice church on the hill, it is simple and beautiful inside. It was a Sunday so a lot of people were inside praying. Unfortunately becuase of the coronavirus, there was no holy water but that is understandable. If you are into religious sites, definitely worth a visit."
76,5.0,We went there at sunset on a Friday afternoon. Church was open even though there was no service. A very solemn place to reflect and say some prayers. The surrounding grounds was also a great place to take pictures. Will visit again. Highly recommended especially for Catholics.
77,4.0,The cathedral was lighted up with exhibit and display during Christmas season.  And it’s all free. It is located in Central Myeongdong.
78,5.0,We went inside and there happened to be a wedding on. The cathedral is so beautiful and worth a visit.
79,5.0,A beautiful church perch up the hill. Conveniently located near the popular Myeongdong shopping area. Very peaceful. Well decorated during the Christmas season. A must go to see place when you are at Myeongdong
80,5.0,"This is another in my list of itineraries.  We got to the Cathedral almost night time. It was breath-taking to see the lights lit up. It was BEST to get there at night time. Inside the Cathedral was a mass on-going and it was in the Korean language. The only time there was an English mass is 9:00 in the morning on a Sunday.  The facade of the Cathedral is a pure Gothic style with no architectural adornments. The interior, however, shows aesthetic beauty with arched side aisles, stained glass, and other artworks.  The Grotto of Our Lady of Lourdes was beautiful with all the lights lit! So is the statue of Our Lady of the Immaculate Conception, which is located at the back of the Cathedral. Both were a lovely sight to see! I was overwhelmed!  The only place we did not get to see was The Crypt because it was already closed."
81,5.0,"Worth the trip to find this place, recommend to visit this place during evening. It's really beautiful"
82,4.0,"Finally got here on my 5th visit to Seoul, beautiful architecture within the cathedral and there was a couple taking wedding photos in winter!"
83,4.0,"We happened to pass by this particular cathedral when we were visiting the Myeong-dong area. Surprisingly, the structure is rather at odds with the modern contemporary buildings surrounding it. We discovered that this stately Roman Catholic cathedral was built in the Gothic style in 1892 and was the first structure of this nature in Korea. This church also holds the remains of the saints and martyrs who were sacrificed for their believes. The structure is a stately simplistic contemporary Gothic cathedral with stain glass windows around the main altar. It cannot be compared with older cathedrals in Europe. It is situated on an elevated area and there are two levels of stairs to climb to reach the church. In the evening it is most enchanting as it is lite up for evening services. At the base is a small sanctuary area with the statute of our Lady of Immaculate Conception. A very unique and dignify structure situated in modern Korea."
84,4.0,"We visited here in the evening so there weren't any services. The Cathedral was the first Roman Catholic Cathedral in Korea, was built of red brick and consecrated in 1898. At its construction, it was the largest building in Seoul. Very peaceful inside away from the busy streets, especially in the evening."
85,4.0,"Located in the middle of Myeong Dong bustling area, this Roman Catholic cathedral it’s a peaceful place but nothing extraordinary."
86,5.0,After the hustle and bustle of Mydeong shopping street is the red bricked solemn cathedral. The structure is very well preserved in midst of office buildings. A place of spiritual cleansing and Korean contemporary history with foreign countries. Very worth visiting.
87,4.0,Nice place to visit. The interior is very impressive. Was a bit different to attend Mass in another language. Also a nice surprise to meet someone here who was also from my country. Nice and close to Myeong-dong.
88,5.0,"I'm elated that the Cathedral was full when the mass started. People cannot go in the church once the mass has started. There were mostly old people and their responses during the mass were simultaneous and synchronized. Though the mass was in Korean, my head felt lighter after the one hour solemn celebration.  In terms of the Cathedral structure, one should see the gothic facade of the church if you're touring, shopping or trying street food around Myeongdong for the first time. It's located at the back end of the long street full of people from Myeongdong Station near the highway."
89,5.0,"Everytime I visit Seoul, I always dropby to say my prayers.  Its a gothic cathedral near the Myeong-dong Street. Also its beautiful during autumn as the trees and plants changes their colors."
90,4.0,While you visit this busy shopping area take a few minutes to check out this fine traditional church. Many Seoul churches inside are more like theatres but this is the real thing.
91,5.0,The Cathedral sits on top of a Long flight of steps. Whenever i’m In Seoul i’ll Attend service there.
92,3.0,"Because the mayority of korean people deos the hinduisum of muslims and very But very little the catholic, near the su way sistem"
93,5.0,Very nice and quiet place in the center of Seoul. We discovered it during a Hop-On-Hopp-Off bus tour in the city - which we recommend very much - as you will see all major attractions during the tour. The cathedral is different to European ones but very nice!
94,5.0,"So nice to walk in on a Sunday evening.. An interesting and attractive building, over 100 years old, very close to the hubub of the street markets and shopping area. An oasis of tranquility that is well worth a visit"
95,5.0,"love this cathedral. the facade is lovely and is clean. One thing is not easy to find the cathedral...you have to go through a parking lot and through a mall, then take a lift up to the cathedral."
96,5.0,it was an amazing old worship building. the other need church complex is very modern and well maintained. could get inside almost anytime. good place for taking picture for its european ambience. breathtaking places. likes to be there.and easy to find for its bell tower...
97,3.0,"This cathedral is huge in the middle of Myeong-dong. It is very quiet and peaceful. There is not much to see but if you are religious and want to say a prayer, please visit this place."
98,5.0,"This is the very first place we visited when we arrived in Seoul first thing in the morning. Just a walking distance from our hotel, first we got lost but we were able to find it going thru the Myeong-dong shopping streets, there you will see the monumental cathedral in the center of the city. It was a very solemn place of worship, stayed for a while and pray. Nice architectural design. It is worth visiting this place."
99,4.0,Myeongdong Cathedral is located in the heart of Myeongdong. It is very near the shopping street also.
100,3.0,"Nice little cathedral in Seoul - beautiful to look at, but otherwise not much to do. Free, but not worth much of a detour unless you're really into this sort of thing."
101,5.0,"It was a surprise after the bustle of Mendong shopping streets to go to the majestic Catholic Cathedral. Very beautiful building, well-groomed area. Calm and quiet. A good place."
102,5.0,The cathedral is beautiful during day but even more beatiful during night. Easy to find as it is located in the center of Myeongdong
103,5.0,Majestically located in the heart of Myeongdong. The ambiance is unbelievably serene. The picturesque landscape outside the cathedral made me took lots of selfies✌🏻. This is one of the best place to see when you are in Myeongdong area.
104,5.0,"The Myeongdong Cathedral is located in Seoul's Myeongdong shopping street. The grounds were abuzz with tourists and locals alike. Since it was Christmas month, the cathedral was beautifully decorated with lights and a gorgeous manger. Baby Jesus had yet to make an arrival since it wasn't the 25th yet. The inside was serenely beautiful and a good place to sit and contemplate. There is a shop with quite a selection of religious items are jewellery."
105,5.0,"This place is near Myeong-dong shopping streets. I love its beautiful architecture. I wish tourists who come to South Korea will find the time to glorify God, the Creator of all the things they see and admire in this country. This place is great for photo shoot but a sacred place as well. Everyone is encouraged to be respectful of the place especially when the mass is going on."
106,4.0,"I wandered into the compound of Myeong-dong Catholic Church as I moved out from the shopping alley, looking for my way back to the hotel. It was a Saturday afternoon, the church compound was quite busy with tourists looking for photo spots and some local families and worshippers.  As I entered the sanctuary I could sense a peace and calm expected of a place of worship.  The cathedral was completed in 1898, built in the Romanesque style, it was quite understated in my opinion compared to the European churches. It is also one of the monuments protected by the conservation law. At the time it was completed, Myeongdong Cathedral was the tallest structure in the neighbourhood and a prominent landmark in Seoul.  There is a English service on Sunday morning for non Korean speakers.  It was a relaxing moment for me as I took a stroll around the cathedral, reading about the history and people watch."
107,5.0,"It was a Sunday and our schedule for the day is the English mass at 9 o'clock in the morning and Breakfast. I was really very happy to find out that there was an English mass in South Korea in this beautiful cathedral. It was just walking distance from where we were staying and the best part is, below the cathedral is an area where you can eat."
108,5.0,This is the birthplace of the Catholic community in Korea and the National Cathedral of the Archdiocese of Seoul. Built in the late 1800's in a Gothic style but of bricks not stone. There is a small grotto off to the side before going up to the church itself and a great place to light a candle and pray for peace for the Korean Peninsula.
109,5.0,Made sure that I visited this church both times that I've been to Seoul. A very solemn place in the midst of the hustle and bustle of busy Myeongdong.
110,5.0,We were met by a Korean nun/doctor in our hotel and toured us the beautiful Myeondong Cathedral. It was a Friday and found the church service very solemn. Went back again Saturday to attend the 6:00 p.m. mass. A must to visit to Christian Catholics.
111,5.0,There's much history in this Cathedral. Lovely cathedral in the midst of a bustling shopping area in Myeongdong. Quiet sanctuary inside for everyone. The Gothic architectural design is great and the stained glass windows depict stories of the Bible and the Mysteries of the Rosary. . Enjoyed the compound and the surroundings.
112,4.0,"This cathedral stands in the busy shopping district downtown. The cathedral is beautfiul and solemn, but somehow its ambience is rather different (auditorily and olfactorily) from those old churches in Europe."
113,4.0,The church owns a great spacious area & it is very pleasant break away from the crazy shopping alleys. Very large & pleasant inside.
114,4.0,"extremely clean, calm and quaint on the inside. we went for the 9pm mass and it was beautiful (in korean though)"
115,3.0,"To stroll through the Myeongdong Shopping Street, climb a short hill to find this cathedral is very special. An oasis of calm in the midst of the hustle and bustle of commerce."
116,5.0,"My wife and I are on a month long visit to South Korea. We planed to visit the Cathedral for Easter Mass. Great place to visit, easy to find and lots to see. There are Masses in English, German, French and I believe in Spanish too. You really don’t need to dress up for the visit (The Koreans don’t). We went to a Korean Language mass and I had no problems in following it along. You won’t feel out of place if you are not catholic, everyone is always welcome. It is worth a 1/2 hour visit anytime I am in Seoul."
117,4.0,"Just a few minute walk from our hotel , we went there for a short prayer. We can't catch the English language mass on a Sunday since we are on a tour group which departs at 8:30 in the morning , yet we arrived late at night as well . Beautiful infrastructure , it can be used for photo taking , and it looks different at night , with the striking lights adorning the church."
118,4.0,"This is a lovely cathedral, landmark for us when navigating Myeongdong market (its easy to get disoriented)"
119,5.0,"The Cathedral of the Good Shepherd in Singapore has an important connection to Myeong-dong Cathedral in Seoul, so it was our calling to finally visit this. There is so much history in this Church, and offers a quiet sanctuary inside for anyone regardless of religions to enter. There is Korean Mass daily but also offers an English Mass every Sunday at 9am. Do also check out the Catholic gift shop inside which offers many items at reasonable prices."
120,5.0,"For those who wish to pray and attend Roman Catholic ceremonies, this is the place to go. There is also a shop for those who just want souvenirs. The surrounding area is photograph worthy."
121,5.0,I was surprised to find a Catholic Cathedral in the centre of Seoul . Towering . I really appreciated silence inside : you can stop and make a prayer in absolute silence that is really appreciable .
122,5.0,"We last visited the Cathedral four years ago, in a warm summer when the streets around it, famed for their proliferation of cosmetic stores, were full to bursting and the people even seemed to have spilled over into the grounds of the cathedral.  This time, in February, everything was much quieter; more serene and more fitting with the feeling of the building itself.  Reading in the information leaflet - available from a stand outside the cathedral and also inside, and in a number of languages - when built, the cathedral stood high above the city and could be seen for miles. These days of course, modern skyscrapers have rather dwarfed it, but you still get a sense that it is imposing and confident. The church also has a considerable 'campus' around it, of medical centre, hostels etc, which mean that there is space where modernity has been unable to invade.  When you consider the average time it takes to build a cathedral and then see that Myeongdong is constructed of standard brick, you have to marvel at the dedication involved in bringing this building to fruition. It is very attractive, solidly built and looks as if it will be there for centuries to come.  You can walk around the whole exterior. Don't be put off by the main door being shut, you can gain access to the interior by one of the side doors, although this is an active church and you may be interrupting a service or prayer time.  Inside the central section is roped off for those who wish to sit quietly in contemplation or prayer. The usual stations of the cross (quite modern in design, reminiscent of Coventry Cathedral), font etc, although we didn't find the usual place where we could have lit a candle.  The interior is simple and beautiful in its simplicity.  Well worth a visit, whether you have a faith or not, as this is a real contrast to the bustling, busyness of the rest of the city."
123,5.0,"The Cathedral for the diocese of South Korea is one of the must-sees in Seoul. Nestled downtown by the famous Myeong-dong market, several Masses are held on Sunday and all are filled with devout Catholics who seem to fill the air with spiritual warmth."
124,5.0,We love the serenity and peace in the church. You can have a quiet rest and say our prayers There are many gift shops inside the church as well. Good location at Myeong dong.
125,5.0,"English mass at 9am. You csn still feel the coldess even if the doors are closed. The have PWD access, gives away free calendar during Christmas season til supplies last."
126,4.0,"I went shopping around Myongdong and got lost. I came upon this beautiful church. Outside, it is so beautiful at night time. I went inside, and inside was nice too. Beautiful place to go see and pray, and get in touch with God."
127,5.0,A stone's throw from the pedestrianised area at Myeong-dong. A good place to make a stop for a quiet moment of reflection.
128,5.0,This is a serene place of worship. The architectural design of the cathedral is magnificent. We stayed inside for some time and it was very relaxing to be in such a place.
129,5.0,Beautiful place for photostop especially at night. You can see the beautiful lights of white rose around the church. Only 10min walking distance from Metro Hotel Myeongdong and 2min from Royal Hotel Myeongdong. Must visit in Myeongdong
130,4.0,"Since I was celebrating my birthday on a Sunday, we decided to check how to get there. Below the cathedral is LED roses and it was stunning and this is another Kdrama site!  We went to an 11am Mass. There were lots of people attending mass (I was surprised, actually)."
131,5.0,after checking out from the hotel. I've decided to walk to Myeong-dong Cathedral through Namdaemun Market. It was great place to visit as you walk through Namdamun Market and Myeongdong
132,4.0,"An important landmark of Seoul, the Myeongdong Church is said to be the first Gothic church of Korea. Built using bricks, the bell tower is around 145 meters tall."
133,3.0,The church in Myeong-dong is a nice church with adoration garden located at the front left side (facing the church) which is a nice place to say prayers.
134,4.0,popular cathedral with many activities for worshippers. well built and maintained. serene inside the chapel. highly recommend.
135,5.0,This cathedral was just opposite our Hotel situate on top of a hill. We visited on New Years eve and the cathedral was full as service was on. The cathedral has lovely architecture and was lit up beautifully. A must-see if you are in Seoul.
136,5.0,We visited here on Christmas Day. Great atmosphere but it’s crowded. Very near the Myeongdong shopping area.
137,5.0,"When we visited Myeong-dong, we noticed there is a church within where we stayed. We looked for it using the map. When we reached there, one could notice the beautiful church in the heart of Myeong-dong. We went inside and prayed. The church is quite empty. But it was a nice place to say your prayers...."
138,5.0,I visited the Cathedral as it is known as one of the oldest Roman Catholic Church in Seoul. Magnificent architecture. A beautiful place to visit and chances for tourists to take great pictures.
139,4.0,"I visited this national cathedral of the Roman Catholic Archdiocese of Seoul twice during a recent visit to the city. The first time occurred on a Sunday when the church was jam-packed with parishioners. Even with crowded standing-room only, people continued to enter for the service. I decided to take a closer look at the exterior and return later for a look at the interior.  Dedicated in 1898, the fairly simple cathedral building stands about 76 feet high with a bell tower rising to 153 feet. The church is noted for being one of the earliest examples of Gothic Revival architecture in Korea. Its gray-and-red brick exterior retains the pure Gothic style. The structure looms on a hill above the Myeong-dong shopping district and seems to attract many tourists, based on the photos I saw being taken when I returned to explore the interior.  The exterior belies the decorations within. These include arched sides aisles, stained-glass windows, religious artwork and statues. Only a handful of people were there on a weekday afternoon, looking around beneath the vaulted ceiling.  A sanctuary for protestors during military rule, the cathedral has become a national symbol of democracy and human rights. I think the best photo ops occur at the entry stairway leading to the church."
140,5.0,The place was located in the busy street of Myeng-dong where shopping and food establishments are located. The place was very solemn and calm. The surroundings were clean even the public was very clean. A must visit place when in Myeong-dong.
141,4.0,Beautiful cathedral near the shopping district. It is situated on top of the hill. Lots of tourist take photos in this area. A good place to visit when you are in the area of Myeong-dong.
142,5.0,A very nice cathedral at the heart of Myeong-dong. It has stores under the cathedral that offers catholic and non-catholic items.
143,5.0,We visited the church to say a thanksgiving prayer for our wonderful vacation. It has a separate outdoor prayer area which is peaceful and conducive to praying/meditating.
144,5.0,The Cathedral sits atop a Hill. As per our tour guide IT was constructed in The 1890’s as The first Catholic Cathedral in South Korea. The inside is beautiful with The gothic design and stain glass behind The main altar. A very good place to pray and meditate when in The busy City. A must see for Christian.
145,5.0,This cathedral is really beautiful and well maintained. If you're staying in myeongdong area then it's just a 2 min walk to this cathedral.
146,4.0,"Visited as a tourist. Cathedral is a short walk from the Myeong-dong Shopping street. We went just as Sunday evening service was beginning, so didn't get to explore as much as we would have liked. Realized that they offer ""foreigner's mass"" in English on Sunday mornings."
147,5.0,Our vacation was complete after hearing mass at this cathedral. Beautiful and welcoming to tourists.
148,4.0,"As everything was nearly destroyed during the Korean War, and efforts to remove traces of Japan's colonial rule of Korea, there are only a few western-style historic buildings left. This is one of them. Visit here while you are at Myeongdong, a popular shopping district."
149,5.0,This is one of the best church I like. It's on the most place in Seoul. It's peaceful although many crowded place are around.
150,5.0,"Stop by here...quiet time Don't let the stairs up scare you, there is an elevator for your use. The experience up there was worth the effort"
151,5.0,"Myeongdong cathedral is so beautiful, it sits just off one of the main strips but that area its self seems so much more relaxed and quiet that the crazy shopping streets, as I went at Christmas, the area leading up to the cathedral was covered in white glowing flowers and at the top there was a large nativity display if you walk the grounds you'll find and area where you can light a votive candle which i though was very special being a Roman catholic. there is also a cafe on the grounds"
152,5.0,It was a place actually we landed up by chance when were shopping at myeongdong but it was so beautiful and peaceful..a must visit
153,4.0,"Myeongdong Cathedral also has a grotto area outside where you can sit in peace and quiet contemplation. You can also light up candles in the grotto area.  The basement level has some restaurants, as well as a wide open space that maintains that feeling of calmness in the shopping haven of Myeongdong. What's cool is that this space keeps up the religious theme with the fish-shaped seating available (fish is a popular Catholic symbol)."
154,5.0,A place of worship walking distance from the busy shopping street of Myeongdong. It is surprising to see a Catholic church rich in history located side by side with the shopping area.
155,4.0,"If you like visiting religious places, this one should be on your list. I happened to visit while mass was in process, it was quite a nice experience, even though it was in Korean."
156,5.0,This is another first time I and my son have visited the church and also joined English mas here. Very impressive with all the people here who joined tha mass. They are all serious praying and performing the activities formally.  Even I left my home country but I have got good times seeing god here.  Just would like to advise all catholic people to find good chance to join English mass here on Sunday and you will be welcome from people here.
157,5.0,I love how mass is celebrated here despite in Korean. I have celebrated my birthday here two years in a row already and I still love the place the second time
158,5.0,"it was at one end of the Myeong dong shopping area, still very peaceful, it was very beautiful. loved visiting it"
159,5.0,Catholic church with Sunday mass at 9 am in English. I believe the priest was of Irish descent. Food stands are set up on the street down the stairs from the church.
160,5.0,"I walked in here and was astonished at how big this place is, definitely a visit if you are in Seoul."
161,5.0,The cathedral is beautiful and they have English Mass every Sunday morning at 9 am. I recommend to go on weekdays because it will be crowded on weekends.
162,5.0,"It is a majestic structure near the shopping district. We attended Sunday mass and the church was packed. Great location and very accessible by public transportation. Even if you don’t attend the services, it’s a great place to see."
163,5.0,"Myeong-dong Cathedral was the first place I visited in Seoul. It's a place of recollection, but also of admiration, considering its beautiful architecture. Since it is located in the heart of the city, it is worth visiting."
164,3.0,"its not really something big to see, if you have time you its ok to drop by but if not then its ok to skip."
165,5.0,No one will be able to miss the church in Myeongdong. The place is located before going into the busy shopping street of Myeongdong. At night the church is surrounded by lots of lights which provides a good shot for the church which looks peaceful at this time.
166,5.0,This is not just the most symbolic place for the Catholic church but a safe haven for activists during the brutal military regime in 0s and 80s.
167,4.0,"Large, but relatively simply Catholic church built in the 1800s. This church had some similarities in design to Notre Dame in Paris, with the tall columns and straight-forward interior design. Mass was serene and peaceful; a nice change of pace to the busy day. Most people bowed during the sign of peace. Surprisingly one Korean lady cut in front of us while going to communion (Really?)"
168,3.0,"This cathedral is quite striking and I enjoyed taking a stroll through it to admire the stained glass windows, large scale religious paintings, and sculptures inside. There was also a pretty and peaceful park out the back side of the cathedral where I got some nice pictures. It would be worth a quick visit to see if you are in the area and/or have any interest in historic buildings."
169,4.0,"I stopped by this cathedral while in the area on my way to Seoul Tower. It makes for a 20-30 minute visit and it's always refreshing to get out of the noise of the city and into the peace of an impressive cathedral. While not as physically imposing or impressive as many European cathedrals, it is rare to see such a beautiful and historic Gothic church in South Korea. I enjoyed my quick stop and would recommend it if you are in the area."
170,5.0,A very nice cathedral. Service on Sundays in English. This place also played an important role in the process of democratization of South Korea.
171,4.0,"We went to mass at the Cathedral and that was a beautiful experience. But we were hoping there would be more to walk around and see or a self-guided tour, since the Cathedral has a lot of history attached to it. Maybe is not available on Sunday."
172,5.0,"Very orderly mass arrangement during offering and communion. They divided into 3-4 sections for people to queue up by row and it was absolutely efficient, no chaos, and very fast. Unfortunately, during Easter Sunday, another mass followed right after our 9am, hence left little time to stay behind to pray to other saints. Beautiful church and the biggest catholic church in Seoul"
173,5.0,"Located in the heart of Seoul, this gothic cathedral is the good place for pilgirimage. Although this first catholic church is just a step away from busy Myeongdong street, you can feel peace and quietness there. The English mass celebrated every Sunday at 9 a.m. You can also find many religious souvenirs in a shop at the cathedral area. This shop open at 9.30 a.m. The best photospot (for me) is near the stairs to cathedral. You can make a nice picture with a whole great Myeongdong Cathedral behind you  PS: Don’t forget to give your warm greetings to Virgin Mary after the mass"
174,4.0,We stayed in Myeongdong and the Myeongdong Cathedral is just a few meters from where we stayed. I searched online to look for the time an English mass is held. It is held at 9 am on Sundays. We were blessed to be able to hear mass. The cathedral is beautiful! You have to climb several steps to get there. Sacred and solemn. There is a prayer area on the left side which is also so beautiful and solemn.
175,5.0,"The church is very near the hotel where we stayed.(Royal Hotel Seoul).It is just a few meters from the hotel.A must for all catholics while in seoul.After mass ,you can find a lot of coffee shop and restaurant within the area."
176,5.0,The church is situated on a hill and look Gothic from the outside when we visit as most of the trees are bare. The church interior is beautiful.
177,4.0,"Came across this cathedral during my visit to Myeongdong shopping district. Cool building, check it out."
178,5.0,A rich history and presence of calm serenity. Downstairs is a great coffee shop and bakery. Good place for morning stroll.
179,5.0,"The opportunity to attend Mass was an unexpected benefit during a long two-week business trip through Japan and Korea. The Cathedral was a short cab ride from my hotel - the Millennium Seoul Hilton. The 9:00 Mass is in English. The Church was absolutely filled, which enhanced the experienced of worshipping in a foreign country. I had to use my Mass App to find the readings as I did not notice a Missal or Flyer with the readings pre-printed. Not a big deal for me. The Mass was reverent and the Cathedral grounds are lovely. As the 9:00 was ending, people were already lined up at the doors for the 10:00. After Mass, I wondered around the grounds, then into the adjoining streets to visit the food stalls that were opening for the day."
180,5.0,Beautiful church in the middle of busy Myeongdong. Easy to locate & a nice place to reflect. not very crowded
181,5.0,"Located in the heart of downtown Seol, Myeong-dong Cathedral is the first parish church of Korea and an important symbol of the Korean Catholic Church. Refreshingly English inside, it was a lovely building. The stained glass windows were restored by artist Lee Nam-gyu om 1982, the original art work was thought to have been created by the French Benedictine Brothers."
182,4.0,"the Myeong-dong Cathedral is a magnificent building in the middle of the Myeong-dong district. The property is large and welcoming to all visitors who want to explore the property. The cathedral is built in a classical style with beautiful stained glass windows and if you are a fan of historical buildings and cathedrals, this a great place to stop."
183,5.0,"Standing right in the middle of Myeongdong street, Myeongdong catholic church welcomes everybody from everywhere. You may get inside the chapel and feel the holy spirit of this place. A small but well equipped store is selling holy stuffs including bibles and rosaries."
184,5.0,"There are week day masses in the morning and evening. Although, all are in Korean, it is a good way to start or end a hectic travel day."
185,5.0,I went there during winter with my korean boyfriend and it was really pretty and romantic ! I really enjoyed the ligts all around the catherdal and the atmospehre around it!
186,5.0,"Wonderful, old fashioned Cathedral in the heart of Seoul's Myeongdong, its very quiet and peaceful inside the Cathedral and well worth a visit"
187,3.0,This place is indeed a cathedral. It's a tall building with European features that likely has masses and other religious celebrations.
