,STAR,CONTENT
78,5.0, Deoksugung Night Tour is so good The cool night breeze is nice and the palace is charming in the lights It was crowded but it was good If you havent done the docent tour I highly recommend it 
79,5.0, We came together for a reunion on Saturday and then came back for another gathering on Sunday I came here two days in a row to eat and I thought I would never get tired of coming here and eating all week 
80,5.0, After listening to a detailed explanation from a cultural commentator which took about 40 minutes I had a better understanding of our culture 
81,4.0, Deoksugung Palace is easily accessible as it is located in the city center but it is always difficult to see it in its own right due to construction Still its worth a look at the restoration 
82,5.0, The peaceful and quiet atmosphere of the palace is very good and the entrance fee is KRW 1000 so it is very good to enter without hesitation and feel the silence 
83,4.0,Would have put a five if the MMCA museum was opened But it was closed for renovations Overall a nice place to walk around and sit to enjoy the good weather we are having in Seoul now
84,4.0, Located opposite Seoul City Hall A palace with good access Although it is not large it is a space where modern and classical beauty are well harmonized 
85,5.0,If you come during the changing of the guard then you can watch the changing ceremony and take pictures with the soldiers in uniform from the Joseon era
86,4.0, After a while I looked around It doesnt take long and its okay to heal in the middle of the city 
87,5.0, An easytoreach attraction with important history Admission can be paid with T Money Card Information signs and free visitor brochures are available in English You can take photos anywhere The different flowers 
88,4.0,Historical area in the middle of modern architecture It was so amazing being there For me sunset is the best time to visit Deoksugung Be aware that the temple closes at 9 pm
89,5.0,A beautiful palace that is perfect if you do not have a ton of time but still want to see part of Koreas history
90,4.0, Its always a good place to go Today is Childrens Day so there are many people 
91,5.0, I liked the kind explanation and consideration until the last warm feeling thank you 
92,5.0, First time to explore Deoksugung Palace that I only heard from the lyrics  
93,4.0,Its a palace in the city so its quiet and elegant
94,5.0,Interesting palace Admission is cheap
95,5.0, Anyway Old ones are good Much better than that I like it 
96,4.0, It was so beautifully maintained that it was hard to believe that there was a palace in the city center In it not only the traces of the old palace but also the appearance of King 
97,5.0, A cultural commentator gave detailed explanations starting near the entrance and saw the changing of the guards ceremony 
98,4.0, Its been a while since Ive visited but I was disappointed because the cultural assets buildings were not well maintained Maintenance and cleaning of the exterior walls of the building is required What does the 
99,5.0,Definitely worth stopping by on your way through the city center Beautiful Westernstyled garden an ideal place to relax in this big and rushed city
100,4.0, The last Wednesday of every month is a cultural day so I went for a walk at lunchtime because admission to the four palaces is free but there are a lot of office workers 
101,5.0,Free entry on last Wednesday of every month
102,5.0, pretty and nice It is even more emotional to hear and learn about historical facts through the night tour 
103,4.0, Weekday spring day It was so beautiful to see the stamens flying 
104,5.0, A place to enjoy contemplation A great place to take a walk 
105,5.0, It was nice to see the flowers in full bloom and it was nice to have a cool rest because of the shade 
106,5.0, April 21st spring in the palace A feast of wind people and flowers 
107,5.0, Beautiful trees and colorful flowers are in full bloom every season so it is a great place to take a short break while enjoying the view of the neat palace in the city center 
108,4.0, It was small and nice but the art museum is under construction 
109,5.0,Good history place
110,5.0, A place with a painful history If you expect the building here to be a small version of Gyeongbokgung Palace you may be very surprised 
111,5.0, The explanation given by the interpreter helped me a lot to understand Deoksugung Palace Well done and thank you 
112,5.0, Its pretty and the size is just right so its good to take a walk and there are a lot of people sitting there 
113,5.0, The night view of Deoksugung is also very good until 9pm 
114,5.0, It is an old palace near Seoul City Hall You can experience the modern architecture of the Joseon dynasty and a museum and a landscape that harmonizes with old palaces Although it is not a very 
115,4.0, If you come to Seoul Korea you must visit Deoksugung Palace next to City Hall Spring and autumn are so beautiful 
116,5.0, Unlike other palaces some buildings were built within 100 years Thats why it has a modern feel so its colorful 
117,5.0, A place where you can know the history and cultural assets 
118,3.0, Dont go on spring weekends Im crazy about people taking pictures Seeing people standing in line under the cherry blossom trees to take pictures is heartbreaking 
119,4.0, Its quiet clean and quiet Unfortunately you cant eat food but I wish there was at least a kiosk or coffee shop where you can buy coffee or water 
120,5.0,This is a very beautiful place to see A blend of history and nature surrounded by a great modern city
121,5.0, This time of the year is very pretty I also enjoyed the commentary on Seokjojeon 
122,5.0, A good place for a walk and contemplation on a sunny spring day 
123,5.0, A place with a very beautiful scenery along with the nearby Jeongdong downtown The stone wall road towards the British Embassy is currently under construction 
124,5.0, The apricot tree in front of Seokeodang was in full bloom I took a picture with Deokhongjeon but I was satisfied 
125,5.0, A lot of people come to see spring flowers Weeping cherry and apricot trees are at their peak right now When the wind blows it rains flowers 
126,5.0, Gorgeous spring flowers highly recommended for foreign visitors Traditional and Westernstyle palaces 
127,5.0, Its not as spacious as Gyeongbokgung Palace and theres not much to see but the buildings where East and West meet are new and pretty 
128,4.0, It was so nice to go in good weather Be sure to visit 
129,5.0, Deoksugung Palaces Changing of the Guard Ceremony is at 11 oclock It would be good to see it at least once 
130,5.0, Its been a really long time since I visited I enjoyed watching it Flowers are blooming beautifully The spring breeze is also soft 
131,5.0, Deoksugung Palaces spring is more beautiful with flowers blooming 
132,5.0, The scenery is beautiful and there are so many things to see 
133,5.0, Ha Seonhwa the narrator was very good so I thought a lot about Deoksugung Palace and Emperor Gojong 
134,5.0, Deoksugung Palace in front of City Hall You can enter by paying KRW 1000 with a transportation card A mustvisit place 
135,5.0, walking is ok A place with history Recommended 
136,5.0, Its not too big and its great to take a walk and enjoy I am very much looking forward to the flowers that will bloom one after another such as cherry blossom peony wisteria and pear tree 
137,5.0,Very nice family outing place
138,5.0, It was nice to be able to turn around comfortably without a guide Its a pity that there was a lot of construction work 
139,5.0, The front of Daehanmun is under construction but I hope it will be completed soon Standing in front of Seokjojeon Hall makes you feel as if you are in a European city 
140,5.0, There is a charming old palace in the heart of the city and it shows an attractive scenery 
141,5.0, Best value for money Doldamgil is very pretty at night There are many restaurants around and it is a good date course 
142,5.0, A place where you can feel the traces of Joseon and Gojong Its good to go back late at night  
143,3.0, I just went in because I didnt have a place to go on a Sunday 
144,3.0, Fifty years ago Deoksugung was beautiful Museum installation pond garden cafe It should be more like the old Deoksugung Palace 
145,4.0, I went with my children especially the art museum Park Sugeunjeon it was so good 
146,5.0, The wind was chilly but the weather was nice At the Deoksugung Museum of Art I had a good time watching the exhibition of artist Park Soogeun and walking along the stone walls of Deoksugung Palace 
147,4.0, It is near Seoul City Hall On Sundays you can park your car at a nearby building at a discounted price 
148,5.0,One of the most symbolic historically meaningful palaces of the country Superb access by public transportation and highly walkfriendly Youll feel a hyperreal serenity at this place which magically fades out the citys bustle and takes you back to the time
149,5.0, Deoksugung stone wall path is well maintained It is a place that gives warmth to my heart every time I go Near Jeongdong Church inside the National Museum of Modern and Contemporary 
150,5.0, It is the place where Emperor Gojong passed away It is the starting point of the 31 day movement I think it is a painful history of changing the name from Gyeongungung Palace to 
151,5.0, It is so good to take a walk inside Deoksugung Palace visit an art museum and enjoy one stone and two birds 
152,4.0, I saw the exhibition at the palace museum but it was not suitable for viewing because the place was small and crowded There is no place to rest I would like to limit the number of people The palace was quiet so 
153,5.0, Pretty stone wall path I think it was possible to shoot at night 
154,5.0, Forbidden City in the city The exhibition is so beautiful 
155,4.0, A wellorganized cultural heritage Although the history is short the new and old associations are too buildings that fit well 
156,5.0, late Joseon Dynasty A piece of sad history 
157,5.0, After seeing the exhibition I came to enjoy the quiet and leisurely city life 
158,4.0, I remember going to a drawing contest when I was in public school 
159,5.0,in March the cherry blossom still not fully blooming
160,5.0, All museums are good but all are good but the old people are noisy at the Park Geunhye protest 
161,5.0, I went to the exhibition of artist Park Soogeun Its until March 1st so I recommend you to go 
162,5.0, A place to relax in the heart of the city always full of the scent of art Its really good 
163,1.0, Partitions at the construction site block the view and hinder walking I cant tell you how uncomfortable it is 
164,5.0, There is an old palace in the city center nearby but I dont visit often so I feel a little bit sad 
165,4.0, 3rd place after Gyeongbokgung Palace and Changdeokgung Palace 
166,4.0, Its pretty Now that Im old Im sad that I cant enter for free 
167,4.0,It was nice to learn more about the history of Korea It was cheap and a nice way to spend a few hours
168,4.0, There is an entrance fee of 1000 won To go to the National Museum of Modern and Contemporary Art Deoksugung you must use the main gate and you need to purchase a separate ticket to enter Deoksugung 
169,5.0, After the holidays I go for a walk with my juniors and study history 
170,5.0, Seeing the National Palace and feeling the breath of ancestors 
171,5.0, It was quiet and it was snowing during the holidays so it was nice to take a walk 
172,5.0,Cheap and cool historical place to visit
173,5.0, A place where you can find relaxation in the hustle and bustle of the city Like Gyeongbokgung Palace the precincts are not very large so it is good for a short walk You can also enjoy art exhibitions because 
174,5.0, It may not seem like much but once you step inside there is something unusual about the weight of history 
175,5.0, A look inside Deoksugung Palace during the Lunar New Year holiday 
176,5.0,CMMA museum has excellent history foe Art a must visit while in Korea
177,5.0, Free admission on the last Wednesday of every month Trees palaces and ample space make you sympathize beyond time You will be able to better understand the modern history and situation of Korea 
178,5.0, There is no one watching the work quietly and it is very noisy 
179,5.0, I havent been to Seoul in a long time There werent many people and it was really nice to walk around the palace leisurely 
180,5.0, I really like it I was able to get to know the beauty of Korea Hahaha 
181,5.0, It was the cutest and most beautiful palace Ive been to I want to go there right away 
182,4.0,palace in modern city
183,5.0, I like that there is an art museum in the old palace in the city center 
184,5.0, A nice place to take a look around Doldamgil  It is good to look around the promenade or enter the palace If you are using Seoul Station it is recommended to take a quick look around an hour before the train time 
185,5.0, Its always good every time I go depending on the season 
186,4.0, The snowy palace is very nice Also enjoy a special exhibition of Park Soogeun at the art museum 
187,5.0, I like to visit Deoksugung Palace and visit the art museum inside Deoksugung Palace 
188,5.0, It is nice to see Seokjojeon Hall and other palaces You must make a reservation to enter Seokjojeon Hall You dont have to make a reservation for the basement but there are few 
189,5.0, very good It is of great help in understanding the history of our country 
190,5.0, Deoksugung Doldamgil Night Tour and the source of ShinGyecheon Stream 
191,5.0, Perhaps because it was the second day of the three days when the exhibition poster was presented the line to enter was long even before the opening and down the stairs 
192,5.0, Everything was good except for the cold and cloudy weather Affordable admission Worth an outing with children and friends 
193,5.0, There was nothing special about Deoksugung Palace in winter but I went to Park Soogeun I see it all and go round and round but there is a mood just as written 
194,5.0, I went at night with the kids Its very good Admission is free if you bring your Dadongi card and mom and dad ID 
195,5.0, A park in the middle of Seoul the oldfashioned charm of the palace is a bonus 
196,5.0, Our old palace is always beautiful Despite the painful history I have been here for a long time and the pavilions and trees are beautiful 
197,5.0, An old palace that can be found in the 4 main gates a hot place in Seoul A place where you can relax like a park in the city center and have fun taking 
198,5.0, It is impressive that the stone pavilion was built by adopting the Western architectural style of the late Joseon Dynasty 
199,5.0, Its always a great place Its pretty at night 
200,5.0, A night view by chance It was so good that I didnt even feel the cold Its a quiet serene and warm atmosphere 
201,5.0, I took my bus card and entered I did it because the line to buy the tickets was long Autumn leaves are so pretty 
202,5.0, The stone wall road and the palace are beautiful The exhibition at the National Museum of Modern and Contemporary Art Park Soogeun is impressive  
203,5.0, A date in town with my wife after a long time I like Gyeongbokgung Palace in late autumn 
204,5.0, Deoksugung Stonewall Road still remains  It is good when you want to walk quietly  
205,5.0, A nice place to relax and taste no matter what season you go Photos are optional waffles are a must 
206,5.0, I met Park Soogeun through an exhibition of the artist Park Soogeun who learned the world of painting by a purely selfeducated artist It was nice to be able to see the modern architecture together with the 
207,4.0, Autumn is so beautiful here  If you can wear  thats great In the heart of the city there are 3 attractions Palace Duc Tho Museum of 
208,5.0, Deoksugung Art Museum after a long absence Park Soogeun exhibition Our lives are heavy but lets not give up hope 
209,5.0, I had the opportunity to see the work of artist Park Soogeun It was so good 
210,5.0, I went to the Park Soogeun exhibition Its pretty when you walk around Deoksugung Palace It is recommended as a date course 
211,4.0, Park Soogeun Expressing the sentiments of ordinary people in the 50s with a warm gaze Enduring with a strong will like a tree waiting for spring 
212,5.0, There are good things to go at night and there are some things that are a bit disappointing 
213,5.0, always a good place I took some pictures during magic hour 
214,5.0, It was great in the fall Take the entrance fee So I turned out It takes about 20 minutes to turn around 
215,5.0, It was nice to be able to use the cafe inside the palace after a long time When I went out to the back of the cafe building I was able to spend a wonderful time in harmony with the small pond and the scenery 
216,5.0, It is interesting to see other palaces and other modern buildings There is also a museum and an art gallery inside so there are plenty of things 
217,5.0, Traditional old palace among modern buildings Even the palace with 500 years of history and the Seokjojeon building containing the turbulent period of the 20th century I love that the three eras harmonize 
218,5.0, After staying at Namdaemun I went for a morning walk It was quiet quaint and the autumn leaves were beautiful A walk through the palace as always clears the head 
219,5.0,Right now Park Soogeuns exhibition
220,5.0, I vote for the fact that there is a space where you can relax for a while in the middle of downtown Seoul Its good to take a walk outside the castle 
221,5.0, Its good anytime and its good to feel the autumn mood The Fortress Park Soogeun exhibition is also worth seeing Advance reservation required 
222,4.0, A resting place in the city where the classics and the modern meet 
223,5.0, I came to see it at night but I was surprised because there were surprisingly many people 
224,5.0, I could feel the harmony between nature and modern buildings 
225,5.0, It is a place that contains the painful and painful history of Korea My heart is touched Guided tour is recommended 
226,4.0, A good place to take a walk before going to Seoul Station 
227,5.0, The lighting in the beautiful palace is fantastic as it is open at night 
228,5.0, The buildings are also beautiful and I love the relaxed and quiet atmosphere It is better because it has good access to public transport and the entrance fee is cheap Cherry blossoms in spring and maple leaves in 
229,5.0, Seokjujeon Hall is the place where Emperor Gojong lived and Princess Deokhye spent her childhood as a useful time for exploring the atmosphere and history of late autumn Scenes of dark history such as art museums 
230,5.0, On the last Wednesday of every month admission is free Visit the palace and see exhibitions 
231,5.0, It is a beautiful palace with the heartbreaking modern history of Korea It is good to walk during the day but it is even better to walk at night when it is open at night This time with my family I was accompanied 
232,5.0, Enter the Daehanmun Gate and enjoy the autumn in the city 
233,5.0, In late autumn the autumn leaves of the old palace in the city captivate the eyes and hearts 
234,5.0, Deoksugung Palace in early winter was such a beautiful picture 
235,5.0, You can feel the atmosphere and fashion of late autumn to the fullest and each piece of art exhibited by Park Soogeun at the Museum of Modern Art will remain in your heart for a long time Go and see it 
236,5.0, Please raise the entrance fee 1000 won is too cheap 
237,5.0, It was nice to be able to enjoy the atmosphere of autumn both now and then Moreover the exhibition of artist Park Soogeuns works stood out even more 
238,5.0, Among the Jongmyo Shrine Yeongnyeongjeon Hall Changdeokgung Palace Changgyeonggung Palace and Gyeongbokgung Palace I am most proud 
239,5.0,When I entered the gate I felt strangely the noise of the city was decreasing There was also an exhibition of artworks so there were many things to see
240,5.0, Deoksugung night tour is convenient and enjoyable The entrance is under construction and we recommend you to participate in the Seokjojeon event at night Even if there is nothing special it is nice to spend an 
241,5.0, Deoksugung Doldamgil The autumn leaves are so beautiful in November I want to keep walking I want to stay I want to stay 
242,2.0, Currently under construction I am taking a stand 
243,5.0, The stone wall road is beautiful and the tree waiting for Park Soogeuns spring is on display at the art museum You can see not only paintings but also an exhibition where you can know the life and thoughts of Park 
244,5.0, Its so good Please listen to it once before the fall ends 
245,5.0, Every time you walk on the stone wall path you can feel the elegance Inside Seokjojeon you can feel a unique experience that is different from other palaces that encompass the East and the West 
246,5.0, It is so serene and beautiful I want to visit again in early autumn I highly recommend it 
247,4.0,C  201216  There was one of Choseons palace in Seoul and located near City Hall Station There had some Choseons style palace and modern architecture There was good to walk with old atmosphere and sometimes there had exhibition Though there had cheap entrance fee but it was worth to visit and walk One of beautiful palace in Seoul
248,4.0,Locating before City Hall this place is easy to access comparing to other palaces of Seoul With only 1000 won you can experience minor version of Gyeongbokgung or Changdeokgung Good place to take a walk and have fun Stone fence around the palace is also popular to visitors After watching palace escape through the gate and circle around The best time to visit is from early to mid November with fall foliage
249,4.0,A small palace compared to that of Gyeongbukgung and Changdeokgung This palace is perfect for those who wanted to visit one but do not have much time The palace allows visitors to understand the ancient Korean culture There is a change of guard ceremony at fixed timings here
250,5.0,This is probably one of my most favorite Palace in Seoul definitely in the top three It seems like it lies in the center of Seoul the way it is positioned surrounded by modern architecture of Seoul hotels restaurants the City Hall and other important buildings Its so easy to get to by train bus or taxi and it is within walking distance to other attractions The Palace house also a gallery and a shop Its great to stroll around these old buildings and imagine how life might have been way back in the Joseph Dynasty Right outside of the Palace in the small street on the right of it lies a famous Belgian waffle shop which Id recommend trying Its not Korean but it is claimed to be one of the top 5 dessert shops in Seoul
251,5.0,There is a common believe that most South Korean Temples look pretty much alike and that is an undeniable truth Nonetheless there is a hidden differential beauty on each one of them Here at this temple we could appreciate the differences  This palace also has a lot of dynamic history as has been occupied not only by the Korean Royal family In 1897 after the incident when Emperor Gojong took refuge in the Russian legation he returned to this place and named it Gyeongungung again During the Japanese occupation of Korea in 1592 the residential buildings became a temporary royal residence after all the other palaces were destroyed by fires  Many of the structures here have since been removed or sold In 1933 all buildings except for a few central and western style buildings were removed It was then made a park and opened to the public  At the end of the trail you may walk youll find a turquoise Blue Fountain European looking On the left of this you will find a smaller part of the palace detached unit and on the right of the fountain youll be right in front of the Deoksugung National Museum of Modern  Contemporary Art  Its important at the door to purchase the full package ticket so that you can appreciate both Palace and Museum  Since 2007 restoration work to restore Deoksugung Palace to its original specifications  This work has been ongoing We do recommend extensively this palace although we couldnt appreciate the full beauty as it has been a bitter winter this January but in Spring must be definitely wonderful  Dont miss it
252,5.0,I visited 2 palaces Deoksugung  Gyeongbokgung during my visit to Seoul last month though Deoksugung is not as big as Gyeongbokgung but Deoksugung is quite unique compare to Gyeongbokgung You can find both Joseon Dynasty  Western influences in this palace something that you cant see in another palaces in Seoul 
253,5.0,Why pay for tour guides when you can hop on and off the subway and visit so many places in Seoul This is yet another great place to mark on your tour and enjoy your photos for years to come
254,5.0,A well maintained palace in the modern city It is smaller than Gyeongbokgong and Changdeokgung Beautiful scenery
255,4.0,Ive been here a few times over the years and it never disappoints  I love the fact that it has a changing of the guard ceremony 3 times a day I think and other stuff going on too  Once inside though it feels like a different world with a park like ambience plus a mixture of Korean and Western architecture which makes it unique for a Korean palace I like to just sit and watch the world go by here  I walked here but its close to City Hall metro station if youre using the underground
256,4.0,This is a much smaller palace as compared to the grand Gyeongbokgung palace and is in the heart of the city We landed there just in time for the changing of the guards ceremony which is again not as elaborate as the one at Gyeongbokgung but is still nice You can watch the ceremony from the street You need a ticket only to enter the palace grounds The visit does not take much time as the palace grounds are small The guide pointed out to us some of the structures dating back to 1600
257,5.0,A smaller palace in the middle of town Well worth a visit especially if you take the free guided tour about 50 minutes Time your visit to see the changing of the guard which is quite entertaining
258,4.0,Deoksugung is right at City Hall Station I went there to see the City Wall the external wall of Deoksugung This time I went inside the palace as there were lovely maple trees showing beautiful autumn colours Happened to see also the show performed by the palace guards
259,4.0,Deoksugung is the only palace open at night and the way it is all lit up is both beautiful and atmospheric There was a childrens concert going on when we visited which we stopped to listen to
260,4.0,Have to go at the right time to see the changing of the guards in front gates They let you take pictures with them afterwardsIts free and it was really cheap to go into the gardens after if you wanted but we did not go in
261,4.0,I really liked this palace Not as well known as the others but deserves two visits First the afternoon changing of the guards is fun to watch and you can stand right next to the guards Second this palace stays open at night and makes for some great pictures with the lights on the grounds and the surrounding buildings
262,5.0,What a beautiful palace to visit at night We stayed 5 minutes walk from the palace and was reading about the palace being open during the evenings  Definitely highly recommend an evening visit It had a romantic atmosphere and was lovely to visit as a couple  Entrance is 1000 Korean won per person The grounds houses a art museum and some modern art installations are visible on the site Made even more special once lit up As the palace is situated near the city hall and I the heart of the built up city the tall skyscrapers are even more visible at night when they are lit up with their neon lights Spectacular blend of old with the new modern backdrop  Will definitely return during the day It might be the smallest palace of them all but I would definitely recommend a evening visit as you will experience it in a way you cant see the others
263,4.0,But pretty small With the audio guide no need to spend more then an hour Part of the palace pass which contains five palaces Come early to see the changing of the guards but dont enticipate something european
264,4.0,Adjacent City Hall is Deoksugung Temple Grounds which is down the road from the main palace Outside this temple you can find the Royal Guards performing their Change over ceremonies and other cultural displays Once you get inside you will find that this temple ground is larger than it first appears with a CafeGift Shop forested wild pathways council buildings an Art museum temple grounds  buildings and many large art installations If you arrive during the Korean holidays the temple is free entry otherwise you will have to pay to enter There is plenty of exploring to be done in this little area which almost appears hidden from the surrounding city streets like an oasis for people to come and relax or to learn about Art  History or even get a bit of exercise away from the traffic heavy streets of Seoul I highly recommend a visit to this temple even if it is to waste a little time on your journey around the city
265,4.0,Good display of the Changing of the Guard on the outside of the palace gates between 10001400 You dont need a ticket to watch it from the street Lasts about 15 minutes with photo opportunities with the actors after the show is over Worth the trip to see the traditional dress and the parade
266,4.0,1 Closed on Mondays  2 Get the Royal Palace Pass entry to multiple museums  including The Secret Garden; less queuing saving money and all sites are worth a visit  3 The actual review We visited on a Sunday and saw the changing of the guards  narrated in Korean and English Photo opportunities with the guards were free after the ceremony Mix of oldschool Korean buildings and western buildings but all worth a visit Its small but you cant argue with the price Theres a free guide at the entrance and not the one to visit if you only have time for one but can easily be done in a day of other activities
267,5.0,Visited during a day trip it was very cold but the day went well as the Palace is easy to navigate and you can listed to the tour in English as well as have an English tour book
268,5.0,Deoksugung is one of the 5 royal palaces in Seoul It is covered by the Royal Palace Pass but entry is only 1000KW It is a small palace compared to the other main palaces but I think one of the nicer and more interesting The architecture reflects a blend of Korean with western influences
269,5.0,This palace is a lot smaller compared to the others Easily walked through the entire grounds within 30minutes The changing of guards is not to be missed The audio guide can be rented at the entrance
270,4.0,Interesting collection of traditional Korean architecture eg Daehanmun Gate Junghwajeon Hall etc a fusion of Korean and European architecture in Jeonggwanheon Hall then more classical European in Seokjojeon Hall and the National Museum of Modern and Contemporary Art both fronted by a European garden All overlooked by the high rise buildings of modern Seoul I relatively small complex easy to traverse in 60 or 90 minutes but the architectural contrasts are a highlight Along with the changing of the guard 11am 2pm and 330pm Noisy colorful and informative  really well presented and plenty of photo opportunities at the end
