,STAR,CONTENT
123,5.0, Its a street of memories Its a pity that it seems so quiet due to Corona I hope it becomes a lively street again 
124,5.0,I
125,3.0, Its quiet but its bittersweet to see a 360degree different look from Myeongdong before Its a lonely Myeongdong where there arent any rental letters and the soliciting Chinese have disappeared 
126,4.0, Myeongdongs atmosphere but since when did it disappear Merchants struggling with expensive rents cheer up 
127,5.0,Also another nice place to visit when in Korea alot of shops known brands like Nike tasso a lot of restaurants different cuisine
128,5.0, a place full of people The store is empty and full of rental inquiries 
129,5.0, Everyone is busy but its nice to see and imitate the way they live beautifully I hope that many people here will be full of laughter If you smile you will be blessed 
130,5.0, Corona has been severely impacted However the taste of the restaurants is delicious as it is and it is better because you can eat delicious food to your hearts content without waiting in 
131,2.0, Is it because of the corona The foreign market is dead so the streets are empty 
132,4.0,COVID killed a lot of the shopping here but it is still worth the trip Nike Rise Seoul is here and its amazing
133,5.0, Its clean Its changed a lot There was a demo in the old days 
134,4.0, 20210817 Due to Corona there are few people and there are many buildings under construction so it is inconvenient to pass 
135,5.0, Its been a while since Myeongdong The atmosphere wasnt the same as before but it was still good It was fun such as shopping for a movie marathon 
136,5.0, May the fame of the old Myeongdong be restored as soon as possible 
137,1.0, Myeongdong Seoul the capital of Korea used to be a street where people moved together brightly and with one heart 
138,3.0, Shopping street There are a lot of shops that are closed due to Corona 
139,3.0, Its because of Corona There are Taegeuk Stars and Stripes Grandpas Its crazy and the atmosphere is bad 
140,5.0, Aroma Forest a perfume studio in Noon Square cgv in Myeongdong Crazy cost performance tearful cost performance Its best A place where you can taste 65 products representing 30 brands including Jo Malone 
141,3.0, It was good that I didnt squeak as much as I used to There are more places that are closed than expected 
142,5.0, It was good Of course it was better before Corona 19 but 
143,5.0, The quiet Myeongdong street feels awkward Im sorry to the merchants but personally I think its safer and better for family members to visit and shop Sorry for the individualism ;; 
144,5.0, The hustle and bustle of the past is a barrenness that cannot be found at all All of this is probably because of Mr Gnomu Ko The sound of the shutter door coming down early can be heard as the sighs of the 
145,1.0, The economy is bad so there are a lot of vacant rental buildings bad looking 
146,1.0,The fake president moon jae in is completely failing in covid 19 and fxcking up this place as other parts of Korea
147,5.0, Sometimes I go to get my hair cut but these days its hard because of Corona 
148,3.0, A street where it is hard to find a characteristic anymore TT 
149,5.0, I dont know if I can say this because there are so many empty stores here and there but there are no street vendors so the road is pleasant and there are no Chinese so its quiet on a Saturday afternoon 
150,4.0, A devastated downtown Seoul where foreigners have disappeared 
151,3.0, Its open until 10 so the lights are off so I wanted to eat yakitori so I went and drank a drink at the convenience store and came back 
152,1.0, Myeongdong street seems to be difficult to revive now Myeongdong how did it happen 
153,5.0, The wellorganized Myeongdong street in Seoul is a representative street that Korea is proud of 
154,3.0, When I go in the morning I feel like an Eulsi year 30 of the stores are closed due to bankruptcy 
155,5.0,A lot of the stores are closed now but still has some cute shops and cafs
156,5.0, Great place for shopping   Lots of people  many foreigners 
157,4.0, There are no foreign fortresses so its good to wander around 
158,5.0, I hated the Myeongdong commercial area because of the overpriced prices but now it has become a place of memories that I cant see even if I want to see it 
159,5.0,Perfect for shopping eating and having fun
160,4.0, Its sad to see how many shops and restaurants have been closed due to Corona I hope everything will bloom again after Corona As before 
161,4.0, All the shops are dead so there are many empty shops Its better than when I came last winter However it is still a long way from being active 
162,4.0, I hope the corona will end and there will be more people again there are a lot of vacancies 
163,5.0, It was bustling and there were various things to see but it was too quiet 
164,1.0, Its so slow my heart hurts The first floor of the mall is almost out of business 
165,4.0,Hope it will survive the pandemic and revive
166,4.0, Now that its Wuhan Corona there arent many people so its a good place to go so I recommend it 
167,5.0, where I always went It is a pity that many stores have recently closed due to the corona virus May it be restored to its former fame 
168,5.0, now clean and nice Its a pity that there are many vacancies but there are no messy stalls so its very comfortable 
169,3.0, Ah Myeongdong Can you find your past again I was shocked to see Myeongdong which is less crowded 
170,4.0, Large outdoor shopping area For a long time due to covid there were very few people coming to shop but recently there have been customers and many shops have reopened 
171,5.0, There arent that many people so it seems like a good shopping experience 
172,5.0, I want to get back to the bustling Myeongdong as the corona ends soon Everyone do your best 
173,4.0,Not crowded
174,4.0, Its not like before 2019 covid The main consumers are tourists from China or Southeast Asia but tourists cant find them even after washing their eyes As it is the center of the Republic of Seoul it has 
175,5.0,Theres a lot of street food varian Theres also shopping centre restaurants minimarket So crowded and beautiful at night
176,5.0, Seouls tourist attraction It is good for shopping or for a date because there are many restaurants nearby It is good to visit Namsan or Cheonggyecheon near Myeongdong together 
177,5.0,guys
178,5.0,great
179,4.0, Myeongdong street without foreign tourists is a strange feeling 
180,1.0, I dont see any move to winwin by lowering the rent even in the lowkey games It will survive only when various tenants come in at a low price 
181,5.0, There is an exhibition and a library People are also wonderful 
182,4.0, There are more people again It is comfortable and good when buying things 
183,3.0,few people
184,2.0, It was so sad that there were so many empty streets with corona and shops with rental signs 
185,5.0, Its always a lively place There are also many foods 
186,5.0, My heart hurts to see Myeongdong which has grown like this 
187,5.0, It was regrettable that the streets of Myeongdong Shopping were empty in several places The selfemployed people were difficult to hang out with expensive stores It was a good thing that it was not busy without 
188,3.0, These days it has been closed a lot because of corona 
189,3.0, I was too busy because of the aftermath of the corona If you look forward to it you might be disappointed 
190,3.0, Due to Covid19 the former center of Seoul collapsed and I was able to feel the pain of businessmen there 
191,5.0,1 shopping district for foreigners
192,5.0, I visited the animation center in Myeongdong for the second time today because I love it so much It is a place where you can see all kinds of comic books and feel the history of comics so it is completely and 
193,5.0, I dont have a street vendor so I just walk but if the Corona is caught quickly 
194,3.0, The bustle of the past has disappeared due to a disease called Corona but it is more crowded than other bustling streets The inside of the stores that are on sale is more intense on consumption than the distance 
195,3.0, I was a little disappointed There are a lot of Mundedungot 
196,2.0, All the shopping malls on the first floor are on lease 
197,3.0, The ice cream is thirty centinchin but its big and delicious 
198,3.0, The taste is always good even if you go often People are also full 
199,3.0, Its dirty because the skewers cups plates and trash that the Chinese bought at the stalls are littered and thrown away 
200,4.0, Its good because its busy Its not as crowded as before 
201,4.0,There are few stores
202,5.0,Lively street loads to see and do Great variety of street food yummy 
203,5.0, Compared to before it has become very busy and there are many shops that are closed Please go after confirming whether the business is closed 
204,3.0, There are a lot of places closed by corona So quiet 
205,3.0,A shopping street that is now very few people walking
206,4.0,You would love this place even more if you like shopping for makeup and skin care products
207,5.0,Nice and Cozy
208,5.0,Prepare to empty your pockets for delicious street food
209,5.0,perfect for cosmetics shopping and nice place for tourism
210,2.0, There is a lot of empty shopping streets everywhere and its ugly 
211,5.0,Though its not as vibrant due to Covid19  this is a fun street to explore and to go shopping
212,5.0, There are not many people and the store is closed a lot but there are still many things to see and the Myeongdong Cathedral that you can see at night is very cool 
213,4.0, Come back after a long time Taste that doesnt fail your expectations 
214,1.0, Too far away Lonely 
215,4.0, I visited while reminiscent of old memories but it was unfortunate that tourists disappeared due to corona and many shops were closed 
216,4.0, On the afternoon of January 16 2019 day4 Myeongdong a good place for shopping 
217,3.0,More and more stores are closes There are not more people like before HM closed it 2nd branch there So poor From last 3 months observing i can say that ZARA HM stopped using their discount sales
218,3.0, There are fewer people than in the past Previously there were many Chinese and Japanese people and they were also crowded 
219,3.0, 1 Due to the corona pendemic it is difficult to find the same vitality as the old fame 2 Many shops are closed even on weekends 
220,4.0, This is a regrettable street because its too busy with corona these days 
221,5.0,Cosmetics stores are almost gone because of Corona and there are not many people
222,5.0, This is a place with lots of snacks and entertainment If you come with friends or family its perfect 
223,5.0,If you want to buy something must visit myeongdong You can find different brands over there
224,4.0, It is regrettable that there are not many people in Corona and there are not so many foods as before 
225,2.0, I wish the street food was all dead Once you die the price going crazy will be a little normalized 
226,5.0, After the corona crisis the floating population drastically decreased 
227,5.0, There are many places to see and eat If you are a traveler Myeongdong Korea is a must 
228,5.0, I ate the magical crepe souffle cake out of the street food 
229,5.0, There are not many people and there are not many Munyeon stores I couldnt believe it was Myeongdong Street Department store There were many cosmetics stores not open to large stores 
230,2.0, It is very different from the old Myeongdong Street It is quiet there are not many foreigners and many stores are closed 
231,5.0, Thanks to the corona there is no Chinese so it is comfortable and good On the other hand it hurts to see a lot of business districts dying because of 
232,3.0, I have always been to Myeongdong at the end of the year and New Year since I was a child but the lively street has become a busy neighborhood due to his corona 
233,3.0, Myeongdong is a famous business district in Seoul South Korea Located to the north of the Han River close to Namdaemun Market it is administratively under the jurisdiction of Myeongdong There are many small 
234,4.0, It was quiet because it was Corona Ive never seen such a quiet street in Myeongdong 
235,5.0,Excelent Commercial grocery market
236,5.0, There are many shopping malls closed due to the influence of Corona 19 It is a weekend but there are really no people 
237,5.0,One of my favorite things to do when I visit another country is to simply walk around check out the stores and observe the culture Just like most other places in Seoul it is more lively at night
238,2.0, Can you realize that it has changed like a ghost city The Corona 19 virus made Myeongdong sick too 
239,4.0,soso
240,4.0,There are no people in the aftermath of the corona
241,5.0, Is this Myeongdong right Because of the corona there are few and quiet people There was a lot less to see but 
242,5.0,Loved it everything there
243,3.0,"I was in town for business and had a chance to walk around the shopping district with some local colleagues. We went at night and there seemed to be more people walking around than there were street merchants. I understand COVID had a large impact on the shopping area, but it was still worth a nice walk. There were some street stands selling food and all the little stores and shops were open in the evening as well. As we started to leave it began to rain so it was nice that the shopping district is above the underground mall that connect many different areas."
244,1.0,Literally nothing much left. Food is still buzzing but shopping and street vendors are really sad... Not worth coming anymore.
245,5.0,"Lots of shops, restaurants, and food vendors. Definitely a must go area. In terms of shopping, other areas are cheaper (Namdaemun) but this place is cleaner and more similar to Western shopping areas with less haggling involved."
246,4.0,"This is a very active and crowded street. Make sure to visit during late afternoons to the evenings as all manner of food, drinks, and anything under the sun (or moon) can be purchased here, several with a cheaper price range."
247,4.0,"Great place to shop for cosmetics, fun socks, hair products and even Korean fashion . Yes many shops have closed but it is slowly being revived .  What was interesting was trying the various type of street food along this area - who does not love eating skewered meats as you stroll along the streets or try Dalgona candy or eat fried chicken and beer and thereafter try your hand on Myeongdong ice cream , dumplings etc….  Business is slowly being revived here . Good to come down and support the local businesses ."
248,5.0,Great shops with kpop merch and fun food stalls. A lot of fun socks available as well. Very nice underground shopping mall
249,5.0,"This is the ""El Primo"" shopping area of Seoul. It is in the heart of the city and it is an absolute must to see if you are in Seoul."
250,2.0,"Shopping here has not revived. Almost all clothing boutiques were gone. No more pushcarts selling sundries and street food too.  Dongdaemun too. With recommendations of friends and Korea Tourist Ambassadors and Korea Tourism Information Centre staff, I turned to Wangshimin, Goto Mall, Enter-6 Fashion Square various locations, Jonggak, Coex Mall and Gangnam Underground Shopping Mall."
251,4.0,"I wrote a review but editing it as I am still in Seoul and my review has changed slightly. I expected a lot more looking at photographs pre-pandemic. Seoul has only just reopened to the world. It is busy and things are open but it's not as I would have imagined. The shopping is pretty average with some local shops plus high street names like Zara. There are some food stalls (more on the weekends) where you can get street food. Having said the above, each day it is getting busier and more things are opening slowly. Weekends are when things are really busy. I expected things to open a lot later but most things start to close by 22:00."
252,5.0,"Myeongdong is a must-visit when touring Korea. With products ranging from tornado potato chips to designer shoes, Myeongdong boasts everything in Korean cosmetics, food, toys and fashion. Its perfect location (centered in Seoul) allows such resources. The busy hustle of food carts on every street will ensure that you have a delightful time : you simply cannot not ignore the famous elderly woman sitting by the entrance stirring up dalgonas to spice up your visit. Although overcrowded at times, such chaos is what makes Myeongdong the perfect place to take a dive into Korean culture and socialize. Visiting in the morning may also help: Myeongdong is relatively peaceful earlier in the day, although there may be less food vendors."
253,5.0,"Myeongdong is filled with street food of all colors, sizes and tastes. I was brought here every night by my local friends. You literally can buy and eat anything from this street! It’s a MUST!"
254,5.0,"Some of your best shopping can be done here! They have plenty of restaurants and cafes that are really good, At night, the street food is the best and not to miss at all."
255,5.0,"Myeongdong is filled with street food of all colours, sizes and tastes. Equally filled with shopping spots. If you are looking for korean cosmetics, K-pop merchandise, clothes, accessories - Go to myeongdong. Everything from underground shopping to high end stores, you will spend your money. It is interesting to see one cosmetic brand having many outlets in parallel streets. Interesting to see free samples given to women at cosmetic store to lure in them and make them buy products. Street food is very delicious, quick and you can definitely make a hearty meal out of them. You can also see students involved in volunteering work, old people protesting sale of dog meat and preaching about believing in Christianity, large tour groups hurrying up to finish their shopping et al.  Whatever it is, Myeongdong is a fun place to go and spend the afternoon or evening."
256,5.0,"When i visit Korea i always visit Myeongdong its cool. You have to visit it by day and by night. Good place for shopping, eating or for a coffee."
257,4.0,"Lots of shops selling facial products and korean snacks (mainly the almond nuts), though may get repetitive as you walk down the street. Visit Lucky Factory and Brand Market for affordable shirts and t-shirts. Beware of pushy salespeople, you can typically just ignore if you are not interested. As night dawns, street food stalls are set up. There are many restaurants to choose from as well. There is a 8-storey Daiso nearby."
258,5.0,Full of great street food and awesome stores. I recommend trying fried chicken with cheese from one of the carts and u wont regret it i promise u. U literally can buy/eat anything from Myeongdong street. It's a MUST.
259,4.0,"Was nice to arrive via the metro at myeongdong station 6 and the street is in front of you. Very wide and relax street due to Covid and ample space. Nice shops for all and a few street venders. Great side streets with colorful signs and ambiance. Large shopping mall, small mall. Do not hesitate to enter as branded shops are sometime hidden in a small place. Many restaurants for all tastes. Very nice evening with the family. Do recommend this much better than large group mall. Enjoy."
260,5.0,"Gotta get here each time in Seoul, just because it's life! Every step is an adventure with an amazing display and adventure of trends and trinkets."
261,5.0,"This is a very popular place amongst both locals and tourists. There's so many retail shops selling all sorts of merchandise, restaurants, cafes and also street food vendors. Certain parts are really crowded. Definitely a must visit place in Seoul especially if you like shopping."
262,5.0,"can see a lot of Chinese people on the streets of Myeongdong, and then you can shop happily and eat delicious food.In addition to seeing Chinese people, there are many people from other countries. Whether day or night, can see a lot of people.I will go to Myeongdong with my friends next time. Very interesting and happy. 명동 거리에서 많은 중국인을 볼 수 있고 행복하게 쇼핑하고 맛있는 음식을 먹을 수 있다. 낮이든 밤이든 많은 사람들을 볼 수 있다. 다음에 친구들과 함께 명동에 갈 거예요 매우 흥미롭고 행복합니다."
263,5.0,best place for shopping. suggested time is afternoon until midnight for you to experience the street foods of korea.
264,3.0,"Easy to Get lost, there are many of the same stores at walking distance so its Easy to get confused or disoriented; prices are really good for all korean beauty products and shoes, but you have to ready for room in your suitcase. Its overwhelming so better if you have a list of brands and products you want to save time ."
265,4.0,"Myeongdong is one the best shopping destination in Seoul. Lot of local and international shops, cafes and restaurants. Love street food, worth to try:-)"
266,4.0,"This is the place to go for street shopping and people watching. It can be quite crowded. There is plenty to eat, including semi-exotic things from a USA perspective. There are also plenty of markets selling everything from clothes to electronics to candy.  Definitely visit this part of town."
267,5.0,"It was the best thing that my hotel was near myeongdong shopping street, where you can experience the city life in Korea. The street is so active and has so many shops, from skin care, clothing, music, gift shops & etc.  Also, street food is available everywhere on this street. international fast food and coffee shops are available as well."
268,4.0,"This area has a lot of skincare and cosmetics products. Price is not really cheap (Ehwa area is cheaper). However you can get everything here. A lot of food vendors too. Halal restaurants also available here. If you want to do a lot of shopping in Seoul, there are a lot of hotels to choose from, walking distance to Myeongdong."
269,5.0,"We always book our stay near the myeongdong shopping street because of the convenience and the endless food and shopping options it offers. You can find all the famous korean cosmetic brands there and the shops and streets are always crowded, especially at night. The street food there is a must try and we highly recommend the spicy fish cake, hotteok( sweet korean pancake), Gimbap for an authentic korean experience."
270,4.0,"Go early evening to enjoy the food stalls, & check out the Chicken & Beer bars (that's exactly what they serve!)."
271,5.0,This was a unique shopping experience for the family. There were so many street vendors with just about anything you can think of and lots of food. There are also shops and restaurants in the buildings along the street with more selections than the street vendors so you really need to make a day of it if you have people with you that have the shopping bug.
272,5.0,"many cosmetic and clothing sold the the stall but most sold at the same price. Some restaurants located need to walk the stair up before you can take the lift to the desired level hence not convenience for people who have problem climbing the stairs. Mobile tourist guide (international language) located at heart of myeongdong street, they are every helpful and get you to where you want including how to book tour trip. It will be a plus if there is more english signage to get around seoul"
273,5.0,"If you're crazy about korean skincare/cosmetics, this is a MUST visit. There are a lot of shops to choose from. Love the street foods available at night. Some food items are pricey but most are affordable especially for budget travellers."
274,4.0,"This area of myeongdung is a shopper's mecca. From all the skincare beauty and latest street fashion wear. Bustling, crowded and lively to spend your time and money right here."
275,5.0,"Great place for choice, yummy street food and ease of getting around. There are few well known brands from the west such as Zara, Levi’s, Tommy Hilfiger, Calvin Klein, Adidas and H&M for what we saw, could be more as it’s a big place, highly recommend a steakhouse in my other reviews."
276,5.0,"Despite there is a lots of shopping to do (mainly cosmetics and snacks), i use to go there for foods mainly. Don't hesitate to go into small alleys and try small restaurants, lots are quite nice and tasty."
277,4.0,"A must visit when coming to Seoul.Pros- Spacious walkways as compared to say Taipei's street/night markets. 2) Comestic, fashion and foodstuff for snacking relatively affordable. 3) Easily reached via Seoul Metro Stn of Eujiro 1 ga n Myeongdong.4) Wide range of hotels to suit one's budget arnd the area. Cons-1) Their street food are quite pricey for a night market.Average arnd 3000 won for just about any finger food and taste just about average. 2- Can get lost easily as most places in there looks very similar. Nonetheless, a must visit when travelling to Seoul."
278,3.0,"the male street vendors make spitting or grunting noises and stare at people with impure, cynical and aggressive eyes. the female street vendors are loud brazen harpies who love to mess with people. depressing.  it used to be a historical place but not much sign of that anymore."
279,4.0,This is the place if you want to enjoy a variety of street food in Seoul. They have some halal food also
280,4.0,"This is the place where you can shop any cosmetics and skincare brand in Seoul. They has plenty of shops that is heaven for ladies. On the other hand, the are a lots of street food vendor that makes the street more vibrant.  During my visit on winter holiday, the street was very crowded, even in the cold winter night, the street was very pack that makes it hard for you to walk.  Be careful with the sales ladies that give you for some free samples in front of cosmetics store, once you grab the free samples, they will not let you go until you buy something haha"
281,5.0,"This is an awesome area to shop and have some delicious street food. At night the whole place comes alive and it's just great walking around exploring all the side streets and deciding which street food to try next. So many shops to choose from and if you need some comfort from the west there is always Zara and H&M as well. There are ALOT of beauty shops, as there is all over Seoul. We can back here many times and found something new each time to explore."
282,4.0,"If you are an avid skincare followers, you must go to Myeongdong street for an haul. But I didn't come to Myeongdong for skincare. The street food was reason I came the first time and turned out pretty goooddd. Next stop was Myeongdong Subway exit 6, where you can find heaven of kpop stuff. I bought some for myself hehe."
283,5.0,If you want to buy souvenirs or the best face products or have a cup of coffee in strange place or just enjoy the vibe of street atmosphere just come here and stay longer the 5 minutes :-) Very good place for shopping lovers or people who wants to feel vibe of the city
284,4.0,"The whole area was pretty cool, as there was something for everyone. In addition to all the restaurants and different types of stores (mostly make-up), at night they had a lot of food street vendors. More choices for women"
285,5.0,A great street to walk around. Make up and face masks are really worthwhile. Food is a bit expensive compared to other markets. Retailers really exploit tourism
