,STAR,CONTENT
104,5.0,Its one of the tourist spots and a combination of a natural and artificial stream which is beautiful to see and cool in summer
105,4.0,A nice walk by the water and weekends hustling with people and activities
106,4.0, Cheonggyecheon stream flows from the miraculous model It is convenient to eat see and transport around Cheonggyecheon stream seems to be more popular because it is not simply flowing without fun I went in the 
107,5.0, It is suitable as a resting place to purify the muddy air in the city by pulling up the Han River 
108,5.0,Very nice to walk along the stream and take pictures
109,5.0,Nice view of interal Seoul
110,4.0, Cheonggyecheon is full of memories Originally in the summer I bought Necan at a convenience store world beer and it was located on the stairs of Cheonggyecheon stream Right now Im confused 
111,5.0, Beautiful and clean timessuitable for hanging out n photos2 
112,5.0,Loveable place romantic tho
113,4.0,Nothing special but is good to walk befor arriving to the palace
114,4.0, Im particularly excited about playing games with water in the summer 
115,4.0, I went to see the light festival in the evening and it was pretty and nice  
116,5.0,A wonderful park ever
117,5.0,So pretty
118,5.0,I wish my city has a stream like this too I really like it
119,5.0,pedestrian city of ramag interesting river front
120,5.0,Great idea to make such project
121,5.0, Its beautiful Its a big night here  There are many couples I envy you  
122,5.0, Its always pretty  The sound of water is good I walked for a long time because of the atmosphere 
123,5.0,I always like the climate of this place
124,5.0, There is such a place in the center of the city It is impressive Walking along the side of the Cheonggyecheon River makes people feel relaxed and quiet Unfortunately there is no time to visit at night and there 
125,5.0,Good
126,3.0, It is a valuable place for citizens in the middle of the city If you visit during the festival you can see a nice night view 
127,3.0,Artificial
128,2.0, There are a lot of demonstrations  There are a lot of stalls next to the tall buildings that remind us of the 70s 
129,3.0,thats ok
130,4.0,a stream beautifully redesigned
131,5.0,Nice river at the mid seoul
132,5.0,Romantic and beautiful place 
133,4.0,Good place
134,5.0,Cherry tree background
135,5.0,Couto
136,5.0, There are many people to see Its good to enjoy the flavor 
137,4.0,very beautiful
138,5.0, Its a great place for lovers and families to walk around There are also fish so you can see them while you walk  But rainy days can 
139,5.0,I can let my people have lunch here talking but not smoking
140,5.0,Wonderful
141,4.0,Its winter these days
142,5.0,Really good for a night walk
143,4.0, It is just a sewer outlet in the city but it is clean and can walk along this river 
144,5.0,Theres a car up there but we just walked underneath
145,5.0, When you go to work when time is left walking from the Euljiro entrance area 
146,4.0, Pizza is good and beer is a bit expensive but it was delicious 
147,4.0,Good to go and sit and get a fresh air on summer
148,5.0, Walking through the inner stream there are a great variety of fish and now it seems that an ecosystem is formed I used to have a very dirty memory 
149,5.0, This is a wonderful place and its a mustvisit destination in Seoul 
150,4.0,Clean and beautiful
151,4.0, Its a famous place in Seoul but there are always people upstream and as you go down you have nothing to see 
152,4.0, Worth to walk there is another style lighting at night
153,1.0,Good
154,4.0, Ive been there for the first time but it was hard to find I asked foreigners I went to Cheonggye Plaza from Jonggak Youth Street 
155,5.0,Not
156,5.0,Clean and beautiful
157,5.0,Very beautiful 
158,4.0, Cheonggyecheon An artificial river with a total length of about 137 kilometers Approximately 58 km in downtown Seoul 
159,5.0, Where can you relax Is this the best city in Korea Thank you for making Cheonggyecheon and Cheonggye Plaza 
160,4.0, Lunch break of office workers  and dating course of lovers  
161,5.0,Beautiful
162,4.0, I walked through the New Year Seoul City Hall as a walking course 
163,5.0,Dream  of a very well planned place
164,5.0,Christmas organized the event very beautifully
165,4.0,Wow
166,5.0,Excelente experiencia
167,3.0, Too many people but pretty A good place to take a night view 
168,3.0,"It's a nice clean stream in the middle of a bustling city. Relaxing place to take a stroll but IMO, not work going out of your way to see it."
169,5.0,"We walked part of the stream on our way from Changdeokgung Palace to City Hall. As a tourist, not something you’d make a special trip to see but worth walking through if you’re in the area."
170,5.0,"Renovated stream through downtown Seoul with walkways, sitting areas, nice lighting. Popular with tourists and locals, couples on dates and office workers wanting a ""nature break."" Easy access from several downtown subway stops and worth and hour stroll."
171,5.0,"This was just stunning.  I went at dusk.  Even though it was slightly chilly with light rain, the atmosphere and setting were just magical.  The lights and skyscrapers, the couples sitting by the stream or families and friends catching up, whatever the occasion it was the atmosphere, vibe and setting that just captured my heart.  Loved it.  I took a slow stroll from one end to the other and back.  There are some information boards which are really interesting to read giving you some facts about the stream and the surrounding area.  This is a must for any trip to Seoul.  I was lucky the evening I was there, the sky turned this stunning colour with the dark grey clouds and purple sunset. Suggest going in the early evening. There are a few places nearby to grab a drink or bite to eat after.  "
172,5.0,Quiet and easy to navigate during our morning run along the stream. It’s a morning stroll location for locals as well. Good route for city runs for first time visitors.
173,5.0,"Cheonggyeacheon is the first of the stream beds to be restored and is a pleasant walk through downtown Seoul. Birds have returned as well as some small fish. it is about five miles long wandering through downtown. It is a prototype of all the other successful stream bed parks across Korea,"
174,5.0,"Clean, calm streams for walk. Love this place again. Evening is better to walk after dinner. Recommend."
175,5.0,Unfortunately this year no Christmas lights which last year were stunning but still a nice walk in the evening along the river.
176,5.0,"This area is picturesque and pretty for a stroll. At night, lights are switched on and very colourful."
177,4.0,"Visiting Cheonggyecheon is a must if you go to Korea. It's an 11 km long modern stream that runs through downtown Seoul. The stream starts from Cheonggye Plaza, a popular cultural arts venue, and passes under more than 20 bridges before flowing into the Hangang (River), with many attractions along its length."
178,5.0,its great a small river in the middle of the city. You can sit and put you food in the water and drink something and relax during your trip.
179,5.0,"From a walking distance of Jonggak station you will found Cheonggycheon stream. It’s a 10 km long modern public space in downtown Seoul. It’s a great place to chill and get away from the city's fast paced life. Depending on the time of the year, there’s different exhibitions. It’s definitely good place for pictures."
180,5.0,"Best time to go there at night. When we went there, it was around the Christmas season and the stream is adorned with colorful lanterns. Very festive!"
181,4.0,"Beautiful little stream with people walking and jogging around. However if you go there during the night, it can be a bit scary as the street light is not much in terms of quantity and brightness. But don't worry as local people here are very nice and friendly. It is also peaceful to walk during the night."
182,5.0,for decades it was a huge hideous overpass but is now a nice modern park thanks to president lee myung bak. i guess that's an improvement
183,5.0,"Peaceful little stream in the middle of the busy city! There's something that happens when you walk down those steps and get next to the stream. All of a sudden, you're not in a busy city. You're strolling along a peaceful stream. Beautiful spot"
184,5.0,"Very fun detour from the middle of a crowed city. We were there on New Years Eve so it was quite crowded, however I have been before and it is a nice place for a break."
185,4.0,"We stumbled onto this stream by chance when we were touring the Myeongdong shopping area. This is a delightful stream that runs about 10 kilometers through pretty much downtown Seoul. I understand that prior to 2005, the stream was polluted. So now this area has been cleaned up and converted into an art and nature walkway. It is a wonderful area to walk along the stream. It is a relaxing stroll, has nice greenery and art work along the way. You can even cross over onto the other side where there are stepping stones. I would say it is a nice area for city workers to have lunch in, great for families and romantic couples alike."
186,5.0,It is quite nice man made attraction at the middle of the city. People just walk along the stream enjoying scenery.
187,5.0,This stream is beautiful and offers a nice reprieve from the hustle of the city. Go at night to see it lit up.
188,5.0,"You won’t miss this if you’re walking from kwangjang market. Pop by for a quick photo, beautiful reflection of the sky in the stream."
189,5.0,"in the midst of tall buildings, and city noise, this is a true peaceful oasis, with ti s cute colorful umbrellas and art display installations,and peaceful water sounds. very sweet and beautiful spot."
190,3.0,"We stayed in the Myeongdong shopping area, and walking to the stream was only 5-mins away... north of the Line 2 (green) subway station. We went there at night after dinner, and it was very tranquil. There were sections along the stream where you can cross over to the other side via big stones/boulders. If you come in November, there will be the lantern festival going with nice lanterns to see. We didn't get to see this, but it was still a nice walk along this stream, with some artwork along the walls (when you walk under bridges)."
191,5.0,"Felt very safe here walking at night. It's a nice date activity. The lights are pretty, and it's a comfortable walk."
192,4.0,"During Christmas time (and New Year time), this area was changed as a new city/world within the city. It's was like enjoying a special moment/time within the real time. Time stopped for a while, the time for appreciating all surrounding and glancing things. Really nice and still sounds like a small dream in my mind."
193,5.0,Went at evening to see the lanterns on the stream. It was breath taking.We took many photos and marvelled at the beauty of the lanterns. It is a lovely walk also in the day time. Great to stop along the walk and find a place for food.
194,4.0,"We took a quick stroll with the kids before sunset, when it gets cold.  The lanterns were not lit up but it was a refreshing quick stroll. I bet it's even lovelier during summer.  One of the more relaxing area in this busy city."
195,5.0,Clean and well main-maintained stream in the bustling city. A lovely and beautiful place to relax and unwind.
196,4.0,We visited in the evening of Christmas Day. There is a lot of people as expected. The stream is being decorated with beautiful lights. People are taking photos along the way and above at street level. Unfortunately some rude Korean speaking ladies ruined the evening as they kept pushing and squeezing towards the railings for their photos while our girls were taking theirs. Could have been a five-star experience.
197,3.0,"Second time visiting, but first time with my teen so wanted to show her, it was interesting to walk in this stream but we went there at about 6pm and it was pret dark and there was no activity nor christmas nor year end lighting so we didnt stay long and left."
198,5.0,"Really great place, superbly lit for Xmas. Very popular and thus quite busy. You can walk a good 5km or so and there are a numbee of displays along the way."
199,4.0,"I like to come here at night as it is always lit up with pretty lanterns and with the water gently flowing it provides a nice distraction and break from the hustle and bustle of the city.  On the roads either side there are a number of coffee shops, restaurants and other points of interest."
200,3.0,"I walked almost the complete length and back of the stream. It was winter and during the morning hours so there were few people, no night lighting or street food stalls and alas the plants were not looking their best in the cold. It’s a nice walk, but nothing exceptional. Maybe during spring/summer and at night the place would be more spectacular."
201,5.0,"It was a nice stroll after food at Kwangjang market, walk all the way to dongdaemun. The kids enjoyed the stroll."
202,5.0,"It was having christmas theme, so the stream is decorated accordingly. A good stroll to take after having lunch."
203,5.0,A very beautiful place to visit for mind refreshments. Nice place to hang out at the evening. Superb place for photo shoot.
204,3.0,Just another stream to me. Maybe i did not spend enough time there. Ok to have a look but nothing to wow about in my opinion.
205,5.0,"I was lucky enough to walk half length of the stream walk of about 16 points/6km. The waterfall at the start of the adventure led to multiple stepping stone crossings from side to side, abundant fish and bird life as well as beautiful trees. Bridge architecture varies at each station, some of which provide cultural stops to admire under-bridge art galleries, ceramic tile displays of historical events and unobscured views of modern buildings reaching the skies all around. The 13th station led to Gwangjang market, the biggest and oldest example still operating. The night excursion following the stream changes aspect with the addition of myriad illuminations and light displays. Locals and tourists alike enjoy this experience on a daily basis."
206,4.0,"It's a cute and artistic way of making an inevitable water course into a nice attraction. Maybe not so much in winter when I was there but probably a nice cooling respite from the high-rise buildings all over Myeongdong especially in summer. I used it as a marker to guide me through that part of the city, it is prominent on any map and helped me find my way."
207,4.0,"I understand this stream is a recent transformation and what a great idea it was. As it is below street level, the noise and din of the great city is greatly diminished and while walking a portion we saw a heron fishing, catching, and eating a meal of fish. Way cool. Very few major world cities have this feature as part of the downtown core. Seoul stands out and gets major points with the addition of this small but natural respite from the craziness all around. 4 stars."
208,3.0,pretty average attraction with a proper sidewalk at both banks of the stream for visitors to stroll along
209,5.0,Do find some time to stroll the length of this cool stream that cuts the city. You will feel as though you have detached from the hustle and bustle of the city. Several subway stops will lead you here. Check it out if feel that the city is getting to be too much!
210,4.0,"Very often, after long air-travel, one needs an outdoors option for a fast walk, and this nice stream, well hidden from noise of traffic, is an ideal place."
211,5.0,It was a great/beautiful walk down the stream i usually dont walk around but i appreciated this beautiful scene i embraced it and will do it again.
212,4.0,"Magificant light festival along the river, whenever you go to Seoul it’s akways worth checking what’s happening on the river. Lots of bars and restraints nearby"
213,4.0,Great river walk. Went after dinner and everything was lit up. Every block had different art pieces. My favorite was the lantern section. Got a bit overcrowded in some areas and not as many stairs back up as I would of thought
214,4.0,"I went to this place a few times in the past. At night the waterfall was lit up beautifully. On the weekends there were many hawker stalls selling food, etc. This year there was a lantern show and the place was unusually crowded."
215,5.0,This was a very great use of space to add something natural but man made. It gives back to nature in a concrete world.
216,5.0,"Was brought by relatives to visit this beautiful place. Caught by great surprise with the amazing landscape along the stream. We happened to chance upon 2019 Seoul Lantern Festival in Nov. There were so many featured lanterns, each lantern has a story behind it which are very interesting for visitors to enjoy reading them while walking along the river. Took us about 20 to 30 mins as we were enjoying & strolling slowly with a toddler.  And there’s also water laser show around 9pm which drawn a lot of tourists and local visitors too. During one part of the stream, you can opt to place a floating lantern with light costing krw 5000, saw many young couples and families doing this for fun as well as for goodwill blessings.  I think this place is very romantic too as we can take many lovely pics in the evening with all lighted lanterns as backdrop. What’s more fun is you can step on the rocks in the river to cross over the other side. This is something really quite interesting. We walked from Jongno-5-ga all the way Euljiro-1-ga station back to our hotel. Definitely recommended for those first timers and returned visitors. Will be back again next time I visit Seoul again. Thumbs up!!"
217,3.0,I thought we would use the stream a lot to get from A to B and avoid the busy streets and traffic but turned out it is just that bot too far south of the main areas to be that useful. Looks pretty though.
218,4.0,"We enjoyed walking along the paths by the stream, both in the day and at night. There are lots of interesting features (stepping stones, fountains, artworks, benches with sunshades, etc) that make it a lovely way to get between places or just stroll. It felt very safe at night, and at the western end especially there were lit up fountains & waterfalls, etc. The musical fountain light show was a surprise at 7.30pm & very good."
219,3.0,"The stream is a good way to travel across the city, away from the heavy traffic and need to wait at pedestrian crossings. At places it is quite colourful and pretty at others it's a bit more neglected. It is a safe way to get around and features labels and access steps to the various roads it passes beneath."
220,5.0,"Located in the Centre of the metropolis, the walkway gives a sense of calmness from the fast paced city. No festivities while I was here but I’m sure events would be well decorated."
221,4.0,Such an interesting stream and atmosphere running through the city. Although the stream is in the heart of the city it is such a pleasant place to rest. You will see business people and tourist alike relaxing and enjoying the sounds and sights of nature...taking a break from their day. Love the green umbrella installation and also the spot where you throw the coins in. my kids loves running up and down and crossing over the water on the large rocks.
222,5.0,"Nice, cool, clear, and clean stream. Families would come with their children or dates. The place is very clean, well-maintained, a lot of small fish, to be enjoyed by all ages.  There was a safety traffic event at the end by the waterfall / filter that we were able to join and enjoy. They say sunsets are nice here; I think so too.  Tents were set-up by the time we left; around 3PM but given a choice, I would have stayed much longer."
223,5.0,We walked here early evening and it was great. A few people but quiet. Art displays in some sections and a laser show as well. Up top were stalls selling street food. Walked about 3km.
224,3.0,"Was totally blown away with this ""new"" attraction when i chanced upon it 5 years ago. Its still nice, but i suspect the landscaping & other exhibits seems to have suffered from maintenance budget constraints.  I did manage to visit the Cheongyecheon museum. Great place to spend an hour or two. A bit difficult to get to since there's no metro station nearby, but easy enough by taxi or bus. (Get your ""free"" costume picture taken at the photo machine near the entrance door on ground floor. They can even email the picture to you, though for some reason, it does not work for gmail. My friend got his photo on yahoo mail.)"
225,5.0,I walked a number of miles by the side of the stream and it really is a delight. As one is sunk below the road it's very quiet and allows one to take a breath and relax in a city that is constantly loud and moving. Even after dark I wandered here as there are groups sitting and chatting or couples wandering hand-in-hand. Worth a trot along even if briefly just to restore equilibrium
226,4.0,"Nice place for an early evening walk. Set beneath street level, so on hot days it remains cool. Well laid out walking paths make it easy to navigate. If you staying in central Seoul worth taking a walk in the evening before or after diner."
227,5.0,"Great view for refreshing , weather is good, water is cold, there is a fish .Some street singer is playing some korean songs."
228,5.0,Lightings and umbrella decorations are very unique about this place. You can scroll along the stream while enjoying the night view and try some street food stalls. Must visit place in Seoul.
229,5.0,"My recommendation is to devote a good few hours to walk through it from the starting point (The big blue & red shell statue. IDK the name, it was all in Korean 😅)"
230,5.0,It is a canal walkway below road level with running water in the middle. Pedestrians are evacuated when the water level upstream is too high and needs to be released into the canal thus flooding the canal and the pedestrian path on both sides of the canal. There are plenty of greenery as well as benches and nice theme sections at different sections of the canal. A good relaxation and exercise stretch when in the dongdaemun shopping area. Worth a visit.
231,4.0,"Took a walking tour along the Chonggyecheon Stream. A nice peaceful walk starting from Gwanghwamun and ended at Dondaemun. Near Dondaemun you can have some lunch at the traditional Gwangjang market. If you want to have some peace from the busy CBD, you can find it walking along the Chonggyecheon stream."
232,5.0,"This stream is a nice place to relax and take a walk in Seoul. Can sometimes get crowded on the weekends, but it's a nice natural space in the middle of the city."
233,3.0,Nice way to get from point A to B without the noise or stress of street traffic. I applaud the city for the effort undertaken to make this a nice place to walk but the landscaping/brush is now getting out of control. The out-of-control plants are distracting.
234,3.0,"The stream is nice but may not worth the effort to go to visit it. If you happen to be near it, go there and you will find you can take some nice photo there. We went to the part of it which is near the Dongdaemen Design Plaza. Not a bad idea to go if you have the time."
235,5.0,Must see! In middle of crazy shopping there is a great restored stream. Beautiful access and tranquil area. Worth stopping and seeing fish with a coffee!
236,5.0,"This stream in the middle of the city is just wonderful. With walking paths on both sides, and stepping stones to cross the water, it is perfect for a walk or run. We are staying at a hotel nearby, so we have taken several walks here, both during the day and in the evening. Highly recommended!"
237,5.0,"A stream right in the middle of the city , make the city so relaxing and beautiful, we spend about an hour just sitting by the river stream listening to the flow of water and taking photo"
238,4.0,This is a lovely part of town to get some atmosphere and have a short walk. Nice fountains and stepping stones along the way.
239,5.0,"A 10 km stream in the city of Soul offers relax for everybody - healing stress, cooling area, reading, nature lovers - simply enjoy it."
240,5.0,"In the middle of the city is the Chenggyecheon stream which is a river pathway that starts from the centre of Seoul and can take you beyond Dongdaemun Market and further east of the city. It is a pathway full of interesting natural and man-made features including many bridges, trees, hedgerows and more. The stream is also full of Art installations which catch the eye and at night time parts of the stream contain light shows that help keep the river area active during the night with revellers, tourists and even locals just looking for an area to relax or exercise. If you have a few hours to spare on your journey I recommend walking this riverpath to a location in the city like Dongdaemun Market or Insadong Shopping area."
241,5.0,Great to final see this restoration in person. Great rewinding. Herons in the middle of a mega city!
242,5.0,"A fascinating place. I'm impressed by the effort and resources Seoul invests on city beautification, cultural and historic preservation projects. Who would have thought that this stream was once paved over and was a major road. Its actually really nice and I know it reaches all the way to Dongdaemun. If I had time, I'd walk further and enjoy the diversity and culture. Its a great place yo go at night. Great for social gatherings, dates and running."
243,5.0,"The stream walk was conveniently located near our hotel. We loved walking it, it truly helped with our jet-lag.  The walk way is peaceful, there were people of all ages. Couples, lingering off to the side spending quality time together, walkers of all different levels.  Cool and crisp in the evening (end of September)...just below the streets, you are not interrupted by cars/street lights."
244,5.0,Seoul created an oasis with their construction of this river walk.The section we visited was lovely and being enjoyed by many on a very warm day.
245,3.0,"We walked past Cheonggyecheon stream to get to Gwangjang market and it seemed to be quite unkempt. Heard from my Korean friends that during winter there are lighting decorations, guess it’s the wrong season to visit."
246,5.0,"Great idea in the middle of a big city. A shallow stream where you can sit, soak your feet and socialize with friends and family."
247,5.0,"A must see place in Korea, it is located in the middle of tall buildings but it’s amazing how they preserve the place. It is indeed so rich in culture. A huge place to visit. You need at least half a day to visit all the sites in the palace. When you wear the hanbok costume, the entrance is free."
248,4.0,"If you are searching for a place to chill in Seoul. this is the right place. Here you can relax, get your feet wet and enjoy the calm of this area. Have a walk through Seoul along the banks of this stream is a must-do activity. The stream is pretty long (about 11 km): we walk until the Dongdaemun Design Plaza. Perfect time, in my opinion, is late afternoon, before the sunset!"
249,5.0,"A narrow water stream, nice to walk next to it or chill for a bit. Its nice in the morning and night too."
250,5.0,"In the high rising buildings , you can find these kind of natures. Good to go and stay in downtown and walk by the river."
251,5.0,"Cheonggyecheon Stream runs through the heart of the old city of Seoul, running almost East-West between a bit past the East Gate (Dongdaemun) to the West Gate (Soedaemun)...Its western end starts just a short way from the Gyeongbok Palace, while it's eastern end is very near and accessible to the Dongdaemun fashion district with its newest attraction, the Dongdaemun Design Plaza, by the late Architect, Zaha Hadid.  The stream itself runs below the level of adjacent streets, so the experience focuses more on the nice landscape and waterscape treatment of the stream itself, which has evolved from being an underground sewer/canal roofed by a highway in the 1960s, until its current reincarnation as an interesting urban design element to modern day Seoul circa 2005...or sometime around then.  A series of pedestrian and vehicular bridges cross over the stream. It's nicely lit at night so even an evening stroll is pleasant. However, during storms or periods of monsoon rains, the stream also functions as flood control infrastructure, so best to check first for warnings or alarms before descending.  The stream is bounded by a variety of facilities, including hotels, restos and bars, as it traverses the Myeongdong, Jongno and Dongdaemun districts, so if your walk makes you hungry or thirsty, just get back up to street level for that snack, meal or drink."
252,5.0,"This river is beautiful, at night and daytime. There are a lot of diffrent events around here which makes a visit more fun."
253,4.0,Seoul does not have many green spaces in its center - so it is pleasant to descend from busy streets to the river promendade.
254,5.0,It's a beautiful stream right in the middle of downtown Seoul. I've been there several times. Both day and night. During the day it's a great place to take a relaxing break while sightseeing in the downtown area. It's below street level which keeps down the street noise. You almost forget you're in the city. I especially like it after dark. It's a great place to sit and enjoy the peaceful atmosphere. It's lit with colored lights and images projected on the walls. There are many bars and restaurants in the nearby neighborhood so you can eat then take a relaxing walk along the stream or just sit and listen to the burbling water.
255,4.0,This stream was once clean or concrete however trees and shrubs have been allowed to grow with a noticeable change since I first came to Seoul in 2009.  The stream has a walking path close to the stream with stairs coming down to stream level.  I’ve been here before during the evening and it does attract a lot of locals walking along its course.  Nice to see.
256,4.0,"The stream is a place where you can relax, especially on a warm day.  Grab some drinks and food and then just chill. We were there on a Sunday when there were musicians and market stalls close by. The stream starts next to a very cool sculpture and rainbow coloured building - a good landmark to look for."
