,STAR,CONTENT
95,5.0, It is clean and there are various kinds of cultural contents 
96,4.0, The first place that comes to mind when you think of buying a book in Seoul 
97,5.0, Burger King is so delicious these days Its great that the number of stores has increased compared to before Especially the french fries  
98,5.0,One of the best kyobo locations in Seoul
99,5.0,Nice place but the air refresher is too much to handle
100,5.0, It is also the original Kyobo library so it is good because there are many kinds and stationery 
101,4.0, Its a better Kyobo because it has memories but its a bit sad that the food and beverage stores are gone because theyre being renewed these days 
102,5.0, It seems like everything I go to Kyobo Bookstore is all right 
103,5.0, The bookstore is large and has many books There are many things such as stationery keyboards etc good 
104,4.0, Far from being unkind it was a nice day 
105,5.0,Love this place Always stopby when im around Very big bookstore
106,5.0,Very big and impressive bookstore Always send a lot of time there when im near
107,4.0, There were many people because it was a holiday Still it showed bubble magic and it was a good memory for Childrens Day 
108,5.0, Its been a while since Ive stopped by a large bookstore and Ive been looking around What I regret is that there were a lot of books wrapped in plastic Offline bookstores buy books by looking at the composition of 
109,4.0, There are a lot of books and I think its better to see and buy it than to buy it offline 
110,5.0,Bought your favorite magazine
111,5.0, After all the book is Kyobo especially the main branch 
112,5.0, There are a lot of books However it takes time to find a book if it is Japanese Its wide 
113,4.0, There is a childrens corner right in front of the elevator from the parking lot which is convenient for families 
114,5.0, Kyobo Bookstore said to be the largest in Korea has a wide variety of books and is a good place to visit However it is a pity to go to read a book because there are many people and it is noisy 
115,5.0, Where you can pursue intellectual desire at the center of Gwanghwamun 
116,4.0, It is undoubtedly the best offline bookstore in Korea Various books are prepared and it is convenient to use because it is easily accessible by subway 
117,5.0, First of all its near Jonggak Station so its easy to get to Its very big there are a lot of books and the art fancy point is big 
118,5.0, It is connected from Gwanghwamun Station and it is also close to City Hall Station and Jonggak Station It is also close to Gyeongbokgung Palace 
119,5.0,Very nice atmosphere and clean facility
120,1.0, Staff aggressive and unfriendly I said yes because I asked if I needed a receipt I want to enter a number So what number is it Hani Need a cash receipt I asked again I said yes so I had to enter the number 
121,5.0, wide There are many different kinds of books stationery etc 
122,5.0,Lovely staff Make sure you give plenty of time to visit this wonderful book shop
123,4.0, Now the biggest hegemon of the one and only Gangbuk bookstore But on the other hand Im worried that the lack of other competitive bookstores like this shows that the offline industry has no answer I feel like Im 
124,5.0, The strongest offline bookstore in Korea needless to say Even though the offline store is in the red I understand that it has continued 
125,4.0, Some books are not well displayed than the Kyobo Bookstore Gangnam branch 
126,5.0, It is convenient because there are many books and school supplies 
127,5.0, As soon as it opens in the morning there are few people and it is good 
128,5.0, There are all kinds of books it was a new world I want to buy them all haha 
129,5.0, We have books in each field and are working hard to spread culture through events 
130,5.0,absolute must see for book lovers and shoppers in general check out the kyobo gamily history as well
131,5.0, MustSee Bookstores If You Love Books The atmosphere around late autumn is awesome 
132,5.0,Good
133,5.0, It is the largest offbookstore in Korea Its always my favorite place 
134,5.0, Gwanghwamun Kyobo Bookstore has nothing to say Its the best The first time I went I was lost because I didnt know where to go but after going to buy a major book a few times I quickly got used to it hehe Its 
135,5.0, The cherry blossom tree in the front yard of Kyobo Bookstore was blooming so beautifully 
136,5.0, This is one of my favorite bookstores There are a lot of people but its good because there are many kinds of books 
137,4.0,wonderful place to read
138,5.0, A place where reading a book reminds me that Im going a little further 
139,5.0, When I signed up as a member I got a 10 discount coupon so I bought the book 
140,3.0, There is no place for readers to sit and look at the book 
141,5.0, Its spacious there are lots of books and the staff are friendly A place where you will never know where time goes 
142,5.0, A great place to kill time with the largest area of Kyobo library nationwide 
143,5.0, A place that makes you feel that there are many bookstore readers after a long time 
144,5.0, Its good because its full of things to see There are so many pretty phrases too time goes by quickly when you pick one and there are many places to go around so I use it often 
145,1.0, I asked the staff to find the book but it was very unfriendly Im here and Im responding like I cant find it Also the books Im looking for are all sold out so even online bookstores are not enough 
146,5.0, Its spacious big and the staff are friendly and nice The book is a bit expensive Good though 
147,5.0, Parking is convenient and you can shop for a variety of books and albums and fancy products 
148,5.0, There are a lot of books the digital corner is well organized and there are a lot of stationery If you go to Seoul you must visit once 
149,3.0, too many people Parking is expensive too 
150,5.0, there is nothing The price is a bit high but the quality seems to be selling good products  
151,5.0,You can buy Japanese books
152,4.0, Its good because its large so you can buy books stationery flower room supplies etc 
153,5.0,Good place for book
154,4.0, Its been a while since Ive visited with my kids Unlike in the past when the mirror ceiling gave a spacious feeling now it feels like it is filled with clumps 
155,5.0, I was impressed with the kind help Dont hesitate to ask for help 
156,5.0, If a bookstore makes you want to read a book thats a good place However there seems to be a coffee shop where you can read a book you bought 
157,5.0,Right next to the subway station This bookstore probably has one of the biggest selection of English books in Korea
158,5.0, Good accessibility as it is connected to Gwanghwamun Station 
159,5.0,GOOD
160,3.0, Childrens Corner It would be nice if an older man could speak a little more kindly 
161,4.0, nice to watch It is also okay to use Baro Dream in an online app 
162,3.0, After all there are many places to see books home appliances and stationery 
163,5.0, There are many types of books and they are well categorized 
164,4.0,Amazing tons of deversified book ever i have seen
165,5.0,Excellent
166,5.0, I think its a good place to spend time with children as there are various kinds of books stationery painting tools etc in one place like 
167,5.0,Book lovers Home 
168,5.0, A place where I still vividly remember when I first went to hold my mothers hand when I was in elementary school A place with memories of the first hamburg steak I ate in my life A place I used to go every year to 
169,5.0,Great store to get all kinds of books Big selection of foreign language novels
170,4.0, There are many books but I dont have enough time to read them all Lets buy it if possible 
171,5.0, As expected the large bookstore is Kyobo Bookstore There is no place in Korea to follow Kyobo Bookstore for largescale library 
172,5.0, If I want to buy a book or problem book I go  Today with the problem book and the problem book and the problem book 
173,5.0, It is a space where the love of books can be felt by both customers and the company It is hoped that it will continue to be preserved and maintained 
174,4.0, I can buy books There are school supplies and the books were fun There are no places to sit so I have to stand up and read Please make a sitting mat 
175,5.0, It is one of the few places that makes a city that smells of people 
176,4.0, I have been visiting for a long time A variety of books and merchandise 
177,5.0, A place to reflect on how many people are looking for books 
178,2.0, The books are piled up in plastic so I cant see them Its better to buy online now 
179,5.0, The signature scent is good the parking lot is good I go to Gwanghwamun even though it is close to Jamsil Kyobo 
180,4.0, Still a lot of books There is a reason why there are so many visitors 
181,3.0, A really long visit I wanted to preorder the book but the staff made me jump 3 times It was not a long visit 
182,5.0, I saw the books I wanted to read and the music for the phrase cafe changed I often come with my child 
183,5.0, I go to Kyobo in the neighborhood every day but there are so few types and there are very few sample books so I came to Gwanghwamun 
184,4.0, There is nothing as wide as it is wide and there are many books and stationery Good to listen to if you need something to buy 
185,4.0,Guide
186,5.0, As well as a large bookstore there are stationery toys and display figures so it is good to go with children 
187,5.0, There are many kinds of books and the staff are very friendly 
188,4.0, Although there were not many people due to Corona it is still a good place to put down operating profit for books 
189,4.0, There were a lot of different kinds of books and the staff was mostly friendly but there were some bad staff who were not the search bar was not enough it was good to have a parking lot and it was good that it 
190,5.0, Its my favorite space It would be nice if the types of books were a little more diverse but there must be physical limitations 
191,5.0, I like that you can purchase stationery for childrens toys as well as many books The location is good and you can see the big Iron Man 
192,5.0, It is a Kyobo station that is easy to walk right off Gwanghamun It sells various things books and drinks The convenience facilities are good Please make sure to visit later 
193,5.0, Not only books but also miscellaneous items so delicious to look at 
194,5.0, There are a lot of phrases and there are a lot of guests 
195,5.0, I really like it because there are a lot of cute props so this is my favorite style  
196,4.0, Theres no better place to read a book than here  Lately its more like a shopping mall with lots of books than a bookstore 
197,5.0, As Koreas representative bookstore transportation is good There are many places where you can read books The food in the restaurant tastes good too so I often fix my meals 
198,5.0, I love Kyobo Bookstore I dont know where the time goes 
199,5.0, There are many types of books but old books feel a lot of touch so I am a little reluctant to buy them 
200,5.0, I also have to go to the bookstore sometimes Despite the Corona situation quite a lot of people visit the bookstore Reading Poet Na Taejoos Attempts 
201,5.0, book viewing people watching changed my mind 
202,4.0, The place where the elderly fatherinlaw who passed away 8 years ago regularly went to work and 20 years ago In the construction of Incheon International Airport 
203,5.0, There are things to eat things to see and miscellaneous goods 
204,5.0, We can see all the books we want and if you have any questions ask the bookstore staff and they will kindly tell you where they are There are a lot of texts so I cant bring my kids 
205,4.0, It is one of the best bookstores spacious and comfortable 
206,5.0, Its a good place to listen to whenever youre comfortable 
207,5.0, It is a treasure trove of bookstores where you can expand your indirect knowledge 
208,4.0, It is also Kyobo Bookstore but the male staff who guides the QR code at the entrance was so unfriendly and scary 
209,5.0, Its close to my house so its my goto place to read a book It is a place I love 
210,5.0, There are a lot of various books so its nice to be able to check the stock 
211,5.0,good vibes and easy to access. centrally located and plenty of things to do around the area. Myongdeong is just minutes away and Insadong another few minutes walking distance away. Lots of food. bookshop is a great place for soaking in the literary scene in seoul and to sit and rest and read. Joining the locals doing that makes it fun
212,5.0,"Just a spectacle! Giant book store inside the mall; a fun stop while in Seoul! Plenty of options for those who wish to purchase, or just relax and enjoy the atmosphere."
213,5.0,"The giant Kyobo Book Store in Gwanghwamun stocks great books, music and stationery. For those of you who still music in palpable form, the Hottracks concessionaire has an amazing collection of CDs, DVDs and LPs. Its classical collection is particularly impressive and it stocks many hard-to-find CDs and LPs of Korean classical artistes like Kun Woo Paik and Yeol Eun Son. Its English books selection is small but well stocked. It also has an incredible array of stationery concessionaires who stock a great collection of fountain pens, inks, papers, notebooks and stationery you never thought you needed. For those who are into personalised music, there is an extensive selection of headphones and bluetooth streaming devices. You could spend a whole day there since there is also a restaurant and cafe within the bookstore itself."
214,5.0,"Kyobo is a chain, so there are stores all over Seoul, but the Gwanghwamun location is my favorite. They sell books and CDs, which reminds me of what the States used to have in the Borders chains, along with even more stuff. There are cafes and restaurants inside, too. There are sections for foreign languages and, depending on your language, there are likely specialty shops elsewhere that will better serve you. The English section is small, but has great editions, like Oxfords World’s Classics, at cheap prices. The literary selection tends to be canonical, but the staff also has a large section devoted to best-sellers and newly published material, most of which is non-fiction, that is a sort of Korean-American cultural filter. There are always lots of families here and people milling about, reading, gathering books, enmeshed in the written word and the real world. Take some time here, slow down, observe, read something, think a few connected thoughts, have something to eat or drink...and enjoy.  Over the past five or six years, there has been lots of renovation in the areas adjacent, particularly with high end restaurants and shops behind Kyobo and to the left. Jongno has remained the same and the Gwanghwamun Gwangjang is historical. Several years ago the Korean people protested then President Park Geun-Hye with candlelight vigils and songs on the square, every Saturday, for months. These protests began with small numbers that grew into the thousands, and arguably millions. These protests were part of the success in the removal of Park (December, 2016) and were amazing representations of the civil, non-violent assemblage of people for a cause. Democracies around the world would do well to follow in these Korean footsteps."
215,4.0,"This is a huge bookstore, connected to the Gwanghwamun metro station. A must visit for those who likes books, although mostly Korean books. There is also an English section. Do check out their interesting stationery items as well."
216,5.0,"Kyobo bookstore in Jongno-gu (near Gwanghwamun station) is a must-visit for anyone with a passion for books and simply spending time in bookstores. This particular branch (there are others dotted around the city) is, I believe, the largest. It has a vast collection of books in Korean, and sections for a number of other languages, with quite a good selection of books in English. The store also has a stationery section, puzzles and a cafe, and is surrounded by a number of other shops. Unlike so many bookstores these days, Kyobo allows you to spend time simply sitting on the provided comfortable benches, and reading. You'll find the store in the basement, accessible from the station."
217,5.0,"Without doubt the biggest book store I’ve ever seen, including Barnes & Nobel in the USA. Small English section, but were in Korea. Truly amazing to see how the experience is developed, the cafes, the associated offerings, eg Mont Blanc store. Retail at its best"
218,5.0,"This is a big bookstore with many sections. We spent well over an hour in the stationery section alone. Super cute gift items. It's great to see so many people sitting in chairs or standing reading books. This place is a must visit for book lovers, even if you can't read Korean."
219,4.0,"Probably biggest book store what I've seen. Not only books but parfumes, DVD and CD, electronics, coffee shop etc. Basically you can spent whole day in this book store without get bored. Also goid selection of English language books available."
220,3.0,"There is a huge variety of books here, in fact same as similar shops everywhere in the world. Possible to find books in English, one good plus. For stationary materials, it is better and cheaper to enter smaller shops specific for stationary. You will lose much less time. Same is valid for other goods such as souvenirs, wallets, bags, toys, etc. If you want to buy only book and have specific list, enter and buy. Otherwise you can become crazy in crowd. As a summary, other than huge variety of books, nothing special."
221,5.0,"This Book Store is amazing! It's located at the Basement of the Kyobo Building. The person at the Information Counter was so helpful and efficient. She gave me a print out based on the info which I gave her (Book Titles & ISBN Numbers) in order for me to locate the books that I was looking for. As I was pressed for time, I went to the designated location but was too overwhelmed andI decided to ask their Book Concierge Counter for assistance. The lady was so helpful and found the books which I was looking for very quickly. If you love books, this is a must place to visit! I will definitely go again and spend at least a day in this Book Store!"
222,5.0,I stumbled on this while walking out of the Gwanghwamun subway station and was amazed at the range of books and local crowd on a Sunday morning. The English section is located on a corner closer to the cafe. It is one of the largest I have seen in Seoul as English books are not common. Especially for literature on Korean art and culture published by the national cultural institute. There is also a comprehensive list of titles published by Tuttle books on Korean national identity and history. There are also titles on the Korean War as well as current works on North Korea. The store also has a nice cafe and sections devoted to stationery and fine writing instruments. I wish there would be more such stores in Singapore as this reflects the knowledge seeking identity of a nation and I am happy that print is still king in some places.
223,5.0,"We were recommended to visit the bookstore and music store by the Tourist Information Center (I would recommend you to ask them for advice - superb service). We were looking for some KPop albums as well as some specific stationery. Kyoto bookstore (with HotTracks music store inside) are located at the basement and once you get there, you will be amazed. Through costs is relatively more expensive than Malaysia for the same items, there are just a wide variety of things not seen else where - books, Stationeries, music albums."
224,5.0,"This bookstore could give Taipei’s Eslite a run for its money. It’s really big with everything from books and stationery to music and lifestyle items and gadgets. Quite a wide selection of English books too. But it was really really crowded on a Sunday afternoon. Great place for browsing and buying, but not so much for hanging out and reading."
225,5.0,"Lovely bookstore - you can just find almost anything you need. I went there for a TOPIK book. But also there is an unspeakable number and shape of post it and other sorts of stickers which I also find amazing along with the kids. Staff is friendly and helpful. There is a restaurant there, if you get hungry after having browsed all the stuff. Every time I come to Korea I visit the bookstore, I like it this much."
226,5.0,"I made it a point to go there each time I visit Seoul. One of the main reasons was to buy the same book in Singapore, it cost almost three times as much as the amount I paid in Korea. I usually get the Korean language books such as the ones published by TTLK books as they sell it online in USD excluding shipping cost. I also like to look at the various merchandise ranging from stationery to audio accessories and sometimes, you may get good buys."
227,5.0,I always make it a point to stop by and inhale the scent of new books. It's a bit short on space to sit and read but the atmosphere is cozy and the staff very helpful. Plus it's right of the square. Great location
228,5.0,"For me as a book lover, this place is a must visit regardless if they mostly have Korean books, it;s just a MUST VISIT. They even have Japanese selection of books! Though the English section was I guess not that big but there is! You can see almost everything in this huge bookstore, they got the record bar and gadget section and so on, the place is not much of an English friendly place though, but we managed by talking to some customers they are very helpful when it comes to speaking English."
229,5.0,"it's huge! they have also a nice selection in English, I really liked the atmosphere. if your looking for something to read - that is definitely the place!"
230,5.0,"Most of the selection caters to Korean Readers. That being said the vibe and atmosphere of the place is great. there are several coffee shops and reading tables that make it worthwhile to hang out here. the crowd is a pleasant mix between young professionals and calmer older clientele who is there to relax/read.  Children's english section is small - as is grown up english section - but there seems to be a good selection. Well curated and nice. There are also 'Artbox' stationery, office supplies and art supplies areas. that are interesting to explore."
231,5.0,"The selection of English fiction has greatly improved but still has a long way to go before it will compare with an English speaking country. It does however have a really wide selection of Teaching materials for various languages. The stationery variety available is unbelievable. Whatever your heart desires you will find here. There are also many other things available from jewellery to dolls to music/cds and lots more, too many things to even remember. There is also a wonderfully clean toilet available plus a mothers room. A restaurant and a coffee/juice shop is also there with a fairly large amount of seating. All in all, it is somewhere you can happily spend an afternoon. You will also find many students sitting there reading books they can't afford to buy."
232,4.0,So much to choose from Great feel Huge wooden table to read at Lots of variety and English books available too
233,5.0,"I'm a one week trip in Seoul and was looking for English books for my baby. I found this place on nearby attractions on TA's app. It's literally a hidden treasure, as it's located in the basement of a huge skyscraper. They have a huge collection of books and a section for children in English. I bought six beautiful books for my child. I recommend a visit, as the surrounding is also nice with different eateries and cafes."
234,5.0,"I spent my best time in Kyobo when I was student in Korea in 2013-2014 one of best places you should visit if you love books belive me or not, for me the first place I should find in each city is its first and best books store, so for Seoul this is the best one."
235,4.0,"This place is more than a book store. It is more like a mini-shopping center where you can find not only stationery, books, electrical appliances, gadgets but also toys and bags (Hottracks is inside too). They provide small benches here and there for customers who like to linger around for a little bit. If you are hungry, there is a food court.  The store is definitely an excellent place to fend off the afternoon heat and torrential rains. It could get really crowded because of that and also the fact that it is connected to the subway. I have also been to the one in Daegu, too. The Daegu store is smaller and not as crowded.  If you decide to do some serious shopping there, make sure that you bring your passport with you for the instant tax returns / credits (spending 30000 won at one time). It would be nice if they have a coffee shop there, just like the one in Barnes and Noble."
236,5.0,"The branch in Gwanghwamun is the biggest in the country. From Gwanghwamun metro station you just need to follow the directions because the bookstore also located underground near the station. They have wide range collections of book. Mainly, of course in Korean but their imported or foreign language book sections are okay and quite satisfying. For K-Pop lovers, you can explore the CD and music sections to get the latest K-Pop albums. Korean art-supply store, ARTBOX also available inside the Kyobo. ARTBOX and Kyobo have great collections of office supplies, stationery, and cute stuffs so don't forget to check them out. You can stuff yourself as cafes and restaurants also available with full selections of food. In conclusion, this place is just amazing and definitely time killer! Especially if you are a book lover, I bet you would spend hours here (in my case, I spent 5 hours :D). Make sure to check Kyobo out when you visit Gwanghwamun Square!"
237,4.0,Kyobo book store has been around in Seoul for many years. There are many varieties of books available in the store either in local Korean or English language. You will feel very peaceful inside the store.
238,5.0,"If you love books and you're in Seoul: Go to Kyobo.  I used to looove going here to buy books since I was a kid. Unfortunately, I feel that with the passing of time the foreign book section is subtly becoming smaller and smaller... but nevertheless, it's still the best choice to browse through and buy books.  If you are to frequent your visits to the bookstore or if you live in Seoul, I'd recommend getting a Kyobocard for benefits and discounts.  They have a big stationery shop and a cafeteria/dining area within the bookstore in the Kyobo Bookstore."
239,4.0,"The bookstore is real huge and lotsa book lovers, we don't have such reading culture in Singapore. I am learning basic Korean and don't know where to start. So I went to information counter and asked. They direct me to section F11. I found very interesting Korean comics that teaches daily Korean usage that can't find in textbooks.  There is also a section on CD. All the K-pop songs can be found here. Found some Korean songs that I really like."
240,5.0,"Who doesn't love a good bookstore? The Kyobo Bookstore has been around since . . .well, forever, it seems, and it still pulls me in every time I visit Seoul. The selection of books in Korean is vast, but there is also a very good selection of books in English, both fiction and non-fiction. I never have any difficulty finding something. But even if you are not in the mood to buy, this is an excellent place to kill some time.  They have increased the floor space devoted to things like stationery and gifts over the years, but books are still at the heart of what they offer. The stationery section is substantial, and anyone should be able to find something here, from Moleskine notebooks to cutesy pens to everything in between. There is also a mini food court in the corner where I had a surprisingly good bowl of bibimbap (stainless steel bowl, sadly, not stone).  There are lots of places to sit in the book area, and pretty much every one one of them was filled with someone reading a book (or doing something on their phone). I can't say how many books were being bought (except the ones I bought), but there was certainly a lot of reading activity going on. The vibe in the Kyobo Bookstore is always a lively one. It has a good feel, a good selection of books and other merchandise, and a good location. Check it out."
241,5.0,Beautiful sensual aroma when you walk in makes you immediately warm to this place. Besides large VBou selection of books there's CDs DVDs hifi gear gifts etc and a cafe and restaurant.
242,5.0,"I think this the the one of the biggest book store in the world, really! Whenever I visit Korea, I never fail to visit this bookstore because, literally I could start to swim in the enormous stream of tens of thousands of books. You will be able to find any book you want, name it. And it has a special place for kids also where they can really enjoy with their own books. And, yes it is accompanied with nice cozy cafes also.  It is just at the center of Seoul Metropolitan City, very near to the Kyoungbok Palace, which is another 'must-see' attraction.  I recommend!"
243,5.0,"Love this bookstore! You could literally stay there for the whole day, browsing books, magazines, gadgets, music, stationary, interesting knock knacks and toys. The range of English books is adequate, you could have fun browsing through books of other languages too, and especially so if you understand Korean, the range is just amazing! There are lots of seats around the bookstore and it can get pretty packed, but the place is never rowdy or annoyingly noisy, maybe because very the bookstore is very spacious with always enough space for everyone. In the vicinity of the bookstore, there are a couple of food options like a very popular restaurant serving Italian food like pasta and pizza with snaking queues. We had a Korean style hot plate and hot pot and it was affordable and delicious! I would definitely return when I go to Korea."
244,4.0,"This is biggest book store in kwanghwamoon seoul. In kyobo bookstore ,you could seat chair or floor and read the book ,what you want, comfortably. also many things to see and buy If you feel hungry or thirsty you can find food court. quite good place to spend time and around kyobo many restaurants and cafe"
245,5.0,"Kyobo book store is one of the biggest book store I know worldwide. It offers place to read and a wide range of book in English, Spanish and French. From fiction to business books. Prices are also very good, cause it has good promotions all the time."
246,3.0,"Kyobo Book Store was a big book store in Gwanghwamun, I went there by subway. There were a lot of tourist attractions around the area, hence after visiting the bookstore, I went sight seeing."
247,5.0,"It is the place to see how much people in Seoul love to read! Many cute stationery and gifts to buy, too."
