,STAR,CONTENT,DATE
70,3, There is little food and little to see Nothing to see unless you go to a special exhibition; ,a month ago
71,4, I came to see the Tim Burton special exhibition The exterior of the building was very impressive ,a month ago
72,4, Various cultural experiences relaxation and healing are possible Parking fees are high so it is recommended to use public transportation for a ,a month ago
73,5, I went for the Tim Burton exhibition and I was surprised that it was so much better than I expected There is a space where you can lie down on the second floor and read a book so it was a great comfort during a ,a month ago
74,5,The world of Tim Burton,a month ago
75,4,Place to visit Unfortunately we didnt make it in time for Tim Burton exhibition But the building is really cool,a month ago
76,5,Never fail to please with their exhibitions and the architectural brilliance of Zaha Hadid,a month ago
77,5, landmarks in seoul You can see various exhibitions Great place for a date while walking ,a month ago
78,5,Nice place to visit Shows different exhibitions regularly The one at the time I visited was about Tim Burton,a month ago
79,5,Nice place to nap Lol,a month ago
80,1,please no more beautiful and useless architectures Zaha Hadid Seoul city has been struggling and wasting large amount of money to find its usages so far,a month ago
81,5, I went to Tim Burtons special exhibition Its interesting ,a month ago
82,5,Cool spot,a month ago
83,5, I went to the Tim Burton exhibition but everything was good except the order of the docents I heard through the app was jumbled up ,a month ago
84,5,So amazing design of architecture SM Town store at 1 floor D5 Seating area is very good Toilet facilty  mobile charger,a month ago
85,5, A complex cultural space designed by worldfamous architect Zaha Hadid Formerly Dongdaemun Stadium There are people who criticize the uniqueness of the area called Dongdaemun and the lack of historicity of the ,a month ago
86,5, Good Place Artistically very well built there is a lot to see and to visit ,a month ago
87,5, I have doubts about the space utilization but it looks great for various viewing events or a place for citizens to relax The day I went there was a Tim Burton exhibition ,a month ago
88,5, I went to the Tim Burton special exhibition There are too many visitors so if you want to see it in detail I recommend weekdays The exhibition itself covering all Tim Burtons works was good ,a month ago
89,4,pretty modern architectural building like for the futureout of space day time is nice and night time is also pretty nice place to just walk and sit go inside to check it out if you have time,a month ago
90,5, I came to watch Tim Burtons game Its not like the old Dongdaemun Speaking of the market it is Pyeonghwa Market and Bangsan Market ddp is cool ,2 months ago
91,5, It seems to be an environment where you can get inspiration when you appreciate the exhibition ,2 months ago
92,5, A strange building in the middle of Seoul Nevertheless a building that exquisitely fits the Seoul landscape ,2 months ago
93,5,Great place for art exhibitions and families There are lots of fun activities and shops,2 months ago
94,5,Amazing piece of art by ZHA as usual,2 months ago
95,4,Visited the kids cafe indoor playground on the fourth floor which our 4yearold absolutely loved However DDP as a whole is more adult friendly with cafes and shops inside the building Plus if you are interested in architecture the ,2 months ago
96,3, A building where it is difficult to find a straight line Everything inside and outside is curved ,2 months ago
97,4, The exhibition structure is good The unfortunate thing is that the business district seems to have been wiped out after Corona ,2 months ago
98,4, I think Ive seen more than 5 exhibitions at DDP but theres never been a time without people very many The building is large so you always have to ask the desk where they are exhibiting ,2 months ago
99,4, Its quiet spacious and nice A lot has changed from before The toilet is also clean ,2 months ago
100,5,Edifice,2 months ago
101,5, A very complete store sells everything from food to furniture for the house ,2 months ago
102,5, When you come out of the entrance connected to the subway you are faced with a huge space Designed by Zaha Hadid Architects the buildings presence is overwhelming ,2 months ago
103,5, There are too many people haha Still I like it because it has plenty of space to sit and lie down ,2 months ago
104,4,Reminded me a lot of the Guggenheim in Bilbao Beautiful structure with some food and shops,2 months ago
105,5,Hen Ho,2 months ago
106,5, A place where you can create wonderful memories  ,2 months ago
107,5, Lets go take a look once in a while Tim Burton is fighting ,2 months ago
108,5,Korea,2 months ago
109,3, Its spacious and clean Theres a lot of empty space ,2 months ago
110,5, Tim Burton If you are curious be sure to visit the exhibition  ,2 months ago
111,5, A place where I enjoyed watching the Tim Burton exhibition and bought small souvenirs I tasted threecolor curry at a curry restaurant I took out iced coffee from a bakery and drank it in the plaza in May when it ,2 months ago
112,2, the center is aesthetically and architecturally fantastic it is a pity that it is practically an empty box  something is there but compared to what has been built and spent it is scandalous ,2 months ago
113,5, Even if you dont know Tim Burton well If you follow the flow of the exhibition An exhibition that can be fully enjoyed with many popular elements ,2 months ago
114,4, Tim Burton Exhibition Good Good It was an exhibition that could be inspired and stimulated ,2 months ago
115,5,Always beautiful,2 months ago
116,5, You can feel the charm of a different building There was a Tim Burton exhibition Im very satisfied with it ,2 months ago
117,3,Easy to get to as it has its own metro stop Interesting design with little outside exhibits Near a market area so you can have local street food after visiting,2 months ago
118,4, It is a cultural space where various exhibitions are held and it is a historic site with traces of Igansumun and Dongdaemun Stadium I heard that it was criticized for not taking advantage of the meaning of ,2 months ago
119,5, theres a lot to see it was good ,2 months ago
120,3, I go when there is an exhibition but there is nothing to do inside except for the exhibition They all go around ,2 months ago
121,3, Its a pity that the space is not being used well I would like to create a space where you can exercise various physical strength through a oneday class with new writers in various fields and make it a place ,2 months ago
122,3, There is not enough information about the exhibition and the coffee shop is also costeffective ,2 months ago
123,4, There are a lot of things to see but there are few restaurants there are no shops in the mall the exhibition and the market are still very good ,2 months ago
124,4, The exhibits are very nice the prices are good I recommend ,2 months ago
125,5, Theres nothing to do its hard to find the way theres too much space but its good because there are a lot of UD library books ,2 months ago
126,5, Curved finite gravitational force magic happy space Visiting with friends to see Dali ,3 months ago
127,5, Accessibility Convenience Spectatorship Recreation Leisure New concept cultural space that meets everything ,3 months ago
128,5, Its my first time there haha Its quite spacious and the staff are all friendly ,3 months ago
129,4, its always good Recently there are a lot of empty stores and design stores are too expensive Its a pity that it feels like there are only merchandising stands left for ,3 months ago
130,5, I had a good time with my children as a resting place in the city center  ,3 months ago
131,4, Its nice because its spacious but its been a while since Ive been there so its hard to find a place ,3 months ago
132,5, Ive been gone for decades Since I went to Allman the surroundings have changed a lot There is an exhibition about Tim Burton in Design Plaza ,3 months ago
133,5, Its a Tim Burton exhibition right now so its good to waste it ,3 months ago
134,4,I visited here for the first time in few years There were lots of things and places to see and enjoy before But this time its not same with it was back in 2018 due to the covid19 It seems to need some times to recover the normal ,3 months ago
135,4,I love coming here Always great exhibits It can get very busy However its a beautiful place to wait,3 months ago
136,5, I went to Dongdaemun Design Plaza from Dongdaemun History and Culture Park Station ,3 months ago
137,4, Very nice modern architecture Apart from the architecture itself which is worth the trip I didnt really understand what there was to see At the meeting a large very zen room with a beautiful relaxing light and a ,3 months ago
138,5, The DDP is a museum that will delight lovers of contemporary art and architecture aficionados as this museum is both atypical and superb at the same time Coming to Seoul and missing this place is almost sacrilege ,3 months ago
139,5, Nice to see the exhibition Goods prices are much more reasonable than Yedang ,3 months ago
140,5,worth to visit,3 months ago
141,1, the architecture is good Redefine internal planning I need to expand things to see buy experience etc ,3 months ago
142,4, I didnt know it was this wide Why is there a spaceship passing by see only ,3 months ago
143,4, A place that was closed due to social distancing was busy preparing for a new refurbishment due to the release but anyway its really nice to have a place like this in the city ,3 months ago
144,4, This is the site of Dongdaemun which has been changed to Dongdaemun Design Plaza The design of the plaza is impressive with its irregular building shapes and wide site ,3 months ago
145,5, It used to be Dongdaemun Baseball Stadium very good ,3 months ago
146,5, To be honest its so cool Originally this was a very famous playground in Korea where Pele also came There is also a small museum where you can see the traces ,3 months ago
147,4, Ive been to an exhibition There are also strange outdoor works Its a good place for a weekend outing ,3 months ago
148,5,Great disign and amazing building,3 months ago
149,5,This place is fabulous its just such a beautiful place reminds me a bit of the spaceship in lost in space the film and is very quiet full of cool stuff and actually a nice spot to chill in a very busy city,3 months ago
150,5, Its wide and there are a lot of shopping malls But there are a lot of shops that are closed due to Corona ,3 months ago
151,1, The location of the exhibition hall is not confirmed There is no guide Parking is expensive ,3 months ago
152,5, Visited to see Salvador Dali The quarantine pass was gone and social distancing was not implemented so it was difficult to see the work properly because many visitors came from the moment ,4 months ago
153,5, It is a place where you can buy various exhibitions and design related props ,4 months ago
154,5, I went to see the Gucci exhibition I wish there was more to see ,4 months ago
155,4, Theres nothing that catches my eye but its just a place where you can comfortably ride Ttareungi in Seoul ,4 months ago
156,5,Great design store Happening place for hangout,4 months ago
157,5, To see the ongoing Salvador Dali exhibition Im here with my colleagues a lot of people It was difficult to watch it as it was but I think I did it well  ,4 months ago
158,4, I went to Salvador Dali more than I expected There were not many paintings and there were no discounts on Culture Day I felt it was small compared to the high price ,4 months ago
159,5,Great place to stop by,4 months ago
160,5,Interesting architecture,4 months ago
161,5, Gucci exhibition It is not crowded because reservations are required and it is free but it was better than I thought ,4 months ago
162,5, Gucci archive exhibition and DDP exhibition I think it will be a good time ,4 months ago
163,5,Lovely place with good exhibitions,4 months ago
164,4, I went to the Gucci archive I went through Naver reservation and it was nice to know Guccis themes for each season ,4 months ago
165,4, Watching the exhibition and sitting in the sun on a sunny day The exhibition has a waiting app so I can look around other places while ,4 months ago
166,5, Salvador Dali Exhibition UD Lifestyle Platform 2017Pixar Dictionary 2019Disney Exhibition ,4 months ago
167,3, Unfriendly guidance Its free No order Sorry Staff needs smooth flexibility ,4 months ago
168,5, There are regular exhibitions of works by famous artists and it is always nice to have things to see and experience Besides it is a complex space ,4 months ago
169,5, It was a friendly and interesting place because it was from a martial arts show ,4 months ago
170,5,This place just makes you feel at ease The renowned designer really did his good work here The lines of the building flows naturally and with the huge space it creates a positive and empowering feeling Definitely a must visit for architecture and space lovers,4 months ago
171,5, I visited because there was a Dalijeon and it was stylish and there were many things to see around it ,4 months ago
172,5, Its a place I visit often but its a place I admire every time I go ,4 months ago
173,4, Ive seen the exhibition Its a bit complicated structure so I think more information boards are needed I think there are a few restaurants so its good to use them ,4 months ago
174,3, It was nice to understand Dali well and to plan well so that I could get to know his work better But ,4 months ago
175,5,A nice place to walk around and enjoy the wonderful architecture of Seoul Its bustling with people but there are nooks and corners that are Instagram worthy,4 months ago
176,5,  Awesome DDP I went to see an exhibition Its so nice to have such a wonderful place in Dongdaemun ,4 months ago
177,4, It was a fun opportunity to see the source of inspiration for Guccis past collections ,4 months ago
178,5, Visited to see the Salvador Dali exhibition There are always good exhibitions so I go there often As always its a pity that there are so many people ,4 months ago
179,5,Often has great art exhibitions available to the public Great place for an afternoon on the weekend,4 months ago
180,5, Good to see the exhibition Its a good place to take photos with light ,4 months ago
181,5,Excellent,4 months ago
182,4, I think it is good because there are many things to see in terms of exhibitions and designs ,4 months ago
183,5, Dali exhibition outside the opening Fortunately it was easy to watch and one more shot at the end ,4 months ago
184,5, Visited to see the Salvador Dali exhibition The design of the building is beautiful and spacious good for taking pictures ,4 months ago
185,4, I went to see the Gucci Architype absolute selection exhibition I think it would be good to remodel it to be brighter and more stylish ,4 months ago
186,4, I saw it before genius dali ,5 months ago
187,5, I went to the Gucci exhibition I love various exhibitions ,5 months ago
188,3, It is a wonderful place to contain the current culture but a place that is somewhat disappointing to see that it has melted the history of the past ,5 months ago
189,5, The architecture is like the work of Salvador Dali Its like surrealism ,5 months ago
190,5, I enjoyed watching the exhibition The exhibition is no joke ,5 months ago
191,5, Salvador exhibition is open Its a great place to see the exhibition ,5 months ago
192,3, There are a lot of interesting exhibitions but it is really hard to find your way inside COEX in Euljiro ,5 months ago
193,4, After watching Dali I used the cafe next door I like that it is convenient for both the train and the bus It is also convenient to use the nearby Dongdaemun Shopping Mall ,5 months ago
194,4, I enjoy watching the exhibition But there are too many people ,5 months ago
195,4, Its so hard to find the way Its pretty but I wonder if it suits the city ,5 months ago
196,5, I was shocked to see Dalis various works I recommend it to those who havent been ,5 months ago
197,5, The night view is beautiful and it is located in the middle of walking distance to the surrounding tourist attractions in Seoul If you are tired it is a good place to go to another place by public transport ,5 months ago
198,5, I went to see Dali Its nice to have a hot exhibition ,5 months ago
199,5, A very stunning modern building which combines shopping culture and art I highly recommend it to anyone who comes to Korea ,5 months ago
200,4, There are many things that have been reduced due to Corona but the Salvador Dali exhibition was really fun and good ,5 months ago
201,4, Watch Salvador Dalis match Its difficult because Im a surrealist writer I didnt even think about the entrance fee ,5 months ago
202,5,Nice place,5 months ago
203,5, Ive been to the Dali exhibition  The unique concept of the exhibition was quite memorable ,5 months ago
204,5, Dali went because of the exhibition Ive been to Ddp a few times but I think its a really nice building Proud to be in Seoul ,5 months ago
205,5, The DDP space itself is a very nice building Admire the exhibition of Salvador Dali on display at the learning center Good composition and good display ,5 months ago
206,5, I went to see the Dali exhibition As it turns out you are a genius who runs Later generations of ordinary people applauded the seals when they saw the work I really liked this work ,5 months ago
207,4,The night scenery here is like visiting an alien world,5 months ago
208,4, A space that deserves at least one in a busy city center ,5 months ago
209,5, After a pleasant viewing at DDP Dongdaemun Design Plaza with art and jazz lovers I have been enjoying happiness with a delicious cup of tea at the Cha Cha Tea Club ,5 months ago
210,5, The space is interesting Feeling protected or trapped Dali now ,5 months ago
211,4,A lot of things are closed now due to covid so its not as cool as it used to be,5 months ago
212,5, Its right in front of the station so its easy to access and the building is pretty ,5 months ago
213,4,So design and futuristic environment,5 months ago
214,5,Dali Van Picasso and Rimin,6 months ago
215,4, Its nice that the wonderful and worthwhile exhibitions continue but Im not familiar with the structure of the DDP Dongdaemun Design Plaza so Im a bit lost every time I go If you stay until sunset you can ,6 months ago
216,3, It was a little disappointed If I was a weekday A few years ago I saw the Pornanase Exhibition in this place but it was the ,6 months ago
217,3, When I went there were a lot of closed stores inside and I only saw Dalijeon I think the inside content was a bit stale when I went before ,6 months ago
218,4, Visit Dicky Dicky The facility is quite old Well twice ,6 months ago
219,1, It was nice to see the museum staff laughing chatting and running around in life Especially the sound of Kakaotalk and phone calls are very helpful to increase the concentration on the viewing It makes me worry ,6 months ago
220,5, Salvador Dali was being played at DDP so I went there It was so big I couldnt see all of it but as an exhibition hall the transportation and location were good ,6 months ago
221,5,Multi flex space in seoul,6 months ago
222,4, I went to the Ferris wheel before Dali Since it was a weekend I waited about 50 minutes to get a ticket The exhibition had a lot more works than other exhibitions and it was an ,6 months ago
223,5, Go see the Dali exhibition One of the best exhibitions Ive ever been to ,6 months ago
224,5, Cultural life was good after going out after a long time It was a good time to learn more about Surrealism Dali ,6 months ago
225,5, Ive been watching Dali I also liked the wellstructured composition and work It always seems like a good place because of the convenient transportation ,6 months ago
226,1, Disappointment before Dali He took a few pictures and mocked the audience There is no such scam I got a refund but the admission fee was ripped off ,6 months ago
227,5, clean and comfortable very good exhibition ,6 months ago
228,5, Many places are empty due to corona It is a place that has become a symbol in itself and is a good place for frequent exhibitions ,6 months ago
229,5, Go to see many exhibitions There are many free exhibitions and the night view is beautiful ,6 months ago
230,5,Outstanding,6 months ago
231,4, Beautiful Architecture It is inevitable that it is inconvenient to have experience with such a building ,6 months ago
232,5, A gourmet restaurant All menu items are delicious ,6 months ago
233,5, I saw the Salvador Dali exhibition here today and it was fun but there were too many people ,6 months ago
234,1, I saw the Dali exhibition at the design exhibition hall and I was offended by the unfriendly staff It was inconvenient because the guide was broken but there was no apology I dont think I will go to the DDP ,6 months ago
235,5, The match against Salvador Dali is going on until 320 The installation and atmosphere inside the exhibition hall are good and neat The explanation is relatively concise so there are some memorable parts of what ,6 months ago
236,5, There was an exhibition going on and there was a lot to see ,6 months ago
237,3, I just went to see the Dali exhibition but it was an exhibition that was too crowded and difficult to appreciate ,6 months ago
238,5, The kids cafe on the 4th floor is spacious and good to play ,6 months ago
239,5,One of the best place in Seoul,6 months ago
240,5,Beautiful place to visit and an amazing location to do your shopping,6 months ago
241,5,It was really Good experience You can see different art galleries Seoul light is something very attractive to see but you cannot see it every day It is available on nights of special occasions,6 months ago
242,3, neat and nice But I cant get a guide on where it is ,6 months ago
243,5, As a center of Seoul culture various exhibitions are held throughout the year so you can have a good time at any time of the year The building itself is a sight to behold and it is large and beautiful enough to ,6 months ago
244,5, Performance exhibition in progressFashion MeccaA good place to go anytime ,6 months ago
245,3, I went to the game against Salvador Dali It was a bit disappointing for me who visited the Figueres Museum of Art in Spain but it was good to be introduced to Korea like this Even on a weekday ,6 months ago
246,4,Not too bad,6 months ago
247,5,This place is like from a different planet or from a science fiction movie You can see a thousands of pictures but nothing is like the reality It will hit your eyes your brain and your heart but you will still not easy to believe what ,6 months ago
248,4, Seoul Light Garden of Light In the Corona era we can applaud and comfort each other and laugh ,6 months ago
249,5, I was very satisfied with Dalis work but the planning was very good ,7 months ago
250,5,One of the impressive and attractive piece of landmark DDP located in Seoul city which is designed by the late architect Zara Hadid in March 2014,7 months ago
251,5, Memories of the old Dongdaemun Stadium nice exhibition hall ,7 months ago
252,4, It is a spacious exhibition hall located in the heart of the city It is surprising that the old Dongdaemun Baseball Stadium has been transformed into the present space The space is spacious so it feels like a park ,7 months ago
253,5,With a visit i as it is so unique They have a Dali exhibit until March of 2022 that is first rate of course there is massive wholesale shopping right next door which is fun as well,7 months ago
254,5,I wish there was a space for waiting in the building,7 months ago
255,5,Good place,7 months ago
256,5, The night view is beautiful and there are many exhibitions good for a date ,7 months ago
257,3, Its interesting and fun but I hope the sights will be renewed in a variety of ways ,7 months ago
258,5, visit to dali It was nice to be able to come and see things to see in other places because it came through KakaoTalk so that I could know the waiting number ,7 months ago
259,3, The viewing space itself is good but most of the stores are still vacant so there are too few places to eat or see around ,7 months ago
260,5,Always enjoy going DDP,7 months ago
261,4, Salvador Dalis battle takes about 2 hours to see well Lots of spectators for the space ,7 months ago
262,5, The space is full of ideas Just visiting is exciting and refreshing ,7 months ago
263,5, 2021 Seoul Light to be held at Dongdaemun Design Plaza ddp Black space green Seoul white ecosystem red energy and vitality blue ,7 months ago
264,5, The parking lot is spacious there are many places to eat and the exhibition is useful and good but the parking fee is a bit expensive ,7 months ago
265,1,A waste of tax money in a desolate field,7 months ago
266,4, Otherwise the exhibit was good It was a bit inconvenient because there was no restaurant in the DDP ,7 months ago
267,4, It looks great from the outside and the route is comfortable ,7 months ago
268,5, Its a multiplex so there are a lot of events and its pretty ,7 months ago
269,5, It was my first visit but the building is beautifully decorated and there are many design related exhibitions and shops so there are many things to see ,7 months ago
270,5, good unique building structure I dont fit in well with my surroundings ,7 months ago
271,4, I came to see the Salvator Dali exhibition Most of the exhibitions at DDP seem to go over the middle but this Dali exhibition was disappointing that there were no famous works ,7 months ago
272,4,Its modern and very stylish building,7 months ago
273,5, I went to the Hong Kong Manga Fair the Dali exhibition was too expensive ,8 months ago
274,3,Didnt get to experience the whole place but it was great to sit down after a long walk around the city,8 months ago
275,5, At the time of this experience I went to the Salvador Dali exhibition and the exhibition was good It was not to mention the dignity of DDP but it would be nice if there were more things to enjoy in the internal ,8 months ago
276,5, Too many people before 300 people on standby in front of me; ,8 months ago
277,4, It was nice to be able to see the exhibition Transportation is very convenient ,8 months ago
278,5, Salvador Dali Its amazing to see ,8 months ago
279,4, I went because of the exhibition the building is so pretty Because the building is large there were various exhibitions and various ,8 months ago
280,4, Its a nice place but its too far for me The Shack Shack burger in front is delicious ,8 months ago
281,4, Early bird discount on admission ticket KRW 18000 40 minutes waiting for entry 2 places to take photos before the exhibition ,8 months ago
282,5, good good good ,8 months ago
