,STAR,CONTENT,DATE
29,5, As of 220722 during the renewal of Kyobo restaurant  Lots of people and reading books It should be recognized as the main store only ,2 weeks ago
30,5, You can easily find the book you are looking for through a book search ,2 weeks ago
31,5,Good,2 weeks ago
32,5, Two words are nagging best bookstore Staff are also very friendly ,2 weeks ago
33,4, After much effort I went to Gwanghwamun and stopped by Kyobo Bookstore to shop for books while waiting for my appointment time Books and people are overflowing ,2 weeks ago
34,5, First of all its cool  There are many types of books and many people ,3 weeks ago
35,5, A great place to go shopping with the kids on the weekend Just be careful about selling toys near the cashier ,3 weeks ago
36,5,Great bookstore with friendly setvices Got cafe and food section in the store,3 weeks ago
37,5, If you need a book go If you have time go There are also stationery and miscellaneous goods ,3 weeks ago
38,5, If you read this book from one book to the next in the book recommendation section for children who like books two or three hours goes by quickly ,4 weeks ago
39,5, Clean and very spacious bookstore Hot Tracks is good too ,4 weeks ago
40,5, Its a good place to read books and buy stationery with the kids ,a month ago
41,5, good It boasts the largest scale among Kyobo Bookstore branches and has many people There is a lot to see and a lot of good books ,a month ago
42,5, I recently visited Hot Tracks twice It was nice to be able to shop with a variety of products from stationery to gifts for granddaughter ,a month ago
43,5, You can find many useful books Discounts are also available for members ,a month ago
44,5, Okay the staff were a bit friendly Tendency to be late in answering a question ,a month ago
45,5, Its a good place to go looking around because they sell a variety of things besides books ,a month ago
46,5, The best book and stationery store I have ever seen Books stationery for every taste First books are divided by subject Secondly all the staff are very friendly and helpful They will be happy to tell you where ,a month ago
47,5, The store is clean and there is a good selection of books It was easy to find each type so it was easy to find and in addition to books there was Kyobo Hot Tracks so the kids really liked it ,a month ago
48,5, There are a lot of things and its cool and there are so many places to look around so its overwhelmingI recommend going at least once ,a month ago
49,5, A large library bookstore located in Gwanghwamun A good place to use when you want to find a comfortable environment and various library There are also various albums and phrases ,a month ago
50,5, Its really big and it doesnt look like its missing anything ,a month ago
51,5, Bookstores are evolving into complex general stores Every time I come to this bookstore I feel cozy ,a month ago
52,5, It is possible to go on a date or to watch alone A symbolic place not just to buy a book ,a month ago
53,5, I think the best way to buy a book is to look at it offline ,a month ago
54,4, There are many books and there are many books that are difficult to find elsewhere ,a month ago
55,5,Amazing they had a cd shop inside and kept playing skz songs,a month ago
56,4, The best bookstore in Korea It is a bookstore that has no shortage of spacious space convenient parking and friendly service ,a month ago
57,5,They sell multilingual books including English and Japanese books Awesome collection They even sell sexy zone and King  Prince calendars 1010 recommended,a month ago
58,5,      ,a month ago
59,5, When it was hard to go outside like these days I visited to read books I advised not to wear a mask so I used a mask as I did not normally wear a mask As always Kyobo Bookstore Gwanghwamun Branch runs an event ,a month ago
60,5, It was spacious and wellorganized and above all I liked that there were many albums ,a month ago
61,5, Absolutely wonderful bookstore A resting place for body and mind in the heart of the city ,a month ago
62,5, A place where books are challenged Just a fun place to visit ,a month ago
63,4,Huge bookstore offers a wide variety of literature on pretty much categories even on foreign material Unfortunately literature about cycling is not available  take care its a bit cold down there,a month ago
64,5, Its been a while since Ive been there and my eyes are wide open  I dont think Ill be bored even if I stay all day ,a month ago
65,5,Great selection of English books for kids Friendly and helpful staff  For stroller access theres an elevator thru the lobby entrance on the east side of the building,a month ago
66,5, It is a representative bookstore in Korea Great for a city break or a date ,a month ago
67,5,Holy space of all books,a month ago
68,4, Im in Jeongdong I went to Kyobo and played with the speakers of Wenen ,a month ago
69,5, Souffl cake apple mango and coffee are all really good ,a month ago
70,5, Needless to say the scale I park at Gran Seoul on the weekend and take a look at it and pick one or two ,a month ago
71,5, There are many books and things to see A bookstore worth visiting in Seoul ,2 months ago
72,5, It is also the largest bookstore with a wide variety of books ,2 months ago
73,4, Its been a while since Ive been with the kids so its very new There are many books so it is good to read and talk with children ,2 months ago
74,5, A place where you can find a lot of variety of books and even stationery fancy It was a weekend so there were not many people ,2 months ago
75,5, It smells like a book and I love it Due to Corona the number of seats available has decreased ,2 months ago
76,4, It is connected to Gwanghwamun Station Exit 4 so it is good to visit when you have spare time or if you have time It is a friendly wellorganized bookstore where you can experience a variety of experiences ,2 months ago
77,4, I went to find the remaining stock to restart my piano study  I was very grateful to the staff for informing me in detail ,2 months ago
78,5, Lots of people and good parking The book finder system works well and is convenient ,2 months ago
79,4,Busy store Good selection of English books Strange how all book stores have same price,2 months ago
80,5,Perfect place for everyone who is interested in the old style book I found what I was looking for,2 months ago
81,4, Its a pity that there are no coffee shops or places to sit and read books ,2 months ago
82,5, There are many books and it is comfortable and good It is directly connected to the subway station ,2 months ago
83,5, I havent been able to sit and watch since Kosi Guk but its nice to be able to read a book in advance and buy it ,2 months ago
84,4, I recently visited Kyobo Bookstore Its a little different from before but it seems to be getting better Not only books but also stationery are available in a wider variety than before so it was nice to see a lot ,2 months ago
85,5,Decent selection of books in English Small music section including a limited number of lps Good stop for expats,2 months ago
86,5,Best library,2 months ago
87,5, Its always a nice and comfortable place Parking is convenient too ,2 months ago
88,3,very crowded,2 months ago
89,5, It is convenient to take a break because there is a space for people walking around the building to take a rest ,2 months ago
90,5, large bookstore Gwanghwamun albums and phrases ,2 months ago
91,5, Kyobo Bookstore is a place to quench your cultural thirst ,2 months ago
92,5, I live in the United States and I was surprised that it was a bigger wellequipped and fairly clean place than any other bookstore in the United States ,2 months ago
93,5, I always stop by when Im near Gwanghwamun One or two hours pass quickly while reading a book Not only books but also stationery electronic devices and bags there are quite a few things to look at ,2 months ago
94,5,Helpful staff It has what I need HUGE bookstore,2 months ago
95,5, It is clean and there are various kinds of cultural contents ,2 months ago
96,4, The first place that comes to mind when you think of buying a book in Seoul ,2 months ago
97,5, Burger King is so delicious these days Its great that the number of stores has increased compared to before Especially the french fries  ,2 months ago
98,5,One of the best kyobo locations in Seoul,2 months ago
99,5,Nice place but the air refresher is too much to handle,2 months ago
100,5, It is also the original Kyobo library so it is good because there are many kinds and stationery ,2 months ago
101,4, Its a better Kyobo because it has memories but its a bit sad that the food and beverage stores are gone because theyre being renewed these days ,2 months ago
102,5, It seems like everything I go to Kyobo Bookstore is all right ,2 months ago
103,5, The bookstore is large and has many books There are many things such as stationery keyboards etc good ,2 months ago
104,4, Far from being unkind it was a nice day ,2 months ago
105,5,Love this place Always stopby when im around Very big bookstore,2 months ago
106,5,Very big and impressive bookstore Always send a lot of time there when im near,2 months ago
107,4, There were many people because it was a holiday Still it showed bubble magic and it was a good memory for Childrens Day ,3 months ago
108,5, Its been a while since Ive stopped by a large bookstore and Ive been looking around What I regret is that there were a lot of books wrapped in plastic Offline bookstores buy books by looking at the composition of ,3 months ago
109,4, There are a lot of books and I think its better to see and buy it than to buy it offline ,3 months ago
110,5,Bought your favorite magazine,3 months ago
111,5, After all the book is Kyobo especially the main branch ,3 months ago
112,5, There are a lot of books However it takes time to find a book if it is Japanese Its wide ,3 months ago
113,4, There is a childrens corner right in front of the elevator from the parking lot which is convenient for families ,3 months ago
114,5, Kyobo Bookstore said to be the largest in Korea has a wide variety of books and is a good place to visit However it is a pity to go to read a book because there are many people and it is noisy ,3 months ago
115,5, Where you can pursue intellectual desire at the center of Gwanghwamun ,3 months ago
116,4, It is undoubtedly the best offline bookstore in Korea Various books are prepared and it is convenient to use because it is easily accessible by subway ,3 months ago
117,5, First of all its near Jonggak Station so its easy to get to Its very big there are a lot of books and the art fancy point is big ,3 months ago
118,5, It is connected from Gwanghwamun Station and it is also close to City Hall Station and Jonggak Station It is also close to Gyeongbokgung Palace ,3 months ago
119,5,Very nice atmosphere and clean facility,3 months ago
120,1, Staff aggressive and unfriendly I said yes because I asked if I needed a receipt I want to enter a number So what number is it Hani Need a cash receipt I asked again I said yes so I had to enter the number ,3 months ago
121,5, wide There are many different kinds of books stationery etc ,3 months ago
122,5,Lovely staff Make sure you give plenty of time to visit this wonderful book shop,3 months ago
123,4, Now the biggest hegemon of the one and only Gangbuk bookstore But on the other hand Im worried that the lack of other competitive bookstores like this shows that the offline industry has no answer I feel like Im ,3 months ago
124,5, The strongest offline bookstore in Korea needless to say Even though the offline store is in the red I understand that it has continued ,3 months ago
125,4, Some books are not well displayed than the Kyobo Bookstore Gangnam branch ,3 months ago
126,5, It is convenient because there are many books and school supplies ,3 months ago
127,5, As soon as it opens in the morning there are few people and it is good ,3 months ago
128,5, There are all kinds of books it was a new world I want to buy them all haha ,3 months ago
129,5, We have books in each field and are working hard to spread culture through events ,3 months ago
130,5,absolute must see for book lovers and shoppers in general check out the kyobo gamily history as well,3 months ago
131,5, MustSee Bookstores If You Love Books The atmosphere around late autumn is awesome ,3 months ago
132,5,Good,3 months ago
133,5, It is the largest offbookstore in Korea Its always my favorite place ,4 months ago
134,5, Gwanghwamun Kyobo Bookstore has nothing to say Its the best The first time I went I was lost because I didnt know where to go but after going to buy a major book a few times I quickly got used to it hehe Its ,4 months ago
135,5, The cherry blossom tree in the front yard of Kyobo Bookstore was blooming so beautifully ,4 months ago
136,5, This is one of my favorite bookstores There are a lot of people but its good because there are many kinds of books ,4 months ago
137,4,wonderful place to read,4 months ago
138,5, A place where reading a book reminds me that Im going a little further ,4 months ago
139,5, When I signed up as a member I got a 10 discount coupon so I bought the book ,4 months ago
140,3, There is no place for readers to sit and look at the book ,4 months ago
141,5, Its spacious there are lots of books and the staff are friendly A place where you will never know where time goes ,4 months ago
142,5, A great place to kill time with the largest area of Kyobo library nationwide ,4 months ago
143,5, A place that makes you feel that there are many bookstore readers after a long time ,4 months ago
144,5, Its good because its full of things to see There are so many pretty phrases too time goes by quickly when you pick one and there are many places to go around so I use it often ,4 months ago
145,1, I asked the staff to find the book but it was very unfriendly Im here and Im responding like I cant find it Also the books Im looking for are all sold out so even online bookstores are not enough ,4 months ago
146,5, Its spacious big and the staff are friendly and nice The book is a bit expensive Good though ,4 months ago
147,5, Parking is convenient and you can shop for a variety of books and albums and fancy products ,4 months ago
148,5, There are a lot of books the digital corner is well organized and there are a lot of stationery If you go to Seoul you must visit once ,4 months ago
149,3, too many people Parking is expensive too ,4 months ago
150,5, there is nothing The price is a bit high but the quality seems to be selling good products  ,4 months ago
151,5,You can buy Japanese books,4 months ago
152,4, Its good because its large so you can buy books stationery flower room supplies etc ,4 months ago
153,5,Good place for book,4 months ago
154,4, Its been a while since Ive visited with my kids Unlike in the past when the mirror ceiling gave a spacious feeling now it feels like it is filled with clumps ,4 months ago
155,5, I was impressed with the kind help Dont hesitate to ask for help ,4 months ago
156,5, If a bookstore makes you want to read a book thats a good place However there seems to be a coffee shop where you can read a book you bought ,4 months ago
157,5,Right next to the subway station This bookstore probably has one of the biggest selection of English books in Korea,4 months ago
158,5, Good accessibility as it is connected to Gwanghwamun Station ,4 months ago
159,5,GOOD,4 months ago
160,3, Childrens Corner It would be nice if an older man could speak a little more kindly ,4 months ago
161,4, nice to watch It is also okay to use Baro Dream in an online app ,4 months ago
162,3, After all there are many places to see books home appliances and stationery ,4 months ago
163,5, There are many types of books and they are well categorized ,4 months ago
164,4,Amazing tons of deversified book ever i have seen,4 months ago
165,5,Excellent,4 months ago
166,5, I think its a good place to spend time with children as there are various kinds of books stationery painting tools etc in one place like ,4 months ago
167,5,Book lovers Home ,4 months ago
168,5, A place where I still vividly remember when I first went to hold my mothers hand when I was in elementary school A place with memories of the first hamburg steak I ate in my life A place I used to go every year to ,4 months ago
169,5,Great store to get all kinds of books Big selection of foreign language novels,4 months ago
170,4, There are many books but I dont have enough time to read them all Lets buy it if possible ,4 months ago
171,5, As expected the large bookstore is Kyobo Bookstore There is no place in Korea to follow Kyobo Bookstore for largescale library ,4 months ago
172,5, If I want to buy a book or problem book I go  Today with the problem book and the problem book and the problem book ,4 months ago
173,5, It is a space where the love of books can be felt by both customers and the company It is hoped that it will continue to be preserved and maintained ,4 months ago
174,4, I can buy books There are school supplies and the books were fun There are no places to sit so I have to stand up and read Please make a sitting mat ,4 months ago
175,5, It is one of the few places that makes a city that smells of people ,4 months ago
176,4, I have been visiting for a long time A variety of books and merchandise ,5 months ago
177,5, A place to reflect on how many people are looking for books ,5 months ago
178,2, The books are piled up in plastic so I cant see them Its better to buy online now ,5 months ago
179,5, The signature scent is good the parking lot is good I go to Gwanghwamun even though it is close to Jamsil Kyobo ,5 months ago
180,4, Still a lot of books There is a reason why there are so many visitors ,5 months ago
181,3, A really long visit I wanted to preorder the book but the staff made me jump 3 times It was not a long visit ,5 months ago
182,5, I saw the books I wanted to read and the music for the phrase cafe changed I often come with my child ,5 months ago
183,5, I go to Kyobo in the neighborhood every day but there are so few types and there are very few sample books so I came to Gwanghwamun ,5 months ago
184,4, There is nothing as wide as it is wide and there are many books and stationery Good to listen to if you need something to buy ,5 months ago
185,4,Guide,5 months ago
186,5, As well as a large bookstore there are stationery toys and display figures so it is good to go with children ,5 months ago
187,5, There are many kinds of books and the staff are very friendly ,5 months ago
188,4, Although there were not many people due to Corona it is still a good place to put down operating profit for books ,5 months ago
189,4, There were a lot of different kinds of books and the staff was mostly friendly but there were some bad staff who were not the search bar was not enough it was good to have a parking lot and it was good that it ,5 months ago
190,5, Its my favorite space It would be nice if the types of books were a little more diverse but there must be physical limitations ,5 months ago
191,5, I like that you can purchase stationery for childrens toys as well as many books The location is good and you can see the big Iron Man ,5 months ago
192,5, It is a Kyobo station that is easy to walk right off Gwanghamun It sells various things books and drinks The convenience facilities are good Please make sure to visit later ,5 months ago
193,5, Not only books but also miscellaneous items so delicious to look at ,5 months ago
194,5, There are a lot of phrases and there are a lot of guests ,5 months ago
195,5, I really like it because there are a lot of cute props so this is my favorite style  ,5 months ago
196,4, Theres no better place to read a book than here  Lately its more like a shopping mall with lots of books than a bookstore ,5 months ago
197,5, As Koreas representative bookstore transportation is good There are many places where you can read books The food in the restaurant tastes good too so I often fix my meals ,5 months ago
198,5, I love Kyobo Bookstore I dont know where the time goes ,5 months ago
199,5, There are many types of books but old books feel a lot of touch so I am a little reluctant to buy them ,5 months ago
200,5, I also have to go to the bookstore sometimes Despite the Corona situation quite a lot of people visit the bookstore Reading Poet Na Taejoos Attempts ,5 months ago
201,5, book viewing people watching changed my mind ,5 months ago
202,4, The place where the elderly fatherinlaw who passed away 8 years ago regularly went to work and 20 years ago In the construction of Incheon International Airport ,5 months ago
203,5, There are things to eat things to see and miscellaneous goods ,5 months ago
204,5, We can see all the books we want and if you have any questions ask the bookstore staff and they will kindly tell you where they are There are a lot of texts so I cant bring my kids ,5 months ago
205,4, It is one of the best bookstores spacious and comfortable ,5 months ago
206,5, Its a good place to listen to whenever youre comfortable ,5 months ago
207,5, It is a treasure trove of bookstores where you can expand your indirect knowledge ,5 months ago
208,4, It is also Kyobo Bookstore but the male staff who guides the QR code at the entrance was so unfriendly and scary ,5 months ago
209,5, Its close to my house so its my goto place to read a book It is a place I love ,5 months ago
210,5, There are a lot of various books so its nice to be able to check the stock ,5 months ago
