,이름,별점,리뷰,날짜
71,Claire E,5.0,Loved the architecture and the shops inside the exhibition area! Bought quite a few interesting things there like a bookmark inspired by the DDP architecture and rlly good leather card holder. We did not plan to specifically visit this place but it turned out to be so pleasant!,"Written August 13, 2019"
72,Victorianlad,3.0,"My hotel was close to this unusual collection of buildings so we took time to explore, including the design exhibition.  I found the architecture a bit too 'brutalist' but some will like it.  The archaeological diggings in the centre of the buildings were interesting, with bi-lingual signage.  We found a Vietnamese restaurant chain outlet inside so inexpensively lunched at that.  The below ground Metro station is one of Seoul's busiest and quite a labyrinth, but if confused, just ask a younger local as many now speak English and are exceedingly helpful.","Written August 9, 2019"
73,smjkxsnoopy,3.0,Cool place but nothing special other than the building itself. Stores and restaurants inside is like any other typical shopping area. A place to stopby while you shop and dongdaemun.,"Written August 6, 2019"
74,Neal,3.0,"The building itself is wonderful but full of wasted space. You walk around expecting something great but it never comes. The shops around the area are a waste of time, selling knock-offs and cheap local style ""aji-ma"" style clothing.","Written August 5, 2019"
75,Grahame H,3.0,"Interesting building but inside there was a huge hall with many unusual chairs which I suppose were interesting but not particularly inspiring. The interior is worn and in need of renovation, all in all it seemed like a bit of a white elephant","Written August 4, 2019"
76,Wojciech L,5.0,Amazing architecture - the work of Zaha Hadid. Interestingly arranged interiors - from the design galery to the shopping center. Worth a visit.,"Written August 3, 2019"
77,Satuah,5.0,"Here you can easily spend lot of time, impressive place also from outside and inside. Loved ""furniture exhibition"" where you see and can try design chairs all over from the world.","Written August 1, 2019"
78,Passport47233461404,5.0,A fantastic ceremony to honour those who gave their lives in the Korean War. The main hall was filled with people.,"Written July 30, 2019"
79,Elizabeth G,4.0,Some interactive design fun with chairs and pianos. This will either be a nice rest stop as there are tons of seating options inside and some lay down options outside or an enjoyable hangout spot if you enjoy design and art. Possibly a great place to get high quality gifts.,"Written July 28, 2019"
80,Jinnie,5.0,The plaza architect is stunning and exotic. It's really cool experience to walk through the buildings. There are some cherry blossom at the back of the plaza. (early April),"Written July 22, 2019"
81,Diendi S,5.0,I really like it here. They had some pianos laying around so I got to play them. I like the idea of entertaining fellow visitors :)  This doesn't have the LED rose since it's an exhibition that ended a long time ago (sad). But we got to walk around and appreciate the buildings in the night.  I know that they over some exhibition at the halls but for God's sake this place is huge. We just had like 30 minutes to go around the area so I really want to go back and visit this place again!,"Written July 22, 2019"
82,jchuii,4.0,"Cool building outside and in, located in the centre of Dongdaemun with the large shopping plazas, can come in to have a look around.","Written July 18, 2019"
83,Kat,5.0,"I really love the DDP - first of all its exterior design is so pleasing to my eyes. It’s curvy and fluid and just super cool. In the evening when it’s lights go on, it really looks like a spaceship out of Star Trek. I enjoy walking around its many corners adoring them over and over again. The inside is as cool as the outside. With interesting exhibitions, stores, and the most interesting stairs this place is really worth checking out and especially if you are into design, style, architecture and space.","Written July 17, 2019"
84,Valerie,4.0,"This building has a very cool architecture style and for those who love photography, you can also have a photo hunting day here in DDP.","Written July 5, 2019"
85,Syamim Safian (Mint),4.0,This place is good start for people who are still beginner in understanding minimalist art and urban landscape. The unique thing about this museum in my opinion that it is the pioneer of art sharing which is seen globally in terms of minimalist and urban art.,"Written July 5, 2019"
86,Kelvin P,5.0,A very stunning building. Every corner of this building is a very good photo spot. Also don't forget to take photos at 'I Seoul U' sign while you are here.,"Written July 3, 2019"
87,LG_Kay,4.0,"This plaza stands out in Dongdaemun area, with its large and unique design building. It is used to host various exhibitions, fashion shows, conferences etc. The building consists of the Art Hall, Museum, Design Laboratory, Oullim Square and Dongdaemun History & Culture Park. Just behind the plaza is a small and quiet park, with many free seats with umbrella covers.","Written July 3, 2019"
88,Mona Piega,5.0,I wasn't actually able to explore the place due to lack of time but I happened to pass by and took a selfie. I am awed by its spaceship-like design. I heard this is a shopping place for designer clothes and shoes so I think prices here are more expensive compared to those shopping streets like Myeong-dong.,"Written July 3, 2019"
89,247Carpe_Diem,4.0,I like the design of the building - inside and outside. There is coffee area as well. Love the design!,"Written July 2, 2019"
90,nancyrose,4.0,this design plaza is a sleek soft metal building with surrounding galleries shops & restaurants which is all very interesting and fun for the entire family! there is also the river close by below ground level to explore or picnic‼️👍,"Written June 28, 2019"
91,Michael T,4.0,"Dongdaemun Design Plaza’s curvy and wave structure catches my eye in a neighbourhood of straight, boxy office buildings. Without the signages you would not know where is the entrance to the building.  We walked around the DPP on a late afternoon to appreciate its exterior. Each different angle gives you a fresh perspective of the building.  We didn’t visit any of the indoor exhibitions. There are shops, cafe and restaurants in the basement, and street artists who could do a quick portrait for you.  The DDP is directly connected to a subway station. I’ll recommend a visit in the early evening.","Written June 27, 2019"
92,Linda K,4.0,One can't miss this delightful building when in the area -- but the delightful exterior far exceeds the utilitarian interior.,"Written June 26, 2019"
93,Jopard,4.0,"If you are a designer or has likes to see various creative work then this is an area you should visit while in Seoul. There are a lot of shops, exhibits, activities that you can visit and experience. Coffee shops, food shops, etc..are available as this is located on top of a subway train station (Dongdaemum History & Culture Park)","Written June 26, 2019"
94,Tiddy W.,5.0,"Good place to visit, chill and can be a nice place to explore. Recommend for people who interest in any event or designs. Flee market and food trucks available sometimes. Nice and creative architecture. Place to visit for designs and creative goods seeking. Temporary events rotate periodically. As time of my visit, there are many interesting events such as Hello Paul Smith and The Art of Disney The Magic of Animation. Flee market and food trucks in the evening as well. More spaces to walk around and chill out. Easy to access with many public transportations.  Idea to visit if you have spare time.","Written June 18, 2019"
95,Junie D,4.0,"If you happen to pass by this attraction, go ahead and give it a visit. You will be marvelled by the design/structure of this building. It seems to be a convention area for special events. The time we went there were several food and retail carts along the garden area. The adjoining underpass had shops to check out. Overall a good place to hang out and chill after a long day.","Written June 10, 2019"
96,wireless_in_CA,4.0,"This building was full of curves and flowing lines that made it one of the coolest buildings we visited. Inside an almost all white walkway spiraled up to the top floor making for a long walk along the outer circumference of DDP. A staircase with an oddly angled and brown contrasting steps brought us back down.  The building and surrounding areas were open 24 hours a day. I walked around for free inside but to visit any of the exhibits or museums you just had to pay an admission fee (roughly W16000 for adults). On the ground floor was a temporary exhibit on Disney animation which seemed to be quite popular. There also was a Disney store and lots of silkscreened animation scenes from the likes of Frozen, Big Hero 6, and Moana. On the second floor was an art museum. On the third floor was a children’s play area, some collaboration space and on the roof, a viewing area and a cafe. In the back was a lush landscaped area with seating, a piano and various art pieces. In the front was a large courtyard where lots of people were congregated.  My daughter previously visited during the nighttime and enjoyed seeing the building lit up. We will have to visit again.","Written June 5, 2019"
97,eshadkamble,5.0,The way its made it's super unique and beautiful. Situated in the biggest shopping district of Seoul. This area is surrounded by malls. Must visit to click some great pictures,"Written June 4, 2019"
98,RuiYee,4.0,Dongdaemun Design Plaza’s architecture is amazing..great sight with several shopping centers nearby.,"Written June 4, 2019"
99,Zee,4.0,"Glad that we saw this on-going Disney exhibition from 2019.4.19 to 2019.8.18. Really nice to relive the childhood memories and learnt more about how Disney actually evolves through the years. :-)Tickets are @ 15,000 KRW for an adult.  There's another area with cafes and shops. Else just take a seat outdoor and enjoy the breeze.  We saw the LED rose at night too!","Written May 26, 2019"
100,Deborah W,5.0,"Don't miss a visit to the DDP if you want to get away from temples for a while and see an ultra-modern side of Seoul. Aside from the architecture, the centre has other attractions, and shops. When I visited there was a Disney Animation exhibition. Definitely worth seeing. Oh, and if you play the piano, there are several dotted around the complex. Just sit down and play!","Written May 25, 2019"
101,BengJYT,5.0,The building designed by the wellknown late Zaha Hadid looks like a scifi spaceship landed in the middle of the city aurrounded by shopping malls. It looks amazing and walking in it feels like inside something surreal. Every corner is curved giving the feeling of endless boundary without borders. Really very interesting design concept and realization.,"Written May 24, 2019"
102,Crystal J,3.0,"I may have selected the wrong time to visit so take that into account. First, if you enjoy architecture, the building itself is so unique and beautiful that you can’t go wrong. The building, the artistic statues outside (perhaps the correct term would be sculptures?) are definitely worth seeing in person. The interior is peaceful and calm which contradicts what you might anticipate looking at the space age like exterior. However, there wasn’t a lot going on inside during my particular visit. If you have young kids, they would have fun on I believe it was the third or possibly fourth floor.","Written May 23, 2019"
