,이름,별점,리뷰,날짜
33,meilin l,4.0,This is more upmarket mall next to SM town and Starfield library. It has lots of different shops - great place to hide away from The summer heat. It also has restaurants serving different food with a cinema,"Written August 11, 2019"
34,JoyFranz,5.0,"The best place to meet colleagues in Seoul is COEX Mall, everything is here. We ate in a great restaurant, beauty products were all on sale here, kids had a wonderful time playing, and the big plus is the huge library with books everywhere. I wonder if they had English books there.  I was here a few years back (2015) but the changes took me by surprise. You could spend all day in this place. Coffee shops, restaurants of all types were here. Shopping for souvenirs and clothes were all in one place. If I had time, I would have liked to visit the aquarium and SM town but I was on a tight schedule.  Thank you my former students for meeting me here and seeing the gigantic library full of books. It was a great stop for me while I was in vacation in this country.","Written August 6, 2019"
35,smjkxsnoopy,3.0,"Coex mall is pretty much Korea's version of the mall in the states. Not just western designer such as Zara and H&M, but the layout is not your typical Korean style mall. Building is long instead of tall. I do recommend to come here at least once for the amazing library design. Stores are ok but the library has amazing layout with gorgeous backdrop. Also a good place to come if it rains.","Written August 6, 2019"
36,Vince2882,4.0,"COEX Mall seems to be the largest mall in S Korea. It has got everything from what I see ..... from clothing and accessories stores carrying domestic/international/designer brands .... I like shopping in Aland. Lots of restaurants and cafes inside this mall so whenever you're hungry, there's something to eat for everyone. It has a large cineplex with a total of 17 screens, the COEX Aquarium, the ASEM Plaza and the Event Court. The Starfield Library inside the Starfield Coex Mall is impressive with thousands of books and hundreds of seats. The library is located right in the middle of the mall, but it’s not your average quiet library as it's bustling with students and people having a fun day in the library.","Written August 3, 2019"
37,Ahmed L,5.0,Took the KTX train Seoul to Busan. The train ride was fast but only on few occasions did we touch the 298 km/h mark. But it was nice and thrilling enough,"Written July 28, 2019"
38,F L,4.0,"Excellent place for many quality stores for clothing, traditional Korean goods, dining, occasional small concerts, art shows, etc. Starfield public library in the center of the mall is a must place to visit.","Written July 16, 2019"
39,wesleywaisiu,4.0,"This shopping mall is huge with a lot of shops, department store, aquarium, duty free, casino, subway station, library, etc. The best is you can check in here for your flight. Stay near this mall if you need a convenience place for shopping.","Written July 4, 2019"
40,wireless_in_CA,4.0,"While the daughters were touring the SM COEXartium to get their fill of SM kpop, we enjoyed wandering through this upscale mall. Both Korean and International stores were located in this large, modern mall. Food options were plentiful and many looked trendy and inviting. A huge library was located in the center.  For more Kpop things, we went outside the mall to see the massive Gangnam Horse Hand sculpture inspired by Psy's Gangnam Style song which was viewed over 1 billion times on youtube.","Written June 30, 2019"
41,Alexander Mokretsov,4.0,"Really good underground mall with numerous shops and eating joints. The shops are mainly of democratic brands like Armani Exchange, Zara, etc. Lotte Duty Free is also there as well as an interesting bookshop and Kakao Friends store. The complex also encompasses an aquarium, a movie theater and a library.","Written June 26, 2019"
42,Marie Annette K,4.0,"It is huge and it is very very easy to get lost. So honestly check out the library and then some local stores, because otherwise it is a large mall with a pretty good food court.","Written June 23, 2019"
43,Shikataganai73,5.0,"Not all libraries are quiet spaces. In this area there are huge walls of books right in the center of the mall. It makes for a perfect picture opportunity but also an opportunity to read books, socialize, or relax. Attached to the mall are many shops and restaurants and at the opposite end there is the aquarium.","Written June 22, 2019"
44,Linda K,4.0,"The world's largest underground mall contains numerous retailers, as well as the huge Starfield Library. However, if you want to come out into the light of day, be sure to cross the street to explore the Bongeun-sa Buddist temple and enjoy the unique Hyundai Development Company headquarters, Tangent.","Written June 17, 2019"
45,vonireland,4.0,"Then this is the place to go. Loads of nice shops, plenty of places to eat and drink plus all kinds of attractions including a library and an aquarium!","Written May 24, 2019"
46,Jenna,5.0,"Lots more to do than a typical mall, including a movie theatre, aquarium, library, and every type of food you can imagine.","Written May 19, 2019"
47,L. Lee,5.0,"I normally frequent several of my favorite stores there.This mall has all of the stores I wanted all in one place. Daiso, Pierro Shopping (competitors to Daiso), Butter store for specific items I want to buy which we don't have in the U.S.","Written May 16, 2019"
48,Jek L,3.0,"The library was huge and very nice! But almost all the books are in Korean so unless you know Korean or bring your own book, it’s simply a place to sit, relax, and people watch. There are also cafes and an E-Mart inside the library.","Written May 9, 2019"
49,Mike M,5.0,"I walk here at least one Saturday each month, to shop at No Brands and The Hyundai stores, eat at one of the many restaurants, pay my mobile bills at the SK.Premium store, watch a movie at Megabox, have a smoothie from Joe & the Juice and walk around for a while looking for sales in the myriad of other shops in this large modern underground mall. Definitely worth a visit and it's easy to reach by bus or subway.","Written April 20, 2019"
50,FrChAKL,4.0,"COEX mall is an upmarket underground shopping mall. Having been to several shopping malls before in Asia and Europe, the place did not excite us. We did not spend a lot of time here. The main reason we come across this place is because of the Gangnam style sculpture which is located at the eastern patio of this mall. It is a bronze sculpture of two fists/hands overlapping each other just like the fists motion of the gangnam style dance.  We took a lot of pictures with the sculpture on the background.","Written April 18, 2019"
51,Angelia W,3.0,"We came here to visit the library. A good mix of restaurants, fast food, food court, local and international brands. Love the Copenhagen flying tiger and Butter which offers creative and innovative home decor products.","Written April 15, 2019"
52,Jinny J,5.0,Seoul is famous for its markets but you can have a more relaxed shopping experience in Coex. I'm not much into fashion but I can stay for HOURS in the home section in ALand. It's got a huge collection of items from Flying Tiger Copenhagen which I love because they're fun and funky and oh so cheap. The food court offers a wide range of choices too!,"Written April 11, 2019"
53,iche,4.0,"If you are into mall tours, this is the perfect place for you. It also has a library and the Gangnam style statue outside the mall... Nearest subway Samseong station.","Written February 25, 2019"
54,Nkelln,4.0,We were staying near by and visited the mall frequently for shopping and dining. Great mall. Super clean. Lots to do and see.,"Written February 12, 2019"
55,liyana1987,4.0,"Went to this mall because I wanted to take photos at the library. There are lots of shops here - pharmacies that sell beauty products, my favourite store Aland, Innisfree, bookstore, cafes, aquarium etc.","Written January 16, 2019"
56,SueT0826,3.0,The underground mall is a great place to go during the winter months. There are plenty of stores to browse. My favorite park is the public library inside!,"Written January 11, 2019"
57,Erico2709,3.0,"Given this mall is spread so wide, it will take much walking to cover the grounds. You will find all your known brands inside. They even have an aquarium but will need entrance fees @ 28k won to enter. Lots of restaurants and cafes as well.","Written December 31, 2018"
58,Bini,5.0,So if your in Seoul and in the Gangnam gu area this is a mall you should visit. These are my reasons: 1. The mall has very different and unique shops available 2. Neva seen a Library inside a mall and it's so huge and the you won't be disturbed by the sound of the shoppers outside. There is soft music heard in the background. 3. Had a LOTTE duty free inside (things are steap but if Ur brand conscious - not a bad decision to visit then) 4. Fabulous Aquarium inside the mall. This Aquarium is HUGE. Even better than the Ripley's aquarium at Toronto  The food options is also good enough for all kinda traveller's.,"Written December 3, 2018"
59,therustictraveler,4.0,If you are in Seoul definitely come by COEX and spend a day or afternoon. There are great restaurants with a variety of international cuisines which is great if you need a break from Korean food. It is a nice place to shop and browse for gifts as well. Make sure to check out the library which opened a couple of months ago. It makes for great photos!,"Written December 1, 2018"
60,LauraJC13,5.0,"It is really the largest underground mall in Asia!! Despite being so large, signage are well placed & very clean mall.","Written November 22, 2018"
61,aswad9,5.0,This place carries a cheap dollar store as well as foreign and Korean brands. It has an area to get souvenirs. Picked up some great Korean shoes and clothes. I feel the prices are very comparable to the States but way better quality. The library is great to see.,"Written November 15, 2018"
62,Annie Pham,5.0,"The prettiest library I’ve ever seen! This library located in the middle of the COEX mall. The library is lovely and in a quiet environment, very modern design!","Written November 14, 2018"
63,Lisa C,4.0,"The mall can be reached via 2 subway stations, Samseong and Bongeunsa. Can walk straight via underground into the mall. With many retail shops, F&B and SM Town (a 6 floors k-pop museum), one can spend hours in here. Special mention to the brilliant library which is a must visit. It’s an open concept.","Written November 10, 2018"
64,acablyn,5.0,"We have limited time visiting Korea but we made sure to visit Coex. We visited Coex near closing time so we went straight to the library. I love the library, it is a good place just to rest and read. I can spend my entire day here. I will surely go back here.","Written November 6, 2018"
65,WunderlustOne,5.0,A great place to eat and shop. We stayed at a hotel connected to the COEX which made it very convenient/an adventure when we looked for different restaurants for our meals. They have a really interesting library in the middle of the COEX.,"Written October 31, 2018"
66,tn h,4.0,Big underground shopping mall with lots of things to do. A lot of restaurants to choose from. There’s also a food court which we tried out. The highlight was the library. A must see!,"Written October 30, 2018"
67,ucartech,4.0,"Coex is very huge mall with lots of shops, restaurants and entertainment places like cinema, aquarium etc. However the best thing about this mall is the amazing libaray in the middle of the mall. If you tired after lots of walking at the mall, you can relax at the library even though most if the books in Korean. Shops are ordinary, nothing is unique and most of them is Korean product.","Written October 13, 2018"
68,Courtney C,4.0,"There's quite a lot to see here, full of shops and restaurants and even the beautiful Starfield Library. It's in a great area, close to many cafes and restaurants and even close to Bongeunsa Temple so to me, this is a must see mall and area.","Written October 10, 2018"
69,cocoanutty,4.0,"If you have seen the movie Beauty and the Beast, you know the scene where the Beast takes the blindfolded Belle into his library and then, upon removing her blindfold, she looks up and all around and sees this library that stretches as far as the eye can see in all directions. THIS is the same library! I am sure of it! Perhaps it was the inspiration for this portion of the movie. Come to COEX Mall just to see the library and you will understand what everyone is talking about! I loved seeing entire families sitting there together with books. I was amazed to see children off all ages, sitting in nooks against the window panes, reading. How wonderful of Korea to have inspired so many children to enjoy the simplicity of curling up with a good book. A real, actual book, not a tablet or a computer. A paper book to hold in their hands. I hope more countries will be inspired as well.","Written October 4, 2018"
70,Echo702,4.0,A place with everything what you want! And the most spectacular ‘Starfield Library’ 📚 is the highlight herer.,"Written October 3, 2018"
71,Hend,4.0,"One of the best shopping malls I really enjoyed it here , everything in one place and the ResturAnt's are good","Written October 2, 2018"
72,TariqQsahib,3.0,"It is a pricier shopping mall with mostly high-end stores. The library is interesting, which holds live bands, frequently.","Written September 26, 2018"
73,travelcloud,4.0,We love going to COEX Mall and seeing it's ever-evolving range of clothing and food stores. The library is an amazing photo opportunity for the savy tourist. We found ourselves constantly walking in circles and getting confused direction simply because of the size of this place. It is a great mall to visit!,"Written September 23, 2018"
74,Irene Y,5.0,"Great Place to shopping. many products with many promo and disc also.  also the library, it's really cool","Written September 3, 2018"
75,highimpactuk,5.0,"Housing the largest underground mall in Asia, this place served as a great respite from the blistering 2018 summer heat. You will find plenty to do here - there is even a library! There are also plenty of familiar names for shopping. Having come here with the family, my wallet was very much lighter when we left!!","Written August 27, 2018"
76,RichardDanielson,5.0,Huge and packed mall! There´s something for everyone. Also great for buying fun souvenirs or toys. Many coffe shops and restaurants. You can easily kill many many hours in here. Dont forget to visit the peaceful bongeunsa temple right next to the mall.,"Written August 19, 2018"
77,LostInTimeAndSpace,4.0,"Great things about this Mall  1. The library: beautiful 2. great collection of stores 3. has a aquarium, great for kids 4. easy to get to by subway(via line 2 green line)  However, you need to watch out for LUNCH TIME. All the restaurants are packed with hungry lunch goers, you literally have to wait in line for everything. You can't even find a seat at the cafeteria. It's just that busy. So my advice is eat early or eat late, just don't expect to walk into a restaurant around 12:30 and get a table right away.","Written July 30, 2018"
78,H M,4.0,Specifically visited here just to see the Library within this shopping mall!! It was wonderful to be surrounded by so many books and so many people reading!! The glass roof is a great addition for those studying below. I'd love to know how they reach the ones at the top!!,"Written July 28, 2018"
79,Kinga,4.0,"The stores are really expensive, but you can find cheap stuff if you're determined. The food court is breathtaking, the variety is huge. There's even a supermarket part of the mall, with kind and helpful employees. The library speaks for itself.","Written July 26, 2018"
80,Ninna157,5.0,"The mall is underground, and very wide. The building that you saw, a part is SM TOWN, and others maybe offices or places for exhibition. Because when we went there, there was baby- something -exhibition. Inside the mall there are cinema to watch movies. But, since we thought the subtittle would be in korean/hangul, we decided not to watch movie there. But the place is so nice and big. there is arcade games; cafe; also marvel shop and it's quite complete. There is big aquarium too. But we decided not to go inside. We got there already night. shame. But most of all, I really like to go to SM TOWN. Hahahahaha... eventhough I only sight seeing, but it was so amusing. Must go there for tourists who are fans of KPOP!","Written July 26, 2018"
81,Intrepidbirdlady,4.0,It’s a huge underground mall with many stores selling so many things and some restaurants. Worth seeing if you’re in Seoul. We did not go to the aquarium or cinema so cannot comment on those. A typhoon was expected the day we went so it was wet which may have accounted for the crowds.,"Written July 18, 2018"
82,REVEAL666,4.0,"The awesome library allows you to take dozens of fantastic photos and make sure you are able to stand out among instagram,","Written July 12, 2018"
83,Mr_and_Mrs_Alnoaimi,3.0,"Worth a visit just to see the library. If you are staying in one of the nearby hotels, it's a good place to walk around in the evening.","Written July 11, 2018"
84,annahN329EC,4.0,"Specially traveled here to visit the library. Not very huge, but definitely worth taking some nice pictures. Also dropped by the SM museum and aquarium since I was already there. Had a quick lunch at the basement CJ foodcourt. Limited options and food was alright.","Written June 22, 2018"
85,Hock Lye,4.0,With the locals even on a weekday. Not sure if it’s the season but most of the Brand are on sale. There’s a good mixed of local and foreign Brand. Good place if you’re looking for fashion and cosmetics.,"Written June 21, 2018"
86,Olakie,5.0,Awesome place to visit.Many shops and nice food. Always has something going on. Great atmosphere to walk around or relax.,"Written June 18, 2018"
87,kikiC,3.0,"This shopping mall is easy to get to via subway, and offers a comfortable shopping experience with international clothing brands and a few trendy korean brands. If you are looking for a lower price range of clothes or unique korean designer clothes, this mall is not recommended.  But be sure to check out the starfield library which is a very famous photogenic spot!","Written June 16, 2018"
88,OVeeh H,4.0,We were looking for the coex aquarium and found out that this is where it is. I dont see any sale except this is where the cheapest fon covers can be bought and i regretted not buying. And also the receptionist can speak english well so when you’re lost try asking. This also close to SM Town. And their book shop/library is the highlight it was too huge and it’s good take some photos!,"Written June 8, 2018"
89,doraeORM,4.0,"You can find everything you need here; foods, stuffs you'd like to buy or cinema. Also museum of K pop stars. ;-)","Written May 26, 2018"
90,lidyamelia,4.0,"This is stunning mall, the big dashing design libraries and equipped with high brand clothes and food, there also kimchi museum, my planned to korea 2nd time is not to explore mall but my “new” friend tag me along to her ittn so i was amazed with this huge mall.","Written April 3, 2018"
91,George128,4.0,"Dropped by the Lotte DFS COEX for a quick Prada shopping. was able to get a 10% discount using the Lotte VIP gold card. you can apply for it at the entrance as long as you have a VISA signature card. As Prada is not a local bramd, you can only collect it at Indheon Airport on the day of your departure. For local Korean brands like their skincare and cosmetics., you can collect your items on the spot","Written March 31, 2018"
92,pilgrim_gsa,5.0,"Visit this shopping mall that has different shopping experience as also several well known Korean and international fashion brands and home style shops .There are several restaurants and cafes in the mall not to forget a magnificent public library in the heart of the mall.It also houses banks . The mall opens 10.30 a.m. and closes at 10 p.m. Customers can visit by Line 2 at alight at Samseong Station Exit 5 & 6 and Bongeunsa Station Line 9 , Exit 7","Written March 25, 2018"
93,Teresa Punto,3.0,"This mall has an amazing core library and that’s all, it has the same shops than any other mall, and for instance uniqlo has fewer clothes or Kakao friends shop is smaller than others. So if you are going to stay a couple of days in Seoul it doesn’t worth a visit","Written February 18, 2018"
94,123ratna,5.0,"it's a must visit shopping mall, we can find something different from any others, when shopping mall and a library as one. very instagramable, take picture right at the library or the mega popcorn at the mega box cinema, I bet you won't regret it.","Written February 8, 2018"
95,LouisVal,4.0,"A great place to get out of the cold in the winter. It can challenging to get here from the city center in a taxi (especially when it is snowed and rush hour), so the metro may be best way to get there. Lots of food options and shopping. The library was very cool.","Written January 30, 2018"
96,fhpannsg91,5.0,"This mall is the most interesting place, if you are planning to visit Korea in freezing day or scorcher. Simply said, this place provide everything in a just an area, shopping, sightseeing, theatre, eating, hotel, and even aquarium. it's really huge so please beware of using information centre or electronic map in the mall. Additionally, the mall is connected with Sam-sung station (in line 2), so the first-visitor will not be struggled with finding a mall.","Written January 24, 2018"
97,singhalanju,5.0,"It’s a nice big mall with lots of shopping, food courts and a n aquarium too. Many international & local brands can be seen,. Outside the mall there are many food stands with long queues","Written December 29, 2017"
98,Harshavardhan m p,4.0,"Large mall with lots of food types. Connected to samseong coex station & can be easily covered. Lots of shopping, spacious & Asian, Thai, Korean foods are available.","Written December 25, 2017"
99,trooper92,3.0,"Covering the underground of a huge block (under COEX, hotels, office buildings), there is a large number of mainstream shops, several food/restaurant courts, a two-storey library - except for the restaurants and the shoppers you don’t get a specific Korea feeling here. Prices appear also to be slightly higher than in traditional shopping areas.","Written December 16, 2017"
100,Joyman L,3.0,"We only visited here for the Brick Live Lego shop. During our short visit, it seems the mall has events at their exhibition halls.  In addition to restaurants, there were McD and other fast food joints. Mall is connected to the Seoul metro.","Written December 15, 2017"
101,bluemocha,3.0,"Family and I came to this mall for shopping on the recent vacation. A member of the family got stomach issues from bad food for several days. Finally could not wait any longer so we stopped by a doctor office for medical attention. All we paid was about $20 for doctor visit(in the state it could cost hundreds without insurance), the clinic look very professional, inside the doctor office there are medical instruments(high tech and low tech) all around. After consultation, doctor prescribed medicine that we got at a pharmacy next door, very convenient.","Written December 13, 2017"
102,julai h,4.0,"huge mall with plenty of things to do (cinema, aquarium, library, shopping, cafe, restaurant).  shopping wise is not the go to place. But intersting library design worth the visit.","Written December 10, 2017"
103,Annieben14,3.0,The library was amazing! But to be honest I was pretty disappointed by the shopping. We went out of our way to go here after reading so many reviews but didn't find anything special or exceptional shopping wise. Anything you can find here you can find and Lotte Department Store or any other shopping area. Worth a visit if you are close by.,"Written December 10, 2017"
104,SabahBah,5.0,"Starfield COEX is a vibrant underground mall which offers visitors an amazing diversity of experiences. There is a beautiful library which radiates an aura of serenity in the busy mall. Authentic cusine from Turkey, India, Thailand and range of Korean food and fusion food. The mall is linked to the exhibition halls which can be accessed easily on account of the excellent signage. Prices are reasonable and the mall offers very good value for money. A must see, must experience mall. Five stars from me for ambience and feel good factor. Amazing Korea.","Written December 1, 2017"
105,JJ_tomford,5.0,"Coex is a huge mall in Gang nam, seems like it has everything including the coolest library. Can you imagine a library in a mall? Worth a visit to take photos!","Written November 25, 2017"
106,LNKHN,4.0,"The library is very impressive with nice design and many books. We took a lot of photos there. There are many people reading the books and having a cup of coffee. There are many shops, restaurants there also. It is nice to visit this place.","Written November 19, 2017"
107,Bob L,3.0,We went there to see the huge library. It was on the ground floor in the COEX mall. It was “MUST SEE” spot. There were many people who actually use books. I wished if I could have read Hangul.,"Written November 10, 2017"
108,Joe,3.0,Found an under 10$ store here and bought a lot of items. It's an underground mall. Very large and easy to get lost. Has a fantastic library here and an aquarium,"Written October 8, 2017"
109,TaherAlbaghliJulian,1.0,This mall in gangnam area and it far from my Hotel Lotte city.In my opinion this mall is waste of time nothing especial and you can not compare it with lotte department store.It too expensive.This place is good for meeting not shopping.In fact this place was huge mall before change it.I will not come back,"Written September 19, 2017"
