,이름,별점,리뷰,날짜
12,Candy1908,5.0,"I visited Seoul and really enjoyed the time with my friends. We stayed in the capital for 2 nights and explored some famous sites there: Gyeongbokgung Palace, Bukchon Hanok Old Village, Seoul Stadium... shopping at Myeongdong was a must and tasted street foods there which would give us happy time for the trip.","Written October 22, 2019"
13,Sarah,4.0,A great place to walk around and enjoy some space from the hustle and bustle of Seoul. A very child friendly environment.,"Written September 20, 2019"
14,Mister T,5.0,It's an oasis in Seoul. Walking in this park/mini forest really makes you think you're out in the country side. It's very relaxing and enjoyable. Many attraction for kids as well. Great for outdoor activities.,"Written June 4, 2019"
15,sashkello,5.0,"Came here for a walk with our toddler, and had lots of fun. A great big playground, a little corner with some water-themed equipment nearby. Deer feeding was prohibited, not sure if permanent or temporary... Large territory to explore with lots of pretty views and photo opportunities. Not sure it's a good option as a tourist destination, but if you want to spend some time with kids in a park and explore the territory, then it's the place to go.","Written May 19, 2019"
16,ahelasumi,4.0,"There are 2 subway stations nearby the park. one is green line and the other is yellow if i'm not mistaken. I think the yellow line is nearer than the green line. This park is not so crowded, we came around 6.30 pm and had a great time enjoying cherry blossom.","Written May 7, 2019"
17,Lizayam,3.0,"We visited Seoul Forest early to feel the morning breeze since the temperature when we visited was still around 9deg. As the name implies, it is a big place. There are so many areas to visit but it takes a lot of walking to reach each part. And some directions won’t lead you to what is indicated. The only area we enjoyed most was the Tulip Garden where flowers are in bloom and in different happy colors. There are even cherry blossom trees in between. It felt refreshing and very calming. If you are a nature lover, you can try and visit Seoul Forest.","Written May 5, 2019"
18,Kat,4.0,"This was my second visit to Seoul Forest. I went on Saturday and I was surprised how many beautiful tulips there were still blooming at the tulip garden. The park was crowded, but it was still leisurely and I enjoyed my time. I will return in the fall for the foliage. Definitely, check this place out if you are looking to spend a leisurely day out. There are a lot of cafes and restaurants surrounding the park, as well some snack places on the premises.","Written April 29, 2019"
19,CanisHan,5.0,"C ( 19.04.23 ) I visited this park after lunch for walking. The park was well-managed and bigger than I think. I walked around in the park, there had many flowers, trees, and sculpture. There was good place to had relax time and to walk leisurely in Metro city. The smell and view of tulip was very good to me. Though this park was located near my office, but I didn't visit till one year past. I'll visited sometimes after lunch. Very good park in Seoul.","Written April 23, 2019"
20,Rhoe25,5.0,"Early spring visit, where trees and flowers just started to blossom. This is one of the best parks I've ever visited.  Fresh air and cool breeze! I call it Forest in the middle of the city. 😍😍","Written April 13, 2019"
21,Brian,3.0,"It’s still pretty cold in Seoul and the park was full of dead trees and grass. The winter chill has prevented anything from growing and no one but a few elderly were walking in the park. I trust the reviews of my fellow TripAdvisor users that this park is great during the warmer parts of the year.  The park has paid parking, and easy access from the subway station. Buses do also frequently stop at Seoul Forest. The restroom is cleaned regularly and well maintained.","Written March 5, 2019"
22,Sammy Ding,5.0,"If you're staying somewhere along Apkujung or Cheongdam, this park is just across the river on Seong-su bridge. Nice place to go for a run.","Written January 9, 2019"
23,yanyanyanyan1996,5.0,I went in spring so it was really chill bring your mat and food to picnic and chill there! the cherry blossoms were in full bloom really just gorgeous !,"Written January 9, 2019"
24,yipjcs88,5.0,"In autumn, Seoul Forest becomes magical as the various trees change into yellow, orange and red. The weather is cool so it is more pleasant to walk around.The forest is easy to reach by the Seoul subway. At the Seoul Forest station, use the lift near Exit 3 to reach the ground level. Turn right and then left into Under Stand Avenue. I spent some hours in the forest, exploring the various parts. From the entrance, I kept to the right of the forest as the trees on that side were particularly colorful.The weather was cold, so the bird corner at the far right was empty. Then I turned back to the rear of the forest where the Ginkgo Road, under the afternoon sun, was absolutely absorbing. From there I passed under two bridges on my right to reach the Deer Corner (with spotted deer). Later I returned to the entrance, passing by the lake. I spent over 4 hours there, totally absorbed by its beauty in autumn. The forest is huge hence it is important to plan your walking route beforehand.","Written November 11, 2018"
25,Robin B,5.0,"We enjoy walking in city parks and this one has sculptures, a deer consul, insect and butterfly gardens (although the latter sections are bare bones in October.) If you have children, there are some good play structures, slides and lots of free space to run around in.","Written October 23, 2018"
26,TravelingLia,5.0,"This park is well managed and a great place to enjoy autumn of South Korea. If you want a silence from the busy city of Seoul, this place is where you should be. Check out pork BBQ shops nearby as well.","Written October 21, 2018"
27,Quingbee,4.0,"I really wanted to see a deer as I've never encountered one before. I went to the park and the weather was perfect. There were also children on a trip the day I visited. We fed the deer via a vending machine that sold food for the deer and I honestly enjoyed this experience.  For a tourist though I can understand that this isn't something everyone would enjoy. My mother didn't even bother coming with me as she found it 'boring' but I really enjoy long walks and just sitting down, people watching.","Written October 20, 2018"
28,yks007,3.0,"This is a park and not really a forest as the name suggested. There are many areas to sit around and have picnic, This is a park where locals will go and have their week end family picnic or gathering. Nothing much for the tourists.","Written October 17, 2018"
29,Isabel Dekeyser,5.0,"Beautiful park to go to, if you have time visit this place for sure. you forget that you are in a city when you walk there","Written October 14, 2018"
30,Peter K,5.0,"I went in early October. The trees beginning to change colour from green to orange. Very relaxing, beautiful and calming.","Written October 14, 2018"
31,Lyn K,4.0,"I always enjoy getting out into fresh air and be amongst trees. Worth the train travel to reach this lovely spot. Walking paths good. Relax and rejuvenate with the peaceful surroundings. A few deer in an enclosure sure to delight. You can walk all the way to the main Han River with great views of city. Basic cafe on site, but you can bring your own food and enjoy anywhere in the park area. We loved our visit.","Written October 13, 2018"
32,jaeheey2017,4.0,"If you look for the place for picnic and bicycle around eastern area of Seoul, this is the proper place to go. You can rent a bicycle or can bring yours. It’s good for walk and have rest throughout the day.","Written October 8, 2018"
33,Miles F,4.0,"Lovely park with fun slides and play areas for kids, interesting areas like the deer corral and insect rooms, and lots of lovely greenery. Some of the signage had us looping around trying to get to certain areas and I ended up having to use GPS map to get to some parts.","Written October 3, 2018"
34,JHL,5.0,"This is a very large park in Seoul. People who live in Seoul come and rest here. Many family visitors. It's not bad for tourists. But, there's nothing fantastic.  - The entrance from the east seems to be main gate with a parking lot. 10~15 min walk from Seoul Forest Metro Station(Bundang Line). - Huge park. Bicycle rental is recommended to take a look quickly. Ttareungi(Seoul Bike) is much cheaper than bike rental shops. - Tourists may have enough fun when there's an event like a concert. - Snack bar on the west is not cheap. They have good snacks like squids, potatoes, sausages, etc., though. - There are rabbit farms, carp ponds, deer farms, butterfly farms, greenhouse, etc.","Written September 27, 2018"
35,eljn1983,5.0,"This park was lovely, with beautiful greenery, landscaping as well as architecture. Managed to take some nice shots. Wasn’t too crowded on a Tuesday morning. Worth a visit.","Written September 18, 2018"
36,unizfree,5.0,"Went Seoul for an incentive trip and got a half day free on the last day. So I decided to go Seoul Forest to see butterflies. I went there by taxi and walked around in the large park, finally got into the butterfly garden. I’ve already able to see a lot of butterflies outside the butterfly garden. It’s a good experience to learn ecological in other countries","Written August 28, 2018"
37,rmz123,4.0,"It is a very modest place where mostly elders go to exercise. There are also deers that you can feed by buying their food from a vending machine. There is also a piano for the public that anyone can use. However, you will not find much activities to do especially during the weekends.","Written August 16, 2018"
38,Mei Y,2.0,"There's just nothing much to do here and a whole lot of bugs. There is, however, a public piano, if you can play","Written August 2, 2018"
39,zoemanchester99,5.0,lovely place especially when its hot. lots of places to cool down rest and enjoy the sound of trees. Allow atleast 4 hours to find all there is ...and there is loads for children and adults to enjoy,"Written July 28, 2018"
40,sft.s,4.0,"This park is vast, quiet and has a few interesting gardens such as butterfly, insect and deer garden. My kid has a good time there.","Written June 21, 2018"
41,Eiman A,5.0,"Espeasialy in aoutumn very lovely views with the color full of the treas , if there is wind you can see the leaves fill down like a rain oh i love it.","Written June 20, 2018"
42,Chiam ZH,5.0,"We went to Seoul Forest on a Sunday morning. It was accessible by subway, and there were many families with young children in the park playground and strolling around. The place was clean and well maintained, and there were bikes and four wheelers available for rent. We rented a few although they were quite pricey, and we had an hour of fun biking around the huge park. The weather was cloudy and cool, perfect for playing on the lawn. We brought along a frisbee and inflatable ball, and had a great time playing together. There were also cafes and restaurants nearby and we had lunch there. We walked to the Deer enclosure to view the deers, but the feed for the animals were already sold out by the time we reach (around 3pm). Nonetheless, we had a great day at Seoul Forest and it is a great place for a family outing.","Written June 16, 2018"
43,Kat,4.0,"I enjoyed walking around Seoul Forest. It was my first time visiting and I was surprised to see how big it was yet so easily accessible. Lots of paths to walk on and spaces to rest in the shade. There are plenty of benches, picnic tables and common sitting areas. Many people were also enjoying their picnic on the grass. A nice place for a family day or just for anyone who wishes to be in the nature in the midst of the city. With all the different trees, I think it will be lovely there in the fall.","Written June 11, 2018"
44,yipjcs88,4.0,"It was raining during my visit so there were no many visitors. The place is not difficult to find but it is advisable to research for it on internet before you go. From the Seoul Forest metro station, there is a lift that takes you to the ground level. From the lift exit turn right and then left into the "" Under Stand Avenue"", a short street with shops built from metal containers. If you are hungry there is a noodle shop with reasonable prices. Once in the forest, you can find the cherry blossom road on the left. The cherry blossom trees are large and they flower in early April.","Written May 17, 2018"
45,wheretojenny,4.0,"The place is serene. If you want to relax, exercise and take great photos, this park is one of the many places to be in Seoul. I would love to go biking someday around this beautiful place. Went there before spring comes to full bloom, but it was still gorgeous.","Written May 9, 2018"
46,StepheyTSC,5.0,"A must see place if you have time in Seoul. The place is good for picnics and families to enjoy the spring weather and greenery. Further in, you can see deers and rabbits etc in the park. The cherry blossom trees lined the entire stretch inside which was beautiful. Great place for photos.","Written April 29, 2018"
47,bucketlisttravellers,3.0,"Ok to walk through and some sanctuary from the hustle and bustle of the city There are deer to look at as well. They are in an enclosure, but they come up to the fence. You can buy deer food for 1000 won from a vending machine. However when we went (close to sunset) the vending machine was closed for the day.","Written April 25, 2018"
48,_wan006,4.0,Came here for spring and it was a great sight as the park is lined with alot of flowers. Park is quite big and didn't manage to explore around. Best to go in the morning before it gets too crowded.  Defn recommended for those that likes to go for a stroll or a walk. Located near to subway station - Seoul Forest- .,"Written April 20, 2018"
49,dgbkcu,5.0,"I took a walk through Seoul Forest in February. Despite most of the plants being brown and dormant for the winter, I enjoyed the quiet and the design of the park. I can only imagine how much more wonderful it would be in the warmer months. With all of the activity in a busy city like Seoul, this park offers a moment to walk, talk, think, and rest before heading of to the next activity. In winter, go at least to take a walk. In the warmer months, plan to stay awhile longer and sit or play.","Written April 12, 2018"
50,Anastasiya,5.0,We went there for a quick walk on the last day of our trip. Seoul forest is located pretty much in city center and is easily accessible. It was very nice to walk around the park in a peaceful quite atmosphere.,"Written April 11, 2018"
51,inzman,5.0,Wow ! In a busy city it’s a wonderful getaway. We really enjoyed the peaceful atmosphere of the forest in a city. I highly recommend it.,"Written April 11, 2018"
52,kordani,5.0,"Very nice big park. Lots of space for a picnic now the weather turns warmer as well. If you like deer, make sure to go see them. The ""understand avenue"" is also worth a visit if looking for a nice beer or handmade goods.","Written April 11, 2018"
53,GuideInSeoul,3.0,"It is very clean, with beautiful artworks installed here and there. However being a Russian I could not call it a forest... For forest is something massive, at least when you cannot see the end of the forest upon entering. Seoul forest is sort of park to me, a tiny island of nature - I would say.","Written April 9, 2018"
54,RommelFabro,5.0,"Seoul Forest is underrated but it’s my favourite place in South Korea especially because we went there on the middle of Autumn. It was beautiful and just provides you all the romantic —or otherwise dramatic— ambiance. With all the trees wearing different colours. Besides the deer park, my favourite place is the small stadium with a piano at the center. Make sure you practice your piano pieces before going here. It will be a memory you’ll definitely keep.","Written April 3, 2018"
55,Karen B,4.0,"I took the train here - very easy and cheap. Train station is only a 5 min walk to park. This park is very large, I probably spent 2 hours walking around it taking pictures. There are pretty birds; trees; art sculptures everywhere; deer corral; insect exhibit and tropical garden centre and more. Give yourself time, perhaps pack a lunch (though lots of good cafes around) and enjoy the space. I was happy I went (tskuem station on line 2 is what you want for the park)","Written March 31, 2018"
56,Fanny M,5.0,"Actually, we expected more from that place but it's still really cute. You can have a walk there with your partner/family/friends/dog, etc. It's convenient and it gives some calm even though it's in Seoul","Written March 18, 2018"
57,Larry L,5.0,"Beautiful park, great place for the kids to run around and exercise. They have very unusual playground equipment, wonderful stuff I've seen no where else. The insect garden was cool and we all loved feeding the deer. Easy to get to by the metro.","Written March 13, 2018"
58,Quack H,3.0,My friend took me to Seoul Forest and we spent half a day there. It was a huge park and there were deers.,"Written March 6, 2018"
59,milvetmac,5.0,"you cannot go wrong with a trip here! if youre in s. korea, and within an hour or so drive... youll not be disappointed in any way! i would have driven 2-3 hours to see this beaute'","Written March 5, 2018"
60,Nicole L,5.0,Seoul Forest is a beautiful spot in the middle of the city. I visited in November and the weather was perfect. The cool temperatures coupled with the autumn leaves made it one of my favourite spots in Seoul. Be sure to bring a camera to take lots of pictures. There is also a shipping container shopping center near by.,"Written January 10, 2018"
61,Fearless747893,4.0,I would definitely go back there.. One of my favorite place in korea.. too cold but that's fine i enjoyed the romantic ambiance of the place❤️,"Written January 8, 2018"
62,K1 R,5.0,"I have been to Seoul Forest several times and it's been relaxing and refreshing every time. It can get pretty busy on the weekends, but still not too bad when compared to other parks in Seoul.  pro tip: cherry blossoms are amazing here, best in Seoul (imo)! However, you have to walk across tukseom and gosanja intersection to get to them.","Written January 3, 2018"
63,Joyman L,3.0,"Seoul forest which is 5min walk via Seoul metro (seoul forest station, Bundang line) is located close to the city. On approaching the park, there was a communal city veggie farm. It is free entry into the park and bicycles can be rented near the entrance.  This large park which can be seen from Namsan Tower, housed Seoul's first water purification plant. The purification plant which is still active can be visited in the park. In addition to the purification plant, there were other attractions such as the Cultural Art park, butterflies and insect garden (there was a rabbit pen close to the butterfly garden), deer feeding at the Ecology forest or just strolling through the park.  There are several convenience stores in the park selling snacks, coffee, ice cream, etc. Toilet and washroom facilities also available.","Written December 28, 2017"
64,n80mi,4.0,"Great place for a change of scenery! The forest isn't that big, but it is full of at least an hours worth of things to look at! I was there in June and the weather in Seoul was hot and very humid but, the trees in the forest provided a lot of shade.","Written December 26, 2017"
65,ntelee,5.0,"In front of my house It's very lucky to have this kind of park near my house with Metro station, easy to access to Gangnam and City center. bicycle rental available","Written December 22, 2017"
66,DekYing B,4.0,I always visited there when i’m in Seoul. There is such a calm place in a big city. It is a good place to take a rest. I can enjoyed my autumn with colorful leaves. I will go back again and again.,"Written December 10, 2017"
67,ruffeecola,5.0,There is a food truck area upon the station exit. You get to visit here during autumn season for the ginko leaves.,"Written November 16, 2017"
68,morethanblue,5.0,"One of the nicer places to visit in Spring or Autumn for its cherry blossom or fall folliage in Seoul. Visited there in Autumn and wasn’t disappointed at all. It’s like forest bathing, you get to soak in nature and spend some relaxing time in the forest. Great for families, couples and even solo travelers to visit!","Written November 10, 2017"
69,Sadicay,5.0,"Trees flower etc.  You can feed the deer and enjoy leisure walking.  Not crowded, you can enjoy the view.","Written November 7, 2017"
70,Joe,5.0,Some amazing colours here. Pinks and reds. Had a wondeful walk around. Can feed the deers or just sit and think. Fresh air and clean nature.  Highly recommend this. It's wonderful.  Seoul forest metro station. See if you can find the black cat that lives here.  Decent snack bar too. Had the fried potatoes,"Written October 3, 2017"
71,Tony B,3.0,"This was on my list of places to see to complete my 'I've seen most of Seoul' list. While it was a pleasant afternoon I would have said the park was a bit of an anti-climax. If you live in Seoul it would probably provide a great opportunity to get back to nature, but as an Australian it was like many of our 'parks'.","Written September 16, 2017"
72,RanikMayer,5.0,"Not comparable to Bukhansan, but nice for a day trip, if you have time to spare. I loved the atmosphere change and the good time. Worth it.","Written August 30, 2017"
73,Wonder,3.0,"We went there with 2 other families, together there are 6 children and 6 adults. My younger daughter enjoyed the cycling. However, I find that the bicycle was not very stable. One of the other kids had fallen off the bicycle when riding.  But in the forest there is a big playground which the kids enjoyed very much. They also enjoyed seeing the deer.  We saw a lot of locals having picnic which I can understand why subsequently as there is not much eating places.","Written June 15, 2017"
74,Sam,5.0,Big forest. Good weather makes this the perfect place to relax. The location isn't best but is a healthy environment for families and also couples,"Written May 14, 2017"
75,Dyn Z,5.0,"A lovely bike ride around the park. Seoul Forest is hugeee! If u skateboard, there's also a skatepark with ramps and halfpipes.","Written May 7, 2017"
76,SMLove226,5.0,"This is a great park for visitors of all ages to enjoy the outdoors for free. The Seoul Forest park has 5 distinct sections and is too large to see all of it in one day. There are nice, wide paths for walkers and bicyclists. We found the park to be extremely clean and well-landscaped. Bring your camera and a picnic lunch! There is also an impressive schedule of concerts and performances to see at various venues throughout the park if you like to plan in advance. We like to go simply for nature walks and find something new to do at each visit. One of our favorite discoveries was a large observation area where visitors can see different types of deer up close.","Written May 4, 2017"
77,mariannellacer,3.0,the forest is clean but not so much to see except feel the good breeze of the air and so good to travel on spring season,"Written April 20, 2017"
78,Kerryn72,2.0,"Disappointed by the 'forest' that was really an urban park. The eco wetlands were disappointing- just a little patch of water with a wooden boardwalk through it. It's a large area with different themes- there's a sports area, picnic areas, eco areas.... Wasn't what I was expecting!","Written April 12, 2017"
79,j-world-travels,5.0,"Nice place to take a stroll, feed some deer, look at the Han River, and go on a picnic among the grass, trees, and water.","Written March 30, 2017"
80,508shirleyk,4.0,"Nice park suitable for whole family have picnic at here. The park is very big, also have some animal you can see. Go there at the sunset almost can see the good view. And can spend one whole day in there. If you have time, this is the good choice to go to enjoy this relax place.","Written March 22, 2017"
81,Angela N,5.0,This is a large area of paths and trees in the middle of Seoul. Having visited in February there wasn't as much happening as there would be at other times of the year and the trees and fauna was dormant. However I would love to see it in the spring. The area was very peaceful although we could hear the traffic in the background. We saw the deer through the fence but the corral wasn't open when we went.,"Written February 15, 2017"
82,Mesy,4.0,It's a very nice & big garden in the middle city of Seoul. You can enjoy morning walk or evening walk. A lot of nice things to look around. You will see a stunning view during the autumn .... colorful leaves. Enjoy your day with some nice books here.,"Written February 8, 2017"
83,Georgeaussyd,5.0,"Very big park / forest in Seoul. You can feed deers, talk around. It's just like a forest, but you do get urban and traffic noise. A must go. One of the few green attractions in Seoul.","Written February 2, 2017"
84,mariedesjardins,5.0,"This was very nice to find in the huge city of Seoul. A nice peaceful place, not just another mega shopping mall. We enjoyed our visit in October 2016. We walked through the forest and enjoyed the fall trees, though they were just starting to turn. We really enjoyed feeding the deer. The butterfly house only had one species of butterfly so that was a bit disappointing. The forest is easy to get to using the subway. Weather was warm enough to just wear a t-shirt with a sweater over top. Ideal for all ages. There are play areas on site for those with children.","Written December 22, 2016"
85,addie,5.0,"Located in the outskirt of town, this forest is a great place to wind down and stroll amongst nature. It provides great landscape for photographs too. The park features a butterfly garden, deer enclosure (you can feed them too if you purchase the feed at the vending machine for 1000 Won). There are birds flying around. There are water features which works on a season with rainfall. The forest also connects to Hangang Park and river view.  Follow the map to enjoy a great stroll. Bundang (yellow) train line. Seoul Forest. Entrance of forest is at the back of the carpark.","Written December 20, 2016"
86,inzman,5.0,"Seoul has a forest? Yes and it's wonderful. Enjoyed our walk, fed the deer, went to the museum. It was great!","Written December 13, 2016"
87,Bitasta,5.0,"The Seoul Forest amidst the hustle and bustle of the city is a surprise. The well-planned eco forest is a must do for adults and kids. The play area is innovative, the deer park also serves as a good attraction. But the best part of the forest is the walk among the foliage and the bridge which takes you from forest to harbour front. I loved the planning, the thinking and the cleanliness of the place.","Written November 21, 2016"
88,chabawander,5.0,"It was autumn when we visited this place. Never expect that it was so beautiful and peaceful. It's even more beautiful than Nami Island. There were only few people or tourists in this park and that's what I love about it. If you want to feel the autumn vibes in Seoul, this is a must visit place with so many autumn trees in different colors.","Written November 20, 2016"
89,Andyrock81,5.0,"It felt a bit weird to be in a lush garden with high rise office buildings in the background, but this place is well worth a visit to chill out and take a break from the city. Aside from various gardens and forests, there is also an insect display and butterfly garden. There is also a convenience store on site. The forest is easily accessed via Seoul Forest subway station. There are tours that will take you here but it isn’t necessary to be on a tour. Entry to most areas is free and there are plenty of signs to help find your way around.","Written November 4, 2016"
90,Mandy L,3.0,"The day was cold, cloudy and miserable so our time here could have been much better. This is basically a nature zoo with a selection of exhibits to view, rides and activities for kids/teens and picnic areas mixed in with walks, gardens and small shops. A better day would have made us stay longer, but 2 hours was enough for me. The autumn colours were beautiful and the area well kept, clean and easy to navigate. Sunny weather would definitely provide a more positive adventure.","Written October 29, 2016"
91,Camfiend,5.0,Promenaders would like trot around the park. They also can visit small park of deers. Han river side walking trail is very nice to enjoy scenic river view.,"Written October 18, 2016"
92,Billy_Whimwa,4.0,"Step away from the city for some peace and quiet. Rent a bike or tricycle. Check out the deer and ecopark. Walk, sit, play, relax. Enjoy.","Written October 6, 2016"
93,Uzaklardabiryerlerde,5.0,"It is a chance to see the natural side of Seoul but there can be mosquitoes so take your cream/spray with you. You can feed deers and have a picnic. Also there is really beautiful disabled-friendly children's park, insect museum etc.","Written September 29, 2016"
94,Bernard S,5.0,Had a blast with my wife and two daughters. Spend two 2.5 hours there. A wonderful relaxing environment!,"Written September 25, 2016"
95,seoulmama,5.0,"So serene and beautiful. Lots of things for children. Check out the splash pad, the deer park, bike rentals and the playgrounds! There's a million things to do here. Great date activity and great day with the kiddos.","Written August 23, 2016"
96,LOLSMILEY,5.0,So beautiful and peaceful. Great for anyone. Nice. Great walk. I think it is an amazing experience!!!!!!!! Just great!,"Written August 16, 2016"
97,Robin3606,4.0,Great place to go with kids. There are deer to observe and a nice playground. Very easy to reach and quiet.,"Written July 23, 2016"
98,Luis R,5.0,"Seoul park is the perfect getaway from the busy city of Seoul. The park has everything one needs for a perfect getaway. Great for picnic, meditation, naps, biking, strolling, and even deer watching.","Written July 13, 2016"
99,780amy,5.0,"Seoul forest is such a wonderful place. Lots to see and do. I couldn't quite believe the walk-in butterfly house was free entry as it is well maintained and a wonderful experience. Butterflies are free to fly around you so not for those afraid of bugs (some butterflies are quite big and there are a few dragonflies too). There is also a deer feeding area where you can buy deer food from the vending machine which costs 1000 won. Seoul forest is quite a large area so if you want to explore it all, get those walking shoes on! Definitely worth a visit and is a cheap day out.","Written July 5, 2016"
100,Eric M,5.0,Went with the kids for the afternoon. Was able to rent a bicycle with only a driver's licence. There are enough activities to keep kids occupied for a few hours including feeding deers a park for children and a water playground.,"Written June 29, 2016"
101,Prinster A,5.0,A good walk Get out and walk~ the only thing that ruined it for me was the noisy kids otherwise it was a beautiful Forest it's like you left the city of Seoul ~,"Written June 5, 2016"
102,mcglassa,5.0,"We visited the 'forest' as Seoul was our third stop on a trip around cities in the Far East and wanted a break from the business of the built-up city areas. The forest is more of a park than a forest but still was well worth visiting. We spent most of an afternoon here, walking the park and discovering hidden areas (small animal area, deer retreat, children's park, statue park, etc). The cafe overlooking the lake with fountains was peaceful and we happily sat with a drink and ice cream here for over an hour. We found somewhere to rent bikes by the hour (all sizes, and tandems!) for a reasonable price, and although we didn't use the facilities there were tennis and badminton courts. Overall was a great way to get out of the city and also away from touristy areas for an afternoon - would definitely recommend to someone looking for the same, particularly in summer.","Written June 3, 2016"
103,Sarah Y,5.0,"Seoul Forest is an amazing place to visit on a sunny day. Plenty of paths to walk, flowers in bloom and seats to sit on under the trees. The Butterfly Garden and Insect House are great, even for those without children. The Deer Corral is also good, with a vending machine out the front where you can buy food to feed them for only 1000 won.","Written May 21, 2016"
104,starschaser,5.0,"This is the second time I came. I rented the two-seater pedal cart from two different shop. The one with the heart-shape plate is cheaper with hourly rental of 12,000 KRW but requires passport deposit in 2013, The other shop's rental for one hour is 16,000 KRW with no ID deposit but they gave my child a water guy toy after I returned the cart. We always pedal to the deer park to feed the deers who will basically licked the feed off your palm. Just be careful as there's a gentle slope on the final stretch near the deer park as it's quite crowded. Remember the brake when going down the slope. There's an eco playground, sand playground, lots of nice modern statues in the park. Both parents and children will enjoy the park.","Written May 12, 2016"
105,light17,5.0,"Away from most traffic noise, Seoul Forest is a fantastic way to spend a couple of hours to stroll around and be with nature. I was there in April and the paths were lined with rows and rows of cherry blossom trees. The crowd was manageable when I visited on a Saturday. A lot of people were riding bikes and feeding the deer. There is a small corner for bunnies and a butterfly enclosure too. I think it will be great to visit during the autumn as well.","Written May 8, 2016"
106,Travel with Karla,5.0,"If you want to avoid the crowd in Yeouido Island, Seoul Forest is the best place to go. You can peacefully walk around and take pictures without getting photobombed. I think the best place to visit Seoul Forest is during spring time.","Written April 30, 2016"
107,lilmizsara,5.0,"This is probably one of my favourite areas in Seoul. I hope it’s not going to be inundated with people the next time I visit. The place is huge and it takes a long time to really cover all of it. Unfortunately, by the time we arrived almost all of the cherry blossoms were gone :( But we still managed to take photos of really nice flowers and just the general scenery which is beautiful. It was pretty chilly when we were there but it was a comfortable walk around the park. A lovely place to gather with friends and have picnics. Will be back here again next time!","Written April 21, 2016"
