,STAR,CONTENT
101,5.0,Awesome aquarium with a mix of BIG and little marine life There are a few cute spots to take pictures at and stamps to fill out your brochure as you go along the path Sadly I traveled without my boyfriend this timeso I was lonely at the places couples could take pictures at  I would definitely recommend this for children too It seems like a very educational place with the kids in mind My favorite place was seeing the sharks and stingrays near the underwater tunnels You can get really nice pictures there  I would definitely like to come back with my boyfriend
102,5.0,The best aquarium They had every sea creature including otters beavers penguins and another animal with dog in it I forgot  Walking in a hallway with a tank around you Can feed animals and all types of fish Family friendly date friendly and just hanging out friendly Cool for the Coex mall around it too
103,5.0,A five star experience  this aquarium is much more colorful and unique than other aquariums we have visited without being cheesy or over the top  We enjoyed seeing the colorful displays and different types of fish
104,5.0,Nice place for a family vacation on weekend have a big varieties of fishes too which is unexpected for aquarium under a mall
105,1.0,I do not know what I expected but certainly I did not expect crammed species in tiny fishtanks showing no respect for life I felt as if I was at one of those retaurants where you choose the fish you want them to cook for you
106,5.0,Nice experiencelooks like you are in sea
107,3.0,It feels expensive but it can be said that the scale is large I buy the idea of putting fish in various containers but I feel a little pity I would like to say that if we could increase the number of contact corners and shows it would be a step up
108,5.0,Nice place Killer sharks are amazing
109,5.0,class 
110,5.0,Great
111,5.0,There are many marine animals many species very beautiful
112,5.0,Amazing
113,5.0,Excellent
114,5.0,Great place for a family hike
115,5.0,Pretty nice atmosphere A lot of fishes and other sea animals You can also participate many programs It was quite exciting Nice cafe and cute dolls I bought one from here and my girl friend was quite satisfying One of the best aquarium ever i have visited If you like sea environment i strongly recommend Perfect place for your date as well
116,5.0,Nice
117,4.0,Mainly for kids or newbies Considering what aquariums are like in other countries a bit small and cozy Not aimed to impress with huge fishes but has some a few spots with good configuration to take pictures in and around Near the end of the course there are cute little penguins which are fed at 330 So preferably start the tour at around 245 and take seats before the penguins around 15 minutes before the show Of course the seat availability depends on the number of visitors which you need to take into account so as to watch penguins eating comfortably on the chair Have a nice tour
118,5.0,Nice place special for kids
119,5.0,Its giid to be here
120,5.0,It is located inside the complex of COEX There are so many exotic marine animals inside the aquarium You will feel like you are surrounded by marine life when you visit this place If you are interested in marine life you will enjoy visiting this place
121,3.0,For kids
122,1.0,"This aquarium improperly houses many of its inhabitants and creatures. Multiple loaches available for ""hands-on"" entertainment were dead or dying from being mishandled by so many young children to the point where I saw a couple turning their bellies up and bleeding from their gills in the water. There were no employees watching over the area either to keep an eye on the fish.  I've seen healthier loaches available for purchase at fish markets in Seoul. Not only does this seem despicably cruel, it seems unsanitary, especially for the young children who like to visit. I understand in Korea we have different ethics and views on the treatment of animals, but these aren't even for consumption. They're there for mediocre and grotesque entertainment. Had a child dropped a fish onto a floor and left it there without their parent intervening, that fish would have remained there for who knows how long.  The aquarium itself is sparse with few attractions, most of them jam-packed with fish to the point where calling them overcrowded in a single tank is an understatement. Many of these fish are subjected to bright and whimsical but very fish-unfriendly tank designs such as doll houses, furniture, and outdoor fixtures that they are housed in. They aren't treated as specimens to maintain, but attractions to spice up and add flare to.  The larger animals do not fare much better. Quite a few reviews mention this, but the manatees, seals, and other macrofauna are visibly housed in extremely small enclosures. I do not know if they have larger back tanks, but given the way the fish tanks are kept, I don't have high hopes.  The actual Coex building is charming, spacious, and has many wonderful attractions and food joints to visit. But please, if you walk by this aquarium, walk past it."
123,5.0,"You can meet various fish and animals that live in water here. In addition, you can see performances in the water and participate in various programs such as feeding experiences. So make sure to take a camera or cell phone that you can take pictures with. Discount events are always under way for many people, so it is effective to check the website and visit there. There is also a parking space, so you can go without any burden. There was a souvenir shop, so I could come back home with good memories."
124,5.0,They are so many unique fishes and entertaining shows. You can buy cute soft toys as a souvenir when you leave the place
125,1.0,"Wasn’t aware that they had manatees before my visit. Manatees, seals and penguins all in VERY depressing enclosures. The manatee tank was completely bare and far too small for these animals. I found it quite upsetting and left swiftly after seeing these poor animals. Better conditions needed, this is the 21st century - have some compassion."
126,3.0,I’ve been to many aquariums and thought this one was just okay. There were many families with small children and they were having a great time. There’s a lot of activities for kids . Interactive stations were cool. I went with my grown son and he didn’t enjoy it much. Definitely visit if you have small children. There’s a good variety of marine life. The layout of the place was great.
127,4.0,"We have a fantastic 'ocean world' in my home city, one of the best I've ever seen but this aquarium blew me away. It's huge and there's different themed areas as you go along. It's nicely set up and they had sealife that I had never seen in my life. I got a ticket online at Klook, which saved me about 20-25%. You can also get a flyer at the mall with a 15% discount coupon. The feedings are done by divers. The mermaid show I really wanted to see and waited around for an hour or so was a dissapointment...the 'mermaids' only swam up and down two or three times and then turnes into humans because that was their wish...I also didn't like the touching lab as I saw kids grabbingfish, starfish, poking them and taking them out and throwing them back in, no supervision. Other than that, great aquarium!!!"
128,3.0,Tickets are over priced. Will not visit again. They had a decent variety of Marine life on display. Perhaps good to bring kids there.
129,5.0,"Not a fan of aquariums but this one was really great! Huge variety of amazing fish is never seen before, very curious and strange aquatic creatures. Huge tanks so lots of room to see and makes me feel at least a little bit better about the fish being kept captive. It’s got a lot of crazy stuff to see and the price is worth it."
130,5.0,"Bought 4 tickets to coex aquarium via Klook and it cost us approx SGD$25 per pax...with the experience! Many interesting sea creatures (penguins, sharks, walruses etc). especially love their interactive stations where they allow u to touch the sea creatures (eg starfish, clams, fishes). They even have a fish spa area! Very suitable for families with children:) My elderly parents loved it too! Totally worth the trip ❤️ the layout of the whole area is v well thought out. Foreigners also get to experience a free hanbok experience:)"
131,4.0,"First time to see piranha.Had an awesome time in COEX. The aquarium is just beautiful and highly recommended if you coming with your kids. Educational yet fun. The only feedback from me, all the show were in Korean language which for a foreigner like us could not understand. Other than that everything was good. Another spot to visit if you’re coming to Korea."
132,2.0,"After reading the reviews on tripadvisor, we were quite excited to go here. However, it just felt over priced.  The whole theme is Octonauts, a kids tv show, so clearly it was aimed towards really young children. The fish habitats include the octonauts toys.  Having been to many aquariums, the fish here just look quite miserable. Many of them felt lifeless and it's unclear if it's due to their environment being intruded by the colourful toys. The manatee aquarium especially looked too small for the beautiful creatures, who were staying at the bottom and could barely float vertically without having to bend. Too many tanks that were just too small.  The place seemed to be centered around what kids want. It's bright and colourful. The baby shark song was playing throughout and almost drove me insane.  The area for Doctor Fish to bite at your skin is not monitored. A kid put her whole hand in and started swishing the water violently. The touch pool was also not monitored. Kids could just lift up and throw the creatures without any care for the guidelines stated. More thought should be put into this.  Feeding sessions are turned into ways to educate kids about the wildlife, which i thought was done very well. The amazonian wildlife area was also well constructed that i was amazed. Many of the fish were bigger than the ones i have seen in other places, which is also good. My favourite parts were the pairie dog enclosure, which is ironic since it is not a sea creature. The stamp collecting thing they have is pretty cool too, since i am a teenager and still willing to run around collecting them.  Overall, the priority here seems to be the kids. However, the welfare of the animals should not be compromised in trying to do so. It felt a little sad to look at some of them. Aesthetic should always take a backseat when animals are involved."
133,5.0,"The Aquarium is great for all ages. If you are there at the right time, there is shark feeding at 1:30pm and feeding for other select tanks at 3:30pm. They are very efficient and effective with the use they have and some of the smaller aquarium tanks are artistic design and fun for all ages. There is also one are where kids can tough sea creatures and one tank you can put your hands in and the fish will nibble the dead skin off. The Aquarium is a good size and there is one place in there halfway through if you have a hankering for a snack or some ice cream. There are many places outside the aquarium where you can eat before or after. There is a fun stamp book for kids as they go through to find stamps along the way."
134,5.0,"I make it a point to see this aquarium every time I visit Seoul. Many varieties and I like their collection of exotic shrimps. A must-see in Seoul. Great for children and adults. I usually schedule to see it when the weather is not good for outdoor photography. Easily accessible by subway and is close to the Bongeunsa Temple too. The COEX has a spectacular book library on the ground floor, so next time when you visit the aquarium, visit also the library and the nearby temple. This year they have a chipmunk, in addition to prairie dogs."
135,5.0,Really nice aquarium . a nice place. had a lot of activities around it to. a must visit place and you will not be dissappointed.
136,5.0,The fun is in the inner areas. Navigate to see crabs and otters inside. They're amazingly huge and colourful.
137,5.0,"The visit to the COEX Aquarium in this Seoul tour has become a very good gift for me. I didn't think of any variety of marine life in Korea, and the various sea kingdoms I experienced in Korea became unforgettable memories."
138,5.0,"I paid full price for ticket 28,000 not realising there is online discount I would have paid less. It wasn’t originally on my plan of places to go but a rainy day brought me to Coex. The aquarium is really great with lots of varieties of fish I have never seen before being from Europe. It’s really kid friendly and you can learn a lot from the signs that are in korean and english! Really enjoyed it as a solo traveler."
139,5.0,"My family very love this place!! It's very beautiful, especially the Mermaid Show was really amazing !"
140,3.0,"Don't get me wrong - if you have kids, it's a great interactive activity. As adults, having seen other aquariums, this is average. The exhibits are catering for children, so instead of trying to replicate natural habitats in the tanks, a lot have childish toys in them like a kids gold fish bowl. The aquarium does cover a range of different environments in the world - there's an Amazon rain forest including large otters. A desert area with phararie dogs. A section with manatees & then penguins. The viewing tunnel with sharks & rays doesn't have the larger species, but there is some impressive sharks. Overall, a good few hours if rainng or for the kids. Not the cheapest option so use your Discover Seoul pass to pay."
141,5.0,"My daughter soo happy in here. Many fish, and interactive features inside... for tourist, you can wear hanbok for free every weekdays, and take photo for free... First , i guess the aquarium was small.. but when you entered all the corner, i think this aquarium is quiet big. If you have family to travel with... you should go to this place. Take subway to Bongeunsa Station. And follow the path to COEX Aquarium."
142,4.0,"Nice place for a rainy day. Very cool sea animals. Cost 28,000 each. If you have kids they will enjoy"
143,5.0,"Went on a rainy day and it was super fun :) a huge variety of fish and small animals, a very well designed halls ( great to take pictures ) Worth it"
144,1.0,"This is an overly commercial exploitation of living animals. We have visited many aquariums in the world and this one was one of the worst, the tanks were way too small for the animals within them, especially the larger animals like manatees, crocodile, and the larger fish that were swimming around the tank in circles, bumping into the glass walls and clearly very uncomfortable with the small size of the tank.  There was a section where you could handle and touch sea creatures, and within this section, were dozens of tanks and no staff around, with little children poking and squeezing the creatures continually, whilst the parents sat on phones. The entire aquarium is overcrowded with tourists too, many of them are very pushy and disrespectful and will literally push you out of the way to get themselves in the front of the glass, there is no information about conservation or how to protect these animals, the place was very clearly set up to be a commercial hub.  Just please dont do it, it is heartbreaking to see the animals trapped in such small and overcrowded tanks. AVOID"
145,4.0,The aquarium is pretty good with an assortment of displays and some unique creatures. It’s not unlike other good and modern aquariums around the world. It is a great change of pace from temples and palaces if you want to get out of the heat with kids.
146,3.0,"Just like other reviews here, the reason why we went to this aquarium is to fill out the use of our Discover Seoul Pass. The entrance fee to Coex is on the high side and will easily justify the cost of the Discover Pass. This is one of two aquariums that is available for entry by the Discover Pass, and this is one is much better, as the other one felt more like an oversized aqua pet shop.  Some displays are in ponds, some are in big tanks, but a lot are in aquarium tanks sizes. However, the aquarium tanks are big for a lot of the fishes, so these provide great viewing opportunities. The fish spa experience allows one to feel the doctor fish nibble on your hand.  The coex mall has also been upgraded, as compared to the last time I went here a long time ago,"
147,4.0,"We went to Coex aquarium because it is part of the Discover Seoul Pass and we can enter for free if we bought the pass. We were really not interested in going to the aquarium at first as we have been to a lot of big aquariums, so we were not expecting something great from an aquarium in a mall. Please note that I am an avid Aquarist and I love to visit public aquariums, my kids also love them as well.  When we got there though we were happily surprised, the aquarium was well presented, the layout was nice and the exhibits were well kept. I think there was some confusion about the two types of Arawanas though, as they bunched both the asian ones and the amazon ones in the same area.  They also had a few Mammals on exhibit, the Prairie dogs and the African Manatees were really cute, and we were lucky that we were there during feeding time. Penguins were also nice as well.  The kids loved the experience of the Garra Rufa or Fish spa fish, after they were asked to wash their hands and then put them in the tank with the fish, the kids stayed there for maybe 10minutes.  If I were to give improvement suggestions to the aquarium, I would say, put more explanation on all the exhibits, environment, diet, conservation status, etc. and also make sure english translation is accurate.  I can say that the exhibits is comparable to the Ocean Park aquarium in Manila, except that they do not have the outdoor shows, which is fine by me.  One new thing that the kids learned at the aquarium is how to determine if a shark is male or female!  I would say that we all loved the ""Nursery"" where we saw baby seahorses and pregnant male seahorses, the Axolotl is also a favorite of my kids.  I would highly recommend going to this Aquarium if you love fishes."
148,4.0,Big Aquarium inside the COEX Mall. Well maintained with lots of sea creatures to see. the main attractions were the diving penguins and the Piranha fish! very informative and a good place to go to if you'd want to rest from the humid weather outside esp.during Summer Months in Seoul (June)
149,3.0,"This aquarium is nothing special at all. Do not expect to be wowed by anything unique or creative. Unless you have never been to an aquarium or have children that demand you take them there, do not waste your time and skip this activity. There are better things to do in Seoul."
150,5.0,"A really fun and visually impressive aquarium. The layout and design of each area is well thought out. Multiple observation rooms give great opportunities to see a large number of unique, beautiful fishies and other animals! Add this place to your ""must see"" list if you are in the area."
151,5.0,"One of the best things about Coex Aquarium according to our 3 years old girl are the Octonauts. She was more impressed with a room where she could push a button and start the song, than with all the sharks, fish, turtles and other amazing beings. It was also interesting to see the feeding. And the navigation system with stamping was also nice. Overall we had a great time there. Maybe would like to have a bit more buttons and Octonauts around. That was the girl’s opinion."
152,5.0,My husband and I decided to visit the Coex Aquarium when we were in Coex mall and it was one of the highlights of our trip to Seoul! You can see many different interesting sea animals! Highly recommended!
153,4.0,Good Aquarium in the COEX shopping mall如果可以多點介紹部份或互動部份更好。例如短片介紹或iPad 遊戲等。 希望下次可以見到鯊魚位置表演 或其他關於魚類嘅介紹節目。
154,3.0,Not a lot of information on display. Might be better for kids. Not really somewhere you NEED to go to when in Seoul.
155,3.0,"They have quite a few interesting exhibits that I have not seen in other aquariums but overall, the place is built for kids and the adults might find it boring if they've been to other aquariums."
156,4.0,"Very nice place for everyone interested in nature. Worth to go there especially when the weather is bad :) Staff is nice and helpful, speak in English. I really like part ""Story about Korean fish""!"
157,5.0,Lots of things to see. Nicely decorated. Big and spacious. My kids (8 and 2 years old) enjoyed a lot. There are also some interactive exhibits that you can touch the sea creatures.
158,4.0,"We thoroughly enjoyed our visit to the Coex Aquarium - the first aquarium I have ever seen inside of a shopping mall. It was a bit overpriced, even with the tourist discount we got thanks to a travel brochure we picked up at the airport. The displays are quirky and unique, and even boasted some sea life, such as manatees, which we hadn't seen in any of our aquariums back home. Overall, a fun experience and a lovely outing if you have kids or if you are looking for something to do indoors on a very cold and/or rainy day."
159,4.0,"If you like aquariums, it is a must-see in Seoul. I liked to visit the aquarium whilst in Seoul (especially when the weather was bad and the parks were wet). This was my second visit and there was no noticeable change. However, watching the various creatures in the aquarium was quite relaxing and entertaining. This time, I tried to refine my camera skills for shooting tropical fishes; the results were not bad."
160,4.0,"The aquarium is huge, and many interesting exhibits suitable for a trip with kids. The place is also quite spacious and not crowded on weekdays."
161,3.0,"The COEX Aquarium in Gangnam area of Seoul is one of the largest aquariums in South Korea, it boasts having over 40,000 creatures from over 650 species on display. Its nicely laid out with a well signed route which snakes its way through the various tanks and exhibits, most of the tanks have write ups in English. There are a lot of fun little activities dotted around for younger children to enjoy, although these are more geared to speakers of Korean. Not all the exhibits are aqautic, I walked around one corner to find a rabbit!! Highlights - The under ""sea"" tunnel, the jellyfish tanks and the otters."
162,5.0,Our son loved the aquarium. If you need to spend a day inside this is a great place to do it. There are a ton of people there however so go early.
163,3.0,"We have visited many aquariums around the world and to be honest we found this one quite bizarre - plastic toys and cartoon characters in the fish tanks, video game machines next to the displays, the mermaid/clown fish show, rabbits and prairie dogs, vending machines everywhere so you were constantly trying to avoid bumping into people who were eating and drinking. The otter, beaver and penguin enclosures were really depressing. Having said that it was very busy the day we visited and there were many families with young children who seemed to be enjoying it, but I would find it hard to recommend to anyone else."
164,5.0,"lovely experience ,mesmerising water world, it was indeed a experience to watch the colourful water world at the Coex aquarium, it was convent form the Coex convention centre"
165,4.0,"This is a fun aquarium for young kids. In contrast to the educational scientific approach, this aquarium focuses on being fun and lively. First part of aquarium had ovtonauts related displays, then there is a place where you can touch “doctor fish” and star fish. There is also a shark area and some penguins. It’s a nice place to spend about 90 mins with kids under seven, but not much larger than that."
166,5.0,I have been here three times in four years and all was good. Pros: 1. Nice and clean aquarium. 2. A lot of varieties 3. Nice Ambience. 4. Not tiring 5. Photo areas 6. Nicely instructed 7. Good/Great staffs  Cons 1. Overpriced. I have visited it before and the price was half of it. Suddenly increased the price.
167,5.0,The price is a bit expensive if you're on a a budget but I think it's well worth it. The aquarium is so quirky with some of the displays but also very good at taking care of the animals. There are lots of different exhibits and activities to take part in this place would be especially good of you have children traveling with you as they would in my opinion love it. Plenty of bathrooms and vending machines so was never thirsty or needing the loo. All of the staff that I encountered were very nice too
168,4.0,"The aquarium was definitely better than I thought especially you pay 27,000 Korean won ($25). Well-designed with many different fishes I’ve never seen before. It’s an interactive experience where you can actually touch a few sea creatures. If your kids have never been to an aquarium, this is not a bad choice to make. It was enjoyable."
169,5.0,"Lots to see, very well displayed with lots of information also in English - many creatures that we hadn’t seen before in aquariums in England. Funny that they put fish in random things like a phone box and fridge. Would definitely recommend a visit if you like sea creatures. Loved the otters they were so cute !!"
170,4.0,"Went there at 12pm with a group of young kids over the summer. Just in time to catch the sea animals feeding schedule. There was a small touch pool and also a hand spa from doctor fish. What an experience for the kids! It took us about 3 hours to finish the whole thing as we also took quick snack break. There is a snack café which sells hot dog, sausage, ice cream and drinks. There are many drinks vending machine in the aquarium too.  If you simply want to see some sea marine, the tour usually takes 1-1.5 hours."
171,3.0,"Me and my family likes to visit the aquarium(s) in the towns and countries we are visiting. Coex Aquarium was pretty average when it comes to content, as soon as you ""forget"" or ""scratch out"" the fact that there are plastic toys and lego buildings in some of the tanks for the small fishes.  I had never seen sea-cows in real life, so that was definetly a new one for me!  A big positive was that they seem to keep the tanks clean and also the glasses/windows. If you like aquariums and aren't bothered about a few toys and lego buildings among the fishes, I would recomend this as an activity :)."
172,5.0,"This has got to be the most amazing attraction that I visited while in Seoul. The Aquarium is smartly divided into different sections so visitors (especially children) can learn a lot of things about marine life. It's great for families, friends, and couples too. The best thing about Coex aquarium is that a wide range of species can be found here and they all are displayed creatively. The mermaid show was amazing as well. The whole place is clean and spacious. I would love to visit it again!"
173,5.0,Amazing variety of sea life displayed in most imaginative surroundings like kitchen sinks and fire extinguishers. And why not!! Impressive larger animals like rays were fascinating. This place is more than its location under a super mall promises. The only negative was missing supervision as children were touching some petting animals much more than recommended - parental guidance is obviously not enough...
174,5.0,"The place was surprisingly bigger than I expected and they have a huge variety of species on display. The displays were organized and has a theme which was interesting. There was an experiential part of the aquarium where visitors get a chance to get close and even touch the creatures. However, there was no staff to supervise the visitors. There are also rest areas for families with children and vendo machines to buy refreshments. They also have a scheduled shows.  The place is great for families, couples, and even for solo travellers. There is more to this place than just fish so be sure to visit. It is also very near SM Town musuem."
175,2.0,"Was supposed to be a highlight of our trip to Seoul.  While the whole attraction, as a whole, was really good, the touch pool was appalling. I am all for aquariums allowing their guests to touch the different kinds of sea creatures on display for education but i strongly feel that these interactions must be closely, and strictly, monitored by staff. This was absent at COEX. Kids (I don't blame them, I blame their parents / adult guardians) were squeezing these poor creatures. I am very sure that these creatures were feeling tortured. If there's no staff to supervise, don't open the touching pool.  To further my disappointment, there was a sign saying that feeding for the pirahnas was starting at a certain time but it never happened.  In all honesty, the only positive I took from the visit was that I got to see turtles and a cowfish.  Unless COEX improves their standards, I will never visit the aquarium again."
176,4.0,"Went here on a weekday around 1pm. They have special shows which are usually done in the afternoon starting at 1:30pm. We bought our tickets online via Klook which was about $2 cheaper than buying it in-store.  Overall experience was great, although there were a number of tanks that do not contain the species being described on the signboards.  We spent more than 3 hours there because we tried to watch all the available shows and read almost all descriptions shown on the tanks."
177,5.0,"This was one of the better aquariums we have seen and the exhibits were set up in way which was interesting and fun for young children.  We finished the walk through the exhibits within two hours, but missed the shows which tend to be in the afternoon, particularly over the weekend - there are less shows on weekdays."
178,4.0,"This aquarium is Octonaut-themed, and my boy loves it! There are many different areas, classified based on geographical zones, with petting area to interact with the marine creatures. This place is highly recommended for families with kids."
179,3.0,"We saw great reviews about this Aquarium so stopped by. I guess if you have small kids, it's a great place for them to wander around. If not, well, don't expect Sea World. It's a pretty compact (& a bit handmade) aquarium that is part of the mall."
180,4.0,"It is surprisingly large given that it is situated inside the COEX, an expensive place in the heart of the city. I had visited numerous large aquariums but still managed to find something interesting. There was a locker facility (at a small charge) and that was helpful. The staff were particularly helpful although they did not speak much English."
181,5.0,"Surprised how big this place is once we were inside. Great collections, and children's program. Nice and clean. Enjoyed it."
182,4.0,We didn’t expect much as it was a last minute decision to visit.  It was a weekday so the crowd was few and far in between.  The variety of animal was a surprise. Although it was meant to be an aquarium but we also got to see prairie dogs and beavers.  The sardine show was good and entertaining.  Would recommend if you have a few hours to spare.
