,CONTENT,VADER
157, The price is expensive compared to the ride time And its inconvenient to buy a ticket Its inconvenient to get a ticket and line up again ,Negative
158,This trip takes probably 23 minutes to go up and down to the N tower building however if you love exercising and are in good shape you can go up and down just by walking,Positive
159, Its great to have an open place when youre frustrated The dazzling night view in 2 years makes me feel better ,Positive
160,Try this once But it is too expensive and the ride is short,Neutral
161,Expensive,Neutral
162,Simple is good help being polite and patient,Positive
163,Fantastic cable car,Positive
164,Lousy service Bad attitude to foreigners and pregnant women,Negative
165,Awesome feeling All you must try this Fare is 13000won for the round trip Love south Korea ,Positive
166,Simply Awesome The fare is 13000won for round trip,Positive
167, After taking the Namsan Cable Car on an outing to Seoul with my friends I bought a ticket to go to Namsan Tower but it didnt work so I bought a ticket with the help of young students and went to the boarding ,Positive
168,In here you can see the people climbing up the Namsan and when you go on the top you can see the Namsan Tower,Positive
169,Worth it if you dont want to walk up Itll be a better experience if you do walk up being a part of the nature,Positive
170, The scenery is very good there are few people if I go on weekdays ,Positive
171, The night view is beautiful but it is still very windy at night ,Positive
172, After a long time I went to Namsan for a childs homework It reminds me of the old days its good ,Positive
173,Its a short transfer up Would look pretty in autumn winter or spring summer when its colorful,Positive
174, If you come early for the date course there is plenty of parking ,Neutral
175, The cable car we took to go to Namsan Tower It is one of the attractions in Seoul that celebrated its 60th anniversary this year ,Positive
176, I waited too long to get on a Saturday afternoon The cable car I decided to ride while on a walking outing with my lover after a long time was too long for a moment Cover 50 minutes Decided to walk up next ,Positive
177,Ok,Positive
178,Great,Positive
179, The time waiting for the cable car has passed so I just watched it with my own eyes ,Neutral
180,heres the prevailing price at the momentif you just wanted to experience the ride you can try it and hike downhillthere are lots of options,Neutral
181, Ok trip but nothing special Nice to not have to go up the stairs yourself ,Negative
182, Its good that the cable car gets a resident discount The discount for residents of N Tower is now over Even on the weekend there is only one tower elevator for the Sea of Clouds ,Positive
183, Namsan Tower is expensive but a place you must visit with your parents as a memory ,Neutral
184, I didnt go to Namsan Cable Car I went for a walk on Namsan Mountain after lunch ,Neutral
185, Its fast the night view is good and its very convenient to climb Namsan without difficulty But on a weekend evening the wait is terrible Is it because we are in front of the corona pandemic ,Negative
186, Central location in Seoul A view of the city where you can hear the quiet breath of a wonderful city with a night view ,Positive
187, There are three ways to get to the top of Namsan Mountain on foot by bus by cable car The most elegant choice among them However the boarding fee seems expensive compared to the short driving time ,Positive
188, Pets can be accompanied by dogs but a stroller is required ,Neutral
189, Since it was a weekend there were a lot of people riding the cable car so I had to wait for over an hour but the night view of Seoul from the top made me forget about tiredness and boredom ,Negative
190, If you take the cable car be sure to take it towards the city center ,Positive
191, Its too soon what can I say I just dont want to go up the stairs ,Negative
192, Its good because its convenient Isnt 10000 won per person a bit expensive ,Neutral
193, Parking was very difficult Still thanks to the cable car that makes my childhood memories unforgettable ,Positive
194, When I was young I thought It came down so quickly that it was futile ,Negative
195, with my daughter  Take the cable car Eat pork cutlet too  ,Neutral
196, Streets too short for a serious experience and facilities are outdated and messy ,Negative
197, Im worried because too many people are on board at once The price is also expensive ,Negative
198, It was windy but there was no fine dust You can see the Blue House Lotte Tower and Han River ,Negative
199,Good view,Positive
200, Its more expensive than the local area so its better to take the bus ,Positive
201, landmarks in seoul Namsans specialty from the 1960s ,Neutral
202, You can go up on foot Its good to take a walk ,Positive
203,Good and worthy to come back from N Seoul  Tower,Positive
204,The cable car operates once every 10 minutes,Neutral
205, I came to see the night view and it was really good I think it would be great to go when the flowers are blooming ,Positive
206,If you take the cable car it will go up quickly,Neutral
207, First time riding Namsan Cable Car The night view is so good I will go again ,Positive
208, Namsan which I have been to for the first time in a long time has changed and is new ,Neutral
209, Wow Really cool Namsan cable car The view is good when going up I had a good ride ,Positive
210, I dont think you have to ride it I only had to ride it once ,Neutral
211, I go to visit him on vacation and the boss is very kind I want to eat at the store next time Thank you for the service ,Positive
212,Glad to take the cable car up instead of climbing the hill up Very nice scenery,Positive
213, Although it has a bit of history it is perfect to climb comfortably rather than walk to see the whole of Seoul ,Positive
214, The distance is short the fare is expensive and the parking fee is terribly expensive When it gets a little bit hot there is a paid public parking lot Please use the parking lot right next to the car road not ,Negative
215, Its good to get on and off but for a while the night view of Seoul from the cable car was also very good ,Positive
216,It is a bit pricey You may can use one way is good idea Anyway I loved the view from cable car,Positive
217, outside parking Free after 9pm ,Positive
218,I have been visiting Seoul tower using this cable car ten years ago and now it is still glowing in a very good condition,Positive
219, A place where you can see a wonderful night view in Seoul A place where countless lovers hang locks to prove their unchanging love ,Positive
220,Disappointing than expectation Veiw isnt that nice,Negative
221,Expensive cable car but there is foot path also which you can choose if you are not tired,Positive
222, It is the best way to go from the city center to Namsa Tower while looking at the night view ,Positive
223, Its too expensive cable usage cost ,Neutral
224, As a tourist attraction in Seoul it is a place where you can see the city at a glance and I think it is the best tourist spot ,Positive
225,beautiful view,Positive
226, I went with my mother and the parttimers at the cable car boarding area were kind and guided me to the elevator boarding area Mom liked it because it was comfortable ,Positive
227,Beautiful view of city little expensive compared to the distance still nics experience The cable car takes to the tower side From the tower one can enjoy the city view,Positive
228,Night city is incredibly beautiful,Positive
229, Seoul must come to take the cable car up pretty good around Seoul Tower ,Positive
230, always crowded Its been awhile since Ive heard an annoying squeaking sound ,Negative
231, I didnt have much time to ride the Namsan Tower cable car for the first time in my life with my son but seeing how my child likes it I feel better and happier ,Positive
232, Nuke is expensive I recommend taking the bus unconditionally ,Positive
234, Namsan Cable Car started operating on May 12 1962 and has been operating for over 50 years now It takes Two cars one going up and one going down run at about 10minute intervals at the same time and one car can ,Neutral
235,Its a little short time,Neutral
236, Since it was a Sunday afternoon I got on the cable car that came right away without waiting in line ,Neutral
237, 2 adults 2 elementary school students 3 pork cutlets on the round trip cable car The total cost to visit the tower is about 100000 won ,Positive
238, Oneway 10000 won roundtrip 13 million won 3 to 5 minute ride ,Positive
239, It was good Good ,Positive
240,Awesome place ,Positive
241,Jooss,Neutral
242, I was really surprised at the amount of cable car parking I wish there were less people in the cable car ,Positive
243, The cable car is expensive It felt too short but still enjoying the scenery It was nice to have a different experience ,Positive
244, I dont want to visit again for the price of parking like a bitch If you take a cable car you can get a parking discount but they wont tell you ,Negative
245, I recommend just walking I rode it because of the kids ,Positive
246, Cable car round trip 13000 won 3 min3 min ride is too short ,Positive
247, How many years have you been visiting Never park in the cable car parking lot The parking fee is right ,Neutral
248,So so,Neutral
249, Oneway Adult 10000 won  Roundtrip 13000 won When going up and down one way It is also okay to use the Namsan loop bus ,Positive
250,Great view especially during sunset,Positive
251,Cable car is around 13000 won two way ticket for an adult,Positive
252,Single ticket10000won Return ticket13000won,Neutral
253,There is a significant gap in experience depending on which side of the car you are on Make sure you are on the opposite side of the mountain facing the city to enjoy the Seoul night sky If you face the Namsan Tower the novelty wears ,Positive
254,Such an amazing view,Positive
255, Preempt the 11 oclock direction in the riding direction More ,Neutral
256, It is cheap and easy to climb to the summit of Nanzan The scenery is also nice ,Positive
257, It was a weekday so it was quiet and it was nice to ride up But it would have been better to wait if there was a time for departure I ,Positive
258, The inside of the cable is wide so many people can ride it ,Neutral
259, The scenery is pretty but a bit short But its ten thousand times better than walking up ,Positive
260, in a comfortable and clean space relax ,Positive
261, I knew it would be quiet in the morning but Ohsanthere are still a lot of people Hehe There are a lot of people coming here to have a Happy New Year ,Positive
262,Cable car is used here for small distance from the ground to the mountain top its kind of pricey Standing only and can donate accommodate 25 people at a time You get a nice view of the city as you go up,Positive
263, Children are scared at first but they are happy when they get on I saw a lot of lovers on a date but it reminds me of the old days ,Positive
264, Its a pity that the Namsan Cable Car use time is too short It was useful for the round trip ride ,Positive
265, The night view is However it is a bit expensive ,Neutral
266,Nice  place  must  visit,Positive
267,Love it,Positive
268, Namsan Cable Car was a good experience The night view is nice  ,Positive
269,The most Unrepentant,Neutral
270, A cable car that makes it easy to climb Namsan Tower Oneway 10000 won roundtrip 13000 won If you have time it is good to take a walk while enjoying the scenery slowly ,Positive
271, It was scary to ride but from a distance there are many people who are curious about the cable car and it is a cable car worth riding at least once The staff at the cable car were friendly Thank you for guiding ,Positive
272, a little pricey Or I think it would be ok to give it a little discount  ,Positive
273,L_towerview,Neutral
274, Its a place Ive been to before but its refreshing I can see all of Seoul ,Neutral
275, Take a cable car and see the night view of Seoul and quickly go to Namsan Tower It was nice to be able to go ,Positive
276, parking fee Too expensive ,Neutral
277, You cant even see the view from 20 to 30 people at a time Parking lot is too small ,Neutral
278,Clean not to expensive  and the views at the top are great,Positive
279, We are keeping our distance due to Corona but I cant even dare to walk When I come down I have to walk down ,Neutral
280, The fastest and easiest way to get to Seoul Tower The price is too high I cant even climb a mountain to get to Seoul Tower ,Positive
281, Because it is greatly affected by the weather On rainy or windy days check the website or Telephone inquiry required ,Negative
282, It takes about 5 minutes to climb once It may shake slightly when departing or arriving and may cause motion sickness It shakes in the wind so it can be scary for people with acrophobia There is an elevator to the ,Negative
283, The pork cutlet is just plain soso Namsan has the charm of autumn ,Positive
284,Unless you are trying to work out take this cable car Save the sweat for the gym and just enjoy the view on the way up you precious beings,Positive
285, It is a place where you can see downtown Seoul at a glance In autumn it is a place where you can fully enjoy the atmosphere of the autumn ,Positive
286, about 3 minutes The price seems too expensive ,Neutral
287, I went up during the day and came down at sunset The lights of the tower I saw after eating the pork cutlet were beautiful and the cable car runs at night ,Positive
288,Beautiful,Positive
289,Offer great view of Seoul city must ride if ever visit S Korea,Positive
290, It is nice to be able to climb Namsan in a hurry but it is excessively expensive In particular the parking lot induces entry as if it were a public service but in fact the public service is right next to it and ,Positive
291, The night view is so beautiful Seouls landmark new name N Tower ,Positive
292, Cable car lovers take over the front so its a bit sloppy But the night view of Namsan is wonderful ,Positive
293,We can see the great view by this cable car ,Positive
294, its a short distance I really enjoyed seeing the beautiful autumn leaves ,Positive
295,Fun,Positive
296,Different adventure  experience Its beautifultop of seoul city you can read citylarge panoramic view,Positive
297, Its a short section Once in a while I want to ride ,Positive
298, I rode it when I was young and its been a long time since I went there The night view is nice Its better to ride when its bright It was a pleasant outing after a while ,Positive
299,Beautiful view with the fall foliage,Positive
300, It was a Saturday and it was nice that there werent too many people than I thought  ,Positive
301, In autumn the leaves are changing so there are so many tourists  ,Neutral
302, The night view of Namsan is very good The scenery going up by cable car is good and the welldesigned park where you can see the night view of Seoul is also very pretty ,Positive
303, I think there are about 15 people in the cable car I was surprised because there were more than I expected but the view was good and it came faster than I expected ,Positive
304,A very short way,Neutral
305,Definitely saves a bit of walking but the view is just so so,Positive
306, The roundtrip and oneway costs are always ambiguous so I ended up buying a roundtrip ,Neutral
307,Most beautiful views,Positive
308,"I travel a lot and these sort of things are normally hit and miss. This was a hit. Really enjoyed this. Views were good. Definitely better at night. We went up during the early evening when it was light and then back down after sunset. Night views were stunning but day was nice too. Very short. Around less than ten minutes each way. Lines were quick to go up but a bit longer (although still quick) to come down. The Cable Car takes a lot of people. Standing only. Reasonably priced. Get a return as we stupidly thought we were going to walk back down. However we took the Cable Car and two singles cost almost double the return. Unless you know for sure you only want one way, fine. Don't make the same mistake as us and buy two singles. Return is cheaper. Clean. There is a coffee shop at the bottom where you can purchase drinks and light snacks. When you get to the top, there is a lot more as you approach the N Seoul Tower. For those that are scared of heights or Cable Cars (I am sometimes), this is fine. Highly recommend.",Positive
309,Makes the trip to to the viewing tower so much easier for all pedestrians and is free for all to use.,Positive
310,"Fantastic view while you slowly move up to the Namsan Seoul Tower. Would be good if you take a transport up to the ticket counter,otherwise will be a long sloppy walk (not for old folk or kids),",Positive
311,"On our last day in Seoul, we went up to Namsam Tower via Cable Car during winter. It takes 10 minutes. Luckily not many people we were able to enjoy the evening and night views of Seoul sky line. Of course the attraction were the love locks, sadly there were signs telling people the love locks will be dismantled due to safety. We bought a keychain for our daughter to write wishes on and clipped it on the railings. The keychain was much cheaper than the locks. A game room for kids and adults to enjoy was available and a few restaurants to have a cuppa hot drinks because it was freezing up there. If you are fit you can go down and take a walk along the cable car station. Lots of beautiful places to take photos behind Namsam Tower as the backdrop. A must try if you are in Seoul.",Positive
312,It was a challenge walking from the Myeongdong subway station up the slope to the cable car base station amidst the cold December winter. The cable car ride to the Tower was great but make sure you get a vantage point (ideally facing front) in order to view the great scenery as the cable car brings you up to the tower. The view of the setting sun atop the hill is beautiful. The love padlocks area is overly populated; thanks to all the lovely people. There are restaurants where you can enjoy a good meal while admiring the beautiful view.,Positive
313,"Great view but NOT RECOMMENDED FOR FAMILY WITH BABIES AND KIDS.  Definitely not recommend for family with babies or kids. They only allows one person have the priority to take the lift, but what happen to the other family member????? They just waited for another 30 mins there for other family to come up???????  And the staff even commented: oh there’s other babies too. Seriously???? There’s only kids that able to walk but not with a crying baby..... and it’s in winter!!!!!!!!  THIS IS JUST SUPER DUMB AND RIDICULOUS!",Positive
314,"The Namsam cable car ride provides a very interesting and great view of Seoul. Its a short ride to the top of the hill but really enjoyed the view, you can take a round trip ride but I think going back is better if you walk down the hill to really enjoy the view for you can stop and take some more pictures.",Positive
315,"Short wait, quick ride down with an amazing view of Seoul. Highly recommended.  Extra 100words. Djdjdjzjzjjs. Djdjdj djdjk Oksjd Idjdhd Odjdjsjzj odjej DJ idjsjd. Ijshh jsj sjsue jduj iuen nnsa ask lois bdud. Hdjdj sjsjs djsi hajj. She. Sjsj. She. At. Aji jsj",Positive
316,The ride in Namsan cable car provide a great view of Seoul when you are riding up and down. Would suggest to take the cable car during night as the view is great.,Positive
317,This cable car ride ends with a beautiful view of old and new seoul. It's a shirt 3 minute ride but the niew from the top is beautiful.,Positive
318,"Enjoyed the trip to Seoul Tower via cable car. Likely queueing for cable car but moves well and will let you know queueing time when purchasing ticket. Lovely views of the city, clear blue sky’s. If traveling with partner bring a lock!",Positive
319,Shortest way to reach namsan park or tower is to use the cable car. It's a short ride to the top of the hill.,Positive
320,Short ride and nothing to see. Yet we paid so much. Disappointed....Truly disappointed with the experience. Better to take a bus or taxi up than the cable car.,Negative
321,We thought the easiest and most fun way of getting to the top of the hill and the tower! They do cram you in but it’s ok you can still move at least to bring your arms up to take a photo. The views are cool enough. They have windows just around the top half of the car.,Positive
322,"I took the cable car down with my 3 year old son (we walked up), and we looked forward to the views, but the queues are long, the staff are pretty rude, and you’re rammed in to the cars. It’s pure luck if you’re next to a window with enough room to get your camera out and take a photo. It’s definitely not worth the money (everyone over 3 pays). The walk up was really lovely - even on a warm-ish day in late May. There are also several buses that run you up to the Tower, which I’d definitely recommend over the cable car. I wish we’d walked back down.",Positive
323,"You probably see a lot reviews saying packed cable car, can't see much etc. Well cause you expecting it at the wrong place!Not there yet.. The aim getting Namsan Cable Car is to reach at the top, Namsan Tower. And it is fine if you can hardly see the view along the way cause the best view is on the top later! Breathtaking view and have few fav spots for your instagram feed. hehe. Got convenience store, cafe & souvenir shops too upthere. But i suggest you can packed your own sandwich then. save! haha.  Tips: Personally I highly suggest you guys to buy one way ticket. Go for a walk when going down from the top. Another forgetful view and hidden insta spots beside the love locks.LOL. thank me later!",Positive
324,"Gone up and down the hill by cable car. They charge a small fee to use it which was all acceptable. We booked a return so we could also get back down. The cabin was not air conditioned and they stuff quite a lot of ppl into the cabin. But it’s only a 3 min ride. We didn’t have to Quere please note this. Up the hill there are love locks - like the ones in Paris where u can leave a message and then seal it at the fence. Nice idea . You can Bring your pwn lock or buy one locally.  You find the tower, food and drinks nice views over the city and some shows up there. Well worth the visit!  Definitely recommend!!",Positive
325,"First time in this place, and we finally get to see all these padlocks that we see in a lot of k-dramas. Perfect cool weather this time of the year!",Positive
326,"Pay 7$ just to be pressed inside the cabin with lots of people after a big line to enter. You can hardly move, forget about taking photos. My advice is to take a bus (see on naver map: 02, 03, 05) to get there, they're going from all main places nearby, it's cheaper and even more comfortable.",Positive
327,"We spent 50 minutes cramped in a line with coughing wheezing sweaty Koreans waiting for a cable car to the Seoul tower. Believe me it's not worth the hassle or stress. No air conditioning and this is only April. God help people when the Sumner arrives. All because of a technical fault, which sums up Korea. Promises so much delivers little. You are then crammed into a small box for the 2 minute trip and are greeted by a long queue that you will have to join to get back down. All this to go up Seoul Tower where you cannot see out off if the Sun is shining as the windows have not been cleaned for years. Complete waste of time and money, which sums up Seoul.",Negative
328,The distance of boarding to the nearest metro station is far. You will need to walk up hill.  They will squeeze everybody in one car. Literally pack. There wont be enough space to even take pictures.,Neutral
329,"The cable-car is convenient, and not particularly expensive, however not worth a visit in itself, and if steps or time are not a problem (of if the line is long), I would recommend just taking the stairs up to the N-Tower at the top of the hill, which makes for a very nice stroll.",Positive
330,This cable car we must stand up with tons of people... not the same with the BBF movies... lil bit disappointed,Negative
331,"This visit to Namsan, I noticed that there were lift access for wheelchair visitors which is good knowledge if we were to bring parents next round! Autumn is one of the most beautiful periods to visit.",Positive
