,CONTENT,VADER
31, It is a place that gives the value of living in Seoul Good access to public transportation spacious and sufficient natural space and even the zoo Since its free it doesnt get any better than this Its perfect ,Positive
32, Its nice that its not as complicated as other large parks And the amusement park is for middle and elementary school students The cost performance is good for children to play but there is a waiting time ,Positive
33, I waited a long time but it was so much fun There is also a zoo ,Positive
34, Its free You can see many animals Parking is a bit expensive but the parking lot is spacious ,Positive
35, delicious food fun rides botanical garden zoo very good for children to play ,Positive
36, It is spacious and comfortable Beasts Our animals are sleeping whenever we go Zebras seem lonely too Seals swim vigorously ,Positive
37, It is very complicated because there are two adults per child and I had to wait at least an hour and a half because the rides were crowded ,Neutral
38, Its a great way to spend time with your kids There is no entrance fee so you can visit the zoo and botanical gardens Its perfect when you dont have a place to go because you only pay for parking and its large ,Positive
39, Its free and a great place for a family outing Animal watching ride on rides Indoor garden animal show playground fountain show ,Positive
40,Good,Positive
41, A wonderful inexpensive Luna Park a free zoo and a lot of all kinds of entertainment for children  you will find all this in the vast and beautiful Great Childrens Park ,Positive
42, Very classic park for Korea a zoo is however notable but the size of the cages reminds me of the one there was at the time when we did not care about the welfare of animals ,Negative
43, I like to play with children Admission is free Lots of play areas such as zoos rides and dirt playgrounds ,Positive
44, Everything is good except parking The zoo is free and seems more reasonable than other rides ,Positive
45,Went on spring season Weather was still chill but still lot of people will be walking eating or having a picnic in the grass of the park If you walk enough you may find a Zoo free entry which I didnt like much cuz I can see the trauma that the animals have by being in a small place The park good the zoo not so much,Positive
46, It used to be a space for children but now it has been transformed into a space that can be used by people of all ages It still welcomes us as it was in the past and is full of memories when we were young and sat on ,Positive
47, It is good to use the zoo and amusement facilities in Seoul together ,Positive
48, Its been a long time since Ive been here but the weather was nice and it was so good ,Positive
49,And for free too Super fun for the kids,Positive
50, Great place to work out and play There is also a full parking lot a place where you can use a replacement chair ,Positive
51, I went there with my children on Sunday May 23rd The amusement park isnt very big so I let my 1st middle school daughter and 5th grader son play as they like and the adults rested in the shade The zoo is ,Positive
52, Childrens Grand Park which I have been with my family for a long time has been in operation for a long time but the managers work hard to keep it in the best condition ,Positive
53, It is the back gate but it is about 1km to the main gate ,Neutral
54, Everything is good Drinks and food prices are too flamboyant Guess Ill have to buy it anyway ,Neutral
55, It is located close to both Childrens Grand Park Station and Achasan Station As a representative park in Gwangjingu there are small amusement rides and a small zoo There are playgrounds for children all over the ,Positive
56, I had a great time outdoors with my family after a long time ,Positive
57, It was before Childrens Day so I was a little worried but it was good because there werent many people than I thought The wind is soft The kids have been running around and having fun after a ,Positive
58, It was so much fun and it was so cool to see the fountain  ,Positive
59, Imagination country is so good Even ten times is not worth the money It is good to have a picnic with a mat and there is no entrance fee ,Positive
60, I went to Childrens Grand Park to see rides and take a walk looking at animals ,Positive
61,This is a nice place to go with kids There is a lot of space to move around in part is park with lots of outdoor playing facilities and the other part is a zoo with all kinds of animals The space the animals have to move around in is ,Positive
62, Although it is old it is a place where you can experience greenery and amusement parks in the city center ,Positive
63, The animals were also so cute and spacious so it was nice to walk around The botanical garden was cool too Even on the weekend there werent that many people so it was better If youre hesitant to visit come ,Positive
64, It was good because it was free admission and the simple rides were fun ,Positive
65, Its really good  Its green and its full of old beautiful trees I like the cafe too ,Positive
66, Nice to visit again after Corona is relieved Opening an amusement park It was good because there were a lot of rides for children and the animals in the zoo were standing instead of lying down so I came to see ,Positive
67,A very big and nice place for the whole family Not many people speak English there but most of the signs and posters have an English translation with it,Positive
68, Good for kids outing without spending money The rides have the basics of the Viking train Better than the quality of the arboretum zoo etc ,Positive
69,Nice park,Positive
70, The playground is well equipped and the water is easy to find and there are many trash cans ,Positive
71, Zoo is good Free admission Outdoor childrens playgrounds and indoor exhibition halls were closed to prevent the spread of Corona but as of May 22 many have been opened Especially in amusement parks compared to ,Positive
72, Childrens Day the most crowded day Amusement park tickets can be purchased in advance on Naver There are unmanned kiosks in several places Its not all counting at the ,Positive
73, It is spacious for babies to play and there are many animals Children love the musical fountain There are many benches where you can rest and clean It is very good ,Positive
74, It is very good for light picnic with children and animal watching ,Positive
75, A park where you can go casually with children The zoo botanical garden and playground can be used without excessive use and it is even better because they can be used for free Amusement parks are also ,Positive
76, very good Parking is a bit expensive but I think it would be better if you use the subway It is perfect for children in the lower grades of elementary school and younger to run around ,Positive
77, The rides were really fun The spinning swing was fun ,Positive
78,Love the flowers,Positive
79, The children who were excited to see animals rather than animals were cute ,Positive
80,Good book good zoo,Positive
81, As the child is a little older there are many rides that can be used Its close to my house so I go there every now and then ,Neutral
82, The air is fresh there are childrens rides and its a great place for a family outing with a packed lunch ,Positive
83, A place of memories A smiling family photo from childhood for letting me be in it ,Positive
84, The amusement park closes at 630 so it is not marked on the unmanned ticket machine ,Positive
85,The best public park in Seoul,Positive
86, I stopped here for a while with my son his sons friends family and my son who came here after a few years I came here with my son friend and family in the morning in Seoul Forest to ,Positive
87, I go every Childrens Day and there are a lot of people but its a good place to go You can also have a picnic on the grass ,Positive
88, Playground Lack of facilities Not enough places to eat Not enough places to eat ,Negative
89, May 5th Childrens Day A rainbow appeared in the fountain on a sunny day Its a nice day Childrens Grand Park is also loved by children ,Positive
90, I have lived nearby since kindergarten and went there often A park that has become more affectionate and better after having children and ,Positive
91, It is the only place in downtown Seoul that has a zoo botanical garden amusement park and large open space Its not very big but its a nice place where you can enjoy everything in a cute way Music fountain is ,Positive
92, All you have to do is spread out a mat or tent and rest The surrounding landscaping is good and the rides are available at a reasonable price Its nice to rest under the shade of a tree on a day like today ,Positive
93, Its the best its spacious and nice a place that anyone would have been to when they were young ,Positive
94, Admission Free Is this a true story Its a really nice place to go out but dont bring your car on the weekend Parking is great ,Positive
95, Animals are filthy Everyone is sleeping ,Neutral
96, About 10 rides The line is long so if you dont go early in the morning you can cut it off with 35 tickets Even if the queue is long it is much shorter than Everland or ,Negative
97, The park is very big and there is also a zoo and botanical garden but the zoo and the botanical garden are closed earlier about 5 pm In the zoo you can see elephants lions tigers monkeys various birds ,Neutral
98, Now take some entrance fees Thousands of dollars per person That way you will have some money to pay for and manage At least its used to make the animals and staff happier ,Positive
99, A place where you can easily heal in Seoul A place where you can enjoy amusement rides a zoo and greenery Now is a good time to visit ,Positive
100, Its great for kids parking is very difficult ,Positive
101, I really like itit seems like a blessing to live near a place like this in Seoul ,Positive
102, It was a Saturday so there were a lot of people I enjoyed visiting the zoo ,Positive
103, There are many lawns and fields so there are lots of places to sit and spread out the mats the music fountain was good and the children were so happy even to the zoo and amusement park ,Positive
104, When I go on a weekday its quiet and there are a lot of cuties out on a picnic The size of the zoo is just about the level of kindergarten or elementary school students ,Positive
105, Its cool in spring Great park is awesome ,Positive
106,The most beautiful park in Seoul specially in spring and fall,Positive
107, The free pass 24000 won feels expensive but I really enjoyed it at the amusement park I like to run around on the lawn and watch the fountain ,Positive
108, I have to go with people on Sundays Ive been to for the first time in a while so its crazy ,Negative
109, This is the first time Ive been to Seoul in 16 years You can enter the zoo for free and the amusement park has various things that are not scary If I had been closer I would have come often ,Positive
110, Good transportation and convenient Free admission A variety of amusements and zoos ,Positive
111, I went to Childrens Grand Park to see flowers but I only came here after peoplewatching The rides are so much fun ,Positive
112, The flowers are pretty and the facilities and animals seem to be well taken care of However it is a bit congested in the Corona situation with people gathering all ,Positive
113, I have not changed 10 years ago after remodeling I have not changed anything until now Is it good or bad I would like the elderly people in the neighborhood  Since the childrens park is the senior park it is ,Positive
114, The cherry blossoms are so pretty when the rain is falling There were so many people but I felt frustrated ,Negative
115, The fact that such a park exists in the middle of Seoul means that Korea is a rich country where people live very well ,Positive
116, The best place to enjoy the blooming cherry blossoms on a spring day ,Positive
117, Cherry blossoms are in full bloom It was a weekend so there were so many people that the food stalls run out at 130 in the afternoon but it is spacious and beautiful enough to spread out a mat and relax ,Positive
118, Its a place Ive been to since I was a kid There are many things to see and admission is free so it is good to go lightly ,Positive
119, Childrens Grand Park Neungdong Gwangjingu Seoul With a total area of 218000 pyeong it is the largest natural park for children in Asia It was established on May 5 1973 when President Park Chunghee was ,Positive
120, There are many flowers and trees so its good to take a walk and its really nice to have a zoo ,Positive
121,This is so amazing park There are many animals and attraction that you enjoy,Positive
122, It is one of the best cherry blossom spots in Seoul Parking is paid and admission is free ,Positive
123, The scenery is so beautiful if you go when the cherry blossoms are in bloom You can also use the zoo for free so its hard to describe in words how ,Positive
124, The cherry blossoms are in full bloom and it is beautiful There were so many cars so parking was difficult Guuimun parking lot was barely parked because there were people who came out before 12 noon I bought the ,Positive
125, This is the place to go with your family full of sights ,Neutral
126, A place with memories from my childhood to my childs childhood ,Neutral
127, I visited for the first time to celebrate the cherry blossom season The parking lot seems a bit narrow ,Positive
128, On weekends from April to October there are many people and it is crowded and you have to wait a long time to get on the rides The parttimer at the snack corner has slow hands so ordering is slow ,Neutral
129, Come here to see cherry blossoms on April 8 2019 before the corona virus April 9 2022 after three years and one day ,Neutral
130, The park is nice but the people who use it are messy especially the toilet ,Negative
131, Even now in middle age it is a fun place for children Parking is a chronic problem ,Positive
132, Its nice to be able to watch the cherry blossoms alone what Why are tears ,Neutral
133, Nice park for a walk or picnic It is very peaceful to see children and their parents enjoying the sun in peace ,Positive
134, A place where you can go for a walk without an entrance fee ,Neutral
135, A walk with colleagues Admission is free trees are thick and parking is cheap ,Positive
136, Except that it was good because of the animals it was like dog garbage because it was Gwangjingu Inseonggae fucking dong ,Positive
137,Nice park to stroll and enjoy with the whole family  Gave it 3 stars  because the zoo is not a great space for the animals they look emmanciated and letargic Otherwise is a great place for the families to visit,Negative
138, The flowers havent bloomed yet but its nice to take a walk when its a good day ,Positive
139, About 30 of the animals were blocked from seeing take it into consideration ,Negative
140, It was still winter due to Corona so there was an empty and lonely atmosphere The atmosphere is more like a strolling place for the elderly rather than the lively feeling of children ,Positive
141, The zoo is now open again Admission is also free so its good to go and play at least once ,Positive
142, It is spacious there are many things to see the price is cheap the convenience facilities are good and you can spread the mat Good value for money ,Positive
143, It reminds me of my childhood memories of going to Guui Elementary School Thank you for the good time ,Positive
144, I went to the Childrens Grand Park Botanical Garden and Zoo Its great for taking a walk or just to see the animals However if you do not ,Positive
145, Animals are sleeping for free admission but it was nice to be able to see them Its neat and good for a walk or a short picnic ,Positive
146, I made a reservation for Sangsangland with my children to the zoo Perfect course ,Positive
147, There are a lot of trees so its nice for a walk Bicycles and kickboards are not allowed and dogs are not allowed for walks so I think it is good for the safety of infants ,Positive
148, Nowits not the same as beforeFirst visit in 1985 It is good that the zoo is open as before Corona Parking fee is slowly ,Positive
149,fantastic,Positive
150, Childrens playground opened A good place for a spring outing ,Positive
151, It was a long woman haha Listen to Seoul lets develop the Grand Park What is it its the same no matter how many years pass ,Positive
152, There is a free zoo botanical garden playground etc and the facilities are clean so it is a good place to take children up to the age of 7 years old I like to go out when the weather is nice ,Positive
153, Parking is difficult due to crowds best value for money ,Positive
154, It is a healing space with a walk a zoo and an amusement park However when there are a lot of people parking is a little difficult Tip If you want to tip the road you can park on Sejong University ,Positive
155, There arent many people these days so it was nice to have a short queue time Parking is also convenient However there are times when the weather is nice and time is wasted on the way ,Positive
156, Good for a walk elephant and tiger can take a look In spring cherry blossoms are in full bloom and are beautiful ,Positive
157,This is one of the best parks for children in the Seoul Admission is free here This place has very good accessibility The main gate is near childrens park ,Positive
158, Good for a walk There is no entrance fee there are parks and safaris smaller rides hills and tree lawns ,Positive
159, Admission is free and you can see animals and plants It is also close to the subway station so transportation is convenient A lot of families come here to play and even if I have children I think I will ,Positive
160, tree bird animal ,Neutral
161, Babies love to see free elephants The parking fee is 1800 won per hour So cheap and time consuming ,Positive
162, Today is a public holiday so there are a lot of people I always have fun with my kids Its nice to have an amusement park and also see animals Its a pity that I havent seen a lot these days because of Corona ,Positive
163,Nice play to take kids too,Positive
164, There are many things to see such as fountains botanical gardens large animals and amusement rides and above all it is free to visit and it is close to the station so it is very good to go with children ,Positive
165, It was good that the children used it without waiting time ,Positive
166, After dinner it is good to take a leisurely walk Across the street from the back gate is the famous Sintobulgi Tteokbokki ,Positive
167, It is a very suitable place for walking and sports and the environment is clean and well maintained There are so many amusement facilities suitable for children and the children love it ,Positive
168, It is a childrens grand park but there are no children only the elderly Because it was winter most of the animals werent there and there were only two ,Negative
169, Corona prevention bird flu subzero weather Is it a childrens grand park with three beats Its like a senior park without children or animals but it was nice to see the botanical garden ,Positive
170, Do they only like animals Ive seen smiley cats in small cages marmots roaming around in their feces elephants in an enclosure thats too small and a wallibi in an area thats too ,Positive
171, Son 4 years old embarrass his father because he kept saying he tried hippos after going to the zoo Note no hippopotamus ,Negative
172,It was much better than I thought cuz it was free,Positive
173, Excellent value for money but it is very crowded on weekends so parking is difficult Recommend to visit on weekdays ,Positive
174, It was nice to go sledding see animals and go to the botanical garden ,Positive
175, There are animal viewing and Gatbi rides so its fun to take a walk with children ,Positive
176, I run every night for exercise I hope other residents dont get scared or report it I just turn on music and walk along the road I dont walk in step with anyone ,Positive
177, I went to do chores nearby and I had free time so I went for a walkI visited Childrens Grand Park Zoo It was free admission so there were a lot of local seniors taking a walk Due ,Positive
178, I went in the second week of January Its a cold day so I didnt see monkeys or desert animals at the zoo and there were all animals in the wild beasts I came here to heal in the city center ,Neutral
179, My son loves it and best of all its free Best to avoid crowded times ,Positive
180, After 30 years with my family I went for a walk from home for exercise As soon as I entered the entrance an elephant was eating the dry hay that was fed The elephants body was in a mess You look old The whole ,Negative
181, The animals are well taken care of and there are so many things to see ,Positive
182, like The botanical garden is warm and nice ,Positive
183, Maybe its because its winter so its less wellmaintained than Gwacheon Seoul Grand Park but the children liked it a lot because it was possible to see the animals up close  ,Positive
184, I feel sorry for the monkey tiger and elephant trapped in the zoo ,Negative
185, Just a deserted playground The only animals are meerkat wallaroos and they are all old people walking ,Neutral
186, Beautiful place to walk Free admission zoo and herbarium ,Positive
187, It was a nice day so I took a walk but it was quiet It was nice to see the zoo for free and to sit on a bench and relax ,Positive
188, A place with fresh air and things to see and do in the city center ,Positive
189, Even in winter there are many animals in the zoo When I visited there were all but hyenas in the wild beast corner There are other botanical gardens as well as sightseeing and walking so its surprising that all ,Positive
190, I am very afraid of rides It looks like its going to fall apart The zoo is okay too ,Positive
191, The botanical garden was more fun than I thought Its a cold day so I can only see the botanical garden ,Positive
192, There are entertainment facilities and a zoo The place is very big and it is worth a visit ,Positive
193, The free zoo is good and the playground facilities are good ,Positive
194,nice place for spending time with family,Positive
195, I only went to the zoo Due to Corona the indoor exhibition is closed Most of the animals are nocturnal so if you go early during the day most of them sleep When I went back around 2pm everyone was awake I ,Neutral
196, The zoo was good because admission was free and children cant get out of it when they go to Sangsang Land I think the imagination will be more fun if children can understand the text You must be at least 6 years ,Positive
197, Its good because you dont have to wait long in line and its pretty fun ,Positive
198,Five Stars for making me young again A childrens amusement park close to Achansan station Adult tickets available for anyone who wants to take 13 rides only Took the roller coaster bumper car and Vikings ship Happiest adult in the park ,Positive
199, Its size is not comparable to Seoul Grand Park but it was nice to see animals such as kokiri tigers and lions much closer ,Positive
200, Even though it is Kosiguk there are animals in the zoo The playground is also open ,Neutral
201, The roller coaster is fun I feel like Im back in my childhood  ,Positive
202, Its a nice place for a walk There were only a few animals in the zoo and it was sad that most of them were old animals with no energy There are many more animals such as 1 lion 1 horai 1 leopard 2 elephants 2 ,Negative
203, Childrens Grand Park which Ive been to since I was a kid I still love it and I like it  ,Positive
204, Childrens Grand Park a great place to go with family children and lovers ,Positive
205, Its small but there are rides and a zoo so its good to take children Its also good for a walk ,Positive
206, Sangsang Land has improved a lot after the remodeling The 2nd floor has changed a lot Its a pity that the 3rd floor water play is only open on weekdays We also visited the zoo and had a great time ,Positive
207, Its been a while since Ive been here so its nice and comfortable but the zoo seems to need repairs overallit feels too old Or I wish there were a little more variety of things to enjoy such as an ,Positive
208, There is no entrance fee but the walk is good and the zoo is good ,Positive
209, Admission is free I also like the zoo and botanical gardens Grand Park Station is the main gate Achasan Station is the back gate ,Positive
210, I went with my grandson for the first time but the scenery of the trees in the park is luxurious When my children were young I went with my grandfather and grandmother but now I am going I have a disability so ,Neutral
211, The childrens park is a very memorable place Hehe I came with my 2nd grade daughter and there are many other parks that are not for children but there are many places that are a bit embarrassing but there is no ,Negative
212, Its a nearby park so its recommended as a walking trail these days  ,Positive
213, There is also a zoo and its a childrens grand park so I looked around a bit but you shouldnt do that lol ,Negative
214, You can fully enjoy the scent of autumn and the beautiful watercolor paintings of deciduous trees Please visit us before winter comes ,Positive
215, A lunglike place in the city where the seasons are always abundant ,Neutral
216, Parking is expensive but its quiet so its good to take a walk ,Positive
217, I couldnt visit because of Kosiguk but Im so glad that the restrictions are lifted I was full after eating lunch so I went to see hyenas ,Positive
218, Its open for free so its great to take a walk and see animals ,Positive
219,Nice place for kids can be a good place for half day outing,Positive
220, It is also a good course to take a walk when you are bored ,Positive
221, I mean the truth Long live President Park made for children ,Positive
222, Achasan Exit 4 Its always good to go Zoos and amusement parks are all worth visiting The autumn scenery is especially beautiful ,Positive
223, There are also various rides perfect arcade and even a haunted house ,Positive
224, There is a park and a zoo and it is very nice Parking fee is also cheap But its a parking war Wait 1 hour ,Negative
225,Big park where you can have a picnic with your family,Neutral
226,A really beautiful place to visit and to take a long walk enjoying nature and landscape,Positive
227, Memories for adults Best value for money amusement park for children ,Positive
228, I recommend that you park your car at Sejong University for a fee and enter early to have fun ,Positive
229, It was good that park admission was free but the amusement park and facilities were outdated Still I enjoyed the last autumn leaves very well ,Positive
230, Childrens Grand Park I visited in a long time The autumn leaves were pretty and I had a good time watching the animals ,Positive
231,First time visiting love the open space and landscape Small zoo for everyone to visit and playground for young one Today was specially nice due to the perfect autumn weather ,Positive
232,A suitable place for the weekend,Neutral
233, Taking the children for a walk and watching the animals A large space and a lawn where you can spread out a mat eat snacks and run in the shade of a tree are perfect ,Positive
234, The autumn leaves are beautiful admission is free and parking is good as long as you enter the area well ,Positive
235, Its good that its open for free It is also nice to walk in the autumn colors If you have small children you can also see the animals and go for a walk ,Positive
236, Its great to have such a complex amusement park in downtown Seoul We also do animal watching and Cheongsolmo comes to visit us when we take a break It is a park that I want to visit again and again even if I go ,Positive
237, I love that I can see animals up close with my 8yearold child a place I often visit every year ,Positive
238,Suited place to feel the change of seasons,Neutral
239, When I was young I remember riding the Blue Dragon train with my father 30 years ago now with my sonThe rides are up to date ,Neutral
240, I go there often with my children There are many amenities and the bathroom is clean and nice Weekdays are better than weekends ,Positive
241, I like to go for a walk on the weekend The foliage is nice ,Positive
242,A recreational place for kids to enjoy along with some rides but a little expensive to buy a ticket for all rides ,Positive
243,One of my favorite parks here,Positive
244, Zoo  Amusement Park  Central Seoul Its a place that cant be bad ,Positive
245, It is surprising and grateful that there is a space like this in the city center Thanks to you I have been enjoying the deepening autumn season ,Positive
246, If possible go before 5 pm Animal viewing hours are until 5 pm And there are many places that cannot be entered due to Corona ,Neutral
247, Free admission lots of animals and a large and clean park to take a walk ,Positive
248, I like to go with my kids Parking is a bit difficult but the subway connection is good There are suitable rides and it is good to see animals up close ,Positive
249, It is best for children to see various animals and ride fun rides on a large lawn and sandy playground for children ,Positive
250, Its free but you can see a lot of animals and a lot of blue backgrounds ,Positive
251, Its all good but the animals have stereotyped behavior so its a pity ,Negative
252, There were too many people and the ride time seemed short ,Neutral
253, When I arrived at 1050 on a Saturday there was a seat in the back door parking lot so I parked right away I went to ride a ride but I waited an hour for the Flume Ride and waited 2030 minutes for the rest In ,Neutral
254, Its called Childrens Grand Park but its good for adults too If you go on weekdays or in the morning it is quiet and if you walk in the forest you can smell the phytoncide scent that is not easily felt in the ,Positive
255, Uphill There is a lot of downhill so go for a walk or exercise Stroller required Because its free theres not enough things to see eat and play Not enough ,Positive
256, Childrens satisfaction with the free pass Hot dogs are the taste of life ,Positive
257, Spacious in Seoul with free admission and the animals are the best ,Positive
258, No entrance fee  I like to take a walk ,Positive
259, There are a lot of people on the weekend so its good to be outdoors ,Positive
260, Children under the age of 7 I ran around all day with a free pass I lost weight after chasing my son A place that satisfies the satisfaction of young children and at the same time ,Positive
261, Its conveniently located in downtown Seoul so its good for family outings as there are zoos and parks even if its not an amusement park Amusement parks are mainly for children so there are no thrilling ,Positive
262,This park great to children and young student The big foundation is very cool,Positive
263, Parking is good because its free of error Full of people ,Positive
264, I like it because its free Its difficult to get into the parking lot ,Positive
265, It was perfect for taking preschoolers for free I think Ill go there often until I grow up ,Positive
266, Right in front of the subway in Seoul the only place where you can enjoy a zoo amusement rides and a large park together ,Positive
267, Weekend parking is a real mess Please be prepared to wait at least 30 minutes for parking ,Positive
268, It is good for a walk with children and free admission to many places such as zoos and botanical gardens Convenient to carry with a stroller ,Positive
269, Infants children and adults It is a place where you can watch animals for free and relax I recommend it ,Positive
270, No animals no sights just a park feel ,Negative
271, A great place to make great memories for your kids for free ,Positive
272, Its a great place for a walk and for kids I like the forest ,Positive
273, There were a lot of people so I didnt ride much The quarantine rules are not in place but the safety guarantee was good ,Positive
274, Anyone can enter for free There is a fee to use the rides The food sold at the street vendors outside the park is not fresh and I would not recommend it ,Positive
275, Its already the 10th There are play facilities and there are animals so I go a lot But because I went on the weekend the parking lot was full The parking fee is 1300 won and the ,Positive
276, I went in 1979 I went in 1998 and it seems like its been 24 years since I went ,Positive
277, Childrens Grand Park in a wide space Trees flowers many and many animals many people This is the area of traces of suffering today ,Neutral
278, The reason I deducted one star is that the facilities are all good When you guide me for parking in the East Gate parking lot do you make the full sign visible when waiting It was unpleasant so I deducted one ,Negative
279,Nice place,Positive
280,Very nice and huge park where you can always go for a walk or picnic. It's a rare place to enjoy real nature in Seoul too. Anyone would agree as it's always quite crowded all the time.,Positive
281,Perfect place to go with kids many rides and lots of space for play but you should go in the morning. It looks creepy and looks like an abandoned town at night,Positive
282,"Great place to let children run and play. Zoo is very depressing and deteriorating. I wouldn’t take kids to see the zoo. I saw many parents throwing stuff at the animals, and by all means, don’t let your children be unattended here I was holding my baby and two adults rushed to get a picture of a monkey, pushing me aside, and standing in front of my child. I’ll never forget it. The chimp was amazing, the adults were animals.The place is safe, but so crowded and old men and women will shove children.  The land is great, a piece of nature set in the city. Beautiful nature and weekdays are less crowded. Weekends from spring to fall are rough; religious groups and summer camps occupy most of the land, but there are quiet places if you search.  I’ve seen elderly men and women knocking squirrel nests out of trees to forage for acorns. Now there are signs informing people not to steal acorns. There’s annoying music playing all over the park, so you can’t escape Kpop even in nature.  The best thing about this place is the amphitheater. Great live performances. I highly recommend. But, sometimes there are very young girls (age 8-15) dressed like prostitutes twerking to Kpop on stage and it was SO awkward. .... especially as tons of old guys filmed it.... yeah, maybe grandparents, but I saw a lot of guys wandering by to film. Was so weird.  Convenience stores are here so you’ll have places to buy water or snacks.  There’s an ancient amusement park with rides that look like they’re from 1962, so ride at your own risk. I like the amusement park, but again, stay close to your kids and as always, prepare to be racially mocked, disrespected, or abused.  Enjoy this beautiful park. Avoid the morbid zoo.",Positive
283,"The park is attractive to both adults and children in autumn (late Oct./ early Nov.). The autumn colours are fascinating but they vary from year to year depending on weather, etc. This year, the summer is long and dry but the ginkgo and maple trees still show off their beautiful autumn colours, although not as good as those of last year. The park has a good zoo, apart from an amusement park, etc. I like to go there (and to the Seoul Grand Park) when I visit Seoul, as both are great places for photography and leisure.",Positive
284,"My 17 month old daughter was so extremely excited to see all the animals and did not want to leave. Korea has so many family-friendly places and this is definitely one of them. I think I may have seen some strollers to rent on our way in, not entirely sure. Overall, this was a lovely experience for both of us and we look forward to going back with my husband.",Positive
285,"We went with our 20month old toddler and really enjoyed the whole day there. It's a huge park with outdoor and indoor playground. Probably because we went on a weekday, the whole park was very quiet. Entrance to the main park is free, but certain attractions charge a fee. Key highlights 1) best thing about this place is the Seoul Children's Museum. There's an entrance fee but it's not expensive. They also allow u to exit and re-enter on the same day. There are 4 storeys catering to different children age groups and the set up on each floor is very impressive, especially the water play on level 3! I think it's fun for all kids from toddlers to teens. 2) catch the animal show called Anistory featuring many types of animals including seals, birds, cats, monkey etc. Need to pay for entry though. It's quite entertaining. Even though we didn't understand the language, we still enjoyed it very much. 3) the park is massive, great if u like outdoor walks. There's a huge water fountain show near the Seoul Children's Museum that's quite impressive too.  Overall a nice destination that offers both indoor and outdoor experiences. I didn't like the mini zoo though. Each enclosure was very small and the animals looked a bit depressed. I wouldn't recommend if your only objective is to visit the zoo.",Positive
286,"This place is a hidden gem and not many tourists visit this park. Very nice, clean and spacious park with lots to see like gardens, playground & mini-zoo. Kids would definitely love this place. The mini-zoo is a little sad as it's under-maintained and some animals look sad in their enclosures.  Plus point: Nice, clean and spacious park. Free entry except for the amusement park section. Not crowded!  Negative: Somewhat under-maintained. Has the potential to be much better",Positive
287,"We had a great time though it was so hot. You need to bring or buy lots of water. There are lots of places where you can find food/snack/ice water or other beverages. The kids loved the musical fountain, the water playground, the animals, the Anishow. We spent around 4 hours looking around and playing.",Positive
