,CONTENT,VADER
39,Whole long stretch of street food where u find live squid as well. Egg pan cake is a little bit oily but is very delicious. This place is very special where u can order food and sit in front of the small stall to eat. Price is reasonable. Next to the main food street there are some stalls selling cloths and sports stuff.,Positive
40,"We can’t get enough of the mung bean pancake. We had it twice during our visit. We also loved the mini kimbap. Their bibimbap was also quite good. If we go back to south korea, we are definitely including this market again in our itinerary. piannskitchen.com",Positive
41,We visited by subway station Jongno 5-ga.It is 50 metres from the station.There are lots of food stalls selling multiple local dishes.We chose a family run fish restaurant that was popular with local people.We had kimchi chilli and cabbage starters and spicy pollock roe stew which blew our heads off much to the amusement of the Koreans.We communicated in sign language.Luckily they sold cold beers.A great experience.,Positive
42,"Was initially a bit confused and intimidated by the setup but eventually found it be a very way to discover new food. Not sure who is buying the clothes on sale but the food stalls definitely attract lots of customers. Just need the guts to sit down at one of the places and give the offerings a try. Seems to be segmented a bit by seafood, noodles, etc. Ended up having delicious food for very little money. Food stalls were closing up fast at 3PM when we were there so get there early enough to have options.",Positive
43,"We went there as part of our ""explore Seoul"" trip and it was worth it! The atmosphere and energy were unmatched. The ox head meat made it worth the hassle!",Positive
44,"My family sat at a stall that was empty at the time (but as we finished our lunch all the empty chairs were almost full). Tried the great spicy tteokbokki and shared some mandu (dumplings), gimbap, fish cakes and bibimbap. Perhaps not the best food I ate during my stay, but very decent.  The issue I saw was that most food vendors seemed to serve the same dishes and although I can’t compare their cooking styles, this fact would make me think twice to return. When we went to see the Myeongdong Nanta show all the street vendors were offering their innovative cuisine in the streets (including lobster with cheese) and all the stalls offered something different. I wish this market offered that (or at least some type of) dish variety.",Positive
45,"One of our stops on the night tour was the Gwangjang Market where some of my family members were brave enough to try eating live octopus. I was not even brave enough to sit at the same table with them. I did try their famous pancakes from one of their vegetarian stalls and was mildly impressed. The best find for me in this market was their donuts. The line was long but moved fast. They could not make them fast enough. My family went back for seconds. If you are ever in this market go for the freshly made donuts (its soaped long instead of round), the taste is worth every calorie. You can watch it being made as well. Priced moderately.",Positive
46,Easy to find from subway exit 9. This market is busy with food stalls & lots of variety. An excellent way to try a little of different korean foods. Other stalls for a whole range of products & goods. Various lanes of stalls spread out so you come back to a central point then take the next avenue.,Positive
47,"We watched Netflix show about street food of Seoul and it was a must do and see for us when we visited Seoul last week. We managed to find the stall from the show which makes the famous mung bean pancakes 🥞. The market was so big and it felt like it wasn’t ending. You can find anything there: food, clothes, fabric, sea food ... it’s definitely a must visit in Seoul as you will experience a real Korean culture.",Positive
48,"The Kwangjang (sometimes spelled Gwangjang) market is a real foodie heaven. Many resources on the internet say it closes at 6PM and this may be true for many of the shops, however the food scene seems to be going strong at least until 10:00 PM. Here you will find many street food classics such as mung bean pancakes, Korean blood sausage, dumplings, steak tartare, fresh octopus and many others. All menus are in English, I don’t see why you would book a tour to come here to eat - read up on the Korean street food dishes and venture out on your own - I met several nice Koreans as I was hoping from stall to stall who was very friendly and wanted to share their food culture and their Soju with a total stranger. Geonbae!",Positive
49,"Came here for the knife cut noodles and mung bean pancakes. Loads of shops selling hanboks, traditional decorations and snacks.",Negative
50,"Street food markets always represent the beating heart of a country. Here, in Gwangjang Market, you can find the true traditional korean food. There is a lot of attractive food; try as much as you can in order to have the most genuine experience possible!",Positive
51,Street food in abundance. Live fish for sale and local delicacies (unidentifiable to me). Sitting at a stall or one of the rooms is probably better than getting a take-away as the 'to go' option involves a lot of plastic and polystyrene packaging.,Positive
52,worth a visit to check out the food. didn’t spend that much time here but my favourite stall was the kalguksu (knife-cut wheat flour noodles in soup) and mandu (dumplings) stall made famous by the netflix street food show (happy to report that it is worth the hype and the possible wait for seats as it’s now a hot spot for foreigners thanks to the show). it’s also a good place to shop for fabrics if that’s what you’re looking for!,Positive
53,This market is more about food than other stuff. You can try a lot of diffrent food. If you are around you should try to eat there!,Neutral
54,Big markets. Lots and lots of stalls. Dry goods. Cooked food. Textiles. Linen. Toys. Souvenirs. Korean craft. Good to explore especially during rainy day since it is covered. The textile sections on ground and upper floor is enough to make you lost. All good price. Don’t miss out the food stores. We had the noodle and dumpling at one of the Netflix street food featured stores. Not disappointed.,Positive
55,Went specifically because I watched on Netflix. Found the noodles and dumpling stall and the crab stall. Both amazing. Really good food from wonderful hardworking people.,Positive
56,"Fantastic market with heaps of small street food stalls. Pretty big area covering the block, heaps of stalls to walk around and can sit down to each at eat. Heaps of variety, catering for truly Korean food. Very tasty and fresh.",Positive
57,"Gwangjang market is a traditional Korean / Asian market. Lots of stalls selling all kinds of edible products, some raw some cooked. A great Street food location or buying some fresh fruit.",Positive
58,"You are spoilt for choice in the market for eateries. The centre food court has many small stalls that offer pancakes, noodles, rice rolls, live octopus, and more pancakes and more noodles. You can also purchase fresh vegetables, seafood and other raw food for your own cooking as it is a market. Another interesting thing to buy is cloth. Rolls and rolls of colourful and beautiful cloth are for sale here with many shops owners trying to make a living.",Positive
59,"Gwangjang market is the place to see the locals do their daily marketing. Besides the usual tteokbokki ( spicy ricecakes), you should try the fried mungbean pancakes, served with a delicious soy sauce onion dip. This market caters to the locals, so it is as authentic an experience watching Korean people buy and sell. A food paradise for people who love to eat or cook.",Positive
60,"Lots of great shopping and a huge center food court. Great fun, clean, reasonable prices. Loved the clean bathrooms.",Positive
61,"What a colourful and sense evoking experience with so many things to eat, smell, see and be a part of! A fabulous market. The kimchi dumplings and mung bean pancakes were amazing! Some good options if you are vegetarian.",Positive
62,"This place is a must see to in my book. I had a Seoul Korean native who lived in the States for 25 years give me a tour after moving back to Seoul for the past 11 years. Took me places that tourist would NEVER see and many Koreans don’t even know about it. This was one of his stops and gave me the history of the Market and how it grew and expended over decades. This is the largest traditional Korean markets and is known for food, silk and anything you want to find. You can also book a tour through TripAdvisor",Negative
63,"Went with my brother to have a good experience as seen online. One of the food stall owners was very pushy and persuaded us to sit down after saying she'd give us ""service"" (free food). We ate some and asked if we could take the rest of the food away as we wanted to leave quickly, still thinking it was ""service"". Also important to note I spoke Korean though I'm not 100% fluent. I was quite naive, and at this point she added more food that we didn't ask for. I then asked how much this would all be(as it was a lot for free food) and she told me it was 16,000won. I then felt pressured into paying because she purposefully gave us a lot of food without asking. The stall owner was very old and our Korean wasn't good enough to argue with her. My brother was also feeling sick. At the time, there were a lot of people as well as the weather being very rainy and humid, so we just wanted to get away as soon as possible. Make sure to be very firm with what exactly you want to eat and always ask straightaway as to how much the food will be or make sure that the food is still ""service"" if offered.",Positive
64,"Great Market Place to experience local culture & food. Many tastes of local Korean food like the Korean pancake, noodles, kimchi, gimbap, seafood & etc. Dry preserved seafood can also be found there. The other side of the market is fabric area which closes in the evening after the food market comes alive. Walk around Jungno-gu you can also find fruits & flower markets.",Positive
65,Tried all the 3 shops that were featured on Netflix. Loved the experience.  Netflix 1 Dimsums @ 5000 KRW were delicious 2: The raw crab in soya (very expensive 20000 KRW) for a small crab. 3. Pan cake (average - nothing special)  the experience and the atmosphere is super.,Positive
66,"This one of Korea’s largest traditional markets, with one section selling authentic Korean street food. It is crowded with tourists as well as locals along the narrow alleys. For some stalls, there are some seats for customers who ordered pancakes, Korean dumplings, braised pig's trotters, gimbap, seafood, etc. If you are adventurous, you can try the raw octopus tentacles.  There are also stalls selling fruit, vegetables, meat and fresh seafood. I purchased some apples and peaches, which were rather expensive. Suggest you buy fruits from other places.",Positive
67,"No, this is not an upscale, ultra-clean chain department store where credit cards are king -- it is a market with numerous food stalls are centered along the walkways and sellers of fish, produce, silk, souvenirs, kimchi, housegoods and junk line the walkways. For me, all the food looks alike but obviously some are better than others as they are very busy and others have no customers. When in Seoul, one really has to visit -- not necessarily buy, but at least visit.",Positive
68,"If you want to taste local street food easily, Gwangjang market should be one of your stop in Seoul. Easy, tasty and cheap.",Positive
69,"I went there with my korean friend and we tried raw beef dish and korean pancake, which is the popular dish of Gwangjang market. Both were delicious especially korean pancake. I loved it really. It is worth to mention that the vibe and atmosphere there was amazing. It was a bit crowded but that what you should expect to be in local market. There are many things for you to try there, so it is better to go with friends so you can try more dishes.",Positive
70,"It is really just a market solely focused on FOOD! Wonderfully authentic and delicious Korean Food! The shop keepers are very friendly and welcoming and can speak a multitude of languages ranging from english, chinese and japanese, so communication really shouldn't be a problem no matter where you're from. All the food is fresh or made on the spot and you can see them prepare it. You can either take away the food or sit down at the stalls themselves to enjoy the food items. Price wise, it isn't expensive at all and you are utterly spoiled for choice of what to eat at Gwangjang market. There is a lot to see and observe and is a definite must-see location when in Seoul. I'd personally recommend ordering the kimbap, japchae, jajamyeon, pumpkin porridge, tobeokki and the kimchi pancakes!",Positive
71,It's like a food market where you can buy street food and walk along the street to find more food. Nothing special unless there is a specific food stall that you want here.,Negative
72,"If you love traditional Korean food, this is your heaven. Don’t miss the kalguksu stall owned and operated by Yoonsun Cho, covered in Netflix’s Street Food. Yum!",Positive
73,"It's a nice traditional market to look and walk around, but the food section is very crowded and the food selections are actually very similar although there are many stores, and the food vendors would keep trying to sell you their food and may come off as pushy and aggressive which I really felt uncomfortable with. The food selections are mainly street foods such as tteokboki, mandu, fishcake etc, the mung bean pancake I tried was average.",Negative
74,"I was brought by my friend to see this local market. There are a lot of food stores, selling a variety of products. In the east side of the market, there are a lot of food vendors selling mungbean pancakes to cold noodles. On the second floor (or first floor if you are British/European), there are vendors selling traditional Korean wedding dresses (similar to Hanbok) and also second hand clothing.",Positive
75,Mung bean pancakes for lunch - yum. Shame you have to find a corner to eat them. This market is a food heaven as long as you can stand the crowds. There are some alleyways around - go for a wander and you will find some hidden treasures.,Positive
76,"5 sectors in this market: 1) food 2) clothing 3) Daily necessities 4) dried food and titbits n fruits 5) wet markets for seafood. Love the dumplings from one stall right at the end of the food alley. Many aunties are selling similar food but depending solely on each skill to attract patrons. The other alley are stalls selling korean costumes and modern clothings. You should bargain, but not too much. Another alley has stalls selling daily necessities, like towels, scrub towels, etc. And another alley has stalls selling the different types of titbits like seaweed cracker, seaweed, almonds. There is also another alley like wet market, selling seafood and dried fishes.",Positive
77,"We came here for lunch and entered on the textile entrance of the market. About halfway into the building is when we finally started to see the food stalls. The first stop was a fish cake stall where we ordered two, each W1000. Both came impaled on a stick along with a cup of broth. Both types of fish cakes were decent and the soup was flavorful.  We were still on the hunt for a good lunch spot when we came across a stand with a large photo of Netflix on it. It turned out to be one of the vendors, Yoonsun Cho, showcased on an episode of Street Food. It was food stall #70 and had one of the largest seating areas which was a stand-alone stall surrounding the cooking and prep areas compared to all the others we walked by. We had to wait about ten minutes before a bench opened to accommodate the whole family. During the interim we watched her make some of her hand cut noodles and prep a number of bowls. Everything we tried was very good from the kimchi mandu to the hand cut noodle and the cold buckwheat noodles (we ordered spicy but it didn’t pack much heat). Overall they ran a very efficient operation for the lines of people wanting to eat here and the food was reasonably priced at W5000 each for majority of the menu items.  There also was a mung bean fried cake vendor featured on Netflix but we were too full to give hers a try.  The market was crowded and together with all the frying the temperature got a little warm inside.",Positive
78,"The food section of the market was still buzzing at 7 pm on a Friday, other sections were mainly shutting down or closed. We stuffed down hand pulled noodles by the Netflix celebrity, washed down with rice beer, gimbap, tteokbokki and live baby octupus. Would definitely visit again and allot more time for discovery.",Positive
79,There are a lot of Korean local food and I'm not surprised that they are not that hygienic. The market itself is too crowded and I don't feel comfortable with it.,Negative
80,"Many stalls selling the same things, so pls read up or watch Netflix before going over. Have to try the mung beans pancake and knife noodles and dumplings. Go where the locals eat!",Positive
81,"The food here was great, I had the mung bean pancake. Apart from the food, this place is super crowded and the shops are pretty much the same shops you see all over the city.",Positive
82,"Although I hadn’t seen the Netflix special about this market, I loved the food and the fact that it’s not a tourist market. Well not yet 😳 Yes we ate at the now famous store and had dumplings which were amazing.",Positive
83,You can find lot of street foods here. These are the korean traditional food. Recommended to visit to have a good experience on the street food.,Positive
84,Full of local korean food like real live octopus!! A must try in Seoul!  This is also the best place to buy food gifts to bring home. Bargain!!,Positive
85,"I came here for some souvenir shopping which was very successful, but my mind was blown by the food court. I wish I had been as careful as I was with the souvenir shops, not buying at the first store because the deeper I got into the food court the better looking the food got, but I was already full! The fried pancake filled with pork, sold right in the crux of the market was delicious. My daughter and I had fruit slushes out on the street side, but had we stayed toward the middle there were many more flavors available. Great atmosphere and great prices. Not much bargaining going on.",Positive
86,"A MUST visit if you are into following media tracks such as KD drama and other popular places. We went to this market to try NETFLIX handmade star :)  The noodles were springy and yummy! The entire process can be seen right in front of you. dumpling and noodle making. As simple as 3 cauldrons to cook everything to serve people who would wait in 3 layers behind the stools.  We had the handmade noodles (5000Won) and the mixed dumplings (5000Won) Both simple but for some reason we ended up going back the next day to have it again. Simplicity at it's best  Note the stall is near the south gate (stall # 70). If there's something worthy to add, try to find the place along the middle of the walk way as everyone practically sells the same thing but it is only this stall who the overflowing customer (the magic of media). this means the other stalls are not so keen in helping out find her.  before you leave, don't forget to buy some of the local KR crackers (Yummy) and kimchi - ALL TYPES! There are a lot of souvenirs too for giveaway though price is not that different from Myeongdon...maybe 100 to 200Won cheaper.",Positive
87,"Local market full with various local food. Price is not cheap but not expensive. Reccommend to walk around before make your decision because almost shops there have same food but some different menu. Not only food but have others like cloth, souvenir, etc.",Positive
88,Lot’s of good food and too crowded also its one of korea’s old market thats why its a landmark tourist must visit when they go to seoul south korea.,Positive
89,Good for street food but way too crowded.  The markets in Japan are so much better and well organized.  Worth the visit tho for the food. Try blood sausages and pig foot.,Positive
90,The market is full of snacks and other items that can be great souvenirs. It also has things for the home if your living in Korea. The best thing about it is its delicious traditional Korean food. Definitely try the knife cut noodles and mandu. The mung bean pancake is good too. It tastes like a thick hashbrown. I would definitely recommend this place in the spring or fall,Positive
91,I came here directly from the plane. It was a very nice visit. I bought a few packets of snacks and had wonderful food that were freshly prepared and piping hot. Price-wise : very very reasonable. I would definitely come here again. It was really nice and vendors are nice and not at all pushy.,Positive
92,"Very nice train station and very accessible. Busy market with lotsa local food, go there with an empty stomach to try the local food. Sells fresh fruits and kimchi, also local souvenirs and snacks to bring back as gifts. Many stalls selling similar snacks and food though. Must try the mung bean pancakes and chilled vegetable gelatins.",Positive
93,"When we visited, my husband and I were looking to buy hanboks. We entered a building where they were selling hanboks and the first stall didn't have the style I wanted. But she motioned for us to follow her.  She left her stall and ran (with all 7 of us following her) to another shop just to help me find the hanbok I wanted. We ended up purchasing from the shop she took us to, then we went back to purchase my husband's hanbok from her shop.",Positive
94,This place sells all kinds of korean local traditional food. Tourists and locals frequent this place.,Neutral
95,You will find ecerything from this market. It is all cheap and you can find also the traditional things like hanbuk their traditional clothes,Positive
96,"Gwangjang market was our go to brunch destination. They offer things from spices to fresh seafood, pickled food to textiles. But let’s be honest, my only reason for going there is to eat.  So many rows of food stalls and so many things to choose from. We had to come back twice to sample all the food we wanted. I love the meat/mung bean pancakes, the kalguksu with mandu. You can also get the live octopus (sannakji) here. Oh and don’t forget to try the hotteok (honey pancake)👌.  Get off at Jongno 5-ga station or Euljiro 4-ga station  Happy eating!",Positive
97,Come early to soak in the busy market sounds & smells. Great range of merchandise from socks to hanboks. Interesting restaurants selling live octopus & raw beef. Supposed to be a local delicacy. Good range of banchan to buy home as edible souvenirs. I love my pickled sesame leaves.,Positive
98,Well as they say it’s a must try so at this market you will have many chances to try  We tried it at this place and although not my favourite I can say I’ve had it  Lots of snacks and pancakes to try too,Positive
99,"We went to Gwangjang Market in the morning. Lots of food stalls selling similar stuff. Tried the mung beans pancake and it’s delicious. We went in a group so that we can try a bit of this a bit of that as portions are big.  There’s also live octopus... but we didn’t enjoy it so we didn’t order this time. Overall, good place to spend an hour or two.",Positive
100,"Gwangjang Market is very busy and now it seems the owners have learned to take advantage of this.  I went into an accessory shop to buy my niece a few things for her first birthday. The ahjumma quoted me a price of 46,000₩. While she went to the back to get a plastic bag for me, I placed a 50,000₩ note on the counter. I turned to look at a few more items while she was packing my things. My back was turned away from her, and she tells me I gave her 5,000₩ instead of 50,000₩.😲  I know for certain I had two 50,000₩ notes with me because I had just gone to the ATM and withdrew them.  I asked her if she had CCTV in her store...and of course, she didn't. Her ""friend"" another ahjumma store owner (conveniently) walked up and said she was watching the entire time and a money switch was not possible.  The whole situation was sketchy and it seems like these ladies do this as often as possible.  I suppose I could have called the police, but without CCTV, I felt I really didn't have a choice but to leave....without my 45,000₩.  So....shoppers beware. NO MATTER HOW LONG YOU'VE LIVED IN KOREA and even though you believe Korean people don't steal....never, ever, ever....leave your money on a counter.  In my 10 years here, I never thought this could happen....glad my lesson only cost me $45.🤷‍♀️🤦‍♀️🙅‍♀️",Neutral
101,"As I left the Shilla hotel I thought to check my walking itinerary for the day with the concierge and she recommended that while walking from ddp plaza to cheeong stream that we stop at this popular market. It did not disappoint. There is a gorgeous inner 2floor market for custom made Hanbok. This would be the place to go! We got to eat all of the night market street foods, did awesome souvenir shopping and we wanted to eat all here in this one market too.",Positive
102,This is a hugh marketplace selling all sorts of goods. If you are looking for affordable Korean souvenirs and gifts then you may want to pay a visit here and the kimchi prepared and sold by the ajumas (in sealed bags of 1/2 or 1kg packs) taste so good. There are also plenty of delicious traditional Korean food stalls lined throughout the entire place. The Hotteok (mugbean pancake is a must try here!),Positive
103,It’s crazy in a positive way by walking through the food market on weekends. The live cooking looks so amazing and the food is so fabulous!,Positive
104,"Basically a market that has everything you need to see, to buy and to eat. All under one roof. A good stop before heading home. Buy all you need, pack and say see you again Seoul!",Positive
105,"I love markets, and have been to many all over the world. This one might be my favorite. Spend an hour browsing, then pick the spot to eat that you think looks best. Order some food and Soju. You will be happy.",Positive
106,"The two markets I visited in Seoul were Namdaemun and Gwangjang, both on a Saturday. I enjoyed Gwangjang the most. It was more crowded, especially in the afternoon. The street food style eating is much better than Namdaemun. There is everything you could want. We ate bimbap and tteokbokki while seated on a heated bench; 3000 won each and generous. At another stall, we ate a honey pancake. Delicious! Walked around for a couple of hours, including across the street where there are many climbing gear shops. Expensive, but fun to browse. One even serves beer and coffee. Look for the one called “mygear”. Vas’s beer in a 16 oz glass is 3000 won. Coffee made to order. Very nice host. I would come back again and would recommend to friends.",Positive
107,"Abundance of food, price very reasonable. this market also sells clothing and household stuff. Must go!",Neutral
108,"The market is one of the oldest and largest traditional markets in South Korea, with more than 5000 shops built around 1957 and 1959. Sells all food, house hold products at a very reasonable price.",Neutral
109,This area is frequented by locals.  You get to feel to local atmosphere in this market than the other markets in Seoul.  Traditional Korean food is must to be experienced here.,Neutral
110,Checking off my bucket list of eating live octopus... this place is filled with delicious made to order food.,Positive
111,"This place is accessible and offers several Korean food at affordable prices. The aunties are nice too. The market also sells other things than food, but I believe most tourist go for the food.",Positive
112,"We were so looking forward to this. It did disappoint. May be because we were there in Feb, but we found it a bit lame. There is nothing special at this market that we can get anywhere else in Seoul. There is nothing really that would make us go there again.",Negative
113,"It's a huge market, fill with hanbok and clothes selection. Venture to the other side for hundreds of store selling the same thing. Pick your favorite auntie or lady and enjoy the food",Positive
114,"This is a very good place to visit as there are food and clothes and all sorts of things. There are many nice foods , local korea food to try.",Positive
115,"There are many stores offering local food. If you hope to have some Korean food, it is the best place to go. However, the environment is quite worrying since the market is quite dirty and lacks enough cleaning facility. I am afraid of the tableware is not clean.",Neutral
116,"A great place to sample the culinary delights of Korea. A must visit but it can be hot in the summer, which is why then the Juice stands are mandatory. Highly, highly recommend. Be brave and try the live octupus, we wimped out!",Positive
117,"We went on a tour with a local guide and found the market to be lively on a Sunday night. There was plenty of food and drink to choose from. I recommend anything fried & try something you might not have eaten on a regular day - mine was a kimchi mini crab! You can sit on the heated seats and enjoy the company of other travelers or take your food to-go. The smells will remind you that you are in old school Korea, and probably that you're hungry! Plan to spend at least two hours here eating and touring the shops. Take cash as it's easier and quicker to pay in won.",Positive
118,"Whether you like Korean food esp Korean street food or not, you will still enjoy this place. I recommend weekdays than weekend esp Sunday. some places closed on Sunday yet still lots to see and try.... be aware of crowds on Sundays, the market has very narrow street due to heaps of stalls there.  hustle and bustle for sure and heaps of street food and traditional Korean rice wine as well.",Positive
119,Loved this market where you can get chicken feet and octopus:) The vendors were nice and it was tasty.,Positive
120,"I like this place! You can try many local foods here with affordable price. My recommendation is Dakbal (boneless chicken feet) it’s VERY delicious! Ah, and a little bit spicy but not too much 😊",Positive
121,"Took bus from MyeongDong to market for lunch and bought Korean snacks e.g. rice crispies mixed with honey and nuts, fresh rice cakes. Ate gimbap, raw octopus, crispy fried pancakes in one of the stalls. Squatted like a local to eat blood intestines, liver, lungs etc. Market specialised in selling blankets, fabric and winter blankets (which I was told can be vacuum sealed back home).",Positive
122,Excitement in the air as this place is bustling with lots of activities. Good food as well! Highly recommend this place. A stall with a sign that says ‘Best Millet pancake in Korea’. Got to try .. locals Q for this food. I guess they can’t be wrong. stall is at the North 2nd gate. This is just one of the many good food in this place....,Positive
