,CONTENT,VADER
32,Its really awesome,Positive
33, There are restaurants and cultural spaces so its a great way to pass the time  ,Positive
34, Ill be arriving in Seoul soon and I want to climb to the top of Lotte Tower ,Negative
35, Its the World Tower I often go to to watch movies There are plenty of places to eat and to see Its a great place to spend a lot of time ,Positive
36, Seoul looks amazing from a height of 555 meters on the 123rd floor  ,Positive
37, The terrace was nothing like I expected If there was a landmark it would have been fun to look around Its not fun to watch ,Positive
38, A place you must visit at least once The night view is amazing ,Positive
39,Very good location to come and see Seoul  Need to pick good weather,Positive
40,amazing view,Positive
41,So many things to see and reasonably priced  One heck of a view,Neutral
42,Really cool views of the city and the elevator is the fastest in the world,Positive
43, Visited on July 29th never visited twice not much to enjoy ,Negative
44, I really liked the aquarium I visited with my daughter and family ,Positive
45, As it is the tallest building in Korea it can be seen from afar and if you take the elevator to the observatory it takes about a minute to go up ,Neutral
46, There is no free way to park and the discount is limited but its fun for 2 days ,Positive
47, It took a long time to wait but I decided to go just to see the scenery ,Neutral
48,Very Fancy place,Neutral
49,Crystal mirrors are in roof floor,Neutral
50,Superb views,Positive
51, I love all of the luxury hall duty free shops restaurants and cafes The luxury store and department store staff seem to be more friendly than other ,Positive
52, Dont miss it Jump on Sky Bridge 555 meters above Lotte Sky Tower Dont miss out on special events If you come to Korea you have to jump at the ,Positive
53, The entrance to the observation deck is well decorated The show is fantastic As if to prove that it is the tallest observatory in Korea climbing on the ,Positive
54, very nice parking is expensive ,Positive
55, There is a lot to see and the traffic is good but it is good for mental health to give up food because the wait is too long ,Positive
56,xngxdxxi,Neutral
57, The facility is very good and it is good for a shopping date ,Positive
58, A visit to the skyscraper seems to be a good memory at least once And on the weekends there are a lot of people so weekdays would be better ,Positive
59, Ive only looked around part of it but its so wide that itll take a while to look around ,Neutral
60,The view from the top is amazing I was excited to be at the top of South Koreas tallest building The entry to the tower is also an awesome experience I liked the way they ,Positive
61, Coffee prices at the top floor cafe are relatively cheap ,Positive
62, The walking tour from the 117th to the 123rd floor was very interesting and pleasant ,Positive
63, The view was great and there were so many things to see I experienced a new world ,Positive
64, In any case a novice Rolex Cartier ,Neutral
65, Very dissatisfied with the parking fee If youve seen the movie you should get a full discount for 3 hours What are you doing with a 3000 won discount ,Positive
66,Fantastic to see the whole city,Positive
67, A view of Seokchon Lake and Lotte World I went to Kim Youngmos Bakery Cafe which has a very nice view ,Positive
68, A tower worth visiting at least once if you live in Seoul Lounge food is really neat and delicious The pasta came out last and I took it and took a picture The taste of the food was soso overall for the price The ,Positive
69, A place worth visiting at least once I went just before nightfall so I was able to see both the light and the dark side The cafe is a franchise so it wasnt expensive It is the same as the market price ,Positive
70, If you feel sick while passing by go to the bathroom here ,Negative
71,Great views Bit pricey If youre paying with a visa its 20 of the ticket,Positive
72,The biggest shopping mall in Korea,Neutral
73,Great experience good parking food available,Positive
74, In July 2022 the entry ticket is KRW 90K Quite expensive but comparable to the facilities with a very fast and comfortable elevator ,Positive
75, It was good except for the expensive one You can get a discount if you bring your Samsung card ,Positive
76,Very cool multilevel experience The elevator ride is worth the price of admission Do not miss,Positive
77,GreatI wish I had courage to try the bridge,Positive
78,Luxury and diverse mall,Neutral
79,Great to do ABSOLUTELY,Positive
80, Its not as big as I thought so Im disappointed Expensive for its size ,Negative
81,The best view of Seoul,Positive
82, I went to see a movie Usually it only lingers in the basement but after a while I went upstairs After all Jamsil is Lotte World Chunji ,Neutral
83,Good place to visit with yr kids,Positive
84, Its been a long time since Ive been to a place change a lot ,Neutral
85, As a tower representing Korea it is a wonderful and beautiful place ,Positive
86, Use the restaurant Stay on the 81st floor A place with a view overlooking the surrounding area The food quality is good but considering the price its hard to say its ,Positive
87, The view was also very good I love both the bedroom and bathroom The wine bar was good and the breakfast was good too ,Positive
88, Its so good to go with my baby But I went with my baby and wife but I went to the aquarium ,Positive
89, Observation Deck Be sure to go up ,Positive
90, It is a place where families are satisfied Jamsil is like a second home because I feel comfortable ,Positive
91, special case sale Price is not convenient ,Positive
92, Great place to eat and play There is a long wait at the restaurant on weekends ,Positive
93, Hanwoori Shabu Shabu Kalguksu is delicious but its cheap ,Positive
94,A very nice mallGreat cafes plenty restaurants and shopping possibilities The aquarium was a very pleasent surprise Worth a couple of hours The tower and the Lotte World Park is on the to do list Strolling along the lakes behind the ,Positive
95, outing with friends I had a good look ,Positive
96, Its like visiting the landmarks of each country when you go abroad Korea can be indifferent but still worth a visit ,Positive
97, Visit Seoul Sky Great spot Pleasant visit ,Positive
98,Great,Positive
99,An incredible view,Neutral
100, 4D is less realistic Everything else is satisfactory ,Positive
101,Excellent but too crowded,Positive
102,Super,Positive
103, Its so wide that my legs hurt and I have to be prepared to line up anywhere at mealtime ,Negative
104, Stayed for 12 nights at Signiel The guard on the first floor does not allow you to take pictures ,Negative
105,Fun,Positive
106,Its a must to see Tip Talk to the assistant and ask to do discount on tickets Its easier when you are in even a small 3 people group,Positive
107, Signiel Hotel Lounge Good to drink tea or coffee while looking at the scenery ,Positive
108, My personal opinion is that its worth a visit The view from the observation deck on the top floor was good ,Positive
109,A very popular tourist spot these days,Positive
110, It is the largest shopping mall in Jamsil There are many places where people of all ages can visit and experience ,Neutral
111,Good,Positive
112, Optimal food for money This is a place for a specific person ,Positive
113,Home to GORDON RAMSAY BURGER the sky tower thing and many shops,Neutral
114, I cant eat because there are so many people on the weekend ,Neutral
115,Yesterday was my first time visiting seoul and lotte towerbest experience of my lifeand that too with new friends You should visit lotte tower onceyou will feel like u r on top of the JUST AMAZING,Positive
116, Lotte Tower  If you make a lunch set the purchase ticket for that day will be cheaper  The place where the floor is glass is thrilling and fun  ,Positive
117, The view of the hotel is good but the swimming pool is small and there is not much to eat in the morning ,Positive
118, I went shopping and ate You can also take a walk around Seokchon Lake ,Neutral
119, Very expensive but for such a view you can pay that Very expensive but you get such a view dont miss it ,Neutral
120,Split in two worlds one for the rich and the other for everyone else Enjoyable experience with lots to see ,Positive
121, There are so many different things that I can play all day ,Positive
122, Its been a while since Ive visited but a lot has changed ,Neutral
123, Koreas Landmark Lotte World Tower I want foreigners to see it when they come to Korea ,Positive
124, Once the parking fee is paid food is expensive and if you are going to buy luxury goods it would be better to buy it here ,Positive
125, The observatory is nice but its okay to eat shaved ice on the 79th floor and watch ,Positive
126,Fast track tickets are very useful,Positive
127,Have many shops to enjoy Also have nice restaurants Clean and easy to access public transportation It has aquarium that well maintained,Positive
128,Recommend once visiting Seems over hyped Ticket seems bit expensive,Positive
129, Cool suitable for sights deducted one star because of Mano ,Positive
130,SO BEAUTIFUL,Positive
131, The height of the 220story building is 555m making you feel dizzy when looking down ,Negative
132, If you travel to Korea you definitely have to visit the Lotte World Tower  ,Positive
133, As it is the largest in the country there were many people ,Neutral
134, Nice view a bit scrambled everything but its worth visiting I wanted to take the experience of crossing the bridge but it was closed ,Positive
135, Because I can see the city of Seoul I love it ,Positive
136,Always an experience Massive Loads of people around Very convenient,Neutral
137,nice  tower,Positive
138, Things to do things to do rest area food nothing is missing ,Positive
139,Amazing,Positive
140, Lotte World Tower is still luxurious and wonderful even after visiting again after 3 years You can go up to the highest floor by elevator in 1 minute and the view of downtown Seoul from the outdoor terrace is truly ,Positive
141,Great engineering marvel similar to the New York WTC It has 125floors and the lift takes you in a minute there Entry fee is applicable which is not that expensive Lots of branded shops and restaurants Very well maintained,Positive
142,This place is so huge an theres so much to see  They have all the high end name brand stores Everything is beautifully elegant,Positive
143,Je me demande bien pourquoi ils ouvrent quand il ne fait pas beau Je ne pensais pas que la vue pouvait tre si bouche mais eux le savent et continuent de faire payer le billet 20 000 pour ne rien voir du tout,Negative
144,Very small and filled with 12h long queues of people for each ride where one ride takes about 30s to 1min so in case of visiting its better to pay extra for vip entrance not to waste time waiting in the qq,Positive
145,Spectacular tower and views from the top,Positive
146,Tienda departamental impresionante aunque sea de pasada hay que entrar,Neutral
147,Tasurotlar mazza Ayniqsa lift juda tez,Neutral
148,Beautiful views,Positive
149,Lotte World has improved over the last decade It is no longer like an old mall but has been renovated to current sophistication,Positive
150, expensive But everything is there A modern version of the saying that there is nothing Lots of restaurants Good for a date good for shopping good for family and good for things to do However the overall price ,Positive
151,Saw Tom Cruise  Love him,Positive
152,Great views of the city If you go at dusk youll see both day and night views,Positive
153,Once in a lifetime kind of experience,Neutral
154, I think it would be better to go on a day when the weather is nice ,Positive
155,Was a once in a lifetime experience going on the  Sky bridge We felt safe and secure the entire time Would highly recommend this,Positive
156, I thought it would be the same as the scenery I saw right away at the hotel but it was better ,Positive
157,Costo biglietto per gli adulti un po alto ma ne vale la pena,Negative
158, There is an observatory or an aquarium in addition to watching a movie eating a meal and I often go to the World Tower itself rather than an amusement park ,Positive
159, Lotte World Nogu Tower Shopping was good I used to drink a lot of rice ,Positive
160,goooood,Neutral
161,Lindoooo,Neutral
162,Its very VERY big Got lost multiple times trying to navigate from the theme park to the mall to the department store However the staff everywhere are friendly and helpful The department store itself is very extensive but I mostly ,Positive
163, Today we had an Art Q event on the 76th floor Viewa Art The 76th floor can only be accessed through the lobby of the Seoul Hotel ,Neutral
164,Awesome experience and obviously best views of the city Also very well organized and easy to get to the top,Positive
165,Its a well thought design and most beautiful building Its wow and the experience was amazing I would not mind for the second visit,Positive
166, I visited with my family during the holidays Currently as we are doing an exhibition related to whales you cannot enter immediately but you can enter after seeing the exhibition underground ,Positive
167,We stayed at Signiel hotel 90th floor in Lotte Tower Its awesome view Totally worth it,Positive
168, Anywhere in the world the observatory is worth a visit If you make a reservation in advance it is cheaper and you can enter directly with the QR ,Positive
169, It was very overcast due to the fine dust in China but I recommend visiting on a sunny day ,Positive
170,DO IT so fing amazing and breathtaking,Positive
171, It is not recommended to visit when it is raining or cloudy In clear weather you can even see Incheon It would be nice if the movement guide was a little better and I wish there were more things to enjoy or to ,Positive
172,Absolutely stunning view Theres a cafe right on the top which serves ice cream thats really tasty I highly recommend you take the Seoul sky tour when you visit Seoul You wont regret it,Positive
173,Tallest,Neutral
174,The view from above is superb You must try the sky restaurant,Positive
176, Parking is not recommended It was not a good experience as there was no discount for parking at the museum ,Negative
177,Great excellent wonderfull,Positive
178,A must go for all in Seoul,Neutral
179, Is it worth paying 30000 won to take the elevator The glass looking down is almost opaque making it difficult to see underneath ,Positive
180,This observatory is situated on the 117123 floor of Lotte world tower the tallest building in South Korea,Neutral
181,One of the tallest building in the world I really enjoyed my visit to Soul,Positive
182,seoul from birds eye view,Neutral
183,Great experience to see the Seoul skyline,Positive
184,It was our fault that we visited on a school holiday World School Festival or something like that The entire park was overrun by middle and high school students all still in their school uniforms when we arrived after lunch The lines ,Positive
185, There were many horses and horses during construction but now Seoul is like the Eiffel Tower in Paris ,Positive
187, Its a wonderful trip with the family The night view of Seoul is really nice ,Positive
188, restaurant visit The parking fee is 300 won for 10 minutes Do supermarkets and restaurants do not support parking fees ,Positive
189, I made a reservation in advance and there was no wait The hamburger cake is very juicy and the truffle flavor of the french fries is very good ,Positive
190, Use of Tower Bridge over the age of 12 a Son is disappointed ,Negative
191, It was my first visit but it is very difficult to find the elevator ,Negative
192, A place to visit at least twice during the day and at night ,Neutral
193, I have lunch plans with a friend Ive been to I searched for a good place in advance and went haha 5th and 6th floors Seoul Seoul 3080 I came here to have lunch and a cup of tea ,Positive
194, Lotte is the best World Tower Signiel Avenuel Lotte Department Store Lotte Cinema Lotte Mart Lotte World Chairman Shin Kyukho and less Nongshim Lotte is currently one of the best companies in Korea and I respect the ,Positive
195, Amazing view Beautiful panorama Several floors and each of them with different attractions ,Positive
196, Looking down from a high place forgotten memories are revived and new dreams are created If you come here yes ,Positive
197, It was nice to go around sunset time It was a weekday so there were not many people ,Positive
198,very impressive location with a stunning view,Positive
199, I stopped by the World Tower pharmacy ate coffee watched a movie and had a meal Its great but there are many places where parking discounts dont apply ,Positive
200, Its great for outings with children but its already getting hot outside ,Positive
201, It was confusing because there were several entrances but there was a guide so it was not difficult to find ,Positive
202,Nice view Can recommend,Positive
203, Rainy evenings are cheaper Its so high it doesnt feel real Its just terrifying hehe ,Negative
204, We were there in the evening and therefore didnt have to wait and got discounted tickets A visit at night has a completely different vibe Seeing the city at night is breathtaking ,Positive
205, People go crazy no place to sit in cafes I was just watching ,Negative
206, Okay its much better than the Thailand Observatory but when it comes to eating Thailand has a better value for money ,Positive
207, Isnt there a playground like this in town A good place to go anytime and with anyone ,Positive
208, 34th 33rd 32nd floor Interior work is here ,Neutral
209, Compared to Seoul Tower there are a lot of things to see haha Viewpoint acknowledged ,Positive
210, I went to the dutyfree shop so it was really good for shopping because there were no people there before ,Positive
211,Cool,Positive
212, It was a new experience but when it was released from the parking lot it was crowded with the cars shipped from the department store so it was inconvenient to be crowded ,Negative
213,Commercial and business center,Neutral
214,good,Positive
215, I dont live in Seoul so Im not impressed because its the afternoon It sounds like youre trying to make a story with a flying whale or a oneminute video but its a waste of money The building itself is not ,Negative
216, I loved the beauty and organization of every detail I will definitely go back there ,Positive
217,Although I am scared to the highs this wasnt as scary as I thought I enjoy the view and the small interaction between the staff and the visitors just make sure yo go when the weather is good otherwise will not be as worthwhile as you think it may be,Positive
218,Beautiful view from the observation deck before we went to the elevator that took us to the 117th floor we saw a small exhibition A place worth a visit,Positive
219,Sky Bridge was a great experience,Positive
220, Lets go just once Ive been there so I wont go ,Neutral
221, I went to see the scenery at sunset with my family However I missed the sunset because I was waiting for the observatory elevator to see the planned exhibits but the night view is nice Its a good memory on a ,Positive
222, There are various things to see and eat in the shopping mall ,Neutral
223,Awesome,Positive
224, LA Brother Ribs LA Housewife LA Jung Sunghee ,Neutral
225, On the next day if you focus on the view check the weather a bit The ticket can be used to take photos and choose photos to buy or not to buy There is also a dress to go up the bridge above But with small ,Neutral
226, Perfect look like Lotte There are fewer people if you go in the morning First review ,Positive
227, Good view but a bit pricey and there are similar good views from other vantage points ,Positive
228, Its good Its good The path of movement The garden hits the ground ,Positive
229, A good place to finish your Jamsil trip  While looking at Jamsil a billboard called  Todays Best View  stands in ,Positive
230,Nice view Shopping and dinings,Positive
231, You can see an aerial photographic view and witness planes passing in front of your eyes The road looking down through the transparent glass is rather high so it is ,Neutral
232,Amazing view Very easy to access by using the metro The mall is a place u definitely want to check out,Positive
233, Lotte Tower is tall It was interesting and fun ,Positive
234, Its delicious every time I go to Iseongdang Bakery Its a bakery that started in Gunsan ,Positive
235,Very impressive tour the visit is very fun and the value for money is interesting Unobstructed view of Seoul which allows you to understand the extent of this city I recommend,Positive
236, Its very accessible and there are so many things to eat and see around ,Neutral
238, Expensive but all in one place all you can shop place ,Neutral
239, The view is good  But I dont know what else is better ,Positive
240, It is 555 meters high and we went up to the 123rd floor Higher than Magao Tower ,Neutral
241, Lotte World Ice Rink It was a Sunday morning and it was quiet ,Neutral
242,The view is super amazing and the tower observatory experience is lovely Id recommend you go on a clear day and during the night to see all the lights The 123 lounge can be skipped The milk bar should not be skipped ,Positive
243, You can go up to the 123rd floor and look around Seoul and there are many different stores so it is good for shopping ,Positive
244,Definetly worth visiting while in Seoul,Positive
245, Worth a visit once The section where the bottom is transparent is quite dizzying I was worried that I had to wait for an hour to get on the elevator but I was ,Negative
246, I had a great time with my family There is a lot to see a lot of people and the waiting time is long in a long line ,Positive
247, I went to Suwon with my two sons for the first time My previous experience abroad I was thinking about it and ,Neutral
248, Very beautiful park beautiful architecture pleasant neighborhood I really liked it Its amusement park is also well maintained ,Positive
249, Be sure to visit at least once If you are going go at night The view from the observation deck is no joke ,Positive
250, There doesnt seem to be much to shop for Its great to go to the department store next door and take a walk around Seokchon Lake ,Positive
251, There are a lot of people so it is recommended to go during the opening time ,Positive
252,The weather was not great but the view over seoul was great,Negative
253, Finding the way is complicated and you have to pay for parking no matter how much you use it ,Negative
254,Amazing place,Positive
255,One of the tallest towers in the World This place is a must see when visiting the beautiful city of Seoul There are many things to do within the tower such as an aquarium mall and plenty of restaurants,Positive
256, It is recommended to go at sunset and see the night view of Seoul Well when you first enter you will be asked if you want to take a family ,Positive
257, Unlike the neat exterior the closer you look the more overwhelming the skyscraper with the missing lines ,Positive
258, It was the second highrise tower I visited after the CN Tower in Canada I went with my parents in the countryside on Mothers Day and it was better than I thought I think it was better because there is less fine ,Positive
259,Lotteria massisutyo,Neutral
260,Did a walkin Wasnt sure where to go to start the ticketing as there was a small crowd But once we figured it out the process was great The pricing was reasonable ,Positive
261, Its pretty good but it feels like a department store The observation deck is recommended when there are no clouds ,Positive
262, Its a place I reserved for dinner on Mothers Day but I go there sometimes but every time I go there are a lot of people so its best to make a reservation ,Positive
263,See the Seoul from the sky touching high tower,Neutral
264, Im going to the 31st floor Weekdays from 6pm to the night view just good ,Positive
265,The 6th tallest building in the world and South Koreas tallest building The Lotte World Tower I want to visit Seoul in South Korea,Positive
266,"This place is huge. We visited because we needed something to do during a rainy day. So we went to the aquarium and walked around the mall. Lots of great places to eat that are very affordable.  We did not go to the tower since it was rainy and the view was not great. On a sunny day though, I'm sure it would be a great place to see.",Positive
267,"Don’t bother going.  The view? Spectacular.  The elevator ride? Quite fun.  The rest? AWFUL.  It’s 90 degrees and they can’t even bother to turn on the AC properly? At more than $20 (27,000 won) per ticket, you’d think they’d at least provide that basic level of a service. Even though we went in the evening, it was so crowded without proper ventilation I felt dizzy.  The local 7-11 has better AC than this.  If you’re traveling with children or the elderly, seriously reconsider. Go to N Tower instead. This place is way overrated.",Negative
268,"Magnificent views across Seoul. Currently, still being influenced by Covid, there were no waiting times at all. Elevators bring you in lightning speed to the 119th(?) floor. From there a video show starts and ends after ~1 minute with a breathtaking view over Seoul. Afterwards you can stroll around freely on all 5 levels above, including a small cafe with reasonably priced coffee and other drinks. Even a small shop with gifts / souvenirs is available, if you are into those kind of things.",Positive
269,seoul Lote Tower its amazing Tower. its smart tower. theres meny restaurants and caffe shops. really its amazing place for visit. i hope everyone will visit that place.,Positive
270,Favorite part of the experience was to go up to the 122nd floor and look around and also to have a cup of (normally priced) coffee. The view is beyond spectacular.,Positive
271,"Huge mall like you normally expect in Asia and the Middle East with loads going on. Very clean and well kept. So tall! Go to Seoul Sky observation deck located in here. Views are stunning. The mall has mainly designer clothing on the upper levels. These floors were quite quiet. Lower down is busier with more affordable shops and various eateries. Wifi is painfully slow. There is a cinema and other forms of entertainment. Walk to the really 'cute' eating area (there are loads). I managed to find this one on the entrance level coming out of the Subway (at the back). Air conditioning is thankfully not too cold. If you want a break in between sightseeing and to get out of the heat, then this is worth a stop.",Positive
272,"Amazing shopping mall with great value buys, make sure to collect your GST claims before leaving the mall. I got 5 packs of sock, Superdry T-shirts, a wonderful looking umbrella woven with korean silk and a nice japanese restaurant at the basement.",Positive
273,We went here last Saturday. There are lots of people because it's Saturday. Everything goes well. The view is spectacular.  Highly recommended.,Positive
274,"You can spend a lot of time at this location, shopping, eating and taking in the view from the top of the tower.",Positive
275,"The Mall itself is huge and impressive, therefore i´d give 4 stars. Together with the tower actually only 2 stars. Even you buy the ticket in advance there are long waiting cues (over 1,5 hours). Then on top there are just some small cafes (nothing special) and souvenir shops. The view is nice but really not outstanding. Only good thing there is the short elevator drive and enjoying a cocktail on top.",Positive
276,"Its the highest building in Korea and has a very big shopping mall. Near to it there is a park with a lake in it, you can visit both and its not bad.",Positive
277,You can get everything. It is of course very crowded. Interesting. Some stores are really nice and cute. The metro station is at the basement. The building is actually gorgeous from outside. It is one of the tallest buildings in the world and the tallest in Korea. The Signiel hotel is in the top floors. We stayed at the hotel. The hotel is phenomenal.,Positive
278,"I wasn't overly impressed with this building. I went to a function there. There was nothing special about anything here. The view is nice. I wouldn't avoid it, but don't go out of your way to visit.",Neutral
279,"the highest tower in Korea, you can see Seoul from the top. it really deserve a visit.  however, consider the queue on the elevator to the top floor. I suggest that you just go after opening time in the early morning so you can avoid the waiting time.  I really liked the gift shop on the top floor.",Positive
280,The mall is connected to the metro station so it's quite convenient to reach. We went on the new year eve for the countdown fireworks but it was smaller scale and not as amazing as compared to the one in 2019. Seems to have a great mix of shopping and food options would consider to come back explore again.,Positive
281,This 7 story shopping mall has great restaurants and activities including a large movie theater with a 4D screen.,Positive
282,"I went into this shopping mall and its nice and expensive, there are some nice restaurants below. I went to the very top and the views are very nice although for me somehow it was a little confusing to get done and the staff kept pointing me in the wrong level, so I am writing this and not from the top of the tower so obviously made it done.",Positive
283,"We visited the Lotte Tower as it was not far from The Westin where we were staying. There was a constant stream of people going in and out so we were intrigued. The entire place is full of designer shops, as well as the surrounding area. We compared prices and they were similar to what you would pay in Australia. Overall it was a bit of a letdown but interesting to see. Not a great selection for Men.",Negative
284,"for not being the tallest in the world & still having infrastructural issues during its construction; not even guaranteeing the view that would compensate for most of the price, i'd say this thing is overrated; even when you get to the top, some of the things are extra.. . ""buyer-beware""..",Positive
285,The night view was average. There were probably too many people.  It was like queuing for an amusement ride. Went through two rooms before getting on the elevator. Bring a paper fan with you.  There were two small balconies for viewing outdoor. The logistics needs improvement - people going in and put were mixed together in a small glass room.,Positive
286,"What an amazing experience and we had so much fun! The food, the stalls and the view, all perfect! You will find almost anything and everything there",Positive
287,"I enjoyed this park even though I went on a day when a tropical storm was passing through. The entertainment was good, the food reasonable. Some rides had some really long lines like The French Revolution (3 hours cue). Some rides I could not ride because of the restraints being to small for my large frame. but most I could ride.",Positive
288,"I enjoyed the view of Seoul, but given the sometimes foggy/smoggy local air you need to pick a good day to visit.  I was struck by how similar the observation decks of really tall buildings are. If you have been to the Empire State Building or Sears tower then your experience will be very similar here, but it will be a different view.",Positive
289,"Incredible views, no doubt. However, zero information about the building. A 2 hour wait in a boiling, non air conditioned room will suck the excitement out of the activity. Nothing to do upstairs and the terrace is totally closed off so it’s not any more interesting than looking from the window.",Negative
290,"Very disappointing. More like a children’s amusement park than a serious attraction. No interesting information about the buildings construction or engineering just toys, sweet shops and cartoon photos for the kids who were far too young to appreciate the wonders of such a magnificent building. The management should go to Taipei 101 or Petronas Towers to see how it should be done.",Positive
291,The Lotte World Tower is an astounding architectural achievement! Standing on a glass floor at 119 stories above the ground is scary as heck! It was incredible looking down on 30 story buildings that looked like toys. We were there on a clear day and the views stretched off forever. The elevator ride from ground to 119 in just under 60 seconds was pretty incredible. The tickets are not cheap but worth the price in my opinion!,Positive
292,"Took the world’s first 60secs to level 118! The feeling was well, nothing much. Just abit if ears stuck. The technology in the lift is also awesome. Super high up the tower, could see the overall of Seoul. It’s beautiful",Positive
293,This mall is worth visiting. The stores and restaurants are great. Go up the escalator to the theatre and go out to the deck outside. You look over the city and there are fun things up there!,Positive
294,The Mall is typical with boutique and restaurants with reasonable prices.  Had visited the Lotte World Adventure with our DISCOVER Seoul Pass. Rode the Bungee which was so nerve wrecking! Their”Across the Dark” is not as hi-tech and thrilling as Macau’s Batman Dark Flight. They should improve their VR.  Kiddy ride were a lot.,Positive
295,"We were very excited to visit Lotte World and Lotte Mall, we got Lotte world tickets before they open to void the long lines and it worked, we were able to go to different rides without waiting for long time, definitely it is a great place to visit with kids. Lotte Mall, was the most beautiful place I ever visit!!",Positive
296,Lotte Tower provides a great view of the city. The flashing lights all around the city and bridge makes it a must see at night!,Positive
297,Excellent views of the old Seoul and the new Seoul. Seeing the many bridges from the 123rd floor was great. The glass floor looking down on the street below was mind blowing.,Positive
298,"easy to arrive with local public transportation. plan your visit, eve if you olny want to see the view, try to visit the play area and walk arround ' worth the time",Positive
299,"I am puzzled by the review I just read. I thought this was a great observation deck, and they spoke English very well. They answered all of my questions. And most observation decks I have been to have very few elevators. And some sort of wait. It took all of 10 minutes to get to the top for us, and it started out with a bang. The digital wall reveal is amazing. The outside deck was scary fun. All of the electronic assists, in letting you know what you are looking at was great tech  A bit on the pricier side, but still cheaper than The Empire State Building or 30 Rock.",Positive
